playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,totalTackles,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,successfulPassesOwnHalf,yellowCards,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,cornersTakenInclShortCorners,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,throwInsToOppositionPlayer,penaltyGoalsConceded,successfulLaunches,shotsBlockedInBox,totalFoulsWon,homeGoals,oboxTarget,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,unsuccessfulCornersIntoBox,clearancesOffTheLine,throwInsToOwnPlayer,shotsBlockedOutsideBox,unsuccessfulLaunches,handballsConceded,expectedGoals,unsuccessfulLongPasses,secondGoalAssists,lastPlayerTackle,successfulCornersIntoBox,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,hitWoodwork,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,ownGoalScored,penaltiesConceded,headedGoals,penaltiesSaved,penaltiesFaced,savesFromPenalty,crossesNotClaimed,redCards2ndYellow
73459,Jazz Richards,Defender,Swansea,80,Wales,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39204,Jonathan de Guzmán,Midfielder,Swansea,80,Netherlands,2012-13,145.0,5.2507,0.0,45.0,184.0,37.0,33.0,225.0,2008.0,4.0,45.0,2858.0,37.0,114.0,5.0,106.0,1619.0,37.0,45.1806,53.0,22.0,43.0,108.0,505.0,6.0,259.0,494.0,160.0,37.0,6.0,1036.0,38.0,58.0,214.0,8.0,0.0,1949.0,490.0,39.0,4.0,584.0,33.0,48.0,164.0,425.0,2628.0,11.0,823.0,6.0,41.0,21.0,9.0,16.0,3.0,4.5478,45.0,6.0,6.0,64.0,51.0,5.0,1.0,2.0,17.0,146.0,4.0,16.0,76.0,10.0,10.0,3.0,1.0,3.0,2.0,2.0,46.0,3.0,16.0,5.0,,10.0,160.0,2.0,29.0,14.0,15.0,82.0,,3.0,17.0,12.0,,3.6468,41.0,,,49.0,1.1978,36.0,18.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,
39217,Kemy Agustien,Midfielder,Swansea,80,Curacao,2012-13,30.0,0.2562,0.0,12.0,59.0,18.0,4.0,78.0,362.0,14.0,12.0,562.0,9.0,23.0,,20.0,243.0,1.0,13.4809,5.0,15.0,12.0,21.0,80.0,0.0,53.0,145.0,42.0,18.0,4.0,142.0,12.0,9.0,41.0,3.0,0.0,348.0,101.0,8.0,4.0,83.0,10.0,17.0,41.0,54.0,451.0,2.0,143.0,2.0,15.0,1.0,1.0,1.0,1.0,0.1407,2.0,2.0,1.0,11.0,,,2.0,,,1.0,1.0,2.0,1.0,,,,,3.0,5.0,2.0,5.0,,2.0,,,2.0,2.0,2.0,1.0,1.0,3.0,1.0,,,,5.0,1.0,0.0913,19.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
76542,Ki Sung-Yueng,Midfielder,Swansea,80,South Korea,2012-13,96.0,2.5585,0.0,33.0,95.0,29.0,20.0,118.0,1618.0,9.0,42.0,2037.0,27.0,83.0,2.0,68.0,1328.0,29.0,27.7107,29.0,37.0,27.0,69.0,524.0,0.0,179.0,356.0,136.0,29.0,9.0,722.0,25.0,33.0,137.0,15.0,0.0,1592.0,193.0,24.0,9.0,469.0,26.0,35.0,172.0,269.0,1932.0,2.0,795.0,3.0,26.0,3.0,11.0,13.0,,1.7352,27.0,7.0,2.0,30.0,3.0,,1.0,,16.0,26.0,3.0,16.0,17.0,10.0,10.0,1.0,,2.0,2.0,2.0,24.0,,16.0,,,9.0,25.0,2.0,14.0,12.0,11.0,15.0,,3.0,16.0,5.0,,1.4909,23.0,,,10.0,0.2382,8.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
59940,Kyle Bartley,Defender,Swansea,80,England,2012-13,6.0,0.0127,0.0,5.0,8.0,2.0,1.0,11.0,84.0,1.0,6.0,147.0,3.0,8.0,,5.0,66.0,1.0,4.1377,1.0,16.0,6.0,3.0,22.0,0.0,14.0,28.0,4.0,2.0,3.0,16.0,6.0,2.0,8.0,3.0,0.0,83.0,14.0,2.0,6.0,27.0,,1.0,7.0,7.0,116.0,,57.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15114,Leon Britton,Midfielder,Swansea,80,England,2012-13,99.0,0.7424,0.0,45.0,139.0,33.0,30.0,152.0,1768.0,3.0,19.0,2533.0,13.0,94.0,4.0,88.0,1558.0,7.0,38.9057,9.0,28.0,36.0,86.0,559.0,0.0,193.0,521.0,205.0,33.0,6.0,717.0,32.0,42.0,174.0,6.0,0.0,1736.0,230.0,39.0,17.0,420.0,19.0,66.0,58.0,268.0,2100.0,11.0,900.0,4.0,60.0,1.0,5.0,1.0,2.0,0.0448,6.0,5.0,,27.0,2.0,,,,5.0,,6.0,,1.0,2.0,2.0,,1.0,3.0,,3.0,31.0,,,,,11.0,2.0,3.0,5.0,3.0,12.0,,4.0,2.0,5.0,7.0,,0.4638,13.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
14166,Leroy Lita,Forward,Swansea,80,England,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15428,Luke Moore,Forward,Swansea,80,England,2012-13,55.0,0.9573,0.0,2.0,33.0,17.0,4.0,35.0,174.0,13.0,43.0,526.0,32.0,22.0,,11.0,138.0,27.0,9.4279,7.0,5.0,7.0,23.0,36.0,2.0,77.0,44.0,15.0,17.0,2.0,93.0,7.0,13.0,34.0,11.0,0.0,173.0,59.0,,,34.0,11.0,2.0,1.0,60.0,243.0,3.0,46.0,0.0,2.0,,7.0,10.0,2.0,3.697,14.0,6.0,2.0,27.0,1.0,3.0,7.0,2.0,7.0,,,1.0,,13.0,13.0,3.0,,,,5.0,6.0,1.0,1.0,2.0,,2.0,1.0,5.0,4.0,5.0,3.0,,,1.0,7.0,,2.0,3.0853,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,
1936,Mark Gower,Midfielder,Swansea,80,England,2012-13,,0.0033,0.0,,,1.0,,,8.0,1.0,,6.0,,,,,7.0,,,,,,,2.0,0.0,,2.0,,1.0,,6.0,,,,,0.0,7.0,2.0,,,3.0,,,1.0,1.0,10.0,,2.0,0.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39215,Michel Vorm,Goalkeeper,Swansea,80,Netherlands,2012-13,2.0,0.0305,0.0,,17.0,26.0,26.0,301.0,748.0,,8.0,2312.0,,16.0,4.0,8.0,270.0,,37.9099,2.0,18.0,38.0,2.0,88.0,0.0,18.0,558.0,256.0,26.0,,96.0,34.0,,10.0,8.0,0.0,452.0,305.0,,,102.0,,,177.0,,1042.0,2.0,351.0,1.0,65.0,,,,,,,,,,,,,,,,7.0,,,,,,,4.0,76.0,,6.0,,,,,,,,,1.0,1.0,,,,,149.0,,,284.0,,,,,,,,33.0,31.0,201.0,11.0,12.0,91.0,8.0,,227.0,108.0,13.0,60.0,,,,,1.0,5.0,1.0,6.0,
54322,Michu,Forward,Swansea,80,Spain,2012-13,233.0,3.1991,0.0,45.0,236.0,35.0,35.0,239.0,1120.0,,238.0,3017.0,122.0,205.0,5.0,89.0,853.0,143.0,44.8431,32.0,38.0,40.0,111.0,245.0,6.0,438.0,344.0,100.0,35.0,16.0,636.0,35.0,51.0,200.0,116.0,0.0,1113.0,351.0,29.0,3.0,278.0,48.0,30.0,28.0,253.0,1542.0,13.0,246.0,6.0,40.0,1.0,22.0,34.0,2.0,13.3962,88.0,12.0,2.0,122.0,9.0,18.0,21.0,7.0,17.0,,6.0,10.0,1.0,23.0,23.0,15.0,,2.0,1.0,17.0,37.0,11.0,10.0,3.0,9.0,21.0,9.0,17.0,54.0,13.0,7.0,,,2.0,17.0,1.0,1.0,14.1058,3.0,,,,,,,5.0,,,,,,,,,,,,,,,,6.0,,,,,
21083,Nathan Dyer,Midfielder,Swansea,80,England,2012-13,193.0,2.2987,1.0,47.0,151.0,37.0,25.0,161.0,1217.0,12.0,31.0,2308.0,28.0,146.0,4.0,143.0,1041.0,75.0,30.9743,32.0,10.0,31.0,165.0,176.0,0.0,339.0,275.0,160.0,37.0,8.0,708.0,27.0,124.0,308.0,3.0,0.0,1212.0,397.0,39.0,2.0,330.0,29.0,27.0,15.0,436.0,1756.0,10.0,362.0,3.0,47.0,14.0,9.0,17.0,13.0,4.3529,42.0,7.0,4.0,121.0,42.0,3.0,2.0,3.0,12.0,,5.0,12.0,14.0,18.0,18.0,7.0,,1.0,,5.0,70.0,0.0,12.0,2.0,1.0,69.0,42.0,5.0,25.0,19.0,26.0,,1.0,9.0,12.0,1.0,2.0,4.5032,10.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0
47390,Neil Taylor,Defender,Swansea,80,Wales,2012-13,7.0,0.0281,0.0,8.0,17.0,6.0,4.0,18.0,147.0,2.0,2.0,278.0,1.0,12.0,,11.0,124.0,3.0,3.3855,1.0,12.0,2.0,6.0,68.0,0.0,19.0,38.0,15.0,6.0,3.0,52.0,2.0,1.0,17.0,1.0,0.0,145.0,28.0,5.0,,2.0,3.0,6.0,5.0,39.0,213.0,3.0,78.0,0.0,5.0,1.0,,1.0,1.0,0.2766,3.0,,,1.0,4.0,,,,,,1.0,1.0,1.0,2.0,2.0,,1.0,,,,2.0,,1.0,,,,4.0,,2.0,2.0,1.0,,,18.0,,2.0,,0.1019,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28690,Pablo Hernández,Midfielder,Swansea,80,Spain,2012-13,136.0,3.7864,0.0,28.0,226.0,30.0,27.0,255.0,1298.0,3.0,25.0,2201.0,20.0,87.0,3.0,82.0,969.0,111.0,36.9801,49.0,15.0,33.0,116.0,335.0,0.0,223.0,372.0,117.0,30.0,12.0,664.0,30.0,83.0,198.0,5.0,0.0,1289.0,472.0,16.0,2.0,279.0,14.0,40.0,74.0,312.0,1787.0,17.0,395.0,3.0,58.0,14.0,14.0,10.0,6.0,3.0239,34.0,17.0,6.0,123.0,80.0,3.0,8.0,0.0,10.0,4.0,2.0,9.0,16.0,9.0,9.0,8.0,,4.0,2.0,14.0,24.0,3.0,9.0,2.0,1.0,58.0,84.0,14.0,24.0,30.0,30.0,3.0,,12.0,10.0,4.0,,2.6167,29.0,,,1.0,0.329,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,
18681,Roland Lamah,Midfielder,Swansea,80,Belgium,2012-13,13.0,0.1872,0.0,3.0,10.0,5.0,1.0,11.0,78.0,4.0,4.0,151.0,1.0,10.0,,7.0,66.0,7.0,2.6526,2.0,,5.0,12.0,37.0,0.0,23.0,8.0,8.0,5.0,,38.0,5.0,7.0,19.0,3.0,0.0,78.0,24.0,3.0,1.0,6.0,3.0,1.0,1.0,27.0,110.0,1.0,29.0,0.0,4.0,,2.0,,,,,,,10.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,4.0,2.0,,,,,4.0,2.0,4.0,,1.0,2.0,,,1.0,,,,0.086,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89505,Rory Donnelly,Forward,Swansea,80,Northern Ireland,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11829,Wayne Routledge,Midfielder,Swansea,80,England,2012-13,196.0,3.3402,0.0,38.0,213.0,36.0,30.0,230.0,1174.0,6.0,40.0,2527.0,31.0,113.0,5.0,104.0,890.0,86.0,38.9232,52.0,16.0,40.0,165.0,361.0,2.0,309.0,293.0,146.0,36.0,10.0,598.0,35.0,110.0,269.0,9.0,0.0,1166.0,488.0,28.0,2.0,118.0,37.0,14.0,54.0,402.0,1658.0,14.0,365.0,0.0,50.0,19.0,7.0,17.0,16.0,3.9768,23.0,9.0,4.0,128.0,61.0,5.0,8.0,0.0,1.0,3.0,3.0,4.0,19.0,17.0,17.0,6.0,1.0,2.0,3.0,12.0,36.0,5.0,4.0,5.0,,63.0,61.0,12.0,6.0,22.0,30.0,,,12.0,1.0,2.0,3.0,4.348,17.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
