playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulLayoffs,foulWonPenalty,substituteOn,unsuccessfulLayoffs,throwInsToOppositionPlayer,penaltiesTaken,leftFootGoals,substituteOff,hitWoodwork,handballsConceded,penaltiesConceded,ownGoalScored,headedGoals,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,penaltyGoals,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,secondGoalAssists,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals
59940,Kyle Bartley,Defender,Swansea,80,England,2017-18,9.0,,0.2325,0.0,,,,3.0,2.0,,11.0,5.0,,2.0,22.0,,115.0,,,,18.0,,,,,234.0,,4.0,18.0,,2.0,4.0,86.0,5.0,,4.3887,2.0,,21.0,4.0,,5.0,16.0,1.0,27.0,,50.0,3.0,5.0,,,1.0,,22.0,4.0,,,9.0,14.0,0.0,112.0,2.0,1.0,23.0,2.0,,6.0,40.0,5.0,4.0,,7.0,9.0,155.0,,,7.0,71.0,2.0,0.1434,2.0,11.0,5.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49539,Kyle Naughton,Defender,Swansea,80,England,2017-18,187.0,9.0,0.823,0.0,7.0,1.0,0.101,92.0,5.0,,276.0,34.0,2.0,34.0,412.0,53.0,1638.0,,,4.0,137.0,8.0,1.0,9.0,,3033.0,,68.0,208.0,7.0,106.0,139.0,1153.0,28.0,3.0,53.5504,10.0,15.0,102.0,50.0,3.0,119.0,110.0,24.0,395.0,47.0,798.0,198.0,34.0,1.0,,32.0,19.0,694.0,43.0,53.0,3.0,258.0,69.0,0.0,1617.0,4.0,9.0,659.0,60.0,24.0,13.0,476.0,31.0,60.0,,73.0,254.0,2651.0,290.0,4.0,74.0,541.0,21.0,0.3655,1.0,136.0,127.0,6.0,,,,116.0,,,3.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
15114,Leon Britton,Midfielder,Swansea,80,England,2017-18,18.0,,0.0403,0.0,,,,6.0,,,9.0,5.0,,4.0,10.0,1.0,137.0,,,,4.0,,,,,304.0,,4.0,7.0,,2.0,7.0,125.0,2.0,,2.2478,,,1.0,1.0,,14.0,49.0,1.0,25.0,2.0,23.0,19.0,5.0,,,1.0,1.0,55.0,1.0,1.0,,21.0,,0.0,131.0,,,17.0,5.0,,1.0,44.0,7.0,1.0,,2.0,21.0,157.0,,,,72.0,5.0,,1.0,1.0,3.0,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49277,Leroy Fer,Midfielder,Swansea,80,Netherlands,2017-18,92.0,1.0,0.8343,0.0,2.0,3.0,1.1602,44.0,10.0,3.0,90.0,20.0,1.0,15.0,120.0,7.0,632.0,1.0,1.0,1.0,64.0,3.0,1.0,1.0,1.0,1399.0,1.0,22.0,137.0,4.0,23.0,95.0,469.0,15.0,1.0,24.0233,9.0,1.0,23.0,26.0,1.0,70.0,125.0,26.0,229.0,14.0,170.0,76.0,20.0,1.0,,12.0,6.0,263.0,22.0,7.0,1.0,165.0,42.0,0.0,619.0,7.0,4.0,183.0,32.0,26.0,4.0,209.0,28.0,12.0,,43.0,128.0,873.0,2.0,1.0,5.0,250.0,19.0,1.686,5.0,30.0,33.0,31.0,,5.0,,,,1.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
57586,Luciano Narsingh,Forward,Swansea,80,Netherlands,2017-18,48.0,4.0,0.4734,0.0,1.0,5.0,1.3687,7.0,8.0,,33.0,18.0,,5.0,37.0,19.0,194.0,1.0,4.0,,17.0,,,4.0,4.0,617.0,4.0,15.0,37.0,1.0,17.0,35.0,153.0,30.0,2.0,14.5479,11.0,1.0,3.0,15.0,1.0,33.0,14.0,11.0,85.0,7.0,33.0,32.0,18.0,,,2.0,11.0,120.0,14.0,19.0,1.0,68.0,2.0,0.0,193.0,3.0,9.0,101.0,5.0,17.0,,74.0,3.0,3.0,,4.0,73.0,333.0,2.0,,3.0,41.0,1.0,0.8394,0.0,4.0,11.0,2.0,,13.0,1.0,,,1.0,4.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
37096,Lukasz Fabianski,Goalkeeper,Swansea,80,Poland,2017-18,4.0,,0.0584,0.0,,,,,,,2.0,38.0,,38.0,519.0,,1113.0,,,,19.0,9.0,,,,3420.0,,4.0,17.0,8.0,2.0,2.0,254.0,,3.0,60.368,1.0,118.0,25.0,56.0,,,110.0,3.0,21.0,,891.0,365.0,38.0,,,,,241.0,48.0,,,2.0,15.0,0.0,534.0,,,524.0,,,,112.0,1.0,,,340.0,,1496.0,,,250.0,353.0,,,0.0,517.0,78.0,,,,1.0,,,,,,,,,,,,,,,,,,3.0,39.0,45.0,23.0,6.0,3.0,15.0,137.0,5.0,3.0,1.0,326.0,191.0,17.0,91.0,
28654,Martin Olsson,Defender,Swansea,80,Sweden,2017-18,115.0,23.0,1.1756,0.0,5.0,1.0,0.0163,34.0,13.0,,181.0,36.0,1.0,36.0,303.0,140.0,1144.0,,2.0,3.0,81.0,8.0,1.0,23.0,,3154.0,,34.0,116.0,8.0,86.0,69.0,795.0,29.0,3.0,55.0957,12.0,16.0,67.0,50.0,2.0,81.0,359.0,25.0,231.0,17.0,494.0,155.0,36.0,1.0,,8.0,16.0,445.0,42.0,140.0,2.0,150.0,47.0,0.0,1132.0,12.0,24.0,591.0,26.0,11.0,4.0,30.0,27.0,31.0,,46.0,261.0,1945.0,236.0,3.0,83.0,419.0,9.0,0.8031,7.0,122.0,83.0,5.0,,,,50.0,,,5.0,,3.0,2.0,,,0.0692,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
97615,Mike van der Hoorn,Defender,Swansea,80,Netherlands,2017-18,82.0,3.0,0.1776,0.0,3.0,5.0,0.3471,32.0,7.0,,84.0,24.0,,24.0,203.0,5.0,858.0,1.0,,1.0,102.0,5.0,,3.0,4.0,1949.0,4.0,45.0,114.0,4.0,23.0,57.0,581.0,19.0,1.0,31.3516,5.0,18.0,123.0,27.0,2.0,37.0,93.0,18.0,196.0,10.0,385.0,96.0,24.0,,,10.0,4.0,185.0,23.0,5.0,2.0,94.0,57.0,0.0,838.0,2.0,4.0,230.0,22.0,9.0,14.0,304.0,22.0,39.0,,74.0,76.0,1179.0,11.0,1.0,74.0,473.0,15.0,0.9679,4.0,119.0,67.0,,,,,5.0,,,8.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
21083,Nathan Dyer,Midfielder,Swansea,80,England,2017-18,115.0,5.0,1.0915,0.0,4.0,2.0,0.3951,22.0,6.0,2.0,90.0,24.0,,16.0,97.0,27.0,512.0,,1.0,3.0,34.0,,1.0,5.0,1.0,1312.0,1.0,29.0,70.0,5.0,33.0,65.0,410.0,31.0,3.0,22.7253,10.0,,2.0,21.0,1.0,86.0,79.0,20.0,185.0,13.0,105.0,82.0,24.0,1.0,,6.0,25.0,284.0,16.0,28.0,1.0,151.0,5.0,0.0,510.0,4.0,5.0,227.0,16.0,23.0,,162.0,17.0,11.0,,5.0,166.0,775.0,6.0,3.0,6.0,136.0,11.0,0.9376,2.0,7.0,19.0,34.0,,8.0,3.0,1.0,,,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171319,Renato Sanches,Midfielder,Swansea,80,Portugal,2017-18,72.0,1.0,0.3819,0.0,3.0,,,12.0,9.0,1.0,54.0,12.0,,9.0,62.0,12.0,379.0,,,2.0,15.0,,,5.0,,703.0,,13.0,59.0,2.0,13.0,57.0,300.0,10.0,,14.7713,6.0,,4.0,10.0,1.0,59.0,98.0,20.0,131.0,8.0,85.0,50.0,12.0,,,5.0,15.0,189.0,8.0,27.0,1.0,116.0,2.0,0.0,370.0,9.0,2.0,145.0,7.0,25.0,1.0,109.0,8.0,7.0,,17.0,87.0,579.0,8.0,2.0,2.0,133.0,3.0,0.4915,1.0,8.0,14.0,24.0,,3.0,4.0,,,,5.0,,,,,,0.2625,4.0,4.0,,11.0,4.0,7.0,1.0,,,,,,,,,,,,,,,,
74033,Sam Clucas,Midfielder,Swansea,80,England,2017-18,91.0,4.0,1.0812,0.0,4.0,7.0,3.846,34.0,16.0,2.0,94.0,29.0,1.0,23.0,129.0,16.0,786.0,3.0,3.0,2.0,73.0,5.0,1.0,12.0,3.0,2042.0,3.0,36.0,89.0,2.0,36.0,52.0,624.0,31.0,2.0,31.7715,14.0,2.0,30.0,30.0,2.0,55.0,232.0,14.0,180.0,24.0,183.0,110.0,29.0,1.0,1.0,15.0,4.0,343.0,28.0,43.0,2.0,107.0,37.0,0.0,768.0,9.0,4.0,233.0,19.0,5.0,7.0,184.0,10.0,29.0,,33.0,187.0,1113.0,20.0,2.0,23.0,326.0,9.0,2.7163,2.0,35.0,32.0,18.0,,6.0,2.0,7.0,,2.0,7.0,,,,,,,,,,24.0,5.0,16.0,,,,,,,,,,,,,,,,,
173879,Tammy Abraham,Forward,Swansea,80,England,2017-18,153.0,2.0,0.8215,0.0,11.0,15.0,4.4975,10.0,31.0,2.0,88.0,31.0,1.0,15.0,97.0,11.0,300.0,5.0,9.0,3.0,97.0,1.0,1.0,2.0,9.0,1720.0,9.0,58.0,103.0,3.0,13.0,64.0,197.0,72.0,2.0,32.3019,11.0,1.0,11.0,31.0,8.0,95.0,69.0,27.0,256.0,7.0,72.0,41.0,31.0,1.0,4.0,2.0,20.0,142.0,28.0,11.0,8.0,159.0,39.0,0.0,273.0,16.0,13.0,235.0,8.0,27.0,1.0,72.0,15.0,1.0,,6.0,87.0,597.0,1.0,3.0,3.0,63.0,3.0,6.8343,0.0,9.0,11.0,24.0,,16.0,7.0,,,,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
93464,Tom Carroll,Midfielder,Swansea,80,England,2017-18,108.0,8.0,4.1452,0.0,9.0,3.0,0.6179,53.0,11.0,3.0,185.0,37.0,4.0,28.0,251.0,32.0,1444.0,,1.0,9.0,32.0,6.0,1.0,41.0,2.0,2569.0,2.0,21.0,94.0,6.0,61.0,83.0,1113.0,20.0,3.0,46.021,43.0,3.0,15.0,39.0,,87.0,356.0,17.0,202.0,29.0,499.0,139.0,37.0,1.0,,20.0,5.0,770.0,33.0,88.0,,170.0,11.0,0.0,1389.0,8.0,14.0,407.0,33.0,14.0,8.0,360.0,23.0,29.0,,80.0,229.0,1863.0,1.0,9.0,9.0,464.0,12.0,0.9386,3.0,66.0,52.0,32.0,,9.0,1.0,,,,8.0,2.0,1.0,,,,0.3815,5.0,5.0,,70.0,26.0,37.0,,,,,,,,,,,,,,,,,
11829,Wayne Routledge,Midfielder,Swansea,80,England,2017-18,34.0,4.0,0.7316,0.0,1.0,2.0,0.4283,10.0,4.0,,42.0,15.0,,4.0,50.0,9.0,160.0,,,,14.0,,,4.0,2.0,423.0,2.0,9.0,21.0,1.0,14.0,16.0,109.0,13.0,,9.613,6.0,,4.0,11.0,1.0,25.0,40.0,,55.0,5.0,47.0,28.0,15.0,,,5.0,4.0,76.0,10.0,11.0,1.0,41.0,5.0,0.0,158.0,2.0,1.0,86.0,5.0,6.0,,33.0,9.0,2.0,,1.0,40.0,243.0,1.0,,2.0,38.0,3.0,0.4174,1.0,8.0,17.0,7.0,,11.0,1.0,,,,3.0,,,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,
57001,Wilfried Bony,Forward,Swansea,80,Cote d’Ivoire,2017-18,87.0,,0.1775,0.0,5.0,7.0,1.2469,5.0,15.0,,76.0,15.0,,8.0,77.0,,208.0,2.0,2.0,3.0,103.0,2.0,2.0,,3.0,704.0,3.0,59.0,69.0,1.0,15.0,25.0,128.0,19.0,,9.8582,4.0,1.0,15.0,8.0,2.0,28.0,34.0,11.0,156.0,3.0,60.0,15.0,15.0,2.0,2.0,1.0,3.0,87.0,7.0,,2.0,53.0,44.0,0.0,196.0,8.0,2.0,122.0,4.0,10.0,1.0,54.0,7.0,2.0,,3.0,60.0,329.0,,3.0,,44.0,2.0,1.6046,2.0,1.0,12.0,17.0,,7.0,5.0,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
