season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14023992,30,6,Tottenham_Hotspur,Away,840217,212319.0,Richarlison,richarlison,F,False,,,1.0,4.0,6.0,10.0,3.0,2.0,5.0,5.0,,1.0,,3.0,,2.0,10.0,9.0,,,0.00200225,0.9261,1.4406,1.0,0.0,1.0,,,,,1.0,,,,,,,89.0,4.0,,,,10.0,1.0,,8.0,,,1.0,34.205931822751,,2.0,1.0,,2.0,1.0,6.0,7.0,13.0,22.923415203172,7.4412912857917,5,5.0,38.0,3.0,2.0,1.0,4.0
2025-26,14023992,30,6,Tottenham_Hotspur,Away,859896,214572.0,Brandon Austin,brandon-austin,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023992,30,6,Tottenham_Hotspur,Away,871706,247693.0,Randal Kolo Muani,randal-kolo-muani,F,True,,,,3.0,2.0,5.0,,,5.0,5.0,1.0,,,,,,,1.0,,,0.165434,,,,1.0,,,,,,1.0,,,,,,,15.0,,,,,3.0,0.0,,6.9,,,,22.323921159548,1.0,1.0,,,1.0,,5.0,3.0,8.0,6.3129268775659,,0,,11.0,,,1.0,
2025-26,14023992,30,6,Tottenham_Hotspur,Away,913654,441164.0,Pedro Porro,pedro-porro,D,False,2.0,,6.0,10.0,15.0,25.0,1.0,1.0,15.0,5.0,,,,6.0,,,8.0,1.0,,,0.0311921,0.0295,,,0.0,,,,,1.0,,,,,,,,90.0,,2.0,,,17.0,2.0,,6.4,,,1.0,148.63347755253,2.0,1.0,2.0,,11.0,,21.0,16.0,37.0,50.381239250741,58.832676468943,1,,64.0,,,,
2025-26,14023992,30,6,Tottenham_Hotspur,Away,945798,232859.0,Djed Spence,djed-spence,D,False,,,,7.0,11.0,18.0,4.0,,8.0,3.0,,,1.0,,,,4.0,6.0,,,0.0084198,0.0429,0.0107,,0.0,,,,,2.0,1.0,,,,,,,76.0,1.0,,,,4.0,2.0,,6.7,,,,65.440185353299,6.0,1.0,1.0,,2.0,,9.0,12.0,21.0,21.178151079394,28.262698136474,2,3.0,47.0,,2.0,1.0,
2025-26,14023992,30,6,Tottenham_Hotspur,Away,997103,493125.0,Radu Drăguşin,radu-dragusin,D,False,,,3.0,8.0,21.0,29.0,,,10.0,2.0,,,,1.0,,,3.0,2.0,,1.0,0.007193,,,2.0,0.0,,,,,1.0,,,,,,,,90.0,,2.0,,,10.0,1.0,,7.2,,,,109.54228887783,8.0,,,,7.0,,14.0,25.0,39.0,41.652802191755,35.71050047255,0,2.0,56.0,,,,1.0
2025-26,14023992,30,6,Tottenham_Hotspur,Away,997183,493362.0,Xavi Simons,xavi-simons,M,True,,,2.0,18.0,,18.0,,,10.0,,,,1.0,,,,1.0,3.0,,,0.0423338,0.0872,0.3246,1.0,0.0,,,,,,1.0,,,,,,,34.0,1.0,,,,8.0,4.0,,6.9,,,1.0,100.46865082324,1.0,3.0,,,2.0,,22.0,,22.0,57.732103263262,64.571303777877,3,1.0,33.0,3.0,,2.0,1.0
2025-26,14023992,30,6,Tottenham_Hotspur,Away,1002711,482442.0,Pape Matar Sarr,pape-matar-sarr,M,False,,,2.0,24.0,15.0,39.0,1.0,,17.0,9.0,,,,1.0,,,2.0,5.0,,,0.0690825,,,,0.0,,,,,2.0,,,,,,,,90.0,,,,,9.0,0.0,,7.0,,,,168.12900762037,4.0,2.0,,,4.0,,28.0,19.0,47.0,63.982344028848,,0,2.0,67.0,1.0,1.0,2.0,1.0
2025-26,14023992,30,6,Tottenham_Hotspur,Away,1031251,485055.0,Antonín Kinský,antonin-kinsky,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023992,30,6,Tottenham_Hotspur,Away,1048888,511499.0,Mathys Tel,mathys-tel,F,False,2.0,,1.0,5.0,2.0,7.0,1.0,,14.0,3.0,1.0,,1.0,,,6.0,10.0,7.0,,,0.185979,0.0735,,2.0,0.0,,,,,1.0,3.0,,,,,,,75.0,,,,,21.0,3.0,,6.7,,,,230.77889215216,2.0,5.0,6.0,,3.0,,9.0,4.0,13.0,90.840240756004,81.118767835056,1,3.0,46.0,4.0,,4.0,2.0
2025-26,14023992,30,6,Tottenham_Hotspur,Away,1142335,547701.0,Archie Gray,archie-gray,M,False,,,,8.0,11.0,19.0,,,10.0,4.0,,,,,,,,,,,0.00533864,,,,0.0,,,,,2.0,1.0,,,,,,,90.0,,,,,9.0,0.0,,6.5,,,,84.771021607034,1.0,,2.0,,2.0,,11.0,13.0,24.0,34.591043779134,,0,,34.0,2.0,,,
2025-26,14023992,30,6,Tottenham_Hotspur,Away,1403130,499716.0,James Rowswell,james-roswell,D,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023992,30,6,Tottenham_Hotspur,Away,1403190,499726.0,Callum Olusesi,callum-olusesi,M,True,,,1.0,7.0,1.0,8.0,,,3.0,2.0,,,,,,,,,,,0.00532838,,,,0.0,,,,,,,,,,,,,14.0,,,,,,0.0,,6.6,,,,17.846020355681,,,,,1.0,,7.0,1.0,8.0,3.7659572429405,,0,,9.0,,,,
2025-26,14023992,30,6,Tottenham_Hotspur,Away,1482340,616221.0,Souza,souza,D,False,,,,1.0,2.0,3.0,,,2.0,1.0,,,,1.0,,,3.0,1.0,,,0.00291985,0.0164,0.1671,2.0,0.0,,,,,1.0,,,,,,,,56.0,1.0,,,,,0.0,,6.2,,,,13.910284715536,2.0,,,,,,1.0,2.0,3.0,10.478028583105,,1,,9.0,,1.0,,
2025-26,14023992,30,6,Tottenham_Hotspur,Away,1493211,613232.0,James Wilson,james-wilson,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024020,31,6,Tottenham_Hotspur,Home,361420,154566.0,Dominic Solanke,dominic-solanke,F,False,,,,10.0,4.0,14.0,2.0,2.0,13.0,8.0,,1.0,,1.0,,1.0,6.0,5.0,,,0.0350759,0.1608,0.903,,0.0,,,,,,,,,,,,,90.0,2.0,,,,7.0,1.0,,7.1,,,,163.71315241543,,4.0,,,,,13.0,4.0,17.0,7.7927788831165,16.18729143495,2,,30.0,1.0,1.0,2.0,
2025-26,14024020,31,6,Tottenham_Hotspur,Home,364612,154296.0,João Palhinha,joao-palhinha,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024020,31,6,Tottenham_Hotspur,Home,553606,184254.0,Guglielmo Vicario,guglielmo-vicario,G,False,,2.0,2.0,1.0,15.0,16.0,,,10.0,11.0,,,,,,,,,,,0.00046809,,,,0.0,,-0.8278,,,,,,,,,,,90.0,,,,,7.0,0.0,,7.0,3.0,4.0,,77.675448113185,1.0,,,2.0,9.0,,7.0,16.0,23.0,41.527709640162,,0,,36.0,,,,
2025-26,14024020,31,6,Tottenham_Hotspur,Home,794953,135720.0,Kevin Danso,kevin-danso,D,False,,,,15.0,42.0,57.0,4.0,11.0,32.0,1.0,,,1.0,1.0,,,5.0,13.0,,,0.00557743,0.1042,,,0.0,,,,1.0,5.0,,,,,,,,90.0,,,,,18.0,2.0,,6.5,,,,321.12769081343,5.0,,,,5.0,,26.0,46.0,72.0,193.84590343707,70.42545818713,1,1.0,92.0,,1.0,,1.0
2025-26,14024020,31,6,Tottenham_Hotspur,Home,829932,221632.0,Cristian Romero,cristian-romero,D,False,,,4.0,23.0,36.0,59.0,1.0,6.0,24.0,6.0,,,,,,1.0,3.0,11.0,,,0.042141,0.0185,,1.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,13.0,0.0,,7.1,,,1.0,200.06842671973,4.0,1.0,,,6.0,1.0,31.0,37.0,68.0,130.70611385049,,1,2.0,84.0,3.0,2.0,1.0,2.0
2025-26,14024020,31,6,Tottenham_Hotspur,Home,840217,212319.0,Richarlison,richarlison,F,False,,,,3.0,2.0,5.0,3.0,1.0,4.0,2.0,,,,,,1.0,6.0,3.0,,,0.00213738,0.0969,,1.0,0.0,,,,,,,,,,,,,67.0,,,,,10.0,0.0,,6.1,,,1.0,23.35736676838,,1.0,1.0,,,1.0,7.0,3.0,10.0,2.143657946083,,1,,22.0,2.0,2.0,,
2025-26,14024020,31,6,Tottenham_Hotspur,Home,871706,247693.0,Randal Kolo Muani,randal-kolo-muani,F,True,,,,1.0,1.0,2.0,,,,,,1.0,,,,,2.0,,,,0.00178257,0.1596,,1.0,0.0,,,,,,,,,,,,,23.0,,,,,2.0,,,6.3,,,1.0,,,1.0,,,,,1.0,2.0,3.0,,,1,,5.0,,,,
2025-26,14024020,31,6,Tottenham_Hotspur,Home,904970,232787.0,Conor Gallagher,conor-gallagher,M,True,,,,,2.0,2.0,,1.0,1.0,,,,,,,,1.0,1.0,,,5.235e-05,,,1.0,0.0,,,,,,,,,,,,,12.0,,,,,3.0,0.0,,6.3,,,,8.4726870000018,,,,,1.0,,2.0,3.0,5.0,8.3035480499822,,0,,6.0,,,,
2025-26,14024020,31,6,Tottenham_Hotspur,Home,913654,441164.0,Pedro Porro,pedro-porro,D,False,3.0,,4.0,20.0,12.0,32.0,1.0,,17.0,1.0,1.0,,,1.0,,3.0,6.0,4.0,,,0.24589,,,1.0,0.0,,,,,,3.0,,,,,,,90.0,,,,,20.0,1.0,,6.9,,,,139.79621039225,1.0,1.0,11.0,,6.0,,26.0,13.0,39.0,87.277311888994,18.520730034208,0,2.0,68.0,1.0,1.0,1.0,1.0
2025-26,14024020,31,6,Tottenham_Hotspur,Home,945798,232859.0,Djed Spence,djed-spence,D,False,,,,5.0,8.0,13.0,1.0,,7.0,2.0,,,,,,,4.0,4.0,,,0.00299452,,,1.0,0.0,,,,,,,,,,,,,45.0,,,,,11.0,1.0,,6.3,,,,57.783567203687,,2.0,3.0,,1.0,,6.0,10.0,16.0,31.421191450965,26.69218320033,0,4.0,31.0,1.0,,,1.0
2025-26,14024020,31,6,Tottenham_Hotspur,Home,983572,487053.0,Destiny Udogie,destiny-udogie,D,True,1.0,,,13.0,8.0,21.0,,1.0,14.0,2.0,1.0,,,1.0,,1.0,6.0,4.0,,,0.138931,,,2.0,0.0,,,,,,1.0,,,,,,,45.0,,,,,7.0,1.0,,6.1,,,,147.37574979214,,3.0,2.0,,,,14.0,9.0,23.0,77.746240599901,51.840081491062,0,1.0,34.0,1.0,1.0,1.0,
2025-26,14024020,31,6,Tottenham_Hotspur,Home,997103,493125.0,Radu Drăguşin,radu-dragusin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024020,31,6,Tottenham_Hotspur,Home,997183,493362.0,Xavi Simons,xavi-simons,M,True,,,,4.0,1.0,5.0,1.0,1.0,6.0,1.0,,,,,,,1.0,6.0,,,0.0164797,,,,0.0,,,,,1.0,,,,,,,,23.0,,,,,6.0,0.0,,6.9,,,,41.964189475682,,1.0,1.0,,1.0,,7.0,2.0,9.0,22.055091583246,,0,2.0,19.0,1.0,2.0,1.0,2.0
2025-26,14024020,31,6,Tottenham_Hotspur,Home,998247,491279.0,Micky van de Ven,micky-van-de-ven,D,False,,,,4.0,8.0,12.0,1.0,2.0,7.0,2.0,,,,,,,1.0,2.0,,,0.00104267,,,,0.0,,,,,,,,,,,,,45.0,,,,,4.0,1.0,,6.3,,,,65.723719946937,1.0,,1.0,,1.0,,6.0,9.0,15.0,15.608968703449,23.511922167275,0,,21.0,,,,
2025-26,14024020,31,6,Tottenham_Hotspur,Home,1002711,482442.0,Pape Matar Sarr,pape-matar-sarr,M,False,,,1.0,24.0,24.0,48.0,4.0,2.0,25.0,3.0,,,3.0,,,,5.0,8.0,,,0.0326835,0.1109,,2.0,0.0,,,,,1.0,2.0,,,,,,,90.0,,,,,11.0,1.0,,6.7,,,,189.77293581486,2.0,3.0,,,4.0,,31.0,27.0,58.0,45.292525782466,26.088941795328,3,3.0,73.0,1.0,,3.0,2.0
2025-26,14024020,31,6,Tottenham_Hotspur,Home,1031251,485055.0,Antonín Kinský,antonin-kinsky,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024020,31,6,Tottenham_Hotspur,Home,1048888,511499.0,Mathys Tel,mathys-tel,F,False,1.0,,,13.0,6.0,19.0,,,17.0,3.0,,,1.0,2.0,,1.0,7.0,7.0,,,0.126712,0.099,0.3219,1.0,0.0,,,,,,2.0,,,,,,,67.0,1.0,,,,22.0,2.0,,6.7,,,,188.60944110987,,7.0,11.0,,,,17.0,6.0,23.0,58.106626992891,33.387522012628,2,2.0,54.0,3.0,1.0,4.0,1.0
2025-26,14024020,31,6,Tottenham_Hotspur,Home,1142335,547701.0,Archie Gray,archie-gray,M,False,,,2.0,22.0,23.0,45.0,,1.0,23.0,6.0,,,1.0,,,2.0,3.0,3.0,,,0.0343029,0.1347,,1.0,0.0,,,,,,1.0,,,,,,,84.0,,,,,15.0,2.0,,6.8,,,1.0,227.50759839982,,,,,5.0,,33.0,25.0,58.0,71.343503022296,49.092126608981,2,2.0,68.0,,,,1.0
2025-26,14024020,31,6,Tottenham_Hotspur,Home,1391251,570526.0,Lucas Bergvall,lucas-bergvall,M,True,1.0,,1.0,8.0,7.0,15.0,,,8.0,,,1.0,,,,,1.0,1.0,,,0.010191,0.3809,,1.0,0.0,,,,,,,,,,,,,45.0,,1.0,,,6.0,3.0,,6.4,,,1.0,96.813820881978,,,1.0,,3.0,,13.0,7.0,20.0,66.471812049564,65.091325456404,1,,26.0,1.0,1.0,,
2025-26,14024020,31,6,Tottenham_Hotspur,Home,1482340,616221.0,Souza,souza,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025026,32,6,Tottenham_Hotspur,Away,361420,154566.0,Dominic Solanke,dominic-solanke,F,False,,,,,4.0,4.0,1.0,2.0,5.0,1.0,,1.0,1.0,,,1.0,3.0,3.0,,,7.971e-05,0.5554,0.8132,1.0,0.0,,,,,,,,,,,,,90.0,2.0,,,,7.0,2.0,,6.7,,,1.0,102.87344089485,,,,,,,2.0,4.0,6.0,32.842007515152,74.253476121319,4,1.0,18.0,4.0,,,1.0
2025-26,14025026,32,6,Tottenham_Hotspur,Away,364612,154296.0,João Palhinha,joao-palhinha,M,True,,,,1.0,11.0,12.0,,1.0,4.0,2.0,,,,1.0,,2.0,5.0,3.0,,,0.00030827,,,1.0,0.0,,,,,,,,,,,,,29.0,,,,,6.0,0.0,,6.6,,,,19.309176988583,1.0,1.0,,,1.0,,3.0,11.0,14.0,6.4615560967631,,0,1.0,23.0,1.0,1.0,,1.0
2025-26,14025026,32,6,Tottenham_Hotspur,Away,794953,135720.0,Kevin Danso,kevin-danso,D,True,,,1.0,7.0,11.0,18.0,,2.0,8.0,1.0,,,,,,,,4.0,,,0.00603959,,,,0.0,,,,,,,,,,,,,20.0,,,,,4.0,2.0,,7.1,,,,75.751555948634,2.0,,1.0,,1.0,,7.0,11.0,18.0,63.079824560214,43.56747569173,0,2.0,28.0,2.0,,,
2025-26,14025026,32,6,Tottenham_Hotspur,Away,829932,221632.0,Cristian Romero,cristian-romero,D,False,,,1.0,7.0,22.0,29.0,2.0,3.0,13.0,2.0,,,,,,,4.0,8.0,,,0.00515684,0.0427,,3.0,0.0,,,,,2.0,1.0,1.0,,,,,,70.0,,,,,3.0,1.0,,7.1,,,1.0,95.945232519872,4.0,,,,1.0,,8.0,24.0,32.0,51.457101232181,20.011211757412,1,3.0,47.0,,2.0,,2.0
2025-26,14025026,32,6,Tottenham_Hotspur,Away,840217,212319.0,Richarlison,richarlison,F,False,,,2.0,5.0,,5.0,,3.0,4.0,4.0,,,,1.0,,1.0,4.0,6.0,,,0.0297293,0.1352,0.2341,,0.0,,,,,,,,,,,,,61.0,2.0,,,,14.0,2.0,,6.8,,,1.0,73.130410564031,4.0,3.0,1.0,,3.0,,12.0,1.0,13.0,56.415837140464,64.034550595158,3,1.0,31.0,2.0,1.0,1.0,
2025-26,14025026,32,6,Tottenham_Hotspur,Away,844842,227127.0,Yves Bissouma,yves-bissouma,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025026,32,6,Tottenham_Hotspur,Away,859896,214572.0,Brandon Austin,brandon-austin,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025026,32,6,Tottenham_Hotspur,Away,871706,247693.0,Randal Kolo Muani,randal-kolo-muani,F,False,1.0,,,10.0,,10.0,1.0,1.0,13.0,3.0,,,,1.0,,1.0,7.0,3.0,,,0.0342719,,,1.0,0.0,,,,,,2.0,,,,,,,90.0,,,,,18.0,6.0,,6.2,,,,197.18742493152,1.0,5.0,2.0,,,,16.0,1.0,17.0,145.20009606931,133.08700290025,0,,38.0,3.0,1.0,1.0,
2025-26,14025026,32,6,Tottenham_Hotspur,Away,904970,232787.0,Conor Gallagher,conor-gallagher,M,False,1.0,,3.0,16.0,18.0,34.0,1.0,1.0,13.0,4.0,,,,,,,4.0,3.0,,,0.0431848,,,2.0,0.0,,,,,2.0,1.0,,,,,,,85.0,,1.0,,,7.0,0.0,,6.8,,,,97.288500834509,,2.0,1.0,,5.0,,18.0,21.0,39.0,31.035267125543,,0,,48.0,1.0,1.0,1.0,
2025-26,14025026,32,6,Tottenham_Hotspur,Away,913654,441164.0,Pedro Porro,pedro-porro,D,False,4.0,,4.0,13.0,15.0,28.0,1.0,,8.0,1.0,,,,1.0,,,3.0,3.0,,,0.162834,0.1027,0.7728,1.0,0.0,,,,,,3.0,,,,,,,90.0,3.0,,,,16.0,0.0,,6.7,,,,54.16221793024,5.0,1.0,11.0,,8.0,,20.0,17.0,37.0,22.999674797468,,3,1.0,67.0,,1.0,1.0,
2025-26,14025026,32,6,Tottenham_Hotspur,Away,945798,232859.0,Djed Spence,djed-spence,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025026,32,6,Tottenham_Hotspur,Away,983572,487053.0,Destiny Udogie,destiny-udogie,D,False,1.0,,,15.0,10.0,25.0,,1.0,12.0,4.0,,,,,,,1.0,4.0,,,0.0412751,,,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,13.0,0.0,,6.5,,,,79.713686150877,3.0,,5.0,,3.0,,18.0,15.0,33.0,51.066841225917,,0,1.0,54.0,1.0,2.0,,1.0
2025-26,14025026,32,6,Tottenham_Hotspur,Away,997103,493125.0,Radu Drăguşin,radu-dragusin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025026,32,6,Tottenham_Hotspur,Away,997183,493362.0,Xavi Simons,xavi-simons,M,True,,,,7.0,,7.0,,,4.0,,,,,,,,,1.0,,,0.00939629,,,,0.0,,,,,,,,,,,,,17.0,,,,,,0.0,,6.7,,,,29.526037534651,,,,,,,7.0,,7.0,3.2450017281198,,0,,9.0,,1.0,,
2025-26,14025026,32,6,Tottenham_Hotspur,Away,998247,491279.0,Micky van de Ven,micky-van-de-ven,D,False,,,2.0,4.0,53.0,57.0,,,17.0,3.0,,,,,,,1.0,2.0,,,0.00169879,,,1.0,0.0,,,,,,,,,,,,,90.0,,2.0,,,2.0,0.0,,6.7,,,,153.50834621147,5.0,,,,3.0,,4.0,54.0,58.0,44.108799691438,,0,,71.0,1.0,2.0,,
2025-26,14025026,32,6,Tottenham_Hotspur,Away,1002711,482442.0,Pape Matar Sarr,pape-matar-sarr,M,True,,,,9.0,6.0,15.0,,1.0,8.0,2.0,,,,1.0,,,1.0,2.0,,,0.0107763,,,,0.0,,,,,,,,,,,,,29.0,,,,,3.0,1.0,,6.8,,,,75.35985833088,,1.0,,,,,10.0,7.0,17.0,45.174297105764,21.307013305482,0,,22.0,1.0,,1.0,
2025-26,14025026,32,6,Tottenham_Hotspur,Away,1031251,485055.0,Antonín Kinský,antonin-kinsky,G,False,,,9.0,5.0,20.0,25.0,,,9.0,9.0,,,,,,,,,,,0.00069109,,,,0.0,,-0.39,,,,,,,,,,,90.0,,,,,11.0,0.0,1.0,6.3,1.0,1.0,,56.332140680938,2.0,,,,20.0,,15.0,21.0,36.0,31.480605067303,,0,,43.0,,,,
2025-26,14025026,32,6,Tottenham_Hotspur,Away,1048888,511499.0,Mathys Tel,mathys-tel,F,True,1.0,,,4.0,3.0,7.0,,,7.0,1.0,,,,,,4.0,5.0,1.0,,,0.0780067,,,,0.0,,,,,,1.0,,,,,,,29.0,,,,,10.0,1.0,,6.5,,,,85.603094537611,,1.0,3.0,,,,4.0,4.0,8.0,12.135441703587,18.573922606709,0,,24.0,2.0,1.0,,
2025-26,14025026,32,6,Tottenham_Hotspur,Away,1142335,547701.0,Archie Gray,archie-gray,M,False,,,,8.0,10.0,18.0,,,7.0,2.0,,,,,,,,,,,0.00329456,,,,0.0,,,,,3.0,,,,,,,,61.0,,,,,2.0,0.0,,6.5,,,,53.656631607812,,,,,1.0,,9.0,11.0,20.0,28.170679943956,,0,,23.0,,,,
2025-26,14025026,32,6,Tottenham_Hotspur,Away,1391251,570526.0,Lucas Bergvall,lucas-bergvall,M,False,,,,3.0,4.0,7.0,1.0,,5.0,2.0,,,,3.0,,2.0,12.0,,,,0.0310777,,,4.0,0.0,,,,,,,,,,,,,61.0,,,,,8.0,1.0,,5.7,,,,64.621700629131,1.0,2.0,,,,,5.0,5.0,10.0,51.470554066769,37.100305780411,0,,19.0,1.0,,,
2025-26,14025042,33,6,Tottenham_Hotspur,Home,356398,172780.0,James Maddison,james-maddison,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025042,33,6,Tottenham_Hotspur,Home,361420,154566.0,Dominic Solanke,dominic-solanke,F,False,,,,11.0,3.0,14.0,8.0,2.0,13.0,4.0,1.0,,1.0,,,2.0,13.0,7.0,,,0.0343761,0.0475,0.0091,1.0,0.0,,,,,,1.0,,,,,,,90.0,1.0,,,,8.0,4.0,,7.3,,,,134.33764775944,1.0,4.0,,,,1.0,13.0,5.0,18.0,74.204272904534,55.141620948784,2,1.0,34.0,,2.0,2.0,
2025-26,14025042,33,6,Tottenham_Hotspur,Home,364612,154296.0,João Palhinha,joao-palhinha,M,True,,,1.0,2.0,1.0,3.0,,1.0,1.0,,,,,,,,,1.0,,,0.05123,0.1153,0.1956,,0.0,,,,,,,,,,,,,23.0,1.0,,,,3.0,0.0,,6.8,,,,7.6663159992268,,,,,2.0,,4.0,1.0,5.0,4.3592423871345,,1,,8.0,,,,
2025-26,14025042,33,6,Tottenham_Hotspur,Home,791190,202993.0,Rodrigo Bentancur,rodrigo-bentancur,M,False,,,,5.0,25.0,30.0,2.0,,15.0,4.0,,,,1.0,,,3.0,5.0,,,0.00226645,0.0069,,,0.0,,,,,2.0,,,,,,,,67.0,,,,,9.0,0.0,,6.6,,,1.0,86.430657039485,2.0,1.0,,,1.0,,9.0,26.0,35.0,1.0145304382246,,1,4.0,51.0,3.0,,1.0,4.0
2025-26,14025042,33,6,Tottenham_Hotspur,Home,794953,135720.0,Kevin Danso,kevin-danso,D,False,,,1.0,4.0,25.0,29.0,3.0,2.0,21.0,1.0,,,,3.0,,,8.0,3.0,1.0,,0.00148647,,,2.0,0.0,,,,,2.0,,,,,,,,90.0,,1.0,,,6.0,0.0,,5.9,,,,137.99494954719,9.0,1.0,,,2.0,,7.0,26.0,33.0,31.242439288404,,0,,51.0,1.0,,1.0,
2025-26,14025042,33,6,Tottenham_Hotspur,Home,840217,212319.0,Richarlison,richarlison,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025042,33,6,Tottenham_Hotspur,Home,844842,227127.0,Yves Bissouma,yves-bissouma,M,False,,,,8.0,14.0,22.0,,,13.0,4.0,,,,,,,4.0,,,,0.00296424,,,3.0,0.0,,,,,,,,,,,,,57.0,,,,,4.0,1.0,,6.3,,,,135.14697134989,,1.0,,,,,10.0,14.0,24.0,41.610631969941,9.9621287383772,0,,29.0,1.0,,,
2025-26,14025042,33,6,Tottenham_Hotspur,Home,859896,214572.0,Brandon Austin,brandon-austin,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025042,33,6,Tottenham_Hotspur,Home,871706,247693.0,Randal Kolo Muani,randal-kolo-muani,F,False,,,,3.0,5.0,8.0,1.0,,2.0,,,,,,,1.0,4.0,2.0,,,0.0167635,0.067,,2.0,0.0,,,,,,,,,,,,,57.0,,,,,4.0,1.0,,6.5,,,1.0,26.764994827783,2.0,1.0,,,,,3.0,6.0,9.0,9.588301373005,21.368945902875,1,1.0,19.0,2.0,,1.0,1.0
2025-26,14025042,33,6,Tottenham_Hotspur,Home,904970,232787.0,Conor Gallagher,conor-gallagher,M,False,,,,11.0,11.0,22.0,1.0,2.0,11.0,4.0,1.0,,,,,,2.0,7.0,,,0.0364763,0.0404,,1.0,0.0,,,,,2.0,1.0,,,,,,,76.0,,1.0,,,7.0,0.0,,7.1,,,1.0,72.456254282083,,3.0,1.0,,,,14.0,11.0,25.0,-4.3654835490033,,1,,42.0,2.0,2.0,3.0,
2025-26,14025042,33,6,Tottenham_Hotspur,Home,913654,441164.0,Pedro Porro,pedro-porro,D,False,2.0,,5.0,11.0,17.0,28.0,1.0,1.0,18.0,4.0,,,,,,,2.0,4.0,,,0.0576781,0.1821,0.4405,,0.0,1.0,,,,5.0,1.0,,,,,,,90.0,2.0,,,,21.0,0.0,,7.7,,,,141.04998884644,4.0,1.0,8.0,,7.0,,15.0,23.0,38.0,49.713129383413,,2,2.0,72.0,3.0,1.0,,1.0
