playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCornersIntoBox,successfulLaunches,attemptsFromSetPieces,unsuccessfulCornersIntoBox,penaltiesConceded,secondGoalAssists,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,expectedAssists,expectedGoalsOnTarget,oboxBlocked,shotsOnTargetOutsideBox,expectedGoalsOnTargetConceded,shotsBlockedInBox,oboxTarget,lastPlayerTackle,iboxBlocked,shotsBlockedOutsideBox,expectedGoals,headedGoals,setPiecesGoals,ownGoalScored,drops,crossesNotClaimed
78830,Harry Kane,Forward,Spurs,6,England,2012-13,24.0,,0.0,2.0,1.0,,3.0,2.0,,8.0,4.0,,4.0,1.0,9.0,1.0,35.0,,1.0,,3.0,,15.0,,,138.0,1.0,11.0,13.0,,9.0,24.0,4.0,,1.0,1.0,2.0,4.0,13.0,10.0,4.0,0.0,37.0,,8.0,3.0,4.0,,,,2.0,18.0,4.0,1.0,9.0,22.0,4.0,0.0,35.0,1.0,1.0,21.0,3.0,2.0,1.0,8.0,4.0,2.0,,2.0,9.0,66.0,,1.0,,1.0,8.0,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37915,Hugo Lloris,Goalkeeper,Spurs,6,France,2012-13,,,0.0,,,,,,,16.0,27.0,,,27.0,326.0,,656.0,,,,,,9.0,9.0,,2430.0,,,15.0,1.0,6.0,175.0,,,2.0,1.0,46.0,29.0,,85.0,3.0,0.0,15.0,,508.0,280.0,27.0,,,,,98.0,28.0,,,6.0,9.0,0.0,376.0,,1.0,337.0,,,,63.0,,3.0,,155.0,,997.0,,,,178.0,232.0,,0.0,310.0,40.0,,73.0,,,,,26.0,34.0,51.0,12.0,19.0,194.0,268.0,16.0,105.0,2.0,10.0,32.0,,,,,,,,,,,,,,,3.0,1.0
51960,Iago Falque,Forward,Spurs,6,Spain,2012-13,,,0.0,,,,,,,,1.0,,1.0,,2.0,,9.0,,,,1.0,,,,,5.0,,,,,,7.0,,,,,,2.0,,3.0,,0.0,,,2.0,2.0,1.0,,,,,4.0,2.0,,,,,0.0,9.0,,,2.0,,,,2.0,,,,,2.0,10.0,,,,1.0,3.0,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49944,Jake Livermore,Midfielder,Spurs,6,England,2012-13,35.0,1.0,0.0,2.0,,,14.0,,,32.0,11.0,,5.0,4.0,39.0,1.0,280.0,,,,7.0,,13.0,,1.0,415.0,,9.0,21.0,,17.0,214.0,3.0,,2.0,5.0,9.0,10.0,26.0,102.0,2.0,0.0,56.0,,79.0,29.0,11.0,,5.0,,2.0,130.0,10.0,1.0,8.0,43.0,4.0,0.0,280.0,,,55.0,9.0,1.0,,73.0,13.0,10.0,,27.0,26.0,342.0,,1.0,,7.0,112.0,,3.0,7.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39194,Jan Vertonghen,Defender,Spurs,6,Belgium,2012-13,107.0,11.0,0.0,16.0,10.0,,104.0,23.0,8.0,140.0,34.0,3.0,8.0,34.0,210.0,52.0,1625.0,4.0,2.0,3.0,,,89.0,9.0,11.0,3060.0,,35.0,209.0,2.0,155.0,1292.0,49.0,42.0,2.0,22.0,296.0,41.0,72.0,660.0,23.0,2.0,316.0,1.0,584.0,215.0,34.0,1.0,20.0,2.0,11.0,617.0,39.0,52.0,31.0,227.0,54.0,0.0,1586.0,13.0,17.0,365.0,84.0,28.0,8.0,222.0,23.0,100.0,,123.0,159.0,2544.0,121.0,,,72.0,809.0,1.0,7.0,70.0,46.0,,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,
7958,Jermain Defoe,Forward,Spurs,6,England,2012-13,120.0,1.0,0.0,29.0,41.0,3.0,16.0,79.0,8.0,61.0,34.0,3.0,27.0,27.0,65.0,22.0,437.0,11.0,17.0,6.0,7.0,1.0,42.0,6.0,1.0,2412.0,1.0,36.0,58.0,2.0,52.0,361.0,120.0,,2.0,28.0,3.0,30.0,84.0,160.0,24.0,6.0,178.0,5.0,84.0,45.0,34.0,8.0,2.0,3.0,16.0,321.0,28.0,22.0,58.0,136.0,6.0,0.0,435.0,38.0,18.0,199.0,14.0,12.0,1.0,89.0,24.0,10.0,,11.0,104.0,773.0,4.0,10.0,3.0,1.0,52.0,6.0,4.0,4.0,11.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107084,Jordan Archer,Goalkeeper,Spurs,6,Scotland,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49539,Kyle Naughton,Defender,Spurs,6,England,2012-13,37.0,5.0,0.0,2.0,2.0,2.0,34.0,4.0,3.0,71.0,14.0,1.0,,13.0,112.0,10.0,666.0,,,,1.0,1.0,34.0,4.0,5.0,1060.0,,11.0,64.0,1.0,41.0,515.0,4.0,29.0,,10.0,58.0,13.0,26.0,212.0,3.0,0.0,101.0,,274.0,58.0,14.0,,8.0,,3.0,320.0,12.0,10.0,8.0,67.0,23.0,0.0,653.0,2.0,2.0,168.0,26.0,4.0,1.0,75.0,9.0,24.0,,39.0,105.0,966.0,84.0,4.0,,32.0,239.0,1.0,0.0,41.0,22.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58621,Kyle Walker,Defender,Spurs,6,England,2012-13,148.0,10.0,0.0,11.0,5.0,12.0,83.0,20.0,10.0,204.0,36.0,4.0,12.0,36.0,266.0,51.0,1599.0,,2.0,,,55.0,96.0,7.0,28.0,3160.0,1.0,47.0,180.0,2.0,131.0,1224.0,40.0,105.0,3.0,50.0,184.0,42.0,101.0,92.0,23.0,0.0,328.0,,533.0,183.0,36.0,,16.0,,32.0,799.0,40.0,98.0,61.0,232.0,49.0,0.0,1552.0,15.0,23.0,573.0,67.0,25.0,11.0,738.0,28.0,87.0,1.0,109.0,236.0,2706.0,268.0,4.0,,76.0,562.0,2.0,5.0,62.0,63.0,13.0,7.0,4.0,35.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
49318,Lewis Holtby,Midfielder,Spurs,6,Germany,2012-13,41.0,,0.0,3.0,2.0,,14.0,7.0,6.0,52.0,11.0,2.0,41.0,4.0,55.0,9.0,351.0,,,,7.0,11.0,9.0,,1.0,508.0,3.0,6.0,22.0,1.0,19.0,271.0,13.0,,1.0,11.0,2.0,7.0,35.0,99.0,3.0,0.0,63.0,,73.0,15.0,11.0,,3.0,,1.0,193.0,6.0,19.0,13.0,54.0,3.0,0.0,348.0,5.0,7.0,95.0,11.0,2.0,,92.0,15.0,12.0,,25.0,87.0,449.0,4.0,3.0,,2.0,104.0,1.0,2.0,3.0,12.0,1.0,2.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12679,Michael Dawson,Defender,Spurs,6,England,2012-13,86.0,,0.0,1.0,4.0,,37.0,8.0,1.0,89.0,27.0,,1.0,23.0,174.0,3.0,1069.0,1.0,1.0,0.0,4.0,,133.0,5.0,,2011.0,,52.0,133.0,1.0,52.0,763.0,20.0,,2.0,1.0,270.0,25.0,34.0,160.0,14.0,0.0,219.0,1.0,462.0,86.0,27.0,,13.0,,2.0,298.0,24.0,3.0,4.0,86.0,81.0,0.0,1038.0,4.0,3.0,190.0,24.0,1.0,13.0,402.0,17.0,46.0,1.0,132.0,45.0,1495.0,4.0,2.0,,77.0,597.0,,4.0,85.0,33.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,
39104,Mousa Dembélé,Midfielder,Spurs,6,Belgium,2012-13,164.0,1.0,0.0,5.0,8.0,5.0,90.0,20.0,4.0,128.0,32.0,3.0,35.0,28.0,138.0,6.0,1588.0,1.0,,0.0,4.0,,57.0,4.0,1.0,2389.0,2.0,29.0,223.0,,195.0,1348.0,22.0,,2.0,55.0,20.0,27.0,135.0,477.0,38.0,0.0,387.0,1.0,354.0,161.0,32.0,,14.0,1.0,27.0,889.0,27.0,6.0,69.0,330.0,28.0,0.0,1571.0,12.0,6.0,248.0,76.0,67.0,1.0,483.0,53.0,43.0,,102.0,274.0,2018.0,10.0,15.0,1.0,2.0,562.0,2.0,4.0,10.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58791,Ryan Mason,Midfielder,Spurs,6,England,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52876,Sandro,Midfielder,Spurs,6,Brazil,2012-13,111.0,4.0,0.0,9.0,6.0,,72.0,16.0,3.0,116.0,22.0,2.0,17.0,22.0,133.0,12.0,931.0,1.0,,1.0,,,53.0,5.0,4.0,1779.0,1.0,34.0,136.0,1.0,117.0,743.0,11.0,,1.0,21.0,78.0,24.0,77.0,311.0,29.0,2.0,247.0,0.0,284.0,134.0,22.0,1.0,25.0,,10.0,442.0,23.0,12.0,35.0,194.0,19.0,0.0,925.0,10.0,6.0,196.0,47.0,16.0,9.0,241.0,34.0,80.0,,55.0,95.0,1329.0,,6.0,,12.0,360.0,2.0,4.0,17.0,34.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,Scott Parker,Midfielder,Spurs,6,England,2012-13,87.0,2.0,0.0,4.0,2.0,3.0,52.0,11.0,11.0,127.0,21.0,1.0,26.0,15.0,149.0,9.0,932.0,,,,6.0,,27.0,1.0,2.0,1363.0,,17.0,101.0,1.0,91.0,750.0,15.0,,2.0,17.0,23.0,19.0,70.0,248.0,30.0,0.0,188.0,,318.0,120.0,21.0,,12.0,,13.0,454.0,18.0,9.0,37.0,161.0,10.0,0.0,922.0,9.0,5.0,216.0,40.0,9.0,5.0,259.0,21.0,46.0,,33.0,107.0,1210.0,6.0,7.0,,10.0,331.0,2.0,1.0,22.0,34.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156289,Shaquile Coulthirst,Forward,Spurs,6,England,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48759,Simon Dawkins,Midfielder,Spurs,6,Jamaica,2012-13,10.0,,0.0,2.0,,1.0,1.0,,,4.0,4.0,,,,4.0,2.0,35.0,,,,4.0,,,,,71.0,,,8.0,,8.0,29.0,5.0,,,,,2.0,10.0,15.0,5.0,0.0,18.0,,7.0,7.0,4.0,,,,1.0,21.0,2.0,2.0,6.0,18.0,,0.0,35.0,,,16.0,1.0,2.0,,8.0,1.0,1.0,,2.0,5.0,59.0,,,,,10.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68815,Steven Caulker,Defender,Spurs,6,Sierra Leone,2012-13,60.0,,0.0,2.0,8.0,,19.0,12.0,,50.0,18.0,1.0,1.0,17.0,67.0,1.0,653.0,2.0,,1.0,1.0,,89.0,3.0,,1575.0,,49.0,61.0,1.0,21.0,530.0,36.0,,1.0,6.0,182.0,22.0,11.0,228.0,2.0,2.0,121.0,1.0,197.0,47.0,18.0,,4.0,1.0,1.0,160.0,21.0,1.0,5.0,32.0,40.0,0.0,646.0,4.0,6.0,75.0,15.0,,8.0,161.0,5.0,32.0,,56.0,67.0,941.0,2.0,,,22.0,426.0,,0.0,17.0,18.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
93464,Tom Carroll,Midfielder,Spurs,6,England,2012-13,4.0,,0.0,1.0,,,6.0,,2.0,10.0,7.0,1.0,3.0,,16.0,3.0,100.0,,,,7.0,1.0,2.0,,,78.0,,2.0,9.0,,9.0,76.0,,,,,1.0,1.0,2.0,28.0,1.0,0.0,13.0,,29.0,9.0,7.0,,1.0,,,47.0,1.0,4.0,,11.0,,0.0,99.0,,1.0,22.0,5.0,2.0,,36.0,2.0,2.0,,8.0,7.0,121.0,,,,,37.0,1.0,0.0,6.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15109,Tom Huddlestone,Midfielder,Spurs,6,England,2012-13,49.0,3.0,1.0,6.0,5.0,,24.0,13.0,7.0,75.0,20.0,4.0,29.0,11.0,109.0,6.0,663.0,,,,9.0,33.0,29.0,2.0,26.0,1028.0,,14.0,49.0,2.0,34.0,455.0,5.0,,,18.0,41.0,19.0,35.0,197.0,7.0,0.0,98.0,,190.0,71.0,20.0,,8.0,,3.0,299.0,17.0,41.0,16.0,69.0,15.0,1.0,647.0,8.0,6.0,182.0,16.0,3.0,5.0,189.0,16.0,20.0,,99.0,87.0,899.0,2.0,3.0,1.0,12.0,281.0,2.0,3.0,34.0,15.0,14.0,4.0,1.0,19.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6254,William Gallas,Defender,Spurs,6,France,2012-13,34.0,,0.0,2.0,2.0,,17.0,4.0,,29.0,19.0,,,16.0,58.0,4.0,608.0,1.0,4.0,0.0,3.0,,50.0,3.0,,1526.0,,22.0,48.0,1.0,20.0,481.0,11.0,,1.0,,173.0,24.0,12.0,88.0,2.0,0.0,82.0,1.0,199.0,55.0,19.0,,3.0,,,116.0,23.0,4.0,6.0,32.0,28.0,0.0,597.0,2.0,1.0,71.0,14.0,1.0,13.0,251.0,5.0,32.0,2.0,69.0,70.0,888.0,6.0,,,28.0,434.0,,2.0,29.0,12.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,
37742,Younes Kaboul,Defender,Spurs,6,France,2012-13,,,0.0,1.0,,,1.0,,,,1.0,,,1.0,2.0,1.0,29.0,,1.0,,,,2.0,,,90.0,,,3.0,,1.0,24.0,2.0,,1.0,1.0,10.0,2.0,,15.0,,0.0,3.0,,9.0,3.0,1.0,,,,,4.0,2.0,1.0,,1.0,2.0,0.0,29.0,,1.0,3.0,1.0,,,3.0,,1.0,,3.0,2.0,43.0,,,,2.0,23.0,,0.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
