playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulLayoffs,cornersTakenInclShortCorners,successfulCornersIntoBox,goalAssists,goals,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,penaltiesTaken,rightFootGoals,leftFootGoals,penaltyGoals,handballsConceded,expectedGoalsFreekick,penaltiesConceded,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,foulWonPenalty,headedGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,clearancesOffTheLine,secondGoalAssists,ownGoalScored,redCards2ndYellow
78830,Harry Kane,Forward,Spurs,6,England,2019-20,0.0,0.0,4.0,220.0,4.0,2.7276,19.0,37.0,16.4534,18.0,62.0,13.0,155.0,29.0,29.0,184.0,15.0,553.0,20.0,12.0,,190.0,5.0,7.0,4.0,2589.0,116.0,162.0,5.0,27.0,88.0,346.0,126.0,,4.0,38.3955,25.0,1.0,30.0,36.0,7.0,104.0,168.0,44.0,382.0,10.0,169.0,69.0,29.0,7.0,6.0,27.0,288.0,31.0,15.0,7.0,192.0,74.0,545.0,25.0,25.0,336.0,12.0,28.0,7.0,111.0,37.0,6.0,23.0,105.0,990.0,7.0,3.0,1.0,12.0,2.0,85.0,15.0,12.5085,29.0,27.0,21.0,,,2.0,18.0,12.0,12.0,4.0,2.0,12.0,2.0,2.0,1.0,0.4173,,7.0,7.0,,1.0,4.0,,,,,,,,,,,,,,,,,,
157668,Harry Winks,Midfielder,Spurs,6,England,2019-20,0.0,0.0,9.0,89.0,5.0,1.4713,4.0,2.0,0.3928,40.0,10.0,5.0,116.0,31.0,26.0,165.0,18.0,1694.0,,3.0,5.0,22.0,4.0,2.0,6.0,2228.0,8.0,92.0,3.0,31.0,78.0,1451.0,4.0,,2.0,36.6813,18.0,6.0,30.0,30.0,1.0,81.0,592.0,23.0,181.0,19.0,495.0,162.0,31.0,2.0,16.0,6.0,875.0,27.0,22.0,1.0,159.0,14.0,1630.0,8.0,7.0,240.0,24.0,15.0,8.0,413.0,24.0,36.0,78.0,194.0,2000.0,7.0,10.0,,3.0,20.0,660.0,12.0,0.5305,49.0,48.0,6.0,6.0,1.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,
448791,Harvey White,Midfielder,Spurs,6,England,2019-20,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37915,Hugo Lloris,Goalkeeper,Spurs,6,France,2019-20,0.0,0.0,0.0,3.0,,0.0115,,,,,,,1.0,21.0,21.0,156.0,,474.0,,,,8.0,6.0,,,1808.0,2.0,6.0,2.0,,,196.0,,,2.0,30.4587,,33.0,13.0,21.0,,1.0,85.0,1.0,9.0,,291.0,169.0,21.0,,,,66.0,19.0,,,1.0,6.0,259.0,,,160.0,,,,98.0,,1.0,122.0,,691.0,,1.0,,,87.0,252.0,,,155.0,43.0,,,,,,,,,,,,,,,,,,,,,1.0,12.0,35.0,2.0,3.0,1.0,10.0,81.0,2.0,4.0,216.0,31.0,26.0,44.0,,,,
39194,Jan Vertonghen,Defender,Spurs,6,Belgium,2019-20,0.0,0.0,2.0,52.0,,0.2519,1.0,2.0,0.2926,40.0,3.0,,110.0,23.0,19.0,189.0,17.0,1101.0,,,4.0,84.0,4.0,,1.0,1646.0,25.0,121.0,5.0,29.0,62.0,872.0,6.0,20.0,3.0,26.858,2.0,10.0,66.0,24.0,1.0,27.0,459.0,17.0,173.0,8.0,410.0,108.0,23.0,,16.0,3.0,297.0,19.0,18.0,1.0,89.0,59.0,1066.0,1.0,4.0,249.0,24.0,5.0,10.0,159.0,7.0,33.0,40.0,73.0,1424.0,45.0,3.0,,,48.0,616.0,4.0,0.4178,79.0,76.0,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
199584,Japhet Tanganga,Defender,Spurs,6,England,2019-20,0.0,0.0,1.0,32.0,,0.0494,1.0,1.0,0.0513,17.0,2.0,,31.0,6.0,6.0,38.0,2.0,201.0,,1.0,,29.0,2.0,1.0,,526.0,11.0,45.0,1.0,5.0,27.0,157.0,2.0,6.0,,12.396,1.0,1.0,29.0,7.0,,21.0,46.0,4.0,77.0,1.0,83.0,27.0,6.0,1.0,8.0,1.0,72.0,6.0,2.0,,48.0,18.0,199.0,1.0,1.0,65.0,9.0,6.0,6.0,49.0,8.0,11.0,6.0,23.0,344.0,27.0,1.0,,1.0,5.0,91.0,3.0,0.071,7.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
234908,Juan Foyth,Defender,Spurs,6,Argentina,2019-20,0.0,0.0,1.0,7.0,,0.0222,,,,7.0,,,6.0,4.0,1.0,10.0,,56.0,,,3.0,4.0,,,,66.0,1.0,12.0,1.0,1.0,9.0,44.0,,,,1.4226,1.0,,2.0,3.0,,6.0,6.0,1.0,19.0,1.0,21.0,9.0,4.0,,4.0,2.0,20.0,2.0,,,15.0,3.0,55.0,,,16.0,3.0,2.0,,23.0,2.0,1.0,2.0,6.0,86.0,8.0,1.0,,,2.0,26.0,2.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158534,Kyle Walker-Peters,Defender,Spurs,6,England,2019-20,0.0,0.0,1.0,53.0,1.0,0.1297,2.0,,,21.0,1.0,,72.0,13.0,10.0,103.0,18.0,532.0,2.0,1.0,3.0,28.0,2.0,,1.0,946.0,19.0,77.0,1.0,26.0,68.0,415.0,15.0,21.0,,5.4772,6.0,2.0,22.0,12.0,,34.0,39.0,26.0,130.0,9.0,168.0,75.0,13.0,,8.0,4.0,240.0,11.0,18.0,,102.0,9.0,519.0,1.0,7.0,169.0,13.0,22.0,5.0,185.0,7.0,17.0,14.0,140.0,832.0,91.0,2.0,,1.0,18.0,190.0,3.0,0.0292,31.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95715,Lucas Moura,Forward,Spurs,6,Brazil,2019-20,0.0,0.0,3.0,261.0,2.0,2.5379,21.0,14.0,4.0494,57.0,35.0,9.0,185.0,35.0,25.0,205.0,16.0,773.0,5.0,8.0,10.0,139.0,1.0,6.0,3.0,2247.0,80.0,250.0,3.0,47.0,191.0,556.0,85.0,1.0,3.0,30.0091,31.0,3.0,25.0,29.0,13.0,181.0,162.0,63.0,511.0,27.0,224.0,110.0,35.0,6.0,24.0,37.0,419.0,26.0,18.0,13.0,372.0,59.0,761.0,21.0,17.0,404.0,33.0,72.0,2.0,219.0,30.0,15.0,12.0,168.0,1383.0,4.0,14.0,,8.0,6.0,152.0,19.0,5.6195,20.0,26.0,25.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,,2.0,1.0,,2.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,
39215,Michel Vorm,Goalkeeper,Spurs,6,Netherlands,2019-20,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45268,Moussa Sissoko,Midfielder,Spurs,6,France,2019-20,0.0,0.0,8.0,144.0,2.0,1.375,3.0,4.0,2.1222,39.0,12.0,3.0,135.0,29.0,28.0,156.0,21.0,1246.0,2.0,1.0,1.0,52.0,5.0,1.0,2.0,2455.0,26.0,121.0,3.0,27.0,95.0,1054.0,32.0,7.0,4.0,36.8903,15.0,3.0,35.0,31.0,2.0,118.0,275.0,16.0,265.0,15.0,298.0,204.0,29.0,1.0,14.0,27.0,596.0,28.0,21.0,2.0,213.0,26.0,1222.0,8.0,9.0,276.0,25.0,40.0,4.0,419.0,44.0,27.0,36.0,254.0,1671.0,43.0,5.0,1.0,1.0,13.0,496.0,27.0,2.1691,21.0,64.0,12.0,,,1.0,2.0,1.0,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
209042,Oliver Skipp,Midfielder,Spurs,6,England,2019-20,0.0,0.0,0.0,7.0,,0.0064,,,,2.0,,,3.0,7.0,1.0,4.0,,38.0,,,6.0,2.0,,,,75.0,2.0,2.0,,1.0,2.0,32.0,,,,1.6196,,,,1.0,,5.0,9.0,,9.0,1.0,10.0,5.0,7.0,,,,15.0,1.0,,,7.0,,38.0,,,6.0,2.0,,2.0,17.0,1.0,,2.0,2.0,47.0,,1.0,,,,19.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
102884,Paulo Gazzaniga,Goalkeeper,Spurs,6,Argentina,2019-20,0.0,0.0,1.0,2.0,,0.0205,,,,,,,1.0,18.0,17.0,185.0,,456.0,,,1.0,6.0,2.0,,,1612.0,1.0,6.0,4.0,,1.0,195.0,,,3.0,23.0292,1.0,22.0,7.0,26.0,,1.0,54.0,2.0,8.0,,287.0,128.0,18.0,,,,51.0,22.0,,,2.0,5.0,249.0,,,188.0,,,,115.0,1.0,1.0,76.0,,603.0,,,,,73.0,220.0,1.0,,184.0,31.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,7.0,21.0,7.0,4.0,1.0,3.0,59.0,3.0,,140.0,65.0,21.0,36.0,,,,
184349,Ryan Sessegnon,Midfielder,Spurs,6,England,2019-20,0.0,0.0,0.0,15.0,1.0,0.1245,1.0,,,6.0,,,29.0,6.0,4.0,36.0,11.0,159.0,2.0,,2.0,11.0,,,1.0,342.0,5.0,18.0,1.0,9.0,12.0,119.0,9.0,3.0,1.0,3.3182,2.0,1.0,10.0,5.0,1.0,10.0,55.0,2.0,33.0,,65.0,18.0,6.0,,2.0,2.0,91.0,4.0,12.0,1.0,22.0,6.0,158.0,,6.0,65.0,4.0,4.0,,5.0,4.0,3.0,4.0,34.0,242.0,21.0,1.0,,,3.0,33.0,4.0,0.0665,7.0,12.0,2.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
85971,Son Heung-Min,Forward,Spurs,6,South Korea,2019-20,1.0,1.0,0.0,204.0,4.0,4.2756,19.0,38.0,11.4674,23.0,62.0,7.0,109.0,30.0,28.0,122.0,22.0,797.0,17.0,9.0,2.0,45.0,4.0,6.0,13.0,2485.0,38.0,119.0,4.0,49.0,112.0,653.0,156.0,,5.0,36.4101,31.0,,17.0,31.0,10.0,166.0,283.0,27.0,323.0,23.0,155.0,127.0,30.0,6.0,8.0,45.0,519.0,27.0,64.0,10.0,278.0,7.0,782.0,24.0,26.0,363.0,15.0,62.0,,125.0,17.0,19.0,22.0,234.0,1374.0,14.0,10.0,3.0,9.0,6.0,169.0,11.0,9.1357,13.0,35.0,26.0,48.0,7.0,10.0,11.0,21.0,21.0,,1.0,6.0,4.0,,1.0,0.0559,,1.0,1.0,35.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,
194252,Steven Bergwijn,Forward,Spurs,6,Netherlands,2019-20,0.0,0.0,2.0,42.0,4.0,0.7718,3.0,4.0,1.1464,10.0,6.0,2.0,29.0,14.0,8.0,34.0,2.0,244.0,,,6.0,15.0,,1.0,4.0,702.0,8.0,35.0,1.0,16.0,28.0,210.0,21.0,,,11.5025,12.0,,5.0,9.0,3.0,34.0,90.0,10.0,77.0,12.0,39.0,39.0,14.0,1.0,4.0,10.0,146.0,8.0,6.0,3.0,62.0,7.0,240.0,2.0,7.0,82.0,6.0,8.0,,37.0,7.0,1.0,,78.0,370.0,2.0,6.0,,,5.0,68.0,3.0,1.0477,5.0,11.0,7.0,3.0,,1.0,3.0,,,,,3.0,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
80226,Sèrge Aurier,Defender,Spurs,6,Cote d’Ivoire,2019-20,0.0,1.0,2.0,187.0,20.0,2.7508,6.0,4.0,0.7786,93.0,7.0,,215.0,33.0,31.0,268.0,117.0,1281.0,6.0,2.0,2.0,134.0,6.0,,20.0,2705.0,64.0,224.0,5.0,83.0,154.0,980.0,54.0,25.0,5.0,36.4121,28.0,9.0,84.0,32.0,4.0,123.0,38.0,22.0,411.0,32.0,446.0,165.0,33.0,,24.0,25.0,573.0,27.0,117.0,4.0,277.0,70.0,1272.0,3.0,28.0,527.0,69.0,39.0,6.0,518.0,41.0,47.0,33.0,279.0,2202.0,230.0,7.0,,2.0,32.0,460.0,27.0,0.5352,53.0,93.0,1.0,,,5.0,1.0,3.0,3.0,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
231372,Tanguy Ndombélé,Midfielder,Spurs,6,France,2019-20,0.0,0.0,3.0,70.0,1.0,1.0125,3.0,4.0,0.4602,24.0,6.0,4.0,78.0,21.0,12.0,91.0,7.0,632.0,,1.0,9.0,16.0,,2.0,2.0,1007.0,9.0,97.0,4.0,31.0,90.0,522.0,19.0,,1.0,18.042,10.0,,6.0,17.0,2.0,61.0,187.0,29.0,167.0,17.0,195.0,79.0,21.0,2.0,8.0,11.0,341.0,13.0,10.0,2.0,151.0,7.0,612.0,2.0,3.0,167.0,16.0,38.0,3.0,171.0,14.0,14.0,19.0,79.0,877.0,,10.0,,1.0,2.0,202.0,10.0,0.3773,13.0,18.0,5.0,6.0,1.0,2.0,2.0,,,,,1.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
55605,Toby Alderweireld,Defender,Spurs,6,Belgium,2019-20,0.0,0.0,7.0,109.0,4.0,1.3928,3.0,4.0,0.4793,40.0,13.0,12.0,146.0,33.0,33.0,362.0,5.0,1978.0,1.0,1.0,,146.0,7.0,,4.0,2958.0,73.0,117.0,6.0,26.0,44.0,1475.0,24.0,,4.0,43.0453,9.0,14.0,170.0,39.0,2.0,36.0,521.0,4.0,226.0,16.0,660.0,154.0,33.0,,11.0,1.0,448.0,33.0,5.0,2.0,80.0,73.0,1906.0,9.0,2.0,394.0,29.0,,32.0,691.0,18.0,31.0,141.0,106.0,2366.0,10.0,1.0,,1.0,64.0,1172.0,13.0,0.7205,216.0,113.0,,,,2.0,2.0,2.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,
447235,Troy Parrott,Forward,Spurs,6,Ireland,2019-20,0.0,0.0,0.0,2.0,,,,,,,,,,2.0,,,,4.0,,,2.0,2.0,,,,6.0,2.0,,,,,4.0,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,4.0,,,,,,,2.0,,,,2.0,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62974,Érik Lamela,Midfielder,Spurs,6,Argentina,2019-20,0.0,0.0,3.0,123.0,1.0,1.3781,10.0,10.0,2.1978,24.0,19.0,2.0,84.0,25.0,12.0,88.0,11.0,541.0,1.0,5.0,13.0,24.0,3.0,5.0,7.0,1211.0,18.0,86.0,,30.0,80.0,436.0,34.0,,,22.2558,17.0,,9.0,12.0,5.0,105.0,119.0,26.0,209.0,9.0,107.0,74.0,25.0,5.0,4.0,14.0,323.0,12.0,42.0,5.0,185.0,6.0,523.0,9.0,10.0,215.0,20.0,30.0,3.0,183.0,30.0,8.0,17.0,132.0,849.0,1.0,8.0,,5.0,1.0,137.0,25.0,3.0553,4.0,17.0,8.0,40.0,6.0,1.0,2.0,3.0,3.0,,,,2.0,,,0.247,,4.0,4.0,30.0,1.0,,,,,,,,,,,,,,,,,1.0,,
