playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,throughBalls,setPiecesGoals,goals,offsides,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,goalAssists,shotsOnTargetOutsideBox,oboxTarget,foulWonPenalty,headedGoals,clearancesOffTheLine,penaltiesConceded,ownGoalScored,penaltiesTaken,penaltyGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow
78830,Harry Kane,Forward,Spurs,6,England,2018-19,0.0,0.0,5.0,196.0,4.0,1.844,24.0,46.0,16.3645,9.0,78.0,121.0,28.0,28.0,27.0,148.0,8.0,551.0,9.0,1.0,,117.0,6.0,4.0,19.0,2427.0,19.0,4.0,68.0,148.0,4.0,24.0,99.0,359.0,,156.0,2.0,3.0,35.1985,26.0,,14.0,31.0,15.0,128.0,207.0,52.0,344.0,10.0,142.0,58.0,28.0,4.0,42.0,320.0,27.0,8.0,15.0,227.0,49.0,535.0,32.0,23.0,328.0,5.0,40.0,6.0,86.0,31.0,1.0,,44.0,116.0,1033.0,12.0,4.0,9.0,4.0,87.0,7.0,1.0,14.7666,27.0,24.0,,10.0,,17.0,10.0,12.0,3.0,5.0,5.0,2.0,0.3394,4.0,10.0,10.0,1.0,2.0,,,,4.0,4.0,,,,,,,,,,,,,,,,
157668,Harry Winks,Midfielder,Spurs,6,England,2018-19,0.0,0.0,4.0,83.0,1.0,0.5445,1.0,2.0,0.8745,22.0,8.0,87.0,26.0,5.0,17.0,114.0,6.0,1388.0,1.0,9.0,2.0,27.0,6.0,1.0,,1592.0,,,14.0,67.0,1.0,31.0,54.0,1217.0,,9.0,,2.0,23.1815,7.0,2.0,19.0,17.0,,69.0,496.0,15.0,150.0,16.0,302.0,137.0,26.0,9.0,6.0,704.0,16.0,7.0,,123.0,13.0,1355.0,6.0,3.0,167.0,13.0,17.0,3.0,415.0,16.0,21.0,1.0,57.0,175.0,1594.0,2.0,3.0,1.0,5.0,571.0,9.0,,1.0439,27.0,33.0,1.0,1.0,,1.0,2.0,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
37915,Hugo Lloris,Goalkeeper,Spurs,6,France,2018-19,0.0,0.0,0.0,2.0,,0.0342,,,,1.0,,9.0,33.0,,33.0,277.0,,1047.0,,,,10.0,12.0,,,2970.0,,,,12.0,4.0,,2.0,550.0,,,,3.0,40.2704,,62.0,32.0,33.0,,2.0,244.0,2.0,14.0,,539.0,256.0,33.0,1.0,,93.0,29.0,,,4.0,10.0,694.0,,,283.0,,,,264.0,,,,220.0,,1373.0,,,,129.0,677.0,,,,268.0,94.0,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,30.0,11.0,5.0,2.0,19.0,101.0,9.0,2.0,1.0,328.0,85.0,33.0,70.0,
39194,Jan Vertonghen,Defender,Spurs,6,Belgium,2018-19,0.0,1.0,3.0,53.0,5.0,0.8414,5.0,2.0,0.5026,38.0,10.0,110.0,22.0,,22.0,191.0,23.0,1531.0,2.0,,,78.0,5.0,5.0,1.0,1914.0,1.0,,27.0,108.0,3.0,26.0,57.0,1271.0,,18.0,4.0,1.0,26.9375,4.0,21.0,72.0,23.0,3.0,26.0,663.0,10.0,161.0,7.0,527.0,139.0,22.0,15.0,5.0,588.0,20.0,23.0,3.0,83.0,51.0,1497.0,8.0,5.0,237.0,23.0,9.0,11.0,261.0,10.0,32.0,,69.0,80.0,1836.0,22.0,3.0,2.0,55.0,757.0,5.0,1.0,1.006,81.0,72.0,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0
234908,Juan Foyth,Defender,Spurs,6,Argentina,2018-19,1.0,1.0,3.0,52.0,,0.6388,,1.0,0.3262,31.0,4.0,60.0,12.0,1.0,10.0,87.0,2.0,586.0,,2.0,,44.0,3.0,,,890.0,,,19.0,84.0,2.0,19.0,59.0,478.0,,7.0,2.0,3.0,15.1791,4.0,,48.0,11.0,,33.0,105.0,9.0,136.0,7.0,198.0,53.0,12.0,14.0,3.0,179.0,9.0,2.0,,92.0,25.0,572.0,3.0,,116.0,17.0,19.0,5.0,241.0,16.0,10.0,,21.0,42.0,779.0,13.0,1.0,,19.0,320.0,11.0,,0.7017,27.0,43.0,,1.0,,1.0,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
198504,Kazaiah Sterling,Forward,Spurs,6,England,2018-19,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77794,Kieran Trippier,Defender,Spurs,6,England,2018-19,0.0,0.0,2.0,95.0,35.0,4.7284,3.0,3.0,0.4845,67.0,5.0,209.0,27.0,3.0,26.0,324.0,80.0,1542.0,1.0,1.0,73.0,59.0,8.0,54.0,1.0,2278.0,1.0,1.0,28.0,127.0,1.0,83.0,96.0,1149.0,14.0,25.0,29.0,2.0,30.0856,46.0,13.0,61.0,23.0,2.0,67.0,31.0,24.0,222.0,33.0,579.0,166.0,27.0,30.0,8.0,710.0,22.0,131.0,2.0,163.0,31.0,1491.0,2.0,23.0,545.0,37.0,7.0,5.0,585.0,20.0,23.0,38.0,69.0,347.0,2343.0,254.0,3.0,1.0,56.0,562.0,11.0,,0.4939,115.0,82.0,1.0,3.0,1.0,1.0,6.0,1.0,,4.0,4.0,1.0,0.2745,3.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
158534,Kyle Walker-Peters,Defender,Spurs,6,England,2018-19,0.0,0.0,1.0,19.0,4.0,0.584,,,,7.0,2.0,27.0,6.0,1.0,4.0,32.0,3.0,188.0,,2.0,,12.0,2.0,4.0,,374.0,,,9.0,29.0,1.0,12.0,26.0,153.0,,7.0,5.0,,6.4083,4.0,1.0,4.0,4.0,,10.0,12.0,10.0,48.0,4.0,61.0,20.0,6.0,3.0,2.0,98.0,3.0,3.0,,36.0,3.0,186.0,2.0,2.0,49.0,4.0,9.0,1.0,50.0,4.0,4.0,,3.0,65.0,288.0,25.0,,,2.0,62.0,4.0,,0.3274,5.0,11.0,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
95715,Lucas Moura,Forward,Spurs,6,Brazil,2018-19,0.0,0.0,3.0,182.0,1.0,1.451,6.0,20.0,6.961,34.0,39.0,159.0,32.0,46.0,25.0,173.0,18.0,723.0,2.0,7.0,,92.0,6.0,1.0,6.0,2128.0,6.0,1.0,58.0,161.0,1.0,38.0,127.0,538.0,,112.0,,2.0,25.6578,27.0,1.0,24.0,18.0,4.0,124.0,188.0,48.0,343.0,14.0,167.0,94.0,32.0,16.0,50.0,422.0,17.0,18.0,4.0,251.0,34.0,719.0,19.0,14.0,355.0,18.0,45.0,1.0,177.0,25.0,24.0,,12.0,191.0,1200.0,6.0,13.0,2.0,4.0,129.0,20.0,,6.2144,14.0,26.0,,5.0,,10.0,14.0,8.0,1.0,,,1.0,,,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,
168764,Luke Amos,Midfielder,Spurs,6,England,2018-19,0.0,0.0,0.0,1.0,,0.0001,,,,1.0,,2.0,1.0,,,2.0,,3.0,,1.0,,2.0,,,,2.0,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,3.0,,3.0,,1.0,1.0,,1.0,,,,1.0,1.0,3.0,,,2.0,,,,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39215,Michel Vorm,Goalkeeper,Spurs,6,Netherlands,2018-19,0.0,0.0,0.0,,,0.0005,,,,,,1.0,2.0,,2.0,10.0,,44.0,,,,1.0,,,,180.0,,,,1.0,,,,29.0,,,,,4.2177,,2.0,2.0,4.0,,,12.0,,1.0,,20.0,18.0,2.0,,,2.0,4.0,,,,1.0,32.0,,,11.0,,,,12.0,,,,5.0,,75.0,,,,5.0,32.0,,,,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,,,1.0,9.0,1.0,,,23.0,4.0,1.0,6.0,
45268,Moussa Sissoko,Midfielder,Spurs,6,France,2018-19,0.0,0.0,2.0,113.0,4.0,1.7908,5.0,3.0,0.4535,36.0,10.0,157.0,29.0,22.0,27.0,179.0,23.0,1348.0,3.0,2.0,,45.0,7.0,4.0,3.0,2337.0,3.0,,21.0,114.0,4.0,55.0,90.0,1128.0,,41.0,,3.0,33.2219,22.0,2.0,21.0,28.0,2.0,92.0,266.0,19.0,227.0,27.0,311.0,208.0,29.0,11.0,26.0,639.0,24.0,23.0,2.0,182.0,24.0,1338.0,7.0,10.0,311.0,25.0,36.0,4.0,495.0,24.0,16.0,,41.0,276.0,1739.0,24.0,8.0,3.0,7.0,534.0,15.0,,0.9243,22.0,48.0,1.0,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
209042,Oliver Skipp,Midfielder,Spurs,6,England,2018-19,0.0,0.0,0.0,12.0,,0.0522,1.0,,,7.0,1.0,18.0,8.0,3.0,2.0,23.0,,143.0,1.0,6.0,,14.0,,,,216.0,,,4.0,22.0,,6.0,12.0,116.0,,1.0,,,3.2543,1.0,,6.0,1.0,,8.0,49.0,3.0,34.0,1.0,39.0,13.0,8.0,4.0,,52.0,1.0,,,20.0,10.0,140.0,1.0,,30.0,3.0,2.0,1.0,19.0,4.0,1.0,,4.0,36.0,180.0,2.0,2.0,1.0,3.0,68.0,3.0,,0.0775,5.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102884,Paulo Gazzaniga,Goalkeeper,Spurs,6,Argentina,2018-19,0.0,0.0,0.0,,,0.0011,,,,,,2.0,3.0,,3.0,34.0,,95.0,,,,,1.0,,,270.0,,,,,,,,43.0,,,,,4.2991,,3.0,3.0,2.0,,,16.0,,,,54.0,23.0,3.0,,,9.0,2.0,,,,,59.0,,,35.0,,,,25.0,,,,18.0,,125.0,,,,12.0,52.0,,,,32.0,9.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,1.0,,,2.0,11.0,,,,26.0,13.0,3.0,7.0,
85971,Son Heung-Min,Forward,Spurs,6,South Korea,2018-19,1.0,1.0,2.0,144.0,5.0,3.153,23.0,29.0,10.637,23.0,51.0,103.0,31.0,35.0,23.0,107.0,15.0,751.0,10.0,8.0,5.0,35.0,,7.0,13.0,2045.0,13.0,1.0,31.0,94.0,3.0,57.0,90.0,632.0,1.0,137.0,,1.0,27.8243,27.0,,4.0,22.0,13.0,113.0,228.0,19.0,238.0,24.0,141.0,95.0,31.0,11.0,36.0,508.0,19.0,19.0,13.0,203.0,4.0,739.0,22.0,24.0,280.0,12.0,48.0,2.0,165.0,12.0,8.0,3.0,12.0,217.0,1182.0,4.0,16.0,10.0,,143.0,4.0,1.0,7.4751,4.0,17.0,,5.0,,12.0,22.0,7.0,5.0,1.0,1.0,1.0,0.0452,6.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
80226,Sèrge Aurier,Defender,Spurs,6,Cote d’Ivoire,2018-19,0.0,0.0,1.0,49.0,7.0,0.945,1.0,1.0,0.0125,21.0,3.0,54.0,8.0,1.0,6.0,67.0,17.0,269.0,1.0,2.0,,27.0,,7.0,1.0,563.0,1.0,,15.0,43.0,2.0,19.0,31.0,197.0,,9.0,12.0,1.0,8.3551,4.0,3.0,17.0,9.0,,34.0,7.0,2.0,92.0,6.0,109.0,31.0,8.0,8.0,6.0,124.0,7.0,17.0,,65.0,12.0,265.0,2.0,3.0,124.0,13.0,8.0,2.0,95.0,17.0,7.0,,5.0,58.0,456.0,43.0,2.0,1.0,5.0,85.0,12.0,,0.135,13.0,22.0,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
209040,Timothy Eyoma,Defender,Spurs,6,England,2018-19,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55605,Toby Alderweireld,Defender,Spurs,6,Belgium,2018-19,0.0,0.0,3.0,68.0,2.0,1.6983,4.0,5.0,0.8911,37.0,15.0,106.0,34.0,,33.0,271.0,4.0,2358.0,2.0,1.0,,101.0,12.0,2.0,5.0,2923.0,5.0,,47.0,93.0,1.0,29.0,39.0,1847.0,,19.0,,2.0,39.6322,7.0,21.0,167.0,31.0,2.0,21.0,677.0,1.0,161.0,19.0,761.0,193.0,34.0,13.0,1.0,665.0,30.0,4.0,2.0,60.0,54.0,2283.0,10.0,4.0,292.0,24.0,1.0,22.0,758.0,10.0,24.0,,240.0,162.0,2719.0,8.0,3.0,2.0,74.0,1424.0,6.0,,1.1413,165.0,95.0,,6.0,,,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
54756,Victor Wanyama,Midfielder,Spurs,6,Kenya,2018-19,0.0,0.0,2.0,37.0,1.0,0.1258,2.0,2.0,0.8413,13.0,5.0,54.0,13.0,2.0,4.0,62.0,2.0,326.0,2.0,9.0,,28.0,2.0,1.0,1.0,513.0,1.0,,14.0,39.0,,15.0,25.0,263.0,,7.0,,,7.3288,2.0,,9.0,4.0,,23.0,102.0,6.0,76.0,6.0,81.0,39.0,13.0,,3.0,160.0,4.0,2.0,,48.0,14.0,322.0,3.0,,79.0,13.0,6.0,3.0,108.0,10.0,7.0,,1.0,35.0,414.0,,2.0,2.0,7.0,105.0,9.0,,0.9823,8.0,24.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165990,Vincent Janssen,Forward,Spurs,6,Netherlands,2018-19,0.0,0.0,0.0,5.0,,0.011,1.0,2.0,1.32,2.0,2.0,2.0,3.0,1.0,,2.0,1.0,9.0,,3.0,,5.0,,,2.0,36.0,2.0,,2.0,6.0,,1.0,3.0,7.0,,4.0,,,1.131,,,1.0,,1.0,3.0,3.0,,11.0,,1.0,1.0,3.0,1.0,,7.0,,1.0,1.0,6.0,3.0,9.0,,1.0,4.0,1.0,1.0,,1.0,2.0,,,,4.0,20.0,1.0,,,,,1.0,,0.3739,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62974,Érik Lamela,Midfielder,Spurs,6,Argentina,2018-19,0.0,0.0,2.0,80.0,2.0,1.8949,9.0,11.0,3.5547,17.0,20.0,68.0,19.0,17.0,9.0,71.0,4.0,422.0,5.0,10.0,20.0,19.0,,10.0,6.0,972.0,6.0,4.0,15.0,58.0,,32.0,54.0,343.0,7.0,60.0,,2.0,16.4382,21.0,,1.0,12.0,4.0,65.0,71.0,18.0,138.0,14.0,75.0,59.0,19.0,4.0,14.0,267.0,12.0,18.0,4.0,119.0,4.0,416.0,9.0,3.0,157.0,13.0,20.0,,160.0,23.0,7.0,11.0,8.0,116.0,650.0,1.0,7.0,5.0,,94.0,16.0,1.0,3.3289,3.0,13.0,,6.0,,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0553,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
