playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,setPiecesGoals,offsides,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,leftFootGoals,freekickTotal,attemptsFromSetPieces,handballsConceded,secondGoalAssists,expectedGoalsFreekick,cleanSheets,unsuccessfulLayoffs,throwInsToOppositionPlayer,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,penaltiesTaken,rightFootGoals,penaltyGoals,hitWoodwork,foulWonPenalty,lastPlayerTackle,ownGoalScored,penaltiesConceded,savesMade,savesMadeFromOutsideBox,catches,savesMadeCaught,penaltiesFaced,punches,goalkeeperSmother,drops,savesMadeParried,savesMadeFromInsideBox
634640,Christian Chigozie,Defender,Luton,102,England,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209293,Daiki Hashioka,Defender,Luton,102,Japan,2023-24,0.0,0.0,0.0,35.0,3.0,0.2588,1.0,,,,11.0,1.0,,29.0,10.0,,,6.0,45.0,6.0,256.0,,,1.0,4.0,,25.0,,3.0,595.0,12.0,30.0,3.0,12.0,17.0,203.0,2.0,1.0,12.0027,3.0,1.0,20.0,21.0,,23.0,44.0,6.0,0.0,65.0,5.0,,103.0,26.0,10.0,,6.0,1.0,81.0,18.0,,6.0,7.0,,40.0,13.0,255.0,1.0,,70.0,5.0,1.0,7.0,76.0,10.0,8.0,,,8.0,33.0,371.0,13.0,3.0,1.0,10.0,133.0,5.0,0.1057,16.0,15.0,,,,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,,,,,,,,,
108411,Dan Potts,Defender,Luton,102,England,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647597,Dominic Martins,Midfielder,Luton,102,Portugal,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174310,Elijah Adebayo,Forward,Luton,102,England,2023-24,0.0,0.0,1.0,159.0,,0.4172,7.0,14.0,13.0,8.0194,4.0,24.0,1.0,51.0,27.0,,12.0,16.0,54.0,5.0,197.0,10.0,2.0,1.0,11.0,,89.0,,,1418.0,46.0,81.0,5.0,16.0,38.0,142.0,87.0,2.0,32.2955,14.0,,25.0,36.0,6.0,113.0,47.0,16.0,1.0,240.0,11.0,8.0,44.0,34.0,27.0,,3.0,46.0,108.0,31.0,4.0,5.0,80.0,6.0,151.0,43.0,197.0,10.0,18.0,215.0,1.0,18.0,2.0,41.0,27.0,6.0,,,1.0,65.0,528.0,1.0,11.0,1.0,2.0,35.0,14.0,6.2573,3.0,10.0,,13.0,4.0,4.0,,1.0,,,2.0,,,,2.0,,,,,,5.0,,2.0,,,,,,,,,,,,,,
168035,Fred Onyedinma,Forward,Luton,102,Nigeria,2023-24,0.0,0.0,1.0,41.0,1.0,0.1296,1.0,2.0,,0.1944,10.0,4.0,,16.0,8.0,,2.0,4.0,20.0,12.0,85.0,,,,4.0,,14.0,,1.0,407.0,6.0,26.0,1.0,10.0,18.0,65.0,16.0,2.0,10.6918,2.0,,13.0,14.0,1.0,35.0,5.0,6.0,0.0,67.0,3.0,,30.0,10.0,8.0,,4.0,8.0,33.0,13.0,,12.0,18.0,1.0,53.0,8.0,84.0,2.0,1.0,74.0,6.0,2.0,,21.0,10.0,1.0,,,,29.0,219.0,25.0,4.0,,3.0,33.0,4.0,0.1644,4.0,6.0,,,2.0,2.0,,,,,,,,,,12.0,,,,,,,,,,,1.0,,,,,,,,,,
199056,Gabriel Osho,Defender,Luton,102,Nigeria,2023-24,0.0,0.0,3.0,85.0,1.0,0.2215,1.0,2.0,1.0,1.2625,41.0,9.0,,63.0,21.0,,,21.0,123.0,2.0,702.0,2.0,1.0,,,,75.0,,1.0,1848.0,38.0,98.0,5.0,20.0,61.0,552.0,21.0,2.0,47.1462,2.0,7.0,88.0,47.0,1.0,47.0,195.0,14.0,0.0,183.0,17.0,1.0,274.0,103.0,21.0,,19.0,5.0,166.0,42.0,2.0,2.0,15.0,1.0,108.0,37.0,694.0,7.0,3.0,154.0,22.0,7.0,20.0,174.0,23.0,31.0,,,27.0,59.0,1007.0,,2.0,,30.0,414.0,14.0,1.0889,60.0,45.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
476369,Issa Kaboré,Defender,Luton,102,Burkina Faso,2023-24,0.0,0.0,7.0,92.0,14.0,1.8776,2.0,1.0,8.0,0.1376,52.0,4.0,1.0,98.0,24.0,2.0,1.0,21.0,130.0,52.0,541.0,,,,3.0,,38.0,,14.0,1732.0,20.0,117.0,2.0,55.0,99.0,396.0,18.0,,36.3941,14.0,4.0,46.0,39.0,2.0,72.0,52.0,30.0,0.0,209.0,11.0,,228.0,102.0,24.0,,24.0,18.0,212.0,37.0,,52.0,26.0,2.0,171.0,18.0,535.0,3.0,13.0,285.0,28.0,18.0,11.0,153.0,27.0,16.0,,1.0,15.0,108.0,1047.0,108.0,8.0,,21.0,213.0,21.0,0.2201,32.0,56.0,,2.0,1.0,1.0,,,,,,,,,,43.0,,,,,,,,,,1.0,,,,,,,,,,,
242453,Jacob Brown,Forward,Luton,102,Scotland,2023-24,0.0,0.0,4.0,125.0,3.0,0.4435,10.0,7.0,2.0,1.6041,19.0,16.0,,80.0,19.0,,7.0,12.0,100.0,7.0,229.0,2.0,1.0,3.0,7.0,,97.0,,3.0,1019.0,54.0,87.0,,37.0,44.0,125.0,50.0,1.0,28.6059,8.0,2.0,17.0,26.0,7.0,71.0,49.0,19.0,1.0,212.0,19.0,1.0,97.0,56.0,19.0,,7.0,16.0,95.0,26.0,,7.0,41.0,7.0,115.0,43.0,228.0,9.0,11.0,178.0,12.0,6.0,1.0,40.0,19.0,8.0,,,4.0,43.0,470.0,4.0,8.0,3.0,10.0,37.0,15.0,2.7768,20.0,25.0,,6.0,5.0,5.0,,1.0,,,,,,1.0,1.0,2.0,,,,,1.0,,2.0,,,,,,,,,,,,,,
77818,James Shea,Goalkeeper,Luton,102,England,2023-24,0.0,0.0,0.0,,,0.0008,,,,,,,,,1.0,,,,3.0,,8.0,,,,1.0,,,,,14.0,,,,,,2.0,,,0.1257,,2.0,2.0,,,,1.0,,0.0,,,,7.0,2.0,1.0,,,,3.0,,,,,,,,3.0,,,3.0,,,,,,,,,3.0,,13.0,,,,2.0,2.0,,,3.0,1.0,,,,,,,,,,,,,,,3.0,3.0,1.0,,,,,,,,,2.0,2.0,,,,,,,,
608060,Jayden Luker,Midfielder,Luton,102,England,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611011,Joe Johnson,Defender,Luton,102,England,2023-24,0.0,0.0,1.0,4.0,,0.0024,,,,,,,,,2.0,,,,4.0,,34.0,,,,2.0,,1.0,,,75.0,1.0,,2.0,,,25.0,,,2.7613,,3.0,,5.0,,3.0,7.0,,0.0,4.0,,,13.0,3.0,2.0,,,,5.0,3.0,,,1.0,,3.0,,33.0,,,7.0,,,,5.0,1.0,,,,5.0,9.0,37.0,,,,2.0,25.0,1.0,,4.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
422303,John McAtee,Forward,Luton,102,England,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96784,Jordan Clark,Midfielder,Luton,102,England,2023-24,0.0,0.0,4.0,100.0,7.0,1.1695,8.0,4.0,2.0,1.0345,30.0,9.0,1.0,101.0,23.0,1.0,5.0,14.0,125.0,16.0,483.0,1.0,0.0,2.0,9.0,,33.0,1.0,7.0,1306.0,15.0,86.0,5.0,39.0,68.0,333.0,46.0,2.0,32.5916,11.0,4.0,14.0,41.0,6.0,85.0,121.0,26.0,0.0,186.0,21.0,1.0,144.0,59.0,23.0,1.0,13.0,24.0,198.0,36.0,,16.0,45.0,6.0,153.0,18.0,452.0,5.0,12.0,216.0,17.0,12.0,3.0,117.0,14.0,11.0,,,25.0,101.0,753.0,4.0,10.0,2.0,9.0,167.0,12.0,1.0019,24.0,35.0,,5.0,2.0,2.0,,,,,2.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
82738,Luke Berry,Midfielder,Luton,102,England,2023-24,0.0,0.0,1.0,18.0,,0.1469,2.0,4.0,,1.3403,7.0,6.0,,20.0,17.0,1.0,1.0,2.0,27.0,,89.0,2.0,0.0,,15.0,6.0,15.0,,1.0,311.0,8.0,23.0,,8.0,16.0,59.0,14.0,1.0,8.3376,1.0,,1.0,8.0,2.0,10.0,24.0,7.0,0.0,41.0,5.0,2.0,29.0,8.0,17.0,,5.0,,34.0,8.0,,7.0,4.0,2.0,26.0,7.0,83.0,2.0,2.0,44.0,2.0,2.0,1.0,17.0,6.0,,5.0,,3.0,19.0,155.0,1.0,2.0,,7.0,29.0,2.0,1.0086,7.0,7.0,,,2.0,2.0,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
208904,Mads Andersen,Defender,Luton,102,Denmark,2023-24,0.0,0.0,1.0,12.0,,0.0109,,1.0,,0.7561,6.0,3.0,,18.0,8.0,,,4.0,30.0,,115.0,1.0,0.0,,4.0,,17.0,,,399.0,6.0,19.0,,4.0,8.0,78.0,4.0,1.0,5.5099,,2.0,29.0,6.0,,6.0,22.0,2.0,0.0,31.0,3.0,1.0,68.0,25.0,8.0,,1.0,1.0,23.0,6.0,1.0,,1.0,,14.0,11.0,115.0,2.0,,37.0,5.0,,6.0,18.0,6.0,8.0,,,7.0,7.0,186.0,2.0,2.0,,10.0,62.0,3.0,0.2608,12.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184704,Marvelous Nakamba,Midfielder,Luton,102,Zimbabwe,2023-24,0.0,0.0,5.0,57.0,1.0,0.491,1.0,,,,40.0,4.0,,47.0,13.0,,2.0,13.0,63.0,3.0,415.0,,,1.0,,,11.0,,1.0,1133.0,7.0,56.0,1.0,27.0,52.0,333.0,3.0,1.0,27.1093,7.0,2.0,11.0,24.0,,50.0,114.0,9.0,0.0,113.0,17.0,,128.0,90.0,13.0,,16.0,5.0,191.0,23.0,,3.0,9.0,,102.0,4.0,400.0,4.0,1.0,86.0,24.0,3.0,6.0,120.0,24.0,11.0,,,19.0,53.0,571.0,3.0,3.0,1.0,7.0,162.0,18.0,0.1869,16.0,21.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
104047,Pelly Mpanzu,Midfielder,Luton,102,DR Congo,2023-24,0.0,0.0,1.0,54.0,3.0,1.3638,4.0,1.0,,0.2278,13.0,7.0,,65.0,27.0,,7.0,11.0,86.0,8.0,343.0,,,2.0,16.0,2.0,31.0,,3.0,1094.0,19.0,48.0,2.0,21.0,36.0,241.0,17.0,1.0,28.69,6.0,5.0,16.0,29.0,2.0,35.0,89.0,14.0,0.0,102.0,8.0,,95.0,54.0,27.0,,8.0,6.0,131.0,27.0,,8.0,22.0,2.0,71.0,12.0,327.0,6.0,7.0,130.0,5.0,9.0,7.0,86.0,9.0,9.0,,,16.0,73.0,518.0,8.0,8.0,2.0,6.0,129.0,6.0,0.6353,21.0,21.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156658,Reece Burke,Defender,Luton,102,England,2023-24,0.0,0.0,5.0,72.0,4.0,0.9061,6.0,4.0,,1.1335,37.0,7.0,,84.0,22.0,4.0,,20.0,154.0,9.0,685.0,,,4.0,2.0,,79.0,,4.0,1663.0,33.0,99.0,4.0,22.0,53.0,496.0,22.0,3.0,34.5991,9.0,8.0,73.0,37.0,2.0,39.0,97.0,12.0,0.0,171.0,7.0,,346.0,62.0,22.0,,14.0,2.0,246.0,33.0,,9.0,7.0,2.0,92.0,46.0,676.0,3.0,9.0,197.0,23.0,4.0,18.0,186.0,20.0,18.0,,2.0,35.0,56.0,951.0,12.0,8.0,4.0,39.0,289.0,15.0,1.3064,70.0,44.0,,1.0,4.0,4.0,,,,,1.0,,,1.0,,8.0,,,,,,,,,1.0,,1.0,,,,,,,,,,
88894,Ross Barkley,Midfielder,Luton,102,England,2023-24,0.0,0.0,6.0,186.0,1.0,2.6528,19.0,19.0,2.0,5.1543,47.0,47.0,4.0,160.0,32.0,4.0,24.0,30.0,218.0,9.0,1409.0,5.0,3.0,15.0,2.0,16.0,78.0,13.0,14.0,2622.0,34.0,195.0,3.0,47.0,151.0,1103.0,44.0,3.0,59.4941,40.0,1.0,48.0,66.0,4.0,152.0,452.0,40.0,0.0,381.0,16.0,2.0,442.0,201.0,32.0,13.0,28.0,34.0,665.0,63.0,1.0,31.0,90.0,4.0,303.0,44.0,1319.0,28.0,9.0,375.0,19.0,66.0,9.0,326.0,25.0,25.0,10.0,,88.0,189.0,1958.0,13.0,6.0,15.0,13.0,540.0,14.0,4.1235,58.0,65.0,,,1.0,1.0,6.0,2.0,6.0,6.0,,2.0,0.2992,1.0,,1.0,,,,,2.0,,3.0,,,,,,,,,,,,,,
232351,Ryan Giles,Defender,Luton,102,England,2023-24,0.0,0.0,0.0,11.0,6.0,0.6236,,2.0,,0.1348,8.0,2.0,,19.0,11.0,,,5.0,34.0,25.0,128.0,,,,6.0,14.0,3.0,,12.0,501.0,,17.0,,10.0,14.0,92.0,4.0,1.0,14.6085,5.0,,20.0,14.0,,11.0,35.0,2.0,0.0,28.0,2.0,,52.0,21.0,11.0,,2.0,3.0,65.0,14.0,,37.0,4.0,,25.0,3.0,126.0,,5.0,89.0,6.0,4.0,,1.0,2.0,4.0,9.0,,2.0,40.0,278.0,34.0,3.0,,7.0,41.0,2.0,0.1035,15.0,11.0,,,2.0,2.0,5.0,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,
222677,Tahith Chong,Midfielder,Luton,102,Netherlands,2023-24,0.0,0.0,4.0,130.0,8.0,1.3822,16.0,7.0,3.0,2.6504,36.0,15.0,5.0,73.0,33.0,,14.0,20.0,91.0,27.0,500.0,4.0,2.0,6.0,13.0,,32.0,1.0,8.0,1986.0,22.0,134.0,6.0,45.0,124.0,394.0,60.0,3.0,43.8565,10.0,1.0,10.0,51.0,10.0,108.0,110.0,64.0,0.0,264.0,24.0,2.0,142.0,104.0,33.0,1.0,14.0,32.0,276.0,45.0,1.0,27.0,72.0,10.0,232.0,10.0,480.0,8.0,16.0,256.0,22.0,25.0,6.0,122.0,21.0,8.0,,,15.0,126.0,931.0,11.0,14.0,6.0,9.0,141.0,11.0,2.7301,18.0,23.0,,4.0,2.0,2.0,,3.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
551995,Taylan Harris,Forward,Luton,102,England,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244856,Teden Mengi,Defender,Luton,102,England,2023-24,0.0,0.0,3.0,95.0,,0.5927,,4.0,1.0,1.2365,54.0,11.0,1.0,92.0,30.0,,,28.0,202.0,1.0,928.0,1.0,0.0,,2.0,,103.0,3.0,,2470.0,43.0,128.0,5.0,19.0,68.0,656.0,24.0,1.0,55.0419,6.0,15.0,136.0,59.0,,52.0,162.0,7.0,0.0,223.0,12.0,1.0,380.0,126.0,30.0,3.0,32.0,3.0,236.0,54.0,,2.0,8.0,,120.0,60.0,911.0,7.0,,241.0,22.0,7.0,27.0,277.0,35.0,57.0,,2.0,70.0,109.0,1331.0,2.0,3.0,,58.0,490.0,28.0,0.5796,110.0,65.0,,1.0,,,,,,,2.0,,,1.0,,2.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,
