matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059805,11,2019-11-02 15:00:00,36,Brighton,Home,228.0,20.0,5.0,9.0,4.0,1.0,1.0,233.0,3.0,,5.0,3.0,7.0,28.0,452.0,2.0,,14.0,6.0,14.0,10.0,2.0,4.0,,,,,,,,,,,,16.0,,,,,1.0,8.0,5.0,2.0,15.0,6.0,79.0,71.0,4.0,2.0,2.0,1.0,16.0,4.0,17.0,,1.0,8.0,10.0,2.0,,8.0,,47.0,61.0,1.0,5.0,1.0,,,58.0,11.0,8.0,,,2.0,1.0,,169.0,2.0,1.0,2.0,1.0,1.0,,4.0,1.0,,,1.0,,13.0,13.0,1.0,5.0,161.0,71.0,44.0,3.0,,10.0,4.0,5.0,523.0,3.0,1.0,,69.0,83.0,35.0,,,,,128.0,128.0,5.0,27.0,33.0,58.5,,,,,16.0,0.0,129.0,,,,,,,12.0,1.0,3.0,132.0,439.0,5.0,14.0,241.0,44.0,5.0,25.0,6.0,19.0,13.0,,182.0,5.0,316.0,,,8.0,7.0,55.0,3.0,538.0,3.0,0.0,21.0,19.0,,17.0,0.0,733.0,46.0,12.0,20.0,8.0,13.0,0.0
1059816,12,2019-11-10 14:00:00,36,Brighton,Away,242.0,30.0,1.0,4.0,3.0,,2.0,152.0,8.0,,11.0,,3.0,28.0,390.0,,,22.0,11.0,14.0,3.0,2.0,1.0,,,,,,,,,,,,2.0,,,,,3.0,11.0,12.0,9.0,5.0,1.0,75.0,69.0,2.0,1.0,1.0,,21.0,1.0,18.0,,1.0,2.0,7.0,3.0,1.0,17.0,4.0,67.0,61.0,,14.0,8.0,,,48.0,14.0,10.0,,,2.0,2.0,,155.0,1.0,1.0,1.0,,1.0,,8.0,,,,8.0,,10.0,10.0,2.0,11.0,129.0,61.0,40.0,5.0,,3.0,3.0,2.0,463.0,5.0,1.0,,77.0,64.0,19.0,,,,,150.0,150.0,4.0,28.0,24.0,57.3,,,,,21.0,0.0,124.0,4.0,4.0,8.0,,2.0,,3.0,,3.0,63.0,373.0,11.0,6.0,271.0,42.0,14.0,16.0,2.0,14.0,12.0,,103.0,3.0,226.0,2.0,,12.0,5.0,52.0,4.0,483.0,,0.0,6.0,28.0,1.0,26.0,5.0,707.0,9.0,14.0,9.0,2.0,15.0,0.0
1059825,13,2019-11-23 15:00:00,36,Brighton,Home,176.0,18.0,2.0,3.0,2.0,1.0,,212.0,7.0,,6.0,3.0,5.0,25.0,385.0,,,30.0,11.0,9.0,6.0,1.0,1.0,,,,,,,,,,,,6.0,,,,,,5.0,16.0,3.0,5.0,2.0,63.0,56.0,1.0,1.0,,2.0,18.0,3.0,9.0,,,6.0,11.0,7.0,,8.0,1.0,45.0,28.0,2.0,11.0,7.0,,,57.0,9.0,1.0,,,1.0,1.0,,141.0,,,,,,,7.0,,1.0,1.0,7.0,,7.0,7.0,2.0,6.0,131.0,60.0,36.0,7.0,,4.0,3.0,,445.0,2.0,3.0,,83.0,60.0,35.0,1.0,1.0,1.0,,141.0,141.0,5.0,25.0,18.0,52.6,,,,,18.0,0.0,123.0,5.0,2.0,7.0,,,,4.0,,3.0,114.0,373.0,7.0,7.0,194.0,36.0,11.0,16.0,6.0,24.0,19.0,,153.0,4.0,288.0,1.0,,11.0,5.0,48.0,2.0,458.0,1.0,0.0,7.0,11.0,,33.0,2.0,650.0,19.0,22.0,7.0,6.0,7.0,0.0
1059835,14,2019-11-30 15:00:00,36,Brighton,Away,272.0,28.0,1.0,5.0,4.0,1.0,,230.0,4.0,,7.0,6.0,8.0,37.0,497.0,,,29.0,9.0,12.0,9.0,1.0,2.0,,1.0,,,,1.0,,,,,1.0,9.0,,,,,,5.0,12.0,3.0,5.0,7.0,89.0,66.0,2.0,2.0,,1.0,18.0,3.0,8.0,,,5.0,10.0,6.0,1.0,5.0,3.0,36.0,36.0,1.0,20.0,12.0,,1.0,51.0,10.0,2.0,,,1.0,,1.0,188.0,,,,,,,4.0,,,1.0,12.0,,14.0,14.0,,8.0,151.0,76.0,47.0,4.0,,3.0,7.0,5.0,581.0,3.0,1.0,,73.0,80.0,29.0,,,,,148.0,148.0,2.0,29.0,27.0,55.2,,,,,18.0,0.0,164.0,5.0,,5.0,,1.0,,4.0,,3.0,113.0,486.0,4.0,10.0,303.0,51.0,20.0,17.0,4.0,20.0,16.0,,150.0,2.0,309.0,,,14.0,8.0,59.0,6.0,592.0,,0.0,12.0,11.0,1.0,29.0,0.0,790.0,11.0,19.0,11.0,5.0,7.0,0.0
1059842,15,2019-12-05 20:15:00,36,Brighton,Away,154.0,19.0,4.0,6.0,2.0,3.0,,189.0,5.0,,3.0,4.0,2.0,31.0,337.0,,,15.0,11.0,23.0,9.0,6.0,6.0,1.0,,,,,1.0,,,,,,10.0,,,,,3.0,6.0,9.0,3.0,15.0,5.0,60.0,61.0,,,,1.0,15.0,6.0,15.0,,,9.0,8.0,3.0,1.0,11.0,3.0,55.0,48.0,1.0,24.0,12.0,,,51.0,11.0,9.0,1.0,,3.0,2.0,1.0,154.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,1.0,12.0,,6.0,6.0,1.0,3.0,97.0,60.0,43.0,9.0,,3.0,13.0,9.0,388.0,3.0,,,70.0,55.0,27.0,,,,,124.0,124.0,2.0,28.0,25.0,50.8,,,,,15.0,0.0,102.0,3.0,1.0,4.0,,1.0,1.0,5.0,,3.0,72.0,314.0,5.0,16.0,177.0,31.0,24.0,15.0,8.0,21.0,13.0,1.0,107.0,9.0,257.0,1.0,,15.0,4.0,52.0,,413.0,1.0,0.0,20.0,11.0,,16.0,1.0,596.0,28.0,13.0,7.0,9.0,7.0,0.0
1059854,16,2019-12-08 16:30:00,36,Brighton,Home,249.0,25.0,1.0,4.0,3.0,3.0,,229.0,4.0,1.0,8.0,4.0,7.0,29.0,474.0,,,19.0,20.0,17.0,4.0,1.0,2.0,,,,,,,,,,,,10.0,,,,,1.0,7.0,11.0,2.0,7.0,6.0,74.0,69.0,,1.0,,2.0,23.0,3.0,16.0,,,3.0,7.0,3.0,,6.0,1.0,53.0,43.0,2.0,11.0,5.0,1.0,,64.0,10.0,7.0,1.0,1.0,1.0,2.0,,185.0,2.0,,2.0,2.0,,,4.0,2.0,,1.0,5.0,,9.0,9.0,2.0,8.0,166.0,72.0,42.0,4.0,1.0,3.0,4.0,5.0,565.0,5.0,1.0,,66.0,95.0,25.0,,,,,143.0,143.0,4.0,27.0,28.0,62.0,,2.0,1.0,,23.0,0.0,156.0,4.0,,4.0,,,,5.0,2.0,2.0,98.0,461.0,10.0,7.0,279.0,50.0,11.0,9.0,3.0,15.0,12.0,,145.0,8.0,317.0,,1.0,15.0,7.0,60.0,1.0,581.0,,0.0,13.0,13.0,,20.0,3.0,743.0,18.0,12.0,6.0,3.0,7.0,0.0
1059865,17,2019-12-16 19:45:00,36,Brighton,Away,213.0,21.0,1.0,6.0,5.0,2.0,1.0,289.0,5.0,,8.0,3.0,3.0,34.0,496.0,1.0,,34.0,26.0,10.0,5.0,3.0,4.0,,,,,,,,,,,,10.0,,,,,1.0,9.0,8.0,3.0,7.0,8.0,91.0,64.0,1.0,2.0,1.0,1.0,17.0,2.0,10.0,,1.0,7.0,17.0,9.0,,11.0,1.0,62.0,43.0,1.0,13.0,4.0,,,69.0,12.0,6.0,1.0,,2.0,2.0,,188.0,1.0,,,1.0,,,5.0,1.0,1.0,,4.0,,9.0,9.0,1.0,8.0,159.0,83.0,56.0,3.0,,2.0,7.0,10.0,578.0,1.0,2.0,,132.0,75.0,41.0,,,,,157.0,157.0,4.0,21.0,29.0,65.2,,2.0,,,17.0,0.0,155.0,3.0,,3.0,,,,3.0,,3.0,164.0,483.0,4.0,9.0,232.0,42.0,13.0,14.0,5.0,33.0,28.0,,221.0,4.0,394.0,1.0,,15.0,3.0,62.0,1.0,593.0,3.0,0.0,15.0,16.0,,36.0,1.0,801.0,29.0,14.0,11.0,7.0,11.0,0.0
1059874,18,2019-12-21 15:00:00,36,Brighton,Home,284.0,18.0,,5.0,5.0,1.0,,253.0,8.0,,7.0,3.0,6.0,27.0,532.0,,,28.0,29.0,28.0,6.0,,1.0,,,1.0,,,1.0,,,,,,6.0,,,,,1.0,2.0,6.0,1.0,5.0,4.0,85.0,66.0,,,,4.0,10.0,3.0,9.0,,,4.0,9.0,8.0,,11.0,,65.0,56.0,4.0,6.0,4.0,1.0,1.0,80.0,6.0,9.0,,,3.0,2.0,1.0,203.0,,,,,,,8.0,,,,4.0,,5.0,5.0,,7.0,176.0,88.0,43.0,3.0,,2.0,4.0,2.0,626.0,,1.0,,70.0,90.0,38.0,,,,,174.0,174.0,3.0,31.0,24.0,69.0,,,,,10.0,0.0,184.0,1.0,,1.0,,1.0,,4.0,,3.0,136.0,512.0,5.0,6.0,319.0,51.0,6.0,21.0,4.0,23.0,19.0,,190.0,4.0,352.0,,,20.0,6.0,70.0,2.0,648.0,1.0,0.0,9.0,9.0,4.0,29.0,1.0,832.0,27.0,14.0,10.0,4.0,8.0,0.0
1059890,19,2019-12-26 12:30:00,36,Brighton,Away,187.0,22.0,1.0,5.0,4.0,1.0,2.0,149.0,4.0,,7.0,8.0,5.0,35.0,331.0,,,14.0,9.0,22.0,5.0,1.0,1.0,,,,,1.0,1.0,,,,,,6.0,,,,,3.0,3.0,7.0,4.0,3.0,8.0,55.0,69.0,2.0,1.0,1.0,1.0,25.0,1.0,11.0,,,2.0,8.0,3.0,1.0,13.0,1.0,48.0,71.0,1.0,28.0,16.0,,,53.0,9.0,10.0,,,3.0,4.0,1.0,152.0,1.0,1.0,1.0,,1.0,,4.0,,,,16.0,,14.0,14.0,1.0,7.0,112.0,65.0,42.0,9.0,,2.0,5.0,5.0,399.0,3.0,1.0,,60.0,63.0,15.0,,,,,141.0,141.0,2.0,31.0,29.0,46.2,,3.0,,1.0,25.0,0.0,97.0,3.0,,3.0,,1.0,,5.0,,3.0,66.0,315.0,14.0,7.0,215.0,37.0,28.0,23.0,2.0,17.0,15.0,,102.0,3.0,218.0,,,25.0,6.0,63.0,,416.0,1.0,0.0,11.0,23.0,,17.0,2.0,640.0,12.0,21.0,17.0,2.0,13.0,0.0
1059893,20,2019-12-28 12:30:00,36,Brighton,Home,206.0,20.0,2.0,2.0,,8.0,,207.0,8.0,,3.0,2.0,10.0,29.0,411.0,,1.0,21.0,22.0,24.0,11.0,1.0,2.0,3.0,,,,,,,,,,,14.0,,,,,,5.0,6.0,4.0,7.0,9.0,86.0,58.0,,,,1.0,14.0,4.0,6.0,,3.0,9.0,5.0,7.0,,12.0,1.0,54.0,67.0,1.0,12.0,5.0,,,47.0,9.0,10.0,,,4.0,4.0,,169.0,2.0,,2.0,2.0,,1.0,9.0,2.0,,,5.0,1.0,15.0,15.0,1.0,3.0,115.0,71.0,45.0,2.0,2.0,5.0,9.0,6.0,477.0,5.0,1.0,,66.0,88.0,34.0,,,,,147.0,147.0,6.0,18.0,29.0,55.1,,,,,14.0,0.0,126.0,2.0,,2.0,,,3.0,6.0,,3.0,109.0,396.0,8.0,14.0,228.0,40.0,12.0,17.0,8.0,24.0,16.0,4.0,147.0,10.0,292.0,,,14.0,11.0,61.0,3.0,496.0,,0.0,16.0,23.0,3.0,24.0,0.0,706.0,25.0,15.0,11.0,9.0,15.0,0.0
1059903,21,2020-01-01 12:30:00,36,Brighton,Home,230.0,27.0,2.0,4.0,2.0,1.0,1.0,151.0,8.0,,4.0,3.0,8.0,32.0,377.0,,,24.0,19.0,26.0,8.0,2.0,2.0,,,,,1.0,1.0,,,,,,9.0,,,,,4.0,4.0,12.0,4.0,11.0,5.0,66.0,68.0,2.0,2.0,,,19.0,7.0,11.0,1.0,,5.0,8.0,2.0,,14.0,1.0,62.0,64.0,,13.0,8.0,,1.0,50.0,8.0,15.0,,,3.0,2.0,1.0,179.0,1.0,,1.0,,1.0,,8.0,,,,8.0,,8.0,8.0,1.0,4.0,114.0,65.0,34.0,3.0,,2.0,9.0,5.0,459.0,8.0,3.0,,53.0,55.0,33.0,,,,,180.0,180.0,4.0,26.0,34.0,47.7,,,1.0,,19.0,0.0,125.0,3.0,1.0,3.0,,,,4.0,,3.0,88.0,357.0,13.0,11.0,265.0,59.0,13.0,17.0,5.0,17.0,12.0,,132.0,3.0,236.0,,,12.0,8.0,61.0,,484.0,,0.0,16.0,20.0,1.0,27.0,2.0,714.0,31.0,29.0,6.0,5.0,15.0,0.0
1059916,22,2020-01-11 15:00:00,36,Brighton,Away,182.0,29.0,1.0,2.0,1.0,2.0,,135.0,6.0,1.0,10.0,6.0,6.0,43.0,315.0,1.0,1.0,22.0,17.0,17.0,4.0,1.0,1.0,,,,,,,,,,,,7.0,,,1.0,,1.0,2.0,11.0,3.0,7.0,2.0,55.0,80.0,1.0,3.0,,1.0,26.0,1.0,9.0,,,3.0,8.0,3.0,,9.0,2.0,51.0,47.0,1.0,27.0,16.0,,,46.0,7.0,6.0,,,1.0,1.0,,166.0,,,,,,,8.0,,,1.0,16.0,1.0,10.0,10.0,1.0,10.0,104.0,78.0,43.0,4.0,,3.0,2.0,2.0,405.0,4.0,1.0,,66.0,40.0,27.0,,,,,169.0,169.0,1.0,30.0,36.0,46.2,1.0,,,,26.0,0.0,101.0,5.0,,5.0,,1.0,,6.0,,3.0,67.0,300.0,8.0,5.0,222.0,55.0,27.0,23.0,2.0,14.0,12.0,,103.0,6.0,218.0,,1.0,23.0,6.0,85.0,2.0,426.0,2.0,0.0,9.0,13.0,2.0,28.0,1.0,646.0,19.0,16.0,11.0,3.0,6.0,0.0
1059923,23,2020-01-18 15:00:00,36,Brighton,Home,230.0,20.0,1.0,4.0,3.0,2.0,1.0,165.0,9.0,,6.0,6.0,6.0,28.0,391.0,,,24.0,16.0,18.0,6.0,1.0,1.0,,,,,,,,,,,,7.0,,,,,2.0,4.0,7.0,1.0,8.0,2.0,77.0,68.0,1.0,2.0,,2.0,23.0,5.0,12.0,,2.0,3.0,6.0,1.0,,17.0,,59.0,62.0,2.0,12.0,6.0,,,45.0,11.0,13.0,,,2.0,3.0,,176.0,1.0,,1.0,1.0,,,9.0,1.0,2.0,,6.0,,16.0,16.0,2.0,6.0,133.0,64.0,33.0,4.0,1.0,1.0,7.0,2.0,473.0,,1.0,,65.0,54.0,28.0,,,,,170.0,170.0,4.0,25.0,32.0,55.3,,2.0,,,23.0,0.0,114.0,1.0,1.0,2.0,,1.0,,3.0,,3.0,79.0,368.0,12.0,8.0,269.0,51.0,12.0,14.0,2.0,12.0,10.0,,123.0,6.0,243.0,2.0,,22.0,7.0,65.0,2.0,500.0,1.0,0.0,10.0,20.0,,27.0,3.0,729.0,36.0,27.0,11.0,3.0,10.0,0.0
1059932,24,2020-01-21 19:30:00,36,Brighton,Away,266.0,19.0,1.0,4.0,3.0,3.0,1.0,211.0,6.0,,4.0,5.0,4.0,31.0,473.0,,1.0,30.0,18.0,18.0,12.0,1.0,3.0,,,,,,,1.0,,,,,18.0,,,,,,5.0,9.0,3.0,9.0,12.0,78.0,65.0,2.0,3.0,,2.0,26.0,7.0,4.0,,2.0,8.0,10.0,5.0,,6.0,1.0,44.0,56.0,2.0,14.0,9.0,,1.0,52.0,12.0,8.0,,,2.0,1.0,,187.0,,,,,,,6.0,1.0,,,9.0,,6.0,6.0,,4.0,140.0,58.0,38.0,5.0,1.0,5.0,8.0,8.0,546.0,4.0,1.0,1.0,59.0,87.0,34.0,,,,,152.0,152.0,5.0,28.0,28.0,65.3,,,,1.0,26.0,0.0,162.0,1.0,,1.0,,2.0,,6.0,2.0,3.0,105.0,453.0,10.0,13.0,305.0,31.0,14.0,18.0,7.0,23.0,16.0,,141.0,6.0,285.0,1.0,,19.0,4.0,51.0,1.0,567.0,,0.0,21.0,16.0,2.0,33.0,1.0,785.0,19.0,24.0,14.0,8.0,9.0,0.0
1059951,25,2020-02-01 15:00:00,36,Brighton,Away,249.0,22.0,1.0,7.0,6.0,1.0,,267.0,4.0,,10.0,4.0,5.0,34.0,509.0,1.0,1.0,19.0,28.0,28.0,10.0,1.0,3.0,,,1.0,,1.0,2.0,,,,,,14.0,,,,,,8.0,8.0,4.0,12.0,7.0,104.0,60.0,4.0,4.0,,,8.0,3.0,12.0,,1.0,6.0,10.0,8.0,,14.0,2.0,72.0,60.0,,13.0,9.0,,,67.0,9.0,6.0,1.0,,3.0,1.0,2.0,207.0,1.0,,1.0,1.0,,,8.0,2.0,1.0,,9.0,,12.0,12.0,,10.0,144.0,95.0,59.0,4.0,1.0,7.0,5.0,6.0,587.0,3.0,2.0,,72.0,95.0,36.0,,,,,153.0,153.0,2.0,24.0,24.0,64.9,,,1.0,1.0,8.0,0.0,152.0,2.0,1.0,3.0,,1.0,,10.0,,2.0,116.0,495.0,4.0,12.0,280.0,33.0,13.0,16.0,5.0,24.0,19.0,,150.0,8.0,351.0,1.0,,23.0,6.0,68.0,1.0,607.0,3.0,0.0,19.0,19.0,1.0,20.0,1.0,799.0,25.0,11.0,7.0,6.0,8.0,0.0
1059954,26,2020-02-08 17:30:00,36,Brighton,Home,238.0,26.0,1.0,5.0,4.0,4.0,1.0,269.0,3.0,,9.0,7.0,6.0,42.0,502.0,,1.0,20.0,19.0,38.0,5.0,,1.0,,,,,,,,,,,,8.0,,,,,1.0,7.0,3.0,2.0,7.0,3.0,85.0,63.0,1.0,1.0,,1.0,7.0,3.0,6.0,,,3.0,10.0,11.0,,15.0,,59.0,65.0,1.0,8.0,3.0,,,66.0,9.0,12.0,,,4.0,4.0,,188.0,,,,,,,5.0,,,,3.0,,11.0,11.0,,9.0,166.0,82.0,51.0,2.0,,3.0,2.0,2.0,584.0,1.0,1.0,,80.0,83.0,42.0,,,,,171.0,171.0,4.0,25.0,23.0,67.2,,,1.0,,7.0,0.0,164.0,1.0,,1.0,,3.0,,5.0,,3.0,141.0,485.0,3.0,5.0,265.0,44.0,8.0,15.0,3.0,28.0,25.0,,186.0,12.0,366.0,,,19.0,7.0,65.0,2.0,603.0,2.0,0.0,10.0,13.0,1.0,22.0,2.0,797.0,27.0,17.0,5.0,3.0,8.0,0.0
1059969,27,2020-02-22 15:00:00,36,Brighton,Away,92.0,9.0,2.0,2.0,,2.0,,98.0,6.0,,8.0,6.0,2.0,22.0,188.0,,,24.0,22.0,24.0,6.0,1.0,3.0,,,,,,,,,,,,4.0,,,,,2.0,3.0,10.0,3.0,6.0,3.0,31.0,54.0,1.0,,1.0,9.0,15.0,3.0,16.0,,,2.0,1.0,2.0,,9.0,1.0,58.0,51.0,9.0,56.0,27.0,,,38.0,6.0,4.0,1.0,,1.0,1.0,,128.0,1.0,,1.0,,1.0,,9.0,,,1.0,27.0,,12.0,12.0,4.0,8.0,61.0,67.0,30.0,12.0,,4.0,4.0,2.0,267.0,4.0,2.0,,56.0,43.0,11.0,,,,,152.0,152.0,1.0,26.0,16.0,33.7,,,1.0,2.0,15.0,0.0,65.0,2.0,,2.0,,,,4.0,1.0,3.0,40.0,174.0,10.0,8.0,127.0,29.0,56.0,15.0,2.0,6.0,4.0,,68.0,13.0,164.0,,,21.0,2.0,55.0,2.0,285.0,,0.0,9.0,15.0,,32.0,2.0,523.0,11.0,24.0,9.0,2.0,8.0,0.0
1059974,28,2020-02-29 12:30:00,36,Brighton,Home,226.0,27.0,4.0,8.0,4.0,,,226.0,3.0,,6.0,5.0,2.0,34.0,444.0,,,25.0,18.0,31.0,15.0,3.0,7.0,1.0,,,,,,,,,,,16.0,,,,,,7.0,11.0,1.0,13.0,10.0,72.0,64.0,1.0,2.0,,,18.0,6.0,5.0,,,8.0,15.0,9.0,,18.0,,54.0,77.0,,15.0,5.0,,1.0,63.0,8.0,9.0,,,,1.0,,167.0,,,,,,,3.0,,1.0,,5.0,,10.0,10.0,,6.0,150.0,64.0,42.0,7.0,,6.0,12.0,8.0,521.0,3.0,,,76.0,87.0,38.0,,,,,158.0,158.0,4.0,23.0,30.0,66.5,,,,,18.0,0.0,149.0,2.0,,2.0,,,1.0,9.0,3.0,3.0,127.0,429.0,9.0,18.0,253.0,46.0,15.0,17.0,8.0,33.0,25.0,1.0,168.0,1.0,318.0,1.0,,12.0,2.0,57.0,1.0,538.0,,0.0,23.0,26.0,,26.0,2.0,778.0,36.0,14.0,12.0,8.0,15.0,0.0
1059991,29,2020-03-07 15:00:00,36,Brighton,Away,244.0,25.0,,2.0,2.0,7.0,,258.0,6.0,1.0,5.0,2.0,5.0,34.0,500.0,,,32.0,20.0,20.0,6.0,,,,,,,,,,,,,,7.0,,,,,,4.0,5.0,6.0,2.0,5.0,92.0,73.0,,,,1.0,25.0,2.0,16.0,,,,11.0,5.0,,9.0,,65.0,57.0,1.0,21.0,10.0,,,71.0,7.0,4.0,,,2.0,2.0,,210.0,,,,,,,9.0,,1.0,,10.0,,11.0,11.0,,5.0,156.0,82.0,46.0,2.0,,4.0,2.0,1.0,592.0,3.0,,,112.0,76.0,20.0,,,,,158.0,158.0,3.0,26.0,36.0,56.9,,,,,25.0,0.0,148.0,1.0,,1.0,,1.0,,4.0,,3.0,112.0,492.0,10.0,6.0,268.0,59.0,21.0,23.0,,18.0,18.0,,163.0,11.0,356.0,1.0,1.0,10.0,7.0,69.0,,606.0,,0.0,7.0,23.0,1.0,33.0,3.0,821.0,15.0,13.0,10.0,,13.0,0.0
1059994,30,2020-06-20 15:00:00,36,Brighton,Home,131.0,15.0,1.0,3.0,2.0,,,133.0,5.0,,4.0,1.0,2.0,11.0,261.0,,2.0,14.0,11.0,7.0,5.0,,3.0,,,,,,,,,,,,6.0,,,,,,10.0,9.0,4.0,7.0,2.0,51.0,46.0,1.0,,1.0,2.0,17.0,2.0,8.0,,,10.0,11.0,5.0,1.0,5.0,4.0,39.0,43.0,2.0,23.0,12.0,,1.0,36.0,13.0,8.0,1.0,,2.0,1.0,,113.0,1.0,,1.0,1.0,,,5.0,1.0,,,12.0,,8.0,8.0,1.0,5.0,76.0,34.0,15.0,8.0,,1.0,5.0,5.0,303.0,4.0,1.0,,49.0,41.0,32.0,,,,,108.0,108.0,7.0,17.0,15.0,41.3,,,3.0,,17.0,0.0,85.0,4.0,1.0,5.0,,,,2.0,2.0,5.0,74.0,243.0,8.0,6.0,150.0,29.0,23.0,9.0,8.0,25.0,17.0,,107.0,1.0,200.0,,,8.0,2.0,32.0,,325.0,,0.0,9.0,22.0,2.0,15.0,2.0,495.0,17.0,11.0,6.0,10.0,15.0,0.0
1060004,31,2020-06-23 18:00:00,36,Brighton,Away,112.0,13.0,,1.0,1.0,1.0,,100.0,8.0,,1.0,3.0,2.0,22.0,211.0,,,13.0,18.0,20.0,6.0,,4.0,,,,,,1.0,,1.0,,,,4.0,,1.0,,,,9.0,7.0,4.0,5.0,5.0,41.0,55.0,,1.0,,3.0,16.0,5.0,8.0,,1.0,7.0,6.0,2.0,,11.0,,54.0,62.0,3.0,25.0,16.0,,,44.0,13.0,10.0,,,3.0,1.0,1.0,125.0,,,,,,,11.0,,,1.0,16.0,,10.0,10.0,1.0,2.0,65.0,53.0,24.0,6.0,,2.0,4.0,2.0,274.0,2.0,3.0,,46.0,39.0,16.0,,,,1.0,142.0,142.0,4.0,25.0,22.0,33.6,,,,,16.0,0.0,63.0,2.0,,2.0,,1.0,,3.0,5.0,5.0,47.0,195.0,9.0,6.0,141.0,31.0,25.0,16.0,7.0,16.0,9.0,,79.0,4.0,169.0,,,22.0,2.0,57.0,,294.0,,0.0,10.0,21.0,,20.0,2.0,487.0,8.0,17.0,11.0,7.0,14.0,0.0
1060015,32,2020-06-30 20:15:00,36,Brighton,Home,192.0,17.0,2.0,3.0,1.0,,,116.0,4.0,1.0,2.0,2.0,3.0,17.0,305.0,,,13.0,5.0,6.0,2.0,2.0,1.0,,,,,,,,,,,,6.0,,,,,1.0,8.0,7.0,5.0,5.0,3.0,51.0,52.0,,,,3.0,19.0,1.0,8.0,,,4.0,7.0,4.0,,9.0,,38.0,35.0,3.0,13.0,7.0,,,37.0,10.0,9.0,,,3.0,2.0,,123.0,,,,,,,6.0,,,1.0,7.0,,10.0,10.0,2.0,3.0,99.0,46.0,28.0,5.0,,3.0,1.0,2.0,356.0,2.0,,,40.0,51.0,22.0,,,,,113.0,113.0,5.0,19.0,24.0,38.0,,,,,19.0,0.0,102.0,2.0,1.0,3.0,,,,5.0,1.0,5.0,50.0,289.0,10.0,4.0,214.0,33.0,13.0,14.0,4.0,17.0,13.0,,80.0,3.0,178.0,,1.0,13.0,4.0,43.0,2.0,375.0,,0.0,8.0,13.0,1.0,14.0,0.0,529.0,12.0,9.0,7.0,4.0,9.0,0.0
