matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987696,11,2018-11-03 15:00:00,36,Brighton,Away,134.0,12.0,1.0,2.0,1.0,7.0,,83.0,5.0,,5.0,11.0,2.0,30.0,215.0,,,16.0,24.0,17.0,4.0,,,,,,,,3.0,,,,,,1.0,4.0,11.0,3.0,3.0,2.0,41.0,66.0,1.0,,1.0,5.0,17.0,2.0,10.0,,,4.0,3.0,5.0,1.0,12.0,,66.0,48.0,5.0,30.0,17.0,1.0,,40.0,17.0,9.0,,,1.0,,,140.0,1.0,,1.0,,1.0,,12.0,,1.0,2.0,17.0,,10.0,10.0,,5.0,62.0,67.0,33.0,6.0,,,5.0,3.0,286.0,2.0,,63.0,24.0,18.0,,,,,150.0,150.0,1.0,42.0,15.0,38.5,,,,,17.0,0.0,72.0,,,,,1.0,,,,3.0,36.0,199.0,8.0,5.0,167.0,23.0,30.0,12.0,3.0,11.0,8.0,,70.0,14.0,159.0,1.0,,33.0,3.0,69.0,2.0,315.0,,0.0,5.0,16.0,,22.0,1.0,503.0,7.0,15.0,6.0,4.0,8.0,0.0
987703,12,2018-11-10 12:30:00,36,Brighton,Away,128.0,9.0,,2.0,2.0,4.0,1.0,76.0,4.0,,2.0,10.0,5.0,25.0,202.0,,,15.0,30.0,39.0,5.0,,,,,,,,5.0,,,,,,2.0,7.0,9.0,11.0,4.0,3.0,41.0,65.0,1.0,,1.0,1.0,10.0,2.0,7.0,1.0,1.0,1.0,3.0,,1.0,8.0,1.0,68.0,69.0,1.0,36.0,23.0,,,42.0,21.0,7.0,,,1.0,1.0,,154.0,1.0,1.0,1.0,,1.0,,10.0,,,2.0,23.0,,9.0,9.0,2.0,2.0,66.0,79.0,28.0,4.0,,1.0,5.0,3.0,293.0,6.0,1.0,42.0,27.0,11.0,,,,,148.0,148.0,2.0,38.0,16.0,39.4,,3.0,,,10.0,0.0,54.0,2.0,2.0,3.0,,1.0,,2.0,,2.0,29.0,193.0,2.0,6.0,168.0,22.0,36.0,14.0,1.0,5.0,4.0,,65.0,18.0,152.0,,,47.0,6.0,82.0,,315.0,,1.0,7.0,14.0,,23.0,1.0,477.0,7.0,11.0,10.0,1.0,9.0,0.0
987713,13,2018-11-24 15:00:00,36,Brighton,Home,172.0,16.0,2.0,5.0,3.0,3.0,,169.0,4.0,,4.0,12.0,2.0,37.0,336.0,,,19.0,23.0,10.0,11.0,,,,,1.0,,,10.0,,,,,,2.0,5.0,6.0,2.0,9.0,5.0,85.0,59.0,,,,2.0,26.0,3.0,6.0,,1.0,6.0,11.0,6.0,,10.0,,55.0,43.0,2.0,11.0,6.0,,,43.0,10.0,6.0,1.0,,3.0,2.0,1.0,163.0,1.0,1.0,1.0,,1.0,,10.0,,,1.0,6.0,,12.0,12.0,,4.0,85.0,69.0,37.0,1.0,,8.0,4.0,3.0,413.0,2.0,2.0,65.0,84.0,26.0,1.0,1.0,1.0,,163.0,163.0,5.0,30.0,18.0,54.6,,2.0,,,26.0,0.0,98.0,2.0,,2.0,,2.0,,8.0,,3.0,85.0,326.0,8.0,12.0,204.0,26.0,11.0,15.0,6.0,25.0,19.0,,117.0,5.0,252.0,,,37.0,2.0,74.0,5.0,431.0,,0.0,14.0,19.0,,29.0,3.0,628.0,20.0,14.0,8.0,6.0,13.0,0.0
987726,14,2018-12-01 15:00:00,36,Brighton,Away,217.0,15.0,2.0,6.0,4.0,3.0,,267.0,4.0,,4.0,6.0,5.0,41.0,478.0,,,20.0,16.0,31.0,7.0,2.0,,,,1.0,,,8.0,,,,,,1.0,8.0,5.0,2.0,7.0,7.0,87.0,61.0,2.0,1.0,2.0,2.0,5.0,5.0,2.0,,,6.0,10.0,4.0,1.0,7.0,1.0,43.0,62.0,2.0,29.0,23.0,1.0,1.0,66.0,12.0,10.0,1.0,,3.0,,1.0,166.0,2.0,,2.0,1.0,1.0,,7.0,1.0,,,23.0,,11.0,11.0,,4.0,145.0,89.0,54.0,2.0,,2.0,9.0,6.0,545.0,2.0,,73.0,114.0,30.0,,,,,138.0,138.0,2.0,24.0,30.0,67.9,,,3.0,,5.0,0.0,170.0,,1.0,1.0,,1.0,,3.0,1.0,3.0,115.0,461.0,1.0,11.0,235.0,36.0,29.0,12.0,3.0,17.0,14.0,,160.0,8.0,350.0,,,14.0,5.0,70.0,4.0,568.0,,0.0,14.0,15.0,3.0,22.0,2.0,758.0,22.0,18.0,6.0,7.0,8.0,0.0
987733,15,2018-12-04 19:45:00,36,Brighton,Home,90.0,12.0,,2.0,2.0,2.0,1.0,101.0,4.0,,1.0,3.0,5.0,19.0,189.0,,,11.0,16.0,14.0,4.0,1.0,2.0,,,,,,4.0,1.0,,,,,2.0,10.0,10.0,8.0,6.0,3.0,39.0,56.0,,,1.0,1.0,14.0,3.0,8.0,1.0,,4.0,4.0,2.0,,10.0,1.0,54.0,63.0,1.0,33.0,10.0,,,42.0,14.0,12.0,1.0,1.0,2.0,2.0,,119.0,,,,,,1.0,11.0,1.0,1.0,1.0,10.0,,16.0,16.0,3.0,1.0,60.0,70.0,31.0,5.0,,3.0,2.0,3.0,244.0,6.0,,52.0,50.0,17.0,1.0,1.0,1.0,1.0,135.0,135.0,2.0,31.0,16.0,31.5,,,,,14.0,0.0,51.0,3.0,1.0,3.0,,,2.0,3.0,,3.0,39.0,180.0,9.0,5.0,106.0,20.0,33.0,14.0,4.0,12.0,8.0,2.0,75.0,10.0,175.0,1.0,,22.0,5.0,59.0,,269.0,,1.0,9.0,30.0,,15.0,2.0,488.0,16.0,23.0,7.0,4.0,15.0,0.0
987744,16,2018-12-08 15:00:00,36,Brighton,Away,228.0,8.0,5.0,9.0,4.0,3.0,2.0,168.0,5.0,,6.0,10.0,3.0,33.0,387.0,,,17.0,30.0,30.0,8.0,4.0,,,,,,,8.0,,,,,,2.0,4.0,10.0,4.0,8.0,6.0,67.0,56.0,2.0,2.0,,1.0,15.0,1.0,2.0,,,7.0,7.0,5.0,,5.0,1.0,55.0,61.0,1.0,20.0,9.0,,,57.0,11.0,10.0,,,2.0,3.0,,204.0,,,,,,,11.0,,2.0,,9.0,,13.0,13.0,,6.0,124.0,95.0,48.0,2.0,,10.0,2.0,1.0,489.0,5.0,3.0,60.0,77.0,29.0,,,,,176.0,176.0,3.0,29.0,15.0,62.6,,,,2.0,15.0,0.0,120.0,2.0,1.0,3.0,,2.0,,12.0,,3.0,75.0,368.0,3.0,12.0,275.0,24.0,20.0,17.0,6.0,21.0,15.0,,122.0,10.0,261.0,2.0,,45.0,3.0,90.0,1.0,515.0,,0.0,14.0,11.0,,22.0,0.0,704.0,17.0,15.0,10.0,7.0,6.0,0.0
987752,17,2018-12-16 13:30:00,36,Brighton,Home,242.0,18.0,1.0,4.0,3.0,1.0,,125.0,2.0,,4.0,5.0,5.0,37.0,363.0,,,26.0,10.0,16.0,3.0,,,1.0,,1.0,,,4.0,,,,,,,10.0,5.0,5.0,3.0,3.0,66.0,61.0,,,,,22.0,1.0,10.0,,1.0,4.0,7.0,5.0,,11.0,,49.0,51.0,,14.0,7.0,1.0,,37.0,14.0,6.0,,,2.0,2.0,1.0,163.0,1.0,,1.0,1.0,,,6.0,1.0,,,7.0,,16.0,16.0,,4.0,113.0,71.0,39.0,1.0,1.0,2.0,2.0,2.0,436.0,3.0,3.0,68.0,62.0,16.0,,,,,142.0,142.0,4.0,27.0,25.0,41.7,,,,,22.0,0.0,113.0,,1.0,1.0,,1.0,,3.0,,3.0,51.0,350.0,8.0,4.0,268.0,29.0,14.0,9.0,2.0,16.0,14.0,,82.0,9.0,203.0,,,15.0,6.0,63.0,5.0,455.0,,0.0,6.0,24.0,1.0,27.0,2.0,639.0,7.0,14.0,5.0,4.0,11.0,0.0
987762,18,2018-12-22 15:00:00,36,Brighton,Away,150.0,17.0,1.0,4.0,4.0,3.0,,145.0,5.0,,6.0,8.0,7.0,35.0,291.0,1.0,,18.0,26.0,14.0,8.0,,,1.0,,1.0,,,7.0,,,,,,1.0,10.0,5.0,9.0,4.0,6.0,57.0,62.0,1.0,1.0,,1.0,14.0,1.0,10.0,,1.0,5.0,5.0,11.0,,5.0,1.0,62.0,48.0,1.0,19.0,3.0,,,49.0,18.0,6.0,,,1.0,,1.0,146.0,,,,,,,8.0,,1.0,2.0,3.0,,16.0,16.0,2.0,6.0,90.0,71.0,34.0,6.0,,3.0,5.0,5.0,369.0,4.0,,50.0,79.0,26.0,,,,,147.0,147.0,6.0,26.0,23.0,42.8,,,,,14.0,0.0,99.0,,1.0,1.0,1.0,1.0,,4.0,,3.0,72.0,273.0,8.0,8.0,181.0,38.0,19.0,15.0,4.0,19.0,16.0,,115.0,6.0,230.0,1.0,,32.0,7.0,74.0,2.0,392.0,2.0,1.0,10.0,19.0,1.0,23.0,0.0,578.0,12.0,13.0,9.0,5.0,11.0,0.0
987772,19,2018-12-26 17:15:00,36,Brighton,Home,111.0,21.0,1.0,5.0,4.0,3.0,,134.0,5.0,,4.0,4.0,5.0,30.0,240.0,,,15.0,14.0,15.0,9.0,,3.0,,,,,,11.0,,,,,,,8.0,4.0,3.0,7.0,5.0,48.0,60.0,,,1.0,1.0,15.0,1.0,9.0,,,4.0,5.0,7.0,,2.0,3.0,40.0,39.0,1.0,22.0,11.0,,,52.0,10.0,3.0,,,,,,130.0,,,,,,1.0,8.0,1.0,,,11.0,,13.0,13.0,5.0,4.0,71.0,61.0,32.0,9.0,1.0,6.0,3.0,3.0,308.0,2.0,,41.0,60.0,28.0,,,,,122.0,122.0,3.0,31.0,21.0,32.0,,,1.0,1.0,15.0,0.0,75.0,2.0,1.0,3.0,,1.0,3.0,8.0,,2.0,62.0,228.0,5.0,9.0,131.0,40.0,22.0,7.0,4.0,16.0,12.0,3.0,101.0,11.0,209.0,,,18.0,6.0,64.0,1.0,324.0,,0.0,12.0,19.0,,20.0,2.0,480.0,24.0,14.0,2.0,4.0,12.0,0.0
987782,20,2018-12-29 15:00:00,36,Brighton,Home,114.0,16.0,2.0,6.0,4.0,1.0,1.0,138.0,3.0,1.0,2.0,4.0,7.0,31.0,246.0,,1.0,25.0,34.0,27.0,4.0,1.0,,1.0,,1.0,1.0,,6.0,,,,,,2.0,4.0,9.0,4.0,8.0,3.0,49.0,60.0,1.0,1.0,1.0,4.0,9.0,5.0,9.0,,,6.0,6.0,3.0,,11.0,3.0,69.0,66.0,4.0,36.0,18.0,,1.0,64.0,10.0,10.0,,,4.0,2.0,1.0,147.0,,,,,,,8.0,,,,18.0,,6.0,6.0,,2.0,70.0,76.0,23.0,6.0,1.0,1.0,4.0,3.0,331.0,3.0,3.0,44.0,64.0,31.0,,,,,167.0,167.0,7.0,24.0,23.0,44.8,,,,,9.0,0.0,83.0,3.0,1.0,4.0,,1.0,,3.0,1.0,1.0,61.0,240.0,4.0,5.0,134.0,39.0,36.0,11.0,6.0,17.0,11.0,,110.0,2.0,232.0,1.0,1.0,25.0,7.0,81.0,2.0,349.0,,0.0,11.0,23.0,1.0,39.0,0.0,587.0,25.0,18.0,6.0,6.0,12.0,0.0
