matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367640,11.0,2023-11-04 15:00:00,36,Brighton,Away,422.0,23.0,1.0,2.0,1.0,2.0,,358.0,6.0,,6.0,,11.0,25.0,778.0,,,21.0,17.0,15.0,5.0,,,,,,1.0,1.0,,,,,6.0,,,,,,,3.0,6.0,4.0,5.0,2.0,,143.0,51.0,,,,1.0,4.0,1.0,5.0,,1.0,3.0,10.0,3.0,,8.0,,43.0,43.0,1.0,12.0,4.0,,,105.0,5.0,15.0,,,4.0,1.0,1.0,258.0,,,,,,,6.0,,,,,,,,,4.0,,3.0,3.0,1.0,6.0,246.0,82.0,60.0,3.0,,3.0,2.0,2.0,846.0,,,2.0,3.0,,108.0,89.0,33.0,,,,,136.0,136.0,3.0,21.0,21.0,79.9,,,1.0,,10.0,0.0,,,,219.0,3.0,,3.0,,,4.0,,,5.0,139.0,760.0,4.0,5.0,441.0,41.0,12.0,17.0,3.0,17.0,14.0,,189.0,3.0,442.0,,,5.0,11.0,45.0,3.0,866.0,1.0,0.0,7.0,6.0,5.0,22.0,2.0,1023.0,29.0,10.0,9.0,3.0,4.0,0.0
2367651,12.0,2023-11-12 14:00:00,36,Brighton,Home,345.0,21.0,1.0,4.0,3.0,3.0,2.0,203.0,8.0,1.0,4.0,3.0,19.0,24.0,544.0,,2.0,16.0,11.0,14.0,4.0,2.0,4.0,,,,,,1.0,,,,5.0,,,,,,2.0,7.0,5.0,5.0,8.0,3.0,,128.0,50.0,1.0,,1.0,1.0,11.0,1.0,6.0,,,6.0,5.0,,,12.0,,57.0,54.0,1.0,13.0,6.0,,1.0,47.0,13.0,16.0,,,4.0,4.0,,201.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,,6.0,,3.0,3.0,,4.0,141.0,73.0,54.0,3.0,1.0,3.0,4.0,6.0,601.0,,,2.0,1.0,1.0,71.0,33.0,25.0,,,,,136.0,136.0,4.0,26.0,15.0,61.4,,2.0,,,21.0,0.0,,,,157.0,,1.0,1.0,,,4.0,,,4.0,79.0,520.0,11.0,7.0,375.0,29.0,13.0,26.0,5.0,14.0,9.0,,114.0,4.0,266.0,,2.0,13.0,19.0,45.0,3.0,627.0,1.0,1.0,11.0,13.0,3.0,16.0,3.0,806.0,29.0,12.0,11.0,6.0,7.0,0.0
2367665,13.0,2023-11-25 15:00:00,36,Brighton,Away,305.0,14.0,2.0,4.0,2.0,1.0,,178.0,9.0,,6.0,3.0,5.0,32.0,479.0,,,2.0,18.0,15.0,3.0,2.0,3.0,1.0,1.0,,,1.0,,,,,5.0,1.0,,,,,,5.0,14.0,4.0,6.0,4.0,,100.0,51.0,,,1.0,3.0,8.0,2.0,5.0,,,4.0,7.0,4.0,,8.0,2.0,43.0,44.0,3.0,31.0,18.0,,,47.0,7.0,12.0,1.0,,4.0,1.0,1.0,172.0,2.0,,2.0,2.0,,,11.0,,,2.0,1.0,,,,,18.0,,9.0,9.0,2.0,6.0,139.0,64.0,44.0,6.0,,1.0,6.0,5.0,526.0,,,8.0,,,58.0,62.0,23.0,1.0,1.0,1.0,1.0,117.0,117.0,5.0,16.0,21.0,53.3,,,3.0,,17.0,0.0,,,,140.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,5.0,83.0,460.0,8.0,7.0,331.0,23.0,31.0,9.0,4.0,16.0,12.0,1.0,111.0,2.0,236.0,1.0,,11.0,6.0,53.0,,551.0,,1.0,10.0,13.0,,7.0,6.0,733.0,20.0,15.0,4.0,4.0,8.0,0.0
2367672,14.0,2023-12-03 14:00:00,36,Brighton,Away,280.0,14.0,3.0,8.0,5.0,1.0,,308.0,4.0,,2.0,,8.0,14.0,580.0,1.0,,19.0,11.0,9.0,12.0,1.0,5.0,,,,1.0,1.0,,,,,11.0,,,,,,1.0,7.0,5.0,3.0,9.0,9.0,,107.0,50.0,,,,1.0,4.0,4.0,5.0,1.0,1.0,8.0,13.0,8.0,,5.0,1.0,41.0,53.0,1.0,10.0,3.0,,1.0,72.0,12.0,16.0,,,4.0,,1.0,189.0,2.0,1.0,1.0,1.0,1.0,,4.0,,,1.0,,,,,,3.0,,9.0,9.0,2.0,2.0,175.0,61.0,50.0,5.0,1.0,5.0,10.0,9.0,618.0,,,1.0,2.0,,94.0,70.0,42.0,1.0,1.0,1.0,,119.0,119.0,2.0,18.0,26.0,67.6,,,,,11.0,0.0,,,,174.0,1.0,1.0,2.0,1.0,,5.0,,1.0,5.0,162.0,555.0,4.0,15.0,294.0,25.0,10.0,17.0,6.0,27.0,21.0,,201.0,1.0,378.0,,,7.0,9.0,27.0,3.0,645.0,5.0,0.0,18.0,20.0,2.0,20.0,5.0,833.0,49.0,16.0,9.0,8.0,9.0,0.0
2367679,15.0,2023-12-06 19:30:00,36,Brighton,Home,197.0,23.0,3.0,4.0,1.0,4.0,,333.0,1.0,,3.0,5.0,5.0,34.0,526.0,3.0,1.0,16.0,13.0,25.0,8.0,3.0,6.0,,,,,,,,,,12.0,,,,,,,9.0,8.0,,12.0,6.0,,122.0,62.0,1.0,1.0,,1.0,6.0,4.0,7.0,1.0,,7.0,3.0,2.0,2.0,13.0,,58.0,58.0,1.0,20.0,13.0,,1.0,68.0,10.0,8.0,,,,,,190.0,2.0,,2.0,2.0,,,2.0,,,2.0,1.0,,,,,13.0,,8.0,8.0,1.0,3.0,153.0,69.0,50.0,3.0,,4.0,9.0,7.0,591.0,,,4.0,,,115.0,39.0,36.0,1.0,1.0,1.0,,137.0,137.0,7.0,14.0,33.0,61.6,,,3.0,1.0,13.0,0.0,,,,143.0,1.0,,,,,7.0,1.0,,5.0,164.0,513.0,6.0,13.0,219.0,39.0,20.0,25.0,7.0,12.0,5.0,,206.0,7.0,401.0,1.0,,13.0,5.0,56.0,1.0,608.0,3.0,0.0,18.0,15.0,2.0,17.0,3.0,793.0,35.0,17.0,10.0,7.0,9.0,0.0
2367689,16.0,2023-12-09 15:00:00,36,Brighton,Home,333.0,15.0,2.0,9.0,7.0,2.0,,381.0,5.0,,11.0,,8.0,16.0,705.0,2.0,,19.0,15.0,19.0,20.0,1.0,4.0,1.0,,,1.0,2.0,,,,,23.0,,,,,,,3.0,5.0,1.0,23.0,6.0,,131.0,65.0,3.0,3.0,1.0,2.0,4.0,7.0,7.0,,,9.0,11.0,13.0,,18.0,1.0,55.0,47.0,2.0,2.0,,,,76.0,5.0,8.0,,,2.0,,2.0,214.0,1.0,,1.0,1.0,,,5.0,,,1.0,2.0,,,,,,,5.0,5.0,,11.0,226.0,72.0,60.0,1.0,1.0,10.0,12.0,11.0,761.0,,,2.0,4.0,,135.0,59.0,54.0,,,,,139.0,139.0,7.0,20.0,27.0,72.0,,,1.0,,10.0,0.0,,,,206.0,2.0,,2.0,,1.0,11.0,1.0,,5.0,194.0,689.0,4.0,22.0,355.0,29.0,2.0,18.0,7.0,31.0,24.0,1.0,229.0,4.0,453.0,2.0,,3.0,9.0,27.0,2.0,777.0,4.0,0.0,29.0,13.0,,19.0,0.0,979.0,62.0,11.0,8.0,9.0,6.0,0.0
2367699,17.0,2023-12-17 14:00:00,36,Brighton,Away,318.0,17.0,,2.0,2.0,1.0,,179.0,9.0,1.0,4.0,1.0,7.0,15.0,495.0,,,10.0,8.0,10.0,6.0,,,,,,,,,,,,6.0,,,,,,,9.0,20.0,6.0,5.0,1.0,,93.0,39.0,1.0,1.0,,,10.0,2.0,11.0,1.0,,1.0,6.0,3.0,,6.0,1.0,40.0,42.0,,21.0,10.0,1.0,,44.0,9.0,10.0,,,,,,144.0,,,,,,,9.0,,,,,,,,,10.0,,3.0,3.0,,4.0,155.0,30.0,18.0,10.0,,3.0,3.0,1.0,526.0,,,10.0,,,33.0,35.0,15.0,,,,,94.0,94.0,1.0,20.0,10.0,51.2,,,,1.0,15.0,0.0,,,,158.0,6.0,1.0,6.0,1.0,,3.0,,,5.0,77.0,472.0,10.0,6.0,349.0,36.0,21.0,10.0,1.0,10.0,9.0,,93.0,2.0,211.0,,1.0,11.0,7.0,37.0,1.0,550.0,,0.0,6.0,18.0,1.0,11.0,3.0,708.0,13.0,17.0,4.0,1.0,7.0,0.0
2367709,18.0,2023-12-21 20:00:00,36,Brighton,Away,352.0,20.0,1.0,4.0,3.0,,,344.0,6.0,,9.0,,18.0,22.0,692.0,,,10.0,10.0,13.0,10.0,2.0,1.0,,,,,,,,,,16.0,,,,,,1.0,11.0,10.0,1.0,10.0,8.0,,125.0,60.0,3.0,3.0,,1.0,10.0,5.0,8.0,,,1.0,5.0,7.0,,12.0,,57.0,51.0,1.0,10.0,3.0,1.0,,81.0,11.0,12.0,,1.0,2.0,1.0,,192.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,,3.0,,7.0,7.0,,9.0,227.0,58.0,46.0,3.0,,5.0,8.0,6.0,739.0,,,5.0,3.0,,77.0,55.0,39.0,,,,,129.0,129.0,6.0,19.0,26.0,65.9,,,1.0,,22.0,0.0,,,,215.0,1.0,1.0,2.0,,,7.0,1.0,1.0,4.0,151.0,673.0,10.0,13.0,365.0,39.0,10.0,22.0,1.0,14.0,13.0,,193.0,1.0,408.0,,,4.0,18.0,39.0,2.0,759.0,1.0,0.0,18.0,20.0,,11.0,2.0,958.0,32.0,17.0,6.0,1.0,11.0,0.0
2367721,19.0,2023-12-28 19:30:00,36,Brighton,Home,240.0,15.0,3.0,4.0,1.0,1.0,1.0,143.0,8.0,1.0,1.0,8.0,7.0,22.0,379.0,1.0,1.0,12.0,8.0,8.0,3.0,3.0,5.0,,,,,,,,,1.0,7.0,2.0,,,,2.0,1.0,18.0,14.0,5.0,13.0,2.0,,88.0,68.0,3.0,4.0,3.0,2.0,8.0,3.0,13.0,,1.0,7.0,3.0,1.0,1.0,8.0,,55.0,36.0,2.0,29.0,11.0,1.0,,40.0,18.0,6.0,2.0,,3.0,1.0,,158.0,2.0,1.0,1.0,1.0,1.0,,11.0,,,1.0,1.0,,,,,11.0,2.0,13.0,13.0,3.0,1.0,99.0,52.0,29.0,6.0,,1.0,7.0,9.0,435.0,,,8.0,2.0,,63.0,41.0,23.0,,,,2.0,122.0,122.0,6.0,30.0,24.0,45.2,2.0,,,,14.0,0.0,,,,114.0,1.0,,1.0,,,3.0,1.0,1.0,5.0,65.0,360.0,8.0,8.0,276.0,21.0,29.0,14.0,6.0,11.0,5.0,,88.0,3.0,194.0,1.0,1.0,28.0,7.0,54.0,2.0,459.0,1.0,0.0,15.0,16.0,2.0,13.0,3.0,658.0,24.0,14.0,6.0,7.0,12.0,0.0
2367736,20.0,2024-01-02 19:30:00,36,Brighton,Away,365.0,29.0,,4.0,4.0,,,437.0,8.0,1.0,6.0,,10.0,23.0,798.0,2.0,1.0,18.0,8.0,11.0,18.0,,,,,,,,,,,,20.0,,,,,,2.0,6.0,4.0,2.0,17.0,5.0,,148.0,55.0,2.0,3.0,,1.0,7.0,5.0,5.0,,,,12.0,1.0,,10.0,1.0,37.0,30.0,1.0,15.0,9.0,,,78.0,6.0,4.0,,,1.0,,,210.0,,,,,,,8.0,,,,2.0,,,,,9.0,,8.0,8.0,1.0,6.0,253.0,65.0,55.0,2.0,,7.0,11.0,8.0,849.0,,,,1.0,,118.0,84.0,27.0,,,,,114.0,114.0,5.0,22.0,19.0,68.6,,,,,14.0,0.0,,,,254.0,1.0,1.0,2.0,1.0,,9.0,1.0,,3.0,194.0,782.0,7.0,19.0,388.0,39.0,15.0,11.0,,13.0,13.0,,225.0,2.0,490.0,2.0,1.0,5.0,10.0,34.0,1.0,865.0,2.0,0.0,22.0,12.0,2.0,20.0,0.0,1028.0,41.0,16.0,3.0,,6.0,0.0
2367741,21.0,2024-01-22 19:45:00,36,Brighton,Home,336.0,12.0,3.0,8.0,5.0,3.0,1.0,389.0,7.0,2.0,5.0,,13.0,19.0,717.0,,1.0,18.0,4.0,11.0,8.0,3.0,3.0,,,,,,,,,,6.0,,,,,,2.0,9.0,4.0,4.0,8.0,3.0,,150.0,55.0,2.0,2.0,,,7.0,6.0,5.0,,,8.0,13.0,11.0,,14.0,3.0,39.0,43.0,,7.0,4.0,,,83.0,10.0,13.0,,,2.0,2.0,,242.0,,,,,,,7.0,,,,,,,,,4.0,1.0,7.0,7.0,,5.0,208.0,64.0,44.0,2.0,,1.0,10.0,4.0,769.0,,,,2.0,,115.0,51.0,42.0,,,,,135.0,135.0,8.0,16.0,24.0,71.8,,,,,13.0,0.0,,,,191.0,2.0,1.0,3.0,1.0,,1.0,,,5.0,209.0,695.0,7.0,11.0,352.0,29.0,7.0,12.0,6.0,32.0,26.0,,246.0,5.0,471.0,,3.0,10.0,15.0,41.0,3.0,791.0,,0.0,11.0,13.0,2.0,18.0,1.0,966.0,43.0,12.0,6.0,8.0,10.0,0.0
2367751,22.0,2024-01-30 19:45:00,36,Brighton,Away,299.0,17.0,2.0,2.0,,1.0,,118.0,3.0,,3.0,1.0,10.0,16.0,415.0,,1.0,21.0,14.0,13.0,3.0,1.0,2.0,,,,,,,,,,7.0,,,,,,,14.0,13.0,5.0,7.0,2.0,,100.0,79.0,2.0,4.0,,1.0,9.0,3.0,18.0,,,4.0,,3.0,,13.0,3.0,61.0,60.0,1.0,17.0,11.0,,2.0,56.0,14.0,13.0,,,1.0,,,203.0,,,,,,,3.0,,,,,,,,,11.0,,5.0,5.0,,3.0,127.0,74.0,27.0,7.0,,2.0,2.0,2.0,514.0,,,8.0,1.0,,34.0,32.0,20.0,,,,,173.0,173.0,8.0,41.0,22.0,59.1,,,,,26.0,0.0,,,,112.0,4.0,,4.0,1.0,,4.0,,,5.0,57.0,393.0,9.0,5.0,336.0,37.0,17.0,12.0,3.0,6.0,3.0,,112.0,4.0,212.0,,1.0,27.0,13.0,63.0,1.0,542.0,,0.0,9.0,26.0,3.0,25.0,2.0,728.0,13.0,19.0,8.0,4.0,13.0,0.0
2367761,23.0,2024-02-03 15:00:00,36,Brighton,Home,555.0,34.0,1.0,5.0,4.0,2.0,,267.0,1.0,,5.0,4.0,22.0,28.0,817.0,,1.0,14.0,3.0,5.0,6.0,1.0,1.0,,,,,,,,,,10.0,,,,,,2.0,7.0,3.0,4.0,9.0,4.0,,178.0,55.0,3.0,,3.0,2.0,6.0,7.0,6.0,,,3.0,5.0,3.0,1.0,9.0,3.0,33.0,50.0,2.0,3.0,2.0,,2.0,43.0,8.0,14.0,2.0,1.0,3.0,,,183.0,4.0,1.0,4.0,3.0,1.0,,1.0,,,3.0,1.0,,,,,2.0,,11.0,11.0,,5.0,233.0,53.0,44.0,2.0,1.0,,11.0,6.0,850.0,,,1.0,1.0,,75.0,46.0,17.0,,,,,95.0,95.0,3.0,21.0,23.0,68.9,,,,,15.0,0.0,,,,276.0,2.0,2.0,4.0,,,,,,5.0,93.0,797.0,6.0,11.0,578.0,40.0,3.0,15.0,2.0,10.0,8.0,,113.0,2.0,302.0,1.0,,6.0,23.0,34.0,2.0,870.0,,0.0,13.0,23.0,1.0,15.0,1.0,1039.0,17.0,16.0,8.0,3.0,15.0,0.0
2367775,24.0,2024-02-10 15:00:00,36,Brighton,Away,251.0,19.0,1.0,3.0,2.0,,,146.0,5.0,2.0,5.0,4.0,3.0,20.0,394.0,1.0,,19.0,10.0,3.0,3.0,,,,,,,,,,,,5.0,1.0,,,,,,12.0,10.0,6.0,5.0,1.0,,81.0,59.0,1.0,1.0,1.0,1.0,14.0,2.0,11.0,,,6.0,6.0,2.0,,6.0,1.0,44.0,41.0,1.0,24.0,8.0,,,32.0,13.0,14.0,,,3.0,3.0,,144.0,,,,,,,5.0,,,,,,,,,8.0,,13.0,13.0,4.0,5.0,128.0,48.0,23.0,9.0,1.0,1.0,2.0,3.0,454.0,,,6.0,2.0,,45.0,35.0,24.0,,,,1.0,134.0,134.0,8.0,23.0,18.0,47.5,,3.0,,,22.0,0.0,,,,122.0,3.0,1.0,4.0,,,1.0,,,5.0,65.0,377.0,14.0,3.0,280.0,34.0,24.0,12.0,6.0,17.0,11.0,,94.0,2.0,212.0,,2.0,15.0,3.0,40.0,6.0,475.0,1.0,0.0,6.0,16.0,2.0,22.0,3.0,683.0,24.0,18.0,8.0,6.0,10.0,0.0
2367786,25.0,2024-02-18 14:00:00,36,Brighton,Away,284.0,17.0,3.0,10.0,7.0,,1.0,545.0,7.0,,4.0,,13.0,17.0,819.0,,1.0,13.0,7.0,17.0,12.0,3.0,5.0,,,,,,,,,,18.0,,,,,,1.0,5.0,3.0,3.0,19.0,5.0,,155.0,46.0,3.0,3.0,2.0,,7.0,9.0,9.0,,,10.0,18.0,12.0,,5.0,1.0,28.0,37.0,,13.0,8.0,,,100.0,5.0,3.0,1.0,,2.0,1.0,,199.0,2.0,,2.0,1.0,1.0,,7.0,,,3.0,1.0,,,,1.0,8.0,,4.0,4.0,,4.0,263.0,55.0,44.0,5.0,3.0,3.0,14.0,10.0,858.0,,,3.0,,,123.0,90.0,51.0,,,,,108.0,108.0,5.0,17.0,19.0,79.4,,,,,14.0,0.0,,,,254.0,1.0,,1.0,3.0,,5.0,,,5.0,289.0,806.0,7.0,17.0,298.0,24.0,13.0,5.0,9.0,40.0,31.0,,317.0,,613.0,1.0,,2.0,14.0,24.0,2.0,871.0,1.0,0.0,24.0,15.0,2.0,13.0,4.0,1044.0,50.0,16.0,2.0,10.0,10.0,0.0
2367791,26.0,2024-02-24 15:00:00,36,Brighton,Home,331.0,20.0,4.0,7.0,3.0,1.0,,249.0,7.0,1.0,9.0,1.0,10.0,24.0,573.0,1.0,,10.0,11.0,18.0,16.0,3.0,5.0,,1.0,,,1.0,,,,,15.0,,,,,,2.0,8.0,5.0,1.0,17.0,6.0,,111.0,53.0,1.0,1.0,,,4.0,11.0,12.0,1.0,,11.0,8.0,7.0,1.0,8.0,,44.0,61.0,,12.0,6.0,,,66.0,9.0,14.0,,,2.0,1.0,1.0,192.0,1.0,,1.0,,1.0,,7.0,,,,1.0,,,,,6.0,,4.0,4.0,1.0,9.0,173.0,56.0,44.0,3.0,,4.0,16.0,7.0,613.0,,,2.0,1.0,,72.0,62.0,36.0,,,,,116.0,116.0,5.0,17.0,20.0,64.6,,,1.0,,10.0,0.0,,,,162.0,2.0,,1.0,,,5.0,2.0,,5.0,130.0,549.0,4.0,20.0,349.0,34.0,12.0,18.0,10.0,26.0,16.0,,164.0,1.0,315.0,1.0,1.0,8.0,12.0,40.0,1.0,638.0,2.0,1.0,23.0,16.0,,11.0,2.0,825.0,40.0,16.0,13.0,11.0,8.0,0.0
2367801,27.0,2024-03-02 15:00:00,36,Brighton,Away,345.0,15.0,3.0,6.0,3.0,,,321.0,5.0,1.0,6.0,1.0,10.0,21.0,660.0,,2.0,16.0,12.0,17.0,12.0,1.0,4.0,,,,,,,,,1.0,11.0,,,,,1.0,,10.0,9.0,3.0,10.0,5.0,,119.0,55.0,1.0,2.0,,,12.0,3.0,4.0,,,6.0,15.0,6.0,,14.0,1.0,49.0,60.0,,12.0,7.0,1.0,2.0,77.0,10.0,16.0,,,2.0,1.0,,213.0,,,,,,,6.0,,,,1.0,,,,1.0,7.0,1.0,8.0,8.0,,6.0,192.0,84.0,62.0,2.0,,7.0,6.0,5.0,716.0,,,3.0,,,91.0,78.0,45.0,,,,,144.0,144.0,4.0,19.0,24.0,70.5,1.0,,,,24.0,0.0,,,,218.0,,2.0,2.0,,,7.0,,,5.0,149.0,635.0,12.0,13.0,362.0,25.0,12.0,21.0,6.0,28.0,22.0,,195.0,2.0,408.0,1.0,1.0,8.0,10.0,40.0,4.0,742.0,,0.0,15.0,16.0,3.0,17.0,2.0,948.0,41.0,11.0,11.0,6.0,12.0,0.0
2367811,28.0,2024-03-10 14:00:00,36,Brighton,Home,400.0,23.0,2.0,3.0,1.0,1.0,1.0,226.0,10.0,,5.0,2.0,15.0,28.0,623.0,,,5.0,6.0,9.0,4.0,2.0,2.0,,,,,,,,,,5.0,,,,,,3.0,14.0,6.0,3.0,6.0,4.0,,149.0,50.0,,,,,8.0,3.0,8.0,,,6.0,7.0,2.0,,8.0,1.0,41.0,39.0,,19.0,9.0,,1.0,44.0,14.0,13.0,,,5.0,3.0,,207.0,,,,,,,10.0,,,,,,,,,9.0,,5.0,5.0,,5.0,164.0,70.0,57.0,3.0,,2.0,4.0,3.0,655.0,,,1.0,2.0,,77.0,61.0,17.0,,,,,107.0,107.0,4.0,20.0,21.0,64.0,,,,,26.0,0.0,,,,160.0,2.0,2.0,4.0,1.0,,4.0,1.0,,5.0,90.0,600.0,8.0,6.0,420.0,32.0,19.0,13.0,4.0,16.0,12.0,,117.0,3.0,276.0,,,7.0,15.0,39.0,1.0,680.0,,0.0,10.0,9.0,1.0,7.0,4.0,847.0,17.0,19.0,8.0,6.0,5.0,0.0
2367819,29.0,2024-04-25 20:00:00,36,Brighton,Home,291.0,10.0,2.0,4.0,2.0,,,89.0,6.0,3.0,4.0,5.0,5.0,15.0,376.0,1.0,1.0,9.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,6.0,,,,,,,5.0,10.0,4.0,5.0,2.0,,78.0,40.0,1.0,1.0,,1.0,5.0,1.0,4.0,,,4.0,6.0,2.0,,8.0,,27.0,27.0,1.0,14.0,5.0,1.0,,28.0,10.0,3.0,,,,,,110.0,,,,,,,6.0,,,,,,,,,5.0,,10.0,10.0,2.0,4.0,110.0,29.0,17.0,4.0,,2.0,2.0,3.0,406.0,,,4.0,,,25.0,30.0,13.0,,,,,83.0,83.0,4.0,17.0,14.0,35.3,,,,,16.0,0.0,,,,123.0,1.0,1.0,2.0,1.0,,3.0,1.0,,4.0,37.0,362.0,5.0,4.0,310.0,18.0,14.0,10.0,4.0,12.0,8.0,,53.0,2.0,123.0,,3.0,10.0,5.0,27.0,5.0,421.0,1.0,0.0,7.0,15.0,1.0,9.0,2.0,555.0,17.0,14.0,7.0,4.0,6.0,0.0
2367832,30.0,2024-03-31 14:00:00,36,Brighton,Away,301.0,16.0,1.0,3.0,2.0,,1.0,116.0,15.0,,6.0,1.0,3.0,19.0,414.0,1.0,,6.0,10.0,8.0,4.0,2.0,1.0,,,,,,,,,,7.0,,,,,,1.0,5.0,20.0,10.0,7.0,2.0,,73.0,58.0,,,,,8.0,2.0,10.0,,,4.0,4.0,5.0,,8.0,3.0,43.0,64.0,,23.0,9.0,,,35.0,6.0,20.0,1.0,,2.0,3.0,,154.0,,,,,,,15.0,,,1.0,3.0,,,,1.0,9.0,,9.0,9.0,1.0,7.0,125.0,43.0,28.0,8.0,,3.0,3.0,3.0,444.0,,,10.0,3.0,,63.0,18.0,25.0,,,,,124.0,124.0,2.0,24.0,22.0,45.7,,3.0,,,22.0,0.0,,,,132.0,5.0,1.0,6.0,,,4.0,,,4.0,59.0,375.0,8.0,6.0,334.0,30.0,23.0,19.0,4.0,16.0,12.0,,83.0,,166.0,3.0,,13.0,4.0,41.0,3.0,484.0,2.0,0.0,9.0,28.0,,6.0,3.0,694.0,15.0,15.0,8.0,4.0,14.0,0.0
2367840,31.0,2024-04-03 19:30:00,36,Brighton,Away,209.0,16.0,3.0,7.0,4.0,2.0,,403.0,8.0,,6.0,4.0,21.0,17.0,605.0,,1.0,10.0,14.0,16.0,20.0,1.0,2.0,1.0,,,,,,,,,22.0,,,,,,,12.0,4.0,1.0,13.0,11.0,,117.0,50.0,1.0,1.0,,2.0,8.0,7.0,8.0,,1.0,5.0,8.0,8.0,,8.0,1.0,47.0,51.0,2.0,12.0,8.0,,,65.0,12.0,8.0,,,1.0,,,172.0,,,,,,,8.0,,,,2.0,,,,1.0,8.0,,8.0,8.0,1.0,6.0,196.0,61.0,42.0,1.0,,10.0,11.0,6.0,639.0,,,1.0,,,132.0,29.0,30.0,,,,,105.0,105.0,3.0,9.0,28.0,67.0,,,,,13.0,0.0,,,,177.0,2.0,,2.0,2.0,1.0,11.0,,,4.0,213.0,583.0,8.0,21.0,224.0,25.0,12.0,20.0,4.0,20.0,16.0,1.0,239.0,4.0,458.0,2.0,,15.0,22.0,36.0,,662.0,,0.0,24.0,14.0,1.0,10.0,1.0,842.0,27.0,20.0,13.0,5.0,7.0,0.0
