matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenPost,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128401,12.0,2020-12-13 19:15:00,36,Brighton,Away,219.0,23.0,1.0,3.0,2.0,1.0,1.0,156.0,7.0,,7.0,4.0,5.0,34.0,372.0,,1.0,9.0,15.0,10.0,6.0,3.0,3.0,,0.0,,,,,,,,6.0,0.0,,,,,,3.0,5.0,13.0,2.0,6.0,6.0,,81.0,54.0,1.0,1.0,,2.0,17.0,4.0,9.0,,,5.0,4.0,3.0,0.0,7.0,1.0,45.0,53.0,2.0,11.0,3.0,,,,,,,,24.0,56.0,10.0,8.0,,,3.0,3.0,,136.0,,,,,,8.0,,,0.0,,,,,,3.0,,15.0,15.0,2.0,0.0,8.0,106.0,45.0,27.0,9.0,0.0,4.0,5.0,4.0,432.0,,,4.0,2.0,0.0,41.0,77.0,24.0,,,,,120.0,120.0,2.0,22.0,22.0,45.9,,,,1.0,17.0,0.0,,,,132.0,3.0,,3.0,,,,4.0,,0.0,3.0,14.0,72.0,351.0,9.0,9.0,243.0,40.0,11.0,15.0,4.0,14.0,10.0,,110.0,3.0,226.0,,,16.0,5.0,60.0,1.0,455.0,1.0,0.0,12.0,25.0,1.0,13.0,1.0,629.0,11.0,6.0,0.0,10.0,5.0,14.0,0.0
2128408,13.0,2020-12-16 20:00:00,36,Brighton,Away,195.0,22.0,3.0,4.0,1.0,1.0,,157.0,2.0,,4.0,2.0,5.0,40.0,348.0,,,27.0,13.0,15.0,4.0,2.0,4.0,,,,1.0,1.0,,1.0,,,4.0,,,,1.0,,,,4.0,7.0,2.0,5.0,4.0,,67.0,76.0,2.0,2.0,,1.0,19.0,1.0,13.0,,1.0,8.0,11.0,4.0,,10.0,4.0,52.0,53.0,1.0,5.0,3.0,,,,,,,,31.0,75.0,11.0,14.0,,,1.0,1.0,1.0,201.0,,,,,,6.0,,,,,,,,1.0,3.0,1.0,11.0,11.0,1.0,,4.0,112.0,83.0,34.0,1.0,,3.0,3.0,4.0,455.0,,,2.0,1.0,,81.0,67.0,27.0,,,,,195.0,195.0,9.0,26.0,32.0,53.6,1.0,,,,19.0,0.0,,,,101.0,4.0,,4.0,,,,4.0,,,3.0,13.0,71.0,330.0,9.0,7.0,229.0,58.0,5.0,15.0,7.0,23.0,16.0,,143.0,5.0,275.0,,,9.0,5.0,88.0,2.0,481.0,1.0,0.0,9.0,16.0,,32.0,0.0,689.0,17.0,19.0,,9.0,8.0,5.0,0.0
2128416,14.0,2020-12-20 12:00:00,36,Brighton,Home,199.0,15.0,7.0,12.0,5.0,2.0,,276.0,6.0,,7.0,1.0,2.0,32.0,463.0,,,23.0,27.0,23.0,14.0,4.0,7.0,,,,,,,,,,13.0,,,,1.0,,,1.0,4.0,3.0,2.0,16.0,5.0,,62.0,49.0,2.0,3.0,1.0,,11.0,8.0,5.0,,,14.0,16.0,6.0,,8.0,1.0,52.0,54.0,,6.0,2.0,,,,,,,,27.0,53.0,9.0,11.0,,,4.0,3.0,,141.0,,,,,,6.0,,,,2.0,,,,,2.0,1.0,1.0,1.0,,,8.0,174.0,50.0,27.0,2.0,,7.0,11.0,5.0,525.0,,,,1.0,,61.0,96.0,48.0,,,,,138.0,138.0,2.0,24.0,15.0,73.5,1.0,,1.0,,11.0,0.0,,,,168.0,,2.0,2.0,,3.0,,8.0,1.0,,3.0,13.0,157.0,444.0,4.0,18.0,221.0,38.0,6.0,13.0,12.0,37.0,25.0,,198.0,2.0,361.0,2.0,,12.0,2.0,55.0,1.0,545.0,1.0,0.0,21.0,12.0,,24.0,1.0,726.0,39.0,15.0,,9.0,14.0,3.0,0.0
2128434,15.0,2020-12-27 14:15:00,36,Brighton,Away,262.0,17.0,1.0,3.0,2.0,1.0,,209.0,3.0,,5.0,7.0,4.0,41.0,468.0,,,18.0,23.0,16.0,9.0,1.0,2.0,,,,,,,,,,11.0,,,,,,,,4.0,8.0,3.0,8.0,5.0,,79.0,63.0,,,2.0,2.0,16.0,5.0,6.0,,1.0,4.0,5.0,5.0,1.0,9.0,,51.0,42.0,2.0,17.0,10.0,,,,,,,,31.0,56.0,8.0,5.0,1.0,,1.0,,,167.0,,,,,,7.0,,,1.0,,,,,,10.0,,12.0,12.0,2.0,,5.0,175.0,66.0,31.0,5.0,,4.0,6.0,4.0,552.0,,,5.0,2.0,,84.0,41.0,28.0,,,,,147.0,147.0,3.0,26.0,24.0,56.4,,2.0,,,16.0,0.0,,,,153.0,2.0,,2.0,,,,4.0,,,3.0,18.0,96.0,452.0,8.0,10.0,294.0,46.0,17.0,15.0,3.0,13.0,10.0,,142.0,6.0,293.0,,,23.0,4.0,83.0,1.0,574.0,,0.0,13.0,11.0,,20.0,0.0,748.0,22.0,12.0,,10.0,4.0,7.0,0.0
2128436,16.0,2020-12-29 18:00:00,36,Brighton,Home,221.0,20.0,2.0,8.0,6.0,1.0,,191.0,5.0,,7.0,5.0,6.0,35.0,404.0,,1.0,22.0,12.0,24.0,8.0,2.0,6.0,,,,,,,,,,7.0,,,,,,,,4.0,9.0,2.0,9.0,4.0,,94.0,64.0,,,,1.0,20.0,6.0,5.0,,1.0,5.0,17.0,4.0,,6.0,,37.0,58.0,1.0,7.0,5.0,,,,,,,,26.0,55.0,11.0,4.0,,,1.0,2.0,,169.0,,,,,,8.0,,,,2.0,,,,,5.0,,7.0,7.0,,,7.0,105.0,61.0,39.0,4.0,,3.0,7.0,2.0,478.0,,,2.0,,,74.0,66.0,29.0,,,,,122.0,122.0,8.0,22.0,25.0,49.7,,,,,20.0,0.0,,,,124.0,2.0,,2.0,,,,5.0,2.0,,3.0,9.0,93.0,394.0,8.0,10.0,248.0,40.0,7.0,17.0,4.0,27.0,23.0,,132.0,6.0,271.0,2.0,,17.0,7.0,62.0,,492.0,1.0,0.0,13.0,17.0,1.0,23.0,2.0,661.0,23.0,4.0,,13.0,5.0,10.0,0.0
2128446,17.0,2021-01-02 17:30:00,36,Brighton,Home,269.0,18.0,3.0,8.0,5.0,1.0,,213.0,4.0,,4.0,2.0,,28.0,474.0,,,15.0,9.0,19.0,7.0,1.0,4.0,,,,,,1.0,,,,8.0,1.0,,,1.0,,,,7.0,8.0,4.0,10.0,3.0,,97.0,58.0,1.0,1.0,2.0,2.0,16.0,6.0,16.0,,,5.0,11.0,2.0,1.0,8.0,1.0,51.0,54.0,2.0,11.0,9.0,,,,,,,,28.0,69.0,13.0,7.0,2.0,,3.0,1.0,,161.0,2.0,1.0,2.0,1.0,1.0,4.0,,,1.0,1.0,,,,,9.0,1.0,15.0,15.0,1.0,,4.0,154.0,59.0,40.0,8.0,,1.0,9.0,4.0,533.0,,,3.0,1.0,1.0,60.0,69.0,35.0,1.0,1.0,1.0,1.0,117.0,117.0,3.0,19.0,31.0,54.5,1.0,2.0,1.0,,16.0,0.0,,,,136.0,1.0,1.0,2.0,,,,3.0,1.0,,3.0,12.0,85.0,460.0,10.0,10.0,282.0,48.0,11.0,12.0,5.0,19.0,14.0,,136.0,1.0,285.0,1.0,,6.0,1.0,53.0,1.0,548.0,1.0,0.0,13.0,21.0,,17.0,2.0,720.0,29.0,15.0,,7.0,5.0,9.0,0.0
2128465,18.0,2021-01-13 18:00:00,36,Brighton,Away,178.0,17.0,,1.0,1.0,2.0,,121.0,10.0,,3.0,1.0,1.0,20.0,298.0,,,12.0,16.0,10.0,4.0,,1.0,,,,,,,,,,4.0,,,,,,,,8.0,13.0,3.0,2.0,3.0,,57.0,63.0,,,,1.0,20.0,1.0,18.0,,,4.0,9.0,1.0,,10.0,3.0,61.0,46.0,1.0,17.0,10.0,,,,,,,,24.0,34.0,12.0,4.0,,,1.0,1.0,,135.0,,,,,,12.0,,,,,,,,,10.0,,11.0,11.0,5.0,,3.0,93.0,42.0,25.0,8.0,,3.0,1.0,1.0,364.0,,,6.0,1.0,,42.0,48.0,15.0,,1.0,1.0,,125.0,125.0,7.0,30.0,21.0,34.9,,,,,20.0,0.0,,,,99.0,4.0,1.0,5.0,,,,3.0,,,3.0,9.0,56.0,284.0,7.0,4.0,214.0,37.0,17.0,17.0,4.0,15.0,11.0,,87.0,4.0,185.0,,,14.0,2.0,48.0,2.0,384.0,2.0,0.0,5.0,21.0,,12.0,2.0,544.0,12.0,6.0,,11.0,4.0,15.0,0.0
2128469,19.0,2021-01-16 15:00:00,36,Brighton,Away,91.0,14.0,,,,3.0,,120.0,6.0,1.0,2.0,9.0,1.0,27.0,211.0,1.0,,17.0,14.0,14.0,5.0,,,,,,,,,,,,6.0,,,,,,,1.0,3.0,4.0,3.0,5.0,2.0,,45.0,70.0,1.0,,1.0,3.0,18.0,2.0,18.0,,,2.0,10.0,1.0,,8.0,,54.0,40.0,3.0,23.0,15.0,,,,,,,,35.0,56.0,9.0,8.0,1.0,,1.0,1.0,,147.0,1.0,,1.0,1.0,,11.0,,,1.0,2.0,,,,,15.0,1.0,13.0,13.0,2.0,,2.0,51.0,68.0,35.0,5.0,,3.0,3.0,2.0,275.0,,,2.0,,,41.0,33.0,29.0,,,,,145.0,145.0,5.0,34.0,21.0,33.4,,,,,18.0,0.0,,,,62.0,2.0,,2.0,,1.0,,3.0,,,3.0,21.0,70.0,197.0,10.0,6.0,112.0,30.0,23.0,14.0,2.0,14.0,12.0,,121.0,7.0,207.0,2.0,1.0,28.0,1.0,68.0,,305.0,1.0,0.0,7.0,10.0,1.0,27.0,1.0,480.0,17.0,14.0,,9.0,2.0,3.0,0.0
2128476,20.0,2021-01-27 19:30:00,36,Brighton,Home,116.0,13.0,2.0,8.0,6.0,,1.0,185.0,6.0,,1.0,7.0,3.0,25.0,293.0,,,17.0,26.0,28.0,12.0,3.0,2.0,1.0,,1.0,,1.0,,,,,10.0,,,,,,,3.0,7.0,8.0,2.0,12.0,4.0,,58.0,65.0,3.0,3.0,,4.0,29.0,6.0,11.0,1.0,,10.0,18.0,3.0,,8.0,,58.0,78.0,4.0,6.0,2.0,,,,,,,,36.0,66.0,10.0,14.0,,,5.0,3.0,1.0,163.0,,,,,,8.0,,,,,,,,,2.0,,14.0,14.0,2.0,,1.0,100.0,72.0,29.0,,,4.0,11.0,5.0,391.0,,,3.0,2.0,,57.0,66.0,42.0,,,,,176.0,176.0,8.0,16.0,36.0,49.5,,,,,29.0,0.0,,,,90.0,3.0,,2.0,,1.0,1.0,5.0,,,1.0,20.0,99.0,279.0,16.0,15.0,139.0,36.0,6.0,17.0,10.0,34.0,24.0,1.0,153.0,5.0,306.0,,,25.0,5.0,64.0,3.0,411.0,,0.0,16.0,23.0,,22.0,2.0,627.0,38.0,10.0,,13.0,10.0,14.0,0.0
2128487,21.0,2021-01-31 19:15:00,36,Brighton,Home,148.0,11.0,2.0,9.0,7.0,2.0,1.0,188.0,,,5.0,4.0,5.0,19.0,327.0,1.0,,13.0,11.0,7.0,13.0,2.0,4.0,2.0,,,,,,,,,12.0,,,,,1.0,,,9.0,3.0,5.0,11.0,5.0,,54.0,75.0,1.0,1.0,,2.0,16.0,4.0,16.0,,,9.0,11.0,5.0,,7.0,1.0,51.0,44.0,2.0,15.0,6.0,,,,,,,,36.0,49.0,11.0,11.0,1.0,,3.0,2.0,,161.0,1.0,,1.0,1.0,,4.0,,,1.0,,,,,,6.0,1.0,21.0,21.0,1.0,,5.0,95.0,64.0,26.0,2.0,,7.0,9.0,5.0,390.0,,,3.0,3.0,,60.0,63.0,47.0,,,,,138.0,138.0,6.0,30.0,32.0,43.2,1.0,,,,16.0,0.0,,,,97.0,2.0,2.0,4.0,,,2.0,7.0,,,3.0,21.0,113.0,317.0,11.0,16.0,160.0,33.0,15.0,13.0,8.0,26.0,18.0,2.0,155.0,2.0,273.0,,,14.0,6.0,48.0,1.0,407.0,2.0,0.0,16.0,19.0,,16.0,2.0,619.0,49.0,21.0,,7.0,9.0,12.0,0.0
2128503,22.0,2021-02-03 20:15:00,36,Brighton,Away,181.0,17.0,2.0,6.0,4.0,5.0,1.0,127.0,8.0,1.0,6.0,2.0,5.0,30.0,302.0,,,11.0,9.0,18.0,6.0,3.0,3.0,,,,,,,,,,7.0,,,,,,,2.0,2.0,5.0,6.0,12.0,1.0,,62.0,76.0,1.0,,1.0,3.0,18.0,2.0,6.0,,,3.0,5.0,3.0,,7.0,,32.0,47.0,3.0,29.0,13.0,,,,,,,,28.0,55.0,6.0,12.0,,,,1.0,,159.0,1.0,,,1.0,,8.0,,,1.0,1.0,,,,,13.0,,15.0,15.0,2.0,,6.0,87.0,59.0,35.0,6.0,1.0,5.0,5.0,4.0,377.0,,,6.0,1.0,,58.0,52.0,22.0,,,,,142.0,142.0,2.0,38.0,21.0,36.6,,,,1.0,18.0,0.0,,,,96.0,,1.0,1.0,,,,7.0,1.0,,3.0,12.0,57.0,280.0,10.0,10.0,218.0,36.0,29.0,9.0,3.0,12.0,9.0,,101.0,7.0,198.0,1.0,1.0,23.0,5.0,64.0,3.0,404.0,,0.0,13.0,13.0,,16.0,0.0,590.0,19.0,13.0,,4.0,3.0,3.0,0.0
2128507,23.0,2021-02-06 15:00:00,36,Brighton,Away,158.0,13.0,2.0,3.0,1.0,1.0,,132.0,2.0,1.0,7.0,6.0,6.0,20.0,287.0,,,13.0,31.0,22.0,6.0,1.0,2.0,1.0,,1.0,,1.0,,,,,7.0,,,,,,,,1.0,12.0,8.0,5.0,5.0,,59.0,59.0,,,,4.0,6.0,2.0,11.0,,,7.0,5.0,3.0,1.0,5.0,3.0,59.0,40.0,4.0,20.0,12.0,,,0.319046,0.52088,0.087066,0.5506,1.3538,28.0,47.0,10.0,8.0,,,1.0,,1.0,159.0,1.0,1.0,1.0,,1.0,11.0,,,,2.0,,,,1.0,12.0,,10.0,10.0,3.0,,7.0,79.0,78.0,35.0,8.0,,4.0,4.0,2.0,347.0,,,4.0,1.0,,51.0,42.0,25.0,,,,,131.0,131.0,,25.0,17.0,45.5,,2.0,,1.0,12.0,0.0,,,,82.0,4.0,2.0,6.0,,,1.0,6.0,,,3.0,19.0,52.0,278.0,6.0,8.0,183.0,29.0,20.0,7.0,6.0,14.0,8.0,1.0,87.0,3.0,210.0,2.0,1.0,28.0,7.0,70.0,,379.0,1.0,0.0,10.0,7.0,,15.0,0.0,537.0,11.0,17.0,,4.0,7.0,3.0,0.0
2128517,24.0,2021-02-13 20:00:00,36,Brighton,Home,219.0,15.0,3.0,8.0,5.0,,,204.0,3.0,,4.0,3.0,3.0,26.0,415.0,3.0,,20.0,10.0,19.0,17.0,1.0,3.0,,,1.0,1.0,3.0,,,,,19.0,,,,,,,1.0,8.0,1.0,3.0,15.0,11.0,,83.0,55.0,2.0,2.0,,,20.0,10.0,6.0,,,9.0,10.0,5.0,,4.0,,40.0,47.0,,12.0,8.0,,,,,,,,25.0,51.0,16.0,12.0,,,5.0,1.0,3.0,165.0,,,,,,3.0,,,,,,,,2.0,8.0,,8.0,8.0,,,5.0,131.0,53.0,24.0,2.0,,4.0,14.0,9.0,492.0,,,2.0,1.0,,51.0,77.0,44.0,,,,,138.0,138.0,9.0,23.0,18.0,58.2,,,,,20.0,0.0,,,,130.0,,1.0,1.0,,,,7.0,1.0,,2.0,7.0,136.0,399.0,7.0,18.0,244.0,39.0,12.0,11.0,7.0,23.0,16.0,,184.0,1.0,288.0,,,24.0,3.0,64.0,,509.0,3.0,0.0,26.0,11.0,,26.0,2.0,681.0,35.0,11.0,,5.0,9.0,8.0,0.0
2128528,25.0,2021-02-22 20:00:00,36,Brighton,Home,253.0,29.0,3.0,12.0,9.0,,,386.0,3.0,1.0,,,2.0,33.0,627.0,,,27.0,17.0,14.0,13.0,1.0,6.0,,,,,,,,,,18.0,,,,,,,1.0,5.0,2.0,1.0,20.0,5.0,,110.0,49.0,2.0,2.0,1.0,,16.0,9.0,4.0,,,13.0,18.0,6.0,1.0,6.0,,52.0,41.0,,4.0,2.0,,,,,,,,28.0,85.0,11.0,6.0,,,3.0,2.0,,195.0,,,,,,3.0,,,1.0,,,,,1.0,2.0,,7.0,7.0,,,,209.0,80.0,65.0,,,8.0,6.0,5.0,700.0,,,,,,121.0,99.0,60.0,,,,,155.0,155.0,5.0,15.0,29.0,74.5,,,,,16.0,0.0,,,,201.0,,,,,2.0,,11.0,1.0,,3.0,10.0,178.0,612.0,9.0,14.0,264.0,44.0,4.0,26.0,9.0,35.0,26.0,,232.0,3.0,486.0,,1.0,5.0,2.0,45.0,3.0,715.0,,0.0,25.0,11.0,1.0,30.0,2.0,912.0,52.0,16.0,,10.0,13.0,6.0,0.0
2128545,26.0,2021-02-27 15:00:00,36,Brighton,Away,233.0,13.0,,1.0,1.0,,,221.0,7.0,1.0,10.0,,6.0,14.0,453.0,2.0,,12.0,21.0,14.0,8.0,,1.0,,,,1.0,1.0,,,,,11.0,,,2.0,1.0,1.0,,,7.0,4.0,2.0,10.0,5.0,,71.0,61.0,1.0,4.0,,1.0,16.0,2.0,8.0,,2.0,4.0,10.0,3.0,,10.0,1.0,53.0,51.0,1.0,19.0,10.0,,,,,,,,32.0,65.0,13.0,8.0,,,5.0,1.0,1.0,178.0,,,,,,8.0,,,,4.0,,,,1.0,10.0,2.0,9.0,9.0,,,10.0,155.0,69.0,39.0,7.0,,3.0,5.0,6.0,533.0,,,1.0,,,45.0,84.0,38.0,,,,2.0,147.0,147.0,,20.0,29.0,70.1,2.0,,,1.0,16.0,0.0,,,,149.0,1.0,,1.0,,,,7.0,,,3.0,11.0,111.0,436.0,6.0,8.0,264.0,34.0,19.0,11.0,3.0,17.0,14.0,,160.0,,306.0,4.0,1.0,13.0,6.0,51.0,,553.0,3.0,0.0,15.0,21.0,1.0,17.0,0.0,738.0,27.0,13.0,,8.0,4.0,10.0,0.0
2128547,27.0,2021-03-06 20:00:00,36,Brighton,Home,129.0,24.0,1.0,4.0,3.0,,2.0,131.0,5.0,,8.0,1.0,4.0,18.0,256.0,,1.0,14.0,13.0,9.0,3.0,2.0,1.0,,,,,,,,,1.0,4.0,,,,,1.0,,2.0,6.0,5.0,3.0,6.0,1.0,,41.0,72.0,1.0,,1.0,,23.0,2.0,11.0,,,6.0,7.0,1.0,,9.0,1.0,57.0,53.0,,5.0,2.0,1.0,,,,,,,38.0,50.0,14.0,7.0,1.0,,2.0,2.0,,133.0,1.0,,1.0,1.0,,8.0,,,1.0,2.0,,,,4.0,2.0,1.0,9.0,9.0,2.0,,10.0,78.0,53.0,31.0,6.0,,3.0,3.0,2.0,319.0,,,,2.0,,40.0,51.0,27.0,,,,,161.0,161.0,12.0,25.0,22.0,36.6,1.0,3.0,,,23.0,0.0,,,,88.0,1.0,1.0,2.0,,,,3.0,,,3.0,18.0,71.0,241.0,13.0,6.0,155.0,41.0,5.0,21.0,6.0,16.0,10.0,,114.0,3.0,201.0,2.0,,12.0,4.0,45.0,4.0,340.0,,0.0,7.0,30.0,1.0,22.0,0.0,549.0,26.0,26.0,,7.0,6.0,20.0,0.0
2128564,28.0,2021-03-14 12:00:00,36,Brighton,Away,97.0,21.0,2.0,2.0,,4.0,,131.0,3.0,1.0,4.0,9.0,2.0,31.0,226.0,,,22.0,17.0,19.0,2.0,1.0,1.0,,,,,1.0,,,,,5.0,,,,,,,,6.0,5.0,4.0,5.0,3.0,,49.0,63.0,2.0,1.0,1.0,3.0,15.0,2.0,5.0,,,5.0,8.0,3.0,1.0,8.0,1.0,45.0,59.0,3.0,22.0,11.0,,,,,,,,,68.0,10.0,11.0,,,3.0,2.0,1.0,155.0,2.0,1.0,2.0,1.0,1.0,4.0,,,1.0,1.0,,,,,11.0,,11.0,11.0,,,4.0,69.0,62.0,31.0,4.0,1.0,,5.0,6.0,312.0,,,3.0,1.0,,60.0,42.0,33.0,,,,,164.0,164.0,10.0,14.0,30.0,40.6,,,,,15.0,0.0,,,,57.0,3.0,,3.0,,,,,,,3.0,,62.0,213.0,6.0,5.0,117.0,36.0,22.0,10.0,5.0,18.0,13.0,,121.0,8.0,231.0,1.0,1.0,31.0,4.0,64.0,1.0,330.0,1.0,0.0,8.0,24.0,,29.0,0.0,535.0,14.0,22.0,,5.0,5.0,9.0,0.0
2128566,29.0,2021-03-20 20:00:00,36,Brighton,Home,419.0,21.0,1.0,4.0,3.0,1.0,,232.0,2.0,,3.0,1.0,2.0,34.0,647.0,1.0,,18.0,13.0,10.0,6.0,1.0,1.0,,,,,,,,,,10.0,,,,,,,,7.0,2.0,1.0,8.0,3.0,,113.0,62.0,1.0,1.0,,,13.0,4.0,8.0,,,3.0,7.0,1.0,,6.0,1.0,43.0,43.0,,4.0,2.0,,,,,,,,17.0,65.0,12.0,5.0,3.0,,,,,193.0,3.0,,1.0,3.0,,2.0,,,3.0,,,,,,2.0,,10.0,10.0,,,3.0,217.0,70.0,46.0,1.0,,1.0,9.0,6.0,718.0,,,,1.0,,58.0,72.0,29.0,,,,,115.0,115.0,3.0,24.0,31.0,65.3,,,,,13.0,0.0,,,,205.0,,1.0,1.0,,1.0,,1.0,2.0,,3.0,6.0,112.0,638.0,8.0,10.0,437.0,43.0,4.0,17.0,2.0,10.0,8.0,,158.0,1.0,301.0,,,10.0,3.0,65.0,2.0,728.0,1.0,0.0,11.0,16.0,2.0,20.0,0.0,867.0,23.0,12.0,,12.0,3.0,8.0,0.0
2128582,30.0,2021-04-04 19:30:00,36,Brighton,Away,203.0,12.0,,3.0,3.0,1.0,1.0,136.0,6.0,,8.0,,1.0,13.0,336.0,,,13.0,18.0,7.0,2.0,1.0,2.0,,,,,,,,,,2.0,,,,,,,1.0,3.0,9.0,6.0,5.0,,,70.0,64.0,2.0,2.0,1.0,1.0,23.0,2.0,12.0,,,6.0,7.0,2.0,,9.0,1.0,50.0,48.0,1.0,19.0,12.0,,1.0,,,,,,30.0,44.0,7.0,13.0,1.0,,2.0,3.0,,153.0,,,,,,9.0,,,1.0,2.0,,,,,12.0,1.0,19.0,19.0,3.0,,8.0,105.0,67.0,35.0,5.0,,,3.0,3.0,412.0,,,2.0,,,69.0,46.0,25.0,,,,,150.0,150.0,3.0,33.0,19.0,42.3,,3.0,,,23.0,0.0,,,,108.0,1.0,4.0,5.0,,2.0,,,,,3.0,12.0,57.0,321.0,11.0,3.0,232.0,47.0,19.0,12.0,6.0,18.0,12.0,,97.0,5.0,222.0,2.0,,11.0,2.0,47.0,2.0,436.0,,0.0,5.0,20.0,,18.0,2.0,631.0,15.0,15.0,,8.0,6.0,8.0,0.0
2128586,31.0,2021-04-12 20:15:00,36,Brighton,Home,233.0,12.0,2.0,2.0,1.0,,,179.0,6.0,,,2.0,5.0,31.0,410.0,,,16.0,16.0,11.0,14.0,1.0,5.0,,,,,2.0,,,,,15.0,,,,,,,1.0,8.0,3.0,5.0,15.0,8.0,,82.0,60.0,,,,2.0,20.0,10.0,9.0,,,10.0,6.0,1.0,,6.0,,43.0,42.0,2.0,16.0,11.0,,,,,,,,25.0,58.0,12.0,7.0,,,2.0,,2.0,160.0,,,,,,7.0,,,,,,,,,11.0,,11.0,11.0,,,,131.0,56.0,37.0,3.0,,6.0,9.0,3.0,488.0,,,1.0,,,52.0,52.0,39.0,,,,,132.0,132.0,6.0,23.0,31.0,55.2,,,,,20.0,0.0,,,,130.0,1.0,,1.0,,,,10.0,,,2.0,13.0,105.0,396.0,13.0,15.0,261.0,30.0,16.0,7.0,10.0,16.0,7.0,,153.0,4.0,258.0,,,12.0,5.0,53.0,,503.0,,0.0,23.0,18.0,,18.0,1.0,676.0,34.0,16.0,,6.0,10.0,12.0,0.0
2128598,32.0,2021-04-20 20:15:00,36,Brighton,Away,179.0,16.0,,,,1.0,,134.0,7.0,,2.0,,7.0,28.0,313.0,,,19.0,10.0,14.0,7.0,,,,,,,1.0,,,,,8.0,,,,,,1.0,2.0,6.0,6.0,1.0,5.0,6.0,,62.0,59.0,,,,,17.0,5.0,15.0,,,3.0,4.0,1.0,,4.0,1.0,41.0,53.0,,6.0,5.0,,1.0,,,,,,44.0,57.0,9.0,8.0,,,2.0,1.0,1.0,139.0,,,,,,7.0,,,,,,,,1.0,5.0,1.0,15.0,15.0,,,2.0,102.0,62.0,27.0,,,3.0,4.0,2.0,388.0,,,1.0,,,78.0,33.0,22.0,,,,,136.0,136.0,11.0,18.0,22.0,35.6,1.0,,,,17.0,0.0,,,,107.0,3.0,1.0,4.0,1.0,1.0,,4.0,,,3.0,19.0,64.0,299.0,10.0,7.0,206.0,36.0,6.0,10.0,3.0,9.0,6.0,,115.0,5.0,213.0,,,14.0,7.0,66.0,,410.0,,1.0,11.0,25.0,,23.0,0.0,583.0,13.0,18.0,,6.0,3.0,12.0,0.0
