matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2128388,11.0,2020-12-05 12:30:00,90,Burnley,Home,138.0,18.0,1.0,4.0,3.0,2.0,,177.0,2.0,,5.0,6.0,3.0,31.0,311.0,,1.0,18.0,22.0,18.0,5.0,1.0,2.0,,,,,,,,,1.0,5.0,,,,1.0,3.0,8.0,5.0,5.0,3.0,,64.0,63.0,1.0,1.0,,2.0,16.0,3.0,13.0,,,8.0,8.0,10.0,,11.0,2.0,59.0,59.0,2.0,20.0,13.0,,,,,,,,38.0,56.0,6.0,9.0,,1.0,1.0,,160.0,1.0,,,1.0,,,5.0,,,1.0,,,,,,13.0,,15.0,15.0,1.0,5.0,94.0,86.0,40.0,5.0,1.0,2.0,5.0,3.0,376.0,,,4.0,1.0,,52.0,76.0,34.0,,,,,144.0,144.0,5.0,29.0,21.0,41.4,,2.0,,1.0,16.0,0.0,,,,78.0,4.0,1.0,5.0,,,2.0,,2.0,19.0,72.0,300.0,9.0,7.0,156.0,36.0,20.0,25.0,8.0,27.0,19.0,,107.0,5.0,267.0,,,32.0,4.0,77.0,,396.0,,0.0,8.0,15.0,3.0,21.0,0.0,601.0,17.0,13.0,17.0,8.0,8.0,0.0
2128396,12.0,2020-12-13 19:15:00,90,Burnley,Away,113.0,11.0,2.0,6.0,4.0,3.0,2.0,113.0,2.0,3.0,3.0,8.0,1.0,30.0,220.0,,,11.0,10.0,25.0,5.0,3.0,2.0,,,,,,,,,,5.0,,,,3.0,3.0,12.0,6.0,7.0,3.0,,78.0,66.0,1.0,1.0,,3.0,11.0,3.0,4.0,,,4.0,4.0,6.0,,7.0,2.0,36.0,46.0,3.0,40.0,18.0,,,,,,,,28.0,51.0,11.0,5.0,,3.0,3.0,,131.0,,,,,,,5.0,,,,1.0,,,,1.0,18.0,,17.0,17.0,3.0,3.0,49.0,75.0,29.0,13.0,,4.0,4.0,2.0,289.0,,,6.0,,,39.0,60.0,27.0,,,,,128.0,128.0,4.0,20.0,27.0,35.3,,,,1.0,11.0,0.0,,,,49.0,6.0,,6.0,,,5.0,1.0,2.0,16.0,56.0,212.0,5.0,8.0,134.0,33.0,40.0,9.0,4.0,17.0,13.0,,96.0,9.0,190.0,1.0,3.0,28.0,2.0,80.0,3.0,307.0,,0.0,10.0,12.0,,14.0,1.0,499.0,16.0,12.0,4.0,4.0,7.0,0.0
2128407,13.0,2020-12-17 18:00:00,90,Burnley,Away,76.0,14.0,,2.0,2.0,,,92.0,4.0,,4.0,11.0,2.0,27.0,166.0,,,11.0,28.0,25.0,5.0,,,,,1.0,1.0,,,,,,4.0,,,,1.0,12.0,18.0,9.0,3.0,3.0,,44.0,58.0,,,,2.0,13.0,,16.0,1.0,1.0,1.0,7.0,3.0,,4.0,4.0,68.0,62.0,2.0,25.0,10.0,,,,,,,,25.0,62.0,19.0,16.0,,3.0,2.0,1.0,136.0,,,,,,,15.0,,,,3.0,,,,1.0,10.0,,16.0,16.0,3.0,4.0,57.0,84.0,31.0,11.0,,2.0,3.0,4.0,236.0,,,9.0,2.0,,66.0,19.0,21.0,,,,,150.0,150.0,2.0,23.0,23.0,40.9,,,,,13.0,0.0,,,,36.0,6.0,1.0,6.0,,,2.0,,3.0,11.0,35.0,151.0,7.0,5.0,96.0,31.0,25.0,6.0,1.0,13.0,12.0,,87.0,5.0,190.0,3.0,,36.0,2.0,78.0,2.0,273.0,,0.0,6.0,19.0,,19.0,1.0,458.0,9.0,14.0,4.0,1.0,10.0,0.0
2128417,14.0,2020-12-21 17:30:00,90,Burnley,Home,68.0,11.0,,3.0,3.0,1.0,,107.0,5.0,1.0,2.0,7.0,3.0,27.0,172.0,,,16.0,12.0,18.0,5.0,,,,1.0,,1.0,,,,,,7.0,,1.0,,2.0,8.0,9.0,6.0,6.0,4.0,,40.0,51.0,1.0,1.0,1.0,2.0,4.0,1.0,14.0,,1.0,1.0,6.0,6.0,,8.0,2.0,48.0,52.0,2.0,21.0,8.0,,,,,,,,32.0,60.0,11.0,15.0,2.0,5.0,3.0,1.0,126.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,,8.0,1.0,10.0,10.0,,3.0,50.0,58.0,24.0,7.0,,2.0,4.0,4.0,234.0,,,7.0,,,59.0,40.0,28.0,1.0,1.0,1.0,,125.0,125.0,4.0,19.0,23.0,36.4,1.0,,,,4.0,0.0,,,,44.0,1.0,1.0,2.0,,,5.0,,3.0,18.0,52.0,154.0,3.0,6.0,75.0,35.0,21.0,8.0,1.0,16.0,15.0,,103.0,5.0,201.0,1.0,1.0,18.0,4.0,60.0,1.0,260.0,,0.0,10.0,14.0,,17.0,2.0,424.0,20.0,10.0,5.0,1.0,8.0,0.0
2128429,15.0,2020-12-27 12:00:00,90,Burnley,Away,85.0,29.0,2.0,6.0,4.0,5.0,,192.0,4.0,2.0,5.0,8.0,5.0,31.0,271.0,,,19.0,22.0,18.0,10.0,2.0,4.0,,,,,,,,,,9.0,,,,1.0,6.0,6.0,5.0,10.0,4.0,,61.0,64.0,2.0,2.0,,,25.0,4.0,8.0,,,12.0,15.0,8.0,,13.0,2.0,57.0,46.0,,15.0,4.0,,,,,,,,35.0,68.0,14.0,8.0,,2.0,2.0,,158.0,,,,,,,9.0,,,,,,,,,4.0,,6.0,6.0,,5.0,75.0,72.0,35.0,4.0,,4.0,8.0,6.0,352.0,,,1.0,3.0,,76.0,60.0,56.0,1.0,1.0,1.0,,175.0,175.0,5.0,16.0,33.0,48.6,,,,,25.0,0.0,,,,84.0,1.0,2.0,3.0,,,4.0,,2.0,19.0,117.0,253.0,11.0,12.0,97.0,61.0,15.0,13.0,11.0,36.0,25.0,,175.0,14.0,317.0,,2.0,18.0,5.0,68.0,2.0,378.0,,0.0,14.0,11.0,,22.0,3.0,571.0,39.0,13.0,9.0,12.0,4.0,0.0
2128437,16.0,2020-12-29 18:00:00,90,Burnley,Home,114.0,23.0,1.0,4.0,3.0,3.0,1.0,114.0,3.0,1.0,6.0,11.0,4.0,34.0,224.0,,,11.0,22.0,31.0,3.0,,1.0,,1.0,,1.0,,,,,,2.0,,,,1.0,7.0,4.0,3.0,4.0,1.0,,63.0,67.0,2.0,2.0,,1.0,13.0,,11.0,1.0,,3.0,2.0,6.0,1.0,7.0,1.0,57.0,62.0,1.0,27.0,10.0,,,,,,,,29.0,54.0,13.0,17.0,,3.0,2.0,1.0,152.0,1.0,1.0,1.0,,1.0,,6.0,,,,1.0,,,,1.0,10.0,,8.0,8.0,,6.0,52.0,74.0,35.0,5.0,,1.0,3.0,3.0,295.0,,,3.0,1.0,,42.0,38.0,24.0,,,,,136.0,136.0,3.0,23.0,28.0,37.1,,,,,13.0,0.0,,,,55.0,2.0,1.0,2.0,,,2.0,,2.0,15.0,49.0,203.0,6.0,4.0,144.0,53.0,27.0,9.0,2.0,12.0,10.0,,87.0,9.0,190.0,1.0,1.0,26.0,5.0,69.0,2.0,322.0,,0.0,5.0,12.0,,11.0,1.0,480.0,13.0,14.0,3.0,3.0,8.0,0.0
2128447,17.0,2021-02-17 18:00:00,90,Burnley,Home,131.0,13.0,3.0,8.0,5.0,3.0,2.0,149.0,3.0,1.0,,6.0,4.0,25.0,272.0,,,23.0,33.0,27.0,3.0,2.0,2.0,1.0,,,,,,,,,4.0,,,,2.0,3.0,5.0,3.0,7.0,1.0,,64.0,62.0,1.0,3.0,,2.0,24.0,,9.0,,,5.0,9.0,1.0,,10.0,1.0,63.0,56.0,2.0,10.0,6.0,1.0,,,,,,,30.0,80.0,7.0,13.0,1.0,3.0,6.0,,176.0,1.0,,1.0,1.0,,1.0,5.0,,,1.0,,,,,,6.0,,8.0,8.0,1.0,,89.0,82.0,28.0,5.0,,4.0,2.0,3.0,383.0,,,,2.0,,99.0,44.0,30.0,,,,,183.0,183.0,6.0,16.0,35.0,46.0,,,1.0,,24.0,0.0,,,,71.0,1.0,1.0,2.0,2.0,1.0,5.0,,2.0,16.0,65.0,265.0,15.0,6.0,155.0,41.0,10.0,10.0,5.0,21.0,16.0,2.0,133.0,8.0,266.0,,1.0,28.0,6.0,78.0,6.0,400.0,,0.0,8.0,10.0,,28.0,1.0,585.0,18.0,15.0,6.0,5.0,6.0,0.0
2128464,18.0,2021-01-21 20:00:00,90,Burnley,Away,88.0,24.0,,1.0,1.0,3.0,,96.0,9.0,2.0,4.0,6.0,1.0,37.0,183.0,,,4.0,15.0,21.0,4.0,,,,,,,,,,,,4.0,1.0,,,1.0,5.0,16.0,11.0,5.0,1.0,,40.0,68.0,,,1.0,1.0,9.0,,7.0,,,,6.0,2.0,,3.0,3.0,35.0,44.0,1.0,52.0,28.0,,1.0,,,,,,,58.0,8.0,10.0,1.0,3.0,2.0,,132.0,,,,,,,15.0,,,,1.0,,,,1.0,28.0,,14.0,14.0,3.0,4.0,51.0,75.0,34.0,12.0,,2.0,2.0,4.0,242.0,,,11.0,,,30.0,34.0,22.0,,,,1.0,127.0,127.0,1.0,29.0,22.0,28.2,,,,1.0,9.0,0.0,,,,51.0,4.0,2.0,6.0,,,2.0,,2.0,,37.0,165.0,5.0,4.0,109.0,41.0,52.0,6.0,,10.0,10.0,,82.0,9.0,175.0,1.0,2.0,31.0,2.0,84.0,6.0,274.0,1.0,0.0,6.0,10.0,2.0,6.0,1.0,452.0,12.0,13.0,3.0,,6.0,0.0
2128474,19.0,2021-01-16 15:00:00,90,Burnley,Away,125.0,24.0,1.0,4.0,3.0,4.0,,214.0,2.0,1.0,5.0,9.0,3.0,32.0,335.0,,,16.0,31.0,26.0,6.0,,,,,,1.0,,,,,,7.0,,,,2.0,7.0,12.0,3.0,3.0,7.0,,62.0,62.0,,,,4.0,10.0,5.0,18.0,1.0,,4.0,12.0,12.0,,6.0,1.0,65.0,56.0,4.0,25.0,19.0,,,,,,,,24.0,88.0,9.0,11.0,,1.0,,1.0,180.0,,,,,,,6.0,,,,,,,,,19.0,1.0,15.0,15.0,2.0,5.0,96.0,88.0,43.0,7.0,,2.0,4.0,2.0,428.0,,,6.0,,,81.0,60.0,36.0,,,,,168.0,168.0,2.0,24.0,26.0,55.2,,,,1.0,10.0,0.0,,,,116.0,2.0,1.0,2.0,,,3.0,,3.0,13.0,91.0,321.0,6.0,6.0,152.0,50.0,25.0,8.0,4.0,28.0,24.0,,155.0,11.0,330.0,,1.0,31.0,3.0,81.0,1.0,454.0,,0.0,10.0,13.0,,19.0,1.0,645.0,19.0,13.0,6.0,4.0,6.0,0.0
2128477,20.0,2021-01-27 18:00:00,90,Burnley,Home,70.0,10.0,1.0,5.0,4.0,6.0,,105.0,4.0,1.0,1.0,7.0,3.0,24.0,170.0,1.0,,21.0,23.0,25.0,4.0,,1.0,,,,,,1.0,1.0,,,9.0,,,,,9.0,14.0,4.0,5.0,5.0,,48.0,54.0,1.0,,1.0,2.0,12.0,2.0,6.0,,,2.0,10.0,7.0,1.0,4.0,4.0,51.0,57.0,2.0,20.0,11.0,,,,,,,,28.0,59.0,16.0,6.0,1.0,,,,140.0,3.0,1.0,2.0,2.0,1.0,,7.0,,,2.0,1.0,,,,,11.0,,10.0,10.0,3.0,2.0,56.0,83.0,26.0,4.0,1.0,2.0,5.0,5.0,264.0,,,3.0,1.0,,52.0,48.0,30.0,,,,,158.0,158.0,5.0,18.0,21.0,38.2,,,3.0,,12.0,0.0,,,,46.0,5.0,3.0,8.0,,,3.0,,3.0,10.0,49.0,155.0,6.0,7.0,93.0,41.0,20.0,6.0,1.0,18.0,17.0,,106.0,13.0,215.0,2.0,1.0,31.0,3.0,79.0,3.0,290.0,1.0,0.0,10.0,22.0,,27.0,1.0,461.0,11.0,8.0,4.0,2.0,13.0,0.0
2128488,21.0,2021-01-31 12:00:00,90,Burnley,Away,84.0,21.0,1.0,2.0,1.0,4.0,,105.0,7.0,,3.0,6.0,2.0,30.0,187.0,,,17.0,13.0,22.0,,1.0,1.0,,,,,,,,,,,,,,,6.0,11.0,8.0,1.0,,,52.0,57.0,,,,1.0,17.0,,9.0,,,2.0,4.0,4.0,,11.0,3.0,44.0,50.0,1.0,21.0,7.0,,,,,,,,31.0,52.0,9.0,7.0,,1.0,1.0,,138.0,,,,,,,17.0,,,,1.0,,,,,7.0,,10.0,10.0,4.0,3.0,59.0,74.0,31.0,4.0,,1.0,,,255.0,,,2.0,1.0,,56.0,28.0,24.0,,,,,140.0,140.0,5.0,25.0,19.0,28.9,,,,,17.0,0.0,,,,38.0,3.0,3.0,7.0,,,1.0,,3.0,15.0,42.0,171.0,5.0,1.0,106.0,41.0,21.0,8.0,2.0,11.0,9.0,,85.0,13.0,192.0,1.0,,24.0,2.0,77.0,2.0,287.0,,0.0,1.0,15.0,,21.0,1.0,445.0,10.0,11.0,6.0,2.0,6.0,0.0
2128497,22.0,2021-02-03 18:00:00,90,Burnley,Home,119.0,23.0,,,,2.0,,81.0,3.0,1.0,3.0,4.0,3.0,29.0,200.0,,,11.0,17.0,14.0,2.0,,,,,,,,,,,,2.0,,,,,5.0,8.0,5.0,1.0,1.0,,49.0,47.0,,,,,14.0,,8.0,,,1.0,3.0,5.0,,5.0,1.0,40.0,41.0,,17.0,8.0,1.0,,,,,,,25.0,36.0,8.0,5.0,,2.0,1.0,,103.0,,,,,,,4.0,,,,,,,,,8.0,,8.0,8.0,,3.0,60.0,56.0,28.0,3.0,,2.0,,,255.0,,,6.0,,,30.0,27.0,22.0,,,,,100.0,100.0,2.0,17.0,17.0,25.7,,,,2.0,14.0,0.0,,,,59.0,4.0,,4.0,,,2.0,,3.0,11.0,32.0,192.0,9.0,2.0,142.0,41.0,17.0,8.0,1.0,10.0,9.0,,57.0,7.0,139.0,,1.0,21.0,4.0,61.0,3.0,271.0,,0.0,2.0,17.0,,12.0,2.0,395.0,10.0,7.0,5.0,1.0,7.0,0.0
2128507,23.0,2021-02-06 15:00:00,90,Burnley,Home,162.0,28.0,2.0,6.0,4.0,2.0,1.0,197.0,4.0,,7.0,5.0,3.0,33.0,353.0,1.0,,17.0,22.0,31.0,10.0,3.0,5.0,1.0,,1.0,1.0,,,,1.0,,12.0,,,,2.0,7.0,5.0,5.0,12.0,8.0,,70.0,63.0,2.0,2.0,,3.0,3.0,6.0,4.0,,,8.0,12.0,9.0,,4.0,1.0,40.0,59.0,3.0,12.0,8.0,,,1.76314,1.81912,0.049806,1.3538,0.5506,28.0,68.0,8.0,9.0,,2.0,2.0,1.0,170.0,,,,,,,6.0,,,1.0,,,,,,8.0,,6.0,6.0,,7.0,98.0,83.0,40.0,7.0,1.0,3.0,10.0,7.0,426.0,,,2.0,,,63.0,74.0,41.0,,,,,143.0,143.0,4.0,20.0,30.0,54.5,,,1.0,,13.0,0.0,,,,106.0,,1.0,1.0,,1.0,7.0,,,9.0,102.0,339.0,3.0,13.0,179.0,45.0,12.0,14.0,6.0,29.0,23.0,1.0,148.0,10.0,294.0,,,21.0,3.0,64.0,3.0,444.0,3.0,0.0,20.0,8.0,1.0,17.0,2.0,625.0,40.0,19.0,11.0,8.0,8.0,0.0
2128519,24.0,2021-02-13 15:00:00,90,Burnley,Away,121.0,20.0,1.0,5.0,4.0,3.0,2.0,168.0,7.0,1.0,2.0,9.0,2.0,38.0,284.0,,,11.0,22.0,28.0,8.0,1.0,2.0,,,,,,,,,,11.0,,,,3.0,4.0,8.0,5.0,8.0,8.0,,68.0,69.0,2.0,,2.0,3.0,11.0,6.0,12.0,,,4.0,4.0,3.0,1.0,12.0,1.0,64.0,70.0,3.0,22.0,10.0,,,,,,,,24.0,70.0,14.0,15.0,1.0,3.0,3.0,,163.0,2.0,1.0,2.0,1.0,1.0,,7.0,,,2.0,1.0,,,,,10.0,,12.0,12.0,1.0,2.0,79.0,83.0,42.0,7.0,1.0,6.0,5.0,4.0,364.0,,,6.0,4.0,,56.0,79.0,23.0,,,,,147.0,147.0,4.0,32.0,25.0,46.7,,,,,11.0,0.0,,,,80.0,2.0,1.0,3.0,1.0,,6.0,,3.0,14.0,81.0,267.0,5.0,11.0,148.0,42.0,22.0,15.0,4.0,14.0,10.0,,140.0,8.0,256.0,1.0,1.0,40.0,2.0,88.0,1.0,390.0,,0.0,16.0,17.0,,11.0,0.0,577.0,20.0,11.0,11.0,4.0,9.0,0.0
2128529,25.0,2021-02-20 15:00:00,90,Burnley,Home,134.0,15.0,1.0,6.0,5.0,1.0,,197.0,7.0,,7.0,5.0,6.0,21.0,325.0,,,26.0,28.0,22.0,5.0,,,,1.0,,1.0,,,,,,5.0,,,,,9.0,3.0,7.0,4.0,2.0,,58.0,54.0,1.0,1.0,,3.0,13.0,1.0,6.0,1.0,1.0,5.0,8.0,8.0,,7.0,1.0,65.0,53.0,3.0,16.0,10.0,,,,,,,,24.0,79.0,16.0,9.0,,3.0,1.0,1.0,171.0,,,,,,,11.0,,,,1.0,,,,1.0,10.0,,5.0,5.0,,7.0,104.0,68.0,25.0,5.0,,3.0,2.0,1.0,408.0,,,2.0,1.0,,65.0,86.0,34.0,,,,,161.0,161.0,8.0,20.0,16.0,62.1,,,,,13.0,0.0,,,,100.0,1.0,2.0,2.0,1.0,,4.0,,1.0,8.0,97.0,309.0,3.0,5.0,148.0,37.0,16.0,14.0,5.0,22.0,17.0,,157.0,8.0,307.0,1.0,,20.0,8.0,67.0,4.0,433.0,,0.0,6.0,17.0,,27.0,3.0,615.0,15.0,15.0,5.0,5.0,12.0,0.0
2128544,26.0,2021-02-28 14:00:00,90,Burnley,Away,161.0,23.0,1.0,3.0,2.0,3.0,,184.0,5.0,1.0,4.0,2.0,6.0,28.0,342.0,,,13.0,24.0,27.0,3.0,2.0,1.0,,,,,,,,,,7.0,,,,2.0,7.0,9.0,7.0,6.0,4.0,,70.0,71.0,1.0,1.0,,,19.0,3.0,17.0,,,4.0,5.0,12.0,,5.0,2.0,63.0,47.0,,12.0,5.0,,,,,,,,29.0,63.0,10.0,6.0,,,,,168.0,,,,,,,9.0,,,,1.0,,,,,5.0,,12.0,12.0,,4.0,98.0,68.0,32.0,3.0,,2.0,3.0,3.0,418.0,,,2.0,1.0,,59.0,65.0,36.0,,,,,144.0,144.0,10.0,24.0,32.0,41.7,,,,,19.0,0.0,,,,103.0,2.0,1.0,3.0,,,4.0,,3.0,12.0,85.0,328.0,11.0,5.0,176.0,47.0,12.0,11.0,4.0,21.0,17.0,,140.0,9.0,284.0,1.0,1.0,20.0,7.0,70.0,,439.0,,0.0,10.0,11.0,1.0,14.0,0.0,593.0,17.0,15.0,4.0,4.0,5.0,0.0
2128548,27.0,2021-03-06 12:30:00,90,Burnley,Home,139.0,26.0,,1.0,1.0,7.0,,164.0,3.0,1.0,1.0,11.0,2.0,40.0,302.0,,,18.0,26.0,26.0,4.0,,1.0,,,,,,,,,,8.0,,,,,4.0,11.0,4.0,6.0,3.0,,70.0,68.0,1.0,1.0,1.0,1.0,19.0,,3.0,1.0,,2.0,9.0,6.0,,9.0,1.0,45.0,55.0,1.0,16.0,10.0,,1.0,,,,,,28.0,77.0,5.0,10.0,1.0,1.0,,,178.0,,,,,,,4.0,,,1.0,,,,,1.0,10.0,,11.0,11.0,3.0,1.0,86.0,93.0,45.0,4.0,,1.0,3.0,5.0,398.0,,,7.0,,,73.0,57.0,34.0,,,,,163.0,163.0,9.0,28.0,25.0,41.1,,,1.0,,19.0,0.0,,,,85.0,1.0,1.0,1.0,2.0,,4.0,,3.0,11.0,81.0,289.0,11.0,4.0,165.0,60.0,16.0,7.0,1.0,16.0,15.0,,145.0,10.0,270.0,,1.0,38.0,5.0,91.0,2.0,419.0,,0.0,9.0,15.0,,21.0,1.0,589.0,16.0,14.0,4.0,2.0,11.0,0.0
2128558,28.0,2021-03-13 17:30:00,90,Burnley,Away,82.0,13.0,2.0,3.0,1.0,2.0,,119.0,1.0,2.0,4.0,9.0,5.0,29.0,198.0,,,17.0,19.0,19.0,7.0,2.0,2.0,,1.0,,1.0,,,,,1.0,10.0,,1.0,1.0,1.0,3.0,9.0,5.0,7.0,7.0,,49.0,59.0,,1.0,,3.0,11.0,3.0,5.0,,,4.0,4.0,3.0,,7.0,3.0,38.0,43.0,3.0,28.0,16.0,,,,,,,,,62.0,6.0,8.0,1.0,3.0,2.0,1.0,144.0,1.0,,,1.0,,,9.0,,,2.0,1.0,,,,,16.0,2.0,13.0,13.0,,4.0,45.0,75.0,30.0,7.0,1.0,3.0,7.0,5.0,270.0,,,5.0,2.0,,53.0,44.0,32.0,,,,,138.0,138.0,3.0,22.0,24.0,34.5,2.0,,,,11.0,0.0,,,,53.0,1.0,2.0,3.0,2.0,,6.0,,2.0,,59.0,190.0,8.0,10.0,96.0,32.0,28.0,12.0,4.0,13.0,9.0,,111.0,8.0,208.0,1.0,2.0,32.0,6.0,74.0,1.0,291.0,,0.0,14.0,6.0,,24.0,4.0,480.0,20.0,17.0,11.0,4.0,4.0,0.0
2128567,29.0,2021-03-03 18:00:00,90,Burnley,Home,72.0,21.0,,4.0,4.0,1.0,,180.0,2.0,1.0,8.0,4.0,6.0,32.0,248.0,,1.0,20.0,20.0,27.0,8.0,1.0,,,1.0,,1.0,,,,,2.0,9.0,,,1.0,2.0,,8.0,8.0,6.0,6.0,,58.0,61.0,2.0,2.0,1.0,1.0,15.0,,2.0,,,5.0,7.0,9.0,,4.0,1.0,36.0,51.0,1.0,13.0,10.0,,,,,,,,25.0,70.0,6.0,11.0,1.0,2.0,2.0,1.0,130.0,,,,,,,6.0,,,1.0,,,,,1.0,10.0,1.0,9.0,9.0,,8.0,75.0,69.0,30.0,8.0,,3.0,6.0,7.0,330.0,,,6.0,1.0,,66.0,78.0,41.0,,,,,155.0,155.0,4.0,10.0,35.0,38.9,1.0,2.0,,,15.0,0.0,,,,88.0,2.0,1.0,3.0,,,5.0,,1.0,16.0,88.0,239.0,7.0,9.0,92.0,53.0,13.0,13.0,5.0,23.0,18.0,,137.0,7.0,282.0,,1.0,20.0,7.0,72.0,3.0,351.0,,0.0,12.0,8.0,1.0,20.0,0.0,522.0,18.0,20.0,8.0,5.0,4.0,0.0
2128584,30.0,2021-04-04 12:00:00,90,Burnley,Away,104.0,18.0,,3.0,3.0,4.0,,142.0,6.0,,4.0,6.0,,22.0,243.0,,,17.0,26.0,18.0,5.0,,,,,,,,,,,,6.0,1.0,,,,5.0,12.0,12.0,5.0,2.0,,56.0,69.0,1.0,1.0,1.0,,11.0,,15.0,1.0,1.0,7.0,13.0,12.0,,7.0,3.0,64.0,52.0,,28.0,10.0,1.0,1.0,,,,,,27.0,64.0,10.0,10.0,2.0,3.0,1.0,,159.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,,10.0,,10.0,10.0,1.0,5.0,70.0,73.0,25.0,6.0,,2.0,4.0,5.0,332.0,,,13.0,1.0,,65.0,57.0,48.0,,,,1.0,169.0,169.0,8.0,27.0,24.0,46.6,,3.0,,1.0,11.0,0.0,,,,67.0,4.0,2.0,5.0,2.0,,2.0,,3.0,9.0,82.0,230.0,4.0,6.0,126.0,48.0,28.0,13.0,7.0,33.0,26.0,,136.0,9.0,259.0,1.0,,31.0,,75.0,1.0,352.0,,0.0,7.0,18.0,,18.0,0.0,558.0,23.0,12.0,6.0,7.0,14.0,0.0
2128587,31.0,2021-04-11 12:00:00,90,Burnley,Home,107.0,24.0,2.0,9.0,7.0,3.0,1.0,245.0,3.0,2.0,,10.0,3.0,47.0,343.0,2.0,,19.0,28.0,24.0,9.0,5.0,6.0,,1.0,,1.0,,,,,,15.0,,,,2.0,7.0,10.0,,17.0,7.0,,72.0,61.0,1.0,,1.0,2.0,16.0,6.0,5.0,1.0,,13.0,14.0,16.0,,8.0,1.0,54.0,49.0,2.0,9.0,7.0,,,,,,,,30.0,90.0,11.0,11.0,1.0,3.0,2.0,1.0,175.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,7.0,,10.0,10.0,1.0,,101.0,83.0,48.0,3.0,,10.0,5.0,4.0,421.0,,,4.0,1.0,,98.0,64.0,58.0,,,,,173.0,173.0,3.0,16.0,35.0,57.1,,3.0,,1.0,16.0,0.0,,,,97.0,3.0,,2.0,1.0,,14.0,1.0,1.0,16.0,120.0,329.0,9.0,15.0,127.0,56.0,9.0,4.0,13.0,45.0,32.0,,176.0,10.0,363.0,,2.0,26.0,5.0,88.0,,445.0,2.0,0.0,24.0,12.0,,21.0,1.0,645.0,43.0,22.0,2.0,13.0,6.0,0.0
