matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918998,11.0,2017-11-04 15:00:00,90,Burnley,Away,111.0,9.0,,2.0,2.0,4.0,,130.0,2.0,1.0,3.0,2.0,12.0,27.0,239.0,,,25.0,16.0,23.0,3.0,,,,,,,,,,,5.0,,,,,2.0,11.0,2.0,2.0,3.0,,53.0,52.0,,,,2.0,18.0,2.0,11.0,,,1.0,4.0,6.0,,12.0,3.0,45.0,45.0,2.0,35.0,20.0,,,69.0,4.0,4.0,,,,,,146.0,1.0,,1.0,1.0,,8.0,,,1.0,2.0,,,,,20.0,,11.0,11.0,4.0,3.0,72.0,77.0,28.0,9.0,,2.0,2.0,1.0,326.0,,,4.0,,,57.0,61.0,16.0,,,,,148.0,148.0,3.0,29.0,12.0,37.2,,,,1.0,18.0,0.0,,,,73.0,2.0,1.0,3.0,,,2.0,,2.0,62.0,232.0,8.0,4.0,132.0,32.0,35.0,10.0,1.0,11.0,10.0,,112.0,12.0,223.0,3.0,1.0,17.0,14.0,69.0,1.0,344.0,1.0,0.0,5.0,11.0,,32.0,0.0,516.0,8.0,11.0,7.0,1.0,7.0,0.0
919006,12.0,2017-11-18 15:00:00,90,Burnley,Home,92.0,11.0,2.0,5.0,3.0,3.0,,117.0,3.0,,3.0,12.0,4.0,27.0,204.0,,,12.0,22.0,24.0,9.0,2.0,,,,,,,,,1.0,14.0,,,,,6.0,8.0,6.0,12.0,5.0,,50.0,56.0,2.0,1.0,1.0,1.0,19.0,6.0,15.0,,,8.0,15.0,4.0,,7.0,,58.0,60.0,1.0,18.0,8.0,,,56.0,12.0,10.0,1.0,,,,,142.0,2.0,,1.0,2.0,,14.0,,,2.0,2.0,,,,1.0,8.0,,8.0,8.0,1.0,3.0,54.0,77.0,29.0,6.0,1.0,4.0,9.0,7.0,264.0,,,3.0,1.0,,54.0,34.0,39.0,,,,,143.0,143.0,1.0,21.0,20.0,39.2,,,,1.0,19.0,0.0,,,,50.0,1.0,,1.0,,,4.0,1.0,1.0,59.0,194.0,10.0,13.0,110.0,22.0,18.0,9.0,8.0,27.0,19.0,,100.0,10.0,213.0,2.0,,37.0,6.0,71.0,3.0,296.0,,0.0,17.0,23.0,,16.0,1.0,482.0,28.0,11.0,6.0,8.0,15.0,0.0
919013,13.0,2017-11-26 14:00:00,90,Burnley,Home,125.0,7.0,2.0,4.0,2.0,4.0,,148.0,7.0,,6.0,12.0,8.0,30.0,269.0,,,7.0,24.0,19.0,5.0,1.0,,,,,1.0,1.0,,,,5.0,,,1.0,,3.0,9.0,9.0,3.0,5.0,,52.0,58.0,,,,,12.0,3.0,14.0,,,5.0,6.0,7.0,,7.0,1.0,57.0,54.0,,33.0,12.0,,,55.0,8.0,14.0,,,4.0,1.0,1.0,147.0,,,,,,11.0,,,,1.0,,,,,12.0,1.0,11.0,11.0,2.0,6.0,80.0,73.0,39.0,5.0,,3.0,3.0,2.0,321.0,,,7.0,2.0,,39.0,66.0,26.0,1.0,1.0,1.0,,132.0,132.0,6.0,29.0,15.0,36.3,1.0,,,1.0,12.0,0.0,,,,71.0,,1.0,1.0,,,3.0,,1.0,70.0,250.0,8.0,6.0,137.0,20.0,33.0,13.0,5.0,19.0,14.0,,118.0,12.0,232.0,1.0,,36.0,9.0,68.0,4.0,350.0,,0.0,8.0,13.0,,9.0,2.0,532.0,8.0,17.0,9.0,5.0,12.0,0.0
919023,14.0,2017-11-29 19:45:00,90,Burnley,Away,110.0,15.0,2.0,3.0,1.0,1.0,,140.0,7.0,,2.0,11.0,10.0,45.0,247.0,,,11.0,27.0,18.0,6.0,,1.0,,,,,1.0,,,,7.0,1.0,,,1.0,3.0,6.0,5.0,5.0,5.0,,64.0,73.0,,,1.0,5.0,14.0,4.0,5.0,,,6.0,8.0,6.0,,10.0,1.0,57.0,52.0,5.0,30.0,18.0,,,84.0,11.0,9.0,1.0,,2.0,1.0,1.0,166.0,1.0,,,1.0,,9.0,,,2.0,1.0,,,,,18.0,1.0,17.0,17.0,1.0,2.0,58.0,102.0,45.0,4.0,1.0,2.0,5.0,4.0,318.0,,,5.0,,,52.0,69.0,23.0,,,,,155.0,155.0,5.0,26.0,30.0,37.9,1.0,,,,14.0,0.0,,,,57.0,1.0,,1.0,1.0,1.0,2.0,,3.0,72.0,229.0,8.0,7.0,123.0,40.0,30.0,7.0,5.0,20.0,15.0,1.0,125.0,12.0,242.0,1.0,,37.0,10.0,96.0,1.0,345.0,,0.0,10.0,22.0,,21.0,1.0,543.0,11.0,15.0,3.0,6.0,16.0,0.0
919038,15.0,2017-12-02 15:00:00,90,Burnley,Away,145.0,10.0,4.0,10.0,6.0,6.0,,147.0,2.0,2.0,8.0,4.0,8.0,19.0,282.0,,1.0,17.0,25.0,21.0,9.0,3.0,1.0,,,,,,,,,10.0,,,,,7.0,8.0,8.0,9.0,5.0,,69.0,55.0,,,,4.0,19.0,3.0,9.0,,,7.0,7.0,9.0,,6.0,2.0,52.0,50.0,4.0,27.0,8.0,,,65.0,11.0,3.0,,,,1.0,,161.0,,,,,,7.0,,,,4.0,,,,,8.0,,6.0,6.0,2.0,9.0,79.0,75.0,35.0,10.0,,6.0,6.0,4.0,367.0,,,7.0,3.0,,53.0,53.0,31.0,,,,,149.0,149.0,7.0,22.0,12.0,48.4,,,,2.0,19.0,0.0,,,,73.0,1.0,1.0,2.0,,1.0,7.0,,3.0,62.0,277.0,11.0,12.0,176.0,25.0,27.0,4.0,7.0,24.0,17.0,1.0,102.0,10.0,230.0,4.0,2.0,21.0,9.0,57.0,6.0,382.0,,0.0,14.0,23.0,1.0,20.0,2.0,581.0,18.0,15.0,3.0,7.0,15.0,0.0
919043,16.0,2017-12-09 15:00:00,90,Burnley,Home,99.0,9.0,1.0,5.0,4.0,1.0,1.0,157.0,3.0,1.0,2.0,18.0,7.0,34.0,251.0,,,17.0,34.0,41.0,5.0,,,,1.0,,1.0,2.0,,,,6.0,,,,,7.0,7.0,4.0,4.0,4.0,,58.0,60.0,,,,4.0,19.0,1.0,4.0,,1.0,3.0,13.0,6.0,,6.0,1.0,58.0,66.0,4.0,38.0,25.0,,,73.0,10.0,12.0,,,4.0,1.0,2.0,163.0,1.0,,,1.0,,10.0,,,1.0,1.0,,,,,25.0,,13.0,13.0,2.0,2.0,74.0,86.0,46.0,5.0,1.0,1.0,5.0,5.0,352.0,,,1.0,1.0,,85.0,47.0,37.0,,,,,171.0,171.0,6.0,17.0,30.0,49.0,,,,,19.0,0.0,,,,82.0,2.0,,2.0,,,2.0,,2.0,75.0,238.0,10.0,6.0,113.0,17.0,38.0,9.0,3.0,23.0,20.0,,146.0,16.0,287.0,1.0,1.0,40.0,7.0,68.0,6.0,377.0,,0.0,8.0,8.0,,18.0,1.0,565.0,20.0,9.0,5.0,3.0,5.0,0.0
919053,17.0,2017-12-12 19:45:00,90,Burnley,Home,125.0,12.0,1.0,6.0,5.0,2.0,2.0,132.0,1.0,,1.0,12.0,10.0,24.0,251.0,,,23.0,44.0,31.0,2.0,3.0,,,,,,,,,,4.0,,,,3.0,2.0,6.0,8.0,6.0,4.0,,56.0,68.0,,,,1.0,17.0,3.0,6.0,,,6.0,7.0,4.0,,11.0,1.0,73.0,57.0,1.0,36.0,27.0,,,83.0,6.0,12.0,,,2.0,2.0,,179.0,1.0,,1.0,1.0,,6.0,,,1.0,1.0,,,,,27.0,,11.0,11.0,1.0,1.0,88.0,104.0,40.0,4.0,,4.0,2.0,2.0,367.0,,,1.0,1.0,,45.0,47.0,37.0,,,,,195.0,195.0,6.0,22.0,27.0,51.0,,,,,17.0,0.0,,,,69.0,2.0,5.0,7.0,,,5.0,,3.0,56.0,243.0,9.0,6.0,147.0,31.0,36.0,8.0,4.0,17.0,13.0,,141.0,10.0,262.0,1.0,,56.0,14.0,90.0,4.0,392.0,,0.0,10.0,14.0,,32.0,0.0,599.0,20.0,12.0,2.0,6.0,9.0,0.0
919065,18.0,2017-12-16 15:00:00,90,Burnley,Away,136.0,7.0,2.0,5.0,3.0,4.0,1.0,112.0,3.0,1.0,2.0,14.0,10.0,29.0,243.0,,1.0,8.0,32.0,36.0,7.0,1.0,1.0,,,,,,,,1.0,9.0,,,,1.0,8.0,8.0,4.0,8.0,3.0,,65.0,69.0,1.0,2.0,,6.0,17.0,4.0,9.0,1.0,,2.0,8.0,3.0,,9.0,1.0,63.0,67.0,6.0,28.0,16.0,,,66.0,13.0,12.0,,,2.0,2.0,,161.0,,,,,,8.0,,,,4.0,,,,,16.0,,10.0,10.0,1.0,2.0,63.0,89.0,33.0,8.0,,,8.0,7.0,332.0,,,4.0,2.0,,36.0,45.0,26.0,,1.0,1.0,,159.0,159.0,3.0,27.0,28.0,42.2,,,,,17.0,0.0,,,,69.0,2.0,,1.0,2.0,1.0,,,2.0,44.0,233.0,8.0,8.0,159.0,27.0,28.0,13.0,2.0,15.0,13.0,1.0,98.0,15.0,214.0,4.0,1.0,45.0,12.0,81.0,2.0,358.0,,0.0,11.0,12.0,1.0,15.0,2.0,535.0,19.0,12.0,11.0,2.0,9.0,0.0
919075,19.0,2017-12-23 17:30:00,90,Burnley,Home,137.0,12.0,1.0,5.0,4.0,5.0,1.0,101.0,2.0,1.0,,10.0,6.0,24.0,233.0,,,17.0,33.0,21.0,2.0,2.0,,,,,,,,,,3.0,,,,1.0,5.0,12.0,6.0,4.0,1.0,,70.0,75.0,,,,,16.0,,9.0,,1.0,4.0,7.0,5.0,,6.0,2.0,59.0,44.0,,29.0,18.0,,,66.0,10.0,9.0,,,1.0,2.0,,162.0,,,,,,8.0,,,,,,,,,18.0,,12.0,12.0,1.0,,55.0,90.0,28.0,4.0,,3.0,1.0,2.0,321.0,,,5.0,3.0,,45.0,44.0,30.0,1.0,1.0,1.0,,168.0,168.0,5.0,33.0,26.0,40.4,,,,,16.0,0.0,,,,63.0,4.0,1.0,5.0,1.0,,3.0,,3.0,44.0,221.0,7.0,4.0,166.0,19.0,29.0,9.0,4.0,18.0,14.0,,99.0,14.0,202.0,,1.0,57.0,7.0,87.0,5.0,350.0,,0.0,5.0,11.0,,24.0,1.0,529.0,12.0,14.0,6.0,4.0,5.0,0.0
919088,20.0,2017-12-26 15:00:00,90,Burnley,Away,98.0,8.0,,1.0,1.0,3.0,,60.0,3.0,1.0,1.0,13.0,7.0,20.0,157.0,,,14.0,33.0,21.0,1.0,,,1.0,,,,1.0,,,,1.0,1.0,,,1.0,6.0,15.0,9.0,2.0,1.0,,42.0,61.0,1.0,,1.0,6.0,9.0,,10.0,1.0,,2.0,3.0,3.0,,9.0,2.0,66.0,46.0,6.0,56.0,29.0,,,58.0,14.0,10.0,1.0,,3.0,1.0,1.0,142.0,1.0,,,,1.0,7.0,,,,5.0,,,,1.0,29.0,1.0,6.0,6.0,1.0,1.0,44.0,82.0,24.0,12.0,1.0,1.0,1.0,2.0,240.0,,,11.0,1.0,,19.0,53.0,23.0,,,,,148.0,148.0,,29.0,17.0,28.7,1.0,2.0,,3.0,9.0,0.0,,,,42.0,3.0,1.0,3.0,,,1.0,,2.0,31.0,148.0,2.0,2.0,130.0,26.0,56.0,5.0,2.0,9.0,7.0,,81.0,14.0,149.0,5.0,1.0,48.0,8.0,82.0,1.0,270.0,,0.0,3.0,14.0,,18.0,7.0,462.0,6.0,10.0,3.0,2.0,12.0,0.0
919096,21.0,2017-12-30 15:00:00,90,Burnley,Away,66.0,5.0,2.0,5.0,3.0,2.0,1.0,118.0,2.0,2.0,4.0,7.0,2.0,23.0,179.0,,,22.0,31.0,24.0,7.0,2.0,,,,,,1.0,,,,8.0,,,,1.0,6.0,,3.0,9.0,2.0,,49.0,63.0,2.0,2.0,,4.0,13.0,2.0,10.0,,1.0,4.0,5.0,1.0,,10.0,,69.0,62.0,4.0,22.0,8.0,,,80.0,14.0,14.0,,,3.0,2.0,1.0,151.0,,,,,,12.0,,,,1.0,,,,2.0,8.0,,13.0,13.0,1.0,4.0,39.0,85.0,35.0,5.0,,5.0,4.0,4.0,266.0,,,,,,41.0,47.0,23.0,,,,,161.0,161.0,4.0,23.0,23.0,43.1,,,,1.0,13.0,0.0,,,,55.0,,1.0,1.0,1.0,,5.0,,2.0,68.0,170.0,6.0,9.0,88.0,15.0,22.0,14.0,4.0,12.0,8.0,,132.0,9.0,218.0,1.0,2.0,43.0,3.0,77.0,3.0,294.0,,0.0,11.0,17.0,,29.0,1.0,483.0,22.0,13.0,8.0,4.0,12.0,0.0
919105,22.0,2018-01-01 15:00:00,90,Burnley,Home,134.0,12.0,1.0,5.0,4.0,1.0,,137.0,6.0,3.0,,9.0,8.0,24.0,266.0,,1.0,15.0,23.0,30.0,9.0,1.0,,,,,,1.0,,,,8.0,,,,1.0,3.0,10.0,9.0,9.0,4.0,,60.0,78.0,2.0,1.0,1.0,3.0,10.0,3.0,7.0,,,3.0,11.0,5.0,,8.0,2.0,47.0,60.0,3.0,27.0,11.0,,1.0,74.0,4.0,11.0,,,1.0,,1.0,160.0,1.0,,,1.0,,10.0,,,1.0,1.0,,,,1.0,11.0,,11.0,11.0,2.0,,75.0,101.0,42.0,9.0,1.0,5.0,6.0,4.0,346.0,,,6.0,2.0,,40.0,57.0,28.0,,,,,159.0,159.0,4.0,34.0,32.0,42.1,,,,,10.0,0.0,,,,82.0,1.0,2.0,3.0,1.0,,6.0,,2.0,59.0,248.0,6.0,11.0,150.0,34.0,27.0,12.0,1.0,17.0,16.0,,117.0,9.0,244.0,1.0,3.0,45.0,9.0,86.0,1.0,377.0,,0.0,13.0,13.0,1.0,18.0,0.0,555.0,18.0,16.0,6.0,3.0,9.0,0.0
919115,23.0,2018-01-13 15:00:00,90,Burnley,Away,154.0,23.0,1.0,7.0,6.0,4.0,,163.0,6.0,,3.0,14.0,3.0,47.0,310.0,,,21.0,35.0,36.0,7.0,,,,,,,,,,,6.0,,,,2.0,6.0,13.0,4.0,5.0,3.0,,75.0,63.0,2.0,2.0,,4.0,22.0,1.0,6.0,,,2.0,9.0,6.0,,11.0,,68.0,77.0,4.0,21.0,7.0,,,76.0,10.0,16.0,,,3.0,3.0,,175.0,,,,,,11.0,,,,,,,,,7.0,,5.0,5.0,,3.0,77.0,85.0,41.0,3.0,,4.0,3.0,2.0,386.0,,,7.0,2.0,,68.0,63.0,40.0,,,,,165.0,165.0,5.0,21.0,28.0,55.8,,,,,22.0,0.0,,,,88.0,1.0,,1.0,1.0,,5.0,,2.0,90.0,296.0,9.0,7.0,178.0,38.0,21.0,15.0,2.0,20.0,18.0,,143.0,11.0,257.0,,,36.0,4.0,87.0,4.0,415.0,,0.0,8.0,19.0,,23.0,3.0,615.0,17.0,21.0,8.0,2.0,10.0,0.0
919125,24.0,2018-01-20 15:00:00,90,Burnley,Home,149.0,18.0,2.0,7.0,5.0,1.0,1.0,167.0,,1.0,4.0,5.0,10.0,22.0,309.0,,,17.0,34.0,12.0,6.0,4.0,,,,1.0,,1.0,,,,6.0,1.0,,,4.0,2.0,7.0,5.0,11.0,3.0,,67.0,71.0,,,,2.0,21.0,3.0,13.0,,,5.0,12.0,5.0,,10.0,,66.0,58.0,2.0,23.0,9.0,,,86.0,7.0,13.0,,,2.0,1.0,1.0,175.0,,,,,,9.0,,,,1.0,,,,1.0,9.0,1.0,6.0,6.0,,4.0,83.0,87.0,38.0,4.0,,6.0,4.0,3.0,399.0,,,6.0,1.0,,48.0,52.0,38.0,,,,,162.0,162.0,7.0,31.0,27.0,48.2,1.0,,,,21.0,0.0,,,,98.0,1.0,,1.0,,,8.0,1.0,3.0,68.0,300.0,9.0,10.0,162.0,37.0,23.0,12.0,5.0,23.0,18.0,,140.0,2.0,284.0,1.0,1.0,27.0,10.0,71.0,1.0,423.0,,0.0,14.0,24.0,1.0,20.0,3.0,618.0,24.0,14.0,9.0,5.0,18.0,0.0
919139,25.0,2018-01-31 19:45:00,90,Burnley,Away,100.0,20.0,2.0,2.0,,7.0,,143.0,4.0,1.0,2.0,12.0,7.0,40.0,241.0,,,24.0,42.0,33.0,8.0,2.0,,,,,,,,,,6.0,,,,2.0,6.0,9.0,5.0,6.0,5.0,,51.0,62.0,2.0,2.0,,5.0,24.0,3.0,8.0,,,4.0,8.0,5.0,,13.0,3.0,80.0,69.0,5.0,28.0,17.0,,,61.0,15.0,15.0,,,1.0,,,173.0,,,,,,11.0,,,,1.0,,,,1.0,17.0,1.0,10.0,10.0,,2.0,75.0,92.0,37.0,7.0,,6.0,4.0,2.0,328.0,,,3.0,1.0,,92.0,47.0,33.0,,1.0,1.0,1.0,175.0,175.0,,16.0,35.0,47.5,,,1.0,,24.0,0.0,,,,65.0,2.0,1.0,3.0,1.0,,6.0,1.0,3.0,73.0,224.0,10.0,10.0,122.0,41.0,28.0,9.0,4.0,17.0,13.0,,125.0,12.0,259.0,1.0,1.0,39.0,7.0,90.0,,364.0,,0.0,11.0,18.0,,33.0,2.0,571.0,18.0,10.0,5.0,4.0,13.0,0.0
919146,26.0,2018-02-03 12:30:00,90,Burnley,Home,76.0,9.0,2.0,5.0,3.0,7.0,,107.0,5.0,,3.0,11.0,6.0,26.0,178.0,,,20.0,13.0,15.0,4.0,2.0,,,,,,,,,,5.0,,,,1.0,4.0,10.0,10.0,6.0,2.0,,46.0,48.0,1.0,,1.0,5.0,21.0,1.0,7.0,,,3.0,5.0,4.0,,9.0,3.0,41.0,32.0,5.0,26.0,13.0,,,66.0,9.0,5.0,,,1.0,1.0,,130.0,1.0,,1.0,1.0,,8.0,,,1.0,,,,,1.0,13.0,1.0,22.0,22.0,7.0,3.0,50.0,70.0,33.0,13.0,1.0,3.0,4.0,3.0,258.0,,,7.0,1.0,,38.0,61.0,21.0,,,,,134.0,134.0,3.0,18.0,14.0,29.2,,,1.0,,21.0,0.0,,,,52.0,3.0,3.0,6.0,1.0,,4.0,,1.0,51.0,168.0,8.0,7.0,92.0,21.0,26.0,7.0,3.0,13.0,10.0,,109.0,16.0,199.0,,,41.0,6.0,69.0,1.0,278.0,,0.0,8.0,9.0,1.0,24.0,4.0,453.0,17.0,7.0,3.0,3.0,5.0,0.0
919160,27.0,2018-02-10 15:00:00,90,Burnley,Away,119.0,13.0,2.0,4.0,2.0,7.0,1.0,128.0,7.0,1.0,1.0,11.0,9.0,37.0,243.0,1.0,,16.0,34.0,36.0,6.0,3.0,,,,,,1.0,,,,8.0,,,,3.0,6.0,8.0,5.0,5.0,8.0,,53.0,57.0,,,,6.0,11.0,4.0,2.0,,,2.0,4.0,7.0,,8.0,1.0,57.0,61.0,6.0,30.0,16.0,,,74.0,9.0,9.0,,,3.0,1.0,1.0,147.0,,,,,,12.0,,,,1.0,,,,,16.0,,11.0,11.0,4.0,1.0,76.0,97.0,51.0,5.0,,7.0,2.0,1.0,324.0,,,7.0,1.0,,45.0,35.0,25.0,,,,,145.0,145.0,2.0,29.0,17.0,42.7,,,,,11.0,0.0,,,,76.0,2.0,1.0,3.0,1.0,,8.0,,3.0,60.0,230.0,3.0,9.0,141.0,21.0,30.0,6.0,2.0,14.0,12.0,,114.0,16.0,225.0,1.0,1.0,54.0,12.0,95.0,,352.0,1.0,0.0,13.0,17.0,,19.0,1.0,522.0,12.0,10.0,2.0,2.0,12.0,0.0
919166,28.0,2018-02-24 15:00:00,90,Burnley,Home,120.0,9.0,,4.0,4.0,4.0,,142.0,3.0,1.0,1.0,24.0,10.0,47.0,258.0,1.0,,24.0,24.0,30.0,6.0,,,,,,,,,,,7.0,,,,1.0,4.0,8.0,5.0,8.0,1.0,,72.0,68.0,1.0,1.0,1.0,3.0,14.0,3.0,9.0,1.0,,7.0,10.0,9.0,,17.0,1.0,62.0,56.0,3.0,29.0,13.0,,,71.0,8.0,14.0,1.0,,1.0,1.0,,168.0,1.0,,,1.0,,6.0,,,1.0,,,,,2.0,13.0,,11.0,11.0,1.0,1.0,77.0,103.0,49.0,5.0,,3.0,4.0,3.0,345.0,,,5.0,,,64.0,53.0,44.0,,,,,179.0,179.0,6.0,20.0,35.0,50.1,,2.0,,,14.0,0.0,,,,54.0,4.0,1.0,4.0,,,3.0,1.0,,82.0,242.0,5.0,7.0,143.0,21.0,29.0,12.0,6.0,26.0,20.0,,137.0,14.0,254.0,,1.0,61.0,11.0,100.0,1.0,371.0,1.0,0.0,9.0,8.0,1.0,32.0,1.0,575.0,21.0,12.0,6.0,7.0,5.0,0.0
919174,29.0,2018-03-03 12:30:00,90,Burnley,Home,112.0,14.0,3.0,8.0,5.0,3.0,1.0,181.0,4.0,1.0,6.0,14.0,10.0,41.0,285.0,,1.0,29.0,26.0,24.0,11.0,2.0,,,,,,,,,,15.0,,,,,4.0,8.0,2.0,16.0,5.0,,73.0,60.0,3.0,2.0,2.0,3.0,20.0,10.0,10.0,,,10.0,15.0,7.0,,8.0,2.0,56.0,56.0,3.0,31.0,20.0,,1.0,79.0,9.0,11.0,1.0,,2.0,2.0,,180.0,2.0,1.0,2.0,1.0,1.0,7.0,,,1.0,2.0,,,,,20.0,,7.0,7.0,1.0,6.0,70.0,100.0,54.0,4.0,,1.0,14.0,8.0,373.0,,,,2.0,,79.0,97.0,44.0,,,,,178.0,178.0,5.0,20.0,24.0,54.5,,,3.0,1.0,20.0,0.0,,,,73.0,3.0,,3.0,,,3.0,1.0,1.0,101.0,272.0,12.0,15.0,126.0,30.0,31.0,8.0,9.0,33.0,24.0,,163.0,14.0,303.0,2.0,1.0,47.0,11.0,87.0,4.0,396.0,,0.0,21.0,16.0,1.0,36.0,1.0,622.0,32.0,18.0,5.0,10.0,9.0,0.0
919192,30.0,2018-03-10 15:00:00,90,Burnley,Away,155.0,13.0,,2.0,2.0,4.0,,134.0,4.0,,6.0,7.0,4.0,37.0,287.0,,,20.0,21.0,23.0,3.0,1.0,,,,,,,,,1.0,6.0,,,,1.0,4.0,8.0,5.0,4.0,3.0,,57.0,45.0,1.0,,2.0,7.0,23.0,1.0,17.0,,2.0,1.0,6.0,5.0,,10.0,1.0,59.0,45.0,7.0,37.0,18.0,,,72.0,7.0,13.0,1.0,,,,,146.0,2.0,,2.0,2.0,,9.0,,,3.0,2.0,,,,,18.0,,7.0,7.0,1.0,6.0,91.0,78.0,36.0,5.0,,2.0,4.0,4.0,348.0,,,3.0,,,63.0,48.0,22.0,,,,,132.0,132.0,3.0,15.0,18.0,48.3,,,,1.0,23.0,0.0,,,,78.0,3.0,1.0,4.0,,,2.0,,2.0,78.0,277.0,10.0,6.0,172.0,22.0,37.0,6.0,1.0,12.0,11.0,,126.0,10.0,212.0,2.0,,33.0,6.0,77.0,3.0,372.0,,0.0,7.0,11.0,,24.0,2.0,559.0,17.0,16.0,2.0,1.0,6.0,0.0
919194,31.0,2018-04-19 19:45:00,90,Burnley,Home,155.0,14.0,1.0,4.0,3.0,2.0,1.0,137.0,3.0,,5.0,6.0,8.0,34.0,288.0,,,14.0,30.0,20.0,3.0,1.0,,,,,,,1.0,,,3.0,,,,1.0,7.0,12.0,5.0,3.0,2.0,,60.0,63.0,,,,,15.0,1.0,11.0,,,3.0,6.0,3.0,,6.0,1.0,57.0,45.0,,25.0,11.0,,,67.0,9.0,10.0,1.0,,1.0,1.0,,147.0,1.0,,,1.0,,8.0,,,1.0,,,,,,11.0,,15.0,15.0,3.0,5.0,90.0,93.0,48.0,2.0,,2.0,3.0,2.0,367.0,,,6.0,3.0,1.0,61.0,61.0,23.0,,,,,138.0,138.0,5.0,21.0,30.0,39.2,,,,,15.0,0.0,,,,92.0,4.0,,4.0,,,2.0,,2.0,45.0,274.0,7.0,5.0,169.0,29.0,25.0,5.0,3.0,13.0,10.0,,100.0,8.0,233.0,1.0,,32.0,9.0,79.0,3.0,389.0,,0.0,5.0,13.0,,17.0,1.0,551.0,8.0,11.0,3.0,3.0,7.0,0.0
919212,32.0,2018-03-31 15:00:00,90,Burnley,Away,172.0,25.0,,4.0,4.0,3.0,,201.0,4.0,1.0,5.0,5.0,11.0,43.0,369.0,,,18.0,29.0,25.0,6.0,,,,,,,,,,,9.0,,,,1.0,6.0,7.0,1.0,6.0,5.0,,93.0,68.0,,,1.0,3.0,8.0,1.0,7.0,,,6.0,9.0,9.0,,14.0,1.0,65.0,52.0,3.0,31.0,15.0,,1.0,74.0,9.0,12.0,2.0,,1.0,,,158.0,1.0,,1.0,1.0,,8.0,,,2.0,,,,,,15.0,,7.0,7.0,2.0,5.0,116.0,84.0,42.0,1.0,,4.0,3.0,4.0,431.0,,,2.0,2.0,,93.0,69.0,29.0,,,,,153.0,153.0,3.0,25.0,32.0,52.5,,,,1.0,8.0,0.0,,,,94.0,2.0,,2.0,,,6.0,,2.0,99.0,350.0,2.0,7.0,187.0,50.0,31.0,12.0,3.0,21.0,18.0,,151.0,10.0,295.0,1.0,1.0,25.0,11.0,86.0,2.0,461.0,1.0,0.0,11.0,10.0,,21.0,3.0,653.0,18.0,17.0,6.0,6.0,8.0,0.0
