matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755434,14,2014-12-02 19:45:00,90,Burnley,Home,83.0,16.0,1.0,3.0,2.0,7.0,1.0,129.0,6.0,1.0,3.0,14.0,6.0,38.0,209.0,,,32.0,27.0,29.0,6.0,2.0,,,,,,,,,,,8.0,,,,,,,1.0,5.0,7.0,4.0,,,41.0,37.0,,,,3.0,22.0,3.0,9.0,,,2.0,4.0,9.0,,12.0,2.0,64.0,57.0,3.0,39.0,26.0,,1.0,75.0,12.0,11.0,,,2.0,2.0,,148.0,1.0,,1.0,1.0,,10.0,1.0,2.0,2.0,26.0,,15.0,15.0,1.0,3.0,61.0,85.0,39.0,5.0,1.0,5.0,4.0,2.0,299.0,2.0,1.0,,30.0,90.0,24.0,,,,,,155.0,155.0,2.0,13.0,17.0,42.2,,,,22.0,0.0,74.0,2.0,1.0,3.0,,1.0,,7.0,,2.0,65.0,193.0,12.0,9.0,99.0,37.0,39.0,8.0,1.0,16.0,15.0,,128.0,23.0,241.0,2.0,1.0,43.0,7.0,86.0,2.0,324.0,2.0,0.0,12.0,18.0,,35.0,2.0,527.0,,3.0,2.0,2.0,15.0,0.0
755448,15,2014-12-06 15:00:00,90,Burnley,Away,101.0,19.0,2.0,6.0,4.0,4.0,,157.0,1.0,1.0,1.0,13.0,7.0,31.0,252.0,,,21.0,39.0,29.0,9.0,1.0,,,,,,,1.0,,,,8.0,,,,,,,2.0,6.0,6.0,5.0,,,57.0,64.0,,1.0,,1.0,18.0,5.0,7.0,1.0,,11.0,15.0,2.0,,10.0,2.0,67.0,65.0,1.0,41.0,29.0,,,83.0,12.0,11.0,,,4.0,2.0,1.0,162.0,,,,,,4.0,,1.0,1.0,29.0,1.0,19.0,19.0,1.0,1.0,78.0,92.0,36.0,3.0,,7.0,3.0,3.0,353.0,5.0,,,38.0,74.0,34.0,,,,,,171.0,171.0,2.0,35.0,18.0,49.0,,,,18.0,0.0,81.0,2.0,2.0,3.0,,,,7.0,,3.0,87.0,238.0,13.0,10.0,115.0,55.0,41.0,11.0,9.0,27.0,19.0,,164.0,9.0,290.0,1.0,1.0,47.0,7.0,95.0,2.0,378.0,1.0,0.0,15.0,18.0,,25.0,1.0,596.0,,5.0,8.0,11.0,14.0,0.0
755454,16,2014-12-13 15:00:00,90,Burnley,Home,89.0,18.0,1.0,4.0,3.0,6.0,,130.0,5.0,,3.0,9.0,3.0,27.0,215.0,,,31.0,22.0,23.0,4.0,,,1.0,,,,,1.0,,,,5.0,,,,,,,1.0,7.0,7.0,8.0,,,46.0,60.0,,,,6.0,29.0,2.0,6.0,,,2.0,9.0,4.0,,11.0,2.0,55.0,55.0,6.0,39.0,26.0,,,68.0,15.0,11.0,1.0,,2.0,,1.0,158.0,1.0,,,1.0,,10.0,1.0,2.0,1.0,26.0,,25.0,25.0,2.0,3.0,54.0,74.0,40.0,4.0,,2.0,3.0,2.0,304.0,1.0,2.0,,43.0,84.0,13.0,,1.0,1.0,1.0,,163.0,163.0,5.0,20.0,26.0,40.2,,,,29.0,0.0,72.0,2.0,2.0,4.0,,2.0,1.0,3.0,,1.0,63.0,199.0,11.0,5.0,118.0,39.0,39.0,15.0,2.0,15.0,13.0,1.0,114.0,18.0,227.0,2.0,,35.0,6.0,67.0,2.0,330.0,,0.0,7.0,12.0,,40.0,1.0,550.0,,8.0,10.0,2.0,9.0,0.0
755471,17,2014-12-20 15:00:00,90,Burnley,Away,96.0,12.0,1.0,4.0,3.0,3.0,1.0,120.0,4.0,,6.0,11.0,5.0,30.0,212.0,,1.0,15.0,29.0,15.0,5.0,1.0,,1.0,,,,1.0,1.0,,,,5.0,,,,,,,,6.0,11.0,12.0,,,41.0,54.0,,,,2.0,17.0,,13.0,,,6.0,3.0,7.0,,18.0,2.0,70.0,41.0,2.0,31.0,16.0,,,78.0,8.0,8.0,1.0,,3.0,1.0,1.0,149.0,1.0,,,1.0,,12.0,1.0,1.0,1.0,16.0,,21.0,21.0,3.0,6.0,60.0,89.0,37.0,9.0,,3.0,4.0,5.0,287.0,6.0,1.0,,42.0,57.0,20.0,,,,,,160.0,160.0,3.0,11.0,26.0,34.8,,,,17.0,0.0,66.0,3.0,1.0,4.0,,,1.0,4.0,,3.0,50.0,200.0,12.0,7.0,105.0,31.0,31.0,10.0,6.0,17.0,11.0,1.0,113.0,12.0,228.0,1.0,,35.0,7.0,79.0,6.0,316.0,,0.0,9.0,12.0,1.0,22.0,0.0,517.0,,8.0,7.0,6.0,9.0,0.0
755474,18,2014-12-26 15:00:00,90,Burnley,Home,142.0,21.0,1.0,5.0,4.0,4.0,,192.0,1.0,2.0,9.0,13.0,7.0,39.0,329.0,,,30.0,24.0,28.0,9.0,,5.0,,,,,,,,,,10.0,,,,,1.0,,,3.0,4.0,6.0,6.0,10.0,58.0,65.0,,,,,19.0,4.0,9.0,,,8.0,14.0,8.0,,16.0,1.0,65.0,56.0,,29.0,20.0,,,90.0,7.0,5.0,,,,,,188.0,,,,,,3.0,,1.0,2.0,20.0,1.0,12.0,12.0,1.0,9.0,95.0,96.0,51.0,2.0,,8.0,1.0,,437.0,5.0,2.0,,67.0,75.0,48.0,,,,,,195.0,195.0,7.0,20.0,26.0,47.6,1.0,,,19.0,0.0,110.0,,2.0,2.0,,,,12.0,1.0,3.0,85.0,319.0,12.0,9.0,153.0,41.0,29.0,19.0,8.0,30.0,22.0,,166.0,21.0,328.0,1.0,2.0,41.0,7.0,81.0,,451.0,,0.0,16.0,15.0,,36.0,0.0,683.0,28.0,13.0,8.0,8.0,14.0,0.0
755486,19,2014-12-28 15:00:00,90,Burnley,Away,111.0,14.0,,5.0,5.0,4.0,2.0,161.0,4.0,,2.0,15.0,6.0,32.0,267.0,,,14.0,22.0,31.0,5.0,3.0,,,,,,,1.0,,,,7.0,,,,,,,4.0,5.0,13.0,4.0,,,62.0,56.0,1.0,,1.0,2.0,20.0,4.0,8.0,,,3.0,4.0,4.0,,14.0,3.0,58.0,68.0,2.0,45.0,28.0,,,53.0,9.0,16.0,1.0,,7.0,2.0,1.0,145.0,2.0,,,2.0,,7.0,1.0,,,28.0,,22.0,22.0,3.0,2.0,57.0,70.0,39.0,10.0,1.0,5.0,5.0,3.0,319.0,6.0,2.0,,43.0,57.0,20.0,,,,,,130.0,130.0,2.0,27.0,24.0,37.7,,,,20.0,0.0,84.0,4.0,,4.0,,1.0,,5.0,1.0,,67.0,246.0,12.0,10.0,134.0,28.0,45.0,17.0,2.0,12.0,10.0,,102.0,9.0,226.0,,,38.0,6.0,64.0,3.0,348.0,,0.0,12.0,12.0,1.0,19.0,1.0,569.0,,11.0,10.0,3.0,6.0,0.0
755497,20,2015-01-01 15:00:00,90,Burnley,Away,148.0,13.0,3.0,7.0,4.0,4.0,,141.0,2.0,,4.0,14.0,6.0,28.0,282.0,,1.0,20.0,26.0,32.0,6.0,1.0,,,,,,,1.0,,,,13.0,,,,2.0,1.0,1.0,,8.0,7.0,3.0,,,54.0,63.0,1.0,2.0,,3.0,20.0,3.0,9.0,,,5.0,6.0,2.0,,12.0,1.0,65.0,70.0,3.0,47.0,40.0,,,74.0,13.0,12.0,1.0,,3.0,1.0,1.0,167.0,1.0,,1.0,1.0,,4.0,2.0,3.0,,40.0,4.0,19.0,19.0,3.0,5.0,92.0,94.0,44.0,5.0,1.0,5.0,3.0,4.0,372.0,3.0,2.0,,44.0,50.0,18.0,,,,,,152.0,152.0,5.0,21.0,29.0,48.5,4.0,,,20.0,0.0,79.0,,1.0,1.0,,,,8.0,,3.0,51.0,269.0,10.0,8.0,162.0,40.0,47.0,9.0,5.0,14.0,9.0,,116.0,9.0,244.0,3.0,,44.0,7.0,72.0,,392.0,,0.0,15.0,25.0,1.0,24.0,4.0,609.0,,10.0,3.0,5.0,18.0,0.0
755504,21,2015-01-10 15:00:00,90,Burnley,Home,76.0,14.0,3.0,8.0,5.0,2.0,,130.0,3.0,,4.0,14.0,4.0,26.0,198.0,,1.0,15.0,10.0,27.0,10.0,5.0,,1.0,,,,,,,,,10.0,,,,,,,1.0,8.0,8.0,9.0,,,40.0,50.0,3.0,3.0,,5.0,10.0,6.0,7.0,,,10.0,5.0,8.0,,11.0,3.0,43.0,53.0,5.0,27.0,21.0,,,74.0,14.0,8.0,1.0,,2.0,1.0,,173.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,3.0,1.0,21.0,,19.0,19.0,1.0,4.0,53.0,102.0,37.0,6.0,1.0,4.0,13.0,7.0,290.0,5.0,1.0,,46.0,61.0,29.0,1.0,1.0,1.0,,,173.0,173.0,3.0,14.0,25.0,44.8,,,,10.0,0.0,48.0,2.0,4.0,6.0,,,1.0,5.0,,1.0,57.0,186.0,6.0,17.0,89.0,30.0,27.0,9.0,9.0,23.0,14.0,2.0,117.0,8.0,248.0,3.0,,55.0,5.0,78.0,1.0,314.0,,0.0,18.0,15.0,2.0,25.0,2.0,517.0,,15.0,5.0,10.0,10.0,0.0
755514,22,2015-01-17 15:00:00,90,Burnley,Home,106.0,8.0,1.0,3.0,2.0,5.0,1.0,127.0,3.0,,3.0,14.0,4.0,30.0,230.0,,,23.0,34.0,29.0,5.0,1.0,2.0,1.0,,,,,,,,1.0,5.0,,,,,,,1.0,3.0,7.0,4.0,6.0,2.0,43.0,69.0,2.0,,2.0,3.0,18.0,3.0,3.0,,,5.0,7.0,6.0,1.0,3.0,1.0,54.0,77.0,3.0,46.0,30.0,,,85.0,10.0,20.0,1.0,,3.0,3.0,,183.0,2.0,1.0,2.0,1.0,1.0,9.0,1.0,1.0,,30.0,,17.0,17.0,,3.0,67.0,93.0,35.0,8.0,,1.0,7.0,4.0,344.0,2.0,1.0,,30.0,75.0,41.0,,,,,,192.0,192.0,2.0,24.0,34.0,50.8,,3.0,1.0,18.0,0.0,83.0,,1.0,1.0,,,1.0,1.0,,3.0,60.0,213.0,13.0,8.0,127.0,33.0,46.0,11.0,5.0,21.0,16.0,1.0,146.0,19.0,270.0,1.0,,68.0,4.0,102.0,,376.0,,0.0,8.0,26.0,,25.0,1.0,601.0,14.0,16.0,5.0,5.0,24.0,0.0
755531,23,2015-01-31 15:00:00,90,Burnley,Away,121.0,20.0,2.0,11.0,9.0,4.0,1.0,206.0,4.0,,5.0,17.0,20.0,36.0,316.0,,,19.0,24.0,16.0,10.0,3.0,,,,,,,,,1.0,,10.0,,,,,,,1.0,6.0,4.0,4.0,,,66.0,72.0,1.0,1.0,,4.0,18.0,2.0,13.0,,1.0,3.0,10.0,15.0,,7.0,,63.0,50.0,4.0,36.0,24.0,,,80.0,12.0,11.0,,,4.0,3.0,,184.0,,,,,,6.0,,,,24.0,,22.0,22.0,2.0,5.0,90.0,97.0,57.0,6.0,,7.0,6.0,4.0,398.0,3.0,2.0,,95.0,47.0,30.0,,,,,,159.0,159.0,6.0,21.0,38.0,50.3,,,,18.0,0.0,80.0,1.0,,1.0,,2.0,,7.0,,3.0,84.0,300.0,11.0,13.0,133.0,44.0,36.0,12.0,3.0,31.0,28.0,,144.0,18.0,318.0,,,39.0,20.0,72.0,3.0,420.0,1.0,0.0,13.0,21.0,1.0,21.0,1.0,644.0,,12.0,3.0,3.0,14.0,0.0
755534,24,2015-02-08 12:00:00,90,Burnley,Home,202.0,23.0,1.0,5.0,4.0,4.0,,165.0,2.0,1.0,6.0,5.0,4.0,29.0,362.0,1.0,,24.0,32.0,21.0,6.0,,,,,,,,,,,,9.0,,,,,,,,5.0,9.0,3.0,,,48.0,67.0,1.0,,1.0,8.0,20.0,5.0,7.0,1.0,,5.0,16.0,7.0,,6.0,,59.0,57.0,8.0,62.0,41.0,,1.0,70.0,10.0,13.0,2.0,,2.0,,,167.0,2.0,,2.0,2.0,,2.0,2.0,,,41.0,1.0,14.0,14.0,1.0,6.0,112.0,92.0,46.0,6.0,,1.0,7.0,5.0,438.0,5.0,1.0,,53.0,81.0,26.0,,,,,,155.0,155.0,,25.0,32.0,56.0,,,,20.0,0.0,134.0,2.0,1.0,2.0,,,,2.0,1.0,1.0,81.0,348.0,10.0,8.0,215.0,44.0,62.0,14.0,5.0,28.0,23.0,,141.0,12.0,274.0,,1.0,33.0,5.0,68.0,3.0,461.0,1.0,0.0,12.0,16.0,,27.0,0.0,709.0,,14.0,8.0,5.0,13.0,0.0
755547,25,2015-02-11 19:45:00,90,Burnley,Away,148.0,26.0,4.0,8.0,4.0,5.0,1.0,135.0,2.0,,5.0,12.0,6.0,37.0,275.0,1.0,,14.0,23.0,31.0,7.0,3.0,,,,,,,,,,,7.0,,,,,,,,5.0,7.0,4.0,,,43.0,65.0,2.0,1.0,1.0,1.0,15.0,4.0,19.0,1.0,,8.0,8.0,7.0,,7.0,2.0,65.0,65.0,1.0,35.0,28.0,,,66.0,8.0,15.0,1.0,,2.0,2.0,,152.0,1.0,,1.0,1.0,,3.0,1.0,1.0,,28.0,,13.0,13.0,,5.0,82.0,81.0,41.0,5.0,,6.0,5.0,3.0,346.0,2.0,2.0,,40.0,74.0,32.0,1.0,1.0,1.0,,,146.0,146.0,1.0,28.0,28.0,42.7,,,,15.0,0.0,92.0,2.0,2.0,3.0,,,,6.0,1.0,2.0,78.0,258.0,11.0,11.0,155.0,48.0,35.0,10.0,8.0,25.0,17.0,,134.0,9.0,239.0,2.0,,37.0,7.0,74.0,,369.0,1.0,0.0,13.0,19.0,,19.0,3.0,569.0,,13.0,2.0,8.0,17.0,0.0
755554,26,2015-02-21 15:00:00,90,Burnley,Away,124.0,23.0,2.0,2.0,,4.0,,135.0,4.0,2.0,5.0,11.0,10.0,37.0,257.0,,,19.0,25.0,18.0,5.0,1.0,,1.0,,,,,,,,,7.0,,,,,,,1.0,5.0,9.0,5.0,,,47.0,68.0,,,,1.0,13.0,1.0,16.0,,,7.0,4.0,3.0,1.0,13.0,3.0,77.0,53.0,1.0,36.0,23.0,,,75.0,9.0,9.0,,,1.0,,,171.0,1.0,1.0,1.0,,1.0,12.0,,1.0,,23.0,,16.0,16.0,4.0,5.0,74.0,90.0,39.0,7.0,,4.0,3.0,5.0,343.0,3.0,4.0,,48.0,45.0,18.0,,,,,,185.0,185.0,4.0,32.0,21.0,39.0,,,,13.0,0.0,79.0,3.0,1.0,4.0,,,1.0,4.0,,1.0,57.0,244.0,8.0,7.0,144.0,45.0,36.0,21.0,7.0,14.0,7.0,1.0,119.0,21.0,241.0,1.0,2.0,37.0,10.0,85.0,2.0,371.0,,0.0,10.0,22.0,,28.0,2.0,590.0,,16.0,6.0,7.0,16.0,0.0
755564,27,2015-02-28 15:00:00,90,Burnley,Home,121.0,14.0,2.0,7.0,5.0,4.0,1.0,125.0,3.0,1.0,3.0,20.0,2.0,39.0,239.0,,,24.0,18.0,29.0,8.0,3.0,,,,,,,,1.0,,,10.0,,,,,,,1.0,6.0,8.0,2.0,,,43.0,78.0,,,,3.0,20.0,2.0,6.0,,1.0,6.0,9.0,8.0,,11.0,3.0,55.0,60.0,3.0,30.0,24.0,,1.0,68.0,14.0,8.0,,,3.0,2.0,,159.0,,,,,,7.0,,,1.0,24.0,,6.0,6.0,,3.0,68.0,86.0,41.0,4.0,,5.0,6.0,6.0,339.0,,3.0,1.0,43.0,57.0,30.0,,,,,,184.0,184.0,6.0,22.0,43.0,46.5,,,,20.0,0.0,86.0,1.0,1.0,3.0,,,,5.0,1.0,2.0,56.0,229.0,15.0,11.0,139.0,29.0,30.0,14.0,6.0,25.0,19.0,,122.0,22.0,242.0,,1.0,53.0,2.0,86.0,2.0,356.0,,0.0,13.0,18.0,2.0,32.0,0.0,567.0,,16.0,5.0,6.0,12.0,0.0
755575,28,2015-03-04 20:00:00,90,Burnley,Away,151.0,22.0,1.0,1.0,,4.0,,130.0,8.0,1.0,4.0,5.0,5.0,25.0,280.0,,,21.0,17.0,17.0,2.0,3.0,,,,1.0,,,1.0,,,,4.0,,,,,,,1.0,9.0,8.0,12.0,,,60.0,62.0,,,,2.0,12.0,4.0,16.0,,,5.0,8.0,3.0,,3.0,4.0,56.0,59.0,2.0,31.0,15.0,,,71.0,14.0,8.0,,,3.0,1.0,1.0,162.0,,,,,,10.0,,2.0,,15.0,,16.0,16.0,3.0,4.0,79.0,84.0,38.0,6.0,,2.0,3.0,1.0,365.0,3.0,3.0,,51.0,69.0,15.0,,,,,,152.0,152.0,2.0,24.0,24.0,36.9,,,1.0,12.0,0.0,86.0,3.0,3.0,6.0,,1.0,,4.0,,3.0,46.0,264.0,6.0,5.0,167.0,36.0,31.0,13.0,5.0,17.0,12.0,,107.0,14.0,237.0,2.0,1.0,28.0,7.0,64.0,1.0,387.0,,0.0,9.0,27.0,,27.0,1.0,580.0,,10.0,7.0,5.0,15.0,0.0
755584,29,2015-03-14 17:30:00,90,Burnley,Home,75.0,23.0,1.0,2.0,1.0,6.0,,117.0,3.0,,1.0,8.0,3.0,27.0,190.0,,1.0,15.0,31.0,33.0,7.0,,,,,,,,,,1.0,,8.0,,,,,,,1.0,3.0,11.0,11.0,,,42.0,66.0,,,,9.0,24.0,1.0,19.0,,,2.0,7.0,2.0,,11.0,1.0,77.0,59.0,9.0,58.0,43.0,,,60.0,6.0,8.0,,,1.0,1.0,,142.0,,,,,,10.0,,,1.0,43.0,,10.0,10.0,1.0,1.0,42.0,79.0,37.0,6.0,1.0,3.0,4.0,4.0,268.0,8.0,3.0,,28.0,60.0,17.0,,,,,,156.0,156.0,4.0,22.0,32.0,29.8,,,,24.0,0.0,64.0,4.0,1.0,5.0,,,,5.0,,2.0,42.0,180.0,13.0,7.0,89.0,42.0,58.0,19.0,2.0,12.0,10.0,1.0,91.0,21.0,213.0,,,28.0,3.0,65.0,2.0,290.0,1.0,0.0,10.0,13.0,1.0,22.0,2.0,516.0,,11.0,7.0,2.0,7.0,0.0
755599,30,2015-03-21 15:00:00,90,Burnley,Away,104.0,18.0,,6.0,6.0,5.0,1.0,171.0,5.0,2.0,4.0,16.0,10.0,45.0,269.0,,,12.0,17.0,17.0,11.0,1.0,,,,1.0,,,1.0,1.0,,,11.0,,,,,,,1.0,1.0,14.0,7.0,,,55.0,59.0,1.0,1.0,,1.0,17.0,4.0,11.0,,1.0,5.0,9.0,7.0,,4.0,1.0,45.0,42.0,1.0,33.0,14.0,,,67.0,8.0,10.0,,,4.0,2.0,1.0,163.0,,,,,,9.0,,3.0,1.0,14.0,,14.0,14.0,,4.0,62.0,86.0,52.0,10.0,,6.0,6.0,3.0,334.0,7.0,1.0,1.0,51.0,59.0,27.0,,,,,,131.0,131.0,1.0,28.0,18.0,39.8,,,2.0,17.0,0.0,80.0,2.0,,2.0,,1.0,,8.0,,3.0,72.0,254.0,11.0,12.0,115.0,32.0,33.0,9.0,4.0,22.0,18.0,,128.0,18.0,267.0,4.0,2.0,34.0,11.0,80.0,,360.0,,0.0,15.0,12.0,,14.0,0.0,541.0,,11.0,3.0,5.0,9.0,0.0
755604,31,2015-04-05 13:30:00,90,Burnley,Home,89.0,26.0,,8.0,8.0,7.0,2.0,133.0,3.0,1.0,5.0,12.0,7.0,43.0,214.0,,,30.0,26.0,33.0,10.0,1.0,,,,,,,,,,,11.0,,,,,,,2.0,7.0,2.0,10.0,,,48.0,63.0,2.0,2.0,,3.0,18.0,5.0,10.0,,,5.0,12.0,12.0,,8.0,2.0,63.0,62.0,3.0,31.0,24.0,,,84.0,9.0,5.0,,,2.0,2.0,,157.0,,,,,,7.0,,,,24.0,,9.0,9.0,,5.0,55.0,73.0,36.0,3.0,,4.0,7.0,4.0,316.0,2.0,2.0,,48.0,61.0,21.0,,,,,,177.0,177.0,4.0,18.0,32.0,40.0,,,1.0,18.0,0.0,70.0,,2.0,2.0,,,,6.0,1.0,1.0,62.0,206.0,8.0,11.0,105.0,55.0,31.0,15.0,5.0,31.0,26.0,,127.0,23.0,256.0,,1.0,34.0,9.0,84.0,4.0,330.0,,0.0,15.0,20.0,,36.0,2.0,541.0,,8.0,5.0,5.0,16.0,0.0
755613,32,2015-04-11 17:30:00,90,Burnley,Home,71.0,23.0,1.0,3.0,2.0,7.0,,133.0,7.0,,3.0,7.0,7.0,29.0,201.0,,,18.0,32.0,31.0,6.0,,,,,,,1.0,2.0,,,1.0,5.0,,,,,,,,6.0,7.0,10.0,,,43.0,71.0,,,,5.0,17.0,3.0,16.0,,,1.0,11.0,7.0,,7.0,2.0,75.0,57.0,5.0,46.0,33.0,,,62.0,15.0,6.0,,,2.0,,2.0,136.0,,,,,,10.0,,1.0,2.0,33.0,,19.0,19.0,4.0,4.0,59.0,77.0,33.0,6.0,,1.0,5.0,4.0,284.0,6.0,1.0,,42.0,57.0,18.0,,,,,,159.0,159.0,4.0,25.0,30.0,31.8,,,,17.0,0.0,69.0,2.0,2.0,4.0,,,,1.0,,1.0,73.0,187.0,12.0,6.0,87.0,39.0,46.0,17.0,1.0,19.0,18.0,,124.0,25.0,239.0,1.0,,37.0,9.0,75.0,3.0,307.0,,0.0,8.0,15.0,,25.0,2.0,529.0,,10.0,9.0,1.0,12.0,0.0
755627,33,2015-04-18 15:00:00,90,Burnley,Away,79.0,7.0,1.0,3.0,2.0,7.0,,88.0,6.0,,1.0,14.0,4.0,25.0,164.0,,,17.0,20.0,29.0,7.0,1.0,,1.0,,,,,,,,,9.0,,,,,,,,10.0,10.0,11.0,,,38.0,55.0,2.0,2.0,,8.0,12.0,4.0,9.0,,,6.0,8.0,8.0,,9.0,5.0,57.0,53.0,8.0,36.0,29.0,,,71.0,15.0,12.0,,,,,,134.0,,,,,,10.0,,3.0,,29.0,,11.0,11.0,1.0,1.0,37.0,80.0,32.0,5.0,,5.0,3.0,1.0,233.0,4.0,1.0,,30.0,26.0,32.0,,1.0,1.0,1.0,,143.0,143.0,2.0,28.0,14.0,34.4,,,1.0,12.0,0.0,54.0,5.0,2.0,7.0,1.0,2.0,1.0,5.0,,3.0,49.0,149.0,8.0,8.0,95.0,20.0,36.0,12.0,5.0,21.0,16.0,2.0,115.0,22.0,189.0,3.0,,47.0,4.0,75.0,,263.0,,1.0,10.0,8.0,1.0,21.0,2.0,447.0,,7.0,7.0,6.0,5.0,0.0
755634,34,2015-04-25 15:00:00,90,Burnley,Home,104.0,20.0,2.0,9.0,7.0,5.0,,195.0,3.0,1.0,7.0,18.0,8.0,46.0,290.0,,1.0,30.0,37.0,54.0,9.0,1.0,,,,,,,1.0,,,,8.0,,1.0,,,,1.0,,8.0,5.0,3.0,,,45.0,62.0,1.0,2.0,,2.0,11.0,6.0,4.0,,,6.0,11.0,8.0,,7.0,2.0,76.0,82.0,2.0,64.0,51.0,,1.0,95.0,16.0,14.0,,,4.0,1.0,1.0,162.0,,,,,,6.0,,2.0,,51.0,1.0,14.0,14.0,2.0,7.0,96.0,79.0,38.0,4.0,,1.0,9.0,4.0,381.0,,2.0,,53.0,88.0,31.0,,,,,1.0,180.0,180.0,,30.0,22.0,59.9,1.0,,1.0,11.0,0.0,103.0,2.0,1.0,3.0,,,,2.0,1.0,3.0,89.0,274.0,6.0,10.0,119.0,36.0,64.0,19.0,6.0,26.0,20.0,,165.0,15.0,313.0,2.0,1.0,56.0,9.0,99.0,1.0,406.0,,0.0,12.0,9.0,1.0,38.0,3.0,656.0,,17.0,7.0,6.0,6.0,0.0
755652,35,2015-05-02 15:00:00,90,Burnley,Away,111.0,15.0,2.0,6.0,4.0,5.0,,111.0,3.0,1.0,5.0,10.0,3.0,32.0,216.0,,,19.0,18.0,19.0,6.0,2.0,,,,1.0,,,1.0,,,,6.0,,,,,,,1.0,4.0,17.0,12.0,,,45.0,44.0,1.0,1.0,,7.0,21.0,2.0,5.0,1.0,,3.0,12.0,6.0,,1.0,2.0,32.0,43.0,7.0,43.0,36.0,,,58.0,7.0,9.0,,,2.0,,1.0,139.0,,,,,,11.0,,4.0,2.0,36.0,,19.0,19.0,2.0,5.0,61.0,82.0,34.0,13.0,,4.0,4.0,2.0,279.0,15.0,,,29.0,61.0,19.0,1.0,1.0,1.0,,,130.0,130.0,3.0,16.0,15.0,39.8,,,1.0,21.0,0.0,62.0,4.0,2.0,5.0,,,,5.0,,3.0,51.0,202.0,13.0,8.0,128.0,27.0,43.0,11.0,3.0,21.0,18.0,,92.0,15.0,200.0,4.0,1.0,44.0,5.0,84.0,2.0,307.0,,1.0,9.0,10.0,,22.0,2.0,524.0,,14.0,7.0,3.0,7.0,0.0
