matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855274,11,2016-11-05 15:00:00,90,Burnley,Home,102.0,11.0,,5.0,5.0,3.0,,117.0,,1.0,1.0,16.0,2.0,39.0,214.0,,,10.0,27.0,20.0,7.0,,,1.0,,,,,,,1.0,,14.0,,,,6.0,8.0,8.0,9.0,5.0,42.0,58.0,1.0,,2.0,4.0,18.0,1.0,14.0,,1.0,4.0,6.0,4.0,,7.0,2.0,59.0,57.0,4.0,44.0,35.0,,,56.0,11.0,12.0,1.0,,2.0,2.0,,158.0,2.0,,2.0,2.0,,1.0,7.0,3.0,2.0,1.0,35.0,,8.0,8.0,2.0,1.0,65.0,99.0,48.0,7.0,1.0,3.0,6.0,7.0,301.0,4.0,2.0,,40.0,45.0,25.0,1.0,1.0,1.0,,,148.0,148.0,1.0,26.0,17.0,38.2,,,,,18.0,0.0,63.0,3.0,,3.0,,,1.0,6.0,,3.0,36.0,203.0,10.0,9.0,130.0,26.0,44.0,5.0,4.0,16.0,12.0,2.0,80.0,20.0,214.0,2.0,1.0,42.0,2.0,87.0,3.0,328.0,,0.0,14.0,23.0,,15.0,1.0,514.0,13.0,5.0,4.0,4.0,19.0,0.0
855291,12,2016-11-21 20:00:00,90,Burnley,Away,196.0,26.0,,3.0,3.0,2.0,,196.0,6.0,,12.0,12.0,9.0,47.0,389.0,,,15.0,26.0,28.0,4.0,,,,,,,1.0,1.0,,,,3.0,,,1.0,7.0,7.0,9.0,2.0,3.0,73.0,53.0,1.0,1.0,,3.0,14.0,1.0,8.0,,,3.0,7.0,8.0,,6.0,1.0,56.0,52.0,3.0,38.0,29.0,,3.0,75.0,12.0,12.0,,,2.0,1.0,1.0,156.0,,,,,,,10.0,,2.0,,29.0,1.0,9.0,9.0,1.0,12.0,117.0,76.0,44.0,4.0,,2.0,2.0,2.0,454.0,2.0,2.0,,49.0,66.0,33.0,,,,,,134.0,134.0,5.0,17.0,19.0,54.5,,,,,14.0,0.0,136.0,,2.0,2.0,,,,2.0,,3.0,82.0,369.0,8.0,4.0,212.0,43.0,38.0,6.0,2.0,18.0,16.0,,134.0,13.0,288.0,2.0,,27.0,9.0,83.0,3.0,482.0,,0.0,5.0,10.0,1.0,15.0,0.0,654.0,13.0,11.0,2.0,3.0,8.0,0.0
855293,13,2016-11-26 12:30:00,90,Burnley,Home,54.0,12.0,1.0,5.0,4.0,7.0,1.0,97.0,4.0,1.0,,11.0,3.0,31.0,146.0,,,15.0,30.0,23.0,7.0,,,,,,,,,,,,3.0,,,6.0,3.0,12.0,9.0,5.0,5.0,34.0,54.0,,,,9.0,8.0,5.0,2.0,,1.0,5.0,5.0,4.0,,11.0,3.0,53.0,52.0,9.0,21.0,9.0,1.0,,74.0,8.0,14.0,,,5.0,4.0,,144.0,,,,,,,10.0,,1.0,1.0,9.0,,19.0,19.0,5.0,,41.0,93.0,36.0,8.0,1.0,,7.0,5.0,234.0,8.0,,,32.0,40.0,34.0,,,,,,166.0,166.0,2.0,16.0,26.0,33.3,,3.0,,,8.0,0.0,47.0,1.0,2.0,3.0,,,,,2.0,3.0,44.0,133.0,5.0,7.0,68.0,25.0,21.0,8.0,5.0,18.0,13.0,,113.0,18.0,216.0,1.0,1.0,45.0,3.0,90.0,4.0,266.0,,0.0,10.0,12.0,,19.0,2.0,454.0,20.0,11.0,5.0,5.0,11.0,0.0
855307,14,2016-12-03 15:00:00,90,Burnley,Away,98.0,14.0,4.0,7.0,3.0,5.0,1.0,155.0,3.0,,1.0,15.0,6.0,35.0,246.0,,,19.0,26.0,30.0,8.0,2.0,4.0,,,,,,2.0,,,,8.0,,,,5.0,6.0,4.0,7.0,7.0,58.0,70.0,,,,,9.0,5.0,11.0,,,9.0,7.0,6.0,,12.0,1.0,67.0,55.0,,36.0,24.0,,,80.0,13.0,6.0,,,3.0,1.0,2.0,138.0,,,,,,,5.0,,1.0,,24.0,,20.0,20.0,1.0,1.0,70.0,73.0,34.0,4.0,,5.0,5.0,4.0,320.0,3.0,2.0,,49.0,48.0,44.0,,,,,,152.0,152.0,7.0,27.0,29.0,44.1,,,,,9.0,0.0,73.0,1.0,1.0,2.0,,1.0,,5.0,,3.0,91.0,235.0,3.0,10.0,106.0,30.0,36.0,8.0,9.0,23.0,14.0,,157.0,12.0,256.0,1.0,,39.0,7.0,74.0,5.0,339.0,,0.0,14.0,17.0,1.0,27.0,2.0,545.0,32.0,11.0,3.0,9.0,14.0,0.0
855313,15,2016-12-10 15:00:00,90,Burnley,Home,52.0,8.0,3.0,6.0,3.0,5.0,1.0,93.0,5.0,,1.0,19.0,1.0,37.0,139.0,,,15.0,35.0,17.0,7.0,4.0,6.0,1.0,,,,,,,,,6.0,,,3.0,10.0,8.0,10.0,12.0,3.0,34.0,54.0,1.0,1.0,1.0,7.0,17.0,2.0,7.0,,,4.0,4.0,1.0,1.0,7.0,2.0,63.0,50.0,7.0,32.0,16.0,,,72.0,14.0,17.0,,,1.0,1.0,,146.0,2.0,,,2.0,,,10.0,2.0,,,16.0,,20.0,20.0,1.0,1.0,31.0,73.0,31.0,11.0,2.0,5.0,8.0,7.0,209.0,6.0,1.0,,37.0,30.0,30.0,,,,,,140.0,140.0,3.0,28.0,15.0,30.6,,,,,17.0,0.0,31.0,1.0,1.0,2.0,,,1.0,6.0,1.0,3.0,45.0,126.0,11.0,13.0,66.0,18.0,32.0,5.0,4.0,10.0,6.0,1.0,106.0,14.0,186.0,,,54.0,3.0,88.0,5.0,242.0,,0.0,15.0,12.0,1.0,20.0,2.0,434.0,27.0,15.0,5.0,4.0,9.0,0.0
855327,16,2016-12-14 19:45:00,90,Burnley,Away,94.0,19.0,1.0,3.0,2.0,8.0,,106.0,5.0,1.0,7.0,8.0,6.0,33.0,197.0,,,18.0,31.0,27.0,4.0,,,,,,,1.0,1.0,,,,6.0,,,1.0,8.0,10.0,10.0,3.0,5.0,36.0,50.0,1.0,2.0,,2.0,14.0,2.0,6.0,,,1.0,6.0,3.0,,5.0,2.0,56.0,48.0,2.0,17.0,10.0,,,72.0,15.0,11.0,,,2.0,,1.0,156.0,,,,,,,10.0,,,,10.0,,7.0,7.0,,7.0,57.0,79.0,33.0,6.0,,2.0,2.0,2.0,286.0,3.0,,,34.0,28.0,33.0,,1.0,1.0,1.0,,146.0,146.0,,15.0,20.0,41.6,,,,,14.0,0.0,63.0,3.0,3.0,6.0,,,,4.0,,2.0,51.0,183.0,8.0,4.0,116.0,39.0,17.0,5.0,1.0,10.0,9.0,,109.0,23.0,206.0,,1.0,31.0,9.0,81.0,3.0,312.0,,0.0,8.0,11.0,,22.0,2.0,453.0,15.0,10.0,3.0,1.0,9.0,0.0
855339,17,2016-12-18 16:00:00,90,Burnley,Away,88.0,16.0,,3.0,3.0,4.0,,117.0,5.0,,1.0,15.0,10.0,32.0,202.0,,,9.0,24.0,19.0,1.0,,,,,,,,,,,,4.0,,,1.0,5.0,13.0,17.0,4.0,1.0,46.0,69.0,1.0,1.0,1.0,4.0,24.0,2.0,14.0,,1.0,2.0,8.0,6.0,,8.0,3.0,65.0,54.0,4.0,36.0,20.0,,1.0,66.0,11.0,10.0,1.0,,1.0,1.0,,159.0,,,,,,,13.0,1.0,1.0,,20.0,,16.0,16.0,4.0,1.0,58.0,99.0,38.0,11.0,,,1.0,2.0,293.0,9.0,,,56.0,52.0,20.0,,,,,,173.0,173.0,6.0,26.0,24.0,39.8,,3.0,,,24.0,0.0,62.0,3.0,4.0,7.0,,1.0,,1.0,,3.0,43.0,188.0,11.0,1.0,104.0,33.0,36.0,13.0,2.0,17.0,15.0,,101.0,16.0,238.0,1.0,,53.0,10.0,98.0,2.0,325.0,,0.0,5.0,22.0,,16.0,2.0,522.0,17.0,11.0,5.0,2.0,18.0,0.0
855343,18,2016-12-26 15:00:00,90,Burnley,Home,84.0,18.0,,,,4.0,,106.0,4.0,,7.0,16.0,9.0,34.0,190.0,,,19.0,24.0,25.0,3.0,,1.0,,,,,1.0,1.0,,,,2.0,,,2.0,8.0,4.0,4.0,2.0,4.0,43.0,66.0,,,,,16.0,,13.0,,,7.0,7.0,2.0,,8.0,1.0,61.0,55.0,,14.0,7.0,,,77.0,17.0,18.0,1.0,,4.0,2.0,1.0,172.0,1.0,,1.0,,1.0,,8.0,,2.0,1.0,7.0,,15.0,15.0,4.0,7.0,55.0,99.0,42.0,3.0,,,4.0,4.0,290.0,1.0,,,43.0,25.0,35.0,,,,,,186.0,186.0,3.0,15.0,34.0,45.6,,,,,16.0,0.0,51.0,1.0,1.0,2.0,,1.0,,2.0,,3.0,49.0,173.0,6.0,4.0,111.0,41.0,14.0,9.0,6.0,17.0,11.0,,115.0,16.0,227.0,2.0,,42.0,11.0,81.0,3.0,321.0,,0.0,6.0,10.0,,26.0,6.0,496.0,13.0,17.0,6.0,7.0,6.0,0.0
855353,19,2016-12-31 15:00:00,90,Burnley,Home,117.0,12.0,1.0,4.0,3.0,2.0,,120.0,2.0,,4.0,14.0,5.0,37.0,233.0,,2.0,17.0,18.0,11.0,11.0,1.0,1.0,,,,,,,,,2.0,13.0,1.0,,1.0,3.0,5.0,6.0,11.0,5.0,51.0,74.0,2.0,,4.0,3.0,10.0,2.0,16.0,,,6.0,11.0,5.0,,10.0,,53.0,47.0,3.0,10.0,3.0,,1.0,70.0,10.0,9.0,4.0,,3.0,,,171.0,2.0,,2.0,2.0,,,7.0,3.0,,1.0,3.0,,12.0,12.0,4.0,4.0,60.0,102.0,42.0,2.0,,8.0,6.0,6.0,322.0,3.0,,,40.0,43.0,33.0,,,,,1.0,166.0,166.0,3.0,36.0,26.0,45.8,,,,,10.0,0.0,62.0,1.0,1.0,2.0,,,,8.0,,3.0,59.0,222.0,5.0,14.0,141.0,30.0,10.0,8.0,6.0,22.0,16.0,,107.0,8.0,225.0,,,49.0,5.0,96.0,3.0,344.0,,0.0,16.0,21.0,2.0,25.0,1.0,518.0,20.0,14.0,6.0,6.0,17.0,0.0
855365,20,2017-01-02 15:00:00,90,Burnley,Away,142.0,17.0,3.0,8.0,5.0,2.0,,113.0,5.0,,1.0,5.0,10.0,44.0,247.0,,,20.0,34.0,31.0,5.0,1.0,4.0,,,,,,2.0,,,,5.0,,,,6.0,5.0,9.0,6.0,5.0,55.0,48.0,,,,,18.0,2.0,9.0,,,8.0,14.0,3.0,1.0,5.0,1.0,62.0,66.0,,19.0,10.0,1.0,,69.0,11.0,11.0,,,4.0,1.0,2.0,150.0,,,,,,,8.0,,,,10.0,,12.0,12.0,1.0,1.0,78.0,79.0,31.0,8.0,,3.0,3.0,3.0,333.0,7.0,1.0,,39.0,48.0,39.0,,,,,,157.0,157.0,1.0,21.0,21.0,45.0,,,,,18.0,0.0,74.0,,1.0,1.0,,1.0,,6.0,,3.0,55.0,235.0,9.0,6.0,160.0,32.0,19.0,11.0,7.0,25.0,18.0,,116.0,9.0,222.0,,,34.0,10.0,89.0,3.0,357.0,,0.0,11.0,15.0,,24.0,3.0,534.0,18.0,13.0,7.0,8.0,10.0,0.0
