matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292910,11,2022-10-16 14:00:00,7,Aston Villa,Home,159.0,22.0,1.0,9.0,8.0,1.0,,133.0,1.0,,7.0,4.0,6.0,22.0,283.0,,,23.0,6.0,12.0,10.0,1.0,3.0,,,1.0,,1.0,,,,,,,11.0,,,1.0,,,3.0,9.0,6.0,2.0,13.0,5.0,59.0,60.0,3.0,4.0,,,14.0,4.0,8.0,,,7.0,15.0,8.0,,7.0,2.0,35.0,51.0,,6.0,4.0,1.0,,17.0,46.0,12.0,11.0,,,3.0,1.0,1.0,129.0,,,,,,,2.0,,1.0,,4.0,2.0,8.0,8.0,1.0,7.0,83.0,62.0,41.0,1.0,,6.0,5.0,7.0,336.0,1.0,,,49.0,54.0,28.0,,,,,,127.0,127.0,5.0,16.0,31.0,41.1,1.0,,,,14.0,0.0,82.0,2.0,,2.0,,,7.0,2.0,,3.0,7.0,62.0,267.0,7.0,11.0,176.0,40.0,6.0,7.0,6.0,30.0,24.0,,97.0,3.0,207.0,1.0,,12.0,6.0,47.0,3.0,353.0,1.0,0.0,18.0,24.0,1.0,24.0,0.0,544.0,25.0,23.0,5.0,7.0,10.0,0.0
2292925,12,2022-10-20 19:30:00,7,Aston Villa,Away,144.0,13.0,1.0,6.0,5.0,6.0,1.0,103.0,7.0,,4.0,7.0,5.0,22.0,241.0,,1.0,13.0,17.0,15.0,8.0,1.0,,,,,,,1.0,,,,,,9.0,,,,,,3.0,9.0,14.0,5.0,9.0,3.0,55.0,47.0,,,,3.0,22.0,3.0,1.0,1.0,1.0,7.0,5.0,5.0,,6.0,4.0,40.0,43.0,3.0,12.0,4.0,,1.0,19.0,40.0,11.0,10.0,,,3.0,2.0,,106.0,,,,,,,9.0,,3.0,1.0,4.0,,5.0,5.0,,4.0,76.0,51.0,26.0,9.0,,2.0,7.0,6.0,284.0,5.0,,1.0,41.0,40.0,23.0,1.0,1.0,1.0,,,118.0,118.0,5.0,14.0,20.0,39.6,,,,1.0,22.0,0.0,74.0,3.0,3.0,5.0,,,3.0,,,4.0,12.0,48.0,219.0,12.0,9.0,160.0,31.0,12.0,10.0,6.0,18.0,12.0,,81.0,15.0,169.0,3.0,,14.0,5.0,45.0,3.0,311.0,,1.0,12.0,14.0,1.0,17.0,2.0,479.0,13.0,17.0,4.0,7.0,6.0,0.0
2292930,13,2022-10-23 14:00:00,7,Aston Villa,Home,121.0,12.0,,1.0,1.0,2.0,,127.0,4.0,,3.0,3.0,1.0,21.0,247.0,1.0,1.0,19.0,21.0,15.0,11.0,,4.0,2.0,,,,,,,,,,,14.0,1.0,,,,,,8.0,8.0,4.0,12.0,7.0,56.0,60.0,2.0,3.0,3.0,,13.0,5.0,11.0,,2.0,7.0,3.0,2.0,,13.0,3.0,66.0,53.0,,25.0,14.0,,,20.0,45.0,14.0,9.0,2.0,,5.0,1.0,,138.0,2.0,,2.0,1.0,1.0,,8.0,2.0,2.0,,14.0,2.0,12.0,12.0,,3.0,71.0,63.0,33.0,6.0,2.0,3.0,10.0,11.0,306.0,2.0,,,48.0,42.0,24.0,,,,,1.0,127.0,127.0,5.0,22.0,24.0,45.1,,,,,19.0,0.0,64.0,1.0,2.0,3.0,2.0,2.0,3.0,,,5.0,13.0,65.0,232.0,13.0,13.0,145.0,33.0,25.0,16.0,6.0,12.0,6.0,2.0,95.0,9.0,196.0,2.0,,12.0,1.0,48.0,,329.0,2.0,0.0,19.0,20.0,1.0,20.0,1.0,532.0,26.0,13.0,9.0,7.0,12.0,0.0
2292949,14,2022-10-29 15:00:00,7,Aston Villa,Away,166.0,11.0,,1.0,1.0,1.0,,98.0,2.0,,2.0,3.0,6.0,14.0,263.0,1.0,,18.0,13.0,8.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,2.0,16.0,4.0,3.0,,62.0,61.0,,,,,12.0,3.0,4.0,,,,5.0,2.0,,7.0,2.0,42.0,41.0,,14.0,6.0,,,21.0,51.0,11.0,10.0,,,1.0,1.0,,148.0,,,,,,,9.0,,1.0,1.0,6.0,,11.0,11.0,3.0,3.0,69.0,64.0,22.0,3.0,,,3.0,,324.0,2.0,2.0,,51.0,41.0,12.0,1.0,1.0,1.0,,,139.0,139.0,6.0,24.0,18.0,40.5,,,,,22.0,0.0,77.0,2.0,1.0,3.0,,,,1.0,,5.0,10.0,46.0,248.0,12.0,3.0,193.0,35.0,14.0,12.0,,8.0,8.0,,80.0,3.0,171.0,1.0,,15.0,6.0,54.0,3.0,356.0,1.0,0.0,3.0,19.0,,21.0,1.0,521.0,13.0,15.0,4.0,,9.0,0.0
2292950,15,2022-11-06 14:00:00,7,Aston Villa,Home,223.0,23.0,,1.0,1.0,1.0,,113.0,3.0,,2.0,2.0,3.0,27.0,335.0,,,13.0,8.0,8.0,2.0,,,,1.0,,,1.0,1.0,,,,,,5.0,,,,,,,2.0,5.0,4.0,3.0,3.0,77.0,51.0,1.0,,1.0,3.0,11.0,,8.0,,,3.0,4.0,1.0,1.0,9.0,1.0,34.0,40.0,3.0,24.0,15.0,,,29.0,24.0,6.0,12.0,1.0,1.0,1.0,,1.0,128.0,2.0,,2.0,2.0,,,5.0,2.0,3.0,3.0,15.0,,15.0,15.0,,2.0,96.0,46.0,27.0,5.0,1.0,1.0,3.0,4.0,374.0,3.0,,1.0,48.0,39.0,11.0,,,,,,107.0,107.0,2.0,24.0,13.0,41.8,,,,,19.0,0.0,100.0,3.0,,3.0,1.0,,2.0,,,5.0,16.0,51.0,315.0,11.0,4.0,247.0,35.0,24.0,10.0,2.0,7.0,5.0,,74.0,5.0,161.0,3.0,,11.0,3.0,54.0,,401.0,1.0,0.0,6.0,16.0,,15.0,3.0,574.0,13.0,17.0,4.0,3.0,5.0,0.0
2292961,16,2022-11-13 14:00:00,7,Aston Villa,Away,137.0,15.0,,,,2.0,,74.0,4.0,1.0,,2.0,,15.0,211.0,1.0,2.0,19.0,10.0,8.0,4.0,,1.0,,,,,,,1.0,,,,,6.0,1.0,,,1.0,,,6.0,4.0,3.0,5.0,3.0,46.0,57.0,,,1.0,,7.0,3.0,3.0,,,4.0,1.0,,,9.0,1.0,38.0,50.0,,34.0,18.0,1.0,,29.0,34.0,11.0,14.0,2.0,,2.0,,,110.0,1.0,,,1.0,,,8.0,1.0,1.0,,18.0,1.0,9.0,9.0,,,73.0,46.0,19.0,11.0,,2.0,3.0,2.0,265.0,4.0,1.0,,14.0,41.0,10.0,,,,,1.0,121.0,121.0,4.0,34.0,14.0,34.9,1.0,,3.0,,16.0,0.0,64.0,,1.0,1.0,1.0,,3.0,,,5.0,18.0,24.0,194.0,7.0,5.0,171.0,31.0,34.0,10.0,3.0,4.0,1.0,,54.0,6.0,126.0,1.0,1.0,22.0,2.0,52.0,1.0,293.0,2.0,0.0,8.0,23.0,3.0,20.0,7.0,481.0,15.0,18.0,5.0,4.0,12.0,0.0
2292971,17,2022-12-26 17:30:00,7,Aston Villa,Home,224.0,24.0,,7.0,7.0,1.0,,164.0,7.0,3.0,7.0,1.0,4.0,24.0,381.0,,1.0,12.0,8.0,6.0,9.0,,,,,,,,,,,,,,11.0,,,,,,1.0,3.0,10.0,6.0,10.0,2.0,61.0,66.0,3.0,3.0,1.0,1.0,9.0,3.0,5.0,,,,8.0,10.0,,9.0,3.0,38.0,33.0,1.0,14.0,4.0,,1.0,25.0,46.0,7.0,11.0,1.0,,3.0,1.0,,162.0,1.0,,1.0,1.0,,,12.0,1.0,,1.0,4.0,,6.0,6.0,,7.0,129.0,58.0,39.0,6.0,,2.0,8.0,6.0,441.0,1.0,1.0,,61.0,40.0,32.0,,,,,,142.0,142.0,4.0,30.0,23.0,48.1,,,,,14.0,0.0,119.0,4.0,2.0,6.0,,,3.0,,,3.0,11.0,73.0,359.0,9.0,10.0,255.0,42.0,14.0,16.0,,19.0,19.0,,108.0,1.0,235.0,,3.0,13.0,4.0,52.0,3.0,471.0,,0.0,12.0,11.0,1.0,14.0,0.0,653.0,30.0,15.0,6.0,,3.0,0.0
2292987,18,2023-01-01 14:00:00,7,Aston Villa,Away,180.0,23.0,,2.0,2.0,,1.0,143.0,6.0,,6.0,1.0,6.0,26.0,321.0,1.0,1.0,17.0,10.0,7.0,7.0,2.0,1.0,,,,,1.0,,,,,,,10.0,,,,,,1.0,2.0,4.0,2.0,6.0,7.0,84.0,61.0,1.0,,1.0,2.0,12.0,5.0,5.0,1.0,,3.0,,2.0,,9.0,,38.0,45.0,2.0,21.0,12.0,,,26.0,41.0,10.0,15.0,,,1.0,1.0,1.0,143.0,2.0,,2.0,2.0,,,7.0,2.0,3.0,1.0,12.0,,13.0,13.0,2.0,7.0,82.0,56.0,30.0,5.0,2.0,3.0,8.0,4.0,379.0,3.0,1.0,,36.0,50.0,16.0,,,,,,118.0,118.0,11.0,25.0,14.0,40.7,,,,,20.0,0.0,94.0,1.0,1.0,1.0,1.0,,4.0,,,5.0,15.0,63.0,302.0,12.0,11.0,209.0,47.0,21.0,10.0,3.0,6.0,3.0,,94.0,3.0,200.0,3.0,,16.0,6.0,60.0,,403.0,2.0,0.0,13.0,18.0,1.0,21.0,3.0,591.0,20.0,12.0,5.0,3.0,9.0,0.0
2292991,19,2023-01-04 20:00:00,7,Aston Villa,Home,218.0,30.0,,4.0,4.0,3.0,,216.0,6.0,1.0,1.0,1.0,2.0,36.0,430.0,,2.0,17.0,13.0,9.0,8.0,,2.0,,,,1.0,1.0,,,,,,,10.0,,,,,,,2.0,8.0,2.0,8.0,5.0,85.0,49.0,2.0,1.0,1.0,2.0,8.0,6.0,4.0,,,7.0,16.0,10.0,,17.0,2.0,51.0,38.0,2.0,19.0,14.0,,,15.0,67.0,6.0,12.0,,,2.0,1.0,1.0,137.0,1.0,,1.0,1.0,,,6.0,1.0,,1.0,14.0,,6.0,6.0,3.0,1.0,133.0,57.0,38.0,8.0,,2.0,7.0,4.0,467.0,3.0,,,63.0,86.0,40.0,,,,,,132.0,132.0,9.0,21.0,18.0,55.9,,,1.0,,18.0,0.0,136.0,2.0,,2.0,1.0,,3.0,,,4.0,10.0,106.0,407.0,8.0,9.0,230.0,53.0,19.0,18.0,5.0,32.0,27.0,,145.0,4.0,293.0,,1.0,4.0,3.0,58.0,1.0,491.0,,0.0,13.0,11.0,2.0,19.0,1.0,678.0,22.0,11.0,6.0,7.0,5.0,0.0
2293000,20,2023-01-13 20:00:00,7,Aston Villa,Home,211.0,19.0,,,,,,100.0,5.0,2.0,7.0,3.0,3.0,25.0,311.0,,1.0,18.0,11.0,16.0,5.0,,,2.0,,,,,,1.0,,,,,10.0,,,,,,,8.0,16.0,,8.0,3.0,68.0,65.0,1.0,1.0,1.0,3.0,8.0,2.0,6.0,1.0,1.0,,2.0,1.0,,17.0,2.0,56.0,70.0,3.0,28.0,15.0,,,26.0,47.0,12.0,18.0,1.0,,2.0,1.0,,157.0,1.0,,1.0,1.0,,1.0,6.0,2.0,1.0,,15.0,,13.0,13.0,3.0,7.0,103.0,65.0,29.0,11.0,1.0,1.0,5.0,5.0,396.0,9.0,,,66.0,36.0,11.0,,,,,,175.0,175.0,3.0,32.0,20.0,53.4,,,,,21.0,0.0,100.0,3.0,,2.0,,2.0,4.0,,,4.0,12.0,35.0,290.0,8.0,6.0,253.0,51.0,28.0,18.0,,4.0,4.0,3.0,80.0,2.0,179.0,2.0,2.0,23.0,3.0,71.0,2.0,428.0,1.0,0.0,11.0,28.0,1.0,27.0,2.0,665.0,12.0,16.0,8.0,,13.0,0.0
2293018,21,2023-01-21 15:00:00,7,Aston Villa,Away,270.0,15.0,1.0,4.0,3.0,,1.0,190.0,2.0,5.0,5.0,3.0,6.0,22.0,456.0,,,21.0,23.0,14.0,8.0,1.0,1.0,,,,,1.0,,,,,,,11.0,,,,,,3.0,6.0,6.0,2.0,11.0,5.0,85.0,71.0,1.0,,1.0,,7.0,3.0,3.0,,1.0,2.0,5.0,5.0,,18.0,1.0,61.0,57.0,,9.0,4.0,,,20.0,53.0,9.0,19.0,1.0,,4.0,3.0,1.0,197.0,1.0,1.0,1.0,,1.0,,2.0,,2.0,,4.0,,6.0,6.0,,5.0,150.0,73.0,43.0,2.0,,5.0,5.0,5.0,541.0,1.0,,,78.0,67.0,29.0,,,,,,164.0,164.0,8.0,27.0,26.0,63.5,,,,,21.0,0.0,134.0,4.0,1.0,5.0,1.0,,8.0,,,3.0,6.0,85.0,434.0,7.0,10.0,296.0,34.0,9.0,13.0,2.0,15.0,13.0,,134.0,5.0,285.0,2.0,5.0,17.0,6.0,49.0,,566.0,,0.0,16.0,19.0,1.0,21.0,2.0,755.0,20.0,17.0,5.0,2.0,9.0,0.0
2293020,22,2023-02-04 15:00:00,7,Aston Villa,Home,301.0,20.0,2.0,4.0,2.0,3.0,,192.0,5.0,,5.0,1.0,7.0,22.0,489.0,,1.0,13.0,10.0,12.0,11.0,3.0,7.0,,,,,,,,,,,,12.0,,,2.0,,,,7.0,7.0,2.0,10.0,9.0,74.0,62.0,,,1.0,2.0,9.0,9.0,13.0,,,11.0,12.0,5.0,,10.0,,56.0,42.0,2.0,7.0,2.0,3.0,,15.0,54.0,10.0,10.0,1.0,,1.0,,,182.0,,,,,,,5.0,1.0,3.0,,2.0,2.0,5.0,5.0,,5.0,166.0,71.0,45.0,3.0,,5.0,9.0,4.0,534.0,,,,55.0,72.0,36.0,,,,,,141.0,141.0,5.0,25.0,26.0,63.2,2.0,3.0,,,22.0,0.0,142.0,1.0,,1.0,,,6.0,2.0,,5.0,8.0,93.0,460.0,9.0,14.0,321.0,35.0,7.0,24.0,9.0,26.0,17.0,,130.0,10.0,269.0,3.0,,8.0,7.0,40.0,2.0,564.0,1.0,0.0,19.0,9.0,2.0,13.0,0.0,739.0,30.0,19.0,11.0,11.0,6.0,0.0
2293037,23,2023-02-12 16:30:00,7,Aston Villa,Away,164.0,27.0,,1.0,1.0,1.0,,84.0,4.0,,3.0,,2.0,26.0,247.0,,1.0,11.0,8.0,4.0,4.0,,,,,,,,,,,,,,5.0,,,1.0,,,1.0,7.0,13.0,4.0,3.0,3.0,60.0,46.0,,,,2.0,6.0,2.0,6.0,1.0,,4.0,3.0,3.0,,3.0,3.0,34.0,32.0,2.0,15.0,6.0,1.0,,16.0,35.0,14.0,12.0,1.0,,,,,102.0,1.0,,1.0,1.0,,,8.0,1.0,2.0,,6.0,1.0,16.0,16.0,,3.0,69.0,46.0,20.0,8.0,,2.0,3.0,2.0,271.0,6.0,,,36.0,30.0,11.0,1.0,1.0,1.0,,,87.0,87.0,2.0,28.0,9.0,32.8,1.0,,,,11.0,0.0,73.0,4.0,2.0,5.0,,,2.0,,,5.0,8.0,49.0,221.0,6.0,5.0,182.0,49.0,15.0,13.0,1.0,7.0,6.0,,76.0,5.0,129.0,2.0,,5.0,3.0,55.0,4.0,304.0,,0.0,6.0,7.0,2.0,11.0,2.0,446.0,12.0,13.0,9.0,4.0,3.0,0.0
2293040,24,2023-02-18 12:30:00,7,Aston Villa,Home,137.0,14.0,,1.0,1.0,2.0,,89.0,6.0,,2.0,2.0,7.0,19.0,225.0,,,11.0,13.0,12.0,4.0,,,1.0,,,,1.0,1.0,,,,,,6.0,,,,,,,9.0,13.0,8.0,4.0,3.0,50.0,48.0,,,,5.0,20.0,1.0,10.0,,,2.0,5.0,2.0,,13.0,,53.0,50.0,5.0,25.0,9.0,1.0,1.0,21.0,42.0,13.0,3.0,1.0,,1.0,,1.0,119.0,2.0,,2.0,2.0,,1.0,12.0,2.0,3.0,1.0,9.0,1.0,13.0,13.0,3.0,2.0,65.0,56.0,30.0,9.0,1.0,1.0,5.0,5.0,262.0,7.0,2.0,1.0,29.0,36.0,13.0,,,,,,111.0,111.0,1.0,21.0,13.0,33.4,,3.0,,,27.0,0.0,59.0,1.0,1.0,2.0,1.0,1.0,1.0,,,5.0,12.0,35.0,207.0,20.0,6.0,164.0,31.0,25.0,16.0,2.0,9.0,7.0,2.0,62.0,7.0,138.0,3.0,,8.0,7.0,51.0,,293.0,,0.0,7.0,25.0,1.0,12.0,2.0,489.0,12.0,14.0,11.0,2.0,18.0,0.0
2293052,25,2023-02-25 15:00:00,7,Aston Villa,Away,244.0,17.0,,2.0,2.0,1.0,,101.0,5.0,2.0,7.0,4.0,10.0,24.0,343.0,,1.0,17.0,17.0,18.0,5.0,,,,,1.0,,1.0,,,,,,1.0,7.0,1.0,,,,,,5.0,13.0,2.0,4.0,5.0,61.0,67.0,3.0,2.0,2.0,2.0,9.0,,21.0,1.0,,1.0,5.0,1.0,,13.0,2.0,68.0,57.0,2.0,27.0,12.0,,,24.0,30.0,12.0,12.0,1.0,,4.0,2.0,1.0,155.0,1.0,,,1.0,,,8.0,1.0,1.0,2.0,12.0,1.0,7.0,7.0,3.0,7.0,109.0,54.0,26.0,5.0,,3.0,3.0,5.0,411.0,4.0,1.0,,45.0,31.0,22.0,,,,,1.0,136.0,136.0,3.0,33.0,18.0,53.5,,,,,15.0,0.0,108.0,4.0,1.0,4.0,1.0,,4.0,,1.0,2.0,11.0,50.0,328.0,9.0,6.0,282.0,34.0,27.0,18.0,,8.0,8.0,,81.0,3.0,159.0,1.0,2.0,13.0,12.0,49.0,,433.0,1.0,0.0,9.0,16.0,1.0,22.0,1.0,629.0,17.0,14.0,11.0,1.0,8.0,0.0
2293061,26,2023-03-04 15:00:00,7,Aston Villa,Home,301.0,15.0,,3.0,3.0,,2.0,164.0,7.0,,,,6.0,23.0,462.0,1.0,4.0,15.0,4.0,8.0,7.0,1.0,,,,,,,,,,,1.0,1.0,6.0,,,,1.0,,2.0,7.0,2.0,1.0,7.0,1.0,96.0,49.0,1.0,1.0,,,5.0,3.0,11.0,,,2.0,2.0,1.0,,14.0,,52.0,45.0,,11.0,6.0,,,18.0,36.0,14.0,17.0,,,5.0,3.0,,161.0,,,,,,,8.0,,,,6.0,1.0,7.0,7.0,2.0,,139.0,57.0,43.0,4.0,,4.0,4.0,1.0,495.0,1.0,2.0,,62.0,50.0,15.0,,,,,,111.0,111.0,4.0,22.0,20.0,58.1,1.0,,,1.0,13.0,0.0,130.0,,,,,,4.0,,,4.0,7.0,70.0,433.0,5.0,8.0,324.0,29.0,11.0,16.0,,6.0,6.0,,94.0,4.0,208.0,,,7.0,6.0,39.0,,526.0,1.0,0.0,8.0,13.0,4.0,17.0,2.0,680.0,26.0,17.0,7.0,2.0,8.0,0.0
2293079,27,2023-03-12 14:00:00,7,Aston Villa,Away,281.0,23.0,1.0,8.0,7.0,,,201.0,8.0,2.0,5.0,1.0,4.0,26.0,474.0,,,14.0,12.0,8.0,9.0,1.0,2.0,,,,,,,,,,,,10.0,,,,,,,4.0,12.0,5.0,10.0,2.0,94.0,49.0,3.0,2.0,1.0,2.0,10.0,4.0,9.0,1.0,1.0,2.0,10.0,4.0,,8.0,1.0,45.0,39.0,2.0,25.0,17.0,,1.0,28.0,48.0,6.0,9.0,1.0,,,,,174.0,1.0,,1.0,1.0,,,8.0,1.0,1.0,,17.0,,6.0,6.0,1.0,5.0,136.0,44.0,30.0,13.0,,4.0,7.0,4.0,520.0,4.0,,,75.0,44.0,26.0,1.0,1.0,1.0,,,111.0,111.0,4.0,29.0,10.0,59.2,,2.0,,1.0,19.0,0.0,141.0,2.0,3.0,4.0,,,4.0,1.0,,5.0,13.0,95.0,451.0,10.0,11.0,307.0,38.0,25.0,20.0,2.0,16.0,14.0,,129.0,3.0,254.0,1.0,2.0,5.0,5.0,39.0,1.0,545.0,,0.0,12.0,12.0,,16.0,0.0,728.0,37.0,11.0,10.0,2.0,8.0,0.0
2293081,28,2023-03-18 15:00:00,7,Aston Villa,Home,238.0,21.0,2.0,3.0,1.0,1.0,,146.0,5.0,2.0,4.0,1.0,2.0,19.0,381.0,3.0,2.0,14.0,9.0,7.0,12.0,2.0,5.0,1.0,,,,,,,,,,1.0,14.0,,,,,,1.0,7.0,9.0,1.0,16.0,4.0,82.0,54.0,5.0,2.0,3.0,1.0,6.0,8.0,12.0,,,9.0,1.0,5.0,,10.0,1.0,49.0,55.0,1.0,8.0,6.0,,,16.0,36.0,8.0,13.0,,,2.0,1.0,,137.0,3.0,,1.0,2.0,1.0,,7.0,1.0,,,6.0,,5.0,5.0,1.0,4.0,107.0,44.0,29.0,6.0,3.0,2.0,15.0,9.0,423.0,2.0,,,49.0,44.0,29.0,,,,,,115.0,115.0,5.0,28.0,15.0,55.8,,,,,17.0,0.0,121.0,2.0,1.0,3.0,,1.0,3.0,1.0,,3.0,6.0,82.0,362.0,6.0,17.0,259.0,41.0,8.0,29.0,7.0,14.0,7.0,1.0,112.0,2.0,202.0,,2.0,7.0,4.0,40.0,,447.0,4.0,0.0,20.0,16.0,4.0,18.0,1.0,625.0,40.0,14.0,19.0,9.0,10.0,0.0
2293093,29,2023-04-01 17:30:00,7,Aston Villa,Away,155.0,19.0,,,,,,59.0,9.0,,1.0,1.0,2.0,15.0,214.0,,1.0,6.0,11.0,13.0,3.0,,1.0,,,,,,,,,,,2.0,4.0,,,1.0,,,,11.0,19.0,8.0,2.0,3.0,41.0,56.0,1.0,1.0,1.0,1.0,7.0,,18.0,1.0,,2.0,1.0,,,6.0,5.0,63.0,62.0,1.0,32.0,20.0,,1.0,20.0,23.0,16.0,14.0,1.0,,1.0,1.0,,117.0,1.0,,1.0,,1.0,,15.0,1.0,2.0,,20.0,1.0,8.0,8.0,1.0,1.0,53.0,40.0,17.0,13.0,1.0,3.0,1.0,2.0,250.0,5.0,1.0,,22.0,22.0,12.0,,,,,,108.0,108.0,,33.0,17.0,31.0,1.0,,,,16.0,0.0,74.0,7.0,1.0,7.0,1.0,,3.0,,,4.0,10.0,31.0,190.0,7.0,4.0,183.0,30.0,32.0,23.0,2.0,4.0,2.0,,50.0,3.0,106.0,2.0,,8.0,4.0,38.0,,285.0,,0.0,5.0,24.0,1.0,9.0,3.0,463.0,10.0,11.0,11.0,2.0,14.0,0.0
2293100,30,2023-04-08 15:00:00,7,Aston Villa,Home,251.0,21.0,,2.0,2.0,1.0,,135.0,2.0,1.0,6.0,,5.0,16.0,384.0,1.0,,17.0,14.0,11.0,5.0,,,,,,,,,,,,,,8.0,,,,,,,4.0,3.0,3.0,8.0,,70.0,43.0,1.0,,2.0,3.0,5.0,1.0,10.0,,,1.0,6.0,2.0,,7.0,1.0,48.0,49.0,3.0,21.0,12.0,,,13.0,48.0,7.0,17.0,1.0,,3.0,1.0,,129.0,1.0,,1.0,1.0,,,2.0,2.0,1.0,,12.0,,4.0,4.0,,6.0,130.0,54.0,33.0,8.0,,3.0,3.0,3.0,422.0,3.0,1.0,,40.0,47.0,16.0,,,,,,113.0,113.0,2.0,20.0,14.0,65.3,,,,2.0,12.0,0.0,119.0,1.0,1.0,2.0,1.0,,4.0,,1.0,2.0,10.0,65.0,359.0,5.0,6.0,274.0,38.0,21.0,19.0,1.0,10.0,9.0,,89.0,2.0,184.0,1.0,1.0,7.0,5.0,36.0,1.0,448.0,1.0,0.0,8.0,12.0,,20.0,3.0,624.0,24.0,19.0,9.0,1.0,8.0,0.0
2293110,31,2023-04-15 12:30:00,7,Aston Villa,Home,194.0,32.0,,2.0,2.0,,,117.0,4.0,1.0,2.0,,4.0,28.0,309.0,3.0,2.0,21.0,11.0,8.0,9.0,1.0,4.0,,,,,,,,,,,,12.0,,,,,1.0,,11.0,6.0,2.0,10.0,6.0,63.0,59.0,3.0,2.0,1.0,,6.0,4.0,10.0,,1.0,7.0,10.0,1.0,,10.0,1.0,52.0,50.0,,14.0,7.0,,,19.0,51.0,13.0,15.0,2.0,,,,,147.0,3.0,,2.0,3.0,,,6.0,3.0,2.0,,7.0,2.0,6.0,6.0,,3.0,89.0,58.0,26.0,2.0,1.0,4.0,9.0,6.0,358.0,3.0,1.0,,43.0,31.0,21.0,,,,,,137.0,137.0,7.0,24.0,18.0,52.0,1.0,,,,18.0,0.0,96.0,1.0,1.0,2.0,,,6.0,,,2.0,13.0,74.0,289.0,6.0,13.0,221.0,67.0,14.0,17.0,3.0,14.0,11.0,,115.0,2.0,188.0,2.0,1.0,8.0,4.0,65.0,1.0,395.0,3.0,0.0,16.0,18.0,3.0,23.0,1.0,585.0,30.0,16.0,9.0,7.0,11.0,0.0
