matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321762,11,2010-11-06 15:00:00,7,Aston Villa,Away,113.0,18.0,1.0,4.0,3.0,2.0,,157.0,4.0,,3.0,5.0,16.0,23.0,266.0,1.0,2.0,20.0,25.0,20.0,11.0,1.0,1.0,,,,,,,,,12.0,,,,,,,1.0,10.0,5.0,48.0,78.0,2.0,3.0,,4.0,2.0,6.0,,3.0,8.0,4.0,,13.0,1.0,59.0,63.0,4.0,18.0,7.0,,,75.0,6.0,14.0,,,3.0,2.0,,182.0,1.0,,,1.0,,,11.0,1.0,1.0,,17.0,,17.0,12.0,,3.0,71.0,117.0,48.0,3.0,1.0,5.0,8.0,6.0,5.0,1.0,,73.0,53.0,19.0,,,,,208.0,194.0,3.0,28.0,35.0,42.9,,1.0,0.0,94.0,3.0,1.0,,1.0,7.0,,2.0,59.0,13.0,141.0,35.0,32.0,12.0,3.0,17.0,14.0,1.0,119.0,7.0,271.0,1.0,,43.0,16.0,71.0,2.0,395.0,1.0,0.0,15.0,25.0,3.0,27.0,0.0,616.0,13.0,3.0,3.0,15.0,0.0
321772,12,2010-11-10 19:45:00,7,Aston Villa,Home,118.0,14.0,6.0,11.0,5.0,2.0,,122.0,2.0,,4.0,5.0,11.0,18.0,229.0,,3.0,20.0,11.0,18.0,11.0,3.0,2.0,,,,,,,,,12.0,,,,1.0,,,1.0,8.0,6.0,41.0,62.0,3.0,2.0,1.0,7.0,4.0,7.0,,10.0,14.0,6.0,1.0,5.0,,39.0,49.0,6.0,12.0,7.0,,,52.0,10.0,10.0,1.0,,2.0,1.0,,146.0,3.0,1.0,2.0,2.0,1.0,,11.0,2.0,,1.0,12.0,1.0,15.0,12.0,1.0,5.0,66.0,84.0,39.0,8.0,1.0,8.0,9.0,8.0,4.0,1.0,,40.0,57.0,14.0,,,,,169.0,153.0,6.0,25.0,24.0,40.6,1.0,,0.0,78.0,,1.0,2.0,2.0,9.0,1.0,3.0,55.0,17.0,153.0,30.0,27.0,11.0,9.0,30.0,21.0,2.0,99.0,7.0,208.0,,,26.0,12.0,47.0,2.0,331.0,,0.0,21.0,17.0,5.0,20.0,2.0,525.0,7.0,4.0,10.0,9.0,0.0
321777,13,2010-11-13 12:45:00,7,Aston Villa,Home,77.0,11.0,2.0,10.0,8.0,2.0,,116.0,3.0,,7.0,2.0,10.0,18.0,183.0,,1.0,13.0,24.0,12.0,8.0,2.0,2.0,,,,,,,,,13.0,1.0,,,1.0,1.0,,1.0,9.0,7.0,47.0,59.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,9.0,24.0,7.0,,6.0,1.0,46.0,53.0,2.0,16.0,9.0,,1.0,53.0,11.0,9.0,,1.0,2.0,,,139.0,1.0,,1.0,1.0,,1.0,10.0,1.0,1.0,,16.0,2.0,17.0,10.0,,7.0,62.0,91.0,32.0,7.0,2.0,6.0,5.0,5.0,7.0,1.0,,59.0,53.0,20.0,,,,1.0,197.0,179.0,2.0,21.0,28.0,40.7,2.0,1.0,0.0,56.0,2.0,,,2.0,8.0,,3.0,55.0,11.0,104.0,30.0,34.0,6.0,7.0,38.0,31.0,3.0,108.0,6.0,238.0,1.0,,33.0,14.0,56.0,,304.0,,0.0,17.0,27.0,2.0,16.0,3.0,515.0,11.0,5.0,9.0,17.0,0.0
321789,14,2010-11-21 13:30:00,7,Aston Villa,Away,167.0,19.0,2.0,8.0,6.0,4.0,,233.0,4.0,,14.0,4.0,20.0,32.0,392.0,,2.0,22.0,20.0,6.0,13.0,1.0,1.0,,,,,1.0,,,,13.0,,,,1.0,,,,11.0,6.0,58.0,64.0,,,,2.0,7.0,7.0,,8.0,13.0,15.0,,9.0,,54.0,52.0,2.0,15.0,6.0,1.0,,67.0,11.0,15.0,,,2.0,,1.0,175.0,,,,,,,9.0,,3.0,2.0,16.0,1.0,17.0,15.0,,15.0,122.0,96.0,50.0,5.0,,4.0,10.0,4.0,3.0,1.0,,42.0,93.0,27.0,,,,,188.0,173.0,3.0,27.0,16.0,61.7,1.0,2.0,0.0,138.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,109.0,14.0,186.0,44.0,30.0,15.0,7.0,35.0,28.0,1.0,156.0,9.0,342.0,4.0,,22.0,21.0,61.0,2.0,493.0,,0.0,16.0,25.0,5.0,24.0,1.0,724.0,16.0,6.0,8.0,16.0,0.0
321797,15,2010-11-27 12:45:00,7,Aston Villa,Home,160.0,15.0,2.0,3.0,1.0,7.0,,127.0,5.0,1.0,6.0,19.0,8.0,34.0,284.0,,2.0,28.0,21.0,23.0,2.0,2.0,,,,,,,,,,5.0,,,,,,,1.0,15.0,5.0,45.0,65.0,1.0,1.0,,3.0,1.0,19.0,,3.0,11.0,5.0,2.0,11.0,3.0,78.0,68.0,3.0,13.0,5.0,,,53.0,10.0,7.0,,,,,,170.0,1.0,,1.0,,1.0,,8.0,1.0,,,9.0,,24.0,20.0,2.0,6.0,83.0,91.0,49.0,8.0,,2.0,3.0,4.0,4.0,,,44.0,58.0,17.0,,,,,186.0,175.0,2.0,32.0,22.0,40.7,,1.0,0.0,94.0,3.0,,2.0,,3.0,,3.0,59.0,5.0,183.0,31.0,24.0,21.0,3.0,19.0,16.0,,105.0,23.0,228.0,,2.0,35.0,8.0,59.0,3.0,392.0,,0.0,8.0,33.0,4.0,34.0,1.0,627.0,11.0,4.0,3.0,26.0,0.0
321812,16,2010-12-06 20:00:00,7,Aston Villa,Away,256.0,32.0,1.0,2.0,1.0,2.0,,170.0,6.0,,5.0,3.0,25.0,55.0,424.0,,,21.0,11.0,9.0,6.0,1.0,,,,,,,,,,7.0,,,,,,,,10.0,3.0,79.0,67.0,1.0,1.0,,2.0,2.0,4.0,1.0,3.0,6.0,8.0,,8.0,,44.0,48.0,2.0,17.0,8.0,,,69.0,13.0,12.0,,,2.0,2.0,,181.0,,,,,,,10.0,,,,15.0,,18.0,12.0,1.0,5.0,135.0,98.0,55.0,4.0,,3.0,4.0,3.0,3.0,1.0,,61.0,67.0,27.0,,,,,183.0,169.0,4.0,25.0,33.0,51.1,,,0.0,140.0,2.0,1.0,1.0,,3.0,,3.0,67.0,7.0,286.0,51.0,31.0,12.0,3.0,19.0,16.0,,116.0,5.0,268.0,,,24.0,27.0,76.0,,535.0,,0.0,8.0,23.0,,26.0,1.0,730.0,15.0,4.0,3.0,17.0,0.0
321817,17,2010-12-11 15:00:00,7,Aston Villa,Home,78.0,16.0,1.0,9.0,8.0,2.0,4.0,98.0,5.0,,5.0,8.0,8.0,25.0,167.0,,1.0,14.0,17.0,10.0,5.0,2.0,,,,,,,,,,6.0,,,,,,,4.0,14.0,3.0,25.0,53.0,1.0,1.0,1.0,2.0,4.0,14.0,,6.0,12.0,5.0,,6.0,,55.0,57.0,2.0,16.0,6.0,,,63.0,9.0,15.0,1.0,,9.0,6.0,,136.0,1.0,,,1.0,,,8.0,2.0,,,16.0,,22.0,16.0,,6.0,61.0,72.0,35.0,13.0,1.0,4.0,4.0,2.0,4.0,1.0,,52.0,38.0,19.0,,,,,182.0,167.0,4.0,23.0,21.0,43.0,,1.0,0.0,45.0,1.0,,1.0,,5.0,1.0,3.0,55.0,8.0,105.0,32.0,31.0,17.0,6.0,29.0,23.0,,104.0,12.0,191.0,,,22.0,8.0,43.0,5.0,267.0,,0.0,11.0,24.0,2.0,26.0,0.0,484.0,10.0,8.0,6.0,20.0,0.0
321836,18,2011-01-25 19:45:00,7,Aston Villa,Away,124.0,13.0,3.0,6.0,3.0,2.0,,152.0,2.0,,5.0,7.0,16.0,27.0,270.0,,2.0,13.0,12.0,16.0,6.0,3.0,1.0,,,,,1.0,,,,6.0,1.0,,,,,,1.0,9.0,12.0,45.0,58.0,3.0,4.0,2.0,3.0,3.0,17.0,,3.0,16.0,5.0,,7.0,1.0,51.0,52.0,2.0,22.0,14.0,,,52.0,13.0,10.0,1.0,,2.0,1.0,1.0,155.0,,,,,,,16.0,,,,18.0,,14.0,7.0,2.0,5.0,73.0,89.0,39.0,7.0,1.0,1.0,8.0,8.0,5.0,,,35.0,62.0,20.0,,,,1.0,158.0,146.0,2.0,23.0,20.0,45.9,,1.0,0.0,88.0,3.0,2.0,,1.0,1.0,,3.0,64.0,9.0,141.0,22.0,33.0,4.0,3.0,25.0,22.0,1.0,101.0,14.0,245.0,,,21.0,18.0,50.0,2.0,361.0,,0.0,12.0,24.0,7.0,14.0,3.0,564.0,10.0,2.0,4.0,14.0,0.0
321838,19,2010-12-26 17:30:00,7,Aston Villa,Home,128.0,11.0,1.0,11.0,10.0,2.0,1.0,228.0,9.0,,1.0,3.0,6.0,15.0,345.0,,1.0,23.0,20.0,12.0,18.0,,1.0,,,,,,,,,22.0,,,,,,,2.0,7.0,6.0,49.0,50.0,1.0,1.0,,1.0,5.0,12.0,,8.0,26.0,18.0,,5.0,1.0,58.0,46.0,1.0,6.0,5.0,,,77.0,13.0,10.0,,,2.0,2.0,,156.0,1.0,,,1.0,,,12.0,1.0,1.0,,6.0,,9.0,8.0,,1.0,123.0,62.0,36.0,4.0,1.0,10.0,9.0,10.0,4.0,,,58.0,66.0,37.0,,,,,155.0,153.0,1.0,19.0,27.0,57.3,,,0.0,98.0,1.0,1.0,1.0,1.0,13.0,2.0,3.0,107.0,19.0,141.0,28.0,8.0,16.0,8.0,54.0,46.0,1.0,160.0,10.0,339.0,1.0,,16.0,6.0,32.0,1.0,426.0,1.0,0.0,28.0,16.0,1.0,25.0,3.0,628.0,10.0,8.0,8.0,12.0,0.0
321850,20,2010-12-28 15:00:00,7,Aston Villa,Away,225.0,15.0,1.0,2.0,1.0,1.0,,187.0,3.0,,3.0,1.0,30.0,18.0,410.0,,,22.0,8.0,7.0,3.0,2.0,,,3.0,,,3.0,,,,4.0,,,,,,,,10.0,3.0,83.0,41.0,1.0,1.0,,3.0,1.0,11.0,,6.0,4.0,5.0,,7.0,1.0,53.0,43.0,3.0,7.0,2.0,,,41.0,14.0,14.0,,,4.0,1.0,3.0,143.0,,,,,,,4.0,,,,6.0,,16.0,14.0,,3.0,129.0,89.0,55.0,8.0,,1.0,4.0,4.0,4.0,3.0,,55.0,67.0,11.0,2.0,2.0,2.0,,128.0,124.0,,12.0,26.0,50.1,,2.0,0.0,130.0,2.0,,,,4.0,1.0,3.0,58.0,5.0,238.0,27.0,11.0,18.0,4.0,14.0,10.0,,87.0,1.0,261.0,,,14.0,32.0,39.0,,485.0,,0.0,9.0,17.0,2.0,25.0,2.0,635.0,10.0,5.0,6.0,14.0,0.0
321858,21,2011-01-02 13:30:00,7,Aston Villa,Away,69.0,20.0,2.0,9.0,7.0,11.0,,145.0,8.0,,,9.0,7.0,24.0,205.0,,,21.0,10.0,19.0,7.0,3.0,,,,,,,,,,9.0,1.0,,,,,,3.0,16.0,6.0,26.0,60.0,3.0,2.0,3.0,2.0,6.0,10.0,,6.0,12.0,4.0,1.0,16.0,3.0,56.0,73.0,2.0,12.0,4.0,,,57.0,13.0,19.0,1.0,,4.0,1.0,,145.0,2.0,,2.0,1.0,1.0,,14.0,1.0,1.0,1.0,16.0,,19.0,17.0,1.0,,64.0,77.0,39.0,9.0,1.0,3.0,9.0,5.0,8.0,,,64.0,43.0,16.0,1.0,1.0,1.0,1.0,172.0,153.0,3.0,33.0,17.0,39.1,,,0.0,58.0,4.0,,2.0,,6.0,,1.0,85.0,12.0,88.0,29.0,31.0,12.0,5.0,22.0,17.0,,126.0,21.0,227.0,1.0,,32.0,8.0,53.0,1.0,293.0,,0.0,17.0,31.0,,31.0,7.0,529.0,11.0,4.0,6.0,20.0,0.0
