matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360570,11,2011-11-05 15:00:00,7,Aston Villa,Home,87.0,4.0,3.0,7.0,4.0,5.0,,157.0,6.0,,5.0,5.0,7.0,19.0,237.0,,2.0,14.0,20.0,24.0,11.0,2.0,,,,,,,,11.0,,,,,7.0,4.0,53.0,54.0,3.0,1.0,3.0,4.0,4.0,6.0,,6.0,12.0,3.0,,6.0,4.0,54.0,62.0,4.0,25.0,18.0,,,63.0,12.0,9.0,3.0,,2.0,2.0,,131.0,2.0,,2.0,2.0,,,14.0,3.0,2.0,,22.0,,14.0,10.0,1.0,5.0,68.0,86.0,36.0,6.0,,7.0,8.0,5.0,3.0,5.0,,67.0,37.0,18.0,,,,,173.0,160.0,6.0,21.0,17.0,47.2,,,0.0,83.0,3.0,2.0,,1.0,,7.0,1.0,2.0,77.0,15.0,108.0,10.0,38.0,19.0,6.0,23.0,17.0,,120.0,17.0,250.0,2.0,,31.0,7.0,50.0,5.0,335.0,,0.0,16.0,20.0,2.0,20.0,1.0,558.0,6.0,9.0,6.0,15.0,0.0
360586,12,2011-11-21 20:00:00,7,Aston Villa,Away,77.0,10.0,2.0,6.0,4.0,3.0,,100.0,5.0,,,14.0,6.0,23.0,171.0,,,20.0,19.0,20.0,2.0,1.0,,,,,,,,,,,,,9.0,13.0,40.0,45.0,,,,3.0,,12.0,,3.0,4.0,5.0,,7.0,2.0,49.0,45.0,3.0,19.0,8.0,1.0,,61.0,5.0,4.0,,,1.0,1.0,,109.0,,,,,,,15.0,,,,16.0,,12.0,9.0,2.0,,42.0,75.0,35.0,11.0,,2.0,1.0,1.0,4.0,4.0,,35.0,36.0,21.0,,,,,145.0,129.0,1.0,19.0,17.0,29.7,,,0.0,60.0,2.0,2.0,,1.0,,2.0,,2.0,53.0,3.0,94.0,14.0,35.0,11.0,3.0,13.0,10.0,,101.0,15.0,170.0,1.0,,31.0,8.0,45.0,1.0,251.0,,0.0,3.0,16.0,2.0,25.0,2.0,432.0,9.0,5.0,3.0,12.0,0.0
360597,13,2011-11-27 13:30:00,7,Aston Villa,Away,102.0,17.0,3.0,6.0,3.0,6.0,,152.0,4.0,,,13.0,6.0,28.0,248.0,,,14.0,7.0,12.0,9.0,1.0,,,,,,,,,,,,,4.0,3.0,59.0,57.0,,,,1.0,5.0,9.0,,6.0,11.0,6.0,,9.0,1.0,49.0,57.0,1.0,19.0,13.0,,,69.0,16.0,9.0,,,,,,113.0,,,,,,,6.0,,1.0,,18.0,1.0,19.0,12.0,1.0,,78.0,71.0,40.0,4.0,,5.0,5.0,2.0,2.0,4.0,,51.0,45.0,17.0,,,,,140.0,131.0,3.0,21.0,31.0,37.0,,,0.0,74.0,1.0,,,1.0,,5.0,1.0,2.0,64.0,10.0,117.0,31.0,28.0,19.0,6.0,24.0,18.0,,114.0,15.0,231.0,1.0,,31.0,7.0,50.0,3.0,324.0,,0.0,12.0,25.0,1.0,18.0,4.0,508.0,7.0,11.0,6.0,20.0,0.0
360599,14,2011-12-03 17:30:00,7,Aston Villa,Home,122.0,10.0,4.0,8.0,4.0,6.0,,124.0,7.0,1.0,4.0,14.0,6.0,22.0,238.0,,,19.0,17.0,21.0,6.0,2.0,,,,,,,,,,,,,7.0,7.0,64.0,51.0,,,,6.0,3.0,8.0,,5.0,6.0,11.0,,5.0,2.0,37.0,52.0,6.0,13.0,6.0,,1.0,67.0,4.0,12.0,,,,,,154.0,,,,,,,14.0,,,,14.0,,14.0,12.0,1.0,4.0,71.0,97.0,38.0,5.0,,4.0,4.0,2.0,4.0,,,54.0,37.0,20.0,,,,,179.0,163.0,,24.0,20.0,43.8,,,0.0,66.0,2.0,1.0,,1.0,,4.0,,3.0,51.0,8.0,149.0,20.0,29.0,6.0,5.0,23.0,18.0,,103.0,17.0,229.0,,1.0,56.0,6.0,66.0,2.0,355.0,,0.0,9.0,16.0,1.0,25.0,0.0,536.0,8.0,3.0,5.0,12.0,0.0
360610,15,2011-12-10 15:00:00,7,Aston Villa,Away,81.0,9.0,2.0,7.0,5.0,3.0,,120.0,1.0,,2.0,3.0,5.0,23.0,194.0,1.0,1.0,15.0,15.0,16.0,9.0,2.0,2.0,,,,,,,11.0,,,,,10.0,7.0,44.0,63.0,5.0,4.0,1.0,3.0,4.0,6.0,,10.0,16.0,2.0,,10.0,2.0,51.0,61.0,3.0,21.0,10.0,,,77.0,9.0,10.0,,1.0,1.0,,,145.0,2.0,,1.0,2.0,,,8.0,2.0,1.0,1.0,17.0,,15.0,12.0,,2.0,47.0,94.0,28.0,6.0,2.0,5.0,8.0,5.0,7.0,2.0,,65.0,41.0,19.0,,,,,199.0,180.0,5.0,20.0,28.0,45.6,,,0.0,63.0,4.0,2.0,,,2.0,6.0,,1.0,59.0,13.0,98.0,31.0,40.0,20.0,7.0,25.0,18.0,2.0,119.0,6.0,226.0,1.0,,34.0,5.0,71.0,6.0,299.0,1.0,0.0,15.0,27.0,1.0,22.0,2.0,544.0,12.0,8.0,10.0,23.0,0.0
360619,16,2011-12-18 14:05:00,7,Aston Villa,Home,188.0,16.0,1.0,4.0,3.0,4.0,1.0,199.0,8.0,,4.0,6.0,8.0,19.0,383.0,,,16.0,8.0,9.0,12.0,2.0,1.0,,1.0,1.0,,,,12.0,,,,2.0,12.0,5.0,57.0,54.0,2.0,2.0,,2.0,6.0,8.0,,4.0,8.0,6.0,,10.0,5.0,40.0,51.0,2.0,9.0,6.0,,1.0,59.0,5.0,14.0,,,5.0,1.0,1.0,161.0,,,,,,,11.0,,,,9.0,,14.0,9.0,,4.0,121.0,73.0,42.0,10.0,,6.0,8.0,4.0,3.0,3.0,,38.0,85.0,15.0,,,,,148.0,141.0,5.0,24.0,22.0,47.9,,,0.0,133.0,3.0,2.0,,,1.0,6.0,,2.0,80.0,14.0,207.0,27.0,16.0,16.0,2.0,17.0,15.0,1.0,123.0,15.0,282.0,,,12.0,8.0,26.0,1.0,472.0,,0.0,16.0,21.0,2.0,18.0,1.0,651.0,11.0,7.0,4.0,15.0,0.0
360633,17,2011-12-21 19:45:00,7,Aston Villa,Home,89.0,6.0,3.0,9.0,6.0,2.0,,134.0,1.0,,3.0,3.0,7.0,14.0,214.0,,,28.0,14.0,7.0,5.0,1.0,1.0,2.0,,3.0,,,,3.0,,,,,5.0,6.0,40.0,59.0,1.0,1.0,1.0,2.0,1.0,12.0,,7.0,19.0,5.0,,8.0,2.0,58.0,52.0,2.0,16.0,8.0,,,58.0,12.0,8.0,,,4.0,1.0,3.0,115.0,,,,,,,3.0,1.0,1.0,2.0,12.0,,22.0,14.0,1.0,3.0,79.0,67.0,28.0,15.0,1.0,3.0,3.0,3.0,3.0,1.0,,49.0,55.0,15.0,1.0,1.0,1.0,,163.0,153.0,3.0,20.0,30.0,38.2,,1.0,0.0,69.0,1.0,2.0,1.0,,1.0,5.0,,2.0,71.0,6.0,103.0,20.0,26.0,20.0,6.0,31.0,25.0,1.0,120.0,11.0,231.0,1.0,,27.0,9.0,49.0,3.0,303.0,,1.0,9.0,31.0,,35.0,1.0,530.0,7.0,6.0,7.0,26.0,0.0
360645,18,2011-12-26 19:45:00,7,Aston Villa,Away,144.0,8.0,1.0,3.0,2.0,6.0,,162.0,4.0,,2.0,9.0,7.0,30.0,303.0,,1.0,19.0,15.0,12.0,6.0,2.0,1.0,,1.0,2.0,,,,5.0,,,1.0,,9.0,1.0,74.0,52.0,1.0,1.0,,2.0,2.0,3.0,1.0,7.0,10.0,1.0,,8.0,,46.0,53.0,2.0,32.0,21.0,,,71.0,11.0,13.0,,1.0,1.0,,2.0,160.0,,,,,,,7.0,,3.0,,36.0,1.0,18.0,13.0,1.0,2.0,73.0,98.0,43.0,7.0,,6.0,2.0,2.0,4.0,2.0,,82.0,54.0,13.0,,,,,189.0,164.0,1.0,19.0,26.0,60.9,1.0,1.0,0.0,97.0,1.0,,,2.0,1.0,6.0,,1.0,57.0,8.0,157.0,26.0,57.0,14.0,5.0,16.0,11.0,1.0,108.0,14.0,263.0,3.0,1.0,39.0,8.0,64.0,1.0,404.0,1.0,0.0,10.0,23.0,2.0,30.0,0.0,630.0,15.0,5.0,7.0,22.0,0.0
360651,19,2011-12-31 15:00:00,7,Aston Villa,Away,124.0,12.0,,3.0,3.0,2.0,,113.0,4.0,,3.0,6.0,3.0,20.0,234.0,1.0,,11.0,10.0,9.0,5.0,,2.0,,,,,,,8.0,,,,1.0,6.0,12.0,48.0,52.0,5.0,3.0,3.0,4.0,1.0,5.0,,2.0,4.0,4.0,,5.0,1.0,40.0,49.0,4.0,27.0,14.0,,,54.0,13.0,7.0,1.0,,2.0,2.0,,129.0,2.0,,2.0,2.0,,,15.0,3.0,,,32.0,,21.0,18.0,3.0,3.0,68.0,84.0,39.0,9.0,2.0,2.0,5.0,7.0,3.0,1.0,,49.0,23.0,11.0,1.0,1.0,1.0,,160.0,132.0,1.0,31.0,14.0,38.0,,2.0,0.0,72.0,,1.0,,1.0,2.0,2.0,,3.0,53.0,7.0,153.0,19.0,55.0,19.0,2.0,12.0,10.0,2.0,85.0,10.0,176.0,,,24.0,3.0,45.0,1.0,317.0,1.0,0.0,10.0,21.0,,16.0,1.0,535.0,10.0,12.0,2.0,17.0,0.0
360659,20,2012-01-02 15:00:00,7,Aston Villa,Home,121.0,17.0,6.0,10.0,4.0,7.0,,224.0,3.0,,2.0,7.0,16.0,29.0,335.0,,,33.0,4.0,17.0,8.0,2.0,,1.0,,1.0,,,,4.0,,,1.0,,7.0,2.0,63.0,49.0,1.0,1.0,,1.0,3.0,7.0,,14.0,25.0,12.0,,9.0,2.0,36.0,52.0,1.0,8.0,3.0,1.0,,73.0,10.0,6.0,,,3.0,1.0,1.0,156.0,,,,,,,6.0,,,,7.0,1.0,16.0,10.0,,2.0,115.0,87.0,55.0,,,6.0,4.0,1.0,,2.0,,73.0,71.0,32.0,,,,,197.0,186.0,3.0,15.0,25.0,50.4,1.0,,0.0,104.0,3.0,,,3.0,,7.0,,3.0,114.0,10.0,133.0,28.0,19.0,11.0,13.0,51.0,38.0,,176.0,22.0,356.0,,,19.0,17.0,51.0,1.0,438.0,,0.0,11.0,24.0,1.0,43.0,2.0,661.0,11.0,5.0,14.0,20.0,0.0
360669,21,2012-01-14 15:00:00,7,Aston Villa,Home,155.0,7.0,5.0,12.0,7.0,2.0,,226.0,2.0,,2.0,6.0,7.0,26.0,369.0,,,23.0,11.0,18.0,8.0,2.0,,,1.0,1.0,,,,6.0,,,,,6.0,2.0,84.0,56.0,1.0,,1.0,1.0,4.0,2.0,,9.0,12.0,13.0,,6.0,2.0,36.0,54.0,1.0,22.0,13.0,,,73.0,12.0,11.0,1.0,,3.0,,1.0,153.0,1.0,,1.0,1.0,,,4.0,1.0,1.0,,24.0,,20.0,12.0,,2.0,114.0,84.0,39.0,3.0,,4.0,7.0,7.0,2.0,2.0,,72.0,76.0,24.0,,,,,168.0,143.0,5.0,20.0,25.0,52.6,,,0.0,109.0,3.0,,,1.0,,5.0,,1.0,103.0,11.0,167.0,27.0,47.0,13.0,7.0,32.0,25.0,,155.0,7.0,325.0,1.0,,21.0,7.0,49.0,2.0,460.0,,0.0,16.0,17.0,,27.0,1.0,682.0,11.0,8.0,9.0,14.0,0.0
360688,22,2012-01-21 15:00:00,7,Aston Villa,Away,143.0,11.0,,5.0,5.0,3.0,,165.0,3.0,,5.0,4.0,14.0,35.0,303.0,,,13.0,10.0,19.0,5.0,,2.0,1.0,,1.0,,1.0,,9.0,1.0,,,,11.0,3.0,51.0,56.0,1.0,1.0,1.0,10.0,3.0,3.0,1.0,3.0,16.0,8.0,,6.0,,30.0,60.0,10.0,40.0,24.0,,,76.0,10.0,11.0,3.0,,3.0,1.0,1.0,152.0,1.0,,,1.0,,,6.0,2.0,2.0,1.0,38.0,,18.0,13.0,,5.0,100.0,98.0,45.0,13.0,,5.0,1.0,4.0,5.0,1.0,,55.0,43.0,17.0,,,,1.0,188.0,162.0,1.0,21.0,25.0,50.3,,1.0,0.0,110.0,4.0,,,,2.0,6.0,,3.0,82.0,6.0,166.0,24.0,66.0,8.0,1.0,26.0,25.0,2.0,134.0,15.0,273.0,2.0,,29.0,15.0,63.0,1.0,413.0,,0.0,13.0,24.0,1.0,20.0,0.0,642.0,11.0,6.0,3.0,20.0,0.0
