matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987697,11,2018-11-05 20:00:00,38,Huddersfield,Home,107.0,15.0,,3.0,3.0,7.0,1.0,157.0,4.0,1.0,,17.0,7.0,38.0,261.0,,,18.0,27.0,27.0,6.0,1.0,1.0,,,,,,,,,5.0,,1.0,,,1.0,6.0,7.0,1.0,5.0,5.0,65.0,70.0,,,,1.0,37.0,2.0,13.0,,,5.0,15.0,5.0,,13.0,,67.0,64.0,1.0,10.0,2.0,,1.0,73.0,11.0,8.0,,,3.0,2.0,,182.0,,,,,,,9.0,,1.0,,2.0,1.0,25.0,25.0,1.0,,73.0,77.0,38.0,4.0,,5.0,2.0,2.0,361.0,4.0,1.0,,57.0,123.0,32.0,,,,,,191.0,191.0,8.0,15.0,44.0,45.1,1.0,,,,37.0,0.0,67.0,1.0,,1.0,,,1.0,6.0,,3.0,84.0,245.0,21.0,7.0,125.0,33.0,10.0,9.0,4.0,26.0,22.0,1.0,146.0,18.0,288.0,1.0,1.0,40.0,8.0,73.0,3.0,387.0,,0.0,10.0,25.0,,24.0,1.0,598.0,14.0,15.0,5.0,5.0,20.0,0.0
987706,12,2018-11-10 15:00:00,38,Huddersfield,Home,99.0,13.0,1.0,3.0,2.0,7.0,,161.0,9.0,,2.0,9.0,4.0,28.0,257.0,,1.0,12.0,14.0,31.0,8.0,1.0,,,,1.0,1.0,,,,,12.0,,,,,,6.0,8.0,4.0,6.0,9.0,59.0,67.0,2.0,2.0,,3.0,24.0,1.0,11.0,2.0,,5.0,9.0,2.0,,12.0,2.0,52.0,62.0,3.0,26.0,14.0,,,63.0,9.0,8.0,1.0,,1.0,,1.0,160.0,1.0,,,1.0,,,11.0,1.0,1.0,,14.0,2.0,10.0,10.0,,2.0,63.0,79.0,35.0,6.0,,5.0,5.0,7.0,327.0,5.0,,,57.0,81.0,28.0,,,,,,156.0,156.0,7.0,19.0,34.0,43.9,,2.0,,2.0,24.0,0.0,72.0,4.0,,2.0,,,,7.0,,3.0,88.0,239.0,13.0,10.0,118.0,30.0,26.0,11.0,5.0,16.0,11.0,,136.0,13.0,252.0,1.0,,30.0,4.0,62.0,7.0,354.0,,0.0,15.0,18.0,3.0,17.0,1.0,554.0,18.0,16.0,5.0,5.0,12.0,0.0
987721,13,2018-11-25 16:00:00,38,Huddersfield,Away,231.0,22.0,2.0,4.0,2.0,9.0,,207.0,4.0,,2.0,16.0,5.0,47.0,434.0,1.0,,16.0,19.0,29.0,7.0,2.0,,1.0,,,1.0,,,,,10.0,,,,,,6.0,6.0,6.0,6.0,8.0,102.0,83.0,,,,3.0,21.0,4.0,9.0,1.0,,5.0,9.0,6.0,,15.0,,56.0,70.0,3.0,19.0,4.0,,,53.0,8.0,9.0,,,3.0,2.0,1.0,211.0,1.0,,1.0,1.0,,,5.0,1.0,,,4.0,,25.0,25.0,1.0,2.0,105.0,89.0,42.0,3.0,2.0,2.0,8.0,6.0,529.0,4.0,,,54.0,116.0,25.0,,,,,,165.0,165.0,6.0,21.0,50.0,55.2,,,,,21.0,0.0,129.0,3.0,,2.0,,,,4.0,1.0,3.0,90.0,421.0,7.0,10.0,259.0,44.0,19.0,10.0,2.0,19.0,17.0,,129.0,19.0,307.0,,1.0,43.0,7.0,87.0,1.0,547.0,2.0,0.0,14.0,28.0,,20.0,2.0,756.0,16.0,11.0,4.0,5.0,19.0,0.0
987726,14,2018-12-01 15:00:00,38,Huddersfield,Home,77.0,11.0,1.0,1.0,,1.0,,106.0,5.0,,,5.0,3.0,17.0,182.0,,,15.0,31.0,16.0,,3.0,,,,1.0,1.0,,,,,2.0,,,,,,6.0,7.0,7.0,5.0,2.0,33.0,49.0,,,,1.0,6.0,2.0,6.0,,1.0,2.0,5.0,3.0,1.0,8.0,2.0,62.0,43.0,1.0,18.0,5.0,,,58.0,10.0,12.0,,,2.0,2.0,1.0,116.0,,,,,,,10.0,,1.0,,5.0,,13.0,13.0,2.0,1.0,63.0,65.0,24.0,7.0,,2.0,1.0,2.0,235.0,5.0,,,41.0,70.0,18.0,,,,,,138.0,138.0,3.0,20.0,20.0,32.1,,3.0,,,6.0,0.0,53.0,3.0,1.0,4.0,,,,3.0,,3.0,54.0,167.0,3.0,3.0,93.0,26.0,18.0,9.0,2.0,12.0,10.0,,92.0,10.0,184.0,1.0,,25.0,3.0,56.0,1.0,265.0,1.0,1.0,7.0,13.0,,26.0,0.0,434.0,11.0,16.0,2.0,2.0,6.0,0.0
987732,15,2018-12-04 19:45:00,38,Huddersfield,Away,186.0,16.0,5.0,13.0,8.0,4.0,2.0,328.0,3.0,,1.0,7.0,6.0,39.0,501.0,,,27.0,30.0,39.0,10.0,5.0,1.0,,,1.0,1.0,,,,,13.0,,,,,1.0,7.0,4.0,2.0,17.0,6.0,80.0,63.0,1.0,1.0,,1.0,24.0,7.0,5.0,,,8.0,25.0,9.0,1.0,10.0,,59.0,78.0,1.0,8.0,4.0,,,82.0,11.0,13.0,,,3.0,3.0,1.0,239.0,1.0,,1.0,,1.0,,5.0,,,1.0,4.0,,12.0,12.0,2.0,1.0,135.0,81.0,50.0,4.0,,8.0,8.0,6.0,586.0,,2.0,,114.0,133.0,62.0,,,,,,172.0,172.0,12.0,20.0,29.0,67.2,,,,1.0,24.0,0.0,154.0,,,,,,1.0,10.0,,3.0,192.0,486.0,13.0,16.0,214.0,39.0,8.0,8.0,8.0,45.0,37.0,1.0,249.0,10.0,439.0,,,21.0,6.0,73.0,,608.0,1.0,0.0,23.0,22.0,,31.0,2.0,825.0,36.0,13.0,4.0,8.0,9.0,0.0
987743,16,2018-12-08 15:00:00,38,Huddersfield,Away,88.0,12.0,1.0,4.0,3.0,8.0,,134.0,6.0,1.0,1.0,9.0,1.0,37.0,218.0,,,15.0,19.0,24.0,5.0,,,,,,,,,,,6.0,,,,,,11.0,8.0,6.0,5.0,1.0,57.0,60.0,,,,1.0,23.0,1.0,3.0,,,1.0,6.0,3.0,,10.0,2.0,57.0,53.0,1.0,22.0,6.0,,,60.0,20.0,10.0,,,1.0,1.0,,168.0,,,,,,,10.0,,1.0,1.0,6.0,,15.0,15.0,2.0,1.0,55.0,75.0,36.0,7.0,,4.0,1.0,,292.0,4.0,,,73.0,45.0,17.0,,,,,,149.0,149.0,4.0,25.0,25.0,38.1,,,,1.0,23.0,0.0,43.0,,1.0,2.0,,,,5.0,,3.0,66.0,198.0,14.0,5.0,116.0,29.0,22.0,11.0,1.0,11.0,10.0,,107.0,19.0,218.0,1.0,1.0,32.0,2.0,76.0,,323.0,,0.0,6.0,16.0,,17.0,4.0,501.0,14.0,18.0,4.0,1.0,9.0,0.0
987755,17,2018-12-15 15:00:00,38,Huddersfield,Home,199.0,34.0,3.0,12.0,9.0,2.0,1.0,316.0,2.0,,5.0,7.0,3.0,55.0,503.0,,,26.0,22.0,32.0,9.0,4.0,,,,1.0,1.0,,,,,8.0,,,,,2.0,2.0,3.0,5.0,10.0,5.0,111.0,71.0,,,,,19.0,3.0,5.0,,,10.0,12.0,16.0,,10.0,1.0,48.0,72.0,,13.0,5.0,,1.0,90.0,5.0,12.0,,,6.0,4.0,1.0,216.0,,,,,,,3.0,,,1.0,5.0,,14.0,14.0,1.0,5.0,157.0,79.0,51.0,1.0,,7.0,6.0,5.0,609.0,1.0,,,131.0,122.0,61.0,,,,,,196.0,196.0,9.0,13.0,43.0,73.5,,,,1.0,19.0,0.0,140.0,2.0,2.0,4.0,,,,7.0,,3.0,161.0,491.0,9.0,13.0,218.0,62.0,13.0,16.0,9.0,41.0,32.0,,233.0,15.0,447.0,,,18.0,3.0,86.0,2.0,624.0,,0.0,15.0,19.0,,31.0,1.0,859.0,33.0,22.0,9.0,10.0,10.0,0.0
987767,18,2018-12-22 15:00:00,38,Huddersfield,Home,226.0,25.0,4.0,8.0,4.0,2.0,1.0,177.0,5.0,,4.0,6.0,6.0,37.0,395.0,,,18.0,17.0,36.0,8.0,2.0,,,,,,,,,,10.0,,,,,,4.0,6.0,7.0,8.0,8.0,77.0,76.0,,1.0,,,15.0,6.0,13.0,,,8.0,12.0,10.0,,8.0,1.0,53.0,61.0,,14.0,6.0,2.0,,76.0,12.0,9.0,,,2.0,2.0,,211.0,1.0,,,1.0,,,7.0,1.0,,,6.0,,21.0,21.0,,4.0,121.0,92.0,54.0,2.0,1.0,3.0,8.0,5.0,502.0,1.0,1.0,,65.0,90.0,39.0,1.0,1.0,1.0,,,186.0,186.0,3.0,31.0,36.0,62.3,,,,,15.0,0.0,114.0,1.0,2.0,3.0,,,,5.0,,3.0,78.0,377.0,6.0,11.0,258.0,41.0,14.0,6.0,7.0,31.0,24.0,,138.0,10.0,296.0,,,38.0,7.0,86.0,3.0,523.0,1.0,0.0,16.0,16.0,1.0,24.0,2.0,710.0,23.0,13.0,2.0,8.0,8.0,0.0
987778,19,2018-12-26 15:00:00,38,Huddersfield,Away,120.0,23.0,1.0,4.0,3.0,4.0,,129.0,2.0,,7.0,6.0,4.0,28.0,245.0,,,16.0,17.0,12.0,6.0,1.0,,,,,,,,,,7.0,,,,,1.0,8.0,10.0,6.0,6.0,4.0,45.0,66.0,2.0,1.0,1.0,,20.0,1.0,10.0,,,3.0,9.0,3.0,1.0,10.0,,53.0,54.0,,22.0,6.0,,,41.0,13.0,8.0,,,,1.0,,151.0,1.0,,1.0,,1.0,,3.0,,1.0,,6.0,,21.0,21.0,3.0,7.0,71.0,66.0,34.0,5.0,,5.0,3.0,2.0,313.0,4.0,1.0,,48.0,59.0,27.0,,,,,,137.0,137.0,4.0,33.0,15.0,35.3,,,,1.0,20.0,0.0,68.0,3.0,4.0,7.0,,,,7.0,,3.0,67.0,231.0,10.0,8.0,149.0,38.0,22.0,11.0,2.0,15.0,13.0,,98.0,11.0,201.0,1.0,,26.0,5.0,60.0,4.0,335.0,1.0,0.0,10.0,27.0,,20.0,1.0,547.0,18.0,13.0,7.0,3.0,15.0,0.0
987785,20,2018-12-29 15:00:00,38,Huddersfield,Away,317.0,20.0,,3.0,3.0,4.0,,104.0,6.0,,4.0,9.0,6.0,38.0,418.0,,,20.0,38.0,25.0,5.0,1.0,,,,,,,,,,7.0,,,,,1.0,5.0,12.0,2.0,5.0,4.0,86.0,57.0,,,,3.0,14.0,3.0,5.0,,,3.0,7.0,6.0,,7.0,2.0,60.0,51.0,3.0,18.0,9.0,,,53.0,10.0,12.0,,,1.0,1.0,,197.0,,,,,,,7.0,,1.0,1.0,9.0,,12.0,12.0,1.0,4.0,122.0,70.0,35.0,4.0,,,6.0,5.0,505.0,2.0,,,35.0,76.0,33.0,,1.0,1.0,1.0,,159.0,159.0,1.0,26.0,24.0,56.5,,,,,14.0,0.0,124.0,4.0,,4.0,,1.0,,1.0,,2.0,49.0,401.0,5.0,6.0,352.0,43.0,18.0,6.0,3.0,17.0,14.0,,93.0,14.0,194.0,1.0,1.0,40.0,6.0,85.0,2.0,529.0,,0.0,9.0,9.0,,27.0,1.0,702.0,14.0,17.0,5.0,3.0,4.0,0.0
