matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292919,11.0,2022-10-15 15:00:00,39,Wolves,Home,179.0,16.0,1.0,5.0,4.0,2.0,,181.0,3.0,,3.0,2.0,2.0,17.0,355.0,,,19.0,17.0,9.0,6.0,1.0,2.0,1.0,,,,,,,,,6.0,1.0,,1.0,,,8.0,6.0,4.0,8.0,1.0,,57.0,52.0,,,1.0,,13.0,2.0,7.0,,1.0,4.0,15.0,1.0,,9.0,1.0,56.0,40.0,,23.0,16.0,,,19.0,57.0,17.0,11.0,,3.0,2.0,,138.0,,,,,,,10.0,,,,,,,,1.0,16.0,1.0,5.0,5.0,2.0,3.0,111.0,58.0,30.0,5.0,1.0,5.0,2.0,2.0,411.0,,,2.0,1.0,,42.0,67.0,29.0,,1.0,1.0,1.0,1.0,130.0,130.0,2.0,21.0,24.0,58.0,1.0,,,1.0,13.0,0.0,,,,129.0,1.0,1.0,2.0,,,1.0,5.0,1.0,,5.0,7.0,82.0,344.0,7.0,7.0,197.0,31.0,23.0,10.0,4.0,22.0,18.0,1.0,119.0,3.0,260.0,,,13.0,2.0,47.0,2.0,435.0,,0.0,9.0,17.0,4.0,19.0,2.0,615.0,22.0,14.0,3.0,4.0,8.0,0.0
2292924,12.0,2022-10-18 20:15:00,39,Wolves,Away,220.0,12.0,1.0,4.0,3.0,,,124.0,6.0,3.0,3.0,8.0,6.0,28.0,340.0,,,16.0,17.0,12.0,5.0,1.0,1.0,,,1.0,,1.0,,,,,8.0,,,,1.0,,8.0,9.0,5.0,7.0,3.0,,69.0,69.0,2.0,1.0,1.0,3.0,18.0,1.0,11.0,,,2.0,9.0,1.0,,17.0,2.0,69.0,58.0,3.0,16.0,7.0,,,19.0,40.0,18.0,13.0,,1.0,,1.0,147.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,,7.0,1.0,9.0,9.0,,3.0,112.0,64.0,39.0,4.0,1.0,2.0,5.0,4.0,402.0,,,5.0,3.0,,38.0,49.0,18.0,,,,,,141.0,141.0,3.0,35.0,26.0,48.7,1.0,3.0,,,18.0,0.0,,,,100.0,1.0,1.0,2.0,,,,5.0,,,4.0,9.0,65.0,318.0,10.0,7.0,252.0,33.0,16.0,10.0,2.0,12.0,10.0,,100.0,2.0,188.0,,3.0,21.0,9.0,60.0,4.0,428.0,,0.0,10.0,29.0,1.0,16.0,1.0,625.0,20.0,15.0,4.0,3.0,15.0,0.0
2292939,13.0,2022-10-23 14:00:00,39,Wolves,Home,279.0,18.0,4.0,12.0,8.0,1.0,1.0,191.0,4.0,1.0,8.0,6.0,6.0,35.0,458.0,,1.0,17.0,9.0,17.0,14.0,2.0,5.0,,1.0,,,1.0,,,,,14.0,,,,,1.0,5.0,4.0,1.0,15.0,6.0,,78.0,63.0,2.0,2.0,,,11.0,8.0,4.0,,,9.0,7.0,5.0,,11.0,,45.0,52.0,,7.0,2.0,,,22.0,60.0,10.0,10.0,,4.0,3.0,1.0,167.0,,,,,,,4.0,,,,1.0,,,,,2.0,,7.0,7.0,,8.0,147.0,59.0,38.0,2.0,,4.0,12.0,6.0,516.0,,,,1.0,,66.0,49.0,39.0,,,,,,137.0,137.0,3.0,25.0,27.0,60.9,,,,,21.0,0.0,,,,145.0,,,,,,,7.0,1.0,,4.0,14.0,100.0,439.0,11.0,16.0,301.0,40.0,7.0,25.0,8.0,23.0,15.0,,143.0,6.0,259.0,1.0,1.0,11.0,6.0,54.0,3.0,537.0,,0.0,21.0,11.0,4.0,18.0,2.0,735.0,41.0,20.0,14.0,9.0,7.0,0.0
2292942,14.0,2022-10-29 15:00:00,39,Wolves,Away,110.0,21.0,2.0,2.0,1.0,1.0,,121.0,2.0,,3.0,1.0,2.0,17.0,229.0,,,13.0,18.0,11.0,7.0,2.0,4.0,,,,,,,,,,9.0,,,,,,7.0,8.0,4.0,6.0,7.0,,40.0,59.0,,,,,11.0,3.0,9.0,,1.0,6.0,8.0,4.0,,4.0,,59.0,45.0,,28.0,19.0,,,22.0,41.0,17.0,9.0,,,,,119.0,1.0,,1.0,1.0,,,7.0,,,1.0,2.0,,,,1.0,19.0,,8.0,8.0,1.0,3.0,77.0,56.0,23.0,3.0,1.0,5.0,5.0,4.0,283.0,,,3.0,1.0,,44.0,44.0,21.0,,,,,,134.0,134.0,5.0,26.0,23.0,42.2,,,1.0,1.0,18.0,0.0,,,,68.0,2.0,,2.0,,,,6.0,,,2.0,13.0,60.0,220.0,11.0,10.0,128.0,47.0,28.0,21.0,6.0,17.0,12.0,,91.0,5.0,193.0,2.0,,13.0,2.0,50.0,1.0,304.0,,1.0,13.0,17.0,,16.0,3.0,496.0,18.0,22.0,8.0,6.0,6.0,0.0
2292959,15.0,2022-11-05 15:00:00,39,Wolves,Home,94.0,18.0,1.0,2.0,1.0,2.0,,101.0,5.0,,1.0,2.0,1.0,18.0,193.0,,,8.0,15.0,8.0,2.0,2.0,2.0,,,,,,,,,,4.0,1.0,,,,1.0,13.0,12.0,7.0,6.0,2.0,,40.0,45.0,1.0,,2.0,2.0,11.0,2.0,9.0,,1.0,4.0,5.0,2.0,,7.0,2.0,53.0,41.0,2.0,18.0,7.0,,,17.0,43.0,15.0,9.0,1.0,6.0,3.0,,104.0,1.0,,,1.0,,,8.0,,,1.0,2.0,,,,,7.0,,7.0,7.0,1.0,2.0,54.0,51.0,22.0,9.0,1.0,1.0,4.0,5.0,230.0,,,4.0,2.0,,27.0,48.0,20.0,,,,,1.0,102.0,102.0,3.0,20.0,14.0,28.6,,3.0,,,17.0,0.0,,,,58.0,2.0,3.0,5.0,,1.0,,1.0,,,4.0,5.0,52.0,180.0,11.0,5.0,108.0,40.0,18.0,13.0,4.0,14.0,10.0,,82.0,6.0,162.0,2.0,,10.0,1.0,49.0,1.0,256.0,,1.0,8.0,18.0,,9.0,2.0,406.0,13.0,8.0,6.0,4.0,7.0,0.0
2292969,16.0,2022-11-12 19:45:00,39,Wolves,Home,145.0,23.0,,1.0,1.0,2.0,,133.0,5.0,,1.0,,1.0,16.0,277.0,1.0,1.0,16.0,9.0,20.0,6.0,,2.0,1.0,,,1.0,1.0,,,1.0,,8.0,,,,,,2.0,11.0,3.0,6.0,5.0,,67.0,51.0,,,,1.0,2.0,3.0,9.0,1.0,1.0,6.0,9.0,2.0,,5.0,,33.0,52.0,1.0,23.0,17.0,,,22.0,38.0,5.0,6.0,,1.0,,1.0,126.0,,,,,,,8.0,,,,1.0,,,,,17.0,,6.0,6.0,,1.0,82.0,51.0,27.0,4.0,,4.0,2.0,2.0,327.0,,,4.0,1.0,,35.0,51.0,23.0,,,,,,111.0,111.0,3.0,26.0,18.0,37.4,,,,,9.0,0.0,,,,73.0,2.0,,1.0,,1.0,1.0,6.0,,,3.0,8.0,63.0,262.0,2.0,6.0,169.0,46.0,23.0,14.0,4.0,15.0,11.0,1.0,90.0,5.0,194.0,2.0,,6.0,3.0,40.0,3.0,348.0,1.0,0.0,11.0,17.0,4.0,18.0,3.0,505.0,15.0,10.0,9.0,6.0,9.0,0.0
2292975,17.0,2022-12-26 15:00:00,39,Wolves,Away,148.0,11.0,,2.0,2.0,,,128.0,2.0,,8.0,3.0,4.0,16.0,274.0,,1.0,22.0,12.0,12.0,3.0,,1.0,1.0,,,,,,,,,5.0,,,,,1.0,14.0,7.0,5.0,4.0,3.0,,65.0,62.0,1.0,,2.0,1.0,6.0,1.0,8.0,1.0,,2.0,8.0,2.0,,9.0,1.0,58.0,47.0,1.0,19.0,10.0,,1.0,25.0,43.0,22.0,9.0,1.0,1.0,,,140.0,1.0,,1.0,,1.0,1.0,6.0,,,1.0,,,,,1.0,10.0,,12.0,12.0,1.0,8.0,91.0,53.0,23.0,2.0,,,4.0,4.0,342.0,,,2.0,1.0,,55.0,73.0,15.0,,,,,,143.0,143.0,4.0,29.0,20.0,41.2,,,3.0,,13.0,0.0,,,,67.0,3.0,2.0,4.0,,1.0,1.0,2.0,,1.0,5.0,16.0,70.0,260.0,6.0,4.0,176.0,27.0,19.0,15.0,,10.0,10.0,1.0,104.0,2.0,197.0,,1.0,17.0,5.0,50.0,2.0,363.0,1.0,0.0,7.0,19.0,1.0,28.0,6.0,555.0,13.0,20.0,7.0,2.0,12.0,0.0
2292989,18.0,2022-12-31 12:30:00,39,Wolves,Home,176.0,23.0,2.0,5.0,3.0,2.0,,130.0,6.0,2.0,9.0,1.0,1.0,20.0,301.0,,,16.0,10.0,7.0,6.0,2.0,2.0,,,,1.0,2.0,,,,,6.0,,,,,,6.0,11.0,5.0,8.0,2.0,,55.0,70.0,,,,,9.0,6.0,4.0,,,7.0,7.0,5.0,,6.0,3.0,42.0,46.0,,11.0,6.0,,2.0,25.0,33.0,11.0,10.0,,3.0,,2.0,122.0,,,,,,,6.0,,,,,,,,,6.0,,14.0,14.0,,11.0,117.0,52.0,31.0,5.0,,1.0,7.0,3.0,375.0,,,5.0,3.0,,44.0,50.0,23.0,,,,,,147.0,147.0,6.0,31.0,22.0,45.7,,,,,15.0,0.0,,,,100.0,4.0,1.0,6.0,,,,1.0,,,5.0,12.0,62.0,287.0,9.0,8.0,211.0,53.0,11.0,24.0,6.0,18.0,12.0,,94.0,4.0,201.0,,2.0,12.0,2.0,51.0,1.0,394.0,,0.0,10.0,16.0,,18.0,1.0,590.0,13.0,16.0,13.0,7.0,6.0,0.0
2292991,19.0,2023-01-04 20:00:00,39,Wolves,Away,208.0,22.0,4.0,5.0,1.0,1.0,,118.0,5.0,,7.0,2.0,1.0,33.0,321.0,,,11.0,9.0,13.0,5.0,2.0,4.0,,,,,,,,,1.0,6.0,,,,,,9.0,8.0,5.0,8.0,2.0,,71.0,55.0,,1.0,,2.0,8.0,3.0,6.0,1.0,,8.0,10.0,4.0,,7.0,,38.0,51.0,2.0,35.0,21.0,,,15.0,38.0,12.0,5.0,,1.0,2.0,,125.0,1.0,,1.0,,1.0,,9.0,,,,1.0,,,,,21.0,,6.0,6.0,,7.0,86.0,46.0,25.0,7.0,1.0,4.0,4.0,3.0,365.0,,,7.0,1.0,,47.0,54.0,23.0,,,,,,112.0,112.0,4.0,28.0,15.0,44.1,,2.0,,,18.0,0.0,,,,101.0,2.0,1.0,2.0,,2.0,,4.0,,,5.0,5.0,60.0,308.0,8.0,8.0,232.0,35.0,35.0,8.0,7.0,23.0,16.0,,82.0,4.0,174.0,1.0,,14.0,1.0,61.0,4.0,383.0,1.0,0.0,10.0,29.0,1.0,14.0,3.0,578.0,16.0,13.0,4.0,8.0,17.0,0.0
2293009,20.0,2023-01-14 15:00:00,39,Wolves,Home,251.0,16.0,1.0,3.0,2.0,,,212.0,4.0,1.0,6.0,3.0,8.0,21.0,460.0,,1.0,20.0,19.0,16.0,10.0,1.0,3.0,1.0,,,,,,,,,14.0,,1.0,,,,8.0,9.0,7.0,10.0,7.0,,80.0,63.0,,,,3.0,12.0,7.0,7.0,1.0,,4.0,8.0,3.0,,7.0,2.0,47.0,46.0,3.0,35.0,20.0,,1.0,20.0,64.0,10.0,7.0,,,,,172.0,,,,,,1.0,7.0,,,1.0,,,,,,20.0,1.0,4.0,4.0,1.0,6.0,150.0,56.0,29.0,3.0,1.0,4.0,7.0,4.0,530.0,,,8.0,,,48.0,72.0,22.0,,,,,,127.0,127.0,3.0,29.0,24.0,58.5,1.0,,,,20.0,0.0,,,,146.0,4.0,,3.0,,1.0,1.0,6.0,1.0,,5.0,12.0,98.0,447.0,12.0,11.0,280.0,45.0,35.0,12.0,3.0,14.0,11.0,1.0,137.0,4.0,282.0,,1.0,13.0,9.0,53.0,4.0,548.0,1.0,0.0,17.0,15.0,2.0,20.0,0.0,754.0,25.0,13.0,8.0,4.0,9.0,0.0
2293017,21.0,2023-01-22 14:00:00,39,Wolves,Away,273.0,18.0,1.0,4.0,3.0,2.0,,140.0,10.0,,4.0,1.0,2.0,31.0,409.0,,,13.0,14.0,9.0,6.0,,3.0,1.0,,,,,,,,,7.0,,,,,,5.0,10.0,3.0,6.0,4.0,,89.0,50.0,,,,3.0,10.0,4.0,6.0,1.0,,7.0,7.0,5.0,,2.0,2.0,38.0,39.0,3.0,20.0,9.0,1.0,,15.0,37.0,10.0,10.0,,,,,139.0,,,,,,,11.0,,,,,,,,,9.0,,11.0,11.0,5.0,4.0,134.0,41.0,27.0,5.0,,2.0,4.0,1.0,449.0,,,2.0,1.0,,37.0,63.0,23.0,1.0,1.0,1.0,,,101.0,101.0,7.0,21.0,17.0,44.7,,,,1.0,21.0,0.0,,,,116.0,3.0,1.0,3.0,,,1.0,5.0,1.0,,5.0,10.0,68.0,383.0,10.0,6.0,301.0,41.0,20.0,11.0,5.0,17.0,12.0,1.0,96.0,4.0,194.0,,,3.0,2.0,52.0,,478.0,,0.0,10.0,15.0,1.0,13.0,2.0,634.0,11.0,10.0,5.0,7.0,8.0,0.0
2293029,22.0,2023-02-04 15:00:00,39,Wolves,Home,181.0,27.0,1.0,3.0,3.0,,1.0,127.0,3.0,1.0,3.0,3.0,6.0,29.0,305.0,,1.0,12.0,16.0,14.0,8.0,,1.0,3.0,,,,,,,,2.0,9.0,,,,,2.0,6.0,12.0,10.0,7.0,5.0,,65.0,69.0,3.0,4.0,2.0,,8.0,1.0,5.0,2.0,,2.0,3.0,1.0,1.0,6.0,2.0,40.0,41.0,,39.0,18.0,,1.0,16.0,38.0,9.0,5.0,,1.0,1.0,,132.0,1.0,,1.0,1.0,,1.0,10.0,,,1.0,2.0,,,,,18.0,,4.0,4.0,,3.0,102.0,66.0,30.0,7.0,1.0,5.0,4.0,6.0,384.0,,,12.0,3.0,,41.0,58.0,11.0,,,,,,131.0,131.0,3.0,35.0,25.0,41.8,,,,,16.0,0.0,,,,108.0,4.0,,2.0,,,3.0,5.0,,,5.0,6.0,51.0,294.0,8.0,9.0,216.0,57.0,39.0,10.0,1.0,5.0,5.0,4.0,81.0,4.0,196.0,2.0,1.0,26.0,7.0,74.0,1.0,407.0,1.0,0.0,12.0,16.0,1.0,14.0,1.0,583.0,12.0,11.0,6.0,2.0,10.0,0.0
2293038,23.0,2023-02-11 15:00:00,39,Wolves,Away,249.0,20.0,,1.0,1.0,,,148.0,3.0,,4.0,5.0,5.0,32.0,396.0,,1.0,21.0,31.0,15.0,5.0,,,,,,,,,,,,10.0,,,,,1.0,9.0,12.0,5.0,7.0,4.0,,94.0,70.0,,,,2.0,9.0,7.0,14.0,,,2.0,6.0,5.0,,9.0,,74.0,61.0,2.0,31.0,14.0,,1.0,26.0,47.0,14.0,12.0,,,,,167.0,,,,,,,9.0,,,1.0,1.0,,,,1.0,14.0,,6.0,6.0,,5.0,113.0,62.0,28.0,5.0,,2.0,3.0,2.0,466.0,,,5.0,3.0,,55.0,85.0,13.0,,,,,,147.0,147.0,3.0,44.0,17.0,59.1,,,3.0,,17.0,0.0,,,,118.0,1.0,,1.0,1.0,,,2.0,,1.0,5.0,11.0,66.0,380.0,9.0,5.0,286.0,38.0,31.0,20.0,,11.0,11.0,,98.0,1.0,217.0,1.0,,29.0,6.0,77.0,3.0,492.0,,1.0,11.0,21.0,1.0,23.0,3.0,701.0,17.0,16.0,13.0,2.0,12.0,0.0
2293049,24.0,2023-02-18 15:00:00,39,Wolves,Home,278.0,19.0,2.0,9.0,7.0,1.0,,251.0,2.0,2.0,4.0,,4.0,37.0,520.0,1.0,2.0,18.0,24.0,19.0,11.0,3.0,3.0,,,,,,,,,,11.0,,,,,1.0,6.0,3.0,2.0,12.0,3.0,,104.0,73.0,,,,1.0,4.0,6.0,9.0,,,12.0,17.0,13.0,,6.0,,53.0,60.0,1.0,13.0,5.0,,,14.0,81.0,12.0,8.0,,1.0,,,195.0,,,,,,,3.0,,,,,,,,1.0,5.0,,2.0,2.0,,4.0,159.0,75.0,50.0,2.0,,5.0,9.0,4.0,598.0,,,3.0,3.0,,58.0,136.0,49.0,,,,,,158.0,158.0,4.0,36.0,28.0,68.6,,,,,18.0,0.0,,,,158.0,,,,,,,5.0,2.0,,5.0,8.0,127.0,504.0,4.0,14.0,310.0,48.0,13.0,20.0,10.0,40.0,30.0,,169.0,3.0,346.0,,2.0,7.0,4.0,67.0,2.0,616.0,2.0,0.0,15.0,16.0,5.0,18.0,3.0,822.0,43.0,17.0,17.0,12.0,11.0,0.0
2293053,25.0,2023-02-24 20:00:00,39,Wolves,Away,206.0,26.0,1.0,6.0,5.0,,1.0,137.0,4.0,,4.0,5.0,2.0,26.0,337.0,,,21.0,11.0,19.0,5.0,2.0,,,,,,,,1.0,,,6.0,,,,,2.0,9.0,3.0,7.0,6.0,2.0,,85.0,78.0,1.0,1.0,,,7.0,1.0,9.0,,,3.0,5.0,5.0,,12.0,1.0,55.0,65.0,,16.0,8.0,,,20.0,61.0,17.0,12.0,,2.0,2.0,,165.0,1.0,,1.0,1.0,,,8.0,,,1.0,2.0,,,,2.0,8.0,,10.0,10.0,,4.0,84.0,68.0,32.0,4.0,1.0,5.0,3.0,2.0,419.0,,,3.0,,,57.0,63.0,28.0,,,,,,151.0,151.0,5.0,29.0,37.0,49.5,,2.0,,,15.0,0.0,,,,108.0,2.0,2.0,4.0,,,,5.0,,,4.0,13.0,68.0,323.0,7.0,8.0,233.0,60.0,16.0,23.0,3.0,15.0,12.0,,110.0,5.0,224.0,2.0,,11.0,3.0,63.0,1.0,442.0,,0.0,8.0,19.0,,22.0,0.0,635.0,17.0,15.0,15.0,3.0,14.0,0.0
2293069,26.0,2023-03-04 15:00:00,39,Wolves,Home,217.0,8.0,1.0,3.0,2.0,1.0,,129.0,,,4.0,3.0,5.0,22.0,343.0,,2.0,11.0,10.0,9.0,4.0,,1.0,,,,,,,,,,7.0,,,,,,5.0,7.0,14.0,4.0,4.0,,75.0,56.0,2.0,2.0,,2.0,10.0,,8.0,,,4.0,5.0,3.0,,1.0,3.0,33.0,52.0,2.0,30.0,15.0,,,20.0,42.0,11.0,17.0,,1.0,,,129.0,,,,,,,6.0,,,1.0,3.0,,,,1.0,15.0,1.0,4.0,4.0,,4.0,106.0,49.0,24.0,8.0,,1.0,3.0,5.0,391.0,,,9.0,1.0,,40.0,61.0,15.0,,,,,,104.0,104.0,8.0,27.0,14.0,46.5,,,,1.0,21.0,0.0,,,,111.0,3.0,3.0,6.0,,1.0,,3.0,,1.0,5.0,8.0,55.0,324.0,10.0,5.0,241.0,26.0,30.0,12.0,2.0,10.0,8.0,,88.0,2.0,190.0,3.0,,18.0,5.0,60.0,3.0,421.0,,0.0,8.0,18.0,2.0,11.0,1.0,595.0,11.0,10.0,8.0,4.0,9.0,0.0
2293077,27.0,2023-03-12 16:30:00,39,Wolves,Away,191.0,22.0,1.0,3.0,2.0,1.0,,157.0,3.0,,9.0,3.0,5.0,30.0,345.0,,,14.0,12.0,11.0,3.0,1.0,,,,,1.0,1.0,,,,,6.0,,,1.0,,,8.0,13.0,6.0,3.0,4.0,,76.0,59.0,,,1.0,1.0,4.0,,13.0,,,3.0,15.0,5.0,,5.0,1.0,48.0,53.0,1.0,25.0,15.0,,,10.0,50.0,10.0,11.0,,2.0,1.0,1.0,138.0,,,,,,,7.0,,,1.0,2.0,,,,,15.0,1.0,6.0,6.0,2.0,10.0,107.0,62.0,39.0,10.0,,2.0,2.0,4.0,403.0,,,8.0,4.0,,52.0,59.0,26.0,,,,,,131.0,131.0,2.0,28.0,17.0,57.9,1.0,,,,17.0,0.0,,,,104.0,4.0,2.0,6.0,,,,3.0,,1.0,5.0,5.0,83.0,330.0,4.0,4.0,221.0,47.0,25.0,19.0,2.0,23.0,21.0,,114.0,2.0,227.0,3.0,,12.0,5.0,61.0,,425.0,,0.0,7.0,20.0,,14.0,2.0,624.0,16.0,13.0,11.0,3.0,12.0,0.0
2293089,28.0,2023-03-18 15:00:00,39,Wolves,Home,263.0,21.0,1.0,5.0,4.0,2.0,1.0,224.0,7.0,1.0,2.0,2.0,4.0,25.0,482.0,,1.0,22.0,11.0,16.0,12.0,3.0,3.0,,1.0,,,1.0,,1.0,,,17.0,,,,,2.0,7.0,7.0,4.0,16.0,7.0,,78.0,70.0,4.0,4.0,,1.0,12.0,6.0,7.0,,2.0,5.0,12.0,6.0,1.0,12.0,,52.0,55.0,1.0,7.0,5.0,1.0,,24.0,73.0,15.0,8.0,,4.0,1.0,1.0,160.0,,,,,,,9.0,,,1.0,,,,,2.0,5.0,,9.0,9.0,,2.0,159.0,71.0,46.0,4.0,,6.0,9.0,8.0,559.0,,,2.0,,,53.0,102.0,33.0,,,,,,157.0,157.0,5.0,29.0,34.0,65.9,,,,,26.0,0.0,,,,183.0,,,,,,,9.0,3.0,1.0,5.0,11.0,105.0,465.0,12.0,15.0,286.0,47.0,7.0,19.0,5.0,24.0,19.0,,156.0,6.0,318.0,,1.0,8.0,5.0,48.0,2.0,580.0,1.0,2.0,23.0,21.0,2.0,22.0,3.0,781.0,41.0,17.0,10.0,5.0,15.0,0.0
2293098,29.0,2023-04-01 15:00:00,39,Wolves,Away,344.0,26.0,1.0,7.0,6.0,2.0,2.0,204.0,6.0,,9.0,,5.0,28.0,541.0,,,20.0,17.0,16.0,5.0,1.0,,,,,,,,,,,5.0,,,,,3.0,4.0,14.0,3.0,5.0,3.0,,101.0,55.0,,,,2.0,4.0,4.0,11.0,,1.0,3.0,13.0,3.0,,9.0,1.0,56.0,54.0,2.0,22.0,12.0,,,22.0,73.0,13.0,13.0,,2.0,3.0,,189.0,,,,,,,7.0,,,,1.0,,,,,12.0,,6.0,6.0,2.0,9.0,160.0,88.0,55.0,4.0,,2.0,4.0,1.0,614.0,,,3.0,1.0,,69.0,92.0,25.0,,,,,,137.0,137.0,3.0,24.0,19.0,72.4,,,1.0,,20.0,0.0,,,,186.0,4.0,2.0,6.0,,1.0,,3.0,,1.0,5.0,6.0,100.0,522.0,4.0,6.0,363.0,49.0,22.0,17.0,3.0,22.0,19.0,,153.0,6.0,295.0,1.0,,7.0,6.0,58.0,,636.0,,0.0,8.0,14.0,1.0,20.0,5.0,832.0,14.0,11.0,11.0,3.0,6.0,0.0
2293109,30.0,2023-04-08 15:00:00,39,Wolves,Home,113.0,15.0,1.0,3.0,2.0,2.0,1.0,124.0,1.0,,4.0,2.0,,18.0,234.0,,,14.0,16.0,9.0,2.0,3.0,3.0,1.0,,,,,,1.0,,1.0,4.0,,,,,2.0,11.0,8.0,5.0,6.0,3.0,,43.0,68.0,,1.0,,3.0,18.0,2.0,14.0,,,8.0,10.0,7.0,,15.0,,71.0,51.0,3.0,28.0,12.0,,,22.0,50.0,14.0,9.0,,2.0,3.0,,128.0,,,,,,,4.0,,,1.0,1.0,,,,,12.0,,10.0,10.0,1.0,4.0,72.0,47.0,26.0,8.0,1.0,2.0,3.0,4.0,294.0,,,8.0,,,47.0,63.0,36.0,,,,,,147.0,147.0,9.0,25.0,24.0,37.6,,,,,30.0,0.0,,,,71.0,,1.0,1.0,,,1.0,3.0,,,5.0,9.0,59.0,223.0,18.0,5.0,134.0,33.0,28.0,23.0,6.0,26.0,20.0,1.0,102.0,4.0,206.0,1.0,,10.0,1.0,44.0,2.0,314.0,,0.0,9.0,22.0,2.0,16.0,2.0,539.0,18.0,13.0,11.0,8.0,13.0,0.0
2293119,31.0,2023-04-15 15:00:00,39,Wolves,Home,227.0,25.0,1.0,2.0,1.0,5.0,,135.0,,,4.0,2.0,1.0,28.0,360.0,,1.0,15.0,20.0,11.0,5.0,1.0,1.0,,,,,,,,,,10.0,,,,,,6.0,8.0,2.0,6.0,5.0,,78.0,66.0,,,1.0,2.0,7.0,2.0,7.0,,,5.0,8.0,3.0,,15.0,2.0,61.0,48.0,2.0,20.0,11.0,,1.0,17.0,53.0,12.0,7.0,1.0,,1.0,,160.0,,,,,,,5.0,,,2.0,2.0,,,,1.0,11.0,,4.0,4.0,,4.0,108.0,72.0,32.0,2.0,,,6.0,9.0,434.0,,,4.0,,,52.0,52.0,21.0,,,,,,139.0,139.0,4.0,25.0,28.0,50.6,,,,,12.0,0.0,,,,107.0,2.0,1.0,3.0,,1.0,,,,1.0,5.0,11.0,63.0,354.0,7.0,6.0,253.0,48.0,20.0,17.0,4.0,16.0,12.0,,99.0,7.0,216.0,2.0,,22.0,2.0,79.0,,453.0,1.0,0.0,11.0,21.0,2.0,16.0,1.0,633.0,16.0,8.0,9.0,5.0,11.0,0.0
