matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321871,22.0,2011-01-05 19:45:00,39,Wolves,Home,50.0,7.0,,1.0,1.0,4.0,,107.0,4.0,1.0,,7.0,13.0,20.0,156.0,,1.0,14.0,6.0,11.0,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,14.0,5.0,,34.0,52.0,,,,8.0,,6.0,,4.0,8.0,1.0,,6.0,1.0,41.0,46.0,8.0,20.0,9.0,,1.0,72.0,15.0,12.0,,1.0,5.0,1.0,1.0,135.0,,,,,,,14.0,,,,3.0,,,,,19.0,1.0,26.0,16.0,6.0,1.0,45.0,80.0,30.0,9.0,,,1.0,2.0,,,6.0,2.0,,61.0,43.0,8.0,,,,,169.0,152.0,3.0,24.0,15.0,32.2,1.0,1.0,0.0,,,,35.0,3.0,,,,1.0,1.0,,3.0,69.0,1.0,73.0,15.0,37.0,9.0,4.0,14.0,10.0,1.0,126.0,10.0,190.0,3.0,1.0,37.0,14.0,54.0,2.0,249.0,,0.0,3.0,22.0,3.0,17.0,0.0,447.0,13.0,1.0,4.0,16.0,0.0
321880,23.0,2011-01-15 15:00:00,39,Wolves,Away,97.0,16.0,2.0,5.0,3.0,2.0,,182.0,3.0,1.0,1.0,7.0,21.0,22.0,274.0,1.0,1.0,21.0,10.0,6.0,6.0,2.0,1.0,,,,,,,,10.0,1.0,1.0,,,12.0,5.0,,60.0,48.0,,1.0,2.0,,5.0,13.0,1.0,8.0,19.0,4.0,1.0,8.0,2.0,45.0,40.0,,14.0,6.0,,1.0,86.0,9.0,11.0,1.0,,5.0,2.0,,170.0,1.0,1.0,1.0,,1.0,,8.0,,,1.0,2.0,,,,,13.0,1.0,11.0,10.0,2.0,1.0,77.0,76.0,36.0,12.0,1.0,3.0,6.0,5.0,,,7.0,,,95.0,40.0,23.0,,,,1.0,166.0,154.0,1.0,15.0,23.0,49.6,1.0,,0.0,,,,68.0,3.0,1.0,,,1.0,5.0,,3.0,106.0,9.0,112.0,33.0,26.0,7.0,6.0,31.0,25.0,1.0,173.0,10.0,294.0,2.0,1.0,32.0,22.0,56.0,3.0,375.0,1.0,0.0,15.0,21.0,4.0,24.0,0.0,564.0,3.0,2.0,8.0,14.0,0.0
321896,24.0,2011-01-22 12:45:00,39,Wolves,Home,96.0,19.0,1.0,10.0,9.0,8.0,1.0,228.0,3.0,1.0,4.0,11.0,21.0,28.0,314.0,,,29.0,24.0,18.0,9.0,,,,1.0,,,2.0,,,8.0,,,,2.0,10.0,6.0,,67.0,57.0,1.0,1.0,,1.0,2.0,4.0,,5.0,26.0,7.0,,17.0,2.0,55.0,62.0,1.0,11.0,4.0,,,104.0,6.0,17.0,,2.0,8.0,6.0,2.0,212.0,,,,,,,6.0,,,,1.0,,,,,8.0,,19.0,15.0,2.0,4.0,96.0,103.0,47.0,4.0,,6.0,3.0,3.0,,,2.0,2.0,,80.0,60.0,39.0,,,,,226.0,217.0,4.0,20.0,21.0,58.2,,1.0,0.0,,,,75.0,5.0,1.0,,,,8.0,,1.0,126.0,9.0,117.0,44.0,20.0,10.0,4.0,43.0,39.0,,215.0,21.0,376.0,1.0,1.0,39.0,22.0,71.0,3.0,450.0,1.0,0.0,13.0,21.0,2.0,35.0,0.0,682.0,11.0,6.0,5.0,14.0,0.0
321900,25.0,2011-02-02 20:00:00,39,Wolves,Away,121.0,14.0,,3.0,3.0,5.0,,188.0,1.0,1.0,7.0,9.0,35.0,20.0,306.0,1.0,2.0,21.0,18.0,9.0,12.0,,1.0,,,,,,,,11.0,,,,,10.0,4.0,,74.0,65.0,1.0,1.0,,4.0,5.0,6.0,,3.0,9.0,4.0,,16.0,1.0,55.0,44.0,4.0,18.0,9.0,1.0,,99.0,8.0,15.0,,,4.0,4.0,,192.0,,,,,,,10.0,,,,3.0,,,,,27.0,1.0,12.0,10.0,,7.0,77.0,112.0,39.0,8.0,,6.0,6.0,1.0,,,3.0,3.0,,87.0,50.0,26.0,,,,,215.0,191.0,4.0,22.0,21.0,57.4,,1.0,0.0,,,,80.0,3.0,,,,1.0,7.0,,3.0,93.0,12.0,140.0,39.0,42.0,11.0,2.0,19.0,17.0,1.0,160.0,12.0,302.0,4.0,1.0,51.0,35.0,76.0,4.0,423.0,1.0,0.0,13.0,16.0,4.0,24.0,3.0,652.0,16.0,4.0,3.0,11.0,0.0
321916,26.0,2011-02-05 17:30:00,39,Wolves,Home,109.0,13.0,,6.0,6.0,7.0,1.0,132.0,4.0,,4.0,9.0,14.0,16.0,235.0,1.0,3.0,19.0,10.0,8.0,3.0,1.0,1.0,,,,,1.0,,,4.0,,,,2.0,10.0,5.0,,61.0,63.0,,,,4.0,4.0,5.0,,4.0,8.0,8.0,1.0,12.0,1.0,44.0,39.0,4.0,25.0,15.0,,,84.0,9.0,11.0,1.0,,2.0,2.0,1.0,165.0,2.0,,1.0,,2.0,,10.0,,,,3.0,,,,,21.0,,16.0,13.0,3.0,4.0,66.0,105.0,37.0,6.0,,,6.0,4.0,,,3.0,3.0,,48.0,50.0,16.0,,,,,185.0,172.0,,28.0,21.0,41.7,,,0.0,,,,58.0,2.0,1.0,,1.0,1.0,1.0,1.0,3.0,68.0,6.0,126.0,34.0,38.0,10.0,1.0,19.0,18.0,1.0,130.0,15.0,243.0,3.0,,40.0,17.0,63.0,2.0,350.0,1.0,0.0,9.0,18.0,4.0,22.0,2.0,560.0,10.0,2.0,4.0,12.0,0.0
321917,27.0,2011-02-12 15:00:00,39,Wolves,Away,193.0,14.0,2.0,2.0,,2.0,,187.0,8.0,,3.0,8.0,33.0,25.0,378.0,,,20.0,13.0,4.0,2.0,1.0,,,,,,,,,2.0,,,,,15.0,6.0,,82.0,52.0,,,,2.0,2.0,11.0,1.0,6.0,10.0,4.0,,6.0,3.0,50.0,43.0,2.0,13.0,4.0,,,75.0,9.0,15.0,,1.0,2.0,1.0,,169.0,,,,,,,17.0,,,,1.0,,,,,9.0,,14.0,11.0,1.0,3.0,104.0,86.0,45.0,3.0,,2.0,1.0,,,,4.0,2.0,,72.0,68.0,15.0,,,,,162.0,148.0,2.0,26.0,16.0,49.9,,,0.0,,,,107.0,4.0,2.0,,1.0,,2.0,,3.0,93.0,3.0,207.0,28.0,27.0,22.0,6.0,21.0,15.0,,141.0,12.0,276.0,2.0,,26.0,34.0,51.0,4.0,462.0,,0.0,4.0,13.0,2.0,22.0,1.0,657.0,10.0,11.0,6.0,7.0,0.0
321936,28.0,2011-02-26 15:00:00,39,Wolves,Home,168.0,21.0,2.0,8.0,6.0,7.0,,265.0,1.0,,4.0,7.0,31.0,29.0,425.0,1.0,3.0,33.0,11.0,10.0,12.0,,1.0,,,,,,,,14.0,,,,,4.0,2.0,,90.0,63.0,2.0,,2.0,,7.0,2.0,,11.0,26.0,10.0,,16.0,,50.0,44.0,,24.0,11.0,,,82.0,17.0,9.0,2.0,1.0,2.0,,,202.0,3.0,,2.0,3.0,,,3.0,,,4.0,2.0,,,,,20.0,,12.0,9.0,,4.0,117.0,94.0,50.0,4.0,2.0,4.0,11.0,7.0,,,4.0,1.0,,91.0,83.0,23.0,,,,,179.0,165.0,3.0,23.0,28.0,58.5,,,0.0,,,,110.0,,,,,1.0,4.0,1.0,3.0,162.0,15.0,186.0,39.0,38.0,14.0,4.0,40.0,36.0,1.0,214.0,11.0,373.0,3.0,,33.0,31.0,59.0,3.0,519.0,2.0,0.0,18.0,15.0,6.0,36.0,1.0,749.0,9.0,10.0,11.0,12.0,0.0
321946,29.0,2011-03-06 16:00:00,39,Wolves,Home,129.0,19.0,,7.0,7.0,1.0,,190.0,2.0,4.0,4.0,7.0,15.0,21.0,312.0,1.0,1.0,20.0,25.0,15.0,11.0,,,,1.0,,,1.0,,,14.0,1.0,,,,12.0,8.0,,68.0,63.0,2.0,1.0,2.0,2.0,6.0,10.0,,7.0,15.0,7.0,,17.0,1.0,66.0,49.0,2.0,18.0,8.0,,1.0,106.0,11.0,11.0,3.0,,7.0,2.0,1.0,209.0,2.0,,2.0,1.0,1.0,,9.0,,,1.0,1.0,,,,1.0,13.0,1.0,10.0,8.0,1.0,5.0,77.0,108.0,44.0,4.0,,6.0,7.0,4.0,,,7.0,,,66.0,57.0,25.0,,,,1.0,202.0,194.0,2.0,28.0,23.0,53.1,,,0.0,,,,88.0,3.0,2.0,,3.0,,8.0,,2.0,87.0,13.0,147.0,51.0,26.0,5.0,6.0,30.0,24.0,,162.0,11.0,325.0,2.0,4.0,32.0,16.0,60.0,,442.0,1.0,0.0,18.0,22.0,3.0,23.0,0.0,648.0,9.0,1.0,7.0,17.0,0.0
321947,30.0,2011-03-19 15:00:00,39,Wolves,Away,102.0,9.0,,1.0,1.0,4.0,,128.0,3.0,,3.0,5.0,12.0,19.0,229.0,,1.0,12.0,13.0,16.0,4.0,,,,2.0,,,2.0,,,,,,,1.0,8.0,3.0,,51.0,57.0,,,,2.0,1.0,5.0,,3.0,8.0,4.0,,7.0,,50.0,55.0,2.0,21.0,12.0,,,75.0,19.0,17.0,,,,,2.0,154.0,,,,,,,10.0,,,,6.0,,,,1.0,26.0,,15.0,11.0,,3.0,76.0,103.0,36.0,8.0,1.0,2.0,2.0,3.0,,,4.0,,,46.0,73.0,12.0,,,,,182.0,159.0,5.0,17.0,21.0,41.5,,1.0,0.0,,,,58.0,2.0,,,1.0,,4.0,,2.0,64.0,4.0,116.0,33.0,44.0,11.0,2.0,14.0,12.0,,125.0,11.0,237.0,6.0,,29.0,12.0,59.0,9.0,339.0,,0.0,8.0,18.0,3.0,13.0,3.0,527.0,5.0,4.0,3.0,12.0,0.0
321962,31.0,2011-04-02 15:00:00,39,Wolves,Away,130.0,15.0,,5.0,5.0,11.0,2.0,151.0,5.0,2.0,7.0,15.0,5.0,32.0,276.0,,1.0,20.0,14.0,20.0,9.0,2.0,,,1.0,,,1.0,,,8.0,,,1.0,2.0,10.0,8.0,,45.0,49.0,4.0,3.0,1.0,2.0,8.0,2.0,,3.0,12.0,11.0,,9.0,2.0,40.0,57.0,2.0,15.0,7.0,,2.0,91.0,10.0,17.0,1.0,,6.0,5.0,1.0,168.0,1.0,,1.0,1.0,,,7.0,,,1.0,1.0,,,,,15.0,1.0,5.0,4.0,1.0,7.0,81.0,91.0,50.0,5.0,,4.0,8.0,3.0,,,5.0,3.0,,45.0,62.0,30.0,,,,,170.0,155.0,3.0,16.0,16.0,57.4,1.0,,0.0,,,,80.0,3.0,1.0,,,,5.0,,3.0,80.0,12.0,150.0,33.0,30.0,6.0,2.0,30.0,28.0,,137.0,23.0,254.0,1.0,2.0,35.0,6.0,60.0,3.0,374.0,,0.0,16.0,19.0,1.0,21.0,3.0,570.0,9.0,1.0,4.0,15.0,0.0
321976,32.0,2011-04-09 12:45:00,39,Wolves,Home,109.0,15.0,4.0,9.0,6.0,2.0,,191.0,3.0,1.0,4.0,6.0,9.0,31.0,291.0,,,33.0,6.0,7.0,6.0,3.0,,,1.0,,,2.0,,,7.0,,,,,6.0,4.0,,60.0,45.0,,,,2.0,7.0,3.0,,13.0,13.0,18.0,,9.0,2.0,38.0,39.0,2.0,11.0,7.0,,,91.0,15.0,14.0,,,8.0,1.0,2.0,181.0,,,,,,,9.0,,,,3.0,,,,2.0,14.0,,4.0,3.0,1.0,4.0,79.0,98.0,48.0,6.0,,4.0,5.0,2.0,,,1.0,2.0,,75.0,67.0,23.0,,,,,205.0,192.0,2.0,21.0,12.0,64.4,,1.0,0.0,,,,87.0,2.0,,,,,6.0,3.0,3.0,100.0,9.0,133.0,38.0,24.0,10.0,12.0,43.0,32.0,,168.0,7.0,317.0,3.0,1.0,29.0,10.0,66.0,4.0,407.0,,0.0,15.0,15.0,,37.0,0.0,615.0,10.0,3.0,13.0,10.0,0.0
321983,33.0,2011-04-26 19:45:00,39,Wolves,Away,166.0,12.0,1.0,5.0,4.0,4.0,,245.0,5.0,,4.0,14.0,34.0,39.0,406.0,,,24.0,9.0,24.0,5.0,1.0,,,,,,,,,2.0,,,,2.0,13.0,2.0,,83.0,51.0,,,,1.0,2.0,1.0,,11.0,11.0,5.0,,14.0,3.0,42.0,56.0,1.0,23.0,16.0,,1.0,91.0,13.0,14.0,,,1.0,,,186.0,,,,,,,9.0,,,,,,,,2.0,29.0,,12.0,9.0,,4.0,118.0,84.0,43.0,7.0,,3.0,3.0,1.0,,,1.0,2.0,,79.0,93.0,22.0,,,,,182.0,168.0,1.0,20.0,23.0,64.4,,1.0,0.0,,,,124.0,3.0,1.0,,1.0,,4.0,1.0,3.0,103.0,6.0,191.0,25.0,37.0,14.0,6.0,22.0,16.0,,160.0,17.0,342.0,,,36.0,36.0,64.0,2.0,511.0,,0.0,7.0,11.0,1.0,29.0,2.0,712.0,12.0,7.0,11.0,9.0,0.0
321996,34.0,2011-04-23 15:00:00,39,Wolves,Home,78.0,6.0,1.0,7.0,6.0,5.0,1.0,140.0,5.0,3.0,1.0,11.0,14.0,21.0,211.0,1.0,,14.0,16.0,16.0,7.0,2.0,,,,,,,,,4.0,,,,2.0,13.0,6.0,,43.0,60.0,,,,4.0,1.0,7.0,,3.0,10.0,3.0,,11.0,3.0,56.0,56.0,3.0,17.0,6.0,,1.0,76.0,17.0,20.0,1.0,,3.0,4.0,,149.0,1.0,,1.0,,1.0,,12.0,,,,1.0,,,,1.0,11.0,,19.0,16.0,1.0,1.0,55.0,98.0,41.0,5.0,,6.0,4.0,4.0,,,4.0,3.0,,78.0,35.0,20.0,,,,,175.0,163.0,1.0,24.0,21.0,42.4,,,0.0,,,,71.0,1.0,3.0,,,,6.0,,3.0,69.0,10.0,97.0,22.0,28.0,12.0,3.0,20.0,17.0,,126.0,11.0,241.0,2.0,3.0,40.0,16.0,56.0,3.0,318.0,1.0,0.0,11.0,14.0,3.0,15.0,2.0,516.0,12.0,6.0,3.0,12.0,0.0
321998,35.0,2011-05-01 12:00:00,39,Wolves,Away,84.0,17.0,1.0,6.0,5.0,6.0,,182.0,4.0,1.0,8.0,11.0,20.0,27.0,260.0,,1.0,18.0,26.0,18.0,6.0,,,,,,,,,,,1.0,,,,3.0,5.0,,49.0,56.0,,,1.0,1.0,4.0,3.0,,2.0,20.0,12.0,,10.0,,58.0,42.0,1.0,11.0,6.0,1.0,,104.0,17.0,10.0,1.0,,,,,163.0,,,,,,,11.0,,,,3.0,,,,3.0,13.0,,8.0,7.0,,8.0,86.0,94.0,40.0,,,2.0,4.0,2.0,,,1.0,1.0,,83.0,57.0,31.0,,,,1.0,186.0,177.0,1.0,25.0,17.0,57.1,,,0.0,,,,62.0,,,,,,5.0,,3.0,99.0,6.0,103.0,30.0,20.0,8.0,1.0,34.0,33.0,,164.0,17.0,291.0,3.0,1.0,46.0,20.0,63.0,3.0,360.0,,0.0,11.0,11.0,1.0,27.0,3.0,545.0,14.0,3.0,2.0,9.0,0.0
322016,36.0,2011-05-08 12:00:00,39,Wolves,Home,106.0,15.0,4.0,10.0,6.0,3.0,1.0,144.0,10.0,1.0,5.0,6.0,13.0,29.0,240.0,,1.0,14.0,8.0,15.0,6.0,2.0,,,1.0,,1.0,2.0,,,7.0,,,,2.0,7.0,8.0,,50.0,63.0,3.0,1.0,3.0,1.0,3.0,21.0,,8.0,7.0,9.0,,12.0,1.0,54.0,60.0,1.0,14.0,5.0,,,77.0,10.0,7.0,2.0,,6.0,3.0,2.0,137.0,3.0,,1.0,1.0,2.0,,16.0,,,1.0,,,,,,11.0,,24.0,14.0,1.0,5.0,78.0,87.0,39.0,4.0,1.0,2.0,9.0,7.0,,,3.0,3.0,,79.0,45.0,18.0,1.0,1.0,1.0,,156.0,144.0,7.0,23.0,23.0,45.4,,,0.0,,,,62.0,2.0,1.0,,2.0,,4.0,,3.0,69.0,11.0,117.0,33.0,26.0,11.0,8.0,27.0,19.0,,124.0,12.0,237.0,1.0,1.0,27.0,14.0,64.0,5.0,327.0,2.0,0.0,14.0,30.0,2.0,19.0,3.0,551.0,6.0,8.0,8.0,24.0,0.0
322024,37.0,2011-05-14 12:45:00,39,Wolves,Away,90.0,19.0,1.0,7.0,6.0,4.0,1.0,133.0,4.0,1.0,2.0,11.0,10.0,29.0,216.0,,,20.0,12.0,16.0,4.0,1.0,,,,,,,,,8.0,,1.0,,1.0,4.0,10.0,,40.0,53.0,2.0,2.0,2.0,2.0,4.0,6.0,,5.0,12.0,6.0,2.0,11.0,2.0,55.0,48.0,2.0,22.0,13.0,,,77.0,22.0,8.0,1.0,1.0,3.0,3.0,,157.0,3.0,1.0,3.0,1.0,2.0,,13.0,,,1.0,1.0,,,,2.0,26.0,1.0,11.0,8.0,2.0,2.0,68.0,93.0,36.0,5.0,,4.0,4.0,4.0,,,5.0,2.0,,63.0,48.0,20.0,,,,,189.0,169.0,3.0,23.0,20.0,40.4,1.0,,0.0,,,,53.0,,3.0,,,,5.0,1.0,2.0,72.0,8.0,116.0,31.0,42.0,7.0,5.0,26.0,21.0,,115.0,14.0,228.0,1.0,1.0,30.0,12.0,54.0,4.0,318.0,,0.0,13.0,23.0,1.0,26.0,0.0,530.0,9.0,1.0,5.0,14.0,0.0
322036,38.0,2011-05-22 16:00:00,39,Wolves,Home,100.0,12.0,5.0,11.0,6.0,6.0,1.0,164.0,,1.0,5.0,11.0,5.0,29.0,253.0,,,33.0,11.0,7.0,4.0,4.0,,,,,,,,,8.0,,,,2.0,10.0,6.0,,42.0,43.0,2.0,2.0,,2.0,4.0,4.0,1.0,8.0,17.0,14.0,,4.0,2.0,37.0,29.0,2.0,11.0,4.0,,,90.0,13.0,10.0,,,5.0,3.0,,163.0,2.0,1.0,2.0,1.0,1.0,,6.0,,,1.0,2.0,,,,,14.0,,11.0,6.0,1.0,5.0,82.0,90.0,41.0,3.0,2.0,3.0,7.0,4.0,,,2.0,4.0,,53.0,73.0,30.0,,,,,194.0,179.0,2.0,16.0,13.0,58.3,,1.0,0.0,,,,73.0,5.0,1.0,,,,8.0,2.0,3.0,90.0,10.0,119.0,36.0,26.0,7.0,8.0,42.0,34.0,,156.0,18.0,283.0,2.0,1.0,35.0,5.0,63.0,2.0,360.0,,0.0,16.0,10.0,1.0,40.0,3.0,572.0,13.0,2.0,8.0,7.0,0.0
