matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128390,11.0,2020-12-06 19:15:00,39,Wolves,Away,172.0,28.0,1.0,6.0,5.0,1.0,,167.0,5.0,,3.0,2.0,7.0,32.0,333.0,,,10.0,7.0,9.0,5.0,,1.0,,0.0,1.0,,,1.0,1.0,,7.0,0.0,,,,,6.0,8.0,4.0,6.0,3.0,,76.0,47.0,,,,2.0,10.0,1.0,10.0,,1.0,6.0,12.0,11.0,0.0,3.0,,41.0,42.0,2.0,15.0,7.0,1.0,,,,,,25.0,38.0,14.0,8.0,,,2.0,1.0,1.0,122.0,,,,,,,7.0,,,0.0,,,,,1.0,7.0,,13.0,13.0,2.0,0.0,3.0,93.0,57.0,33.0,4.0,0.0,1.0,4.0,3.0,370.0,,,1.0,2.0,1.0,59.0,85.0,20.0,,,,,,112.0,112.0,3.0,26.0,12.0,39.4,,,,,10.0,0.0,,,,104.0,2.0,1.0,3.0,,1.0,,5.0,,0.0,3.0,17.0,73.0,311.0,5.0,5.0,189.0,52.0,15.0,15.0,1.0,25.0,24.0,,95.0,3.0,231.0,,,5.0,7.0,52.0,3.0,395.0,,0.0,9.0,19.0,1.0,13.0,1.0,560.0,21.0,11.0,0.0,6.0,6.0,6.0,0.0
2128405,12.0,2020-12-12 12:30:00,39,Wolves,Home,134.0,25.0,,5.0,5.0,,1.0,138.0,5.0,,1.0,4.0,3.0,35.0,267.0,,,16.0,26.0,22.0,9.0,2.0,1.0,2.0,0.0,,,,1.0,,,12.0,0.0,,1.0,,2.0,9.0,8.0,5.0,10.0,6.0,,64.0,45.0,1.0,1.0,,1.0,11.0,5.0,9.0,,,5.0,14.0,3.0,0.0,4.0,1.0,63.0,69.0,1.0,34.0,19.0,,,,,,,30.0,41.0,23.0,14.0,,,5.0,2.0,1.0,125.0,,,,,,,7.0,,,0.0,,,,,2.0,19.0,1.0,7.0,7.0,1.0,0.0,1.0,74.0,63.0,27.0,8.0,0.0,4.0,7.0,7.0,322.0,,,5.0,,0.0,45.0,73.0,23.0,1.0,1.0,1.0,,,122.0,122.0,4.0,23.0,17.0,50.5,1.0,,,,11.0,0.0,,,,85.0,1.0,,1.0,1.0,,2.0,4.0,,0.0,1.0,10.0,83.0,245.0,8.0,11.0,161.0,51.0,34.0,22.0,3.0,22.0,19.0,2.0,107.0,3.0,209.0,,,22.0,3.0,76.0,,348.0,,1.0,16.0,15.0,1.0,18.0,2.0,559.0,24.0,14.0,0.0,18.0,5.0,11.0,0.0
2128413,13.0,2020-12-15 18:00:00,39,Wolves,Home,177.0,20.0,1.0,2.0,1.0,2.0,1.0,161.0,7.0,,3.0,,7.0,28.0,336.0,,,13.0,12.0,27.0,5.0,2.0,3.0,2.0,,,,,,,,8.0,,,,,1.0,9.0,7.0,6.0,6.0,6.0,,66.0,60.0,,,,1.0,18.0,2.0,10.0,,1.0,5.0,10.0,3.0,,6.0,,48.0,69.0,1.0,34.0,27.0,,,,,,,36.0,45.0,12.0,11.0,2.0,,2.0,2.0,,144.0,2.0,,,1.0,1.0,1.0,9.0,,,1.0,1.0,,,,,27.0,,14.0,14.0,1.0,,3.0,111.0,52.0,33.0,6.0,,5.0,4.0,4.0,391.0,,,4.0,3.0,,57.0,45.0,31.0,,,,,,135.0,135.0,4.0,35.0,14.0,45.1,,,3.0,,18.0,0.0,,,,97.0,,2.0,2.0,,,2.0,6.0,,,3.0,20.0,69.0,316.0,7.0,9.0,204.0,39.0,34.0,23.0,2.0,17.0,15.0,3.0,102.0,7.0,231.0,1.0,,14.0,8.0,55.0,1.0,418.0,,0.0,12.0,17.0,,14.0,2.0,625.0,16.0,19.0,,15.0,5.0,10.0,0.0
2128417,14.0,2020-12-21 17:30:00,39,Wolves,Away,185.0,28.0,,6.0,6.0,3.0,,205.0,8.0,,3.0,4.0,1.0,36.0,384.0,,,22.0,18.0,12.0,9.0,1.0,3.0,,,,,,2.0,,,9.0,1.0,,,,,9.0,6.0,4.0,9.0,6.0,,69.0,50.0,,,1.0,,6.0,7.0,5.0,,1.0,7.0,13.0,7.0,,4.0,,52.0,48.0,,11.0,10.0,,1.0,,,,,32.0,44.0,15.0,11.0,,,5.0,,2.0,155.0,,,,,,,11.0,,,,2.0,,,,,10.0,,15.0,15.0,2.0,,3.0,127.0,63.0,42.0,1.0,,5.0,5.0,3.0,434.0,,,1.0,1.0,,66.0,67.0,28.0,,,,,1.0,126.0,126.0,2.0,21.0,22.0,63.6,,,,,6.0,0.0,,,,112.0,2.0,,2.0,,,,5.0,,,3.0,14.0,93.0,360.0,1.0,10.0,221.0,45.0,11.0,24.0,2.0,22.0,20.0,,118.0,4.0,264.0,2.0,,14.0,2.0,64.0,2.0,463.0,,0.0,15.0,11.0,1.0,24.0,1.0,646.0,20.0,12.0,,14.0,7.0,5.0,0.0
2128435,15.0,2020-12-27 19:15:00,39,Wolves,Home,227.0,35.0,2.0,5.0,3.0,2.0,,242.0,3.0,,5.0,3.0,8.0,41.0,464.0,,,21.0,19.0,21.0,6.0,1.0,2.0,,,,,,1.0,,,8.0,,,,,,10.0,4.0,2.0,7.0,4.0,,79.0,67.0,1.0,1.0,,,18.0,3.0,6.0,,1.0,9.0,19.0,5.0,1.0,6.0,,59.0,68.0,,6.0,5.0,,,,,,,26.0,61.0,20.0,13.0,,,3.0,1.0,1.0,174.0,1.0,1.0,1.0,,1.0,,3.0,,,,1.0,,,,,5.0,,12.0,12.0,,,5.0,139.0,71.0,48.0,2.0,,2.0,6.0,6.0,522.0,,,1.0,2.0,,77.0,101.0,38.0,,,,,,144.0,144.0,5.0,27.0,29.0,54.8,,,1.0,,18.0,0.0,,,,150.0,2.0,,2.0,,,,2.0,,,3.0,12.0,125.0,445.0,9.0,8.0,246.0,52.0,6.0,22.0,5.0,30.0,25.0,,163.0,8.0,326.0,1.0,,10.0,8.0,62.0,2.0,542.0,3.0,0.0,11.0,21.0,1.0,22.0,4.0,746.0,29.0,22.0,,14.0,9.0,13.0,0.0
2128441,16.0,2020-12-29 20:00:00,39,Wolves,Away,212.0,21.0,,4.0,4.0,,2.0,149.0,10.0,,6.0,5.0,6.0,29.0,357.0,,,13.0,13.0,9.0,5.0,2.0,,,,,,,,,,7.0,,1.0,,,2.0,5.0,6.0,5.0,7.0,2.0,,69.0,63.0,,,,1.0,17.0,2.0,11.0,,,2.0,5.0,3.0,,9.0,1.0,46.0,43.0,1.0,24.0,9.0,,,,,,,34.0,42.0,7.0,11.0,,,3.0,2.0,,158.0,,,,,,,12.0,,,,2.0,,,,,9.0,1.0,11.0,11.0,1.0,,6.0,110.0,63.0,34.0,2.0,,1.0,6.0,5.0,409.0,,,3.0,,,49.0,66.0,12.0,,,,,,120.0,120.0,2.0,44.0,9.0,41.8,1.0,,,,17.0,0.0,,,,102.0,1.0,1.0,2.0,,2.0,,2.0,,,2.0,11.0,65.0,334.0,7.0,7.0,237.0,41.0,24.0,13.0,1.0,11.0,10.0,,102.0,5.0,213.0,2.0,,15.0,7.0,61.0,2.0,439.0,,0.0,9.0,16.0,1.0,15.0,1.0,607.0,19.0,12.0,,7.0,2.0,7.0,0.0
2128446,17.0,2021-01-02 17:30:00,39,Wolves,Away,220.0,28.0,1.0,2.0,2.0,1.0,,164.0,9.0,,2.0,3.0,7.0,28.0,382.0,,,18.0,19.0,9.0,6.0,1.0,1.0,,,,,,,,,7.0,1.0,,,,2.0,4.0,10.0,3.0,7.0,4.0,,94.0,52.0,1.0,1.0,1.0,1.0,16.0,3.0,7.0,,,7.0,8.0,1.0,1.0,14.0,1.0,54.0,51.0,1.0,21.0,11.0,,,,,,,28.0,42.0,8.0,13.0,,,3.0,,,151.0,1.0,,1.0,,1.0,,10.0,,,,,,,,1.0,11.0,,10.0,10.0,1.0,,2.0,115.0,57.0,28.0,5.0,1.0,3.0,5.0,4.0,430.0,,,6.0,2.0,,79.0,69.0,15.0,1.0,1.0,1.0,,1.0,132.0,132.0,1.0,33.0,14.0,45.5,,2.0,1.0,,16.0,0.0,,,,101.0,1.0,,1.0,,1.0,,4.0,1.0,,2.0,16.0,77.0,355.0,5.0,8.0,251.0,50.0,21.0,23.0,6.0,14.0,9.0,,98.0,8.0,224.0,,,17.0,7.0,60.0,,461.0,,0.0,11.0,13.0,,19.0,1.0,647.0,14.0,17.0,,16.0,8.0,8.0,0.0
2128463,18.0,2021-01-12 20:15:00,39,Wolves,Home,250.0,18.0,1.0,3.0,2.0,,,262.0,5.0,,4.0,1.0,7.0,16.0,509.0,,,12.0,16.0,8.0,7.0,2.0,2.0,,,,1.0,,1.0,,,7.0,,1.0,,,2.0,3.0,5.0,,7.0,5.0,,98.0,48.0,1.0,,1.0,2.0,15.0,3.0,11.0,,,6.0,15.0,6.0,,6.0,1.0,44.0,40.0,2.0,14.0,7.0,,,,,,,28.0,58.0,6.0,9.0,,,5.0,,1.0,146.0,1.0,,1.0,,1.0,,5.0,,,,,,,,,7.0,1.0,13.0,13.0,1.0,,4.0,150.0,51.0,45.0,5.0,1.0,5.0,5.0,3.0,538.0,,,1.0,2.0,,53.0,110.0,29.0,,,,,,102.0,102.0,4.0,25.0,15.0,52.8,1.0,,,,15.0,0.0,,,,164.0,1.0,,1.0,,,,6.0,2.0,,3.0,16.0,124.0,491.0,6.0,10.0,264.0,31.0,14.0,14.0,5.0,26.0,21.0,,155.0,,320.0,,,5.0,7.0,27.0,,558.0,,0.0,12.0,14.0,1.0,13.0,2.0,727.0,16.0,16.0,,9.0,6.0,9.0,0.0
2128475,19.0,2021-01-16 12:30:00,39,Wolves,Home,232.0,20.0,4.0,10.0,6.0,2.0,1.0,235.0,4.0,,3.0,1.0,16.0,27.0,457.0,1.0,,26.0,22.0,31.0,12.0,4.0,7.0,,,,,,1.0,,,12.0,,,,,3.0,7.0,8.0,4.0,15.0,8.0,,80.0,57.0,1.0,,2.0,1.0,19.0,7.0,3.0,,,11.0,13.0,5.0,1.0,8.0,1.0,52.0,75.0,1.0,8.0,5.0,,2.0,,,,,30.0,49.0,10.0,14.0,1.0,,4.0,2.0,1.0,155.0,1.0,,1.0,,1.0,,4.0,,,,,,,,1.0,5.0,,10.0,10.0,,,3.0,160.0,80.0,50.0,,,8.0,9.0,6.0,528.0,,,2.0,2.0,,81.0,78.0,40.0,2.0,2.0,2.0,,,148.0,148.0,5.0,21.0,28.0,67.8,,3.0,,,19.0,0.0,,,,154.0,1.0,1.0,2.0,,,,10.0,,,3.0,15.0,92.0,438.0,8.0,17.0,247.0,36.0,8.0,29.0,11.0,31.0,20.0,,137.0,6.0,333.0,,,11.0,17.0,50.0,,549.0,4.0,0.0,23.0,12.0,1.0,28.0,2.0,761.0,37.0,12.0,,18.0,11.0,8.0,0.0
2128481,20.0,2021-01-27 18:00:00,39,Wolves,Away,126.0,6.0,,1.0,1.0,,,49.0,5.0,,3.0,6.0,1.0,21.0,174.0,,,12.0,13.0,13.0,2.0,,,1.0,,1.0,,,1.0,,,2.0,,1.0,,,1.0,3.0,9.0,5.0,2.0,2.0,,34.0,48.0,,1.0,,6.0,12.0,,6.0,,,1.0,4.0,2.0,,9.0,2.0,40.0,41.0,6.0,30.0,20.0,,,,,,,29.0,23.0,7.0,14.0,,,1.0,,1.0,101.0,,,,,,,8.0,,,,1.0,,,,,20.0,1.0,16.0,16.0,2.0,,3.0,47.0,46.0,21.0,13.0,,2.0,,,212.0,,,4.0,,,19.0,27.0,10.0,,,,,,104.0,104.0,,32.0,8.0,21.1,1.0,,,,12.0,0.0,,,,60.0,4.0,1.0,5.0,,,1.0,4.0,,,3.0,15.0,18.0,156.0,6.0,2.0,152.0,24.0,30.0,15.0,,6.0,6.0,1.0,41.0,3.0,96.0,1.0,,14.0,1.0,50.0,,242.0,,0.0,4.0,5.0,1.0,17.0,1.0,403.0,6.0,11.0,,9.0,1.0,4.0,0.0
2128489,21.0,2021-01-30 15:00:00,39,Wolves,Away,296.0,13.0,3.0,8.0,5.0,4.0,,205.0,8.0,,3.0,,3.0,15.0,493.0,,,13.0,9.0,8.0,4.0,2.0,3.0,,,,,,,,,3.0,,,,,,5.0,5.0,6.0,4.0,2.0,,100.0,61.0,1.0,1.0,,1.0,11.0,1.0,11.0,,,6.0,15.0,5.0,,3.0,,43.0,52.0,1.0,11.0,4.0,,,,,,,33.0,38.0,10.0,6.0,,,,,,141.0,,,,,,,9.0,,,,,,,,,4.0,,6.0,6.0,,,3.0,156.0,62.0,45.0,1.0,,1.0,5.0,4.0,540.0,,,3.0,3.0,,89.0,59.0,22.0,,,,,,120.0,120.0,4.0,28.0,25.0,52.7,,,,,11.0,0.0,,,,163.0,,1.0,1.0,,1.0,,1.0,,,3.0,16.0,77.0,475.0,8.0,6.0,315.0,26.0,11.0,24.0,5.0,25.0,20.0,,100.0,4.0,270.0,,,9.0,3.0,30.0,1.0,560.0,1.0,0.0,6.0,25.0,,14.0,2.0,730.0,15.0,17.0,,13.0,6.0,15.0,0.0
2128502,22.0,2021-02-02 18:00:00,39,Wolves,Home,258.0,26.0,1.0,4.0,3.0,1.0,,270.0,4.0,,5.0,2.0,6.0,30.0,524.0,,1.0,15.0,12.0,11.0,8.0,1.0,3.0,,,,,,,,,7.0,1.0,,,,,7.0,6.0,3.0,7.0,4.0,,115.0,41.0,1.0,1.0,1.0,1.0,13.0,,8.0,,,9.0,18.0,4.0,,4.0,1.0,43.0,46.0,1.0,17.0,11.0,1.0,,,,,,26.0,44.0,11.0,7.0,,,2.0,1.0,,140.0,1.0,,,1.0,,,4.0,,,1.0,,,,,1.0,11.0,,6.0,6.0,1.0,,5.0,152.0,59.0,44.0,6.0,2.0,4.0,6.0,7.0,556.0,,,4.0,1.0,,84.0,97.0,28.0,,,,,1.0,105.0,105.0,2.0,16.0,17.0,54.6,,,3.0,,13.0,0.0,,,,169.0,2.0,,2.0,,,,4.0,,,3.0,12.0,112.0,506.0,2.0,10.0,272.0,43.0,17.0,27.0,4.0,27.0,23.0,,132.0,5.0,331.0,,,8.0,7.0,46.0,1.0,576.0,2.0,0.0,11.0,10.0,2.0,18.0,3.0,745.0,20.0,12.0,,18.0,9.0,7.0,0.0
2128515,23.0,2021-02-07 14:00:00,39,Wolves,Home,207.0,24.0,1.0,5.0,4.0,1.0,,147.0,6.0,,2.0,2.0,4.0,24.0,349.0,1.0,1.0,18.0,9.0,11.0,11.0,,4.0,,,,,,1.0,,1.0,8.0,,,,,,6.0,6.0,7.0,7.0,6.0,,73.0,68.0,2.0,2.0,,1.0,30.0,6.0,8.0,,,8.0,14.0,2.0,,11.0,,46.0,61.0,1.0,14.0,6.0,,,,,,,30.0,21.0,11.0,14.0,,,2.0,1.0,1.0,128.0,,,,,,,7.0,,,,,,,,1.0,6.0,,15.0,15.0,1.0,,2.0,111.0,56.0,32.0,2.0,,5.0,6.0,1.0,401.0,,,5.0,2.0,,63.0,60.0,21.0,,,,,,138.0,138.0,5.0,33.0,25.0,43.9,,,,1.0,30.0,0.0,,,,117.0,,3.0,3.0,,1.0,,6.0,,,3.0,19.0,66.0,329.0,9.0,11.0,238.0,50.0,14.0,25.0,5.0,22.0,17.0,,88.0,3.0,213.0,,,7.0,4.0,47.0,,429.0,2.0,0.0,13.0,19.0,1.0,20.0,1.0,635.0,19.0,18.0,,17.0,8.0,12.0,0.0
2128523,24.0,2021-02-14 12:00:00,39,Wolves,Away,179.0,21.0,1.0,3.0,2.0,1.0,1.0,161.0,2.0,1.0,3.0,7.0,6.0,28.0,337.0,,,22.0,17.0,18.0,4.0,2.0,2.0,,,,,,,,,6.0,1.0,,,,1.0,3.0,4.0,3.0,6.0,4.0,,95.0,68.0,,,1.0,1.0,22.0,3.0,9.0,,,6.0,8.0,5.0,,5.0,2.0,58.0,43.0,1.0,13.0,5.0,,,,,,,34.0,48.0,9.0,8.0,1.0,1.0,3.0,3.0,,158.0,1.0,,,1.0,,,3.0,,,1.0,1.0,,,,,5.0,,13.0,13.0,,,3.0,94.0,83.0,53.0,4.0,1.0,3.0,4.0,4.0,424.0,,,1.0,5.0,,74.0,62.0,19.0,,,,,1.0,172.0,172.0,6.0,22.0,33.0,48.9,,,3.0,,22.0,0.0,,,,101.0,1.0,1.0,2.0,,1.0,,3.0,,,3.0,18.0,67.0,319.0,6.0,7.0,223.0,47.0,13.0,26.0,3.0,19.0,16.0,,104.0,3.0,244.0,1.0,1.0,27.0,6.0,67.0,1.0,448.0,1.0,0.0,10.0,9.0,,27.0,2.0,630.0,17.0,10.0,,8.0,6.0,2.0,0.0
2128535,25.0,2021-02-19 20:00:00,39,Wolves,Home,99.0,14.0,1.0,1.0,,1.0,,136.0,3.0,1.0,4.0,8.0,8.0,19.0,234.0,,,23.0,19.0,12.0,10.0,1.0,2.0,2.0,,,,,,,,13.0,,1.0,,,,5.0,15.0,3.0,5.0,10.0,,56.0,51.0,,,,2.0,13.0,5.0,4.0,,,7.0,5.0,1.0,,14.0,3.0,50.0,42.0,2.0,12.0,7.0,,,,,,,36.0,42.0,13.0,7.0,,,2.0,1.0,,125.0,,,,,,,8.0,,,,1.0,,,,2.0,7.0,1.0,10.0,10.0,,,4.0,56.0,59.0,31.0,9.0,,5.0,6.0,5.0,283.0,,,6.0,2.0,,35.0,50.0,20.0,,,,,,132.0,132.0,3.0,17.0,19.0,41.0,1.0,,,,13.0,0.0,,,,71.0,6.0,1.0,7.0,,,2.0,5.0,,,3.0,19.0,54.0,221.0,7.0,11.0,117.0,37.0,12.0,10.0,6.0,13.0,7.0,2.0,85.0,4.0,204.0,1.0,1.0,15.0,8.0,50.0,1.0,308.0,,0.0,15.0,17.0,,31.0,1.0,500.0,9.0,17.0,,6.0,7.0,11.0,0.0
2128542,26.0,2021-02-27 20:00:00,39,Wolves,Away,161.0,25.0,,6.0,6.0,,1.0,184.0,5.0,,3.0,8.0,4.0,40.0,339.0,1.0,,15.0,13.0,21.0,10.0,1.0,1.0,,,,,1.0,1.0,,,12.0,,,,,,7.0,11.0,8.0,7.0,7.0,,74.0,52.0,2.0,2.0,,,8.0,3.0,12.0,1.0,,5.0,13.0,2.0,,10.0,1.0,55.0,64.0,,13.0,9.0,,,,,,,22.0,32.0,13.0,10.0,,,2.0,1.0,1.0,138.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,9.0,2.0,6.0,6.0,1.0,,3.0,108.0,54.0,31.0,3.0,1.0,5.0,7.0,4.0,401.0,,,6.0,,,61.0,57.0,21.0,,,,,,135.0,135.0,6.0,17.0,23.0,52.4,,,1.0,1.0,8.0,0.0,,,,103.0,5.0,1.0,5.0,,1.0,,7.0,,,3.0,11.0,94.0,324.0,3.0,12.0,193.0,39.0,13.0,27.0,5.0,21.0,16.0,,123.0,1.0,251.0,1.0,,29.0,5.0,77.0,,423.0,1.0,0.0,14.0,14.0,,16.0,0.0,600.0,25.0,17.0,,19.0,5.0,3.0,0.0
2128546,27.0,2021-03-06 17:30:00,39,Wolves,Away,173.0,18.0,1.0,5.0,4.0,1.0,2.0,182.0,4.0,,1.0,8.0,5.0,30.0,350.0,,,16.0,16.0,15.0,7.0,1.0,2.0,1.0,,1.0,,,1.0,,,4.0,,,1.0,,3.0,1.0,6.0,3.0,5.0,5.0,,80.0,62.0,2.0,3.0,,1.0,8.0,2.0,6.0,,,3.0,11.0,6.0,,9.0,,57.0,46.0,1.0,29.0,14.0,,1.0,,,,,22.0,45.0,13.0,12.0,,1.0,4.0,5.0,1.0,150.0,,,,,,,9.0,,,,,,,,,14.0,1.0,13.0,13.0,,,1.0,101.0,59.0,41.0,5.0,,4.0,4.0,2.0,401.0,,,3.0,3.0,,46.0,80.0,24.0,,,,,,139.0,139.0,6.0,25.0,29.0,50.8,1.0,,,,8.0,0.0,,,,93.0,1.0,,1.0,,,1.0,6.0,,,1.0,11.0,75.0,335.0,4.0,8.0,204.0,36.0,29.0,22.0,2.0,24.0,22.0,1.0,99.0,4.0,244.0,,,22.0,7.0,65.0,,424.0,,0.0,10.0,12.0,,19.0,0.0,621.0,12.0,16.0,,8.0,3.0,7.0,0.0
2128565,28.0,2021-03-15 20:00:00,39,Wolves,Home,222.0,43.0,1.0,6.0,5.0,2.0,,186.0,8.0,,5.0,5.0,7.0,44.0,402.0,,,15.0,19.0,24.0,5.0,1.0,2.0,,,,,1.0,1.0,,,7.0,,,,,,8.0,9.0,3.0,8.0,2.0,,84.0,82.0,1.0,2.0,,1.0,22.0,3.0,10.0,,,3.0,17.0,9.0,,10.0,2.0,59.0,63.0,1.0,13.0,10.0,1.0,,,,,,34.0,55.0,17.0,10.0,,,1.0,1.0,1.0,174.0,,,,,,,10.0,,,,,,,,1.0,10.0,,21.0,21.0,3.0,,5.0,116.0,71.0,41.0,2.0,,1.0,5.0,5.0,486.0,,,3.0,,,52.0,82.0,35.0,,,,,,170.0,170.0,5.0,41.0,28.0,52.7,,,,,22.0,0.0,,,,134.0,2.0,1.0,3.0,,,,2.0,,,4.0,14.0,78.0,383.0,11.0,6.0,267.0,75.0,13.0,15.0,2.0,29.0,27.0,,106.0,6.0,270.0,,,17.0,8.0,75.0,2.0,508.0,,0.0,10.0,18.0,1.0,18.0,2.0,714.0,23.0,22.0,,11.0,3.0,11.0,0.0
2128571,29.0,2021-03-02 20:00:00,39,Wolves,Away,164.0,31.0,,1.0,1.0,1.0,,94.0,9.0,,4.0,3.0,2.0,24.0,257.0,,,4.0,13.0,8.0,3.0,,1.0,1.0,,,,,,1.0,,4.0,,,,,1.0,1.0,19.0,4.0,5.0,1.0,,45.0,53.0,,,,1.0,9.0,3.0,16.0,,,2.0,3.0,2.0,1.0,8.0,4.0,48.0,45.0,1.0,26.0,18.0,,2.0,,,,,20.0,25.0,5.0,8.0,,,1.0,,,100.0,1.0,1.0,1.0,,1.0,,9.0,,,,1.0,,,,,18.0,,7.0,7.0,1.0,,4.0,82.0,42.0,20.0,10.0,,1.0,3.0,1.0,279.0,,,8.0,4.0,1.0,20.0,51.0,8.0,,,,,,101.0,101.0,,28.0,16.0,27.9,,,,2.0,9.0,0.0,,,,82.0,6.0,1.0,7.0,,,1.0,2.0,,,2.0,11.0,35.0,236.0,6.0,4.0,182.0,40.0,26.0,18.0,2.0,7.0,5.0,1.0,48.0,4.0,134.0,1.0,,7.0,2.0,43.0,1.0,309.0,,0.0,6.0,17.0,,4.0,1.0,485.0,6.0,24.0,,12.0,2.0,10.0,0.0
2128585,30.0,2021-04-05 20:15:00,39,Wolves,Home,286.0,19.0,3.0,9.0,6.0,,,275.0,3.0,,5.0,3.0,5.0,37.0,552.0,,1.0,14.0,25.0,19.0,11.0,3.0,2.0,,,,,,,,,15.0,,1.0,,,3.0,7.0,8.0,1.0,15.0,5.0,,110.0,68.0,3.0,2.0,2.0,4.0,8.0,2.0,9.0,,,4.0,13.0,13.0,,7.0,2.0,54.0,64.0,4.0,14.0,5.0,1.0,,1.17566,2.14889,2.0803,2.0154,26.0,78.0,9.0,8.0,,,2.0,1.0,,184.0,2.0,,2.0,2.0,,,3.0,,,2.0,,,,,,5.0,1.0,9.0,9.0,,,5.0,157.0,85.0,64.0,2.0,1.0,9.0,7.0,5.0,612.0,,,,,,77.0,116.0,34.0,,,,,,127.0,127.0,1.0,32.0,30.0,66.1,1.0,,,,16.0,0.0,,,,177.0,2.0,1.0,3.0,,,,13.0,,1.0,3.0,12.0,106.0,536.0,8.0,16.0,309.0,45.0,14.0,21.0,4.0,31.0,27.0,,145.0,1.0,350.0,,,11.0,5.0,63.0,1.0,628.0,,0.0,20.0,20.0,1.0,16.0,1.0,826.0,30.0,15.0,,17.0,4.0,9.0,0.0
2128589,31.0,2021-04-09 20:00:00,39,Wolves,Away,246.0,21.0,,6.0,6.0,1.0,3.0,136.0,8.0,,8.0,2.0,7.0,26.0,376.0,,,20.0,24.0,16.0,2.0,3.0,1.0,,,1.0,,,1.0,,,2.0,,,,,3.0,3.0,9.0,5.0,5.0,2.0,,77.0,48.0,,,,1.0,15.0,,5.0,,1.0,4.0,7.0,6.0,,11.0,1.0,55.0,54.0,1.0,23.0,14.0,,,,,,,29.0,55.0,8.0,11.0,,,3.0,4.0,1.0,147.0,1.0,,1.0,1.0,,,11.0,,,1.0,2.0,,,,,14.0,,13.0,13.0,2.0,,8.0,116.0,63.0,38.0,3.0,1.0,3.0,3.0,3.0,428.0,,,3.0,2.0,,42.0,67.0,21.0,,,,,,136.0,136.0,3.0,23.0,10.0,50.4,,,,,15.0,0.0,,,,112.0,2.0,1.0,3.0,,1.0,,4.0,,,3.0,16.0,51.0,357.0,5.0,6.0,280.0,44.0,23.0,15.0,3.0,20.0,17.0,,78.0,2.0,192.0,2.0,,13.0,7.0,60.0,1.0,452.0,,0.0,7.0,19.0,,23.0,0.0,663.0,9.0,22.0,,8.0,4.0,8.0,0.0
