playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,offsides,foulWonPenalty,throwInsToOppositionPlayer,successfulCornersIntoBox,penaltiesConceded,lastPlayerTackle,redCards2ndYellow,leftFootGoals,secondGoalAssists,setPiecesGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,headedGoals,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,crossesNotClaimed,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals,drops,penaltiesSaved,savesFromPenalty,ownGoalScored,otherGoals
66749,Romelu Lukaku,Forward,Chelsea,8,Belgium,2012-13,199.0,7.0,2.0617,0.0,18.0,47.0,5.0,16.1705,7.0,79.0,,158.0,35.0,4.0,49.0,20.0,159.0,52.0,570.0,17.0,7.0,11.0,15.0,,162.0,,8.0,7.0,50.0,2003.0,50.0,12.0,94.0,116.0,9.0,48.0,405.0,174.0,3.0,34.191,32.0,,9.0,40.0,22.0,105.0,136.0,10.0,8.0,315.0,10.0,113.0,43.0,35.0,8.0,5.0,1.0,28.0,343.0,31.0,52.0,75.0,22.0,153.0,68.0,0.0,570.0,32.0,35.0,344.0,6.0,31.0,2.0,153.0,22.0,3.0,,,6.0,168.0,937.0,1.0,13.0,6.0,11.0,1.0,75.0,1.0,15.1456,3.0,1.0,21.0,42.0,1.0,,,,,,7.0,1.0,,5.0,3.0,0.169,4.0,,,,,,,,,,,,,,3.0,2.0,,,,,1.0
60865,Apostolos Vellios,Forward,Everton,11,Greece,2012-13,11.0,,0.152,0.0,,1.0,,0.2535,,4.0,,7.0,6.0,1.0,4.0,,8.0,1.0,24.0,,,,6.0,,8.0,,,,2.0,54.0,2.0,,5.0,3.0,,,15.0,7.0,,,3.0,,,,,6.0,8.0,,0.0,14.0,,4.0,3.0,6.0,,,,1.0,15.0,,1.0,2.0,,6.0,3.0,0.0,24.0,3.0,,12.0,,,,6.0,4.0,,,,1.0,6.0,33.0,,,,,,1.0,,0.3139,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57835,Magaye Gueye,Forward,Everton,11,Senegal,2012-13,5.0,1.0,0.0527,0.0,,,,,1.0,,,,2.0,,,,,2.0,13.0,,,,2.0,,1.0,,,1.0,,49.0,,,1.0,4.0,,4.0,13.0,,,0.7912,,,1.0,,,4.0,6.0,,0.0,9.0,,2.0,1.0,2.0,,,1.0,3.0,8.0,,2.0,3.0,,8.0,,0.0,13.0,,,6.0,,3.0,,3.0,1.0,,,,,2.0,27.0,1.0,,,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62419,Nikica Jelavic,Forward,Everton,11,Croatia,2012-13,244.0,9.0,1.5302,0.0,12.0,32.0,3.0,8.2221,15.0,73.0,3.0,152.0,37.0,2.0,51.0,26.0,155.0,40.0,488.0,7.0,2.0,5.0,11.0,1.0,181.0,2.0,12.0,9.0,38.0,2427.0,38.0,11.0,124.0,111.0,5.0,54.0,328.0,154.0,2.0,27.3221,25.0,,30.0,26.0,15.0,120.0,137.0,33.0,6.0,355.0,5.0,91.0,35.0,37.0,12.0,2.0,1.0,30.0,274.0,21.0,40.0,68.0,15.0,174.0,57.0,0.0,486.0,41.0,26.0,310.0,14.0,6.0,4.0,122.0,42.0,5.0,,2.0,5.0,138.0,859.0,3.0,13.0,2.0,5.0,1.0,68.0,3.0,10.1199,4.0,3.0,9.0,46.0,,,,,,,3.0,,,15.0,7.0,0.4524,2.0,,,,,,,,,,,,,,,,,,,,
18981,Steven Naismith,Forward,Everton,11,Scotland,2012-13,104.0,3.0,1.193,0.0,4.0,9.0,2.0,3.8235,28.0,16.0,4.0,103.0,31.0,1.0,46.0,13.0,107.0,6.0,450.0,4.0,2.0,,18.0,1.0,77.0,1.0,,3.0,8.0,1278.0,8.0,,45.0,83.0,1.0,51.0,337.0,48.0,2.0,18.6955,17.0,1.0,21.0,20.0,6.0,59.0,52.0,23.0,0.0,187.0,2.0,143.0,40.0,31.0,,2.0,4.0,9.0,244.0,19.0,7.0,19.0,6.0,110.0,32.0,0.0,450.0,7.0,7.0,161.0,24.0,,4.0,140.0,26.0,10.0,1.0,,6.0,115.0,644.0,1.0,11.0,,,7.0,102.0,1.0,4.1132,0.0,4.0,18.0,3.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
28593,Victor Anichebe,Forward,Everton,11,Nigeria,2012-13,167.0,5.0,2.4197,0.0,20.0,21.0,7.0,7.5412,18.0,45.0,5.0,138.0,26.0,4.0,52.0,19.0,147.0,25.0,451.0,6.0,3.0,12.0,7.0,,157.0,4.0,10.0,5.0,22.0,1716.0,22.0,13.0,84.0,121.0,4.0,48.0,293.0,143.0,,20.4763,19.0,,14.0,18.0,20.0,83.0,102.0,23.0,4.0,288.0,3.0,137.0,35.0,26.0,10.0,1.0,4.0,14.0,256.0,14.0,25.0,43.0,20.0,131.0,73.0,0.0,451.0,24.0,17.0,280.0,14.0,7.0,2.0,114.0,32.0,5.0,,,11.0,98.0,757.0,3.0,12.0,3.0,12.0,3.0,53.0,,8.5755,2.0,9.0,10.0,13.0,1.0,,,,,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
8595,Dimitar Berbatov,Forward,Fulham,54,Bulgaria,2012-13,247.0,10.0,3.6143,0.0,16.0,35.0,7.0,14.3252,32.0,65.0,6.0,305.0,33.0,3.0,52.0,32.0,325.0,20.0,1463.0,15.0,7.0,10.0,1.0,,155.0,5.0,10.0,10.0,33.0,2847.0,33.0,4.0,79.0,185.0,10.0,109.0,1095.0,139.0,3.0,57.5837,44.0,1.0,44.0,49.0,21.0,168.0,348.0,45.0,6.0,432.0,8.0,429.0,124.0,33.0,10.0,12.0,3.0,35.0,845.0,39.0,20.0,108.0,21.0,277.0,76.0,0.0,1457.0,30.0,16.0,532.0,29.0,32.0,2.0,369.0,51.0,34.0,,,43.0,317.0,2001.0,8.0,5.0,2.0,10.0,2.0,303.0,2.0,11.4119,1.0,20.0,40.0,36.0,,1.0,,,,,,,,4.0,2.0,0.204,3.0,,,,,,,,,,,,,,4.0,4.0,,,,,
37334,Hugo Rodallega,Forward,Fulham,54,Colombia,2012-13,115.0,,1.4799,0.0,21.0,20.0,2.0,5.6288,5.0,39.0,2.0,104.0,29.0,1.0,22.0,14.0,112.0,4.0,480.0,3.0,1.0,26.0,15.0,2.0,94.0,2.0,9.0,1.0,25.0,1510.0,25.0,4.0,55.0,67.0,6.0,28.0,360.0,68.0,,27.3256,23.0,1.0,12.0,24.0,13.0,60.0,160.0,20.0,4.0,182.0,2.0,88.0,55.0,29.0,9.0,,,13.0,293.0,18.0,5.0,38.0,13.0,88.0,39.0,0.0,479.0,19.0,5.0,193.0,5.0,3.0,1.0,107.0,19.0,10.0,1.0,,8.0,125.0,697.0,3.0,7.0,5.0,26.0,3.0,76.0,2.0,6.839,0.0,8.0,15.0,4.0,1.0,,,,,,,,,14.0,7.0,0.529,3.0,,,,,,,,,,,,,,,,,,,,
107853,Marcello Trotta,Forward,Fulham,54,Italy,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11987,Mladen Petric,Forward,Fulham,54,Croatia,2012-13,74.0,1.0,1.1545,0.0,8.0,13.0,2.0,5.3196,10.0,27.0,3.0,48.0,23.0,1.0,14.0,9.0,50.0,5.0,258.0,5.0,1.0,13.0,14.0,,35.0,,4.0,1.0,11.0,876.0,11.0,1.0,21.0,48.0,4.0,34.0,200.0,38.0,,16.33,4.0,,9.0,18.0,4.0,53.0,67.0,21.0,0.0,122.0,4.0,43.0,27.0,23.0,4.0,,3.0,6.0,153.0,14.0,5.0,29.0,4.0,87.0,14.0,0.0,257.0,14.0,5.0,118.0,7.0,3.0,,84.0,17.0,8.0,,,8.0,64.0,423.0,2.0,8.0,3.0,13.0,,56.0,,5.1921,0.0,2.0,8.0,6.0,,,,,,,4.0,,,12.0,6.0,0.375,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,
111295,Adam Morgan,Forward,Liverpool,14,England,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40142,Andy Carroll,Forward,Liverpool,14,England,2012-13,229.0,,2.5988,0.0,17.0,23.0,2.0,3.589,17.0,64.0,3.0,260.0,26.0,4.0,41.0,22.0,273.0,13.0,698.0,7.0,3.0,10.0,4.0,,349.0,5.0,14.0,1.0,21.0,1957.0,21.0,5.0,122.0,303.0,9.0,76.0,405.0,158.0,2.0,32.1246,30.0,,60.0,29.0,18.0,107.0,142.0,53.0,2.0,532.0,4.0,262.0,65.0,26.0,14.0,2.0,4.0,12.0,327.0,20.0,13.0,62.0,18.0,183.0,227.0,0.0,698.0,41.0,12.0,401.0,13.0,6.0,7.0,123.0,41.0,13.0,,,20.0,171.0,1086.0,4.0,5.0,1.0,10.0,3.0,99.0,1.0,6.595,6.0,13.0,21.0,10.0,1.0,,,,,,2.0,,1.0,4.0,3.0,0.1931,3.0,,,,,,,,,,,,,,1.0,1.0,,,,,
40755,Daniel Sturridge,Forward,Liverpool,14,England,2012-13,68.0,1.0,0.2719,0.0,8.0,33.0,8.0,1.617,5.0,62.0,6.0,61.0,21.0,3.0,40.0,12.0,65.0,17.0,437.0,11.0,8.0,,9.0,2.0,15.0,4.0,2.0,1.0,6.0,1253.0,6.0,3.0,13.0,55.0,3.0,53.0,336.0,121.0,1.0,2.9395,29.0,,,15.0,,55.0,81.0,18.0,0.0,123.0,3.0,110.0,36.0,21.0,2.0,3.0,1.0,18.0,282.0,12.0,17.0,49.0,,108.0,2.0,0.0,434.0,29.0,12.0,168.0,4.0,30.0,2.0,133.0,6.0,11.0,,,36.0,113.0,700.0,4.0,6.0,2.0,,2.0,91.0,1.0,2.0052,2.0,4.0,10.0,15.0,,,1.0,,,,8.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
77454,Fabio Borini,Forward,Liverpool,14,Italy,2012-13,41.0,1.0,0.52,0.0,4.0,5.0,,1.5944,12.0,13.0,1.0,30.0,13.0,,17.0,5.0,36.0,13.0,175.0,1.0,1.0,5.0,8.0,2.0,11.0,,1.0,1.0,7.0,504.0,7.0,,10.0,20.0,1.0,19.0,137.0,28.0,1.0,8.6112,7.0,,2.0,9.0,3.0,31.0,53.0,3.0,0.0,61.0,0.0,38.0,20.0,13.0,1.0,1.0,4.0,4.0,96.0,8.0,15.0,23.0,3.0,50.0,1.0,0.0,175.0,8.0,4.0,80.0,8.0,4.0,,29.0,6.0,7.0,2.0,,2.0,55.0,275.0,3.0,4.0,1.0,5.0,2.0,44.0,,1.6704,1.0,6.0,3.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39336,Luis Suárez,Forward,Liverpool,14,Uruguay,2012-13,341.0,9.0,8.1591,0.0,44.0,72.0,36.0,21.6807,42.0,143.0,25.0,267.0,33.0,5.0,143.0,33.0,282.0,28.0,1203.0,23.0,12.0,35.0,,26.0,42.0,11.0,29.0,16.0,70.0,2955.0,70.0,15.0,30.0,210.0,7.0,198.0,849.0,368.0,3.0,39.4102,86.0,1.0,3.0,40.0,40.0,311.0,399.0,61.0,4.0,551.0,11.0,306.0,111.0,33.0,29.0,15.0,8.0,159.0,745.0,33.0,42.0,253.0,40.0,509.0,12.0,0.0,1191.0,71.0,68.0,703.0,34.0,95.0,3.0,222.0,48.0,18.0,13.0,,72.0,276.0,2119.0,17.0,2.0,6.0,35.0,2.0,192.0,5.0,20.3575,10.0,15.0,43.0,39.0,5.0,2.0,6.0,1.0,,,5.0,,2.0,42.0,21.0,1.4755,3.0,,,,,,,,,,,,,,,,,,,,
103955,Raheem Sterling,Forward,Liverpool,14,England,2012-13,186.0,7.0,2.6319,0.0,11.0,10.0,10.0,1.2169,40.0,23.0,2.0,106.0,24.0,2.0,34.0,19.0,111.0,44.0,718.0,2.0,0.0,6.0,5.0,8.0,24.0,5.0,8.0,8.0,10.0,1748.0,10.0,,20.0,144.0,3.0,140.0,603.0,95.0,1.0,19.3763,35.0,,5.0,24.0,12.0,166.0,166.0,54.0,4.0,330.0,2.0,190.0,103.0,24.0,8.0,2.0,6.0,59.0,481.0,21.0,44.0,123.0,12.0,306.0,4.0,0.0,708.0,13.0,19.0,341.0,34.0,46.0,,162.0,28.0,15.0,,,4.0,200.0,1187.0,4.0,4.0,3.0,6.0,5.0,134.0,2.0,3.0105,1.0,5.0,17.0,6.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20312,Carlos Tevez,Forward,Man City,43,Argentina,2012-13,176.0,10.0,5.7715,0.0,30.0,40.0,7.0,13.8706,28.0,75.0,21.0,181.0,34.0,8.0,56.0,28.0,193.0,34.0,1200.0,11.0,2.0,29.0,6.0,29.0,55.0,5.0,20.0,20.0,40.0,2408.0,40.0,6.0,42.0,123.0,6.0,110.0,978.0,175.0,1.0,21.6827,53.0,,1.0,21.0,27.0,134.0,311.0,35.0,8.0,299.0,9.0,317.0,77.0,34.0,20.0,10.0,9.0,32.0,839.0,15.0,54.0,95.0,27.0,244.0,13.0,0.0,1185.0,35.0,33.0,410.0,19.0,47.0,3.0,303.0,29.0,14.0,15.0,2.0,29.0,269.0,1714.0,5.0,19.0,1.0,29.0,3.0,188.0,3.0,12.4688,3.0,12.0,21.0,18.0,1.0,,7.0,,,,1.0,1.0,,14.0,7.0,0.5496,,,,,,,,,,,,,,,2.0,2.0,,,,,
42544,Edin Dzeko,Forward,Man City,43,Bosnia & Herzegovina,2012-13,194.0,1.0,2.2177,0.0,18.0,40.0,1.0,15.872,10.0,76.0,7.0,199.0,32.0,3.0,62.0,16.0,209.0,16.0,679.0,14.0,8.0,12.0,16.0,1.0,190.0,4.0,16.0,2.0,33.0,1815.0,33.0,5.0,103.0,126.0,8.0,39.0,455.0,160.0,,17.6817,30.0,,17.0,22.0,19.0,91.0,180.0,21.0,10.0,320.0,6.0,192.0,63.0,32.0,16.0,9.0,,23.0,380.0,14.0,16.0,70.0,19.0,130.0,87.0,0.0,679.0,36.0,24.0,343.0,10.0,8.0,6.0,149.0,18.0,6.0,,,15.0,158.0,998.0,1.0,7.0,2.0,12.0,4.0,92.0,5.0,16.4454,4.0,10.0,28.0,7.0,2.0,,1.0,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,
109653,Rony Lopes,Forward,Man City,43,Portugal,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
