season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025291,10,4,Newcastle_United,Away,910046,220237.0,Sven Botman,sven-botman,D,False,,,1.0,18.0,27.0,45.0,,3.0,,4.0,,,,,,,,6.0,,,0.00706486,,,1.0,0.0,,,,,1.0,1.0,,,,,,,65.0,,,1.0,,,,9.0,,,5.8,,,,,,,1.0,,3.0,,23.0,30.0,53.0,,,0,2.0,59.0,,1.0,,1.0
2025-26,14025291,10,4,Newcastle_United,Away,914902,232826.0,Anthony Gordon,anthony-gordon,F,False,,,1.0,7.0,7.0,14.0,,1.0,,1.0,,,,,,,2.0,2.0,,,0.0234722,0.0598,0.3953,,0.0,,,,,,,,,,,,,45.0,1.0,,,,,,9.0,,,7.2,,,,,1.0,2.0,3.0,,1.0,,9.0,7.0,16.0,,,1,,28.0,2.0,1.0,,
2025-26,14025291,10,4,Newcastle_United,Away,975937,232653.0,Jacob Ramsey,jacob-ramsey,M,True,,,,10.0,7.0,17.0,,,,3.0,,,,,,1.0,2.0,4.0,,,0.0108655,,,1.0,0.0,,,,,1.0,,,,,,,,45.0,,,,,,,7.0,,,6.5,,,,,,3.0,,,,,13.0,8.0,21.0,,,0,2.0,30.0,1.0,,2.0,1.0
2025-26,14025291,10,4,Newcastle_United,Away,979232,449434.0,Anthony Elanga,anthony-elanga,F,True,1.0,,,5.0,1.0,6.0,,,,,,,,2.0,,,2.0,,,,0.120376,,,,0.0,,,,,,1.0,,,,,,,13.0,,,,,,,3.0,,,6.5,,,,,,,3.0,,,,6.0,1.0,7.0,,,0,,10.0,,,,
2025-26,14025291,10,4,Newcastle_United,Away,980623,470313.0,Nick Woltemade,nick-woltemade,F,False,,,,6.0,2.0,8.0,,,,,,,,,,2.0,4.0,1.0,,,0.0355269,,,1.0,0.0,,,,,,1.0,,,,,,,45.0,,,,,,,6.0,,,6.4,,,,,,2.0,,,1.0,,7.0,3.0,10.0,,,0,,15.0,1.0,,1.0,
2025-26,14025291,10,4,Newcastle_United,Away,1014286,465642.0,Malick Thiaw,malick-thiaw,D,False,,,1.0,29.0,31.0,60.0,,2.0,,4.0,,,,,,,,4.0,,,0.0443337,,,,0.0,,,,,1.0,,1.0,,,,,,90.0,,2.0,,,,,14.0,,,6.9,,,,,2.0,,2.0,,6.0,,39.0,32.0,71.0,,,0,2.0,86.0,1.0,,,2.0
2025-26,14025291,10,4,Newcastle_United,Away,1122603,538207.0,William Osula,william-osula,F,True,,,,2.0,1.0,3.0,2.0,1.0,,,,,,,,,2.0,1.0,,,0.00517196,0.1123,0.1487,,0.0,,,,,,,,,,,,,45.0,1.0,,,,,,4.0,,,6.0,,,1.0,,,,,,,,3.0,2.0,5.0,,,2,,9.0,2.0,,,
2025-26,14025291,10,4,Newcastle_United,Away,1136730,487838.0,Lewis Hall,lewis-hall,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025291,10,4,Newcastle_United,Away,1400650,547719.0,Lewis Miley,lewis-miley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025017,11,4,Newcastle_United,Away,69256,77794.0,Kieran Trippier,kieran-trippier,D,False,,,2.0,30.0,17.0,47.0,2.0,,,7.0,,,,2.0,,1.0,7.0,4.0,,,0.0349221,,,2.0,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,19.0,,,6.3,,,,,2.0,1.0,5.0,,5.0,,37.0,22.0,59.0,,,0,1.0,81.0,1.0,2.0,1.0,1.0
2025-26,14025017,11,4,Newcastle_United,Away,99090,78916.0,Dan Burn,dan-burn,D,False,,,1.0,4.0,16.0,20.0,5.0,6.0,,1.0,,,,,,1.0,9.0,8.0,,,0.0154073,,,4.0,0.0,,,,,,,,,,,,,73.0,,1.0,,1.0,,,18.0,,,5.6,,,,,11.0,,1.0,,5.0,,14.0,18.0,32.0,,,0,2.0,61.0,2.0,,,1.0
2025-26,14025017,11,4,Newcastle_United,Away,101882,119471.0,Fabian Schär,fabian-schar,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025017,11,4,Newcastle_United,Away,150396,111773.0,Emil Krafth,emil-krafth,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025017,11,4,Newcastle_United,Away,153444,101148.0,Jamaal Lascelles,jamaal-lascelles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025017,11,4,Newcastle_United,Away,162653,98747.0,Nick Pope,nick-pope,G,False,,1.0,4.0,3.0,5.0,8.0,,1.0,,7.0,,,,,,,,1.0,,,0.00029067,,,,0.0,,0.2999,1.0,,,,,,,,,,77.0,,,,,,,7.0,,2.0,6.5,3.0,3.0,,,4.0,,,1.0,11.0,,9.0,6.0,15.0,,,0,,31.0,,1.0,,
2025-26,14025017,11,4,Newcastle_United,Away,372336,114243.0,Jacob Murphy,jacob-murphy,F,False,1.0,,,10.0,5.0,15.0,1.0,,,,,,1.0,1.0,,,2.0,2.0,,,0.0914709,0.0342,,,0.0,,,,,,1.0,,,,,,,77.0,,,,,,,8.0,,,6.6,,,,,1.0,,4.0,,,,13.0,6.0,19.0,,,1,1.0,29.0,1.0,1.0,,1.0
2025-26,14025017,11,4,Newcastle_United,Away,560128,180974.0,Joelinton,joelinton,M,False,,,,3.0,6.0,9.0,1.0,,,2.0,,,,,,,2.0,,,,0.00109968,,,1.0,0.0,,,,,1.0,,,,,,,,24.0,,,,,,,3.0,,,6.5,,,,,2.0,,,,,,3.0,8.0,11.0,,,0,,19.0,1.0,,,
2025-26,14025017,11,4,Newcastle_United,Away,839410,225321.0,Aaron Ramsdale,aaron-ramsdale,G,True,,,2.0,,4.0,4.0,,,,,,,,,,,,,,,1.718e-05,,,,0.0,,-0.5501,,,,,,,,,,,13.0,,,,,1.0,,2.0,,,6.5,1.0,1.0,,,,,,,4.0,,2.0,4.0,6.0,,,0,,7.0,,,,
2025-26,14025017,11,4,Newcastle_United,Away,855647,201666.0,Harvey Barnes,harvey-barnes,F,False,,,,11.0,3.0,14.0,,,,2.0,,,,1.0,,1.0,3.0,2.0,,,0.0107737,0.2978,0.2155,,0.0,1.0,,,,1.0,1.0,,,,,,,77.0,1.0,,,,,,10.0,,,7.4,,,1.0,,,2.0,2.0,,,,14.0,4.0,18.0,,,2,,29.0,2.0,1.0,1.0,
2025-26,14025017,11,4,Newcastle_United,Away,866469,208706.0,Bruno Guimarães,bruno-guimaraes,M,False,,,6.0,22.0,20.0,42.0,,,,4.0,,,,2.0,,,4.0,5.0,,,0.0279643,0.0522,,1.0,0.0,,,,,,,,,,,,,89.0,,,,,,,8.0,,,7.2,,,1.0,,6.0,3.0,1.0,,7.0,,27.0,21.0,48.0,,,1,2.0,65.0,,1.0,2.0,2.0
2025-26,14025017,11,4,Newcastle_United,Away,888550,200089.0,Joe Willock,joe-willock,M,True,,,1.0,5.0,2.0,7.0,1.0,,,,,,,,,,1.0,,,,0.013346,,,,0.0,,,,,,,,,,,,,13.0,,,,,,,1.0,,,6.4,,,,,,,,,1.0,,5.0,2.0,7.0,,,0,,9.0,1.0,,,
2025-26,14025017,11,4,Newcastle_United,Away,892673,432422.0,Sandro Tonali,sandro-tonali,M,False,,,1.0,14.0,21.0,35.0,,,,8.0,,,,,,2.0,3.0,1.0,,,0.0118549,,,1.0,0.0,,,,,2.0,,,,,,,,77.0,,,,,,,10.0,,,6.4,,,,,3.0,1.0,,,5.0,,19.0,24.0,43.0,,,0,,54.0,,,1.0,
2025-26,14025017,11,4,Newcastle_United,Away,910046,220237.0,Sven Botman,sven-botman,D,False,,,3.0,13.0,40.0,53.0,4.0,1.0,,7.0,,,,,,,4.0,2.0,,,0.00375222,,,,0.0,,,,,,,,,,,,,90.0,,,,,,,5.0,,,6.1,,,,,9.0,,,,4.0,,15.0,43.0,58.0,,,0,,70.0,,1.0,,
2025-26,14025017,11,4,Newcastle_United,Away,975937,232653.0,Jacob Ramsey,jacob-ramsey,M,True,1.0,,1.0,19.0,22.0,41.0,,1.0,,4.0,,,,,,,2.0,5.0,,1.0,0.0858756,,,1.0,0.0,,,,,,2.0,,,,,,,66.0,,,,,,,4.0,,,6.6,,,,,,2.0,1.0,,1.0,,22.0,22.0,44.0,,,0,2.0,52.0,,1.0,1.0,
2025-26,14025017,11,4,Newcastle_United,Away,979232,449434.0,Anthony Elanga,anthony-elanga,F,True,,,,8.0,1.0,9.0,,,,2.0,,,,,,1.0,2.0,,,,0.0032712,,,,0.0,,,,,,,,,,,,,13.0,,,,,,,4.0,,,6.3,,,,,,1.0,,,1.0,,9.0,2.0,11.0,,,0,,13.0,,,,
2025-26,14025017,11,4,Newcastle_United,Away,980623,470313.0,Nick Woltemade,nick-woltemade,F,False,,,2.0,6.0,5.0,11.0,3.0,1.0,,,,,,,,5.0,9.0,3.0,,,0.0083819,,,2.0,0.0,,,,,,,,,,,,,90.0,,,,,,,12.0,,,6.2,,,,,3.0,,,,2.0,,9.0,5.0,14.0,,,0,1.0,30.0,3.0,1.0,,1.0
2025-26,14025017,11,4,Newcastle_United,Away,1014286,465642.0,Malick Thiaw,malick-thiaw,D,False,,,,15.0,20.0,35.0,1.0,4.0,,3.0,,,,,,1.0,3.0,5.0,,,0.00915628,0.0552,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,2.0,,,,,7.0,,,6.8,,,1.0,,12.0,1.0,,,3.0,,18.0,23.0,41.0,,,1,,60.0,,,1.0,
2025-26,14025017,11,4,Newcastle_United,Away,1136730,487838.0,Lewis Hall,lewis-hall,D,True,,,,8.0,3.0,11.0,,,,2.0,,,,,,1.0,1.0,1.0,,,0.0609148,,,,0.0,,,,,,,,,,,,,13.0,,,,,,,5.0,,,6.2,,,,,3.0,,1.0,,1.0,,9.0,4.0,13.0,,,0,1.0,21.0,1.0,,,1.0
2025-26,14025017,11,4,Newcastle_United,Away,1400650,547719.0,Lewis Miley,lewis-miley,M,True,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,1.145e-05,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0,,1.0,,,,
2025-26,14025087,12,4,Newcastle_United,Home,1131,19236.0,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025087,12,4,Newcastle_United,Home,101882,119471.0,Fabian Schär,fabian-schar,D,False,,,6.0,12.0,21.0,33.0,1.0,2.0,,1.0,,,,,,1.0,3.0,5.0,,,0.0734756,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,14.0,,,6.8,,,,,10.0,,,,16.0,,22.0,23.0,45.0,,,0,2.0,61.0,1.0,1.0,,1.0
2025-26,14025087,12,4,Newcastle_United,Home,162653,98747.0,Nick Pope,nick-pope,G,False,,,6.0,4.0,10.0,14.0,,,,4.0,,,,,,,,,,,0.00036543,,,,0.0,,-0.1655,1.0,,,,,,,,,,90.0,,,,,,,13.0,,,6.6,3.0,3.0,,,,,,1.0,19.0,,17.0,10.0,27.0,,,0,,36.0,,,,
2025-26,14025087,12,4,Newcastle_United,Home,372336,114243.0,Jacob Murphy,jacob-murphy,F,False,4.0,,,6.0,5.0,11.0,2.0,1.0,,3.0,2.0,,,5.0,,1.0,8.0,3.0,,,0.424173,,,,0.0,,,,,,3.0,,,,,,,90.0,,,,,,,10.0,,,6.8,,,,,,1.0,6.0,,2.0,1.0,9.0,5.0,14.0,,,0,1.0,30.0,1.0,,1.0,1.0
2025-26,14025087,12,4,Newcastle_United,Home,560128,180974.0,Joelinton,joelinton,M,False,,,2.0,9.0,12.0,21.0,1.0,3.0,,4.0,,,,,,,5.0,8.0,,1.0,0.00984794,,,5.0,0.0,,,,,,,,,,,,,90.0,,,,,,,9.0,,,6.9,,,,,5.0,,,,2.0,,14.0,15.0,29.0,,,0,3.0,42.0,1.0,2.0,,2.0
2025-26,14025087,12,4,Newcastle_United,Home,839410,225321.0,Aaron Ramsdale,aaron-ramsdale,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025087,12,4,Newcastle_United,Home,855647,201666.0,Harvey Barnes,harvey-barnes,F,False,,,,16.0,1.0,17.0,1.0,1.0,,1.0,,2.0,,1.0,,,4.0,3.0,,,0.264716,1.4709,1.8301,,0.0,2.0,,,,,1.0,,,,,,,85.0,3.0,,,,,,6.0,,,8.8,,,1.0,,2.0,3.0,1.0,,,,18.0,1.0,19.0,,,4,1.0,32.0,1.0,,1.0,
2025-26,14025087,12,4,Newcastle_United,Home,866469,208706.0,Bruno Guimarães,bruno-guimaraes,M,False,,,5.0,16.0,15.0,31.0,,1.0,,2.0,,1.0,,2.0,,1.0,5.0,4.0,,,0.038713,0.4314,,2.0,1.0,,,,1.0,2.0,1.0,,,,,,,90.0,,,,,,,6.0,,,7.1,,,1.0,,1.0,,,,5.0,,18.0,17.0,35.0,,,1,2.0,47.0,1.0,1.0,,1.0
2025-26,14025087,12,4,Newcastle_United,Home,888550,200089.0,Joe Willock,joe-willock,M,True,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,0.00025802,,,1.0,0.0,,,,,,,,,,,,,14.0,,1.0,,,,,2.0,,,6.7,,,,,,,1.0,,,,2.0,,2.0,,,0,,4.0,,,,
2025-26,14025087,12,4,Newcastle_United,Home,892673,432422.0,Sandro Tonali,sandro-tonali,M,False,1.0,,3.0,12.0,7.0,19.0,,,,7.0,,,,,,2.0,5.0,6.0,,,0.155394,,,3.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,16.0,,,7.1,,,,,1.0,,5.0,,3.0,1.0,15.0,10.0,25.0,,,0,3.0,48.0,4.0,3.0,,3.0
2025-26,14025087,12,4,Newcastle_United,Home,910046,220237.0,Sven Botman,sven-botman,D,True,,,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,2.0,1.0,,,0.00056541,,,,0.0,,,,,,,,,,,,,13.0,,1.0,,,,,,,,7.0,,,,,3.0,,,,1.0,,1.0,1.0,2.0,,,0,,6.0,,,,
2025-26,14025087,12,4,Newcastle_United,Home,975937,232653.0,Jacob Ramsey,jacob-ramsey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025087,12,4,Newcastle_United,Home,979232,449434.0,Anthony Elanga,anthony-elanga,F,True,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,14.0,,,,,,,1.0,,,6.4,,,,,,,,,,,,,,,,0,,2.0,,,,
2025-26,14025087,12,4,Newcastle_United,Home,980623,470313.0,Nick Woltemade,nick-woltemade,F,False,,,,3.0,2.0,5.0,2.0,3.0,,3.0,1.0,1.0,1.0,1.0,,2.0,7.0,4.0,,,0.00086195,0.6119,0.6705,1.0,0.0,,,,,,1.0,,,,,,,85.0,2.0,,,,,,5.0,,,6.3,,,1.0,,1.0,1.0,,,,1.0,5.0,2.0,7.0,,,4,,17.0,,1.0,,
2025-26,14025087,12,4,Newcastle_United,Home,980634,441191.0,Tino Livramento,tino-livramento,D,False,,,1.0,10.0,11.0,21.0,,1.0,,6.0,,,,,,,1.0,3.0,,,0.00292333,,,,0.0,,,,,2.0,,,,,,,,90.0,,1.0,,,,,9.0,,,6.9,,,,,3.0,1.0,,,2.0,,13.0,13.0,26.0,,,0,2.0,43.0,1.0,,,2.0
2025-26,14025087,12,4,Newcastle_United,Home,1014286,465642.0,Malick Thiaw,malick-thiaw,D,False,,,1.0,4.0,16.0,20.0,2.0,1.0,,6.0,,,,,,,2.0,2.0,,,0.00173842,,,,0.0,,,,,1.0,,1.0,,,,,,90.0,,1.0,,,,,5.0,,,7.1,,,,,7.0,,,,4.0,,6.0,19.0,25.0,,,0,1.0,36.0,,,,1.0
2025-26,14025087,12,4,Newcastle_United,Home,1125214,545477.0,Alex Murphy,alex-murphy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025087,12,4,Newcastle_United,Home,1136730,487838.0,Lewis Hall,lewis-hall,D,False,,,,13.0,12.0,25.0,,2.0,,3.0,,,,,,,1.0,6.0,1.0,,0.0620367,,,,0.0,,,,,,,,,,,,,77.0,,,,,,,7.0,,,6.4,,,,,3.0,3.0,1.0,,2.0,,17.0,12.0,29.0,,,0,2.0,44.0,1.0,,2.0,
2025-26,14025087,12,4,Newcastle_United,Home,1400650,547719.0,Lewis Miley,lewis-miley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025087,12,4,Newcastle_United,Home,1511675,599303.0,Sean Neave,sean-neave,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025105,13,4,Newcastle_United,Away,1131,19236.0,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025105,13,4,Newcastle_United,Away,99090,78916.0,Dan Burn,dan-burn,D,False,,,1.0,10.0,43.0,53.0,4.0,4.0,18.0,2.0,,,1.0,,,,4.0,5.0,,,0.010189,0.0723,,,1.0,,,,,,2.0,,,,,,,90.0,,1.0,,,,,10.0,,,6.8,,,,163.7965928705,7.0,,,,3.0,,13.0,48.0,61.0,-53.445,,1,1.0,76.0,1.0,,,1.0
2025-26,14025105,13,4,Newcastle_United,Away,101882,119471.0,Fabian Schär,fabian-schar,D,True,,,,,2.0,2.0,,,,,,,,,,,,,,,4.72e-06,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,3.0,3.0,,,0,,4.0,1.0,,,
2025-26,14025105,13,4,Newcastle_United,Away,372336,114243.0,Jacob Murphy,jacob-murphy,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025105,13,4,Newcastle_United,Away,560128,180974.0,Joelinton,joelinton,M,False,,,1.0,19.0,27.0,46.0,2.0,1.0,14.0,6.0,,,1.0,2.0,,,6.0,3.0,,,0.0203064,0.0294,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,4.0,,,6.6,,,,90.423228313427,,1.0,1.0,,1.0,,20.0,28.0,48.0,-38.955,,1,1.0,57.0,,1.0,,1.0
2025-26,14025105,13,4,Newcastle_United,Away,839410,225321.0,Aaron Ramsdale,aaron-ramsdale,G,False,,,5.0,5.0,16.0,21.0,,,4.0,5.0,,,,,,,,,,,0.00183301,,,,0.0,,-0.1108,1.0,,,,,,,,,,90.0,,,,,,,10.0,,,6.7,,1.0,,20.422049811244,,,,,15.0,,14.0,17.0,31.0,-16.38,,0,,38.0,,,,
2025-26,14025105,13,4,Newcastle_United,Away,855647,201666.0,Harvey Barnes,harvey-barnes,F,False,1.0,,1.0,11.0,6.0,17.0,,,17.0,2.0,,1.0,1.0,,,1.0,4.0,,,,0.0490606,0.2744,0.1875,1.0,0.0,,,,,,,,,,,,,71.0,1.0,,,,,,9.0,,,6.3,,,,170.62394698186,3.0,2.0,2.0,,1.0,,14.0,7.0,21.0,-79.695,,2,,33.0,1.0,,,
2025-26,14025105,13,4,Newcastle_United,Away,866469,208706.0,Bruno Guimarães,bruno-guimaraes,M,False,1.0,,5.0,30.0,33.0,63.0,,,25.0,6.0,,,,1.0,,1.0,3.0,2.0,,,0.0712305,,,,0.0,,,,,2.0,,,,,,,,89.0,,,,,,,8.0,,,7.6,,,,183.04781329865,4.0,1.0,1.0,,6.0,,34.0,35.0,69.0,-45.36,,0,2.0,90.0,,,,2.0
2025-26,14025105,13,4,Newcastle_United,Away,888550,200089.0,Joe Willock,joe-willock,M,True,,,,7.0,10.0,17.0,,1.0,9.0,2.0,1.0,,,,,1.0,1.0,1.0,,,0.0439139,,,,0.0,,,,,,1.0,,,,,,,19.0,,,,,,,5.0,,,6.6,,,,78.844437624842,,,,,,,10.0,10.0,20.0,-29.4,,0,,24.0,,,,
2025-26,14025105,13,4,Newcastle_United,Away,892673,432422.0,Sandro Tonali,sandro-tonali,M,True,,,,2.0,,2.0,,,,1.0,,,,,,,,,,,0.000817,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,3.0,1.0,4.0,,,0,,4.0,,,,
2025-26,14025105,13,4,Newcastle_United,Away,914902,232826.0,Anthony Gordon,anthony-gordon,F,True,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,0.000408,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,0,,1.0,,,,
2025-26,14025105,13,4,Newcastle_United,Away,975937,232653.0,Jacob Ramsey,jacob-ramsey,M,True,,,,11.0,4.0,15.0,2.0,,5.0,,,1.0,,1.0,,,4.0,,,,0.0305281,0.2161,0.2369,,0.0,,,,,,1.0,,,,,,,19.0,1.0,,,,,,3.0,,,6.3,,,,27.080508002842,1.0,1.0,,,,,12.0,5.0,17.0,4.725,,1,,22.0,,,,
2025-26,14025105,13,4,Newcastle_United,Away,979232,449434.0,Anthony Elanga,anthony-elanga,F,False,,,,14.0,9.0,23.0,,3.0,14.0,1.0,1.0,,,,,3.0,5.0,6.0,,,0.0308609,0.0668,0.1691,1.0,1.0,,,,,,1.0,,,,,,,71.0,1.0,,,,,,14.0,,,7.2,,,,169.08668061483,,1.0,1.0,,,,19.0,10.0,29.0,-81.375,,1,3.0,43.0,3.0,,,3.0
2025-26,14025105,13,4,Newcastle_United,Away,980623,470313.0,Nick Woltemade,nick-woltemade,F,False,,,,13.0,3.0,16.0,5.0,2.0,8.0,2.0,,,,,,1.0,10.0,4.0,,,0.114826,0.5948,0.7257,2.0,0.0,1.0,,,,,1.0,,,,,,,89.0,2.0,,,,,,11.0,,,7.4,,,,67.240631769471,2.0,4.0,,,1.0,,18.0,3.0,21.0,-16.485,,2,,36.0,3.0,,2.0,
2025-26,14025105,13,4,Newcastle_United,Away,980634,441191.0,Tino Livramento,tino-livramento,D,False,,,2.0,23.0,23.0,46.0,,,19.0,4.0,,,,,,1.0,2.0,5.0,,,0.0425844,0.089,,,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,13.0,,,6.8,,,1.0,152.48054039931,5.0,1.0,2.0,,2.0,,28.0,24.0,52.0,-75.915,,1,4.0,84.0,1.0,1.0,,4.0
2025-26,14025105,13,4,Newcastle_United,Away,1014286,465642.0,Malick Thiaw,malick-thiaw,D,False,,,3.0,21.0,37.0,58.0,1.0,6.0,22.0,4.0,,,,,,,2.0,7.0,,,0.0130363,0.3902,1.4041,1.0,0.0,2.0,,,,,,,,,,,,90.0,2.0,,,,,,5.0,,,9.4,,,,197.15497203095,5.0,,,,5.0,,25.0,38.0,63.0,-105.315,,2,1.0,71.0,,,,1.0
2025-26,14025105,13,4,Newcastle_United,Away,1125214,545477.0,Alex Murphy,alex-murphy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025105,13,4,Newcastle_United,Away,1136730,487838.0,Lewis Hall,lewis-hall,D,False,2.0,,1.0,28.0,22.0,50.0,2.0,,9.0,2.0,2.0,,1.0,,,1.0,4.0,5.0,,,0.489947,0.0427,,,1.0,,,,1.0,,2.0,,,,,,,89.0,,1.0,,,,,16.0,,,7.8,,,,73.647138653054,1.0,4.0,5.0,,1.0,,31.0,25.0,56.0,-55.65,,1,2.0,87.0,4.0,,3.0,2.0
2025-26,14025105,13,4,Newcastle_United,Away,1400650,547719.0,Lewis Miley,lewis-miley,M,False,3.0,,1.0,22.0,33.0,55.0,,1.0,14.0,8.0,1.0,,,,,,,3.0,,,0.52138,0.1296,0.0441,,1.0,1.0,,,,,2.0,,,,,,,90.0,1.0,,,,,,5.0,,,8.6,,,,108.02471744529,2.0,,5.0,,1.0,,24.0,33.0,57.0,11.865,,1,2.0,71.0,1.0,,,2.0
2025-26,14025105,13,4,Newcastle_United,Away,1511675,599303.0,Sean Neave,sean-neave,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025141,14,4,Newcastle_United,Home,1131,19236.0,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025141,14,4,Newcastle_United,Home,99090,78916.0,Dan Burn,dan-burn,D,False,,,,11.0,43.0,54.0,2.0,9.0,22.0,4.0,,,,,,,2.0,12.0,,,0.036334,,,,0.0,,,,,3.0,,,,,,,,90.0,,,,,,1.0,8.0,,,7.9,,,,188.64001688399,9.0,,,,4.0,,18.0,44.0,62.0,88.41,,0,2.0,83.0,,1.0,,2.0
2025-26,14025141,14,4,Newcastle_United,Home,101882,119471.0,Fabian Schär,fabian-schar,D,True,,,,1.0,3.0,4.0,,,2.0,,,,,,,,,,,,0.00014695,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,23.424708302933,1.0,,,,,,1.0,3.0,4.0,19.215,,0,,5.0,,,,
2025-26,14025141,14,4,Newcastle_United,Home,372336,114243.0,Jacob Murphy,jacob-murphy,F,False,3.0,,1.0,12.0,5.0,17.0,,,12.0,3.0,,,1.0,1.0,,,2.0,3.0,,,0.108728,0.2435,,,0.0,,,,,,3.0,,,,,,,66.0,,1.0,,,,,12.0,,,6.9,,,3.0,111.19720285041,,2.0,10.0,,2.0,,14.0,5.0,19.0,52.5,,4,1.0,44.0,2.0,1.0,1.0,1.0
