team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Middlesbrough_25,2016-17,855279,11,2016-11-05 15:00:00,"Etihad Stadium, Manchester",54294,Away,Boro,Man City,D,181.0,16.0,14.0,,,,,,7.0,1.0,17.0,,2.0,10.0,62.0,54.0,41.0,,1.0,38.0,15.0,7.0,1.0,1.0,1,1.0,1,1,0,,13.0,3.0,3.0,7.0,5.0,,124.0,29.0,0.0,0,0,6.0,1.0,4.0,41.0,2.0,266.0,5.0,17.0,6.0,2.0,12.0,0.0
Middlesbrough_25,2016-17,855285,12,2016-11-20 16:00:00,"Riverside Stadium, Middlesbrough",32704,Home,Boro,Chelsea,L,365.0,12.0,13.0,,,,,,18.0,4.0,14.0,,2.0,5.0,46.0,54.0,22.0,,,42.0,13.0,10.0,,,1,1.0,0,1,0,,14.0,3.0,1.0,4.0,23.0,,126.0,42.4,0.0,0,0,2.0,7.0,7.0,22.0,,451.0,12.0,16.0,10.0,2.0,14.0,0.0
Middlesbrough_25,2016-17,855296,13,2016-11-26 15:00:00,"King Power Stadium, Leicester",32058,Away,Boro,Leicester,D,378.0,22.0,31.0,,,,,,20.0,2.0,9.0,,3.0,7.0,54.0,65.0,37.0,,,50.0,12.0,15.0,2.0,2.0,2,2.0,2,1,1,,18.0,4.0,2.0,2.0,24.0,,157.0,59.3,0.0,0,0,1.0,2.0,6.0,37.0,1.0,487.0,6.0,6.0,14.0,3.0,5.0,0.0
Middlesbrough_25,2016-17,855306,14,2016-12-05 20:00:00,"Riverside Stadium, Middlesbrough",27395,Home,Boro,Hull,W,524.0,15.0,20.0,,,3.0,2.0,1.0,15.0,7.0,8.0,1.0,13.0,13.0,45.0,56.0,13.0,,,63.0,6.0,9.0,1.0,1.0,0,,1,0,0,,10.0,8.0,4.0,1.0,42.0,,134.0,60.7,0.0,0,0,2.0,5.0,10.0,13.0,3.0,601.0,16.0,20.0,27.0,13.0,18.0,0.0
Middlesbrough_25,2016-17,855319,15,2016-12-11 14:15:00,"St. Mary's Stadium, Southampton",28976,Away,Boro,Southampton,L,314.0,19.0,17.0,,,,,,18.0,3.0,10.0,,2.0,8.0,52.0,62.0,28.0,,,59.0,12.0,14.0,,,1,1.0,0,0,0,1.0,14.0,2.0,2.0,6.0,23.0,,157.0,44.9,0.0,0,0,1.0,1.0,3.0,28.0,2.0,418.0,6.0,23.0,15.0,2.0,14.0,0.0
Middlesbrough_25,2016-17,855324,16,2016-12-14 19:45:00,"Riverside Stadium, Middlesbrough",32704,Home,Boro,Liverpool,L,314.0,14.0,12.0,,3.0,,,,8.0,4.0,10.0,,5.0,12.0,53.0,61.0,17.0,,,48.0,11.0,14.0,,,3,3.0,0,1,0,,15.0,4.0,3.0,7.0,26.0,,134.0,37.1,0.0,0,0,1.0,1.0,5.0,17.0,1.0,393.0,8.0,19.0,7.0,5.0,12.0,0.0
Middlesbrough_25,2016-17,855336,17,2016-12-17 15:00:00,"Riverside Stadium, Middlesbrough",28302,Home,Boro,Swansea,W,306.0,19.0,26.0,1.0,1.0,1.0,,2.0,18.0,1.0,11.0,1.0,3.0,7.0,55.0,60.0,51.0,,,37.0,10.0,11.0,2.0,3.0,0,,3,0,2,,19.0,4.0,4.0,6.0,15.0,1.0,142.0,43.1,0.0,0,0,2.0,5.0,8.0,51.0,,409.0,10.0,17.0,13.0,3.0,12.0,0.0
Middlesbrough_25,2016-17,855343,18,2016-12-26 15:00:00,"Turf Moor, Burnley",21562,Away,Boro,Burnley,L,275.0,25.0,24.0,,1.0,1.0,1.0,,16.0,2.0,6.0,,3.0,3.0,55.0,61.0,25.0,1.0,,61.0,18.0,16.0,,,1,1.0,0,0,0,,25.0,2.0,2.0,,32.0,,171.0,54.4,0.0,0,0,3.0,4.0,5.0,25.0,4.0,396.0,8.0,11.0,12.0,3.0,9.0,0.0
Middlesbrough_25,2016-17,855358,19,2016-12-31 15:00:00,"Old Trafford, Manchester",75314,Away,Boro,Man Utd,L,241.0,21.0,10.0,,,1.0,,1.0,15.0,3.0,22.0,,2.0,4.0,63.0,48.0,49.0,,,45.0,14.0,9.0,1.0,1.0,2,2.0,1,0,0,,14.0,4.0,2.0,8.0,17.0,,120.0,34.5,0.0,0,0,10.0,4.0,6.0,49.0,,332.0,9.0,12.0,13.0,2.0,6.0,0.0
Middlesbrough_25,2016-17,855366,20,2017-01-02 12:30:00,"Riverside Stadium, Middlesbrough",32437,Home,Boro,Leicester,D,431.0,32.0,25.0,,1.0,,1.0,,14.0,3.0,4.0,1.0,2.0,15.0,68.0,66.0,25.0,,,60.0,10.0,7.0,,,0,,0,0,0,,11.0,3.0,1.0,2.0,40.0,,182.0,62.4,0.0,0,0,4.0,5.0,6.0,25.0,,530.0,9.0,18.0,23.0,2.0,13.0,0.0
Middlesbrough_25,2016-17,855380,21,2017-01-14 15:00:00,"Vicarage Road, Watford",20659,Away,Boro,Watford,D,325.0,28.0,27.0,,,,,,20.0,,4.0,1.0,1.0,3.0,54.0,61.0,42.0,,1.0,58.0,15.0,13.0,,,0,,0,0,0,,14.0,,1.0,1.0,13.0,,145.0,54.0,0.0,0,0,5.0,4.0,3.0,42.0,3.0,431.0,5.0,18.0,9.0,1.0,15.0,0.0
Middlesbrough_25,2016-17,855388,22,2017-01-21 15:00:00,"Riverside Stadium, Middlesbrough",30848,Home,Boro,West Ham,L,426.0,23.0,21.0,,1.0,1.0,,1.0,14.0,4.0,6.0,,7.0,10.0,54.0,64.0,16.0,,1.0,80.0,7.0,13.0,1.0,1.0,3,3.0,1,2,1,1.0,10.0,5.0,2.0,3.0,50.0,,161.0,61.5,0.0,0,0,2.0,5.0,8.0,16.0,2.0,529.0,11.0,19.0,26.0,7.0,12.0,0.0
Middlesbrough_25,2016-17,855396,23,2017-01-31 19:45:00,"Riverside Stadium, Middlesbrough",27316,Home,Boro,West Brom,D,384.0,16.0,20.0,1.0,3.0,,,1.0,15.0,5.0,6.0,,4.0,12.0,49.0,66.0,35.0,,,65.0,12.0,13.0,,1.0,1,1.0,1,1,1,,12.0,3.0,3.0,5.0,37.0,1.0,151.0,61.7,0.0,0,0,4.0,3.0,5.0,35.0,,482.0,11.0,22.0,18.0,4.0,20.0,0.0
Middlesbrough_25,2016-17,855409,24,2017-02-04 17:30:00,"White Hart Lane, London",31949,Away,Boro,Spurs,L,216.0,19.0,22.0,,1.0,1.0,1.0,,10.0,3.0,6.0,,2.0,10.0,55.0,68.0,47.0,,,52.0,11.0,7.0,,,1,1.0,0,0,0,,11.0,2.0,,6.0,24.0,,147.0,34.8,0.0,0,0,4.0,5.0,6.0,47.0,1.0,315.0,8.0,31.0,11.0,2.0,25.0,0.0
Middlesbrough_25,2016-17,855417,25,2017-02-11 15:00:00,"Riverside Stadium, Middlesbrough",31496,Home,Boro,Everton,D,344.0,23.0,25.0,,1.0,,,,21.0,2.0,7.0,1.0,5.0,20.0,67.0,74.0,18.0,,,69.0,14.0,9.0,,,0,,0,0,0,,11.0,4.0,3.0,1.0,25.0,,181.0,45.9,0.0,0,0,3.0,4.0,8.0,18.0,,470.0,9.0,26.0,18.0,5.0,24.0,0.0
Middlesbrough_25,2016-17,855423,26,2017-02-25 15:00:00,"Selhurst Park, London",25416,Away,Boro,Crystal Palace,L,327.0,22.0,21.0,,1.0,1.0,1.0,,11.0,1.0,13.0,,2.0,9.0,62.0,66.0,30.0,,,56.0,15.0,9.0,,,1,1.0,0,1,0,,12.0,3.0,4.0,5.0,24.0,,143.0,54.4,0.0,0,0,2.0,6.0,8.0,30.0,,430.0,11.0,24.0,17.0,2.0,17.0,0.0
Middlesbrough_25,2016-17,855435,27,2017-03-04 15:00:00,"bet365 Stadium, Stoke",27644,Away,Boro,Stoke,L,277.0,21.0,18.0,,1.0,,,,10.0,3.0,24.0,,1.0,10.0,78.0,69.0,27.0,,,70.0,20.0,15.0,,,2,2.0,0,2,0,,12.0,5.0,2.0,1.0,23.0,,147.0,45.2,0.0,0,0,5.0,3.0,8.0,27.0,4.0,369.0,8.0,23.0,18.0,1.0,15.0,0.0
Middlesbrough_25,2016-17,855450,28,2017-04-26 19:45:00,"Riverside Stadium, Middlesbrough",30742,Home,Boro,Sunderland,W,282.0,39.0,28.0,,,1.0,1.0,1.0,16.0,1.0,9.0,1.0,3.0,12.0,77.0,55.0,32.0,,,55.0,15.0,10.0,1.0,1.0,0,,1,0,1,,14.0,1.0,2.0,2.0,27.0,,168.0,48.9,0.0,0,0,4.0,3.0,3.0,32.0,1.0,397.0,6.0,13.0,8.0,3.0,8.0,0.0
Middlesbrough_25,2016-17,855456,29,2017-03-19 12:00:00,"Riverside Stadium, Middlesbrough",32689,Home,Boro,Man Utd,L,460.0,22.0,19.0,,,,,1.0,13.0,3.0,12.0,,8.0,12.0,57.0,57.0,11.0,1.0,,74.0,9.0,8.0,,1.0,3,3.0,1,1,0,,11.0,5.0,3.0,4.0,49.0,,148.0,63.9,0.0,0,0,3.0,4.0,7.0,11.0,,555.0,10.0,16.0,27.0,8.0,12.0,0.0
Middlesbrough_25,2016-17,855470,30,2017-04-02 13:30:00,"Swansea.com Stadium, Swansea",20354,Away,Boro,Swansea,D,259.0,23.0,23.0,,,1.0,1.0,,9.0,3.0,10.0,1.0,3.0,5.0,54.0,69.0,35.0,,,51.0,16.0,9.0,,,0,,0,0,0,,13.0,4.0,1.0,6.0,21.0,,135.0,44.3,0.0,0,0,3.0,4.0,7.0,35.0,,358.0,8.0,19.0,13.0,3.0,13.0,0.0
Middlesbrough_25,2016-17,855474,31,2017-04-05 19:45:00,"The MKM Stadium, Hull",20380,Away,Boro,Hull,L,326.0,19.0,35.0,,,2.0,,2.0,11.0,4.0,12.0,,4.0,6.0,48.0,74.0,16.0,,,73.0,12.0,12.0,2.0,2.0,4,4.0,2,3,2,1.0,17.0,7.0,4.0,5.0,29.0,,154.0,52.2,0.0,0,0,1.0,4.0,11.0,16.0,1.0,433.0,12.0,17.0,17.0,4.0,12.0,0.0
Middlesbrough_25,2016-17,855486,32,2017-04-08 15:00:00,"Riverside Stadium, Middlesbrough",29547,Home,Boro,Burnley,D,372.0,17.0,30.0,,2.0,,,,14.0,3.0,5.0,1.0,4.0,13.0,45.0,60.0,25.0,,,66.0,9.0,12.0,,,0,,0,0,0,,9.0,5.0,5.0,,29.0,,134.0,57.3,0.0,0,0,2.0,5.0,8.0,25.0,2.0,451.0,13.0,12.0,15.0,4.0,10.0,0.0
Middlesbrough_25,2016-17,855495,33,2017-04-17 20:00:00,"Riverside Stadium, Middlesbrough",31298,Home,Boro,Arsenal,L,216.0,25.0,24.0,,5.0,2.0,1.0,1.0,15.0,2.0,8.0,,2.0,14.0,62.0,69.0,20.0,,,50.0,11.0,15.0,1.0,1.0,2,2.0,1,1,0,,14.0,5.0,5.0,4.0,32.0,,148.0,35.2,0.0,0,0,2.0,6.0,8.0,20.0,3.0,308.0,13.0,18.0,23.0,2.0,13.0,0.0
Middlesbrough_25,2016-17,855502,34,2017-04-22 15:00:00,"Vitality Stadium, Bournemouth",10890,Away,Boro,Bournemouth,L,215.0,12.0,14.0,,,,,,10.0,,14.0,,3.0,12.0,61.0,45.0,31.0,1.0,1.0,29.0,14.0,4.0,,,4,4.0,0,2,0,,17.0,2.0,2.0,3.0,12.0,,105.0,31.9,0.0,0,1,6.0,3.0,5.0,31.0,2.0,276.0,5.0,20.0,6.0,3.0,13.0,0.0
Middlesbrough_25,2016-17,855515,35,2017-04-30 14:05:00,"Riverside Stadium, Middlesbrough",29763,Home,Boro,Man City,D,174.0,17.0,14.0,,4.0,,,1.0,7.0,2.0,14.0,,4.0,7.0,50.0,48.0,46.0,,,37.0,9.0,9.0,1.0,2.0,2,2.0,2,0,1,,13.0,5.0,6.0,7.0,23.0,,120.0,31.9,0.0,0,0,2.0,6.0,8.0,46.0,1.0,256.0,14.0,15.0,22.0,4.0,10.0,0.0
Middlesbrough_25,2016-17,855525,36,2017-05-08 20:00:00,"Stamford Bridge, London",41500,Away,Boro,Chelsea,L,393.0,7.0,12.0,,,,,,16.0,1.0,14.0,,1.0,6.0,53.0,39.0,24.0,1.0,,59.0,21.0,8.0,,,3,3.0,0,2,0,,12.0,1.0,1.0,3.0,20.0,,117.0,42.9,0.0,0,0,4.0,,1.0,24.0,2.0,466.0,2.0,13.0,6.0,1.0,9.0,0.0
Middlesbrough_25,2016-17,855536,37,2017-05-13 15:00:00,"Riverside Stadium, Middlesbrough",28203,Home,Boro,Southampton,L,281.0,27.0,21.0,,2.0,2.0,1.0,1.0,18.0,6.0,5.0,,6.0,8.0,60.0,51.0,14.0,,,55.0,19.0,9.0,1.0,1.0,2,2.0,1,1,0,,10.0,8.0,3.0,4.0,34.0,,129.0,41.8,0.0,0,0,2.0,5.0,13.0,14.0,2.0,367.0,14.0,11.0,21.0,6.0,7.0,0.0
Middlesbrough_25,2016-17,855547,38,2017-05-21 15:00:00,"Anfield, Liverpool",53191,Away,Boro,Liverpool,L,174.0,10.0,21.0,,2.0,2.0,2.0,,14.0,3.0,8.0,,3.0,10.0,40.0,54.0,30.0,,,61.0,8.0,13.0,,,3,3.0,0,1,0,,16.0,2.0,3.0,6.0,22.0,,116.0,26.2,0.0,0,0,7.0,3.0,5.0,30.0,,260.0,9.0,15.0,12.0,3.0,9.0,0.0
