team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Cardiff_97,2013-14,695036,14,2013-12-04 19:45:00,"bet365 Stadium, Stoke",25014,Away,Cardiff,Stoke,D,220.0,42.0,28.0,,2.0,,,,15.0,7.0,10.0,1.0,5.0,10.0,77.0,60.0,47.0,,,60.0,12.0,11.0,,,0,,0,0,0,,20.0,7.0,3.0,4.0,17.0,,167.0,40.8,0.0,0,0,2.0,4.0,10.0,47.0,3.0,320.0,14.0,16.0,,5.0,11.0,0.0
Cardiff_97,2013-14,695042,15,2013-12-07 15:00:00,"Selhurst Park, London",23705,Away,Cardiff,Crystal Palace,L,270.0,34.0,33.0,,1.0,3.0,3.0,,15.0,1.0,10.0,,3.0,17.0,76.0,65.0,58.0,,,79.0,12.0,9.0,,,2,2.0,0,1,0,,12.0,2.0,2.0,3.0,23.0,,172.0,56.3,0.0,0,0,3.0,7.0,6.0,58.0,1.0,381.0,10.0,13.0,,3.0,8.0,0.0
Cardiff_97,2013-14,695052,16,2013-12-14 15:00:00,"Cardiff City Stadium, Cardiff",26632,Home,Cardiff,West Brom,W,210.0,21.0,21.0,,,,,,9.0,4.0,6.0,1.0,8.0,18.0,66.0,54.0,42.0,,,63.0,16.0,11.0,1.0,1.0,0,,1,0,0,,11.0,4.0,3.0,4.0,15.0,,167.0,48.2,0.0,0,0,2.0,4.0,6.0,42.0,5.0,307.0,11.0,13.0,,8.0,11.0,0.0
Cardiff_97,2013-14,695064,17,2013-12-21 12:45:00,"Anfield, Liverpool",44621,Away,Cardiff,Liverpool,L,187.0,22.0,17.0,,2.0,1.0,,1.0,11.0,1.0,16.0,,5.0,14.0,72.0,64.0,28.0,,,63.0,13.0,11.0,1.0,1.0,3,3.0,1,3,0,,14.0,4.0,3.0,6.0,13.0,,147.0,31.1,0.0,0,0,4.0,6.0,8.0,28.0,1.0,266.0,10.0,28.0,,5.0,20.0,0.0
Cardiff_97,2013-14,695072,18,2013-12-26 15:00:00,"Cardiff City Stadium, Cardiff",27929,Home,Cardiff,Southampton,L,222.0,34.0,21.0,,1.0,1.0,1.0,,10.0,1.0,8.0,,6.0,16.0,79.0,49.0,23.0,,,80.0,11.0,13.0,,,3,3.0,0,3,0,,10.0,,,,22.0,,187.0,39.6,0.0,0,0,3.0,8.0,7.0,23.0,2.0,330.0,9.0,13.0,,6.0,12.0,0.0
Cardiff_97,2013-14,695082,19,2013-12-28 17:30:00,"Cardiff City Stadium, Cardiff",27247,Home,Cardiff,Sunderland,D,276.0,9.0,12.0,,1.0,2.0,1.0,1.0,11.0,2.0,4.0,,6.0,9.0,37.0,40.0,30.0,,,63.0,14.0,10.0,2.0,2.0,2,2.0,2,0,1,,17.0,6.0,7.0,4.0,13.0,,144.0,44.1,0.0,0,0,7.0,7.0,12.0,30.0,,367.0,16.0,12.0,,7.0,11.0,0.0
Cardiff_97,2013-14,695091,20,2014-01-01 15:00:00,"Emirates Stadium, London",60004,Away,Cardiff,Arsenal,L,220.0,19.0,8.0,,1.0,,,,12.0,3.0,15.0,,2.0,3.0,51.0,30.0,32.0,,1.0,58.0,11.0,6.0,,,2,2.0,0,0,0,,16.0,2.0,2.0,7.0,18.0,,114.0,31.9,0.0,0,0,4.0,3.0,4.0,32.0,3.0,305.0,8.0,13.0,9.0,2.0,9.0,0.0
Cardiff_97,2013-14,695102,21,2014-01-11 15:00:00,"Cardiff City Stadium, Cardiff",27750,Home,Cardiff,West Ham,L,410.0,27.0,29.0,,2.0,1.0,1.0,,8.0,4.0,8.0,,8.0,11.0,54.0,60.0,41.0,,,62.0,7.0,15.0,,,2,2.0,0,1,0,1.0,10.0,9.0,7.0,,25.0,,135.0,63.0,0.0,1,0,1.0,8.0,16.0,41.0,1.0,484.0,19.0,7.0,,8.0,6.0,0.0
Cardiff_97,2013-14,695115,22,2014-01-18 15:00:00,"Etihad Stadium, Manchester",47213,Away,Cardiff,Man City,L,276.0,18.0,7.0,,,2.0,,2.0,12.0,1.0,12.0,,7.0,15.0,50.0,43.0,34.0,,,38.0,5.0,6.0,2.0,2.0,4,4.0,2,2,1,,11.0,5.0,6.0,4.0,4.0,,121.0,37.8,0.0,0,0,6.0,,5.0,34.0,3.0,340.0,7.0,17.0,,7.0,12.0,0.0
Cardiff_97,2013-14,695124,23,2014-01-28 19:45:00,"Old Trafford, Manchester",75301,Away,Cardiff,Man Utd,L,470.0,9.0,11.0,,,,,,5.0,3.0,9.0,,5.0,13.0,48.0,37.0,21.0,,,48.0,9.0,8.0,,,2,2.0,0,1,0,,14.0,2.0,1.0,4.0,14.0,,118.0,53.8,0.0,0,0,3.0,3.0,5.0,21.0,2.0,532.0,7.0,10.0,,5.0,6.0,0.0
Cardiff_97,2013-14,695132,24,2014-02-01 15:00:00,"Cardiff City Stadium, Cardiff",26748,Home,Cardiff,Norwich,W,293.0,20.0,22.0,,1.0,3.0,2.0,2.0,11.0,1.0,12.0,,7.0,15.0,58.0,62.0,52.0,,1.0,52.0,8.0,8.0,1.0,2.0,1,1.0,2,1,0,1.0,9.0,3.0,4.0,13.0,18.0,,160.0,49.2,0.0,0,0,4.0,8.0,10.0,52.0,2.0,383.0,13.0,23.0,,7.0,20.0,0.0
Cardiff_97,2013-14,695149,25,2014-02-08 17:30:00,"Swansea.com Stadium, Swansea",20402,Away,Cardiff,Swansea,L,271.0,13.0,18.0,,2.0,,,,13.0,1.0,6.0,,1.0,23.0,54.0,53.0,20.0,,,68.0,7.0,7.0,,,3,3.0,0,0,0,1.0,16.0,1.0,1.0,4.0,15.0,,147.0,38.0,0.0,0,0,3.0,5.0,4.0,20.0,2.0,359.0,7.0,18.0,,1.0,17.0,0.0
Cardiff_97,2013-14,695152,26,2014-02-11 19:45:00,"Cardiff City Stadium, Cardiff",27597,Home,Cardiff,Aston Villa,D,218.0,38.0,28.0,,1.0,1.0,1.0,,10.0,3.0,9.0,1.0,7.0,19.0,75.0,61.0,49.0,,,68.0,5.0,9.0,,,0,,0,0,0,2.0,15.0,6.0,3.0,4.0,16.0,,185.0,45.4,0.0,0,0,6.0,6.0,12.0,49.0,4.0,325.0,12.0,16.0,,7.0,11.0,0.0
Cardiff_97,2013-14,695161,27,2014-02-22 15:00:00,"Cardiff City Stadium, Cardiff",26167,Home,Cardiff,Hull,L,367.0,14.0,27.0,,2.0,,,,19.0,9.0,8.0,,9.0,15.0,52.0,60.0,19.0,1.0,,81.0,4.0,11.0,,,4,4.0,0,2,0,,13.0,12.0,5.0,,30.0,,161.0,56.2,0.0,0,0,2.0,9.0,17.0,19.0,2.0,444.0,23.0,11.0,,9.0,8.0,0.0
Cardiff_97,2013-14,695180,28,2014-03-02 16:30:00,"White Hart Lane, London",35512,Away,Cardiff,Spurs,L,252.0,26.0,21.0,,,1.0,1.0,,18.0,4.0,13.0,,7.0,11.0,69.0,54.0,32.0,,,59.0,12.0,11.0,,,1,1.0,0,1,0,1.0,14.0,4.0,2.0,3.0,14.0,,154.0,39.6,0.0,0,0,5.0,2.0,5.0,32.0,5.0,345.0,8.0,19.0,,7.0,14.0,0.0
Cardiff_97,2013-14,695181,29,2014-03-08 15:00:00,"Cardiff City Stadium, Cardiff",26796,Home,Cardiff,Fulham,W,307.0,22.0,22.0,,1.0,3.0,3.0,1.0,16.0,4.0,12.0,,7.0,15.0,66.0,55.0,43.0,,,65.0,9.0,12.0,1.0,3.0,1,1.0,3,0,1,,13.0,10.0,9.0,2.0,20.0,,151.0,46.4,0.0,0,0,5.0,6.0,16.0,43.0,,391.0,19.0,13.0,,7.0,8.0,0.0
Cardiff_97,2013-14,695192,30,2014-03-15 15:00:00,"Goodison Park, Liverpool",38018,Away,Cardiff,Everton,L,169.0,7.0,14.0,,1.0,,,,12.0,3.0,13.0,,5.0,15.0,53.0,53.0,34.0,,1.0,45.0,10.0,10.0,1.0,1.0,2,2.0,1,0,0,,16.0,4.0,3.0,8.0,15.0,,143.0,32.3,0.0,0,0,5.0,4.0,7.0,34.0,3.0,250.0,10.0,25.0,,5.0,19.0,0.0
Cardiff_97,2013-14,695202,31,2014-03-22 15:00:00,"Cardiff City Stadium, Cardiff",28018,Home,Cardiff,Liverpool,L,232.0,18.0,11.0,,,1.0,,1.0,11.0,2.0,12.0,,4.0,13.0,63.0,56.0,15.0,,,51.0,14.0,11.0,3.0,3.0,6,6.0,3,2,2,,19.0,5.0,3.0,4.0,16.0,,133.0,33.4,0.0,0,0,3.0,4.0,9.0,15.0,,301.0,9.0,21.0,,4.0,15.0,0.0
Cardiff_97,2013-14,695220,32,2014-03-29 15:00:00,"The Hawthorns, West Bromwich",25661,Away,Cardiff,West Brom,D,349.0,15.0,14.0,,1.0,,,,11.0,5.0,7.0,,1.0,13.0,54.0,50.0,26.0,1.0,,70.0,13.0,11.0,3.0,3.0,3,3.0,3,2,1,,12.0,9.0,5.0,3.0,14.0,,170.0,58.3,0.0,0,0,3.0,1.0,10.0,26.0,2.0,457.0,11.0,16.0,,1.0,11.0,0.0
Cardiff_97,2013-14,695222,33,2014-04-05 15:00:00,"Cardiff City Stadium, Cardiff",27687,Home,Cardiff,Crystal Palace,L,404.0,19.0,26.0,,1.0,1.0,1.0,,13.0,5.0,9.0,,10.0,15.0,52.0,57.0,24.0,,,74.0,5.0,13.0,,,3,3.0,0,1,0,,12.0,4.0,3.0,3.0,30.0,,164.0,63.1,0.0,0,0,5.0,5.0,8.0,24.0,,506.0,13.0,12.0,,10.0,7.0,0.0
Cardiff_97,2013-14,695235,34,2014-04-12 15:07:00,"St. Mary's Stadium, Southampton",30526,Away,Cardiff,Southampton,W,226.0,16.0,19.0,,1.0,1.0,1.0,,16.0,,12.0,1.0,5.0,9.0,48.0,57.0,40.0,,,46.0,7.0,9.0,,1.0,0,,1,0,0,,14.0,2.0,4.0,4.0,11.0,,142.0,32.5,0.0,0,0,7.0,2.0,4.0,40.0,2.0,325.0,6.0,22.0,,5.0,16.0,0.0
Cardiff_97,2013-14,695242,35,2014-04-19 15:00:00,"Cardiff City Stadium, Cardiff",27686,Home,Cardiff,Stoke,D,310.0,17.0,11.0,1.0,1.0,1.0,2.0,1.0,16.0,6.0,11.0,,12.0,12.0,53.0,49.0,25.0,,,42.0,6.0,12.0,,1.0,1,1.0,1,1,0,2.0,16.0,5.0,4.0,4.0,14.0,1.0,139.0,43.3,0.0,0,0,4.0,3.0,7.0,25.0,3.0,388.0,13.0,14.0,,12.0,9.0,0.0
Cardiff_97,2013-14,695258,36,2014-04-27 12:00:00,"Stadium of Light, Sunderland",42397,Away,Cardiff,Sunderland,L,228.0,11.0,12.0,,1.0,,,,10.0,1.0,6.0,,5.0,13.0,42.0,45.0,31.0,1.0,1.0,47.0,11.0,10.0,,,4,4.0,0,2,0,,7.0,1.0,1.0,8.0,17.0,,112.0,40.4,0.0,0,1,3.0,4.0,3.0,31.0,,286.0,6.0,17.0,,5.0,15.0,0.0
Cardiff_97,2013-14,695267,37,2014-05-03 15:00:00,"St. James' Park, Newcastle",50239,Away,Cardiff,Newcastle,L,254.0,29.0,29.0,,2.0,1.0,3.0,,9.0,5.0,12.0,,6.0,13.0,69.0,65.0,29.0,,,68.0,6.0,8.0,,,3,3.0,0,1,0,,12.0,5.0,3.0,10.0,22.0,,147.0,46.2,0.0,0,0,3.0,8.0,9.0,29.0,2.0,351.0,16.0,16.0,,6.0,14.0,0.0
Cardiff_97,2013-14,695271,38,2014-05-11 15:00:00,"Cardiff City Stadium, Cardiff",27716,Home,Cardiff,Chelsea,L,247.0,12.0,7.0,,1.0,,,,13.0,3.0,18.0,,3.0,15.0,58.0,51.0,30.0,,1.0,50.0,7.0,9.0,,1.0,2,2.0,1,0,1,,8.0,5.0,3.0,9.0,7.0,,142.0,36.8,0.0,0,0,4.0,4.0,8.0,30.0,1.0,317.0,10.0,20.0,,3.0,12.0,0.0
Cardiff_97,2018-19,987592,1,2018-08-11 15:00:00,"Vitality Stadium, Bournemouth",10353,Away,Cardiff,Bournemouth,L,175.0,32.0,31.0,,,1.0,1.0,,25.0,4.0,11.0,,4.0,3.0,62.0,73.0,30.0,,,70.0,9.0,11.0,,,2,2.0,0,1,0,,15.0,4.0,1.0,2.0,25.0,,158.0,37.1,0.0,0,0,2.0,5.0,8.0,30.0,2.0,287.0,10.0,22.0,23.0,4.0,12.0,0.0
Cardiff_97,2018-19,987604,2,2018-08-18 12:30:00,"Cardiff City Stadium, Cardiff",30720,Home,Cardiff,Newcastle,D,202.0,33.0,34.0,,,2.0,2.0,,17.0,5.0,3.0,1.0,5.0,11.0,61.0,80.0,41.0,,,75.0,14.0,16.0,,,0,,0,0,0,,12.0,4.0,1.0,5.0,31.0,,165.0,51.3,0.0,1,0,6.0,6.0,9.0,41.0,2.0,314.0,12.0,22.0,13.0,5.0,12.0,0.0
Cardiff_97,2018-19,987615,3,2018-08-25 15:00:00,"Accu Stadium, Huddersfield",21193,Away,Cardiff,Huddersfield,D,194.0,27.0,35.0,,,1.0,1.0,,11.0,4.0,3.0,1.0,7.0,9.0,53.0,65.0,30.0,,1.0,67.0,10.0,8.0,,,0,,0,0,0,,11.0,7.0,4.0,2.0,31.0,,157.0,42.0,0.0,1,0,1.0,6.0,12.0,30.0,1.0,289.0,14.0,19.0,16.0,7.0,13.0,0.0
Cardiff_97,2018-19,987624,4,2018-09-02 13:30:00,"Cardiff City Stadium, Cardiff",32316,Home,Cardiff,Arsenal,L,155.0,22.0,24.0,,5.0,,,,18.0,1.0,6.0,,3.0,9.0,51.0,50.0,32.0,,1.0,48.0,12.0,12.0,2.0,2.0,3,3.0,2,1,1,,15.0,3.0,3.0,2.0,30.0,,126.0,27.7,0.0,0,0,8.0,10.0,8.0,32.0,3.0,234.0,14.0,12.0,22.0,3.0,8.0,0.0
Cardiff_97,2018-19,987633,5,2018-09-15 15:00:00,"Stamford Bridge, London",40499,Away,Cardiff,Chelsea,L,133.0,18.0,23.0,,1.0,1.0,,1.0,21.0,,10.0,,4.0,7.0,48.0,50.0,17.0,,,59.0,10.0,8.0,1.0,1.0,4,4.0,1,2,1,,24.0,2.0,2.0,3.0,23.0,,132.0,23.2,0.0,0,0,3.0,4.0,5.0,17.0,,227.0,6.0,13.0,12.0,4.0,8.0,0.0
Cardiff_97,2018-19,987645,6,2018-09-22 15:00:00,"Cardiff City Stadium, Cardiff",32321,Home,Cardiff,Man City,L,146.0,9.0,10.0,,1.0,,,,7.0,,6.0,,1.0,9.0,32.0,32.0,24.0,1.0,,42.0,6.0,4.0,,,5,5.0,0,3,0,,14.0,2.0,2.0,7.0,13.0,,108.0,21.4,0.0,0,0,5.0,,2.0,24.0,2.0,218.0,2.0,16.0,5.0,1.0,6.0,0.0
Cardiff_97,2018-19,987654,7,2018-09-30 16:00:00,"Cardiff City Stadium, Cardiff",30411,Home,Cardiff,Burnley,L,197.0,39.0,67.0,,1.0,,1.0,,17.0,6.0,3.0,,10.0,12.0,64.0,94.0,24.0,,,78.0,11.0,15.0,1.0,1.0,2,2.0,1,0,0,1.0,8.0,9.0,5.0,,60.0,,185.0,54.3,0.0,0,0,,9.0,14.0,24.0,2.0,318.0,20.0,9.0,49.0,10.0,8.0,0.0
Cardiff_97,2018-19,987670,8,2018-10-06 15:00:00,"Wembley Stadium, London",43268,Away,Cardiff,Spurs,L,138.0,9.0,16.0,,1.0,3.0,3.0,,17.0,,12.0,,2.0,9.0,50.0,43.0,37.0,,1.0,55.0,11.0,6.0,,,1,1.0,0,1,0,1.0,16.0,4.0,6.0,7.0,22.0,,131.0,24.5,0.0,0,1,5.0,2.0,5.0,37.0,3.0,222.0,8.0,16.0,12.0,2.0,8.0,0.0
Cardiff_97,2018-19,987674,9,2018-10-20 15:00:00,"Cardiff City Stadium, Cardiff",29681,Home,Cardiff,Fulham,W,200.0,24.0,26.0,,3.0,1.0,,2.0,16.0,7.0,4.0,,4.0,9.0,57.0,61.0,21.0,,,69.0,15.0,15.0,3.0,4.0,2,2.0,4,2,2,,14.0,10.0,5.0,2.0,37.0,,165.0,40.5,0.0,0,0,2.0,10.0,18.0,21.0,,313.0,22.0,12.0,32.0,4.0,9.0,0.0
Cardiff_97,2018-19,987687,10,2018-10-27 15:00:00,"Anfield, Liverpool",53373,Away,Cardiff,Liverpool,L,122.0,18.0,14.0,,,,,1.0,18.0,,9.0,,,6.0,42.0,42.0,41.0,1.0,,43.0,4.0,6.0,,1.0,4,4.0,1,1,0,,20.0,,1.0,6.0,21.0,,132.0,20.4,0.0,0,0,2.0,1.0,1.0,41.0,4.0,207.0,2.0,14.0,2.0,,8.0,0.0
Cardiff_97,2018-19,987694,11,2018-11-03 15:00:00,"Cardiff City Stadium, Cardiff",30877,Home,Cardiff,Leicester,L,166.0,35.0,32.0,,1.0,,1.0,,13.0,1.0,5.0,,6.0,5.0,63.0,60.0,27.0,,1.0,52.0,13.0,11.0,,,1,1.0,0,0,0,1.0,16.0,3.0,2.0,5.0,34.0,,163.0,40.1,0.0,0,0,3.0,8.0,8.0,27.0,4.0,271.0,11.0,13.0,29.0,6.0,7.0,0.0
Cardiff_97,2018-19,987703,12,2018-11-10 12:30:00,"Cardiff City Stadium, Cardiff",29402,Home,Cardiff,Brighton,W,362.0,39.0,30.0,,,,,2.0,10.0,5.0,10.0,,4.0,9.0,69.0,68.0,7.0,1.0,,93.0,7.0,19.0,,2.0,1,1.0,2,1,1,3.0,9.0,6.0,6.0,1.0,37.0,,167.0,60.6,0.0,1,0,2.0,9.0,12.0,7.0,,472.0,20.0,12.0,28.0,4.0,7.0,0.0
Cardiff_97,2018-19,987715,13,2018-11-24 15:00:00,"Goodison Park, Liverpool",39139,Away,Cardiff,Everton,L,115.0,28.0,26.0,,3.0,1.0,1.0,,24.0,2.0,12.0,,3.0,7.0,62.0,53.0,35.0,,1.0,53.0,13.0,12.0,,,1,1.0,0,0,0,,14.0,2.0,1.0,4.0,26.0,,151.0,29.3,0.0,0,0,6.0,4.0,6.0,35.0,1.0,220.0,7.0,16.0,18.0,3.0,7.0,0.0
Cardiff_97,2018-19,987723,14,2018-11-30 20:00:00,"Cardiff City Stadium, Cardiff",30213,Home,Cardiff,Wolves,W,190.0,43.0,39.0,,3.0,1.0,,1.0,17.0,6.0,5.0,,7.0,9.0,72.0,84.0,21.0,,,74.0,3.0,12.0,1.0,2.0,1,1.0,2,1,0,1.0,12.0,5.0,3.0,2.0,42.0,,189.0,47.9,0.0,0,0,3.0,8.0,7.0,21.0,2.0,312.0,17.0,26.0,26.0,7.0,12.0,0.0
Cardiff_97,2018-19,987738,15,2018-12-04 19:45:00,"London Stadium, London",56811,Away,Cardiff,West Ham,L,203.0,24.0,25.0,,,,1.0,1.0,18.0,2.0,9.0,,4.0,6.0,55.0,61.0,20.0,,,48.0,10.0,10.0,,1.0,3,3.0,1,0,0,,14.0,3.0,5.0,3.0,15.0,1.0,150.0,39.0,0.0,0,0,8.0,2.0,5.0,20.0,5.0,295.0,9.0,14.0,12.0,4.0,7.0,0.0
Cardiff_97,2018-19,987745,16,2018-12-08 15:00:00,"Cardiff City Stadium, Cardiff",30067,Home,Cardiff,Southampton,W,149.0,21.0,25.0,,2.0,1.0,1.0,1.0,16.0,1.0,4.0,1.0,7.0,6.0,50.0,61.0,28.0,,,64.0,9.0,10.0,,1.0,0,,1,0,0,,14.0,4.0,4.0,4.0,28.0,,158.0,36.2,0.0,0,0,1.0,8.0,10.0,28.0,4.0,248.0,13.0,13.0,32.0,7.0,7.0,0.0
Cardiff_97,2018-19,987760,17,2018-12-15 15:00:00,"Vicarage Road, Watford",20032,Away,Cardiff,Watford,L,158.0,21.0,13.0,,,,,,18.0,3.0,15.0,,,9.0,54.0,40.0,26.0,,,48.0,5.0,7.0,1.0,2.0,3,3.0,2,1,0,,12.0,2.0,3.0,3.0,25.0,,147.0,28.5,0.0,0,0,5.0,4.0,6.0,26.0,1.0,255.0,10.0,17.0,17.0,,11.0,0.0
