team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Birmingham_41,2010-11,321828,18,2011-02-15 19:45:00,"St. Andrew's Stadium, Birmingham",28270,Home,Birmingham,Newcastle,L,273.0,20.0,26.0,,1.0,1.0,1.0,,3.0,3.0,,4.0,5.0,46.0,67.0,19.0,,,,,,,95.0,14.0,13.0,,,2,2.0,0,1,0,,12.0,6.0,3.0,3.0,,24.0,,171.0,53.1,0.0,0,0,,6.0,12.0,36.0,8.0,366.0,12.0,15.0,,4.0,11.0,0.0
Birmingham_41,2010-11,321842,19,2011-03-09 20:00:00,"Goodison Park, Liverpool",33974,Away,Birmingham,Everton,D,197.0,15.0,16.0,,1.0,1.0,,1.0,,6.0,,1.0,11.0,46.0,43.0,23.0,,,,,,,91.0,14.0,8.0,1.0,1.0,1,1.0,1,1,1,,16.0,3.0,3.0,8.0,,23.0,,189.0,41.0,0.0,0,0,,3.0,6.0,49.0,3.0,307.0,6.0,17.0,,1.0,11.0,0.0
Birmingham_41,2010-11,321847,20,2010-12-28 20:00:00,"St. Andrew's Stadium, Birmingham",28242,Home,Birmingham,Man Utd,D,265.0,16.0,9.0,,,1.0,,1.0,4.0,6.0,,4.0,10.0,48.0,32.0,14.0,,,,,,,91.0,11.0,11.0,1.0,1.0,1,1.0,1,0,0,,29.0,4.0,2.0,2.0,,27.0,,182.0,42.7,0.0,0,0,,5.0,8.0,18.0,,386.0,11.0,11.0,,4.0,9.0,0.0
Birmingham_41,2010-11,321857,21,2011-01-01 17:30:00,"St. Andrew's Stadium, Birmingham",24341,Home,Birmingham,Arsenal,L,293.0,17.0,22.0,,2.0,1.0,1.0,,1.0,4.0,,4.0,9.0,41.0,59.0,15.0,,,,,,,92.0,8.0,9.0,,,3,3.0,0,1,0,1.0,8.0,1.0,1.0,1.0,1.0,22.0,,188.0,50.4,0.0,0,0,,5.0,5.0,22.0,6.0,412.0,7.0,27.0,,4.0,16.0,0.0
Birmingham_41,2010-11,321868,22,2011-01-04 20:00:00,"Bloomfield Road, Blackpool",14550,Away,Birmingham,Blackpool,W,233.0,21.0,11.0,,1.0,6.0,5.0,2.0,4.0,7.0,,7.0,7.0,49.0,49.0,14.0,,,,,,,76.0,9.0,9.0,1.0,2.0,1,1.0,2,0,1,2.0,24.0,8.0,5.0,7.0,,18.0,,187.0,41.0,0.0,0,0,,7.0,12.0,32.0,4.0,338.0,16.0,15.0,,7.0,11.0,0.0
Birmingham_41,2010-11,321877,23,2011-01-16 12:00:00,"St. Andrew's Stadium, Birmingham",22287,Home,Birmingham,Aston Villa,D,292.0,25.0,17.0,,4.0,2.0,2.0,1.0,5.0,11.0,,5.0,12.0,69.0,57.0,23.0,,1.0,,,,,107.0,14.0,14.0,,1.0,1,1.0,1,0,0,,8.0,5.0,4.0,2.0,,25.0,,192.0,52.4,0.0,0,0,,10.0,11.0,33.0,1.0,404.0,19.0,20.0,,5.0,13.0,0.0
Birmingham_41,2010-11,321894,24,2011-01-22 15:00:00,"Old Trafford, Manchester",75326,Away,Birmingham,Man Utd,L,290.0,14.0,5.0,,,,2.0,,,10.0,,3.0,3.0,40.0,30.0,10.0,1.0,3.0,,,,,71.0,5.0,11.0,,,5,5.0,0,3,0,,23.0,,1.0,2.0,,15.0,,145.0,44.1,0.0,0,0,,4.0,3.0,21.0,2.0,368.0,5.0,9.0,,3.0,6.0,0.0
Birmingham_41,2010-11,321898,25,2011-02-02 19:45:00,"St. Andrew's Stadium, Birmingham",24379,Home,Birmingham,Man City,D,265.0,23.0,15.0,1.0,3.0,1.0,,2.0,4.0,6.0,,5.0,7.0,58.0,40.0,25.0,,1.0,,,,,87.0,9.0,12.0,1.0,2.0,2,2.0,2,2,1,,21.0,3.0,5.0,4.0,,26.0,1.0,187.0,46.7,0.0,0,0,,9.0,12.0,38.0,1.0,371.0,18.0,12.0,,6.0,9.0,0.0
Birmingham_41,2010-11,321914,26,2011-02-06 13:30:00,"Boleyn Ground, London",32927,Away,Birmingham,West Ham,W,202.0,23.0,28.0,,1.0,1.0,,1.0,,3.0,1.0,4.0,7.0,52.0,74.0,30.0,,1.0,,,,,96.0,13.0,18.0,1.0,1.0,0,,1,0,0,,12.0,2.0,2.0,6.0,,26.0,,191.0,45.2,0.0,0,0,,6.0,8.0,56.0,5.0,313.0,8.0,23.0,,5.0,15.0,0.0
Birmingham_41,2010-11,321918,27,2011-02-12 15:00:00,"St. Andrew's Stadium, Birmingham",23660,Home,Birmingham,Stoke,W,278.0,17.0,14.0,,3.0,,,1.0,1.0,3.0,1.0,3.0,11.0,49.0,50.0,20.0,,1.0,,,,,92.0,16.0,15.0,,1.0,0,,1,0,0,,13.0,2.0,4.0,3.0,,32.0,,204.0,60.6,0.0,0,0,,5.0,7.0,44.0,,391.0,10.0,16.0,,3.0,13.0,0.0
Birmingham_41,2010-11,321928,28,2011-04-20 19:45:00,"Stamford Bridge, London",40848,Away,Birmingham,Chelsea,L,329.0,17.0,7.0,1.0,,,,1.0,3.0,7.0,,4.0,10.0,49.0,37.0,16.0,,,,,,,79.0,12.0,9.0,,1.0,3,3.0,1,2,0,,21.0,4.0,2.0,2.0,,16.0,1.0,146.0,42.9,0.0,0,0,,3.0,6.0,29.0,1.0,412.0,8.0,19.0,,4.0,14.0,0.0
Birmingham_41,2010-11,321938,29,2011-03-05 12:45:00,"St. Andrew's Stadium, Birmingham",27013,Home,Birmingham,West Brom,L,343.0,15.0,11.0,,1.0,1.0,,1.0,2.0,6.0,,7.0,16.0,53.0,51.0,24.0,,1.0,,,,,64.0,10.0,10.0,1.0,1.0,3,3.0,1,0,0,,14.0,5.0,4.0,1.0,,24.0,,181.0,50.1,0.0,0,0,,6.0,8.0,37.0,1.0,436.0,12.0,24.0,,7.0,17.0,0.0
Birmingham_41,2010-11,321956,30,2011-03-19 15:00:00,"DW Stadium, Wigan",16421,Away,Birmingham,Wigan,L,183.0,22.0,23.0,,3.0,2.0,1.0,1.0,2.0,9.0,,4.0,16.0,65.0,62.0,18.0,1.0,,,,,,88.0,14.0,13.0,1.0,1.0,2,2.0,1,1,1,1.0,17.0,6.0,5.0,8.0,,22.0,,177.0,39.3,0.0,0,0,,5.0,10.0,34.0,1.0,291.0,12.0,22.0,,4.0,19.0,0.0
Birmingham_41,2010-11,321958,31,2011-04-02 15:00:00,"St. Andrew's Stadium, Birmingham",26142,Home,Birmingham,Bolton,W,245.0,32.0,17.0,,,1.0,1.0,,2.0,5.0,,8.0,15.0,69.0,50.0,23.0,,,,,,,112.0,13.0,15.0,2.0,2.0,1,1.0,2,0,1,,18.0,7.0,5.0,5.0,,28.0,,213.0,52.3,0.0,0,0,,5.0,9.0,44.0,3.0,380.0,12.0,9.0,,8.0,6.0,0.0
Birmingham_41,2010-11,321968,32,2011-04-09 15:00:00,"Ewood Park, Blackburn",28426,Away,Birmingham,Blackburn,D,231.0,28.0,16.0,,,1.0,,1.0,2.0,11.0,,2.0,11.0,64.0,42.0,18.0,1.0,,,,,,79.0,12.0,10.0,1.0,1.0,1,1.0,1,1,1,1.0,18.0,3.0,2.0,4.0,,16.0,,177.0,52.9,0.0,0,0,,2.0,4.0,35.0,1.0,336.0,6.0,15.0,,2.0,10.0,0.0
Birmingham_41,2010-11,321978,33,2011-04-16 15:00:00,"St. Andrew's Stadium, Birmingham",28108,Home,Birmingham,Sunderland,W,216.0,10.0,26.0,,,2.0,2.0,,1.0,6.0,1.0,4.0,11.0,36.0,64.0,21.0,,,,,,,92.0,7.0,10.0,2.0,2.0,0,,2,0,1,,16.0,3.0,3.0,8.0,,21.0,,189.0,44.8,0.0,0,0,,6.0,7.0,39.0,4.0,323.0,10.0,22.0,,4.0,12.0,0.0
Birmingham_41,2010-11,321992,34,2011-04-23 15:00:00,"Anfield, Liverpool",44734,Away,Birmingham,Liverpool,L,317.0,11.0,6.0,,,,,,3.0,10.0,,2.0,11.0,54.0,33.0,7.0,1.0,,,,,,67.0,12.0,7.0,,,5,5.0,0,2,0,,19.0,8.0,5.0,6.0,,20.0,,156.0,46.5,0.0,0,0,,5.0,13.0,12.0,2.0,411.0,13.0,14.0,,2.0,10.0,0.0
Birmingham_41,2010-11,321998,35,2011-05-01 12:00:00,"St. Andrew's Stadium, Birmingham",26072,Home,Birmingham,Wolves,D,175.0,18.0,26.0,,,,,1.0,1.0,3.0,,,9.0,42.0,58.0,12.0,,,,,,,77.0,12.0,14.0,,1.0,1,1.0,1,1,1,1.0,11.0,1.0,1.0,4.0,,20.0,,180.0,42.9,0.0,0,1,,6.0,4.0,31.0,1.0,287.0,8.0,15.0,,,10.0,0.0
Birmingham_41,2010-11,322012,36,2011-05-07 15:00:00,"St. James' Park, Newcastle",47409,Away,Birmingham,Newcastle,L,198.0,15.0,10.0,,,,1.0,,2.0,7.0,,2.0,7.0,44.0,33.0,16.0,,,,,,,67.0,13.0,11.0,1.0,1.0,2,2.0,1,2,1,,10.0,2.0,1.0,3.0,,23.0,,143.0,37.4,0.0,0,1,,3.0,4.0,31.0,4.0,279.0,6.0,8.0,,2.0,4.0,0.0
Birmingham_41,2010-11,322018,37,2011-05-15 16:00:00,"St. Andrew's Stadium, Birmingham",27759,Home,Birmingham,Fulham,L,344.0,18.0,8.0,,1.0,,,,2.0,3.0,,5.0,9.0,45.0,37.0,18.0,,,,,,,88.0,7.0,15.0,,,2,2.0,0,1,0,1.0,16.0,2.0,1.0,5.0,,25.0,,179.0,57.2,0.0,0,0,,8.0,9.0,30.0,5.0,445.0,11.0,7.0,,5.0,3.0,0.0
Birmingham_41,2010-11,322034,38,2011-05-22 16:00:00,"White Hart Lane, London",36119,Away,Birmingham,Spurs,L,187.0,17.0,15.0,,,,,,1.0,13.0,,5.0,15.0,61.0,59.0,10.0,,,,,,,86.0,16.0,5.0,,1.0,2,2.0,1,0,0,,18.0,,2.0,10.0,,12.0,,164.0,32.2,0.0,0,0,,4.0,2.0,19.0,1.0,285.0,7.0,35.0,,5.0,20.0,0.0
