team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,wonCorners,wonTackle,yellowCard
Blackpool_92,2010-11,321760,11,2010-11-06 15:00:00,"Bloomfield Road, Blackpool",16094,Home,Blackpool,Everton,D,296.0,22.0,17.0,,,,,,7.0,10.0,,3.0,22.0,77.0,62.0,32.0,1.0,,71.0,14.0,12.0,,2.0,2,2.0,2,1,1,,18.0,4.0,4.0,7.0,,18.0,,183.0,48.2,0.0,0,0,,4.0,8.0,55.0,3.0,395.0,15.0,25.0,3.0,20.0,0.0
Blackpool_92,2010-11,321772,12,2010-11-10 19:45:00,"Villa Park, Birmingham",34330,Away,Blackpool,Aston Villa,L,397.0,18.0,11.0,,,3.0,2.0,1.0,4.0,4.0,,8.0,10.0,49.0,39.0,19.0,,1.0,72.0,10.0,9.0,2.0,2.0,3,3.0,2,1,1,,13.0,6.0,3.0,5.0,,19.0,,189.0,59.4,0.0,0,0,,7.0,12.0,35.0,4.0,511.0,14.0,12.0,8.0,10.0,0.0
Blackpool_92,2010-11,321784,13,2010-11-13 15:00:00,"Boleyn Ground, London",31194,Away,Blackpool,West Ham,D,291.0,27.0,13.0,,1.0,2.0,3.0,,9.0,9.0,1.0,7.0,12.0,61.0,41.0,25.0,,1.0,78.0,8.0,7.0,,,0,,0,0,0,,10.0,7.0,3.0,13.0,,22.0,,162.0,51.5,0.0,0,0,,11.0,15.0,47.0,2.0,368.0,23.0,15.0,7.0,10.0,0.0
Blackpool_92,2010-11,321790,14,2010-11-20 15:00:00,"Bloomfield Road, Blackpool",15922,Home,Blackpool,Wolves,W,273.0,17.0,16.0,,,1.0,,1.0,4.0,3.0,,4.0,15.0,53.0,54.0,37.0,,,65.0,7.0,8.0,2.0,2.0,1,1.0,2,0,2,,8.0,8.0,4.0,5.0,,14.0,,190.0,44.2,0.0,0,0,,5.0,10.0,61.0,4.0,367.0,13.0,25.0,4.0,17.0,0.0
Blackpool_92,2010-11,321798,15,2010-11-27 15:00:00,"Macron Stadium, Bolton",25851,Away,Blackpool,Bolton,D,284.0,22.0,23.0,,,1.0,1.0,,4.0,11.0,,4.0,21.0,76.0,55.0,24.0,,,71.0,16.0,8.0,2.0,2.0,2,2.0,2,0,1,,9.0,9.0,6.0,8.0,,26.0,,212.0,51.3,0.0,0,0,,7.0,15.0,61.0,3.0,379.0,17.0,16.0,4.0,15.0,0.0
Blackpool_92,2010-11,321810,16,2011-01-25 19:30:00,"Bloomfield Road, Blackpool",15574,Home,Blackpool,Man Utd,L,259.0,22.0,14.0,,,2.0,1.0,2.0,1.0,11.0,,6.0,8.0,65.0,37.0,24.0,,,85.0,13.0,10.0,1.0,2.0,3,3.0,2,0,2,,8.0,3.0,3.0,7.0,,22.0,,197.0,42.4,0.0,0,0,,3.0,5.0,43.0,,376.0,7.0,10.0,6.0,8.0,0.0
Blackpool_92,2010-11,321823,17,2010-12-11 15:00:00,"bet365 Stadium, Stoke",26879,Away,Blackpool,Stoke,W,292.0,19.0,18.0,,2.0,2.0,1.0,1.0,2.0,5.0,1.0,4.0,10.0,52.0,51.0,38.0,,,57.0,11.0,12.0,1.0,1.0,0,,1,0,0,1.0,7.0,5.0,3.0,4.0,,18.0,,196.0,57.5,0.0,0,0,,7.0,11.0,71.0,2.0,386.0,12.0,15.0,4.0,14.0,0.0
Blackpool_92,2010-11,321830,18,2011-02-22 20:00:00,"Bloomfield Road, Blackpool",16069,Home,Blackpool,Spurs,W,229.0,20.0,5.0,1.0,1.0,1.0,,3.0,2.0,17.0,,1.0,6.0,59.0,46.0,28.0,,,55.0,12.0,8.0,1.0,3.0,1,1.0,3,0,2,,13.0,3.0,4.0,8.0,1.0,3.0,1.0,145.0,38.5,0.0,0,0,,4.0,6.0,42.0,,310.0,10.0,25.0,1.0,19.0,0.0
Blackpool_92,2010-11,321840,19,2011-01-12 20:00:00,"Bloomfield Road, Blackpool",16089,Home,Blackpool,Liverpool,W,292.0,17.0,10.0,,1.0,3.0,1.0,2.0,2.0,2.0,,3.0,23.0,58.0,58.0,22.0,,1.0,65.0,11.0,13.0,2.0,2.0,1,1.0,2,1,1,,17.0,7.0,6.0,3.0,,14.0,,177.0,46.4,0.0,0,0,,4.0,8.0,30.0,3.0,389.0,12.0,22.0,3.0,15.0,0.0
Blackpool_92,2010-11,321852,20,2010-12-28 15:00:00,"Stadium of Light, Sunderland",42892,Away,Blackpool,Sunderland,W,337.0,21.0,16.0,,1.0,4.0,2.0,2.0,,6.0,1.0,2.0,12.0,51.0,57.0,34.0,,1.0,61.0,5.0,6.0,2.0,2.0,0,,2,0,0,,12.0,4.0,4.0,5.0,,10.0,,187.0,47.0,0.0,0,0,,5.0,8.0,62.0,1.0,438.0,9.0,27.0,2.0,17.0,0.0
Blackpool_92,2010-11,321860,21,2011-01-01 15:00:00,"Etihad Stadium, Manchester",47296,Away,Blackpool,Man City,L,329.0,6.0,9.0,,,,,,1.0,12.0,,4.0,6.0,39.0,57.0,22.0,,2.0,54.0,10.0,10.0,,,1,1.0,0,1,0,1.0,13.0,6.0,6.0,7.0,,15.0,,150.0,47.8,0.0,0,0,,3.0,8.0,36.0,2.0,417.0,10.0,31.0,4.0,24.0,0.0
Blackpool_92,2010-11,321868,22,2011-01-04 20:00:00,"Bloomfield Road, Blackpool",14550,Home,Blackpool,Birmingham,L,385.0,11.0,21.0,,1.0,,,,7.0,14.0,,3.0,6.0,49.0,49.0,24.0,1.0,1.0,68.0,11.0,7.0,1.0,1.0,2,2.0,1,1,0,1.0,12.0,13.0,9.0,4.0,,27.0,,183.0,59.0,0.0,0,0,,8.0,19.0,40.0,1.0,478.0,24.0,14.0,3.0,13.0,0.0
Blackpool_92,2010-11,321884,23,2011-01-15 15:00:00,"The Hawthorns, West Bromwich",25316,Away,Blackpool,West Brom,L,276.0,8.0,13.0,,,1.0,1.0,,2.0,12.0,,4.0,10.0,51.0,48.0,31.0,2.0,1.0,71.0,12.0,10.0,1.0,2.0,3,3.0,2,1,1,,10.0,2.0,2.0,6.0,,18.0,,168.0,50.5,0.0,0,0,,9.0,10.0,48.0,3.0,365.0,13.0,17.0,4.0,12.0,0.0
Blackpool_92,2010-11,321890,24,2011-01-22 15:00:00,"Bloomfield Road, Blackpool",16037,Home,Blackpool,Sunderland,L,309.0,25.0,18.0,1.0,,1.0,1.0,1.0,3.0,7.0,,10.0,11.0,69.0,62.0,23.0,,,70.0,14.0,12.0,,1.0,2,2.0,1,2,0,,13.0,5.0,8.0,1.0,,25.0,1.0,206.0,56.8,0.0,0,0,,3.0,8.0,37.0,1.0,420.0,14.0,22.0,10.0,18.0,0.0
Blackpool_92,2010-11,321899,25,2011-02-02 20:00:00,"Bloomfield Road, Blackpool",15095,Home,Blackpool,West Ham,L,316.0,16.0,17.0,,,,,,8.0,6.0,,9.0,19.0,64.0,68.0,21.0,1.0,,77.0,10.0,12.0,,1.0,3,3.0,1,3,1,1.0,10.0,5.0,4.0,2.0,,35.0,,209.0,57.0,0.0,0,0,,9.0,10.0,37.0,3.0,428.0,21.0,26.0,10.0,23.0,0.0
Blackpool_92,2010-11,321909,26,2011-02-05 15:00:00,"Goodison Park, Liverpool",38202,Away,Blackpool,Everton,L,224.0,18.0,9.0,,1.0,1.0,,3.0,6.0,15.0,,5.0,14.0,68.0,46.0,26.0,,1.0,60.0,18.0,11.0,1.0,3.0,5,5.0,3,1,1,2.0,13.0,5.0,4.0,10.0,,20.0,,172.0,44.5,0.0,0,0,,2.0,5.0,40.0,2.0,313.0,12.0,20.0,5.0,17.0,0.0
Blackpool_92,2010-11,321920,27,2011-02-12 15:00:00,"Bloomfield Road, Blackpool",16000,Home,Blackpool,Aston Villa,D,258.0,22.0,15.0,,,2.0,2.0,,6.0,12.0,,4.0,33.0,93.0,59.0,18.0,,1.0,80.0,14.0,14.0,1.0,1.0,1,1.0,1,1,1,,12.0,4.0,1.0,2.0,,26.0,,216.0,49.6,0.0,1,0,,11.0,13.0,28.0,3.0,352.0,18.0,26.0,4.0,19.0,0.0
Blackpool_92,2010-11,321936,28,2011-02-26 15:00:00,"Molineux Stadium, Wolverhampton",29086,Away,Blackpool,Wolves,L,279.0,10.0,11.0,,,,,,4.0,10.0,,4.0,11.0,44.0,50.0,31.0,,,63.0,10.0,17.0,,,4,4.0,0,1,0,,14.0,3.0,,7.0,,14.0,,168.0,41.5,0.0,0,1,,2.0,4.0,52.0,3.0,375.0,6.0,20.0,4.0,15.0,0.0
Blackpool_92,2010-11,321939,29,2011-03-07 20:00:00,"Bloomfield Road, Blackpool",15584,Home,Blackpool,Chelsea,L,292.0,14.0,15.0,,2.0,,,,3.0,8.0,,3.0,14.0,44.0,51.0,25.0,,,67.0,5.0,8.0,1.0,1.0,3,3.0,1,1,0,1.0,8.0,6.0,4.0,6.0,,18.0,,149.0,44.0,0.0,0,0,,8.0,11.0,41.0,,371.0,15.0,21.0,3.0,17.0,0.0
Blackpool_92,2010-11,321948,30,2011-03-19 15:00:00,"Ewood Park, Blackburn",27209,Away,Blackpool,Blackburn,D,213.0,25.0,20.0,1.0,,,,1.0,1.0,7.0,,3.0,9.0,62.0,62.0,34.0,1.0,,54.0,12.0,16.0,,2.0,2,2.0,2,0,2,,9.0,3.0,6.0,7.0,,15.0,1.0,183.0,47.5,0.0,0,0,,2.0,5.0,58.0,3.0,317.0,9.0,18.0,3.0,13.0,0.0
Blackpool_92,2010-11,321960,31,2011-04-03 13:30:00,"Craven Cottage, London",25692,Away,Blackpool,Fulham,L,496.0,13.0,16.0,,4.0,1.0,2.0,,6.0,4.0,,7.0,19.0,47.0,63.0,17.0,1.0,,73.0,6.0,14.0,,,3,3.0,0,2,0,1.0,10.0,9.0,3.0,9.0,,22.0,,154.0,65.4,0.0,0,0,,5.0,12.0,34.0,3.0,577.0,14.0,23.0,7.0,16.0,0.0
Blackpool_92,2010-11,321969,32,2011-04-10 13:30:00,"Bloomfield Road, Blackpool",16030,Home,Blackpool,Arsenal,L,218.0,15.0,7.0,,2.0,5.0,4.0,1.0,5.0,12.0,,6.0,14.0,62.0,48.0,29.0,,,79.0,15.0,9.0,1.0,1.0,3,3.0,1,2,0,,8.0,6.0,3.0,2.0,,22.0,,167.0,41.1,0.0,0,0,,7.0,13.0,43.0,4.0,302.0,15.0,28.0,6.0,20.0,0.0
Blackpool_92,2010-11,321986,33,2011-04-16 15:00:00,"Bloomfield Road, Blackpool",16030,Home,Blackpool,Wigan,L,318.0,7.0,13.0,,1.0,2.0,1.0,1.0,3.0,9.0,,4.0,20.0,59.0,61.0,16.0,2.0,,77.0,14.0,12.0,1.0,1.0,3,3.0,1,2,0,,9.0,6.0,6.0,2.0,1.0,23.0,,179.0,49.3,0.0,0,0,,4.0,10.0,27.0,2.0,416.0,13.0,26.0,5.0,21.0,0.0
Blackpool_92,2010-11,321989,34,2011-04-23 15:00:00,"Bloomfield Road, Blackpool",16003,Home,Blackpool,Newcastle,D,327.0,13.0,18.0,,1.0,3.0,3.0,,4.0,3.0,,4.0,18.0,58.0,52.0,25.0,,1.0,79.0,17.0,8.0,1.0,1.0,1,1.0,1,1,1,1.0,11.0,4.0,2.0,3.0,,30.0,,199.0,57.1,0.0,0,0,,11.0,11.0,43.0,3.0,430.0,17.0,18.0,4.0,15.0,0.0
Blackpool_92,2010-11,322000,35,2011-04-30 15:00:00,"Bloomfield Road, Blackpool",16003,Home,Blackpool,Stoke,D,244.0,16.0,13.0,,2.0,,1.0,,5.0,6.0,1.0,4.0,11.0,51.0,47.0,30.0,,,81.0,12.0,11.0,,,0,,0,0,0,,11.0,6.0,3.0,4.0,,20.0,,209.0,56.4,0.0,0,0,,6.0,9.0,62.0,,348.0,14.0,19.0,4.0,10.0,0.0
Blackpool_92,2010-11,322014,36,2011-05-07 17:30:00,"White Hart Lane, London",35585,Away,Blackpool,Spurs,D,224.0,24.0,13.0,1.0,,3.0,3.0,1.0,4.0,12.0,,6.0,14.0,66.0,57.0,29.0,,,59.0,13.0,6.0,,1.0,1,1.0,1,0,0,,13.0,6.0,6.0,9.0,,11.0,2.0,183.0,41.4,0.0,0,0,,6.0,12.0,47.0,1.0,331.0,16.0,32.0,6.0,21.0,0.0
Blackpool_92,2010-11,322020,37,2011-05-14 12:45:00,"Bloomfield Road, Blackpool",15979,Home,Blackpool,Bolton,W,236.0,15.0,20.0,,,3.0,,3.0,3.0,8.0,,4.0,16.0,59.0,56.0,27.0,1.0,1.0,74.0,16.0,12.0,3.0,4.0,3,3.0,4,2,3,,11.0,5.0,5.0,5.0,,20.0,,204.0,50.9,0.0,0,0,,3.0,7.0,50.0,7.0,347.0,11.0,20.0,5.0,15.0,0.0
Blackpool_92,2010-11,322031,38,2011-05-22 16:00:00,"Old Trafford, Manchester",75400,Away,Blackpool,Man Utd,L,319.0,9.0,7.0,,1.0,2.0,1.0,1.0,5.0,5.0,,8.0,8.0,35.0,42.0,11.0,1.0,1.0,55.0,6.0,9.0,1.0,2.0,4,4.0,2,1,1,1.0,20.0,6.0,4.0,4.0,1.0,17.0,,141.0,41.5,0.0,0,0,,6.0,11.0,25.0,1.0,386.0,15.0,19.0,8.0,15.0,0.0
