season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767959,3,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,,23.0,9.0,32.0,2.0,2.0,5.0,,2.0,,2.0,,,1.0,11.0,9.0,,,2.0,,,,1.0,,1.0,,90.0,2.0,,,,,,6.4,,,4.0,,,5.0,,,,,29.0,9.0,38.0,6,2.0,65.0,2.0,4.0,1.0
2015-16,6767959,3,80,Swansea_City,Away,43739,52635,Éder,eder,F,True,,,1.0,2.0,4.0,6.0,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,14.0,,,,,,,6.4,,,,,,,,,1.0,,3.0,4.0,7.0,0,,8.0,,,
2015-16,6768037,4,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,False,,,1.0,3.0,4.0,7.0,2.0,,1.0,,,1.0,,,,1.0,5.0,3.0,,,1.0,,,,,,,,58.0,,,,,,,6.5,,,,,,2.0,,,1.0,,7.0,4.0,11.0,1,,20.0,,2.0,1.0
2015-16,6768037,4,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,1.0,15.0,7.0,22.0,2.0,2.0,3.0,1.0,,,1.0,,,5.0,8.0,4.0,,,,,1.0,,1.0,1.0,1.0,,81.0,1.0,,,,,,7.5,,,2.0,,,1.0,,,1.0,2.0,22.0,8.0,30.0,3,1.0,45.0,1.0,,1.0
2015-16,6768037,4,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,,,,14.0,9.0,23.0,3.0,1.0,10.0,,,,2.0,,,3.0,10.0,9.0,,,1.0,1.0,1.0,,,1.0,3.0,,90.0,1.0,,,,,,7.9,,,,,,2.0,,,2.0,,21.0,11.0,32.0,1,2.0,47.0,,5.0,1.0
2015-16,6768037,4,80,Swansea_City,Home,43739,52635,Éder,eder,F,True,,,,1.0,1.0,2.0,4.0,1.0,,,,,,,,,5.0,3.0,,,,,,,,,,,9.0,,,,,,,6.5,,,,,,2.0,,,,,3.0,1.0,4.0,0,,10.0,1.0,1.0,1.0
2015-16,6768044,5,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,False,,,,6.0,9.0,15.0,,,1.0,,,,,,,,3.0,2.0,,,2.0,,,,,,,,60.0,,,,,,,6.4,,,,,2.0,1.0,,,2.0,,12.0,9.0,21.0,0,1.0,29.0,,1.0,
2015-16,6768044,5,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,1.0,12.0,3.0,15.0,,4.0,2.0,,,,,,,1.0,1.0,6.0,,,,,,,,,1.0,,90.0,2.0,,,,,,7.0,,,,,3.0,,,,1.0,5.0,17.0,3.0,20.0,2,,32.0,4.0,2.0,
2015-16,6768044,5,80,Swansea_City,Away,14212,39270,Marvin Emnes,marvin-emnes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768044,5,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,2.0,16.0,7.0,23.0,4.0,2.0,7.0,,,,1.0,,,2.0,9.0,6.0,,,2.0,,,,,2.0,2.0,,90.0,,,,,,,6.5,,,,,,1.0,1.0,,4.0,1.0,23.0,13.0,35.0,0,1.0,48.0,,3.0,
2015-16,6768044,5,80,Swansea_City,Away,43739,52635,Éder,eder,F,True,,,,8.0,1.0,9.0,1.0,1.0,1.0,,,,,,,1.0,4.0,1.0,,,2.0,,,,,,,,19.0,,,,,,,6.4,,,,,,,,,1.0,,10.0,1.0,11.0,0,,12.0,,,
2015-16,6768066,6,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768066,6,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,,8.0,6.0,14.0,3.0,1.0,2.0,,1.0,1.0,,,,2.0,6.0,1.0,,,1.0,,,,,1.0,1.0,,81.0,2.0,,,,,,6.7,,,1.0,,2.0,,,,,3.0,11.0,7.0,18.0,4,,28.0,,,
2015-16,6768066,6,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,,,,8.0,8.0,16.0,2.0,2.0,2.0,,,,2.0,,,3.0,14.0,6.0,,,5.0,,,,,,,,87.0,,,,,,,5.8,,,1.0,,1.0,3.0,1.0,,4.0,,18.0,9.0,26.0,1,,41.0,,3.0,1.0
2015-16,6768066,6,80,Swansea_City,Home,43739,52635,Éder,eder,F,True,,,,2.0,1.0,3.0,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,9.0,,,,,,,6.6,,,,,,,1.0,,,,5.0,1.0,5.0,0,,8.0,1.0,,
2015-16,6768071,7,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768071,7,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,,4.0,1.0,5.0,3.0,,,,,,,,,,4.0,2.0,,1.0,,,,,,,,,45.0,,,,,,,6.3,,,,,,2.0,,,,1.0,4.0,2.0,6.0,0,,12.0,2.0,1.0,1.0
2015-16,6768071,7,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,1.0,18.0,9.0,27.0,2.0,2.0,6.0,,,,1.0,,,3.0,8.0,9.0,,,1.0,,,,,2.0,1.0,,90.0,1.0,,,,,,6.8,,,1.0,,,3.0,1.0,,2.0,,23.0,10.0,32.0,2,2.0,53.0,,3.0,2.0
2015-16,6768071,7,80,Swansea_City,Away,43739,52635,Éder,eder,F,True,,,,8.0,5.0,13.0,1.0,,2.0,,,,,,,1.0,6.0,3.0,,,3.0,,,,,1.0,1.0,,45.0,,,,,,,6.7,,,1.0,,1.0,2.0,,,,,12.0,5.0,17.0,1,,27.0,,2.0,1.0
2015-16,6768092,8,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768092,8,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,2.0,14.0,7.0,21.0,,4.0,,,1.0,1.0,,,,3.0,5.0,7.0,,1.0,1.0,,,,,1.0,1.0,,90.0,,,,,,,6.5,,,3.0,,1.0,2.0,,,2.0,,20.0,9.0,29.0,4,,44.0,1.0,2.0,1.0
2015-16,6768092,8,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,1.0,,2.0,18.0,10.0,27.0,3.0,4.0,6.0,,,,1.0,,,,5.0,16.0,,,1.0,,1.0,,,1.0,1.0,,90.0,1.0,1.0,,,,,7.9,,,,,,1.0,1.0,,4.0,,26.0,11.0,36.0,1,3.0,55.0,2.0,8.0,1.0
2015-16,6768092,8,80,Swansea_City,Home,43739,52635,Éder,eder,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768104,9,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,1.0,15.0,6.0,21.0,2.0,,2.0,,,1.0,,,,1.0,5.0,4.0,,,,,,,,1.0,1.0,,90.0,1.0,,,,,,7.1,,,2.0,,1.0,3.0,,,1.0,1.0,18.0,6.0,24.0,4,1.0,39.0,2.0,2.0,1.0
2015-16,6768104,9,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,,,1.0,13.0,11.0,24.0,1.0,,3.0,,,,1.0,,,,5.0,3.0,,,,,,,,,1.0,,80.0,,,,,,,6.3,,,,,,3.0,1.0,,1.0,,18.0,11.0,28.0,0,1.0,36.0,,2.0,
2015-16,6768104,9,80,Swansea_City,Home,43739,52635,Éder,eder,F,True,,,,1.0,,1.0,,,,,,,,,,1.0,2.0,4.0,,,1.0,,,,,,,,10.0,,,,,,,7.1,,,1.0,,,3.0,,,,,2.0,,2.0,1,,10.0,,1.0,3.0
2015-16,6768098,10,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,1.0,,,14.0,4.0,17.0,4.0,3.0,2.0,2.0,,,3.0,,,1.0,8.0,6.0,,,,,,,,,3.0,,89.0,,,,,,,7.1,,,1.0,,,1.0,2.0,,1.0,3.0,21.0,6.0,25.0,1,,36.0,4.0,2.0,1.0
2015-16,6768098,10,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,,15.0,13.0,28.0,5.0,2.0,6.0,,1.0,,1.0,,,3.0,12.0,6.0,,,1.0,,1.0,,,,,,90.0,3.0,,,,,,6.7,,,,,1.0,3.0,,,,1.0,23.0,17.0,40.0,3,2.0,62.0,2.0,1.0,1.0
2015-16,6768098,10,80,Swansea_City,Away,43739,52635,Éder,eder,F,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,2.0,1.0,,
2015-16,6768110,11,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,,11.0,6.0,17.0,2.0,2.0,,,1.0,,,,,1.0,3.0,2.0,,,,,,,,,,,85.0,1.0,,,,,,6.2,,,,,1.0,,,,,3.0,18.0,9.0,27.0,1,,34.0,1.0,,
2015-16,6768110,11,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,,,1.0,22.0,14.0,36.0,2.0,1.0,5.0,,,,3.0,,,1.0,9.0,5.0,,,2.0,,,,,,,,90.0,,,,,,,6.1,,,,,,2.0,,,1.0,1.0,24.0,15.0,39.0,0,2.0,50.0,1.0,1.0,1.0
2015-16,6768110,11,80,Swansea_City,Home,43739,52635,Éder,eder,F,True,,,,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,6.5,,,,,,,,,,,2.0,,2.0,0,,2.0,,,
2015-16,6768125,12,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,True,1.0,,1.0,15.0,1.0,15.0,2.0,,,,,,,,,,2.0,3.0,,,,,,,,,1.0,,26.0,,,,,,,6.9,,,1.0,,,,3.0,,2.0,,21.0,1.0,19.0,1,1.0,27.0,1.0,2.0,
2015-16,6768125,12,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,,17.0,3.0,20.0,3.0,1.0,1.0,,,1.0,1.0,,,1.0,7.0,2.0,,,2.0,,,,,1.0,,,90.0,,,,,,,6.9,,,4.0,,,,,,1.0,1.0,19.0,4.0,23.0,5,1.0,33.0,2.0,,
2015-16,6768125,12,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,,22.0,19.0,41.0,,1.0,2.0,,,,2.0,,,,2.0,5.0,,,,,,,,,,,90.0,,,,,,,6.6,,,,,,2.0,1.0,,,,28.0,19.0,46.0,0,1.0,53.0,1.0,1.0,2.0
2015-16,6768125,12,80,Swansea_City,Away,43739,52635,Éder,eder,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,6.5,,,,,,,,,,,,,,0,,,,,
2015-16,6768131,13,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,False,,,1.0,8.0,3.0,11.0,3.0,,3.0,,1.0,,1.0,,,,5.0,1.0,,,1.0,,,,,,,,70.0,1.0,,,,,,6.3,,,,,1.0,,,,2.0,,13.0,3.0,16.0,1,1.0,28.0,4.0,,
2015-16,6768131,13,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,2.0,5.0,,5.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,17.0,,,,,,,6.6,,,,,1.0,,,,2.0,,5.0,,5.0,0,,6.0,,,
2015-16,6768131,13,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,1.0,,,9.0,8.0,16.0,1.0,3.0,6.0,1.0,,2.0,2.0,,,2.0,6.0,9.0,,,,,1.0,,,,1.0,,90.0,1.0,,,,1.0,,8.0,,,,,2.0,2.0,1.0,,1.0,,16.0,9.0,24.0,3,2.0,51.0,2.0,3.0,1.0
2015-16,6768131,13,80,Swansea_City,Home,43739,52635,Éder,eder,F,False,,,,9.0,4.0,13.0,8.0,2.0,2.0,,,,,,,,9.0,4.0,,,1.0,,,,,,,,73.0,1.0,,,,,,6.8,,,,,2.0,,,,,,14.0,4.0,18.0,1,1.0,28.0,4.0,1.0,
2015-16,6768148,14,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,False,1.0,,2.0,19.0,7.0,25.0,,1.0,7.0,,,,,,,4.0,5.0,5.0,,,,,,,,,,,72.0,,,,,,,6.3,,,,,,3.0,5.0,,3.0,,27.0,11.0,33.0,0,2.0,54.0,3.0,,2.0
2015-16,6768148,14,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,1.0,3.0,,3.0,1.0,1.0,1.0,,,2.0,,,,2.0,3.0,2.0,,,,,,,,,1.0,,21.0,,,,,,,6.9,,,,,,1.0,,,1.0,,4.0,,4.0,2,,10.0,1.0,,1.0
2015-16,6768148,14,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,,4.0,7.0,11.0,1.0,3.0,3.0,,,,1.0,,,1.0,3.0,12.0,,,,,,,,2.0,1.0,,90.0,,,,,,,7.4,,,,,1.0,,,,,,7.0,9.0,16.0,0,6.0,39.0,,3.0,
2015-16,6768148,14,80,Swansea_City,Away,43739,52635,Éder,eder,F,False,,,,7.0,3.0,10.0,4.0,2.0,4.0,,,,,,,3.0,8.0,7.0,,,1.0,,,,,,,,69.0,,,,,,,6.8,,,2.0,,2.0,,1.0,,2.0,1.0,12.0,4.0,15.0,2,2.0,30.0,1.0,3.0,
2015-16,6768159,15,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,False,3.0,,1.0,13.0,8.0,18.0,1.0,,2.0,,,,,,,1.0,2.0,4.0,,,,,,,,,1.0,,45.0,,,,,,,6.7,,,,,,2.0,7.0,,2.0,1.0,22.0,8.0,23.0,0,,38.0,1.0,2.0,2.0
2015-16,6768159,15,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,1.0,15.0,6.0,21.0,,1.0,2.0,,1.0,,,,,2.0,2.0,3.0,,,,,,,,1.0,1.0,,90.0,1.0,,,,,,6.7,,,1.0,,1.0,1.0,,,1.0,,20.0,6.0,26.0,2,,35.0,1.0,1.0,1.0
2015-16,6768159,15,80,Swansea_City,Home,14212,39270,Marvin Emnes,marvin-emnes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768159,15,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,,,,10.0,10.0,20.0,1.0,2.0,5.0,,,,,,,4.0,6.0,11.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,7.0,,,1.0,,1.0,2.0,2.0,,1.0,,20.0,10.0,28.0,2,6.0,51.0,2.0,1.0,2.0
2015-16,6768153,16,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,False,,,1.0,9.0,3.0,12.0,,1.0,2.0,,1.0,,,,,1.0,5.0,2.0,,,4.0,,,,,,2.0,,76.0,1.0,1.0,,,,,6.5,,,,,,,1.0,,1.0,1.0,15.0,3.0,17.0,1,,29.0,3.0,1.0,
2015-16,6768153,16,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,7.0,1.0,,,,,,7.4,,,1.0,,,,,,,,1.0,1.0,2.0,2,,4.0,,,
2015-16,6768153,16,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,,17.0,4.0,21.0,2.0,1.0,2.0,,,,1.0,,,2.0,8.0,4.0,,,3.0,,,,,,,,83.0,,,,,,,6.6,,,1.0,,,2.0,,,,2.0,18.0,4.0,22.0,1,1.0,35.0,1.0,1.0,1.0
2015-16,6768169,17,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,,14.0,8.0,22.0,1.0,2.0,1.0,,,,,,,2.0,4.0,5.0,,,,,,,,,1.0,,90.0,,,,,,,6.9,,,2.0,,3.0,3.0,1.0,,,3.0,24.0,9.0,32.0,2,,50.0,5.0,1.0,2.0
2015-16,6768169,17,80,Swansea_City,Home,14212,39270,Marvin Emnes,marvin-emnes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768169,17,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,,,1.0,21.0,3.0,24.0,3.0,,2.0,,,,,,,1.0,6.0,2.0,,,,,,,,,1.0,,83.0,,,,,,,6.9,,,3.0,,,2.0,,,1.0,,24.0,3.0,27.0,3,2.0,37.0,1.0,,
2015-16,6768182,18,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,False,,,,20.0,10.0,30.0,1.0,,7.0,,,,2.0,,,5.0,11.0,9.0,,,3.0,,,,,,2.0,,89.0,,,,,,,6.7,,,,,,4.0,1.0,,2.0,,28.0,13.0,40.0,0,2.0,62.0,4.0,3.0,4.0
2015-16,6768182,18,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768182,18,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,,,2.0,21.0,7.0,28.0,2.0,2.0,2.0,,,,,,,2.0,4.0,5.0,,,,,,,,,,,90.0,,,,,,,6.8,,,1.0,,,1.0,,,2.0,1.0,25.0,7.0,32.0,1,,44.0,3.0,2.0,1.0
2015-16,6768334,19,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,1.0,6.0,6.0,12.0,4.0,,2.0,,,1.0,1.0,,,2.0,9.0,3.0,,,2.0,,,,,,,,90.0,,,,,,,6.5,,,,,1.0,,,,1.0,1.0,13.0,6.0,19.0,1,1.0,33.0,6.0,2.0,
2015-16,6768334,19,80,Swansea_City,Away,14212,39270,Marvin Emnes,marvin-emnes,F,False,,,,6.0,4.0,10.0,,,3.0,,,,1.0,,,1.0,4.0,1.0,,,,,,,,,,,56.0,,,,,,,6.3,,,,,,2.0,1.0,,,,9.0,4.0,12.0,0,1.0,20.0,1.0,,
2015-16,6768334,19,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768341,20,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,False,,,1.0,12.0,13.0,25.0,2.0,,2.0,,,,,,,5.0,7.0,2.0,,,,,,,,,,,82.0,1.0,,,,,,6.5,,,,,,,1.0,,1.0,,15.0,16.0,30.0,1,2.0,43.0,2.0,,
2015-16,6768341,20,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,6.5,,,,,,,,,,,5.0,,5.0,0,,5.0,,,
2015-16,6768341,20,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,,5.0,4.0,9.0,1.0,,2.0,,1.0,,2.0,,,2.0,5.0,2.0,,,,,,,1.0,3.0,1.0,,82.0,,,,,,,6.3,,,1.0,,,,1.0,,1.0,1.0,10.0,4.0,13.0,1,,26.0,4.0,2.0,
2015-16,6768187,21,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,False,,,1.0,16.0,5.0,21.0,1.0,,2.0,,,,,,,3.0,4.0,,,,1.0,,,,,1.0,1.0,,77.0,,,,,,,5.9,,,,,,,3.0,,3.0,,27.0,6.0,30.0,0,,39.0,2.0,,
2015-16,6768187,21,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,,6.0,1.0,7.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,13.0,1.0,,,,,,6.8,,,,,,1.0,,,,1.0,6.0,1.0,7.0,1,,9.0,,,1.0
2015-16,6768187,21,80,Swansea_City,Home,14212,39270,Marvin Emnes,marvin-emnes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768187,21,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,,,,15.0,3.0,18.0,2.0,1.0,3.0,,,,1.0,,,4.0,8.0,7.0,,,2.0,,1.0,,,,,,89.0,1.0,,,,1.0,,7.6,,,2.0,,1.0,2.0,1.0,,1.0,,20.0,3.0,22.0,3,1.0,39.0,2.0,3.0,2.0
2015-16,6768199,22,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,False,1.0,,,13.0,7.0,19.0,1.0,1.0,1.0,,,,1.0,,,5.0,10.0,5.0,,,1.0,,,,,,1.0,,66.0,,,,,,,6.2,,,,,,3.0,9.0,,,2.0,25.0,7.0,23.0,0,1.0,46.0,2.0,2.0,1.0
2015-16,6768199,22,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,True,,,,2.0,,2.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,8.0,,,,,,,6.9,,,1.0,,,1.0,,,,1.0,2.0,,2.0,1,,4.0,,,1.0
2015-16,6768199,22,80,Swansea_City,Home,14212,39270,Marvin Emnes,marvin-emnes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768199,22,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,,,,11.0,9.0,20.0,3.0,3.0,1.0,,,1.0,,,,2.0,6.0,5.0,,,,,,,,,1.0,,82.0,1.0,,,,,,6.9,,,,,1.0,3.0,1.0,,,,19.0,12.0,30.0,2,,43.0,3.0,,2.0
2015-16,6768202,23,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,False,,,2.0,12.0,12.0,24.0,4.0,,6.0,,,1.0,,,,2.0,10.0,2.0,,,2.0,,,,,1.0,,,77.0,1.0,,,,,,6.6,,,,,,3.0,1.0,,3.0,,18.0,12.0,29.0,2,1.0,47.0,4.0,,1.0
