playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,totalTackles,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,penaltyGoalsConceded,expectedGoalsOnTargetConceded,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,goalAssists,starts,goals,offsides,awayGoals,cleanSheets,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,goalsConcededOutsideBox,totalTouchesInOppositionBox,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,homeGoals,penaltiesTaken,rightFootGoals,leftFootGoals,unsuccessfulDribbles,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,successfulDribbles,interceptions,penaltyGoals,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,throughBalls,foulWonPenalty,shotsOnTargetOutsideBox,successfulLaunches,oboxTarget,redCards2ndYellow,handballsConceded,penaltiesConceded,ownGoalScored,clearancesOffTheLine,hitWoodwork,expectedGoalsFreekick,cornersTakenInclShortCorners,throwInsToOppositionPlayer,freekickTotal,attemptsFromSetPieces,headedGoals,setPiecesGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,secondGoalAssists,penaltiesSaved,penaltiesFaced,savesFromPenalty,drops,crossesNotClaimed
83314,Jeff Hendrick,Midfielder,Burnley,90,Ireland,2016-17,160.0,0.7717,1.0,12.0,33.0,167.0,32.0,26.0,224.0,13.0,1005.0,10.0,1.0,76.0,2695.0,41.0,125.0,44.0,90.0,714.0,2.0,43.1603,32.0,45.0,119.0,241.0,1.0,285.0,17.0,291.0,161.0,32.0,14.0,419.0,41.0,13.0,209.0,35.0,1.0,976.0,5.0,324.0,19.0,11.0,268.0,44.0,67.0,205.0,1363.0,10.0,32.0,366.0,1.1348,6.0,57.0,58.0,3.0,6.0,1.7424,19.0,1.0,31.0,2.0,4.0,0.0,8.0,4.0,2.0,2.0,1.0,4.0,21.0,12.0,2.0,37.0,2.0,,1.0,,18.0,43.0,2.0,13.0,24.0,38.0,,,4.0,22.0,,,2.0,7.0,2.0,,,,,,,0.0539,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
15276,Joey Barton,Midfielder,Burnley,90,England,2016-17,83.0,0.7315,0.0,5.0,43.0,105.0,14.0,9.0,155.0,6.0,576.0,4.0,2.0,50.0,1104.0,21.0,95.0,30.0,66.0,371.0,2.0,15.8614,19.0,16.0,62.0,128.0,1.0,178.0,18.0,214.0,92.0,14.0,12.0,234.0,15.0,6.0,128.0,29.0,0.0,564.0,6.0,192.0,31.0,3.0,154.0,20.0,50.0,80.0,774.0,4.0,23.0,190.0,0.5186,4.0,50.0,31.0,3.0,3.0,0.6653,7.0,,12.0,1.0,,0.0,4.0,3.0,,,1.0,1.0,4.0,9.0,1.0,17.0,1.0,,1.0,,1.0,17.0,1.0,4.0,6.0,20.0,,,1.0,12.0,3.0,,2.0,3.0,2.0,,1.0,,,,,0.3075,,,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,
91979,Jon Flanagan,Defender,Burnley,90,England,2016-17,30.0,0.0954,0.0,,23.0,22.0,6.0,,43.0,4.0,136.0,,3.0,7.0,359.0,4.0,28.0,7.0,25.0,82.0,1.0,5.1008,23.0,4.0,26.0,29.0,0.0,58.0,3.0,64.0,27.0,6.0,10.0,47.0,4.0,4.0,51.0,3.0,0.0,134.0,3.0,74.0,13.0,,25.0,9.0,11.0,18.0,260.0,,16.0,46.0,,2.0,21.0,9.0,,,,,,3.0,,,,1.0,,,,,,,1.0,,2.0,,,,,1.0,5.0,,,,14.0,,21.0,1.0,3.0,,,,5.0,,,1.0,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,
60586,Jóhann Gudmundsson,Forward,Burnley,90,Iceland,2016-17,51.0,1.2289,0.0,4.0,20.0,75.0,20.0,15.0,90.0,26.0,296.0,3.0,10.0,32.0,994.0,19.0,48.0,21.0,35.0,191.0,2.0,19.4714,19.0,19.0,32.0,34.0,0.0,99.0,8.0,79.0,58.0,20.0,3.0,158.0,17.0,50.0,67.0,13.0,0.0,287.0,10.0,174.0,17.0,4.0,92.0,4.0,15.0,91.0,517.0,3.0,4.0,70.0,0.7143,1.0,15.0,24.0,12.0,8.0,0.5661,13.0,2.0,10.0,1.0,1.0,0.0,,22.0,2.0,2.0,2.0,2.0,18.0,13.0,1.0,9.0,1.0,,,1.0,8.0,20.0,1.0,5.0,6.0,17.0,,2.0,7.0,4.0,1.0,,5.0,5.0,5.0,,,1.0,,,2.0,0.2495,28.0,,3.0,3.0,,,7.0,18.0,,,,,,,,,,,,,,,,,
41674,Kevin Long,Defender,Burnley,90,Ireland,2016-17,6.0,0.0068,0.0,,4.0,9.0,3.0,,31.0,,106.0,,,13.0,270.0,4.0,16.0,1.0,7.0,64.0,,4.0893,18.0,6.0,2.0,14.0,0.0,22.0,,52.0,12.0,3.0,,18.0,6.0,,9.0,9.0,0.0,105.0,,32.0,4.0,4.0,31.0,1.0,11.0,9.0,142.0,,16.0,57.0,0.0361,0.0,22.0,7.0,,,,1.0,,3.0,,,,,,,,,,1.0,,,2.0,,,,,,1.0,,1.0,1.0,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68983,Matthew Lowton,Defender,Burnley,90,England,2016-17,128.0,1.9751,0.0,,101.0,161.0,36.0,3.0,362.0,89.0,1086.0,,,89.0,3240.0,37.0,195.0,52.0,143.0,608.0,4.0,53.0743,175.0,53.0,91.0,32.0,0.0,323.0,19.0,550.0,189.0,36.0,32.0,378.0,48.0,90.0,234.0,52.0,0.0,1076.0,9.0,644.0,69.0,28.0,333.0,33.0,116.0,171.0,2160.0,,139.0,371.0,0.6802,9.0,201.0,71.0,25.0,2.0,0.3001,6.0,2.0,36.0,,,,9.0,25.0,2.0,2.0,1.0,5.0,19.0,28.0,,21.0,,,,,6.0,21.0,,4.0,24.0,65.0,,281.0,,25.0,4.0,,,40.0,,,1.0,1.0,,2.0,,,,124.0,,,,,,,,,,,,,,,,,,,,,,,
106611,Michael Keane,Defender,Burnley,90,England,2016-17,110.0,1.6897,0.0,8.0,28.0,164.0,35.0,2.0,307.0,2.0,1127.0,1.0,,234.0,3150.0,80.0,195.0,20.0,41.0,693.0,4.0,50.3604,260.0,49.0,30.0,192.0,0.0,305.0,7.0,552.0,151.0,35.0,4.0,293.0,44.0,2.0,71.0,154.0,0.0,1123.0,10.0,334.0,24.0,43.0,287.0,14.0,127.0,96.0,1624.0,1.0,87.0,528.0,1.901,4.0,143.0,94.0,1.0,8.0,0.8959,15.0,1.0,35.0,2.0,1.0,1.0,10.0,1.0,6.0,6.0,,5.0,65.0,7.0,7.0,11.0,1.0,,1.0,,1.0,8.0,7.0,7.0,5.0,63.0,,1.0,,4.0,,,,43.0,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
15944,Michael Kightly,Midfielder,Burnley,90,England,2016-17,8.0,0.0974,0.0,,4.0,6.0,5.0,3.0,9.0,6.0,28.0,,4.0,3.0,103.0,2.0,7.0,4.0,6.0,18.0,,1.5845,2.0,1.0,6.0,5.0,0.0,15.0,4.0,10.0,6.0,5.0,,11.0,1.0,12.0,12.0,1.0,0.0,28.0,2.0,24.0,4.0,,3.0,2.0,1.0,10.0,57.0,,1.0,9.0,0.074,0.0,3.0,1.0,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,2.0,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,4.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,
98747,Nick Pope,Goalkeeper,Burnley,90,England,2016-17,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Paul Robinson,Goalkeeper,Burnley,90,England,2016-17,,0.0337,0.0,,,,3.0,,60.0,,102.0,,,,270.0,,1.0,,1.0,2.0,,4.7167,2.0,7.0,,,0.0,1.0,,99.0,24.0,3.0,,35.0,7.0,,1.0,,0.0,44.0,,61.0,,,3.0,,40.0,,120.0,,35.0,7.0,,0.0,60.0,2.0,,,,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,2.0,2.0,10.0,1.0,6.0,26.0,11.0,1.0,16.0,5.0,4.0,,,,,,
90517,Robert Brady,Midfielder,Burnley,90,Ireland,2016-17,50.0,1.9912,0.0,5.0,22.0,42.0,14.0,5.0,71.0,27.0,222.0,5.0,7.0,16.0,716.0,7.0,52.0,18.0,43.0,131.0,1.0,10.0215,7.0,11.0,43.0,60.0,0.0,102.0,14.0,94.0,50.0,14.0,5.0,137.0,11.0,41.0,86.0,9.0,0.0,203.0,8.0,152.0,17.0,2.0,30.0,8.0,20.0,38.0,432.0,5.0,10.0,35.0,0.8428,1.0,29.0,15.0,5.0,3.0,0.574,14.0,2.0,7.0,1.0,,0.0,1.0,21.0,1.0,1.0,2.0,,18.0,15.0,,15.0,1.0,,,1.0,5.0,22.0,,11.0,7.0,10.0,,4.0,4.0,6.0,,,1.0,4.0,1.0,,,,,,1.0,0.4583,27.0,,7.0,7.0,,1.0,15.0,11.0,,,,,,,,,,,,,,,,,
40399,Sam Vokes,Forward,Burnley,90,Wales,2016-17,276.0,0.8843,0.0,8.0,7.0,287.0,37.0,45.0,300.0,7.0,604.0,1.0,16.0,422.0,2055.0,210.0,249.0,29.0,37.0,298.0,3.0,36.8795,31.0,34.0,66.0,158.0,2.0,525.0,14.0,243.0,50.0,37.0,,232.0,31.0,7.0,103.0,212.0,0.0,593.0,10.0,399.0,7.0,9.0,94.0,24.0,6.0,109.0,891.0,1.0,3.0,72.0,8.8176,0.0,13.0,28.0,,23.0,8.113,49.0,3.0,21.0,10.0,23.0,3.0,3.0,,9.0,9.0,3.0,3.0,106.0,13.0,7.0,29.0,7.0,2.0,7.0,1.0,6.0,38.0,7.0,26.0,7.0,5.0,2.0,,7.0,5.0,3.0,1.0,4.0,1.0,4.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
39158,Scott Arfield,Midfielder,Burnley,90,Canada,2016-17,172.0,2.1459,0.0,18.0,36.0,146.0,31.0,22.0,193.0,14.0,620.0,14.0,8.0,63.0,2104.0,40.0,88.0,76.0,65.0,404.0,,33.9341,28.0,36.0,132.0,146.0,1.0,260.0,50.0,247.0,136.0,31.0,8.0,305.0,31.0,38.0,197.0,23.0,0.0,606.0,11.0,323.0,28.0,7.0,106.0,37.0,23.0,121.0,1043.0,14.0,25.0,154.0,3.1235,3.0,47.0,34.0,5.0,7.0,2.3946,26.0,,23.0,1.0,3.0,0.0,4.0,32.0,4.0,4.0,1.0,5.0,50.0,34.0,4.0,17.0,1.0,,,1.0,16.0,44.0,4.0,19.0,15.0,33.0,,2.0,13.0,23.0,3.0,1.0,2.0,5.0,2.0,,,,,1.0,,0.4437,45.0,1.0,5.0,5.0,,,25.0,19.0,,,,,,,,,,,,1.0,,,,,
40616,Stephen Ward,Defender,Burnley,90,Ireland,2016-17,149.0,2.1653,0.0,3.0,70.0,167.0,37.0,6.0,353.0,86.0,1127.0,,,121.0,3232.0,57.0,197.0,47.0,133.0,664.0,3.0,50.5492,156.0,53.0,92.0,339.0,0.0,346.0,24.0,560.0,177.0,37.0,23.0,410.0,48.0,86.0,225.0,64.0,0.0,1107.0,10.0,576.0,47.0,16.0,17.0,35.0,110.0,211.0,2126.0,,143.0,389.0,1.6212,5.0,186.0,92.0,25.0,1.0,0.9944,4.0,1.0,37.0,1.0,,0.0,8.0,25.0,,,,5.0,12.0,20.0,3.0,56.0,1.0,,,1.0,8.0,26.0,3.0,3.0,16.0,74.0,,269.0,3.0,25.0,,,,43.0,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,
39847,Steven Defour,Midfielder,Burnley,90,Belgium,2016-17,56.0,1.1408,0.0,2.0,19.0,69.0,21.0,16.0,103.0,15.0,521.0,1.0,5.0,11.0,1078.0,10.0,41.0,28.0,40.0,373.0,,14.4059,11.0,13.0,46.0,201.0,0.0,97.0,15.0,147.0,93.0,21.0,4.0,225.0,11.0,45.0,86.0,1.0,0.0,500.0,7.0,181.0,15.0,4.0,97.0,14.0,45.0,76.0,743.0,1.0,15.0,216.0,0.5421,1.0,34.0,20.0,5.0,6.0,1.377,6.0,3.0,16.0,1.0,2.0,0.0,,23.0,2.0,2.0,1.0,2.0,7.0,20.0,1.0,8.0,1.0,,1.0,,4.0,13.0,1.0,,13.0,32.0,,,16.0,12.0,1.0,,3.0,4.0,3.0,,1.0,,,,,0.1077,38.0,,2.0,2.0,,,15.0,23.0,,,,,,,,,,,,,,,,,
85017,Tendayi Darikwa,Defender,Burnley,90,Zimbabwe,2016-17,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21205,Tom Heaton,Goalkeeper,Burnley,90,England,2016-17,1.0,0.3809,0.0,,,2.0,35.0,,665.0,,1127.0,,,7.0,3150.0,1.0,9.0,,3.0,84.0,4.0,49.733,14.0,48.0,,20.0,0.0,10.0,,1069.0,357.0,35.0,,346.0,43.0,,3.0,6.0,0.0,447.0,,686.0,,,38.0,,378.0,,1467.0,,406.0,116.0,,1.0,663.0,40.0,,,,,,35.0,,,,10.0,,,,1.0,5.0,,3.0,,1.0,,,,,,,,,,1.0,,,,,,,,219.0,,,,,,,,,,,,,,,,,11.0,26.0,141.0,11.0,57.0,317.0,249.0,33.0,185.0,26.0,84.0,,1.0,5.0,1.0,1.0,1.0
