matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695007,11,2013-11-09 15:00:00,88,Hull,Away,129.0,14.0,1.0,2.0,1.0,2.0,,130.0,3.0,1.0,2.0,9.0,17.0,25.0,257.0,,,26.0,24.0,14.0,3.0,2.0,2.0,,,,,,1.0,,,,,6.0,,,,,,,5.0,14.0,1.0,3.0,7.0,63.0,49.0,,,,1.0,12.0,4.0,13.0,1.0,,5.0,4.0,4.0,,9.0,1.0,61.0,48.0,1.0,15.0,6.0,,,69.0,15.0,10.0,1.0,,1.0,2.0,1.0,160.0,1.0,,,1.0,,,9.0,1.0,,,6.0,,17.0,17.0,3.0,2.0,68.0,87.0,34.0,6.0,,3.0,3.0,2.0,339.0,4.0,2.0,,44.0,91.0,22.0,1.0,1.0,1.0,,,156.0,156.0,1.0,23.0,21.0,39.5,,,12.0,0.0,74.0,3.0,,2.0,,1.0,,4.0,1.0,3.0,50.0,246.0,6.0,6.0,152.0,30.0,15.0,6.0,5.0,15.0,10.0,,96.0,11.0,228.0,,1.0,31.0,18.0,65.0,6.0,365.0,,0.0,10.0,22.0,,30.0,2.0,539.0,8.0,11.0,3.0,5.0,17.0,0.0
695014,12,2013-11-23 15:00:00,88,Hull,Home,173.0,25.0,1.0,2.0,1.0,5.0,,216.0,6.0,3.0,1.0,9.0,21.0,37.0,387.0,,,30.0,30.0,22.0,7.0,1.0,3.0,,,,,,,,,,1.0,11.0,,,,,1.0,1.0,,3.0,6.0,5.0,10.0,52.0,60.0,1.0,2.0,,2.0,15.0,8.0,6.0,,,11.0,20.0,17.0,,6.0,1.0,57.0,58.0,2.0,17.0,8.0,,,111.0,8.0,11.0,,1.0,1.0,1.0,,222.0,,,,,,,9.0,,,,8.0,1.0,8.0,8.0,1.0,1.0,117.0,92.0,54.0,4.0,,3.0,5.0,2.0,487.0,3.0,2.0,,72.0,95.0,61.0,,,,,,207.0,207.0,1.0,30.0,23.0,62.3,1.0,,15.0,0.0,124.0,,1.0,1.0,,,,5.0,1.0,3.0,106.0,367.0,2.0,8.0,201.0,55.0,17.0,15.0,10.0,48.0,38.0,,178.0,11.0,362.0,,3.0,24.0,21.0,72.0,2.0,515.0,1.0,0.0,15.0,18.0,2.0,34.0,2.0,717.0,14.0,11.0,8.0,11.0,15.0,0.0
695025,13,2013-12-01 14:05:00,88,Hull,Home,112.0,11.0,1.0,4.0,3.0,3.0,1.0,160.0,2.0,1.0,1.0,13.0,16.0,26.0,268.0,,,21.0,13.0,18.0,5.0,1.0,1.0,1.0,,,,,,,,,,9.0,,,,,,2.0,1.0,4.0,5.0,5.0,7.0,70.0,71.0,1.0,1.0,,2.0,10.0,2.0,8.0,,,2.0,11.0,2.0,,9.0,2.0,42.0,61.0,2.0,30.0,13.0,,,70.0,10.0,15.0,,,1.0,3.0,,159.0,1.0,,,1.0,,,5.0,2.0,,1.0,13.0,,25.0,25.0,,1.0,76.0,78.0,38.0,6.0,2.0,4.0,3.0,4.0,332.0,3.0,2.0,,46.0,83.0,28.0,,,,,,136.0,136.0,5.0,24.0,33.0,38.5,,,10.0,0.0,55.0,3.0,,3.0,,,1.0,6.0,,3.0,84.0,255.0,6.0,7.0,124.0,29.0,30.0,10.0,2.0,18.0,16.0,1.0,135.0,14.0,254.0,,1.0,29.0,17.0,62.0,3.0,360.0,1.0,0.0,12.0,25.0,,23.0,2.0,563.0,17.0,9.0,5.0,2.0,21.0,0.0
695031,14,2013-12-04 19:45:00,88,Hull,Away,178.0,17.0,1.0,4.0,3.0,1.0,,135.0,4.0,,4.0,9.0,24.0,37.0,309.0,,,13.0,19.0,13.0,4.0,1.0,1.0,,,,,,,,,,,4.0,,,,,,2.0,2.0,15.0,5.0,4.0,3.0,71.0,57.0,,,,5.0,14.0,3.0,8.0,,,1.0,9.0,4.0,,7.0,3.0,43.0,48.0,5.0,17.0,12.0,,,48.0,6.0,9.0,,,1.0,1.0,,142.0,,,,,,,12.0,,,,12.0,,17.0,17.0,4.0,4.0,94.0,70.0,38.0,11.0,,2.0,3.0,2.0,378.0,5.0,,,34.0,72.0,26.0,,,,,,128.0,128.0,3.0,32.0,18.0,33.4,,,18.0,0.0,94.0,3.0,2.0,5.0,,,,2.0,,3.0,57.0,296.0,14.0,5.0,206.0,41.0,17.0,9.0,1.0,15.0,14.0,,91.0,6.0,210.0,,,20.0,25.0,64.0,2.0,401.0,,0.0,7.0,21.0,,16.0,0.0,566.0,11.0,9.0,5.0,1.0,14.0,0.0
695049,15,2013-12-09 20:00:00,88,Hull,Away,132.0,15.0,1.0,3.0,2.0,3.0,1.0,161.0,5.0,,1.0,6.0,17.0,23.0,290.0,,,19.0,12.0,24.0,5.0,1.0,,,,,,,,,,,,8.0,,,,,,1.0,,4.0,7.0,,,72.0,62.0,1.0,,1.0,3.0,12.0,4.0,9.0,,1.0,1.0,5.0,1.0,,13.0,,44.0,73.0,3.0,50.0,27.0,,,71.0,7.0,8.0,1.0,1.0,,1.0,,134.0,1.0,,1.0,1.0,,,8.0,1.0,1.0,1.0,27.0,,18.0,18.0,,1.0,83.0,65.0,36.0,12.0,,2.0,5.0,2.0,363.0,2.0,,,67.0,59.0,13.0,,,,,,132.0,132.0,4.0,27.0,27.0,34.3,,,12.0,0.0,87.0,1.0,,1.0,,2.0,,3.0,,1.0,50.0,281.0,4.0,7.0,148.0,24.0,50.0,19.0,1.0,8.0,7.0,,99.0,15.0,236.0,1.0,,19.0,19.0,44.0,2.0,376.0,,0.0,9.0,26.0,,26.0,3.0,591.0,,11.0,15.0,1.0,22.0,0.0
695055,16,2013-12-14 17:30:00,88,Hull,Home,143.0,16.0,,3.0,3.0,4.0,1.0,177.0,5.0,3.0,4.0,6.0,19.0,11.0,317.0,1.0,,18.0,18.0,15.0,9.0,1.0,,,,,,,1.0,,,,,10.0,,,,,,1.0,,7.0,4.0,,,76.0,61.0,2.0,2.0,,2.0,11.0,5.0,2.0,,,7.0,6.0,6.0,,15.0,2.0,51.0,48.0,2.0,32.0,20.0,,,81.0,11.0,12.0,,,2.0,2.0,1.0,167.0,,,,,,,7.0,,,1.0,20.0,,21.0,21.0,,4.0,102.0,87.0,41.0,5.0,,4.0,6.0,4.0,410.0,1.0,2.0,,43.0,75.0,15.0,,,,,,181.0,181.0,2.0,20.0,30.0,46.2,,1.0,11.0,0.0,84.0,2.0,,2.0,,1.0,,4.0,,3.0,89.0,311.0,7.0,10.0,160.0,28.0,32.0,13.0,6.0,20.0,14.0,,158.0,19.0,289.0,1.0,3.0,32.0,22.0,36.0,2.0,429.0,1.0,0.0,13.0,15.0,,26.0,1.0,655.0,,16.0,6.0,7.0,9.0,0.0
695070,17,2013-12-21 15:00:00,88,Hull,Away,127.0,17.0,,1.0,1.0,1.0,,111.0,1.0,1.0,3.0,7.0,6.0,32.0,237.0,,,13.0,17.0,14.0,2.0,1.0,,1.0,,1.0,,,1.0,,,,,4.0,,,,,,,2.0,9.0,5.0,,,55.0,60.0,,,,6.0,16.0,1.0,13.0,,,2.0,3.0,4.0,,14.0,,59.0,44.0,6.0,17.0,10.0,,,55.0,15.0,8.0,,,2.0,1.0,1.0,127.0,1.0,,1.0,1.0,,1.0,10.0,1.0,3.0,,10.0,,21.0,21.0,2.0,3.0,71.0,81.0,27.0,9.0,1.0,1.0,3.0,3.0,313.0,6.0,,,26.0,58.0,13.0,,,,,,147.0,147.0,,29.0,17.0,39.6,,1.0,16.0,0.0,77.0,2.0,,2.0,,1.0,1.0,2.0,,2.0,50.0,229.0,7.0,4.0,155.0,31.0,17.0,8.0,2.0,10.0,8.0,2.0,81.0,7.0,185.0,3.0,1.0,34.0,7.0,69.0,2.0,330.0,,0.0,6.0,17.0,,23.0,1.0,511.0,,8.0,6.0,2.0,13.0,0.0
695075,18,2013-12-26 12:45:00,88,Hull,Home,112.0,12.0,3.0,6.0,3.0,6.0,,141.0,3.0,1.0,1.0,13.0,1.0,23.0,247.0,,1.0,13.0,20.0,19.0,9.0,3.0,,,,,,,,1.0,,,,11.0,,,1.0,,,,2.0,6.0,8.0,,,52.0,46.0,2.0,2.0,1.0,1.0,13.0,6.0,6.0,,,6.0,6.0,6.0,1.0,4.0,1.0,43.0,56.0,1.0,22.0,7.0,,,59.0,12.0,12.0,,,3.0,3.0,,140.0,,,,,,,10.0,1.0,,1.0,7.0,1.0,10.0,10.0,1.0,1.0,67.0,72.0,36.0,5.0,1.0,5.0,7.0,5.0,306.0,4.0,,1.0,39.0,38.0,27.0,,,,,,130.0,130.0,1.0,25.0,15.0,38.8,1.0,,13.0,0.0,66.0,,2.0,2.0,,,,6.0,,3.0,59.0,237.0,11.0,12.0,130.0,24.0,22.0,5.0,5.0,20.0,15.0,,104.0,14.0,215.0,,1.0,32.0,1.0,55.0,,325.0,,0.0,17.0,23.0,1.0,20.0,2.0,514.0,,18.0,3.0,6.0,18.0,0.0
695085,19,2013-12-28 15:00:00,88,Hull,Home,174.0,18.0,2.0,5.0,3.0,2.0,,217.0,,1.0,1.0,9.0,34.0,30.0,386.0,,1.0,16.0,18.0,26.0,6.0,2.0,,,,,1.0,1.0,2.0,,1.0,1.0,,15.0,,,,,1.0,2.0,1.0,1.0,4.0,,,78.0,56.0,1.0,1.0,3.0,,18.0,3.0,7.0,,,6.0,9.0,15.0,,13.0,1.0,53.0,60.0,,12.0,3.0,,,72.0,11.0,7.0,1.0,,4.0,4.0,2.0,186.0,2.0,,1.0,2.0,,,2.0,4.0,,,3.0,2.0,19.0,19.0,,1.0,107.0,93.0,44.0,1.0,5.0,2.0,8.0,13.0,488.0,1.0,1.0,,59.0,128.0,20.0,,,,,,185.0,185.0,4.0,16.0,29.0,52.7,1.0,,18.0,0.0,124.0,1.0,1.0,2.0,,,,5.0,1.0,3.0,100.0,381.0,6.0,10.0,206.0,29.0,12.0,12.0,6.0,34.0,28.0,,139.0,11.0,323.0,,1.0,25.0,35.0,50.0,,495.0,,0.0,21.0,19.0,1.0,29.0,0.0,694.0,,14.0,8.0,6.0,16.0,0.0
695094,20,2014-01-01 15:00:00,88,Hull,Away,130.0,9.0,2.0,4.0,2.0,3.0,,141.0,2.0,1.0,2.0,7.0,22.0,20.0,267.0,,,27.0,26.0,9.0,8.0,,,,,,,,,,1.0,,,8.0,,,,,,1.0,1.0,6.0,11.0,,,64.0,57.0,,,,4.0,13.0,6.0,15.0,,,4.0,7.0,7.0,,6.0,1.0,62.0,51.0,4.0,9.0,3.0,,,76.0,15.0,15.0,,,,1.0,,144.0,,,,,,,12.0,,,1.0,3.0,,21.0,21.0,1.0,2.0,95.0,89.0,31.0,3.0,,3.0,5.0,,357.0,2.0,,,51.0,66.0,24.0,,,,,,166.0,166.0,1.0,25.0,22.0,41.8,,1.0,13.0,0.0,78.0,2.0,2.0,4.0,,2.0,,4.0,,3.0,59.0,255.0,7.0,8.0,156.0,28.0,9.0,10.0,4.0,19.0,15.0,,113.0,11.0,244.0,,2.0,38.0,24.0,72.0,2.0,381.0,,0.0,10.0,18.0,,31.0,2.0,572.0,,14.0,9.0,4.0,13.0,0.0
