matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attLgRight,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755403,11,2014-11-08 15:00:00,88,Hull,Away,159.0,13.0,,6.0,6.0,5.0,,144.0,4.0,,1.0,11.0,13.0,32.0,297.0,,1.0,23.0,23.0,41.0,7.0,1.0,,,,,,,,,,,,8.0,,,,4.0,5.0,7.0,7.0,,,62.0,54.0,,,,2.0,18.0,3.0,8.0,,,1.0,13.0,2.0,,10.0,2.0,55.0,82.0,2.0,52.0,38.0,,1.0,61.0,17.0,16.0,,,1.0,1.0,,138.0,,,,,,,11.0,,1.0,3.0,38.0,,10.0,10.0,1.0,1.0,88.0,67.0,37.0,7.0,,6.0,2.0,1.0,351.0,8.0,3.0,59.0,48.0,18.0,,,,,,135.0,135.0,1.0,26.0,19.0,52.8,,1.0,18.0,0.0,96.0,2.0,,2.0,,,,8.0,,3.0,68.0,281.0,7.0,8.0,180.0,31.0,52.0,11.0,1.0,17.0,16.0,,110.0,9.0,221.0,1.0,,33.0,14.0,74.0,2.0,384.0,,0.0,12.0,16.0,1.0,28.0,4.0,601.0,,15.0,9.0,1.0,12.0,0.0
755418,12,2014-11-23 16:00:00,88,Hull,Home,72.0,15.0,1.0,6.0,5.0,4.0,1.0,78.0,3.0,,8.0,10.0,4.0,27.0,144.0,,,14.0,12.0,21.0,6.0,1.0,,,,,,,,,,,,8.0,,,,2.0,7.0,8.0,15.0,,,38.0,57.0,,1.0,,5.0,15.0,2.0,12.0,,,3.0,8.0,5.0,,10.0,3.0,52.0,53.0,5.0,48.0,30.0,,,42.0,15.0,8.0,,,1.0,1.0,,101.0,,,,,,,12.0,1.0,,,30.0,,20.0,20.0,3.0,8.0,39.0,51.0,20.0,9.0,1.0,5.0,2.0,2.0,191.0,9.0,3.0,43.0,28.0,14.0,,,,,,120.0,120.0,4.0,22.0,17.0,27.3,,,15.0,0.0,42.0,1.0,3.0,4.0,,,,6.0,,3.0,38.0,133.0,6.0,7.0,97.0,19.0,48.0,9.0,3.0,17.0,14.0,,64.0,10.0,140.0,,,28.0,5.0,62.0,4.0,220.0,,1.0,10.0,20.0,,16.0,3.0,436.0,,10.0,5.0,3.0,14.0,0.0
755425,13,2014-11-29 15:00:00,88,Hull,Away,118.0,14.0,,1.0,1.0,1.0,,70.0,,,5.0,10.0,6.0,22.0,187.0,,,12.0,13.0,11.0,2.0,1.0,,,,,,,,,,,,2.0,,,,2.0,7.0,9.0,6.0,,,54.0,47.0,,,,5.0,6.0,,8.0,2.0,,,1.0,2.0,,9.0,1.0,47.0,47.0,5.0,33.0,25.0,,,31.0,12.0,11.0,,,3.0,3.0,,77.0,,,,,,,5.0,,,,25.0,,18.0,18.0,,5.0,59.0,44.0,18.0,7.0,,1.0,2.0,2.0,224.0,6.0,4.0,37.0,33.0,7.0,,,,,,92.0,92.0,2.0,18.0,20.0,23.6,,2.0,6.0,0.0,57.0,4.0,,2.0,,1.0,,2.0,,3.0,31.0,173.0,3.0,3.0,136.0,20.0,33.0,12.0,,6.0,6.0,,50.0,4.0,117.0,,,25.0,7.0,48.0,2.0,247.0,,0.0,4.0,18.0,,13.0,2.0,415.0,,6.0,7.0,,14.0,0.0
755441,14,2014-12-03 19:45:00,88,Hull,Away,132.0,27.0,,6.0,6.0,1.0,2.0,166.0,2.0,,2.0,6.0,7.0,30.0,292.0,,,18.0,28.0,18.0,4.0,1.0,,,,,,,,,,,,7.0,,,,1.0,4.0,7.0,6.0,,,58.0,52.0,,,,4.0,16.0,3.0,10.0,,,4.0,16.0,3.0,,12.0,1.0,63.0,58.0,4.0,29.0,11.0,,1.0,66.0,12.0,8.0,,,1.0,2.0,,140.0,1.0,,,1.0,,,8.0,1.0,,,11.0,,21.0,21.0,1.0,2.0,94.0,85.0,34.0,6.0,,4.0,2.0,1.0,362.0,3.0,1.0,63.0,85.0,14.0,,,,,,136.0,136.0,3.0,14.0,26.0,42.5,,,16.0,0.0,92.0,1.0,3.0,4.0,,,,4.0,,3.0,73.0,285.0,8.0,6.0,139.0,40.0,29.0,9.0,4.0,25.0,21.0,,123.0,7.0,270.0,,,31.0,8.0,69.0,,384.0,,0.0,8.0,28.0,,19.0,1.0,577.0,,7.0,5.0,4.0,21.0,0.0
755444,15,2014-12-06 15:00:00,88,Hull,Home,196.0,27.0,,4.0,4.0,3.0,,194.0,,,3.0,17.0,8.0,40.0,386.0,,,23.0,24.0,16.0,9.0,1.0,,,,,,,,,,,,9.0,,,,1.0,6.0,3.0,3.0,,,79.0,73.0,1.0,1.0,,1.0,16.0,3.0,6.0,,,3.0,15.0,6.0,,10.0,3.0,54.0,49.0,1.0,21.0,14.0,,,81.0,10.0,15.0,,,1.0,1.0,,157.0,,,,,,,1.0,,,1.0,14.0,,22.0,22.0,1.0,3.0,128.0,89.0,49.0,2.0,,6.0,4.0,2.0,463.0,2.0,3.0,56.0,87.0,15.0,,1.0,1.0,1.0,,151.0,151.0,3.0,26.0,40.0,49.3,,,16.0,0.0,117.0,1.0,2.0,3.0,,,,7.0,,3.0,92.0,376.0,7.0,10.0,214.0,34.0,21.0,8.0,3.0,25.0,22.0,,143.0,6.0,292.0,,,62.0,8.0,92.0,2.0,481.0,1.0,0.0,12.0,17.0,,26.0,1.0,672.0,,11.0,2.0,3.0,11.0,0.0
755455,16,2014-12-13 15:00:00,88,Hull,Away,166.0,17.0,2.0,4.0,2.0,2.0,1.0,121.0,2.0,,2.0,13.0,11.0,29.0,283.0,,2.0,8.0,13.0,22.0,3.0,1.0,,,,,,2.0,,,,,,4.0,,,,1.0,7.0,6.0,6.0,,,70.0,64.0,,,,3.0,21.0,2.0,12.0,,1.0,4.0,5.0,6.0,,13.0,,54.0,71.0,3.0,44.0,27.0,,,48.0,13.0,11.0,,,4.0,2.0,2.0,120.0,,,,,,,5.0,,2.0,1.0,27.0,,19.0,19.0,,2.0,84.0,68.0,35.0,5.0,,4.0,,,336.0,5.0,9.0,36.0,57.0,14.0,,,,,,127.0,127.0,1.0,26.0,30.0,40.4,,1.0,21.0,0.0,84.0,,1.0,1.0,,,,6.0,,3.0,41.0,270.0,12.0,4.0,179.0,22.0,44.0,15.0,4.0,17.0,13.0,,79.0,8.0,196.0,2.0,,37.0,13.0,64.0,1.0,358.0,,1.0,8.0,28.0,2.0,11.0,4.0,572.0,,8.0,10.0,4.0,19.0,0.0
755464,17,2014-12-20 15:00:00,88,Hull,Home,154.0,19.0,1.0,3.0,2.0,11.0,,210.0,4.0,1.0,3.0,23.0,19.0,42.0,361.0,,1.0,28.0,14.0,39.0,6.0,1.0,,,1.0,,,1.0,,,,,,8.0,,1.0,,1.0,6.0,7.0,6.0,,,64.0,71.0,1.0,1.0,,,12.0,2.0,7.0,,,4.0,7.0,6.0,,9.0,1.0,48.0,78.0,,12.0,6.0,,,86.0,14.0,16.0,,1.0,4.0,4.0,1.0,186.0,,,,,,,8.0,,,1.0,6.0,2.0,15.0,15.0,,3.0,116.0,96.0,58.0,5.0,,3.0,4.0,3.0,458.0,3.0,2.0,38.0,86.0,38.0,,,,,,187.0,187.0,7.0,21.0,37.0,56.6,1.0,,12.0,0.0,118.0,2.0,,2.0,,2.0,,6.0,,3.0,86.0,345.0,8.0,7.0,175.0,50.0,12.0,14.0,4.0,21.0,17.0,,165.0,32.0,330.0,,1.0,42.0,20.0,80.0,3.0,484.0,,0.0,11.0,20.0,3.0,32.0,2.0,685.0,,20.0,7.0,4.0,13.0,0.0
755480,18,2014-12-26 15:00:00,88,Hull,Away,118.0,12.0,3.0,7.0,4.0,5.0,,324.0,4.0,,,5.0,22.0,26.0,435.0,,,19.0,15.0,15.0,7.0,1.0,,,,,1.0,1.0,,,,,,9.0,,,,1.0,3.0,9.0,3.0,,,99.0,62.0,1.0,,1.0,7.0,15.0,4.0,7.0,1.0,,4.0,12.0,5.0,1.0,12.0,1.0,45.0,54.0,7.0,41.0,26.0,1.0,,80.0,6.0,12.0,1.0,,2.0,1.0,1.0,166.0,3.0,1.0,2.0,2.0,1.0,,5.0,2.0,,,26.0,,21.0,21.0,,,134.0,68.0,44.0,10.0,,4.0,7.0,5.0,478.0,7.0,6.0,82.0,124.0,11.0,,,,,,117.0,117.0,3.0,22.0,31.0,52.4,,,15.0,0.0,101.0,2.0,,1.0,,3.0,,4.0,1.0,3.0,139.0,421.0,9.0,11.0,127.0,24.0,41.0,19.0,4.0,22.0,18.0,2.0,180.0,8.0,395.0,,,17.0,22.0,52.0,,500.0,,0.0,13.0,14.0,,24.0,2.0,719.0,,9.0,14.0,4.0,10.0,0.0
755484,19,2014-12-28 15:00:00,88,Hull,Home,168.0,11.0,3.0,10.0,7.0,7.0,,291.0,4.0,,3.0,18.0,11.0,36.0,449.0,,,30.0,26.0,35.0,7.0,2.0,,,,,,1.0,1.0,,,,,12.0,,,2.0,,3.0,2.0,2.0,,,80.0,83.0,2.0,2.0,,1.0,24.0,6.0,5.0,,,7.0,13.0,9.0,,18.0,1.0,64.0,77.0,1.0,34.0,23.0,,,99.0,12.0,12.0,,,3.0,2.0,1.0,220.0,,,,,,,6.0,,,3.0,23.0,2.0,17.0,17.0,,4.0,140.0,97.0,52.0,1.0,,5.0,4.0,5.0,557.0,,3.0,76.0,114.0,26.0,,,,,,195.0,195.0,,36.0,37.0,62.0,2.0,,24.0,0.0,137.0,1.0,,1.0,,,,7.0,1.0,3.0,102.0,438.0,12.0,9.0,187.0,29.0,34.0,14.0,6.0,30.0,24.0,,170.0,17.0,420.0,,,52.0,13.0,85.0,2.0,577.0,1.0,1.0,18.0,23.0,,32.0,0.0,818.0,,14.0,7.0,7.0,18.0,0.0
755494,20,2015-01-01 15:00:00,88,Hull,Home,81.0,16.0,,5.0,5.0,5.0,1.0,162.0,6.0,1.0,1.0,10.0,5.0,27.0,238.0,,,4.0,17.0,24.0,6.0,,,,2.0,,,2.0,,,,,1.0,9.0,,,,2.0,9.0,3.0,6.0,,,51.0,85.0,2.0,1.0,2.0,4.0,16.0,3.0,16.0,,1.0,4.0,12.0,5.0,,8.0,1.0,57.0,82.0,4.0,44.0,24.0,,,74.0,16.0,15.0,1.0,,8.0,4.0,2.0,148.0,2.0,,2.0,2.0,,,9.0,2.0,,2.0,24.0,,19.0,19.0,,1.0,67.0,78.0,36.0,8.0,1.0,2.0,6.0,5.0,308.0,1.0,8.0,47.0,86.0,19.0,,,,,,151.0,151.0,7.0,37.0,35.0,44.5,,,16.0,0.0,65.0,1.0,2.0,3.0,,1.0,,6.0,,3.0,70.0,227.0,8.0,8.0,95.0,37.0,44.0,17.0,4.0,25.0,21.0,,121.0,10.0,261.0,,1.0,40.0,5.0,72.0,2.0,331.0,,0.0,14.0,30.0,,9.0,3.0,554.0,,11.0,13.0,4.0,26.0,0.0
755512,21,2015-01-10 15:00:00,88,Hull,Away,180.0,12.0,,5.0,5.0,4.0,,191.0,3.0,,5.0,10.0,2.0,32.0,366.0,,,5.0,17.0,28.0,8.0,,,,,,,,,,,,,11.0,,,,,5.0,5.0,4.0,,,79.0,69.0,,,,4.0,20.0,3.0,6.0,,,2.0,14.0,5.0,,13.0,1.0,50.0,53.0,4.0,39.0,30.0,,,71.0,13.0,5.0,,,1.0,2.0,,151.0,,,,,,,8.0,,1.0,,30.0,,19.0,19.0,,5.0,116.0,80.0,40.0,5.0,,4.0,4.0,2.0,439.0,1.0,3.0,48.0,95.0,9.0,,,,,,145.0,145.0,3.0,31.0,23.0,48.5,,,20.0,0.0,109.0,,2.0,2.0,,,,7.0,,3.0,80.0,358.0,12.0,8.0,201.0,16.0,39.0,8.0,2.0,23.0,21.0,,119.0,9.0,277.0,1.0,,46.0,2.0,79.0,2.0,455.0,,0.0,12.0,15.0,,9.0,0.0,644.0,,13.0,5.0,2.0,12.0,0.0
