matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803263,11.0,2015-11-02 20:00:00,6,Spurs,Home,209.0,20.0,,1.0,1.0,,,224.0,4.0,,2.0,9.0,8.0,45.0,432.0,,1.0,30.0,20.0,19.0,8.0,2.0,3.0,,,1.0,,,2.0,,,,,,11.0,,,,,1.0,2.0,5.0,8.0,10.0,7.0,,85.0,56.0,1.0,,1.0,3.0,5.0,7.0,12.0,,,4.0,6.0,4.0,,13.0,,60.0,62.0,3.0,25.0,15.0,1.0,,0.482365,0.956201,0.115248,1.8485,0.4662,78.0,6.0,13.0,1.0,,4.0,1.0,2.0,185.0,2.0,,1.0,2.0,,,7.0,,,3.0,,,,,2.0,17.0,,19.0,19.0,1.0,2.0,124.0,115.0,62.0,3.0,2.0,3.0,9.0,6.0,503.0,,,5.0,4.0,,75.0,67.0,28.0,,,,,158.0,158.0,5.0,24.0,23.0,61.3,,1.0,10.0,0.0,,,,136.0,1.0,,1.0,,,4.0,,3.0,97.0,412.0,5.0,12.0,219.0,32.0,31.0,20.0,1.0,12.0,11.0,,140.0,11.0,323.0,,1.0,31.0,11.0,82.0,3.0,530.0,,0.0,17.0,21.0,1.0,33.0,0.0,754.0,23.0,15.0,9.0,4.0,17.0,0.0
803279,12.0,2015-11-08 16:00:00,6,Spurs,Away,131.0,15.0,1.0,2.0,1.0,1.0,,160.0,3.0,,2.0,9.0,6.0,24.0,289.0,1.0,1.0,15.0,12.0,16.0,6.0,3.0,,,,,,,,,,,,1.0,11.0,,,,,1.0,7.0,9.0,1.0,,,,48.0,62.0,1.0,,1.0,3.0,29.0,3.0,5.0,,,6.0,9.0,3.0,,19.0,3.0,68.0,63.0,3.0,26.0,17.0,1.0,,,,,,,55.0,17.0,12.0,1.0,,2.0,1.0,,155.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,1.0,18.0,,14.0,14.0,2.0,2.0,93.0,81.0,36.0,7.0,,4.0,6.0,4.0,354.0,,,1.0,1.0,,68.0,40.0,25.0,,,,,171.0,162.0,4.0,32.0,22.0,45.1,,2.0,29.0,0.0,,,,87.0,2.0,1.0,3.0,,,7.0,,3.0,81.0,270.0,17.0,10.0,152.0,27.0,35.0,32.0,1.0,14.0,13.0,,120.0,4.0,245.0,,,40.0,6.0,67.0,3.0,383.0,1.0,0.0,14.0,22.0,2.0,24.0,1.0,613.0,,8.0,16.0,6.0,15.0,0.0
803291,13.0,2015-11-22 16:00:00,6,Spurs,Home,157.0,22.0,1.0,3.0,2.0,2.0,,238.0,5.0,1.0,3.0,6.0,9.0,33.0,392.0,,1.0,21.0,10.0,12.0,12.0,,,,,,,,,,,,,,19.0,,1.0,,1.0,1.0,6.0,4.0,6.0,,,,61.0,72.0,3.0,4.0,2.0,3.0,18.0,5.0,13.0,,,7.0,10.0,3.0,2.0,23.0,,64.0,51.0,3.0,22.0,17.0,1.0,,,,,,,68.0,13.0,9.0,2.0,1.0,2.0,1.0,,160.0,4.0,1.0,2.0,3.0,1.0,,5.0,,,3.0,,,,,,18.0,2.0,22.0,22.0,,3.0,131.0,67.0,35.0,6.0,,3.0,13.0,12.0,461.0,,,3.0,2.0,,85.0,48.0,26.0,,,,,165.0,158.0,2.0,21.0,42.0,55.8,2.0,,18.0,0.0,,,,132.0,2.0,1.0,3.0,4.0,,5.0,,3.0,121.0,375.0,7.0,16.0,183.0,35.0,29.0,14.0,5.0,19.0,14.0,,159.0,6.0,320.0,,1.0,20.0,12.0,61.0,3.0,484.0,,0.0,22.0,21.0,2.0,25.0,2.0,708.0,,12.0,9.0,7.0,18.0,0.0
803293,14.0,2015-11-29 12:00:00,6,Spurs,Home,185.0,16.0,,3.0,3.0,2.0,,209.0,2.0,3.0,3.0,1.0,17.0,22.0,391.0,,1.0,26.0,10.0,12.0,8.0,,,,,,,,,,,,,,9.0,,,,,,9.0,3.0,2.0,,,,80.0,50.0,,,,,15.0,3.0,2.0,,,4.0,10.0,2.0,,18.0,1.0,49.0,44.0,,33.0,18.0,,,,,,,,73.0,14.0,9.0,,,1.0,1.0,,167.0,,,,,,,5.0,,,,,,,,,21.0,,17.0,17.0,4.0,3.0,125.0,90.0,49.0,4.0,,2.0,6.0,4.0,477.0,,,1.0,1.0,,74.0,65.0,25.0,,,,,180.0,172.0,2.0,24.0,18.0,57.7,,2.0,15.0,0.0,,,,125.0,1.0,,1.0,,,2.0,,2.0,96.0,377.0,9.0,8.0,213.0,34.0,41.0,13.0,3.0,16.0,13.0,,145.0,7.0,300.0,,3.0,31.0,17.0,67.0,2.0,497.0,,0.0,9.0,15.0,1.0,38.0,4.0,710.0,,15.0,8.0,4.0,13.0,0.0
803310,15.0,2015-12-05 15:00:00,6,Spurs,Away,211.0,14.0,1.0,2.0,1.0,2.0,,249.0,5.0,2.0,2.0,6.0,18.0,29.0,458.0,,1.0,15.0,15.0,10.0,5.0,2.0,,1.0,,,,,,,,,,,7.0,,,,,,8.0,6.0,5.0,,,,79.0,60.0,2.0,1.0,1.0,5.0,23.0,3.0,7.0,,1.0,6.0,8.0,3.0,,9.0,2.0,47.0,51.0,5.0,18.0,13.0,,1.0,,,,,,69.0,10.0,13.0,,,,,,184.0,1.0,,1.0,1.0,,,7.0,,,1.0,1.0,,,,,14.0,,14.0,14.0,,2.0,150.0,86.0,48.0,3.0,1.0,1.0,7.0,4.0,531.0,,,4.0,1.0,,85.0,43.0,30.0,,,,,155.0,150.0,1.0,31.0,23.0,64.6,,,23.0,0.0,,,,146.0,2.0,1.0,3.0,2.0,1.0,2.0,,2.0,106.0,436.0,11.0,8.0,241.0,28.0,23.0,20.0,4.0,15.0,11.0,1.0,146.0,8.0,333.0,1.0,2.0,40.0,18.0,73.0,1.0,559.0,,0.0,9.0,15.0,4.0,20.0,2.0,752.0,,14.0,14.0,6.0,14.0,0.0
803316,16.0,2015-12-13 16:00:00,6,Spurs,Home,145.0,24.0,2.0,4.0,2.0,3.0,,223.0,6.0,,6.0,10.0,19.0,34.0,364.0,1.0,,28.0,14.0,15.0,13.0,2.0,,,,,,1.0,2.0,,,,,,15.0,,,,,,8.0,8.0,,,,,62.0,60.0,1.0,2.0,,4.0,25.0,5.0,3.0,,,6.0,6.0,3.0,,17.0,1.0,52.0,50.0,4.0,22.0,16.0,1.0,,,,,,,75.0,13.0,13.0,,,3.0,,2.0,188.0,1.0,1.0,1.0,,1.0,,7.0,,,,2.0,,,,2.0,19.0,,13.0,13.0,1.0,6.0,99.0,91.0,41.0,2.0,1.0,5.0,11.0,8.0,448.0,,,1.0,1.0,,85.0,51.0,29.0,,,,,186.0,180.0,7.0,15.0,29.0,58.3,,,25.0,0.0,,,,128.0,2.0,,2.0,1.0,,7.0,,2.0,113.0,342.0,15.0,16.0,159.0,39.0,28.0,12.0,5.0,14.0,9.0,,172.0,12.0,332.0,2.0,,37.0,23.0,75.0,2.0,477.0,1.0,0.0,20.0,18.0,3.0,40.0,2.0,707.0,,17.0,4.0,6.0,13.0,0.0
803330,17.0,2015-12-19 15:00:00,6,Spurs,Away,129.0,18.0,,1.0,1.0,4.0,,150.0,3.0,2.0,6.0,6.0,11.0,26.0,278.0,1.0,,16.0,20.0,18.0,7.0,,,,,,,,2.0,,,,1.0,1.0,9.0,,,,,1.0,3.0,8.0,3.0,,,,56.0,73.0,2.0,,2.0,3.0,19.0,3.0,5.0,,,7.0,3.0,6.0,,15.0,3.0,57.0,67.0,3.0,18.0,11.0,,,,,,,,58.0,9.0,17.0,1.0,1.0,4.0,2.0,2.0,168.0,2.0,,1.0,2.0,,,5.0,,,2.0,2.0,,,,,13.0,,14.0,14.0,1.0,6.0,89.0,83.0,36.0,4.0,1.0,3.0,6.0,5.0,353.0,,,5.0,3.0,,76.0,50.0,27.0,,,,,181.0,176.0,5.0,33.0,22.0,49.0,,2.0,19.0,0.0,,,,70.0,3.0,1.0,4.0,,,4.0,,3.0,65.0,259.0,12.0,9.0,155.0,36.0,23.0,21.0,5.0,16.0,11.0,,110.0,11.0,244.0,2.0,2.0,24.0,13.0,65.0,2.0,383.0,1.0,0.0,12.0,20.0,1.0,30.0,1.0,611.0,,12.0,12.0,7.0,14.0,0.0
803337,18.0,2015-12-26 15:00:00,6,Spurs,Home,235.0,22.0,3.0,3.0,,6.0,,196.0,5.0,2.0,3.0,3.0,7.0,28.0,428.0,,2.0,23.0,12.0,18.0,7.0,3.0,,1.0,,,,,,,,,,1.0,10.0,1.0,,,,,3.0,7.0,4.0,,,,79.0,61.0,2.0,2.0,1.0,3.0,19.0,2.0,4.0,,,9.0,9.0,1.0,,14.0,3.0,38.0,58.0,3.0,12.0,3.0,,1.0,,,,,,52.0,4.0,13.0,2.0,,2.0,,,180.0,2.0,,,2.0,,1.0,8.0,,,2.0,,,,,,5.0,,21.0,21.0,,3.0,128.0,92.0,51.0,4.0,,2.0,10.0,10.0,502.0,,,1.0,4.0,,79.0,57.0,32.0,,,,1.0,168.0,161.0,3.0,24.0,30.0,59.8,,1.0,19.0,0.0,,,,146.0,1.0,2.0,3.0,1.0,1.0,3.0,,3.0,82.0,404.0,11.0,12.0,265.0,44.0,19.0,13.0,8.0,18.0,10.0,2.0,117.0,15.0,286.0,,2.0,21.0,7.0,62.0,3.0,533.0,1.0,0.0,15.0,18.0,6.0,25.0,1.0,747.0,,14.0,9.0,9.0,15.0,0.0
803351,19.0,2015-12-28 15:00:00,6,Spurs,Away,181.0,26.0,,3.0,3.0,,,232.0,3.0,,5.0,4.0,4.0,49.0,410.0,,,29.0,21.0,16.0,5.0,,,,,,,,,,,,,,9.0,,,,,,8.0,5.0,4.0,,,,75.0,63.0,,,,1.0,17.0,,5.0,,,3.0,15.0,4.0,,6.0,,53.0,48.0,1.0,22.0,10.0,,1.0,,,,,,88.0,13.0,11.0,1.0,,,,,183.0,2.0,,1.0,2.0,,,5.0,,,2.0,1.0,,,,,13.0,,25.0,25.0,1.0,5.0,129.0,72.0,40.0,5.0,,4.0,3.0,3.0,505.0,,,4.0,2.0,,81.0,78.0,29.0,,,,,179.0,171.0,6.0,21.0,30.0,62.5,,4.0,17.0,0.0,,,,138.0,,,,,,7.0,,3.0,102.0,394.0,6.0,7.0,218.0,58.0,30.0,19.0,3.0,22.0,19.0,,152.0,2.0,329.0,2.0,,21.0,4.0,87.0,1.0,525.0,,0.0,10.0,12.0,1.0,35.0,2.0,735.0,,13.0,10.0,3.0,11.0,0.0
803361,20.0,2016-01-03 16:00:00,6,Spurs,Away,218.0,17.0,3.0,4.0,2.0,1.0,,291.0,5.0,2.0,7.0,2.0,19.0,40.0,505.0,,1.0,19.0,14.0,7.0,15.0,2.0,,,,,,,1.0,,,,,,16.0,,1.0,1.0,,,4.0,8.0,4.0,,,,100.0,68.0,,,,1.0,21.0,11.0,16.0,,,4.0,9.0,4.0,,17.0,2.0,62.0,37.0,1.0,20.0,9.0,,,,,,,,74.0,11.0,7.0,,,2.0,,1.0,198.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,,9.0,2.0,19.0,19.0,1.0,8.0,141.0,76.0,59.0,4.0,1.0,4.0,14.0,4.0,578.0,,,5.0,1.0,,77.0,86.0,33.0,,,,,151.0,146.0,8.0,16.0,35.0,59.2,2.0,,21.0,0.0,,,,160.0,1.0,1.0,2.0,,,4.0,,3.0,145.0,487.0,8.0,18.0,242.0,37.0,25.0,10.0,3.0,15.0,13.0,,202.0,4.0,372.0,,2.0,9.0,21.0,68.0,1.0,599.0,,0.0,19.0,18.0,3.0,23.0,2.0,805.0,,13.0,6.0,4.0,10.0,0.0
803367,21.0,2016-01-13 20:00:00,6,Spurs,Home,142.0,6.0,4.0,10.0,6.0,3.0,,226.0,2.0,2.0,3.0,12.0,12.0,42.0,358.0,,1.0,26.0,18.0,28.0,12.0,3.0,,,,,,,1.0,,,,,1.0,16.0,,,,,,10.0,7.0,3.0,,,,72.0,58.0,1.0,1.0,,3.0,16.0,11.0,5.0,,,16.0,15.0,14.0,,19.0,1.0,63.0,56.0,3.0,28.0,11.0,,1.0,,,,,,75.0,13.0,10.0,,,2.0,1.0,1.0,173.0,,,,,,,6.0,,,,1.0,,,,1.0,15.0,1.0,15.0,15.0,1.0,3.0,103.0,97.0,57.0,8.0,,4.0,11.0,5.0,429.0,,,5.0,2.0,,87.0,78.0,48.0,,,,,187.0,178.0,8.0,25.0,18.0,61.7,,,16.0,0.0,,,,106.0,,1.0,1.0,,,5.0,,3.0,118.0,344.0,9.0,15.0,164.0,15.0,37.0,14.0,12.0,42.0,30.0,,170.0,5.0,332.0,1.0,2.0,35.0,13.0,81.0,2.0,454.0,1.0,0.0,21.0,14.0,2.0,34.0,1.0,707.0,,10.0,5.0,16.0,5.0,0.0
803378,22.0,2016-01-16 12:45:00,6,Spurs,Home,188.0,12.0,4.0,8.0,4.0,2.0,1.0,341.0,4.0,,3.0,3.0,21.0,23.0,521.0,,,17.0,9.0,17.0,13.0,4.0,,1.0,,,,,,,,,,1.0,16.0,1.0,,,,3.0,5.0,2.0,3.0,,,,81.0,61.0,1.0,1.0,1.0,1.0,16.0,6.0,6.0,,1.0,11.0,8.0,9.0,,12.0,,41.0,53.0,1.0,13.0,10.0,,,,,,,,78.0,8.0,12.0,1.0,,4.0,1.0,,200.0,1.0,,,1.0,,,4.0,,,2.0,,,,,,11.0,,11.0,11.0,2.0,3.0,181.0,82.0,51.0,3.0,3.0,9.0,9.0,11.0,596.0,,,1.0,1.0,,72.0,99.0,44.0,,,,1.0,161.0,155.0,2.0,24.0,30.0,66.6,,1.0,16.0,0.0,,,,159.0,,1.0,1.0,,1.0,9.0,,3.0,166.0,498.0,5.0,18.0,207.0,37.0,19.0,16.0,8.0,26.0,18.0,1.0,219.0,8.0,440.0,,,16.0,23.0,48.0,1.0,621.0,1.0,0.0,26.0,18.0,1.0,24.0,0.0,811.0,,9.0,9.0,11.0,15.0,0.0
803391,23.0,2016-01-23 15:00:00,6,Spurs,Away,154.0,14.0,2.0,6.0,4.0,4.0,,288.0,3.0,1.0,4.0,8.0,20.0,30.0,436.0,1.0,,26.0,15.0,19.0,16.0,2.0,,1.0,,,,1.0,2.0,1.0,1.0,,,,19.0,,,,,,5.0,8.0,4.0,,,,78.0,69.0,3.0,2.0,1.0,1.0,23.0,7.0,7.0,,1.0,10.0,7.0,9.0,,18.0,3.0,56.0,61.0,1.0,40.0,21.0,,1.0,,,,,,83.0,12.0,11.0,1.0,,3.0,1.0,2.0,172.0,3.0,,1.0,2.0,1.0,,5.0,,,2.0,2.0,,,,,22.0,1.0,7.0,7.0,1.0,5.0,130.0,65.0,42.0,3.0,1.0,5.0,16.0,11.0,511.0,,,5.0,1.0,1.0,75.0,93.0,34.0,,,,,159.0,155.0,6.0,27.0,27.0,63.9,,1.0,23.0,0.0,,,,153.0,2.0,1.0,3.0,1.0,1.0,6.0,,3.0,139.0,418.0,11.0,21.0,178.0,30.0,44.0,19.0,6.0,23.0,17.0,1.0,191.0,9.0,378.0,2.0,1.0,26.0,20.0,61.0,2.0,533.0,1.0,0.0,24.0,17.0,1.0,29.0,2.0,779.0,,12.0,15.0,10.0,14.0,0.0
803400,24.0,2016-02-02 19:45:00,6,Spurs,Away,181.0,19.0,2.0,4.0,2.0,4.0,,142.0,1.0,,5.0,4.0,10.0,29.0,319.0,,,17.0,20.0,13.0,9.0,2.0,,,,,,,,,,,,1.0,9.0,1.0,,3.0,,,5.0,7.0,4.0,,,,70.0,53.0,2.0,2.0,3.0,6.0,18.0,2.0,2.0,1.0,,8.0,5.0,3.0,,14.0,1.0,48.0,48.0,6.0,26.0,19.0,,,,,,,,51.0,9.0,8.0,2.0,,2.0,1.0,,151.0,1.0,,,1.0,,,8.0,,,1.0,2.0,,,,,19.0,3.0,15.0,15.0,1.0,5.0,113.0,87.0,37.0,6.0,1.0,7.0,5.0,6.0,404.0,,,3.0,3.0,,57.0,75.0,29.0,,,,1.0,161.0,159.0,3.0,14.0,29.0,54.2,3.0,1.0,18.0,0.0,,,,92.0,3.0,,2.0,1.0,,9.0,,3.0,62.0,314.0,12.0,12.0,207.0,36.0,28.0,6.0,8.0,17.0,9.0,,101.0,9.0,236.0,2.0,,35.0,12.0,80.0,,426.0,1.0,0.0,17.0,24.0,,23.0,2.0,629.0,,13.0,3.0,8.0,17.0,0.0
803409,25.0,2016-02-06 15:00:00,6,Spurs,Home,217.0,29.0,3.0,10.0,7.0,3.0,1.0,247.0,2.0,1.0,2.0,8.0,12.0,39.0,454.0,,2.0,22.0,14.0,11.0,17.0,3.0,,,,,,,1.0,,,,,,17.0,,,,,2.0,6.0,1.0,2.0,,,,91.0,60.0,2.0,1.0,1.0,2.0,20.0,8.0,8.0,,2.0,15.0,18.0,8.0,1.0,15.0,,56.0,51.0,2.0,14.0,11.0,,1.0,,,,,,82.0,12.0,9.0,,,4.0,2.0,1.0,184.0,1.0,,1.0,1.0,,,4.0,,,1.0,1.0,,,,1.0,13.0,,21.0,21.0,1.0,2.0,136.0,87.0,46.0,1.0,,7.0,14.0,8.0,533.0,,,1.0,4.0,,66.0,104.0,54.0,,,,,182.0,179.0,4.0,16.0,32.0,65.9,,,20.0,0.0,,,,144.0,,,,,,9.0,,3.0,141.0,440.0,11.0,21.0,231.0,47.0,17.0,25.0,11.0,39.0,28.0,,199.0,7.0,363.0,1.0,1.0,32.0,12.0,80.0,2.0,555.0,,0.0,25.0,14.0,3.0,22.0,0.0,795.0,,20.0,17.0,15.0,13.0,0.0
803418,26.0,2016-02-14 16:15:00,6,Spurs,Away,236.0,23.0,,1.0,1.0,2.0,,228.0,4.0,1.0,3.0,4.0,20.0,34.0,463.0,,1.0,13.0,18.0,11.0,2.0,,,,,,,,,,,,,1.0,5.0,1.0,,,,,6.0,14.0,5.0,,,,85.0,70.0,1.0,,2.0,5.0,19.0,1.0,12.0,,,1.0,5.0,6.0,,19.0,1.0,69.0,69.0,5.0,25.0,10.0,,,,,,,,63.0,17.0,11.0,1.0,,2.0,1.0,,166.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,3.0,13.0,,16.0,16.0,1.0,3.0,162.0,76.0,41.0,7.0,1.0,1.0,2.0,3.0,539.0,,,8.0,2.0,,75.0,60.0,18.0,,,,1.0,167.0,158.0,3.0,35.0,28.0,54.0,,3.0,19.0,0.0,,,,151.0,1.0,2.0,3.0,1.0,,2.0,,3.0,93.0,448.0,11.0,3.0,259.0,38.0,34.0,21.0,1.0,13.0,12.0,,137.0,6.0,318.0,,1.0,29.0,22.0,70.0,1.0,564.0,1.0,0.0,6.0,33.0,1.0,17.0,3.0,788.0,,12.0,14.0,1.0,27.0,0.0
803431,27.0,2016-02-28 14:05:00,6,Spurs,Home,122.0,23.0,1.0,6.0,5.0,4.0,1.0,233.0,2.0,,3.0,4.0,11.0,28.0,349.0,,,27.0,15.0,22.0,19.0,3.0,,1.0,,1.0,,2.0,3.0,,,,,,24.0,,,,,1.0,8.0,4.0,6.0,,,,44.0,62.0,5.0,4.0,1.0,1.0,10.0,6.0,3.0,,2.0,7.0,15.0,5.0,1.0,15.0,2.0,46.0,51.0,1.0,19.0,11.0,,,,,,,,86.0,11.0,14.0,,,7.0,1.0,3.0,172.0,1.0,,,,1.0,,5.0,,,,,,,,,14.0,,21.0,21.0,2.0,3.0,119.0,75.0,38.0,7.0,,7.0,16.0,15.0,428.0,,,3.0,,,60.0,49.0,55.0,,,,,167.0,161.0,4.0,23.0,30.0,57.2,,,10.0,0.0,,,,115.0,2.0,1.0,3.0,,1.0,13.0,,3.0,137.0,337.0,4.0,23.0,139.0,46.0,25.0,8.0,7.0,28.0,21.0,1.0,202.0,12.0,339.0,,,22.0,12.0,72.0,3.0,450.0,,0.0,34.0,11.0,2.0,35.0,2.0,675.0,,9.0,5.0,7.0,8.0,0.0
803438,28.0,2016-03-02 19:45:00,6,Spurs,Away,177.0,11.0,,3.0,3.0,5.0,,194.0,5.0,1.0,5.0,7.0,11.0,30.0,368.0,,,24.0,18.0,24.0,8.0,,,,,,,,,,,,,,9.0,,,,,,6.0,5.0,9.0,,,,67.0,61.0,1.0,2.0,,2.0,23.0,,11.0,,,3.0,11.0,4.0,,8.0,1.0,59.0,68.0,2.0,16.0,8.0,,,,,,,,71.0,11.0,10.0,,,,,,207.0,,,,,,,12.0,,,,,,,,,11.0,,17.0,17.0,2.0,5.0,96.0,87.0,40.0,6.0,,6.0,2.0,3.0,468.0,,,5.0,4.0,,75.0,76.0,24.0,,,,,207.0,203.0,4.0,24.0,24.0,65.1,,,23.0,0.0,,,,132.0,,2.0,2.0,,,6.0,,3.0,99.0,348.0,13.0,8.0,219.0,24.0,20.0,15.0,3.0,18.0,15.0,,156.0,18.0,301.0,,1.0,32.0,11.0,73.0,2.0,502.0,,0.0,9.0,32.0,,29.0,3.0,730.0,,24.0,4.0,3.0,22.0,0.0
803442,29.0,2016-03-05 12:45:00,6,Spurs,Home,146.0,17.0,2.0,5.0,3.0,3.0,,176.0,1.0,2.0,4.0,5.0,8.0,22.0,317.0,1.0,,28.0,16.0,9.0,15.0,2.0,,,,,,1.0,2.0,,,2.0,,,18.0,,,,,1.0,2.0,5.0,5.0,,,,58.0,77.0,2.0,1.0,1.0,1.0,22.0,8.0,11.0,,,9.0,10.0,6.0,1.0,12.0,1.0,61.0,56.0,1.0,20.0,12.0,,1.0,,,,,,68.0,10.0,8.0,1.0,,4.0,1.0,2.0,165.0,2.0,,,1.0,1.0,,1.0,,,1.0,,,,,1.0,12.0,,17.0,17.0,2.0,4.0,104.0,86.0,45.0,2.0,,4.0,15.0,11.0,410.0,,,4.0,,,72.0,51.0,38.0,,,,,184.0,182.0,7.0,27.0,37.0,51.8,,,22.0,0.0,,,,96.0,1.0,1.0,2.0,,,7.0,,3.0,86.0,307.0,11.0,19.0,175.0,46.0,22.0,22.0,9.0,26.0,17.0,,133.0,3.0,274.0,,2.0,18.0,9.0,59.0,2.0,423.0,1.0,0.0,26.0,30.0,,34.0,2.0,675.0,,22.0,9.0,9.0,23.0,0.0
803459,30.0,2016-03-13 16:00:00,6,Spurs,Away,244.0,21.0,1.0,1.0,1.0,1.0,,232.0,4.0,,6.0,6.0,22.0,31.0,475.0,,2.0,17.0,13.0,9.0,13.0,,,,,,,,,,,,,1.0,18.0,,1.0,,,1.0,3.0,8.0,4.0,,,,95.0,72.0,3.0,2.0,1.0,1.0,25.0,5.0,11.0,,,8.0,5.0,4.0,,18.0,,53.0,42.0,1.0,26.0,18.0,,,,,,,,67.0,6.0,5.0,2.0,,,,,192.0,2.0,1.0,2.0,1.0,1.0,,9.0,,,1.0,2.0,,,,,20.0,2.0,14.0,14.0,,6.0,138.0,90.0,52.0,5.0,,5.0,10.0,8.0,549.0,,,4.0,,,56.0,75.0,26.0,,,,,163.0,152.0,2.0,31.0,30.0,62.5,1.0,,25.0,0.0,,,,149.0,1.0,1.0,2.0,,,6.0,,3.0,108.0,459.0,7.0,15.0,273.0,34.0,37.0,13.0,6.0,14.0,9.0,,150.0,2.0,315.0,2.0,,28.0,22.0,67.0,2.0,574.0,1.0,0.0,19.0,21.0,5.0,22.0,0.0,779.0,,10.0,8.0,8.0,18.0,0.0
803464,31.0,2016-03-20 16:00:00,6,Spurs,Home,271.0,30.0,1.0,4.0,3.0,2.0,,253.0,4.0,1.0,1.0,5.0,13.0,46.0,520.0,,1.0,19.0,9.0,16.0,11.0,,,1.0,,,,,,,,,,,16.0,,,,,,6.0,2.0,,,,,85.0,53.0,1.0,1.0,1.0,4.0,15.0,1.0,20.0,,,4.0,7.0,2.0,,16.0,,60.0,48.0,4.0,18.0,12.0,,,,,,,,74.0,11.0,6.0,2.0,,2.0,1.0,,175.0,2.0,,2.0,2.0,,,4.0,,,3.0,2.0,,,,,14.0,,15.0,15.0,2.0,1.0,178.0,86.0,55.0,5.0,1.0,7.0,6.0,8.0,584.0,,,,4.0,,101.0,57.0,26.0,,,,,140.0,133.0,1.0,24.0,25.0,62.8,,,15.0,0.0,,,,163.0,,,,,1.0,8.0,,3.0,108.0,506.0,8.0,13.0,285.0,47.0,25.0,10.0,3.0,13.0,10.0,1.0,150.0,9.0,329.0,2.0,1.0,24.0,14.0,79.0,3.0,601.0,,0.0,17.0,20.0,1.0,25.0,0.0,784.0,,10.0,6.0,4.0,16.0,0.0
