matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128393,11.0,2020-12-06 16:30:00,6,Spurs,Home,135.0,11.0,,,,,,59.0,7.0,,,5.0,2.0,15.0,194.0,,,11.0,19.0,19.0,1.0,,,1.0,0.0,1.0,,,1.0,,,,,,4.0,0.0,,,,,11.0,6.0,5.0,2.0,3.0,,34.0,47.0,,,,1.0,10.0,1.0,11.0,,,3.0,1.0,2.0,0.0,9.0,2.0,60.0,49.0,1.0,55.0,33.0,,,34.0,17.0,16.0,12.0,1.0,1.0,2.0,,1.0,122.0,2.0,,1.0,2.0,,1.0,11.0,,,2.0,,,,,1.0,33.0,,5.0,5.0,,0.0,,71.0,45.0,18.0,9.0,1.0,,3.0,3.0,264.0,,,2.0,2.0,0.0,21.0,23.0,10.0,,,,,134.0,134.0,,36.0,9.0,30.2,,,,1.0,10.0,0.0,,,,61.0,2.0,,2.0,,1.0,1.0,1.0,,0.0,3.0,17.0,19.0,179.0,5.0,3.0,183.0,34.0,55.0,11.0,3.0,6.0,3.0,2.0,35.0,6.0,111.0,,,20.0,2.0,49.0,1.0,288.0,,0.0,5.0,13.0,,14.0,1.0,458.0,5.0,12.0,0.0,5.0,3.0,7.0,0.0
2128397,12.0,2020-12-13 14:15:00,6,Spurs,Away,139.0,25.0,1.0,2.0,1.0,1.0,,228.0,5.0,,7.0,5.0,1.0,32.0,365.0,,1.0,15.0,22.0,10.0,3.0,3.0,1.0,,0.0,1.0,,1.0,3.0,,,,,,9.0,0.0,,,,1.0,7.0,11.0,5.0,7.0,7.0,,70.0,64.0,1.0,2.0,,2.0,12.0,3.0,7.0,,,7.0,4.0,6.0,0.0,6.0,1.0,50.0,49.0,2.0,12.0,7.0,1.0,,33.0,59.0,11.0,14.0,1.0,,6.0,2.0,3.0,144.0,1.0,,,1.0,,,6.0,,,1.0,,,,,1.0,7.0,2.0,4.0,4.0,1.0,0.0,7.0,118.0,65.0,37.0,4.0,0.0,3.0,4.0,6.0,435.0,,,5.0,2.0,0.0,100.0,63.0,36.0,,,,,140.0,140.0,4.0,23.0,27.0,57.1,,2.0,,,12.0,0.0,,,,125.0,3.0,1.0,4.0,,,,5.0,,0.0,3.0,10.0,109.0,346.0,7.0,7.0,159.0,49.0,12.0,10.0,7.0,19.0,12.0,,156.0,5.0,317.0,,,15.0,2.0,56.0,,457.0,,0.0,14.0,20.0,2.0,22.0,1.0,638.0,16.0,11.0,0.0,5.0,7.0,13.0,0.0
2128414,13.0,2020-12-16 20:00:00,6,Spurs,Away,99.0,12.0,1.0,1.0,,2.0,,58.0,4.0,,6.0,3.0,1.0,18.0,156.0,,1.0,11.0,19.0,15.0,3.0,1.0,1.0,,,,,1.0,1.0,,,,,,6.0,,,,1.0,,6.0,15.0,2.0,5.0,3.0,,37.0,75.0,3.0,3.0,1.0,1.0,15.0,,8.0,,1.0,4.0,3.0,2.0,,3.0,4.0,47.0,52.0,1.0,29.0,19.0,,1.0,32.0,38.0,9.0,7.0,1.0,,2.0,1.0,1.0,134.0,1.0,,1.0,1.0,,,5.0,,,1.0,1.0,,,,1.0,19.0,1.0,14.0,14.0,1.0,,6.0,40.0,63.0,25.0,7.0,,4.0,1.0,2.0,232.0,,,5.0,1.0,,19.0,47.0,12.0,,,,,137.0,137.0,1.0,40.0,20.0,24.2,1.0,,,,15.0,0.0,,,,43.0,8.0,1.0,9.0,,,,6.0,,,3.0,18.0,25.0,142.0,8.0,5.0,136.0,37.0,29.0,13.0,4.0,10.0,6.0,,55.0,7.0,128.0,1.0,,23.0,2.0,57.0,,254.0,,0.0,8.0,26.0,1.0,14.0,2.0,443.0,6.0,14.0,,4.0,4.0,14.0,0.0
2128424,14.0,2020-12-20 14:15:00,6,Spurs,Home,202.0,22.0,3.0,9.0,6.0,2.0,,215.0,5.0,,5.0,2.0,5.0,26.0,408.0,,,17.0,24.0,30.0,3.0,3.0,5.0,,,1.0,,1.0,2.0,1.0,,,,,1.0,,,,,,11.0,13.0,5.0,5.0,3.0,,72.0,69.0,1.0,1.0,,1.0,8.0,1.0,9.0,,,5.0,11.0,6.0,,12.0,2.0,66.0,76.0,1.0,13.0,5.0,,1.0,32.0,67.0,15.0,14.0,,,5.0,1.0,2.0,171.0,,,,,,,6.0,,,,,,,,,5.0,,8.0,8.0,2.0,,5.0,134.0,81.0,51.0,3.0,,3.0,3.0,3.0,494.0,,,7.0,2.0,1.0,39.0,68.0,40.0,1.0,1.0,1.0,,164.0,164.0,5.0,30.0,27.0,56.4,,,,,8.0,0.0,,,,141.0,1.0,2.0,3.0,,,,4.0,,,3.0,17.0,102.0,387.0,2.0,6.0,237.0,52.0,13.0,19.0,5.0,23.0,18.0,,157.0,6.0,304.0,,,16.0,5.0,57.0,2.0,518.0,1.0,0.0,8.0,20.0,,23.0,2.0,710.0,27.0,11.0,,12.0,5.0,12.0,0.0
2128435,15.0,2020-12-27 19:15:00,6,Spurs,Away,212.0,22.0,,2.0,2.0,,1.0,157.0,4.0,,3.0,1.0,1.0,22.0,367.0,1.0,,13.0,21.0,19.0,3.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,3.0,,,,,1.0,9.0,7.0,4.0,4.0,2.0,,72.0,59.0,,,,2.0,15.0,1.0,14.0,,,2.0,2.0,2.0,,11.0,3.0,68.0,59.0,2.0,25.0,14.0,,,26.0,36.0,13.0,20.0,1.0,,2.0,1.0,1.0,168.0,1.0,,1.0,,1.0,,4.0,,,,,,,,,14.0,,11.0,11.0,4.0,,3.0,112.0,63.0,34.0,9.0,,1.0,4.0,3.0,435.0,,,3.0,,,43.0,67.0,16.0,,,,,140.0,140.0,3.0,26.0,21.0,45.2,,2.0,,,15.0,0.0,,,,114.0,4.0,1.0,5.0,,,1.0,2.0,1.0,,3.0,14.0,59.0,343.0,7.0,5.0,242.0,40.0,25.0,16.0,2.0,7.0,5.0,1.0,92.0,4.0,231.0,,,17.0,2.0,51.0,,466.0,3.0,0.0,6.0,14.0,1.0,18.0,1.0,644.0,14.0,10.0,,6.0,2.0,7.0,0.0
2128444,16.0,2021-01-13 20:15:00,6,Spurs,Home,222.0,10.0,1.0,8.0,7.0,2.0,,213.0,7.0,,,4.0,4.0,18.0,427.0,,,19.0,24.0,19.0,9.0,,4.0,1.0,,,,,1.0,,,,,,10.0,,,,1.0,,8.0,10.0,5.0,10.0,5.0,,76.0,57.0,7.0,6.0,1.0,3.0,17.0,3.0,18.0,,,6.0,11.0,4.0,,9.0,2.0,68.0,60.0,3.0,16.0,10.0,,,30.0,54.0,13.0,14.0,1.0,,1.0,,1.0,169.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,10.0,1.0,13.0,13.0,1.0,,,155.0,81.0,51.0,5.0,,4.0,6.0,6.0,495.0,,,6.0,3.0,,55.0,69.0,29.0,,,,,141.0,141.0,6.0,19.0,28.0,52.4,1.0,2.0,,,17.0,0.0,,,,122.0,2.0,1.0,3.0,,2.0,1.0,6.0,,,2.0,14.0,81.0,405.0,11.0,10.0,252.0,34.0,16.0,17.0,6.0,21.0,15.0,1.0,116.0,4.0,291.0,,,20.0,5.0,55.0,2.0,522.0,1.0,0.0,15.0,14.0,,23.0,1.0,720.0,26.0,11.0,,13.0,6.0,7.0,0.0
2128454,17.0,2021-01-02 12:30:00,6,Spurs,Home,112.0,23.0,2.0,4.0,2.0,,1.0,153.0,9.0,,4.0,4.0,3.0,24.0,261.0,,,15.0,8.0,14.0,9.0,2.0,1.0,,,,,,,,1.0,,,1.0,12.0,1.0,,,,6.0,9.0,10.0,8.0,14.0,6.0,,55.0,70.0,3.0,2.0,2.0,1.0,17.0,4.0,12.0,,1.0,3.0,1.0,1.0,1.0,13.0,1.0,55.0,70.0,1.0,23.0,10.0,,,37.0,53.0,15.0,13.0,1.0,,5.0,3.0,,145.0,2.0,1.0,2.0,1.0,1.0,,10.0,,,1.0,,,,,,10.0,,11.0,11.0,1.0,,4.0,66.0,68.0,34.0,5.0,1.0,4.0,9.0,7.0,323.0,,,4.0,3.0,,33.0,57.0,17.0,,,,1.0,135.0,135.0,7.0,24.0,31.0,36.7,,,,,17.0,0.0,,,,81.0,3.0,2.0,5.0,1.0,1.0,,9.0,,,3.0,13.0,72.0,244.0,13.0,13.0,137.0,48.0,23.0,26.0,3.0,8.0,5.0,,111.0,6.0,218.0,,,14.0,4.0,56.0,,347.0,,1.0,20.0,24.0,,20.0,2.0,561.0,35.0,17.0,,19.0,3.0,15.0,0.0
2128457,18.0,2021-03-21 19:30:00,6,Spurs,Away,178.0,13.0,2.0,3.0,1.0,,,158.0,3.0,,3.0,4.0,7.0,20.0,333.0,,,17.0,18.0,19.0,3.0,2.0,3.0,,,,,,,,,,,,5.0,1.0,,,,,4.0,4.0,4.0,6.0,3.0,,73.0,60.0,1.0,,2.0,,14.0,3.0,9.0,,,8.0,5.0,4.0,,14.0,1.0,64.0,74.0,,26.0,11.0,,,43.0,45.0,13.0,18.0,2.0,,4.0,2.0,,156.0,1.0,,1.0,1.0,,,4.0,,,1.0,2.0,,,,,11.0,,8.0,8.0,2.0,,3.0,95.0,59.0,31.0,5.0,,2.0,4.0,3.0,394.0,,,5.0,2.0,,78.0,28.0,28.0,,,,1.0,152.0,152.0,5.0,26.0,21.0,49.9,,,,,14.0,0.0,,,,97.0,,1.0,1.0,,,,3.0,,,3.0,25.0,77.0,320.0,3.0,6.0,201.0,32.0,26.0,29.0,6.0,17.0,11.0,,117.0,5.0,237.0,2.0,,13.0,8.0,48.0,1.0,421.0,,0.0,9.0,18.0,,20.0,2.0,646.0,24.0,20.0,,19.0,8.0,12.0,0.0
2128473,19.0,2021-01-17 14:00:00,6,Spurs,Away,304.0,17.0,2.0,2.0,,,,179.0,4.0,,8.0,3.0,8.0,21.0,481.0,,1.0,21.0,26.0,17.0,7.0,1.0,2.0,,,,,,,,,,,1.0,11.0,,,,1.0,1.0,1.0,7.0,8.0,5.0,9.0,,81.0,62.0,2.0,1.0,1.0,2.0,11.0,5.0,8.0,,,7.0,5.0,1.0,,8.0,1.0,56.0,59.0,2.0,17.0,12.0,,1.0,31.0,44.0,4.0,13.0,1.0,,,,,188.0,3.0,1.0,2.0,2.0,1.0,,5.0,,,2.0,1.0,,,,,12.0,1.0,11.0,11.0,2.0,,8.0,156.0,80.0,44.0,5.0,2.0,3.0,8.0,5.0,554.0,,,7.0,3.0,,52.0,57.0,25.0,,,,,145.0,145.0,4.0,25.0,21.0,58.0,1.0,,,1.0,11.0,0.0,,,,155.0,1.0,3.0,4.0,,,,4.0,,,3.0,17.0,80.0,460.0,3.0,11.0,332.0,37.0,17.0,23.0,7.0,13.0,6.0,,116.0,4.0,261.0,1.0,,18.0,9.0,53.0,1.0,580.0,,0.0,14.0,17.0,3.0,23.0,0.0,776.0,25.0,10.0,,12.0,7.0,8.0,0.0
2128485,20.0,2021-01-28 20:00:00,6,Spurs,Home,288.0,26.0,,,,2.0,,210.0,7.0,1.0,5.0,3.0,3.0,27.0,498.0,,,11.0,11.0,12.0,1.0,,,1.0,,,,,,,1.0,,,,3.0,,,,,,5.0,11.0,3.0,1.0,2.0,,97.0,59.0,,,,1.0,16.0,,13.0,,1.0,1.0,1.0,3.0,,4.0,2.0,41.0,46.0,1.0,18.0,8.0,1.0,1.0,29.0,73.0,9.0,10.0,,,,,,176.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,2.0,8.0,,11.0,11.0,,,5.0,161.0,71.0,43.0,2.0,1.0,,2.0,2.0,566.0,,,1.0,2.0,,75.0,57.0,14.0,,,,,133.0,133.0,3.0,25.0,23.0,49.8,,,,,16.0,0.0,,,,158.0,3.0,1.0,4.0,,,1.0,1.0,,,3.0,13.0,86.0,477.0,8.0,2.0,315.0,55.0,18.0,16.0,1.0,5.0,4.0,1.0,130.0,5.0,282.0,,1.0,9.0,3.0,57.0,2.0,592.0,,0.0,3.0,14.0,2.0,17.0,1.0,745.0,10.0,14.0,,10.0,1.0,8.0,0.0
2128487,21.0,2021-01-31 19:15:00,6,Spurs,Away,217.0,15.0,1.0,3.0,2.0,1.0,,241.0,9.0,,5.0,6.0,7.0,28.0,455.0,,,21.0,7.0,11.0,6.0,1.0,1.0,,,,,1.0,1.0,,,,,,6.0,,,,,,7.0,11.0,5.0,3.0,5.0,,70.0,60.0,,,,1.0,17.0,3.0,7.0,2.0,,2.0,9.0,4.0,,6.0,2.0,44.0,51.0,1.0,22.0,15.0,,,36.0,58.0,11.0,11.0,,,2.0,,1.0,167.0,,,,,,,10.0,,,,,,,,,15.0,,10.0,10.0,4.0,,5.0,153.0,69.0,38.0,9.0,,1.0,6.0,4.0,531.0,,,6.0,,,61.0,72.0,25.0,,,,,147.0,147.0,3.0,30.0,19.0,56.8,,,,,17.0,0.0,,,,166.0,3.0,1.0,2.0,,2.0,,1.0,,,3.0,15.0,108.0,433.0,4.0,7.0,251.0,37.0,22.0,29.0,2.0,15.0,13.0,,151.0,3.0,320.0,,,18.0,9.0,60.0,1.0,556.0,,0.0,8.0,13.0,,26.0,1.0,746.0,14.0,9.0,,16.0,2.0,6.0,0.0
2128505,22.0,2021-02-04 20:00:00,6,Spurs,Home,229.0,23.0,,2.0,2.0,2.0,1.0,147.0,8.0,,5.0,5.0,5.0,20.0,374.0,,,14.0,19.0,14.0,3.0,1.0,,,,1.0,,,1.0,,,,,,5.0,,,,,1.0,15.0,12.0,4.0,3.0,4.0,,67.0,47.0,1.0,1.0,,1.0,22.0,,13.0,,,2.0,6.0,2.0,,7.0,1.0,62.0,55.0,1.0,19.0,11.0,,,40.0,41.0,20.0,14.0,,,3.0,2.0,1.0,154.0,,,,,,,9.0,,,,,,,,,11.0,,13.0,13.0,1.0,,5.0,121.0,60.0,31.0,7.0,,3.0,1.0,2.0,430.0,,,7.0,,,37.0,45.0,18.0,1.0,1.0,1.0,,118.0,118.0,3.0,24.0,14.0,42.0,,,,,22.0,0.0,,,,115.0,1.0,,1.0,,,,5.0,,,2.0,17.0,80.0,351.0,4.0,4.0,261.0,46.0,19.0,17.0,1.0,11.0,10.0,,108.0,7.0,207.0,,,15.0,7.0,53.0,,457.0,,0.0,7.0,13.0,,20.0,2.0,620.0,13.0,10.0,,14.0,2.0,8.0,0.0
2128514,23.0,2021-02-07 12:00:00,6,Spurs,Home,215.0,10.0,1.0,1.0,,1.0,,293.0,2.0,,2.0,5.0,3.0,14.0,507.0,1.0,,19.0,25.0,14.0,7.0,,2.0,2.0,,,,,,,,,,,10.0,,,,,1.0,12.0,4.0,,9.0,4.0,,78.0,56.0,2.0,2.0,2.0,,19.0,3.0,3.0,,,8.0,10.0,3.0,,11.0,1.0,68.0,53.0,,8.0,4.0,,,35.0,58.0,16.0,12.0,1.0,,2.0,1.0,,190.0,2.0,,2.0,2.0,,1.0,4.0,,,2.0,1.0,,,,,4.0,,4.0,4.0,,,2.0,152.0,63.0,39.0,,1.0,2.0,7.0,6.0,566.0,,,,2.0,,55.0,81.0,34.0,,,,,148.0,148.0,3.0,21.0,29.0,65.6,,,,,19.0,0.0,,,,169.0,1.0,,1.0,,,2.0,4.0,,,3.0,17.0,114.0,490.0,6.0,9.0,231.0,26.0,8.0,23.0,6.0,20.0,14.0,3.0,160.0,4.0,378.0,1.0,,13.0,3.0,35.0,1.0,589.0,1.0,0.0,13.0,17.0,1.0,23.0,1.0,763.0,25.0,16.0,,10.0,8.0,10.0,0.0
2128522,24.0,2021-02-13 17:30:00,6,Spurs,Away,253.0,17.0,,1.0,1.0,2.0,,139.0,5.0,,4.0,2.0,5.0,18.0,391.0,,,8.0,9.0,9.0,2.0,,,,,,1.0,,1.0,,,,,,6.0,,,,1.0,,8.0,11.0,4.0,3.0,4.0,,79.0,48.0,,,,,11.0,2.0,17.0,,,2.0,4.0,2.0,,7.0,1.0,60.0,64.0,,14.0,7.0,1.0,,30.0,32.0,13.0,12.0,,,2.0,,1.0,146.0,,,,,,,6.0,,,,,,,,,7.0,1.0,8.0,8.0,1.0,,4.0,119.0,52.0,33.0,4.0,,,2.0,3.0,433.0,,,5.0,1.0,,49.0,30.0,10.0,1.0,1.0,1.0,,108.0,108.0,,30.0,13.0,39.6,1.0,,,,11.0,0.0,,,,112.0,2.0,1.0,3.0,,1.0,,2.0,,,3.0,15.0,48.0,370.0,5.0,2.0,279.0,36.0,14.0,34.0,2.0,8.0,6.0,,70.0,3.0,185.0,,,13.0,5.0,43.0,,456.0,,0.0,7.0,23.0,,8.0,3.0,623.0,6.0,14.0,,20.0,2.0,9.0,0.0
2128534,25.0,2021-02-21 12:00:00,6,Spurs,Away,219.0,20.0,2.0,6.0,4.0,2.0,,258.0,8.0,,3.0,1.0,1.0,14.0,471.0,,,13.0,23.0,20.0,13.0,1.0,3.0,,,1.0,,,2.0,,,1.0,,,13.0,,1.0,,,2.0,7.0,4.0,,8.0,12.0,,79.0,59.0,,,,4.0,13.0,3.0,8.0,,,7.0,14.0,7.0,,11.0,,61.0,58.0,4.0,15.0,7.0,,,29.0,54.0,7.0,11.0,,,4.0,2.0,2.0,195.0,1.0,1.0,1.0,,1.0,,8.0,,,,1.0,,,,,7.0,2.0,7.0,7.0,1.0,,3.0,140.0,62.0,39.0,5.0,1.0,10.0,5.0,4.0,546.0,,,,,,75.0,54.0,32.0,,,,,160.0,160.0,1.0,27.0,25.0,69.2,1.0,,,,13.0,0.0,,,,155.0,2.0,,2.0,,,,13.0,,,3.0,14.0,105.0,449.0,2.0,15.0,260.0,36.0,15.0,23.0,7.0,30.0,23.0,,141.0,4.0,339.0,1.0,,24.0,1.0,45.0,,569.0,,0.0,20.0,16.0,1.0,14.0,3.0,764.0,34.0,14.0,,11.0,7.0,7.0,0.0
2128544,26.0,2021-02-28 14:00:00,6,Spurs,Home,352.0,28.0,1.0,1.0,1.0,1.0,,179.0,4.0,,6.0,4.0,6.0,40.0,530.0,,1.0,16.0,27.0,24.0,10.0,1.0,1.0,4.0,,,,,,,,,,,15.0,,,,,,4.0,6.0,4.0,9.0,7.0,,103.0,68.0,3.0,2.0,1.0,1.0,18.0,2.0,4.0,,,3.0,3.0,5.0,,5.0,1.0,47.0,63.0,1.0,26.0,16.0,,,29.0,48.0,6.0,10.0,1.0,,,,,190.0,3.0,,3.0,3.0,,,6.0,,,4.0,1.0,,,,,16.0,,9.0,9.0,1.0,,6.0,177.0,63.0,40.0,4.0,3.0,6.0,8.0,7.0,614.0,,,3.0,,,38.0,65.0,22.0,,,,,137.0,137.0,1.0,34.0,23.0,58.3,,,,,18.0,0.0,,,,163.0,3.0,,3.0,,,4.0,7.0,,,3.0,17.0,76.0,514.0,7.0,14.0,403.0,60.0,26.0,23.0,3.0,10.0,8.0,4.0,107.0,5.0,240.0,1.0,,15.0,6.0,79.0,,633.0,1.0,0.0,16.0,12.0,1.0,18.0,0.0,815.0,13.0,12.0,,17.0,3.0,9.0,0.0
2128553,27.0,2021-03-07 19:15:00,6,Spurs,Home,330.0,36.0,1.0,6.0,5.0,,,282.0,2.0,,5.0,1.0,3.0,36.0,606.0,,,10.0,22.0,19.0,6.0,1.0,1.0,,,,,,1.0,,,,,,10.0,,,,,,5.0,3.0,2.0,9.0,3.0,,100.0,61.0,4.0,1.0,3.0,4.0,19.0,3.0,12.0,,1.0,1.0,8.0,4.0,,6.0,,59.0,72.0,4.0,20.0,12.0,,,33.0,61.0,8.0,16.0,2.0,,1.0,,1.0,165.0,4.0,,3.0,4.0,,,2.0,,,4.0,,,,,,12.0,,19.0,19.0,2.0,,5.0,207.0,70.0,51.0,5.0,2.0,4.0,7.0,5.0,666.0,,,1.0,1.0,,68.0,89.0,23.0,,,,,125.0,125.0,5.0,26.0,25.0,64.2,,,,2.0,19.0,0.0,,,,218.0,,,,,,,4.0,1.0,,3.0,23.0,109.0,583.0,7.0,11.0,360.0,55.0,20.0,23.0,1.0,13.0,12.0,,141.0,2.0,343.0,,,14.0,3.0,61.0,1.0,690.0,,0.0,12.0,27.0,,11.0,2.0,887.0,23.0,13.0,,11.0,1.0,17.0,0.0
2128556,28.0,2021-03-14 16:30:00,6,Spurs,Away,255.0,20.0,1.0,2.0,1.0,1.0,,143.0,4.0,2.0,5.0,7.0,3.0,35.0,396.0,,,18.0,11.0,23.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,,,,,,2.0,,,,1.0,1.0,5.0,6.0,7.0,4.0,2.0,,71.0,49.0,,,,4.0,20.0,1.0,9.0,,,3.0,5.0,3.0,,10.0,1.0,53.0,65.0,4.0,24.0,12.0,,,23.0,34.0,14.0,12.0,,,3.0,,2.0,139.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,1.0,12.0,1.0,6.0,6.0,,,5.0,138.0,64.0,39.0,6.0,,,3.0,3.0,462.0,,,2.0,1.0,,43.0,53.0,15.0,1.0,1.0,1.0,,127.0,127.0,2.0,27.0,13.0,47.4,1.0,3.0,,,20.0,0.0,,,,134.0,,1.0,1.0,1.0,,,2.0,1.0,,3.0,6.0,46.0,381.0,14.0,3.0,289.0,41.0,24.0,22.0,3.0,11.0,8.0,,72.0,5.0,204.0,,2.0,24.0,4.0,68.0,1.0,482.0,,1.0,6.0,18.0,,21.0,2.0,662.0,9.0,7.0,,12.0,3.0,13.0,0.0
2128573,29.0,2021-04-21 18:00:00,6,Spurs,Home,263.0,15.0,2.0,4.0,2.0,2.0,,250.0,1.0,,7.0,,6.0,15.0,509.0,,,26.0,13.0,17.0,5.0,1.0,1.0,,,,,,1.0,,,,,,9.0,1.0,,,,,7.0,5.0,5.0,8.0,4.0,,91.0,67.0,,,1.0,,39.0,4.0,10.0,,2.0,5.0,7.0,1.0,,12.0,1.0,62.0,59.0,,13.0,8.0,,,25.0,45.0,10.0,14.0,,,2.0,,1.0,188.0,,,,,,,1.0,,,1.0,1.0,,,,,8.0,,8.0,8.0,,,7.0,151.0,77.0,55.0,5.0,2.0,2.0,4.0,3.0,592.0,,,2.0,2.0,,92.0,55.0,24.0,,,,1.0,160.0,160.0,,27.0,31.0,61.7,,,3.0,,39.0,0.0,,,,180.0,3.0,1.0,4.0,,1.0,,5.0,,,3.0,14.0,94.0,494.0,17.0,6.0,301.0,31.0,13.0,28.0,3.0,11.0,8.0,,133.0,5.0,320.0,1.0,,20.0,6.0,47.0,2.0,610.0,3.0,0.0,12.0,18.0,1.0,28.0,2.0,833.0,38.0,17.0,,11.0,5.0,10.0,0.0
2128583,30.0,2021-04-04 14:05:00,6,Spurs,Away,222.0,9.0,,2.0,2.0,1.0,,207.0,3.0,1.0,9.0,4.0,11.0,17.0,427.0,,2.0,8.0,17.0,23.0,4.0,,1.0,1.0,,1.0,,,3.0,,,,,1.0,6.0,,,1.0,,1.0,8.0,17.0,5.0,7.0,4.0,,79.0,64.0,2.0,1.0,2.0,1.0,14.0,2.0,11.0,,,3.0,7.0,1.0,,7.0,3.0,53.0,65.0,1.0,24.0,13.0,,1.0,32.0,52.0,14.0,13.0,2.0,,6.0,3.0,3.0,167.0,1.0,,1.0,1.0,,,6.0,,,2.0,1.0,,,,,13.0,1.0,14.0,14.0,3.0,,9.0,134.0,70.0,41.0,7.0,,2.0,3.0,5.0,503.0,,,9.0,1.0,,73.0,42.0,27.0,,,,,136.0,136.0,4.0,27.0,22.0,58.8,1.0,2.0,1.0,,14.0,0.0,,,,141.0,3.0,1.0,4.0,,,1.0,4.0,,,3.0,16.0,68.0,415.0,8.0,5.0,256.0,34.0,24.0,19.0,3.0,14.0,11.0,1.0,104.0,7.0,279.0,1.0,1.0,21.0,12.0,53.0,3.0,521.0,,0.0,11.0,14.0,2.0,8.0,2.0,714.0,20.0,15.0,,15.0,3.0,8.0,0.0
2128593,31.0,2021-04-11 16:30:00,6,Spurs,Home,211.0,16.0,,1.0,1.0,,1.0,146.0,3.0,,6.0,3.0,4.0,22.0,356.0,,,17.0,17.0,7.0,7.0,1.0,3.0,,,,,,,,,,,,8.0,,,,,1.0,10.0,9.0,3.0,9.0,3.0,,79.0,55.0,1.0,,1.0,1.0,29.0,3.0,14.0,,,7.0,8.0,2.0,,8.0,4.0,61.0,53.0,1.0,14.0,3.0,,,35.0,54.0,11.0,15.0,1.0,,,1.0,,153.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,,3.0,1.0,11.0,11.0,2.0,,6.0,97.0,59.0,34.0,5.0,,4.0,5.0,3.0,414.0,,,3.0,1.0,,57.0,50.0,23.0,,,,,138.0,138.0,6.0,23.0,18.0,46.8,,3.0,,,29.0,0.0,,,,110.0,2.0,2.0,4.0,,1.0,,6.0,,,3.0,18.0,76.0,338.0,13.0,9.0,241.0,36.0,14.0,21.0,7.0,18.0,11.0,,111.0,3.0,216.0,,,12.0,5.0,49.0,3.0,439.0,,0.0,12.0,21.0,1.0,20.0,1.0,643.0,21.0,12.0,,10.0,7.0,13.0,0.0
