matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442205,21.0,2013-01-01 15:00:00,6,Spurs,Home,196.0,6.0,2.0,6.0,4.0,,,354.0,3.0,,4.0,8.0,14.0,35.0,544.0,,1.0,17.0,10.0,12.0,26.0,1.0,,1.0,,,,,,,,,,29.0,,,,,5.0,2.0,,,,113.0,53.0,2.0,2.0,,,12.0,1.0,1.0,,12.0,15.0,4.0,1.0,9.0,1.0,37.0,43.0,,20.0,13.0,,,69.0,10.0,11.0,2.0,2.0,1.0,,181.0,3.0,1.0,2.0,2.0,1.0,,6.0,,,2.0,,,,,,21.0,,19.0,15.0,,4.0,148.0,72.0,49.0,3.0,,8.0,22.0,11.0,,,,2.0,3.0,,97.0,104.0,20.0,,,,139.0,127.0,2.0,23.0,24.0,68.0,,,,0.0,,,,169.0,2.0,,,2.0,1.0,11.0,1.0,3.0,175.0,,30.0,206.0,10.0,32.0,14.0,9.0,29.0,20.0,1.0,212.0,2.0,434.0,,,25.0,14.0,52.0,2.0,611.0,,0.0,34.0,13.0,2.0,19.0,0.0,814.0,,11.0,7.0,12.0,12.0,0.0
442215,22.0,2013-01-12 12:45:00,6,Spurs,Away,190.0,10.0,3.0,3.0,,,,318.0,6.0,1.0,7.0,3.0,17.0,32.0,505.0,,,14.0,7.0,11.0,8.0,3.0,,,,2.0,,1.0,3.0,,1.0,,,12.0,,,,,1.0,3.0,,,,85.0,67.0,,1.0,,2.0,3.0,10.0,,,6.0,2.0,3.0,,20.0,,56.0,54.0,2.0,12.0,8.0,,,87.0,9.0,9.0,,4.0,1.0,3.0,180.0,,,,,,,6.0,,,,1.0,,,,1.0,22.0,1.0,28.0,23.0,,8.0,160.0,62.0,42.0,2.0,,4.0,7.0,7.0,,,,1.0,3.0,,100.0,68.0,22.0,,,,165.0,146.0,5.0,18.0,35.0,61.9,,,,0.0,,,,160.0,,,,2.0,,8.0,,3.0,136.0,,11.0,204.0,19.0,31.0,19.0,6.0,12.0,6.0,2.0,183.0,1.0,393.0,1.0,1.0,17.0,18.0,48.0,1.0,585.0,,0.0,18.0,26.0,2.0,21.0,1.0,803.0,,14.0,8.0,6.0,20.0,0.0
442225,23.0,2013-01-20 16:00:00,6,Spurs,Home,116.0,8.0,3.0,8.0,5.0,2.0,2.0,187.0,5.0,2.0,6.0,4.0,6.0,25.0,295.0,,3.0,19.0,17.0,14.0,14.0,,,,,,,,,,,,1.0,23.0,,,,1.0,4.0,1.0,,,,46.0,52.0,2.0,1.0,1.0,4.0,11.0,7.0,,,9.0,12.0,9.0,,12.0,,47.0,58.0,4.0,16.0,10.0,,,64.0,8.0,14.0,1.0,3.0,6.0,,134.0,1.0,,1.0,1.0,,,13.0,,,1.0,,,,,1.0,19.0,,28.0,20.0,4.0,6.0,113.0,81.0,41.0,4.0,,3.0,12.0,8.0,,,,1.0,,,65.0,52.0,30.0,,,,174.0,159.0,2.0,21.0,22.0,51.0,,,,0.0,,,,91.0,1.0,,,,,6.0,,2.0,74.0,,15.0,131.0,16.0,31.0,15.0,9.0,36.0,27.0,,123.0,11.0,289.0,,2.0,31.0,7.0,48.0,1.0,384.0,,0.0,25.0,19.0,4.0,24.0,2.0,624.0,,12.0,11.0,9.0,12.0,0.0
442232,24.0,2013-01-30 19:45:00,6,Spurs,Away,168.0,15.0,2.0,5.0,3.0,1.0,,198.0,2.0,3.0,8.0,4.0,16.0,28.0,361.0,,1.0,26.0,12.0,8.0,8.0,2.0,,1.0,,,,,,,,,,10.0,,,,,2.0,7.0,,,,61.0,42.0,1.0,1.0,,,6.0,5.0,,,6.0,14.0,5.0,,19.0,1.0,60.0,45.0,,20.0,8.0,,,65.0,15.0,15.0,,2.0,5.0,,157.0,1.0,,1.0,1.0,,1.0,9.0,,,1.0,1.0,,,,,26.0,,20.0,12.0,,8.0,110.0,74.0,34.0,3.0,1.0,3.0,8.0,4.0,,,,1.0,1.0,,53.0,59.0,19.0,,,,188.0,155.0,1.0,15.0,16.0,58.4,,,2.0,0.0,,,,117.0,,,,,1.0,3.0,1.0,2.0,92.0,,11.0,186.0,26.0,53.0,17.0,5.0,29.0,24.0,2.0,132.0,5.0,288.0,1.0,3.0,23.0,16.0,53.0,,445.0,,0.0,13.0,14.0,4.0,31.0,1.0,678.0,,6.0,8.0,6.0,12.0,0.0
442246,25.0,2013-02-03 13:30:00,6,Spurs,Away,227.0,16.0,1.0,5.0,4.0,1.0,,334.0,1.0,,10.0,2.0,24.0,37.0,556.0,,1.0,18.0,23.0,16.0,16.0,1.0,,,,1.0,,,1.0,,,,,17.0,,,,,3.0,2.0,,,,105.0,52.0,,,,2.0,7.0,3.0,,,17.0,14.0,6.0,,10.0,2.0,54.0,51.0,2.0,14.0,7.0,,,73.0,8.0,9.0,,1.0,,1.0,157.0,1.0,,,1.0,,,3.0,,,1.0,,,,,,17.0,,19.0,17.0,,10.0,176.0,78.0,57.0,2.0,1.0,4.0,14.0,7.0,,,,,,,91.0,103.0,14.0,,,,137.0,122.0,,12.0,28.0,69.7,,,2.0,0.0,,,,172.0,2.0,1.0,,1.0,,7.0,1.0,3.0,155.0,,18.0,234.0,21.0,29.0,25.0,15.0,35.0,20.0,1.0,182.0,1.0,411.0,1.0,1.0,19.0,24.0,55.0,2.0,610.0,,0.0,21.0,11.0,5.0,21.0,0.0,830.0,,11.0,15.0,17.0,9.0,0.0
442258,26.0,2013-02-09 12:45:00,6,Spurs,Home,153.0,9.0,2.0,4.0,2.0,1.0,1.0,189.0,3.0,2.0,7.0,4.0,17.0,31.0,338.0,1.0,2.0,21.0,16.0,20.0,10.0,2.0,,4.0,1.0,,,,1.0,,,,1.0,15.0,,,,1.0,3.0,7.0,,,,64.0,64.0,1.0,2.0,1.0,2.0,4.0,5.0,,1.0,11.0,9.0,1.0,,6.0,1.0,41.0,69.0,2.0,23.0,12.0,,,64.0,6.0,11.0,,1.0,2.0,1.0,135.0,,,,,,,4.0,,,1.0,,,,,1.0,35.0,,20.0,14.0,,7.0,115.0,75.0,38.0,5.0,2.0,5.0,7.0,5.0,,,,4.0,,,61.0,70.0,14.0,,,,174.0,141.0,3.0,19.0,32.0,54.3,,,,0.0,,,,112.0,1.0,1.0,,,4.0,9.0,,3.0,82.0,,12.0,166.0,15.0,56.0,19.0,9.0,21.0,12.0,4.0,129.0,4.0,281.0,,2.0,24.0,18.0,56.0,4.0,426.0,1.0,0.0,18.0,28.0,4.0,26.0,0.0,673.0,,11.0,10.0,11.0,24.0,0.0
442268,27.0,2013-02-25 20:00:00,6,Spurs,Away,208.0,5.0,5.0,11.0,6.0,,2.0,197.0,4.0,3.0,13.0,7.0,13.0,20.0,394.0,1.0,1.0,17.0,19.0,15.0,13.0,4.0,,,,3.0,,,3.0,,,,,14.0,,,,2.0,8.0,6.0,,,,73.0,58.0,3.0,3.0,1.0,3.0,5.0,6.0,,,12.0,7.0,6.0,,14.0,2.0,57.0,53.0,3.0,25.0,12.0,,1.0,50.0,8.0,12.0,,3.0,3.0,3.0,147.0,2.0,,,1.0,1.0,,6.0,,,2.0,5.0,,,,1.0,24.0,2.0,11.0,8.0,1.0,13.0,117.0,79.0,48.0,6.0,3.0,4.0,15.0,13.0,,,,5.0,,,59.0,41.0,10.0,1.0,1.0,1.0,160.0,133.0,,20.0,21.0,61.7,,,1.0,0.0,,,,131.0,2.0,2.0,,1.0,,9.0,,3.0,65.0,,19.0,227.0,10.0,52.0,20.0,11.0,27.0,16.0,1.0,92.0,4.0,268.0,5.0,3.0,26.0,15.0,35.0,2.0,468.0,2.0,0.0,27.0,17.0,2.0,22.0,1.0,712.0,,9.0,9.0,12.0,13.0,0.0
442277,28.0,2013-03-03 16:00:00,6,Spurs,Home,147.0,14.0,,3.0,3.0,1.0,,99.0,2.0,3.0,6.0,8.0,6.0,29.0,243.0,,3.0,15.0,25.0,17.0,5.0,,1.0,,,,,1.0,1.0,,,,3.0,9.0,,,,,7.0,4.0,6.0,5.0,,40.0,61.0,3.0,2.0,2.0,2.0,2.0,12.0,,,4.0,8.0,1.0,,7.0,1.0,69.0,57.0,2.0,17.0,9.0,,,48.0,21.0,13.0,1.0,2.0,1.0,1.0,137.0,2.0,,2.0,2.0,,,9.0,,,2.0,2.0,,,,3.0,20.0,,17.0,14.0,5.0,6.0,73.0,86.0,44.0,6.0,1.0,4.0,3.0,4.0,316.0,,,5.0,1.0,,27.0,57.0,16.0,,,,138.0,138.0,,27.0,24.0,39.5,,,1.0,0.0,,,,87.0,1.0,,1.0,3.0,,5.0,,3.0,27.0,232.0,7.0,168.0,21.0,35.0,13.0,4.0,14.0,10.0,1.0,69.0,2.0,183.0,2.0,3.0,34.0,7.0,61.0,5.0,337.0,1.0,0.0,11.0,21.0,6.0,20.0,3.0,528.0,14.0,8.0,6.0,4.0,15.0,0.0
442281,29.0,2013-03-10 16:00:00,6,Spurs,Away,168.0,8.0,,3.0,3.0,1.0,,195.0,5.0,3.0,3.0,5.0,11.0,32.0,360.0,,,19.0,13.0,14.0,11.0,,,,,1.0,,1.0,2.0,,1.0,,,13.0,,,,1.0,8.0,4.0,,,,68.0,58.0,,,,1.0,3.0,4.0,,,4.0,8.0,4.0,2.0,18.0,,52.0,71.0,1.0,13.0,6.0,3.0,1.0,77.0,9.0,9.0,,3.0,3.0,2.0,152.0,1.0,,1.0,1.0,,,11.0,,,1.0,1.0,,,,1.0,12.0,,21.0,19.0,,4.0,119.0,101.0,57.0,1.0,,5.0,7.0,7.0,,,,2.0,2.0,,61.0,64.0,16.0,1.0,1.0,1.0,179.0,168.0,2.0,21.0,28.0,53.5,,,1.0,0.0,,,,113.0,,1.0,,,,6.0,,2.0,70.0,,12.0,184.0,20.0,24.0,24.0,4.0,19.0,15.0,,120.0,5.0,287.0,1.0,4.0,30.0,12.0,58.0,,452.0,,0.0,16.0,33.0,,30.0,1.0,679.0,,13.0,15.0,4.0,24.0,0.0
442297,30.0,2013-03-17 15:00:00,6,Spurs,Home,208.0,11.0,3.0,12.0,9.0,1.0,,218.0,3.0,2.0,4.0,3.0,15.0,26.0,414.0,1.0,,29.0,18.0,7.0,9.0,3.0,,,,,,,,,,,,11.0,,,,1.0,3.0,4.0,,,,74.0,56.0,1.0,1.0,,3.0,4.0,7.0,,,5.0,14.0,16.0,,11.0,,55.0,31.0,3.0,17.0,11.0,,,74.0,10.0,5.0,,2.0,2.0,,155.0,,,,,,,7.0,,,,,,,,,23.0,,18.0,15.0,2.0,5.0,131.0,85.0,46.0,5.0,,6.0,6.0,3.0,,,,,,,104.0,59.0,23.0,,,,175.0,156.0,2.0,18.0,29.0,59.5,,,,0.0,,,,143.0,,1.0,,,,8.0,1.0,3.0,91.0,,12.0,217.0,27.0,36.0,15.0,5.0,37.0,32.0,1.0,143.0,4.0,323.0,,2.0,20.0,18.0,53.0,1.0,503.0,1.0,0.0,15.0,13.0,3.0,35.0,1.0,729.0,,10.0,6.0,5.0,11.0,0.0
442306,31.0,2013-03-30 15:00:00,6,Spurs,Away,150.0,12.0,,,,2.0,,144.0,3.0,,3.0,6.0,12.0,21.0,294.0,,2.0,12.0,13.0,20.0,5.0,,,2.0,,,,,,,,,2.0,10.0,,1.0,,,11.0,4.0,,,,76.0,62.0,2.0,1.0,1.0,3.0,1.0,3.0,,,2.0,5.0,2.0,1.0,16.0,,56.0,56.0,3.0,23.0,8.0,,,47.0,10.0,5.0,,1.0,1.0,,141.0,2.0,,1.0,2.0,,,15.0,,,2.0,1.0,,,,,23.0,1.0,21.0,15.0,3.0,3.0,86.0,80.0,37.0,5.0,1.0,,7.0,7.0,,,,4.0,1.0,,61.0,51.0,9.0,,,,177.0,150.0,1.0,24.0,27.0,37.3,1.0,,,0.0,,,,74.0,2.0,,,,2.0,2.0,,2.0,60.0,,7.0,173.0,17.0,50.0,21.0,2.0,10.0,8.0,2.0,91.0,10.0,214.0,1.0,,19.0,12.0,40.0,,377.0,,0.0,10.0,24.0,3.0,19.0,4.0,606.0,,7.0,7.0,2.0,15.0,0.0
442317,32.0,2013-04-07 14:05:00,6,Spurs,Home,149.0,12.0,1.0,4.0,3.0,2.0,,303.0,5.0,3.0,8.0,3.0,14.0,38.0,448.0,,1.0,27.0,19.0,14.0,17.0,,,,,,,,,,,,,20.0,,,1.0,,4.0,5.0,,,,71.0,57.0,1.0,,2.0,2.0,5.0,4.0,,1.0,7.0,11.0,11.0,,18.0,,72.0,50.0,2.0,25.0,16.0,,1.0,79.0,17.0,8.0,1.0,2.0,2.0,,137.0,1.0,,1.0,1.0,,,9.0,,,2.0,3.0,,,,1.0,23.0,2.0,22.0,14.0,2.0,8.0,150.0,60.0,36.0,6.0,1.0,7.0,11.0,7.0,,,,1.0,5.0,,96.0,87.0,27.0,,,,179.0,160.0,,17.0,28.0,61.9,1.0,,,0.0,,,,158.0,1.0,1.0,,,,8.0,,2.0,159.0,,18.0,158.0,23.0,44.0,25.0,7.0,31.0,24.0,1.0,205.0,3.0,389.0,3.0,3.0,11.0,17.0,56.0,2.0,516.0,,0.0,20.0,19.0,4.0,31.0,1.0,791.0,,16.0,9.0,7.0,18.0,0.0
442321,33.0,2013-05-08 19:45:00,6,Spurs,Away,186.0,16.0,1.0,2.0,1.0,3.0,1.0,182.0,1.0,1.0,10.0,5.0,24.0,41.0,366.0,,3.0,21.0,15.0,18.0,10.0,1.0,,1.0,,,,1.0,1.0,,,,,11.0,,,,1.0,9.0,6.0,,,,78.0,63.0,,,,4.0,2.0,5.0,,1.0,5.0,6.0,1.0,,20.0,1.0,65.0,51.0,4.0,21.0,13.0,,1.0,55.0,17.0,6.0,1.0,4.0,3.0,1.0,148.0,2.0,,1.0,2.0,,1.0,9.0,,,2.0,,,,,1.0,28.0,,21.0,17.0,4.0,10.0,103.0,81.0,46.0,6.0,1.0,7.0,6.0,5.0,,,,4.0,5.0,,80.0,54.0,14.0,,,,163.0,140.0,2.0,32.0,14.0,55.9,,,2.0,0.0,,,,108.0,1.0,2.0,,,1.0,7.0,,2.0,78.0,,13.0,198.0,27.0,44.0,15.0,5.0,15.0,10.0,4.0,114.0,7.0,254.0,,1.0,15.0,25.0,59.0,3.0,437.0,,0.0,14.0,21.0,5.0,25.0,2.0,675.0,,7.0,6.0,5.0,16.0,0.0
442336,33.0,2013-04-21 13:30:00,6,Spurs,Home,137.0,14.0,2.0,4.0,2.0,5.0,,172.0,3.0,1.0,7.0,8.0,11.0,34.0,305.0,,4.0,25.0,20.0,23.0,3.0,2.0,,,,1.0,,,1.0,,,,1.0,8.0,,,,,3.0,8.0,,,,69.0,60.0,3.0,1.0,2.0,1.0,2.0,5.0,,2.0,4.0,11.0,4.0,,7.0,2.0,55.0,62.0,1.0,13.0,8.0,,,65.0,12.0,10.0,2.0,2.0,2.0,1.0,151.0,3.0,,3.0,3.0,,,5.0,,,3.0,2.0,,,,2.0,15.0,,20.0,16.0,2.0,7.0,79.0,86.0,49.0,5.0,1.0,2.0,6.0,6.0,,,,3.0,3.0,,43.0,80.0,19.0,,,,174.0,157.0,3.0,22.0,24.0,45.3,,,1.0,0.0,,,,95.0,1.0,2.0,,,,3.0,1.0,3.0,67.0,,8.0,157.0,25.0,30.0,18.0,4.0,21.0,17.0,,108.0,13.0,258.0,2.0,1.0,28.0,13.0,52.0,4.0,394.0,1.0,0.0,11.0,24.0,5.0,31.0,3.0,615.0,,16.0,5.0,4.0,19.0,0.0
442348,35.0,2013-04-27 15:00:00,6,Spurs,Away,218.0,28.0,,4.0,4.0,,3.0,235.0,4.0,,5.0,2.0,21.0,37.0,449.0,,2.0,23.0,6.0,13.0,9.0,1.0,,,,,1.0,1.0,2.0,,,1.0,,9.0,,,1.0,4.0,4.0,3.0,,,,84.0,45.0,,,,,4.0,4.0,,2.0,3.0,4.0,3.0,,14.0,,44.0,43.0,,18.0,7.0,,,69.0,11.0,12.0,,5.0,3.0,2.0,148.0,,,,,,,5.0,,,1.0,1.0,,,,1.0,12.0,1.0,15.0,10.0,2.0,5.0,147.0,72.0,49.0,3.0,1.0,7.0,3.0,3.0,,,,,1.0,,63.0,67.0,21.0,,,,145.0,133.0,4.0,18.0,18.0,61.0,1.0,,3.0,0.0,,,,146.0,3.0,,,1.0,,8.0,1.0,3.0,86.0,,10.0,228.0,46.0,30.0,13.0,3.0,13.0,10.0,1.0,137.0,2.0,310.0,1.0,,13.0,21.0,61.0,5.0,525.0,2.0,0.0,15.0,15.0,5.0,28.0,1.0,712.0,,12.0,3.0,3.0,13.0,0.0
442356,36.0,2013-05-04 15:00:00,6,Spurs,Home,148.0,24.0,3.0,5.0,2.0,1.0,,156.0,3.0,,6.0,5.0,8.0,47.0,299.0,,2.0,38.0,7.0,13.0,3.0,1.0,,,,,,,,,,,,5.0,,,,,5.0,3.0,,,,76.0,53.0,,,,3.0,2.0,7.0,,3.0,5.0,13.0,3.0,,12.0,2.0,44.0,44.0,3.0,20.0,11.0,,,73.0,10.0,10.0,,,2.0,,119.0,1.0,,,1.0,,,9.0,,,1.0,3.0,,,,1.0,20.0,,28.0,23.0,4.0,6.0,100.0,81.0,38.0,5.0,1.0,2.0,3.0,1.0,,,,2.0,2.0,,82.0,53.0,18.0,,,,185.0,162.0,1.0,21.0,22.0,49.5,,,,0.0,,,,98.0,2.0,1.0,,3.0,,3.0,,3.0,57.0,,5.0,168.0,38.0,43.0,12.0,5.0,23.0,18.0,,100.0,7.0,248.0,3.0,,30.0,10.0,77.0,5.0,393.0,,0.0,6.0,18.0,6.0,44.0,1.0,630.0,,10.0,3.0,5.0,17.0,0.0
442367,37.0,2013-05-12 13:30:00,6,Spurs,Away,139.0,6.0,3.0,8.0,5.0,2.0,2.0,325.0,4.0,,7.0,4.0,23.0,34.0,456.0,,2.0,22.0,25.0,10.0,13.0,4.0,,2.0,,1.0,,,3.0,,,,,17.0,,,,2.0,4.0,2.0,,,,89.0,44.0,3.0,2.0,1.0,4.0,10.0,3.0,,,11.0,9.0,4.0,,14.0,,58.0,37.0,4.0,25.0,12.0,,1.0,59.0,6.0,11.0,2.0,4.0,3.0,3.0,141.0,1.0,,1.0,1.0,,,7.0,,,2.0,1.0,,,,1.0,23.0,,16.0,13.0,1.0,7.0,142.0,60.0,37.0,2.0,,7.0,11.0,7.0,,,,2.0,,,77.0,97.0,19.0,,,,147.0,119.0,2.0,16.0,16.0,67.3,,,1.0,0.0,,,,144.0,,,,,2.0,8.0,,3.0,159.0,,18.0,153.0,16.0,53.0,16.0,9.0,25.0,16.0,2.0,188.0,4.0,388.0,2.0,,15.0,24.0,48.0,4.0,516.0,,0.0,25.0,11.0,5.0,25.0,1.0,746.0,,7.0,5.0,11.0,10.0,0.0
442375,38.0,2013-05-19 16:00:00,6,Spurs,Home,174.0,21.0,8.0,14.0,6.0,1.0,,222.0,5.0,1.0,2.0,5.0,15.0,59.0,382.0,,1.0,23.0,14.0,25.0,16.0,5.0,,,,1.0,,2.0,3.0,,1.0,,,24.0,,,,2.0,5.0,3.0,,,,55.0,45.0,1.0,2.0,,,14.0,2.0,,2.0,14.0,24.0,7.0,,12.0,1.0,45.0,73.0,,27.0,16.0,,1.0,85.0,7.0,13.0,,6.0,3.0,3.0,130.0,1.0,,,1.0,,,5.0,,,1.0,,,,,1.0,23.0,1.0,15.0,14.0,,2.0,127.0,65.0,35.0,1.0,1.0,4.0,18.0,14.0,,,,2.0,2.0,,80.0,78.0,24.0,,,,171.0,161.0,,20.0,21.0,68.2,,,2.0,0.0,,,,155.0,3.0,,,,,7.0,1.0,3.0,111.0,,22.0,183.0,36.0,37.0,29.0,12.0,46.0,34.0,1.0,167.0,7.0,330.0,,1.0,13.0,15.0,79.0,4.0,467.0,,0.0,35.0,18.0,2.0,31.0,1.0,728.0,,6.0,17.0,14.0,14.0,0.0
