matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292918,11,2022-10-15 17:30:00,6,Spurs,Home,244.0,20.0,2.0,9.0,8.0,2.0,,280.0,6.0,,5.0,1.0,2.0,29.0,515.0,,1.0,19.0,10.0,13.0,14.0,1.0,1.0,2.0,,,,,1.0,,,,,,16.0,1.0,,,,,2.0,6.0,3.0,1.0,15.0,6.0,101.0,54.0,2.0,2.0,1.0,,14.0,8.0,4.0,,,7.0,16.0,3.0,,10.0,,41.0,37.0,,6.0,2.0,,1.0,15.0,61.0,12.0,13.0,1.0,,5.0,2.0,1.0,164.0,1.0,,1.0,1.0,,1.0,6.0,1.0,,,2.0,,3.0,3.0,,5.0,157.0,69.0,53.0,1.0,1.0,3.0,13.0,7.0,561.0,1.0,2.0,,110.0,78.0,40.0,,,,,1.0,115.0,115.0,6.0,18.0,24.0,61.5,,,,,14.0,0.0,161.0,,,,,1.0,2.0,6.0,1.0,,5.0,8.0,118.0,495.0,1.0,16.0,265.0,36.0,6.0,8.0,3.0,23.0,21.0,3.0,152.0,3.0,341.0,,,8.0,2.0,53.0,,583.0,,0.0,21.0,8.0,1.0,21.0,1.0,734.0,37.0,14.0,3.0,7.0,6.0,0.0
2292928,12,2022-10-19 20:15:00,6,Spurs,Away,259.0,28.0,1.0,4.0,3.0,2.0,,190.0,10.0,,7.0,2.0,2.0,29.0,445.0,,,15.0,11.0,7.0,8.0,1.0,1.0,,,,,,,,,,,,8.0,,,,,,,4.0,13.0,15.0,7.0,2.0,76.0,54.0,1.0,1.0,,,24.0,2.0,9.0,,,3.0,11.0,5.0,,12.0,7.0,44.0,32.0,,10.0,6.0,,,30.0,48.0,7.0,7.0,,,,,,148.0,,,,,,,11.0,,,,6.0,,17.0,17.0,1.0,7.0,157.0,65.0,39.0,8.0,,5.0,4.0,2.0,501.0,9.0,1.0,,49.0,42.0,23.0,,,,,,135.0,135.0,3.0,18.0,24.0,48.1,,,,,24.0,0.0,147.0,4.0,4.0,8.0,,,,5.0,1.0,,5.0,17.0,84.0,419.0,10.0,9.0,291.0,49.0,10.0,13.0,3.0,19.0,16.0,,113.0,5.0,256.0,,,6.0,3.0,50.0,,528.0,,0.0,9.0,10.0,,17.0,0.0,703.0,21.0,17.0,8.0,3.0,5.0,0.0
2292937,13,2022-10-23 16:30:00,6,Spurs,Home,231.0,25.0,1.0,6.0,5.0,1.0,,136.0,4.0,1.0,4.0,,4.0,26.0,361.0,,3.0,26.0,16.0,19.0,14.0,,2.0,2.0,,,,,,,,,,,15.0,,,,,,,6.0,9.0,4.0,10.0,7.0,62.0,61.0,2.0,1.0,1.0,2.0,5.0,8.0,6.0,,1.0,6.0,11.0,4.0,,8.0,2.0,49.0,53.0,2.0,17.0,9.0,1.0,,25.0,53.0,12.0,6.0,1.0,,,,,147.0,1.0,,1.0,,1.0,,6.0,,1.0,,9.0,,7.0,7.0,1.0,4.0,125.0,59.0,27.0,7.0,,3.0,12.0,5.0,434.0,4.0,,,29.0,52.0,29.0,,,,,,143.0,143.0,5.0,29.0,20.0,52.4,,,,,21.0,0.0,123.0,2.0,1.0,3.0,,,2.0,4.0,2.0,,4.0,15.0,69.0,343.0,5.0,15.0,268.0,51.0,17.0,18.0,4.0,19.0,15.0,2.0,106.0,3.0,208.0,1.0,1.0,7.0,4.0,55.0,3.0,457.0,,0.0,17.0,17.0,3.0,28.0,4.0,656.0,22.0,14.0,11.0,6.0,10.0,0.0
2292940,14,2022-10-29 15:00:00,6,Spurs,Away,229.0,16.0,6.0,10.0,4.0,,,348.0,6.0,,4.0,2.0,3.0,19.0,567.0,,1.0,13.0,12.0,11.0,10.0,5.0,9.0,,,,,,1.0,,,,,,12.0,,,,,,1.0,3.0,5.0,1.0,16.0,7.0,95.0,57.0,2.0,1.0,1.0,1.0,22.0,6.0,,,,19.0,21.0,14.0,1.0,13.0,1.0,35.0,43.0,1.0,10.0,3.0,,,18.0,70.0,5.0,9.0,,,6.0,2.0,1.0,161.0,2.0,1.0,2.0,1.0,1.0,,6.0,1.0,,,3.0,1.0,6.0,6.0,1.0,4.0,196.0,56.0,43.0,2.0,1.0,6.0,11.0,7.0,611.0,,,,83.0,117.0,59.0,,,,,,138.0,138.0,5.0,22.0,25.0,69.4,,,3.0,,22.0,0.0,179.0,2.0,,2.0,,1.0,,10.0,1.0,,5.0,10.0,190.0,547.0,10.0,17.0,236.0,26.0,10.0,12.0,16.0,53.0,37.0,,233.0,1.0,448.0,,,3.0,4.0,31.0,3.0,631.0,2.0,0.0,23.0,16.0,2.0,13.0,2.0,831.0,33.0,10.0,7.0,19.0,7.0,0.0
2292957,15,2022-11-06 16:30:00,6,Spurs,Home,220.0,26.0,2.0,10.0,8.0,,1.0,218.0,4.0,,3.0,,3.0,32.0,428.0,,,16.0,12.0,14.0,5.0,3.0,2.0,,,,,,,,,,,,10.0,,,1.0,,,2.0,5.0,7.0,6.0,11.0,3.0,80.0,71.0,3.0,4.0,,3.0,14.0,3.0,7.0,,,5.0,13.0,13.0,,9.0,4.0,43.0,45.0,3.0,12.0,10.0,1.0,,30.0,58.0,10.0,7.0,1.0,,3.0,2.0,,143.0,1.0,,1.0,1.0,,,6.0,1.0,,,10.0,2.0,13.0,13.0,,3.0,135.0,69.0,41.0,3.0,,5.0,4.0,5.0,500.0,4.0,3.0,,58.0,72.0,45.0,,,,,,156.0,156.0,10.0,24.0,33.0,46.6,1.0,,,,20.0,0.0,160.0,2.0,2.0,4.0,,1.0,,6.0,,,3.0,12.0,110.0,414.0,14.0,9.0,244.0,49.0,12.0,14.0,5.0,33.0,28.0,,154.0,1.0,307.0,,,12.0,3.0,61.0,1.0,518.0,,0.0,14.0,15.0,,20.0,0.0,727.0,29.0,21.0,9.0,5.0,11.0,0.0
2292967,16,2022-11-12 15:00:00,6,Spurs,Home,262.0,22.0,,1.0,1.0,1.0,,189.0,5.0,,3.0,1.0,5.0,39.0,450.0,4.0,1.0,24.0,13.0,14.0,7.0,1.0,2.0,,,,,,,,,,,,11.0,,,,,,,4.0,9.0,3.0,11.0,3.0,79.0,56.0,4.0,4.0,2.0,,9.0,3.0,3.0,,,9.0,13.0,8.0,1.0,8.0,1.0,42.0,45.0,,9.0,3.0,,,26.0,69.0,8.0,7.0,1.0,,2.0,,,170.0,1.0,,1.0,1.0,,,5.0,3.0,1.0,,3.0,,12.0,12.0,1.0,3.0,149.0,66.0,32.0,2.0,2.0,2.0,7.0,8.0,524.0,4.0,1.0,,60.0,92.0,32.0,,,,,,155.0,155.0,4.0,23.0,24.0,54.7,,,3.0,,24.0,0.0,147.0,1.0,1.0,2.0,,1.0,,3.0,,,4.0,15.0,97.0,430.0,9.0,9.0,287.0,45.0,9.0,23.0,7.0,28.0,21.0,,140.0,4.0,286.0,1.0,,14.0,5.0,69.0,,545.0,5.0,0.0,14.0,12.0,1.0,28.0,1.0,738.0,32.0,9.0,12.0,9.0,8.0,0.0
2292972,17,2022-12-26 12:30:00,6,Spurs,Away,201.0,17.0,1.0,10.0,9.0,,,227.0,4.0,1.0,9.0,5.0,3.0,18.0,418.0,,,12.0,14.0,28.0,11.0,,1.0,,,,,,1.0,,,,,,13.0,,,,,,,1.0,8.0,1.0,7.0,8.0,76.0,77.0,,,,1.0,9.0,5.0,3.0,,,5.0,13.0,7.0,,12.0,,42.0,67.0,1.0,20.0,14.0,,,24.0,53.0,10.0,10.0,1.0,,2.0,1.0,1.0,168.0,1.0,,1.0,1.0,,,5.0,2.0,,,14.0,1.0,5.0,5.0,,9.0,139.0,57.0,37.0,6.0,1.0,2.0,10.0,8.0,495.0,1.0,1.0,,63.0,80.0,38.0,,,,,,168.0,168.0,9.0,24.0,35.0,60.9,,,1.0,1.0,18.0,0.0,128.0,3.0,,3.0,,1.0,,2.0,,,2.0,10.0,107.0,403.0,9.0,12.0,231.0,33.0,20.0,16.0,5.0,26.0,21.0,,152.0,5.0,306.0,,1.0,15.0,3.0,37.0,5.0,511.0,1.0,0.0,15.0,18.0,1.0,24.0,1.0,736.0,23.0,25.0,12.0,5.0,8.0,0.0
2292987,18,2023-01-01 14:00:00,6,Spurs,Home,207.0,23.0,1.0,3.0,2.0,,,294.0,4.0,,3.0,2.0,3.0,21.0,498.0,,,20.0,7.0,10.0,5.0,,,,,,,1.0,1.0,,,,1.0,,4.0,,,,,,1.0,9.0,6.0,7.0,4.0,2.0,75.0,58.0,1.0,1.0,,,8.0,2.0,5.0,,,5.0,8.0,9.0,,14.0,1.0,45.0,38.0,,9.0,4.0,1.0,,26.0,57.0,15.0,9.0,,,3.0,1.0,1.0,163.0,,,,,,,4.0,,,,4.0,,11.0,11.0,2.0,3.0,170.0,51.0,40.0,3.0,,2.0,3.0,2.0,564.0,5.0,,,64.0,80.0,33.0,,,,,,137.0,137.0,5.0,25.0,25.0,59.3,,,,,22.0,0.0,171.0,,2.0,2.0,,1.0,,2.0,1.0,,5.0,11.0,113.0,484.0,8.0,5.0,231.0,43.0,9.0,9.0,5.0,23.0,18.0,,153.0,4.0,371.0,,,6.0,3.0,39.0,1.0,579.0,,0.0,6.0,14.0,1.0,21.0,4.0,747.0,12.0,16.0,5.0,5.0,8.0,0.0
2292994,19,2023-01-04 20:00:00,6,Spurs,Away,305.0,29.0,1.0,5.0,4.0,3.0,,170.0,10.0,1.0,8.0,2.0,1.0,32.0,470.0,,1.0,14.0,8.0,19.0,6.0,,,,,,,,,,,,,1.0,14.0,,,,,,,6.0,9.0,10.0,9.0,5.0,90.0,64.0,2.0,1.0,1.0,,4.0,5.0,10.0,,,4.0,6.0,5.0,,11.0,2.0,48.0,56.0,,28.0,18.0,,1.0,21.0,40.0,8.0,10.0,3.0,,,,,177.0,2.0,,2.0,2.0,,,11.0,4.0,1.0,,18.0,,9.0,9.0,2.0,8.0,138.0,73.0,43.0,10.0,1.0,2.0,6.0,6.0,519.0,6.0,,,51.0,74.0,28.0,,,,,,125.0,125.0,3.0,21.0,31.0,53.3,,,,1.0,13.0,0.0,140.0,3.0,1.0,4.0,,,,3.0,,,5.0,9.0,73.0,447.0,4.0,8.0,327.0,52.0,28.0,16.0,3.0,14.0,11.0,,102.0,6.0,232.0,1.0,1.0,7.0,1.0,57.0,2.0,545.0,,0.0,14.0,22.0,5.0,15.0,2.0,751.0,21.0,16.0,5.0,4.0,14.0,0.0
2293008,20,2023-01-15 16:30:00,6,Spurs,Home,188.0,14.0,,4.0,4.0,,,197.0,3.0,,2.0,1.0,3.0,20.0,381.0,,2.0,24.0,13.0,22.0,13.0,,1.0,,,,,,1.0,1.0,,,,,15.0,,,,,,,11.0,9.0,6.0,13.0,4.0,73.0,57.0,2.0,2.0,,,6.0,6.0,6.0,,,4.0,7.0,11.0,,10.0,3.0,48.0,58.0,,21.0,15.0,1.0,1.0,17.0,50.0,16.0,13.0,,,2.0,1.0,1.0,137.0,,,,,,,4.0,,1.0,,15.0,,11.0,11.0,1.0,2.0,128.0,55.0,33.0,3.0,,2.0,11.0,7.0,434.0,4.0,,1.0,46.0,66.0,28.0,,,,,,132.0,132.0,5.0,29.0,17.0,50.6,,,,,18.0,0.0,123.0,3.0,1.0,4.0,,,,4.0,1.0,,5.0,10.0,89.0,358.0,6.0,13.0,225.0,38.0,21.0,10.0,3.0,22.0,19.0,,117.0,3.0,258.0,1.0,,6.0,3.0,52.0,1.0,461.0,,0.0,17.0,17.0,3.0,28.0,4.0,657.0,26.0,16.0,7.0,4.0,11.0,0.0
2293013,21,2023-01-23 20:15:00,6,Spurs,Away,221.0,20.0,,3.0,3.0,4.0,,131.0,5.0,,5.0,2.0,5.0,18.0,349.0,,,10.0,9.0,21.0,6.0,,5.0,,,,,,1.0,,,,,,4.0,,,,,,,6.0,6.0,4.0,7.0,3.0,62.0,63.0,1.0,1.0,,,6.0,3.0,4.0,,,8.0,4.0,3.0,,6.0,2.0,42.0,59.0,,31.0,13.0,,,16.0,31.0,10.0,10.0,1.0,,2.0,1.0,1.0,161.0,1.0,,,1.0,,,6.0,1.0,1.0,,13.0,,7.0,7.0,,5.0,112.0,61.0,32.0,3.0,,3.0,4.0,3.0,423.0,1.0,1.0,,40.0,42.0,20.0,,,,,,146.0,146.0,5.0,27.0,24.0,47.1,,,,,18.0,0.0,111.0,2.0,3.0,5.0,,,,4.0,,,2.0,8.0,54.0,329.0,6.0,7.0,256.0,32.0,31.0,18.0,4.0,12.0,8.0,,87.0,7.0,202.0,1.0,,15.0,5.0,43.0,,446.0,1.0,0.0,10.0,23.0,,16.0,3.0,643.0,18.0,14.0,5.0,8.0,12.0,0.0
2293028,22,2023-02-05 16:30:00,6,Spurs,Home,149.0,12.0,1.0,3.0,2.0,1.0,,80.0,5.0,,5.0,1.0,,14.0,226.0,,,9.0,16.0,9.0,6.0,1.0,5.0,1.0,,,,,,,,,,,7.0,,,,,,,13.0,10.0,5.0,9.0,3.0,47.0,57.0,2.0,1.0,1.0,1.0,3.0,4.0,6.0,,,4.0,6.0,1.0,,10.0,1.0,59.0,43.0,1.0,24.0,17.0,,,20.0,27.0,19.0,14.0,1.0,,,,,128.0,1.0,,1.0,1.0,,,11.0,1.0,1.0,1.0,17.0,,9.0,9.0,,5.0,64.0,49.0,24.0,6.0,,4.0,4.0,3.0,271.0,5.0,,,20.0,30.0,15.0,,,,,,116.0,116.0,3.0,25.0,19.0,35.2,,,,,11.0,0.0,64.0,2.0,3.0,5.0,1.0,,1.0,5.0,2.0,,3.0,10.0,39.0,206.0,3.0,8.0,180.0,31.0,24.0,15.0,3.0,10.0,7.0,1.0,69.0,4.0,133.0,1.0,,10.0,,45.0,2.0,303.0,,1.0,12.0,14.0,,10.0,2.0,478.0,29.0,10.0,6.0,4.0,8.0,0.0
2293035,23,2023-02-11 15:00:00,6,Spurs,Away,238.0,14.0,1.0,4.0,3.0,1.0,,153.0,3.0,,6.0,3.0,4.0,19.0,387.0,,,12.0,10.0,26.0,4.0,1.0,3.0,,,,,1.0,2.0,,,,,,6.0,,,,,,,7.0,12.0,3.0,8.0,3.0,73.0,68.0,,,1.0,1.0,9.0,1.0,10.0,1.0,1.0,5.0,5.0,3.0,,12.0,2.0,56.0,65.0,1.0,10.0,3.0,,,19.0,40.0,9.0,14.0,,,3.0,,2.0,166.0,,,,,,,5.0,,,,3.0,,9.0,9.0,,6.0,117.0,56.0,42.0,1.0,1.0,5.0,,4.0,445.0,3.0,,,41.0,48.0,16.0,,,,,,140.0,140.0,7.0,23.0,32.0,51.1,,3.0,,,19.0,0.0,112.0,3.0,,2.0,,,,6.0,,,5.0,13.0,53.0,366.0,9.0,5.0,274.0,30.0,10.0,30.0,5.0,13.0,8.0,,79.0,4.0,207.0,,,12.0,4.0,37.0,2.0,468.0,,0.0,11.0,10.0,,14.0,2.0,647.0,18.0,19.0,15.0,5.0,6.0,0.0
2293048,24,2023-02-19 16:30:00,6,Spurs,Home,251.0,17.0,1.0,3.0,2.0,1.0,,212.0,5.0,1.0,2.0,2.0,2.0,22.0,460.0,,2.0,13.0,20.0,19.0,9.0,1.0,1.0,,,,,,,,,,,1.0,15.0,,,,,,,13.0,4.0,2.0,8.0,8.0,74.0,71.0,2.0,1.0,2.0,3.0,11.0,6.0,10.0,,1.0,4.0,10.0,6.0,,10.0,1.0,64.0,51.0,3.0,28.0,17.0,,,21.0,52.0,16.0,8.0,,,1.0,,,185.0,2.0,,2.0,2.0,,,6.0,2.0,,,17.0,,8.0,8.0,1.0,2.0,136.0,63.0,35.0,7.0,1.0,2.0,10.0,6.0,526.0,1.0,1.0,,58.0,50.0,34.0,,,,,,140.0,140.0,6.0,28.0,34.0,57.0,,,,,17.0,0.0,149.0,1.0,,1.0,,,,4.0,,1.0,4.0,13.0,105.0,445.0,11.0,12.0,277.0,35.0,28.0,13.0,4.0,20.0,16.0,,140.0,2.0,287.0,,1.0,9.0,3.0,43.0,,544.0,1.0,0.0,16.0,19.0,3.0,14.0,2.0,738.0,31.0,19.0,5.0,4.0,13.0,0.0
2293058,25,2023-02-26 13:30:00,6,Spurs,Home,192.0,19.0,2.0,2.0,,4.0,,147.0,8.0,,9.0,,2.0,24.0,337.0,,,10.0,11.0,17.0,4.0,1.0,2.0,,,,,,,,,,,,6.0,,,,,,,6.0,1.0,9.0,4.0,4.0,47.0,57.0,1.0,,1.0,1.0,10.0,1.0,10.0,,,4.0,7.0,3.0,,10.0,,50.0,65.0,1.0,22.0,15.0,,,18.0,35.0,10.0,9.0,1.0,,,,,129.0,1.0,,,,1.0,,8.0,1.0,1.0,,15.0,1.0,10.0,10.0,,9.0,111.0,39.0,23.0,4.0,1.0,3.0,3.0,3.0,388.0,3.0,1.0,,44.0,42.0,16.0,,,,,,122.0,122.0,6.0,22.0,20.0,41.2,,,,,27.0,0.0,123.0,1.0,1.0,2.0,,,,4.0,,,2.0,10.0,68.0,317.0,10.0,6.0,221.0,37.0,22.0,20.0,3.0,13.0,10.0,,96.0,8.0,202.0,1.0,,8.0,2.0,45.0,,410.0,1.0,0.0,8.0,27.0,1.0,12.0,2.0,604.0,16.0,16.0,11.0,4.0,16.0,0.0
2293069,26,2023-03-04 15:00:00,6,Spurs,Away,201.0,20.0,1.0,5.0,4.0,1.0,,210.0,4.0,1.0,2.0,2.0,2.0,24.0,406.0,,2.0,18.0,9.0,10.0,12.0,2.0,4.0,,,,1.0,,2.0,,,,,,12.0,,,1.0,,,3.0,10.0,4.0,4.0,7.0,14.0,78.0,46.0,2.0,2.0,,1.0,11.0,9.0,8.0,,,8.0,12.0,6.0,,13.0,3.0,52.0,33.0,1.0,10.0,5.0,,,20.0,49.0,18.0,10.0,,,3.0,1.0,2.0,157.0,,,,,,,4.0,,,1.0,5.0,2.0,6.0,6.0,,2.0,118.0,51.0,34.0,4.0,,3.0,11.0,6.0,454.0,,,,53.0,48.0,34.0,,,,,,117.0,117.0,1.0,20.0,23.0,53.5,1.0,,,,23.0,0.0,120.0,1.0,3.0,4.0,,,,6.0,1.0,,3.0,12.0,91.0,391.0,11.0,14.0,224.0,37.0,10.0,13.0,6.0,25.0,19.0,,123.0,2.0,274.0,,1.0,9.0,2.0,48.0,1.0,473.0,,0.0,21.0,5.0,2.0,20.0,1.0,641.0,26.0,9.0,8.0,8.0,3.0,0.0
2293078,27,2023-03-11 15:00:00,6,Spurs,Home,240.0,32.0,1.0,8.0,7.0,,2.0,195.0,8.0,,4.0,,3.0,32.0,427.0,,1.0,13.0,11.0,17.0,7.0,3.0,1.0,,,,,,,,,,,,11.0,1.0,,,,,2.0,10.0,7.0,2.0,13.0,2.0,77.0,50.0,,,1.0,1.0,6.0,5.0,13.0,,1.0,2.0,11.0,8.0,,3.0,3.0,44.0,50.0,1.0,28.0,17.0,,,21.0,51.0,13.0,13.0,3.0,,4.0,2.0,,127.0,2.0,,2.0,2.0,,,8.0,2.0,,1.0,17.0,,8.0,8.0,,4.0,140.0,63.0,45.0,10.0,,3.0,9.0,7.0,469.0,1.0,1.0,,52.0,74.0,28.0,,1.0,1.0,1.0,1.0,100.0,100.0,3.0,24.0,19.0,55.2,,,,1.0,12.0,0.0,146.0,4.0,,4.0,,,,3.0,,,3.0,11.0,83.0,406.0,6.0,12.0,260.0,53.0,28.0,15.0,2.0,23.0,21.0,,112.0,1.0,253.0,,,2.0,3.0,49.0,1.0,490.0,1.0,0.0,15.0,10.0,3.0,14.0,3.0,657.0,32.0,11.0,10.0,2.0,6.0,0.0
2293088,28,2023-03-18 15:00:00,6,Spurs,Away,232.0,27.0,1.0,7.0,6.0,2.0,,152.0,6.0,1.0,6.0,1.0,5.0,28.0,377.0,,2.0,10.0,10.0,14.0,13.0,,2.0,2.0,,,,,,,,,,,14.0,,,,,,1.0,2.0,11.0,8.0,11.0,6.0,70.0,55.0,2.0,,2.0,2.0,2.0,5.0,18.0,,1.0,3.0,10.0,4.0,,9.0,2.0,48.0,55.0,2.0,20.0,9.0,,,23.0,41.0,8.0,12.0,1.0,1.0,,,,142.0,2.0,,2.0,2.0,,,8.0,2.0,1.0,1.0,9.0,,9.0,9.0,,6.0,117.0,56.0,30.0,10.0,1.0,8.0,7.0,3.0,422.0,5.0,1.0,,37.0,52.0,28.0,1.0,1.0,1.0,,,115.0,115.0,3.0,26.0,19.0,49.6,,2.0,,1.0,9.0,0.0,121.0,1.0,3.0,4.0,,1.0,2.0,9.0,,1.0,4.0,12.0,76.0,353.0,2.0,15.0,251.0,46.0,20.0,14.0,2.0,16.0,14.0,2.0,107.0,2.0,215.0,2.0,1.0,7.0,7.0,51.0,1.0,450.0,,0.0,17.0,19.0,3.0,11.0,1.0,633.0,17.0,16.0,10.0,3.0,13.0,0.0
2293095,29,2023-04-03 20:00:00,6,Spurs,Away,281.0,34.0,,2.0,2.0,2.0,,223.0,10.0,,11.0,1.0,1.0,36.0,502.0,,,14.0,13.0,15.0,6.0,,1.0,1.0,,,,,,,,,,,6.0,1.0,,,,,,7.0,10.0,5.0,6.0,2.0,71.0,78.0,1.0,1.0,1.0,3.0,5.0,1.0,6.0,,,3.0,8.0,4.0,,11.0,3.0,56.0,50.0,3.0,21.0,13.0,,1.0,19.0,52.0,14.0,10.0,1.0,,1.0,,,179.0,,,,,,,10.0,,1.0,,13.0,,5.0,5.0,,11.0,182.0,75.0,48.0,3.0,,5.0,1.0,2.0,573.0,4.0,1.0,,55.0,67.0,26.0,,,,,1.0,148.0,148.0,5.0,36.0,24.0,60.7,,2.0,,,17.0,0.0,164.0,2.0,3.0,5.0,,,1.0,5.0,,,2.0,14.0,91.0,481.0,5.0,6.0,320.0,57.0,21.0,24.0,3.0,15.0,12.0,1.0,126.0,3.0,291.0,2.0,,15.0,3.0,68.0,3.0,596.0,,1.0,8.0,14.0,,16.0,3.0,788.0,20.0,12.0,12.0,3.0,8.0,0.0
2293108,30,2023-04-08 15:00:00,6,Spurs,Home,151.0,10.0,,3.0,3.0,,,83.0,4.0,,2.0,,3.0,12.0,231.0,,1.0,10.0,18.0,9.0,6.0,,,,,,,,,,,,,,8.0,,,,,,1.0,10.0,12.0,5.0,7.0,2.0,27.0,53.0,,,,3.0,16.0,2.0,8.0,,,3.0,7.0,2.0,,7.0,1.0,59.0,46.0,3.0,23.0,11.0,,,19.0,32.0,15.0,12.0,2.0,,2.0,3.0,,127.0,2.0,,1.0,2.0,,,8.0,2.0,1.0,,11.0,,7.0,7.0,2.0,2.0,76.0,54.0,21.0,7.0,,3.0,5.0,3.0,275.0,7.0,,,21.0,29.0,23.0,,,,,,113.0,113.0,4.0,25.0,21.0,35.2,,,,1.0,21.0,0.0,69.0,,3.0,3.0,,1.0,,4.0,,,3.0,9.0,45.0,216.0,16.0,8.0,175.0,34.0,23.0,19.0,3.0,15.0,12.0,,64.0,5.0,139.0,1.0,,11.0,3.0,52.0,2.0,299.0,,0.0,9.0,17.0,1.0,10.0,3.0,483.0,21.0,13.0,8.0,3.0,10.0,0.0
2293117,31,2023-04-15 15:15:00,6,Spurs,Home,184.0,13.0,4.0,11.0,7.0,2.0,,222.0,3.0,,1.0,1.0,3.0,24.0,395.0,1.0,2.0,14.0,10.0,21.0,13.0,2.0,4.0,1.0,,1.0,,,1.0,,,,,,16.0,,,,,,2.0,6.0,6.0,3.0,15.0,9.0,71.0,63.0,3.0,2.0,1.0,1.0,6.0,8.0,13.0,,,8.0,19.0,8.0,,7.0,3.0,47.0,56.0,1.0,6.0,2.0,1.0,,19.0,59.0,8.0,8.0,1.0,,3.0,2.0,1.0,159.0,1.0,,1.0,1.0,,,3.0,1.0,,1.0,2.0,,11.0,11.0,,1.0,133.0,54.0,28.0,1.0,,7.0,9.0,8.0,469.0,1.0,2.0,,58.0,69.0,39.0,,,,,,148.0,148.0,5.0,31.0,23.0,57.4,,3.0,,,18.0,0.0,122.0,1.0,2.0,3.0,,,1.0,8.0,,1.0,3.0,10.0,117.0,382.0,6.0,16.0,208.0,35.0,6.0,20.0,8.0,37.0,29.0,1.0,159.0,4.0,314.0,,,2.0,3.0,46.0,1.0,485.0,2.0,0.0,24.0,17.0,2.0,19.0,1.0,673.0,40.0,7.0,10.0,8.0,11.0,0.0
