matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855273,11,2016-11-06 12:00:00,6,Spurs,Away,218.0,10.0,,4.0,4.0,3.0,,181.0,6.0,1.0,2.0,4.0,4.0,32.0,395.0,,,17.0,19.0,17.0,7.0,,,,,,,,1.0,,,,,8.0,1.0,,,,,,1.0,9.0,8.0,8.0,7.0,3.0,76.0,61.0,,,1.0,2.0,29.0,,4.0,,,2.0,9.0,2.0,,16.0,1.0,61.0,55.0,2.0,35.0,21.0,,,71.0,17.0,11.0,1.0,,3.0,1.0,,199.0,,,,,,,12.0,,,1.0,21.0,1.0,15.0,15.0,2.0,2.0,126.0,96.0,51.0,7.0,,6.0,1.0,3.0,489.0,4.0,1.0,1.0,66.0,67.0,22.0,,,,1.0,174.0,174.0,4.0,30.0,19.0,54.3,,,1.0,,29.0,0.0,121.0,2.0,,2.0,,,7.0,,3.0,76.0,372.0,15.0,7.0,256.0,36.0,35.0,20.0,,12.0,12.0,,132.0,5.0,278.0,,1.0,26.0,5.0,82.0,1.0,522.0,,0.0,10.0,15.0,1.0,22.0,2.0,731.0,16.0,9.0,13.0,2.0,10.0,0.0
855289,12,2016-11-19 17:30:00,6,Spurs,Home,261.0,11.0,,3.0,3.0,,,253.0,4.0,2.0,7.0,3.0,8.0,39.0,511.0,,,21.0,13.0,12.0,3.0,2.0,2.0,,2.0,,,2.0,,,,,,7.0,1.0,,,,,,2.0,8.0,7.0,4.0,8.0,6.0,85.0,61.0,1.0,1.0,3.0,5.0,13.0,4.0,20.0,,,4.0,17.0,6.0,,11.0,,68.0,56.0,5.0,20.0,13.0,,,77.0,13.0,16.0,2.0,,5.0,,2.0,172.0,,,,,,,4.0,2.0,,,13.0,,5.0,5.0,,7.0,175.0,78.0,54.0,5.0,1.0,1.0,4.0,6.0,567.0,4.0,2.0,,85.0,64.0,39.0,1.0,1.0,1.0,1.0,149.0,149.0,5.0,22.0,24.0,66.9,,,3.0,,13.0,0.0,163.0,1.0,,1.0,,,4.0,,3.0,104.0,488.0,5.0,5.0,273.0,24.0,20.0,25.0,4.0,27.0,23.0,,156.0,1.0,349.0,,2.0,8.0,8.0,60.0,2.0,595.0,1.0,0.0,14.0,15.0,,26.0,3.0,801.0,29.0,10.0,14.0,4.0,12.0,0.0
855294,13,2016-11-26 17:30:00,6,Spurs,Away,137.0,14.0,1.0,2.0,1.0,1.0,,236.0,5.0,,3.0,4.0,3.0,44.0,371.0,,,19.0,12.0,21.0,8.0,1.0,2.0,,1.0,,,1.0,,,,,,9.0,,,,,,,,11.0,5.0,4.0,4.0,8.0,67.0,65.0,,,,2.0,20.0,1.0,7.0,,,8.0,5.0,6.0,,16.0,,58.0,72.0,2.0,22.0,14.0,,1.0,80.0,16.0,13.0,,,3.0,,1.0,156.0,1.0,,,1.0,,,9.0,1.0,,,14.0,,10.0,10.0,1.0,3.0,119.0,75.0,43.0,3.0,1.0,3.0,7.0,6.0,433.0,1.0,2.0,,85.0,60.0,25.0,,,,,159.0,159.0,7.0,23.0,26.0,54.1,,3.0,,,20.0,0.0,117.0,,3.0,3.0,,,5.0,,3.0,99.0,353.0,6.0,10.0,146.0,36.0,22.0,25.0,8.0,19.0,11.0,,147.0,5.0,332.0,,,17.0,3.0,79.0,3.0,459.0,,0.0,12.0,22.0,,23.0,1.0,671.0,13.0,22.0,18.0,8.0,14.0,0.0
855309,14,2016-12-03 15:00:00,6,Spurs,Home,244.0,38.0,,3.0,3.0,1.0,1.0,250.0,,,2.0,1.0,11.0,41.0,491.0,,1.0,23.0,12.0,14.0,19.0,,,1.0,1.0,,1.0,2.0,,,,,1.0,25.0,1.0,,,,,,,6.0,,1.0,15.0,13.0,95.0,61.0,3.0,3.0,2.0,3.0,21.0,6.0,6.0,,1.0,5.0,7.0,4.0,,12.0,,52.0,66.0,3.0,27.0,16.0,,,77.0,11.0,17.0,2.0,,4.0,1.0,2.0,186.0,3.0,,1.0,3.0,,1.0,1.0,4.0,,,16.0,,6.0,6.0,1.0,2.0,139.0,78.0,53.0,,3.0,6.0,16.0,15.0,555.0,1.0,4.0,,67.0,55.0,36.0,,,,1.0,149.0,149.0,4.0,22.0,32.0,60.0,,,,1.0,21.0,0.0,155.0,,,,1.0,1.0,7.0,,3.0,124.0,474.0,16.0,22.0,254.0,55.0,27.0,30.0,5.0,17.0,12.0,2.0,177.0,2.0,338.0,,,7.0,11.0,58.0,3.0,575.0,1.0,0.0,28.0,16.0,3.0,25.0,0.0,811.0,44.0,19.0,19.0,5.0,12.0,0.0
855318,15,2016-12-11 14:15:00,6,Spurs,Away,128.0,18.0,2.0,4.0,2.0,1.0,1.0,209.0,5.0,,2.0,8.0,10.0,36.0,333.0,,,18.0,20.0,13.0,8.0,2.0,1.0,,,,2.0,2.0,,,,,,8.0,,,,,,,1.0,9.0,8.0,6.0,3.0,9.0,73.0,64.0,1.0,1.0,,1.0,16.0,4.0,5.0,,,8.0,11.0,7.0,,11.0,3.0,61.0,67.0,1.0,32.0,22.0,,2.0,81.0,17.0,19.0,,,5.0,2.0,2.0,145.0,,,,,,,9.0,,,1.0,22.0,,10.0,10.0,3.0,2.0,112.0,73.0,36.0,3.0,,4.0,6.0,4.0,400.0,5.0,3.0,,50.0,76.0,29.0,,,,,168.0,168.0,6.0,26.0,28.0,59.8,,,,,16.0,0.0,99.0,3.0,1.0,4.0,1.0,,4.0,,3.0,113.0,313.0,6.0,10.0,152.0,35.0,32.0,26.0,6.0,26.0,20.0,,154.0,4.0,303.0,,,21.0,11.0,66.0,,429.0,,0.0,12.0,22.0,,31.0,3.0,663.0,14.0,13.0,16.0,8.0,17.0,0.0
855331,16,2016-12-14 20:00:00,6,Spurs,Home,293.0,19.0,1.0,2.0,1.0,1.0,,297.0,2.0,3.0,8.0,4.0,15.0,48.0,588.0,,,12.0,19.0,13.0,19.0,,1.0,,,,1.0,3.0,,,,,,20.0,,,,,,,3.0,5.0,6.0,4.0,9.0,18.0,110.0,67.0,1.0,,2.0,2.0,17.0,12.0,10.0,,2.0,5.0,7.0,5.0,,8.0,3.0,50.0,46.0,2.0,26.0,20.0,,,65.0,6.0,14.0,,,6.0,1.0,3.0,194.0,2.0,,2.0,2.0,,,2.0,2.0,2.0,,20.0,1.0,5.0,5.0,,8.0,174.0,85.0,55.0,5.0,3.0,5.0,16.0,9.0,650.0,4.0,1.0,,70.0,74.0,27.0,,,,,126.0,126.0,5.0,24.0,26.0,63.4,,,,,17.0,0.0,192.0,3.0,2.0,5.0,1.0,,6.0,,3.0,142.0,570.0,13.0,21.0,318.0,30.0,26.0,20.0,4.0,17.0,13.0,,175.0,5.0,369.0,2.0,3.0,21.0,15.0,77.0,2.0,670.0,,0.0,27.0,6.0,,14.0,0.0,862.0,32.0,9.0,13.0,5.0,5.0,0.0
855339,17,2016-12-18 16:00:00,6,Spurs,Home,142.0,18.0,3.0,5.0,3.0,4.0,,264.0,5.0,1.0,7.0,7.0,13.0,38.0,401.0,,1.0,24.0,19.0,24.0,21.0,2.0,6.0,2.0,,,,1.0,,,,,,22.0,,,,,,1.0,1.0,2.0,4.0,1.0,13.0,17.0,64.0,72.0,,,,3.0,24.0,9.0,5.0,,,11.0,14.0,8.0,1.0,12.0,1.0,54.0,65.0,3.0,52.0,43.0,,,49.0,10.0,11.0,,,3.0,2.0,1.0,162.0,2.0,,2.0,2.0,,,6.0,2.0,,,43.0,1.0,9.0,9.0,1.0,7.0,131.0,71.0,38.0,2.0,1.0,11.0,14.0,9.0,458.0,2.0,2.0,,90.0,87.0,42.0,,,,,143.0,143.0,2.0,29.0,33.0,60.2,1.0,,3.0,,24.0,0.0,125.0,1.0,,1.0,1.0,2.0,12.0,1.0,3.0,140.0,380.0,13.0,25.0,161.0,24.0,52.0,24.0,7.0,30.0,24.0,2.0,170.0,13.0,351.0,,1.0,29.0,13.0,66.0,,482.0,,0.0,30.0,16.0,2.0,26.0,1.0,740.0,28.0,11.0,14.0,11.0,11.0,0.0
855349,18,2016-12-28 19:45:00,6,Spurs,Away,218.0,14.0,2.0,2.0,1.0,1.0,,305.0,4.0,2.0,7.0,1.0,12.0,23.0,521.0,,,19.0,14.0,10.0,7.0,2.0,4.0,,,,,,,,,,,11.0,,1.0,,1.0,,,1.0,6.0,5.0,4.0,10.0,7.0,96.0,63.0,,1.0,,2.0,17.0,5.0,5.0,,,10.0,12.0,4.0,,17.0,,62.0,54.0,2.0,18.0,7.0,,2.0,71.0,16.0,7.0,1.0,,3.0,1.0,,190.0,2.0,1.0,2.0,1.0,1.0,,5.0,3.0,2.0,1.0,7.0,1.0,5.0,5.0,2.0,7.0,164.0,67.0,39.0,2.0,2.0,3.0,8.0,5.0,601.0,4.0,3.0,,64.0,94.0,40.0,,,,1.0,167.0,167.0,2.0,24.0,29.0,65.7,1.0,,3.0,2.0,17.0,0.0,172.0,,1.0,1.0,1.0,,7.0,,3.0,166.0,502.0,7.0,11.0,252.0,31.0,18.0,19.0,4.0,20.0,17.0,,213.0,4.0,390.0,2.0,2.0,20.0,12.0,55.0,,622.0,2.0,0.0,17.0,29.0,,23.0,4.0,825.0,25.0,13.0,8.0,10.0,24.0,0.0
855361,19,2017-01-01 13:30:00,6,Spurs,Away,258.0,27.0,2.0,4.0,4.0,2.0,1.0,226.0,3.0,2.0,5.0,1.0,10.0,40.0,480.0,,1.0,29.0,13.0,14.0,11.0,1.0,1.0,,,,1.0,1.0,,,,,2.0,15.0,,,,1.0,,,2.0,2.0,4.0,2.0,11.0,8.0,101.0,65.0,3.0,,4.0,2.0,17.0,2.0,5.0,,1.0,3.0,6.0,9.0,,13.0,1.0,42.0,52.0,2.0,17.0,10.0,,,68.0,6.0,11.0,2.0,,4.0,1.0,1.0,182.0,3.0,,3.0,3.0,,,4.0,4.0,1.0,1.0,10.0,1.0,8.0,8.0,,5.0,154.0,86.0,55.0,,2.0,9.0,6.0,6.0,557.0,3.0,1.0,,63.0,90.0,31.0,,,,,150.0,150.0,10.0,23.0,26.0,66.2,1.0,,,,17.0,0.0,141.0,1.0,,1.0,,,11.0,,3.0,116.0,461.0,10.0,15.0,286.0,49.0,17.0,11.0,3.0,17.0,16.0,,163.0,3.0,309.0,1.0,2.0,14.0,13.0,70.0,3.0,578.0,1.0,0.0,19.0,22.0,2.0,32.0,0.0,779.0,25.0,13.0,5.0,3.0,17.0,0.0
855369,20,2017-01-04 20:00:00,6,Spurs,Home,175.0,14.0,,3.0,3.0,2.0,1.0,162.0,5.0,1.0,4.0,8.0,7.0,43.0,334.0,,,22.0,16.0,20.0,3.0,,,,1.0,,,1.0,,,,,,7.0,,,,,,,1.0,6.0,6.0,5.0,3.0,6.0,66.0,60.0,2.0,,2.0,1.0,20.0,1.0,11.0,,,1.0,5.0,4.0,,9.0,1.0,54.0,63.0,1.0,26.0,6.0,,,58.0,9.0,8.0,2.0,,5.0,3.0,1.0,162.0,2.0,,2.0,2.0,,,11.0,2.0,,1.0,6.0,,7.0,7.0,,4.0,102.0,81.0,44.0,6.0,,2.0,3.0,2.0,420.0,3.0,4.0,,48.0,74.0,21.0,,,,,159.0,159.0,6.0,15.0,33.0,45.5,,,,,20.0,0.0,110.0,1.0,1.0,2.0,,,6.0,,3.0,66.0,323.0,9.0,5.0,205.0,30.0,26.0,21.0,1.0,13.0,12.0,,109.0,5.0,248.0,,1.0,29.0,7.0,84.0,2.0,440.0,,0.0,9.0,24.0,1.0,30.0,3.0,633.0,12.0,10.0,11.0,1.0,19.0,0.0
855379,21,2017-01-14 12:30:00,6,Spurs,Home,246.0,23.0,1.0,5.0,4.0,,,347.0,4.0,2.0,6.0,1.0,4.0,46.0,588.0,,2.0,22.0,10.0,10.0,14.0,1.0,5.0,,,,,,,,,,,15.0,,,,,,,1.0,6.0,1.0,2.0,10.0,11.0,130.0,53.0,4.0,2.0,2.0,,14.0,3.0,3.0,,,8.0,14.0,4.0,,5.0,,35.0,60.0,,20.0,11.0,,1.0,70.0,11.0,12.0,3.0,,2.0,2.0,,203.0,3.0,,3.0,3.0,,,5.0,3.0,,2.0,11.0,1.0,6.0,6.0,1.0,6.0,163.0,78.0,50.0,,,5.0,13.0,11.0,648.0,1.0,1.0,,110.0,98.0,32.0,,,,,139.0,139.0,2.0,20.0,26.0,72.9,,,,,14.0,0.0,174.0,,,,1.0,,7.0,1.0,3.0,135.0,567.0,9.0,18.0,259.0,37.0,20.0,24.0,3.0,23.0,20.0,,176.0,4.0,434.0,,2.0,12.0,4.0,70.0,1.0,670.0,,0.0,21.0,22.0,2.0,26.0,0.0,876.0,24.0,20.0,16.0,8.0,15.0,0.0
855387,22,2017-01-21 17:30:00,6,Spurs,Away,166.0,14.0,1.0,1.0,,3.0,,122.0,7.0,3.0,5.0,3.0,3.0,29.0,287.0,,,34.0,10.0,17.0,1.0,2.0,2.0,,,,,,,,1.0,,,4.0,,,,,,,,2.0,14.0,3.0,3.0,3.0,55.0,59.0,1.0,,2.0,6.0,26.0,1.0,15.0,,,4.0,7.0,2.0,,16.0,3.0,53.0,57.0,6.0,31.0,14.0,2.0,3.0,57.0,7.0,10.0,1.0,,,,,175.0,1.0,,1.0,1.0,,,10.0,2.0,1.0,1.0,14.0,,12.0,12.0,4.0,5.0,87.0,74.0,32.0,5.0,,2.0,2.0,2.0,372.0,1.0,4.0,,42.0,58.0,25.0,,,,,174.0,174.0,1.0,23.0,23.0,45.4,,,1.0,,26.0,0.0,82.0,4.0,1.0,5.0,,,3.0,,3.0,43.0,266.0,12.0,4.0,198.0,29.0,31.0,17.0,3.0,12.0,9.0,,91.0,9.0,213.0,2.0,3.0,26.0,3.0,71.0,5.0,399.0,,0.0,6.0,19.0,4.0,40.0,4.0,622.0,8.0,14.0,11.0,4.0,12.0,0.0
855397,23,2017-01-31 19:45:00,6,Spurs,Away,177.0,14.0,3.0,6.0,3.0,,,297.0,5.0,,1.0,3.0,6.0,38.0,468.0,,,36.0,19.0,12.0,7.0,2.0,5.0,,,,1.0,1.0,,,,,,8.0,,,,,,,,6.0,3.0,,7.0,7.0,86.0,48.0,2.0,2.0,,2.0,15.0,7.0,6.0,,,12.0,20.0,8.0,,20.0,,58.0,41.0,2.0,21.0,11.0,,,85.0,13.0,9.0,,1.0,2.0,1.0,1.0,186.0,,,,,,,5.0,,,1.0,11.0,,2.0,2.0,,2.0,144.0,67.0,45.0,2.0,,3.0,6.0,3.0,535.0,2.0,3.0,,84.0,87.0,52.0,,,,,162.0,162.0,3.0,24.0,17.0,71.6,,,,,15.0,0.0,141.0,1.0,,1.0,,,4.0,1.0,3.0,170.0,446.0,5.0,10.0,200.0,37.0,21.0,14.0,6.0,35.0,29.0,,220.0,6.0,392.0,,,15.0,6.0,66.0,3.0,557.0,,0.0,14.0,11.0,2.0,41.0,0.0,762.0,30.0,7.0,10.0,12.0,7.0,0.0
855409,24,2017-02-04 17:30:00,6,Spurs,Home,176.0,18.0,3.0,6.0,3.0,2.0,,324.0,4.0,,4.0,2.0,9.0,33.0,494.0,,1.0,32.0,22.0,19.0,12.0,2.0,3.0,,,,,,,,,,,13.0,1.0,,,,1.0,,,4.0,5.0,3.0,11.0,6.0,83.0,53.0,2.0,2.0,1.0,2.0,10.0,6.0,8.0,,,11.0,18.0,2.0,,16.0,,68.0,55.0,2.0,24.0,14.0,,,93.0,8.0,11.0,1.0,,4.0,3.0,,189.0,,,,,,,7.0,,,1.0,14.0,2.0,4.0,4.0,,4.0,160.0,78.0,53.0,2.0,,6.0,8.0,5.0,566.0,3.0,3.0,,103.0,84.0,47.0,,,,1.0,175.0,175.0,1.0,20.0,27.0,65.2,1.0,,,1.0,10.0,0.0,151.0,,,,,,6.0,,3.0,162.0,482.0,5.0,14.0,196.0,33.0,24.0,21.0,10.0,33.0,23.0,,211.0,6.0,420.0,,,15.0,9.0,66.0,5.0,583.0,1.0,0.0,17.0,20.0,3.0,36.0,0.0,816.0,43.0,16.0,6.0,11.0,16.0,0.0
855415,25,2017-02-11 17:30:00,6,Spurs,Away,161.0,19.0,,2.0,2.0,6.0,,138.0,2.0,,4.0,16.0,13.0,47.0,297.0,,1.0,18.0,13.0,18.0,5.0,,,,1.0,,,1.0,,,,,1.0,5.0,,,,,,,1.0,9.0,11.0,6.0,5.0,2.0,67.0,63.0,1.0,1.0,,3.0,27.0,1.0,6.0,,,3.0,8.0,1.0,,10.0,4.0,50.0,62.0,3.0,35.0,12.0,1.0,2.0,58.0,14.0,12.0,,1.0,2.0,1.0,1.0,193.0,,,,,,,5.0,,1.0,,12.0,,11.0,11.0,2.0,4.0,73.0,84.0,41.0,10.0,,2.0,3.0,2.0,397.0,4.0,3.0,,45.0,63.0,25.0,,,,,186.0,186.0,1.0,24.0,27.0,49.1,,,,,27.0,0.0,88.0,7.0,,7.0,1.0,,4.0,,3.0,64.0,277.0,10.0,5.0,204.0,31.0,35.0,20.0,3.0,13.0,10.0,,106.0,12.0,230.0,1.0,1.0,43.0,14.0,88.0,1.0,421.0,,0.0,7.0,20.0,2.0,28.0,5.0,641.0,7.0,19.0,13.0,3.0,13.0,0.0
855429,26,2017-02-26 13:30:00,6,Spurs,Home,238.0,11.0,3.0,4.0,2.0,5.0,,270.0,1.0,,6.0,3.0,12.0,31.0,504.0,,,24.0,14.0,13.0,14.0,2.0,2.0,,,,,,,,,,,16.0,,,,1.0,,,3.0,8.0,5.0,,11.0,10.0,98.0,56.0,1.0,,1.0,1.0,14.0,5.0,8.0,,,8.0,8.0,2.0,,12.0,2.0,53.0,48.0,1.0,25.0,15.0,,1.0,67.0,11.0,14.0,4.0,,6.0,,,174.0,3.0,2.0,3.0,1.0,2.0,,2.0,2.0,,,15.0,1.0,7.0,7.0,1.0,6.0,160.0,69.0,46.0,5.0,,6.0,13.0,9.0,566.0,,4.0,,83.0,71.0,24.0,,,,,136.0,136.0,2.0,27.0,21.0,64.3,1.0,,,,14.0,0.0,156.0,3.0,,3.0,,,7.0,,3.0,117.0,483.0,4.0,19.0,263.0,24.0,25.0,18.0,5.0,14.0,10.0,,156.0,8.0,339.0,,,14.0,12.0,55.0,1.0,588.0,,0.0,21.0,11.0,,26.0,2.0,782.0,30.0,15.0,10.0,8.0,10.0,0.0
855438,27,2017-03-05 13:30:00,6,Spurs,Home,149.0,21.0,1.0,6.0,5.0,2.0,1.0,224.0,2.0,,9.0,9.0,4.0,45.0,367.0,,1.0,19.0,10.0,19.0,10.0,2.0,3.0,,,,,1.0,,,,,1.0,13.0,,,,,,,3.0,4.0,4.0,4.0,11.0,9.0,69.0,69.0,1.0,1.0,1.0,,17.0,8.0,5.0,,1.0,7.0,7.0,5.0,,12.0,,46.0,59.0,,19.0,10.0,1.0,,81.0,9.0,14.0,3.0,,7.0,2.0,1.0,175.0,3.0,1.0,2.0,2.0,1.0,,3.0,2.0,,,10.0,1.0,8.0,8.0,1.0,9.0,112.0,80.0,40.0,2.0,,4.0,11.0,7.0,436.0,3.0,1.0,,89.0,76.0,30.0,,,,,160.0,160.0,7.0,21.0,26.0,51.5,,,,1.0,17.0,0.0,106.0,1.0,1.0,2.0,2.0,,5.0,,3.0,106.0,345.0,9.0,15.0,164.0,32.0,19.0,21.0,4.0,18.0,14.0,,159.0,5.0,316.0,,,23.0,4.0,73.0,2.0,462.0,,0.0,20.0,15.0,1.0,31.0,1.0,677.0,19.0,16.0,11.0,7.0,9.0,0.0
855446,28,2017-04-26 20:00:00,6,Spurs,Away,178.0,27.0,3.0,6.0,3.0,3.0,,320.0,5.0,,1.0,9.0,10.0,43.0,492.0,1.0,,26.0,22.0,20.0,11.0,2.0,4.0,,,,,,,,,,,14.0,,,,,,,,8.0,5.0,1.0,10.0,8.0,79.0,65.0,1.0,1.0,,3.0,23.0,6.0,8.0,,,11.0,13.0,4.0,,14.0,1.0,69.0,68.0,3.0,26.0,14.0,,,89.0,15.0,13.0,1.0,,,,,204.0,1.0,,,1.0,,,5.0,1.0,,,14.0,,5.0,5.0,,1.0,161.0,85.0,52.0,2.0,,7.0,7.0,4.0,569.0,3.0,1.0,,75.0,84.0,39.0,,,,,162.0,162.0,9.0,24.0,29.0,68.9,,,,,23.0,0.0,149.0,1.0,,1.0,4.0,,8.0,2.0,3.0,163.0,469.0,8.0,14.0,197.0,41.0,26.0,21.0,8.0,25.0,17.0,,218.0,13.0,421.0,,,24.0,10.0,70.0,,593.0,2.0,0.0,18.0,24.0,,28.0,3.0,810.0,26.0,15.0,11.0,11.0,17.0,0.0
855459,29,2017-03-19 14:15:00,6,Spurs,Home,119.0,11.0,1.0,2.0,1.0,2.0,,224.0,3.0,,2.0,3.0,11.0,23.0,341.0,,1.0,17.0,13.0,9.0,8.0,1.0,2.0,,,,,,,,,,1.0,9.0,1.0,,,,,,,5.0,5.0,3.0,7.0,5.0,68.0,54.0,1.0,1.0,1.0,2.0,26.0,4.0,6.0,,,5.0,3.0,2.0,,16.0,1.0,52.0,44.0,2.0,24.0,11.0,1.0,,79.0,12.0,13.0,2.0,,6.0,2.0,,178.0,1.0,,,1.0,,,11.0,1.0,1.0,,11.0,,13.0,13.0,1.0,2.0,105.0,88.0,39.0,1.0,,1.0,9.0,6.0,423.0,1.0,5.0,,61.0,57.0,24.0,,,,1.0,172.0,172.0,4.0,19.0,25.0,50.5,,,,,26.0,0.0,105.0,1.0,1.0,2.0,1.0,,2.0,1.0,3.0,97.0,325.0,11.0,10.0,147.0,33.0,24.0,14.0,3.0,10.0,7.0,,156.0,9.0,319.0,1.0,,25.0,12.0,72.0,2.0,456.0,,0.0,12.0,13.0,2.0,27.0,3.0,647.0,27.0,11.0,9.0,5.0,9.0,0.0
855463,30,2017-04-01 15:00:00,6,Spurs,Away,267.0,23.0,1.0,1.0,1.0,,,201.0,3.0,,14.0,10.0,18.0,45.0,467.0,,,19.0,24.0,17.0,9.0,1.0,3.0,,,,,1.0,,,,,,13.0,,,,,,,2.0,3.0,5.0,8.0,10.0,9.0,98.0,74.0,1.0,1.0,2.0,,19.0,6.0,3.0,,,7.0,6.0,4.0,1.0,18.0,,56.0,48.0,,37.0,21.0,,,55.0,6.0,9.0,,,2.0,,1.0,202.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,,21.0,,8.0,8.0,,14.0,145.0,85.0,45.0,3.0,,3.0,8.0,7.0,551.0,5.0,1.0,,45.0,80.0,23.0,,,,,163.0,163.0,4.0,27.0,26.0,61.0,,,,1.0,19.0,0.0,128.0,1.0,1.0,2.0,,,6.0,,3.0,97.0,448.0,7.0,11.0,300.0,45.0,37.0,16.0,5.0,14.0,10.0,,141.0,2.0,287.0,1.0,,35.0,19.0,93.0,1.0,573.0,,0.0,19.0,12.0,1.0,25.0,0.0,792.0,23.0,12.0,10.0,7.0,9.0,0.0
855477,31,2017-04-05 19:45:00,6,Spurs,Away,215.0,23.0,,1.0,1.0,4.0,,344.0,2.0,,5.0,4.0,10.0,37.0,558.0,1.0,1.0,19.0,12.0,18.0,14.0,,,1.0,,,,,,,,,,18.0,,,,,,,,3.0,3.0,1.0,11.0,7.0,83.0,53.0,2.0,1.0,2.0,2.0,16.0,5.0,10.0,,,7.0,16.0,2.0,,8.0,,45.0,47.0,2.0,20.0,10.0,,,86.0,8.0,7.0,1.0,,1.0,,,215.0,2.0,,2.0,2.0,,1.0,2.0,3.0,,1.0,10.0,,5.0,5.0,1.0,5.0,161.0,55.0,40.0,5.0,2.0,5.0,11.0,8.0,627.0,1.0,3.0,,98.0,57.0,38.0,,,,,153.0,153.0,3.0,23.0,22.0,71.8,,,3.0,,16.0,0.0,183.0,,,,,1.0,5.0,2.0,3.0,193.0,544.0,9.0,16.0,240.0,34.0,20.0,14.0,6.0,24.0,18.0,2.0,234.0,6.0,426.0,,,9.0,11.0,48.0,4.0,642.0,1.0,0.0,18.0,20.0,2.0,25.0,1.0,830.0,35.0,15.0,4.0,7.0,13.0,0.0
855489,32,2017-04-08 12:30:00,6,Spurs,Home,145.0,20.0,2.0,3.0,2.0,1.0,,294.0,4.0,2.0,2.0,2.0,14.0,31.0,436.0,,,25.0,7.0,12.0,12.0,1.0,4.0,,,1.0,,1.0,,,,,,14.0,,,,2.0,,,,7.0,4.0,4.0,8.0,11.0,82.0,40.0,2.0,3.0,,1.0,13.0,8.0,14.0,,,7.0,10.0,4.0,,10.0,,45.0,60.0,1.0,25.0,10.0,,,75.0,12.0,11.0,,,5.0,1.0,1.0,168.0,3.0,,1.0,3.0,,,5.0,4.0,1.0,1.0,10.0,4.0,9.0,9.0,2.0,2.0,131.0,46.0,36.0,5.0,4.0,4.0,12.0,6.0,481.0,2.0,1.0,,88.0,38.0,30.0,,,,,109.0,109.0,1.0,13.0,22.0,58.7,2.0,,,1.0,13.0,0.0,120.0,,2.0,2.0,1.0,,5.0,1.0,3.0,130.0,417.0,5.0,17.0,163.0,33.0,25.0,18.0,5.0,19.0,15.0,,174.0,5.0,357.0,1.0,2.0,9.0,14.0,45.0,1.0,501.0,1.0,0.0,19.0,23.0,,27.0,0.0,693.0,19.0,10.0,14.0,7.0,17.0,0.0
