matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
919001,11,2017-11-05 12:00:00,6,Spurs,Home,214.0,19.0,1.0,2.0,1.0,,,279.0,6.0,1.0,3.0,4.0,18.0,49.0,491.0,,,25.0,14.0,16.0,9.0,1.0,,,,,,,,,,,10.0,,,,,,,4.0,7.0,4.0,6.0,6.0,78.0,53.0,2.0,2.0,,3.0,11.0,4.0,8.0,,,10.0,16.0,7.0,,13.0,2.0,47.0,49.0,3.0,30.0,14.0,,1.0,68.0,6.0,6.0,1.0,,2.0,1.0,,183.0,,,,,,,8.0,1.0,2.0,,14.0,,13.0,13.0,,3.0,171.0,75.0,45.0,9.0,,5.0,5.0,2.0,559.0,3.0,3.0,,87.0,87.0,39.0,,,,,155.0,155.0,4.0,17.0,28.0,68.4,,,,1.0,11.0,0.0,151.0,3.0,,3.0,,1.0,,6.0,,3.0,119.0,472.0,4.0,10.0,225.0,32.0,30.0,13.0,6.0,30.0,24.0,,169.0,3.0,388.0,2.0,2.0,15.0,19.0,74.0,3.0,583.0,,0.0,12.0,20.0,1.0,27.0,0.0,796.0,25.0,8.0,7.0,10.0,10.0,0.0
919004,12,2017-11-18 12:30:00,6,Spurs,Away,197.0,10.0,2.0,4.0,2.0,2.0,,243.0,5.0,2.0,6.0,4.0,13.0,27.0,436.0,,,26.0,16.0,20.0,11.0,1.0,,,,,,,,,,,12.0,,,,,,,7.0,8.0,6.0,10.0,4.0,83.0,67.0,,,,2.0,21.0,2.0,7.0,,1.0,4.0,14.0,4.0,,12.0,1.0,56.0,57.0,2.0,22.0,14.0,,1.0,72.0,16.0,11.0,,,1.0,,,194.0,,,,,,,6.0,,,1.0,14.0,,17.0,17.0,3.0,6.0,139.0,82.0,36.0,7.0,,8.0,4.0,4.0,519.0,5.0,2.0,,65.0,71.0,38.0,,,,,166.0,166.0,8.0,29.0,24.0,57.9,,,,1.0,21.0,0.0,133.0,2.0,1.0,3.0,,1.0,,8.0,,3.0,109.0,411.0,13.0,12.0,223.0,30.0,22.0,21.0,2.0,20.0,18.0,,159.0,5.0,346.0,,2.0,31.0,14.0,75.0,1.0,549.0,,0.0,14.0,12.0,4.0,28.0,1.0,768.0,21.0,14.0,15.0,4.0,7.0,0.0
919021,13,2017-11-25 15:00:00,6,Spurs,Home,177.0,12.0,2.0,6.0,4.0,,,430.0,4.0,,2.0,3.0,12.0,39.0,601.0,,,25.0,27.0,21.0,16.0,2.0,,,,,1.0,,,,,,18.0,,,,,,1.0,3.0,4.0,1.0,9.0,16.0,93.0,52.0,2.0,1.0,1.0,1.0,13.0,10.0,10.0,,,8.0,22.0,6.0,,14.0,,65.0,65.0,1.0,9.0,6.0,1.0,,103.0,10.0,12.0,1.0,,2.0,,1.0,217.0,1.0,,1.0,1.0,,,4.0,1.0,,,6.0,,5.0,5.0,,2.0,189.0,83.0,66.0,,,7.0,12.0,5.0,663.0,,3.0,,133.0,87.0,55.0,,,,,158.0,158.0,4.0,19.0,26.0,72.5,,,1.0,,13.0,0.0,190.0,1.0,,1.0,,,,10.0,,2.0,215.0,576.0,3.0,19.0,189.0,24.0,9.0,23.0,7.0,35.0,28.0,,264.0,3.0,535.0,,,10.0,13.0,60.0,2.0,689.0,,0.0,25.0,15.0,,28.0,1.0,890.0,34.0,13.0,17.0,8.0,12.0,0.0
919026,14,2017-11-28 19:45:00,6,Spurs,Away,163.0,13.0,4.0,7.0,3.0,1.0,,309.0,5.0,3.0,4.0,3.0,7.0,28.0,465.0,,1.0,22.0,16.0,18.0,13.0,2.0,1.0,,,,,,,,,,13.0,,,,,,,6.0,4.0,3.0,13.0,5.0,84.0,75.0,4.0,5.0,,5.0,16.0,3.0,9.0,1.0,1.0,9.0,13.0,5.0,,13.0,1.0,56.0,54.0,5.0,16.0,7.0,,,82.0,10.0,7.0,1.0,1.0,1.0,1.0,,197.0,1.0,,1.0,1.0,,,6.0,1.0,,2.0,7.0,,11.0,11.0,,4.0,140.0,60.0,42.0,4.0,,7.0,9.0,6.0,543.0,1.0,6.0,,56.0,85.0,52.0,,,,,164.0,164.0,4.0,29.0,37.0,62.6,,,,,16.0,0.0,140.0,1.0,1.0,1.0,,,1.0,9.0,,3.0,150.0,448.0,7.0,16.0,180.0,29.0,16.0,20.0,8.0,27.0,19.0,1.0,210.0,4.0,408.0,,3.0,16.0,8.0,55.0,1.0,561.0,1.0,0.0,18.0,19.0,4.0,25.0,2.0,764.0,33.0,14.0,10.0,9.0,12.0,0.0
919041,15,2017-12-02 15:00:00,6,Spurs,Away,166.0,18.0,1.0,1.0,,3.0,,164.0,4.0,,6.0,4.0,10.0,43.0,329.0,,,21.0,19.0,15.0,3.0,,2.0,1.0,,1.0,2.0,,,,,,3.0,,,,,,2.0,6.0,3.0,3.0,2.0,6.0,54.0,67.0,1.0,,1.0,3.0,17.0,2.0,4.0,,1.0,2.0,10.0,,,16.0,,51.0,59.0,3.0,30.0,14.0,,,59.0,8.0,16.0,,,4.0,3.0,2.0,143.0,1.0,,1.0,1.0,,,4.0,1.0,4.0,,14.0,,11.0,11.0,2.0,7.0,102.0,61.0,43.0,7.0,1.0,1.0,3.0,2.0,386.0,2.0,3.0,,44.0,57.0,22.0,,,,,144.0,144.0,5.0,30.0,22.0,49.5,,,1.0,,17.0,0.0,105.0,,1.0,1.0,,,2.0,4.0,,3.0,69.0,311.0,11.0,4.0,186.0,30.0,30.0,11.0,2.0,15.0,13.0,2.0,109.0,4.0,233.0,4.0,,17.0,10.0,65.0,10.0,404.0,,1.0,8.0,21.0,5.0,23.0,1.0,624.0,12.0,19.0,7.0,2.0,13.0,0.0
919051,16,2017-12-09 15:00:00,6,Spurs,Home,263.0,17.0,2.0,5.0,4.0,,,321.0,4.0,,6.0,7.0,7.0,38.0,579.0,,4.0,15.0,21.0,19.0,12.0,1.0,2.0,,,1.0,1.0,,,,,2.0,17.0,,,,,,,6.0,4.0,,12.0,8.0,97.0,58.0,8.0,5.0,3.0,1.0,14.0,3.0,6.0,,1.0,12.0,15.0,5.0,,11.0,1.0,56.0,50.0,1.0,16.0,11.0,1.0,,78.0,12.0,8.0,2.0,,3.0,2.0,1.0,199.0,3.0,,3.0,2.0,1.0,1.0,4.0,3.0,,,11.0,,10.0,10.0,,6.0,187.0,79.0,56.0,6.0,2.0,5.0,11.0,11.0,635.0,,4.0,,90.0,86.0,39.0,,,,,141.0,141.0,2.0,22.0,28.0,70.8,,,,2.0,14.0,0.0,174.0,2.0,,2.0,,,2.0,6.0,1.0,3.0,149.0,557.0,5.0,17.0,279.0,29.0,16.0,11.0,5.0,26.0,22.0,3.0,184.0,1.0,404.0,,,15.0,7.0,54.0,7.0,657.0,,0.0,20.0,18.0,8.0,17.0,1.0,842.0,38.0,12.0,5.0,12.0,11.0,0.0
919062,17,2017-12-13 20:00:00,6,Spurs,Home,244.0,12.0,3.0,6.0,3.0,1.0,1.0,425.0,2.0,,6.0,1.0,17.0,25.0,663.0,,,28.0,20.0,20.0,17.0,1.0,,,,1.0,1.0,,,,1.0,,16.0,,,,,,1.0,3.0,5.0,2.0,14.0,11.0,115.0,53.0,1.0,1.0,,2.0,14.0,11.0,5.0,,,10.0,8.0,9.0,1.0,8.0,,43.0,56.0,2.0,4.0,3.0,,,98.0,5.0,10.0,,,5.0,2.0,1.0,210.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,3.0,2.0,6.0,6.0,4.0,6.0,215.0,72.0,49.0,2.0,1.0,6.0,14.0,8.0,734.0,1.0,4.0,,79.0,103.0,43.0,,,,,139.0,139.0,4.0,18.0,22.0,75.1,,,,,14.0,0.0,209.0,3.0,1.0,4.0,,1.0,,6.0,1.0,3.0,157.0,650.0,6.0,20.0,258.0,35.0,4.0,16.0,7.0,26.0,19.0,,210.0,2.0,517.0,,,7.0,18.0,47.0,3.0,749.0,,0.0,25.0,15.0,1.0,28.0,1.0,946.0,37.0,13.0,11.0,10.0,9.0,0.0
919069,18,2017-12-16 17:30:00,6,Spurs,Away,199.0,10.0,,1.0,1.0,,,129.0,7.0,1.0,1.0,8.0,3.0,39.0,327.0,,,22.0,3.0,6.0,4.0,,,,,,,,,,,,6.0,,,,,,1.0,13.0,16.0,4.0,1.0,6.0,62.0,51.0,,,,1.0,22.0,1.0,14.0,,,1.0,2.0,3.0,,12.0,6.0,54.0,49.0,1.0,13.0,4.0,1.0,,42.0,20.0,13.0,,,1.0,1.0,,140.0,,,,,,,10.0,1.0,1.0,1.0,4.0,,17.0,17.0,2.0,2.0,97.0,54.0,35.0,5.0,1.0,3.0,1.0,2.0,381.0,2.0,,,51.0,38.0,17.0,,1.0,1.0,,141.0,141.0,5.0,29.0,13.0,47.1,,,,1.0,22.0,0.0,113.0,4.0,3.0,7.0,,,,4.0,,3.0,57.0,304.0,10.0,4.0,230.0,28.0,13.0,19.0,1.0,7.0,6.0,,91.0,2.0,189.0,1.0,2.0,20.0,3.0,66.0,2.0,412.0,,0.0,7.0,17.0,1.0,26.0,4.0,607.0,7.0,25.0,13.0,1.0,10.0,0.0
919075,19,2017-12-23 17:30:00,6,Spurs,Away,210.0,11.0,1.0,3.0,2.0,1.0,,212.0,2.0,2.0,5.0,13.0,3.0,36.0,419.0,,2.0,22.0,21.0,33.0,12.0,1.0,2.0,,,,,,,,,1.0,16.0,1.0,,,,,,4.0,4.0,1.0,12.0,6.0,80.0,74.0,3.0,3.0,2.0,1.0,15.0,5.0,6.0,,,4.0,7.0,2.0,,9.0,1.0,44.0,59.0,1.0,37.0,17.0,,,78.0,10.0,10.0,3.0,,1.0,,,214.0,2.0,,1.0,2.0,,,6.0,2.0,,1.0,17.0,,6.0,6.0,,5.0,115.0,89.0,46.0,4.0,,4.0,11.0,8.0,503.0,,8.0,,68.0,63.0,27.0,,,,1.0,159.0,159.0,8.0,28.0,28.0,59.6,,,,1.0,15.0,0.0,118.0,2.0,,2.0,,1.0,2.0,5.0,,3.0,95.0,403.0,8.0,15.0,232.0,30.0,37.0,11.0,2.0,11.0,9.0,2.0,143.0,8.0,306.0,,2.0,38.0,3.0,79.0,1.0,527.0,,0.0,18.0,9.0,2.0,29.0,2.0,726.0,25.0,16.0,9.0,4.0,8.0,0.0
919090,20,2017-12-26 12:30:00,6,Spurs,Home,210.0,14.0,,2.0,2.0,4.0,1.0,200.0,6.0,1.0,5.0,5.0,12.0,32.0,408.0,1.0,3.0,10.0,9.0,15.0,7.0,1.0,2.0,,,,1.0,,,,,,13.0,,,,,,2.0,6.0,11.0,5.0,10.0,6.0,69.0,62.0,4.0,,4.0,2.0,25.0,2.0,20.0,,,3.0,4.0,1.0,,17.0,3.0,64.0,57.0,2.0,29.0,15.0,1.0,1.0,62.0,8.0,15.0,3.0,,5.0,1.0,1.0,183.0,5.0,1.0,4.0,4.0,1.0,2.0,10.0,4.0,1.0,1.0,15.0,,10.0,10.0,1.0,5.0,119.0,68.0,43.0,8.0,2.0,7.0,6.0,7.0,466.0,3.0,1.0,,70.0,39.0,28.0,,,,,139.0,139.0,4.0,25.0,24.0,57.0,,,,2.0,25.0,0.0,122.0,2.0,2.0,5.0,,,2.0,7.0,,3.0,112.0,386.0,11.0,13.0,233.0,25.0,29.0,26.0,3.0,9.0,6.0,4.0,155.0,7.0,269.0,1.0,1.0,14.0,12.0,55.0,1.0,493.0,1.0,0.0,16.0,12.0,4.0,15.0,0.0,693.0,25.0,12.0,15.0,3.0,5.0,0.0
919100,21,2018-01-04 20:00:00,6,Spurs,Home,184.0,14.0,2.0,3.0,1.0,1.0,,377.0,,,5.0,2.0,8.0,37.0,558.0,,1.0,29.0,16.0,18.0,17.0,1.0,,,,,,,,,,,27.0,,,,,,,6.0,2.0,1.0,17.0,14.0,79.0,72.0,1.0,1.0,,,19.0,14.0,9.0,,1.0,7.0,14.0,6.0,,13.0,1.0,52.0,56.0,,15.0,10.0,,,108.0,10.0,6.0,,,,,,198.0,1.0,,,1.0,,,2.0,1.0,,1.0,10.0,,13.0,13.0,,5.0,201.0,73.0,49.0,1.0,1.0,5.0,14.0,8.0,656.0,,,,112.0,89.0,46.0,,,,,170.0,170.0,9.0,21.0,36.0,70.7,,,1.0,,19.0,0.0,191.0,,,,,1.0,,9.0,3.0,3.0,187.0,548.0,4.0,20.0,198.0,34.0,15.0,18.0,7.0,27.0,20.0,,261.0,6.0,498.0,,,18.0,8.0,64.0,3.0,669.0,,0.0,31.0,19.0,4.0,32.0,0.0,881.0,43.0,11.0,13.0,7.0,15.0,0.0
919111,22,2018-01-02 19:45:00,6,Spurs,Away,252.0,13.0,1.0,5.0,4.0,1.0,2.0,346.0,5.0,1.0,3.0,2.0,9.0,40.0,593.0,,1.0,23.0,11.0,17.0,8.0,1.0,2.0,,,1.0,1.0,,,,,,8.0,,,,,,2.0,5.0,5.0,3.0,8.0,4.0,92.0,55.0,1.0,,2.0,1.0,19.0,2.0,11.0,,1.0,5.0,8.0,2.0,,8.0,1.0,49.0,55.0,1.0,21.0,5.0,,,96.0,9.0,11.0,1.0,,5.0,4.0,1.0,207.0,1.0,1.0,1.0,,1.0,1.0,5.0,1.0,1.0,,5.0,,9.0,9.0,,3.0,182.0,95.0,74.0,6.0,1.0,5.0,5.0,5.0,657.0,2.0,4.0,,155.0,70.0,28.0,,,,,138.0,138.0,1.0,17.0,32.0,67.7,,,,3.0,19.0,0.0,194.0,1.0,,1.0,,,2.0,5.0,,3.0,135.0,576.0,5.0,10.0,257.0,23.0,21.0,16.0,4.0,18.0,14.0,2.0,186.0,4.0,436.0,1.0,1.0,10.0,9.0,56.0,2.0,675.0,1.0,0.0,12.0,21.0,1.0,25.0,2.0,863.0,27.0,17.0,6.0,5.0,14.0,0.0
919120,23,2018-01-13 17:30:00,6,Spurs,Home,229.0,17.0,,2.0,2.0,1.0,1.0,257.0,3.0,,4.0,5.0,5.0,41.0,484.0,,1.0,20.0,16.0,22.0,12.0,1.0,,,,,,,,,,,19.0,,,,1.0,,1.0,6.0,4.0,3.0,13.0,7.0,87.0,71.0,6.0,3.0,4.0,2.0,16.0,4.0,7.0,,,3.0,8.0,5.0,,11.0,,51.0,72.0,2.0,22.0,15.0,,,76.0,11.0,15.0,2.0,,3.0,2.0,,205.0,4.0,,2.0,4.0,,,4.0,4.0,1.0,,15.0,1.0,7.0,7.0,,4.0,151.0,87.0,57.0,3.0,2.0,6.0,11.0,10.0,555.0,2.0,2.0,,68.0,73.0,32.0,,,,,159.0,159.0,4.0,25.0,37.0,61.5,1.0,,,,16.0,0.0,136.0,,,,,,,6.0,,3.0,126.0,463.0,7.0,17.0,248.0,29.0,22.0,24.0,3.0,18.0,15.0,,174.0,6.0,349.0,1.0,,22.0,5.0,71.0,2.0,579.0,,0.0,20.0,18.0,3.0,26.0,0.0,785.0,24.0,21.0,18.0,3.0,10.0,0.0
919129,24,2018-01-21 16:00:00,6,Spurs,Away,196.0,9.0,5.0,8.0,3.0,,,219.0,8.0,,2.0,4.0,7.0,22.0,407.0,,,13.0,10.0,16.0,14.0,,,,,,,1.0,,,,,14.0,,,,,1.0,,8.0,4.0,7.0,11.0,6.0,66.0,69.0,1.0,,1.0,,27.0,5.0,10.0,,,9.0,11.0,5.0,,11.0,2.0,55.0,46.0,,18.0,13.0,,1.0,57.0,15.0,7.0,1.0,2.0,1.0,1.0,,171.0,1.0,1.0,1.0,,1.0,,9.0,,,,13.0,1.0,11.0,11.0,2.0,2.0,140.0,63.0,41.0,2.0,,8.0,7.0,2.0,469.0,1.0,2.0,1.0,63.0,49.0,37.0,,,,,153.0,153.0,4.0,33.0,25.0,58.9,1.0,,1.0,,27.0,0.0,114.0,,4.0,4.0,,1.0,,10.0,,3.0,112.0,386.0,9.0,15.0,226.0,17.0,18.0,17.0,7.0,24.0,17.0,,147.0,1.0,289.0,,,21.0,7.0,49.0,1.0,491.0,,0.0,17.0,16.0,1.0,24.0,3.0,684.0,39.0,16.0,7.0,9.0,10.0,0.0
919142,25,2018-01-31 20:00:00,6,Spurs,Home,161.0,17.0,1.0,3.0,2.0,,1.0,274.0,3.0,1.0,4.0,5.0,6.0,21.0,432.0,,2.0,14.0,15.0,11.0,16.0,2.0,,1.0,,,1.0,,,,,,19.0,,,,,,2.0,8.0,5.0,1.0,12.0,10.0,69.0,76.0,2.0,2.0,,2.0,18.0,7.0,9.0,,1.0,6.0,9.0,1.0,,15.0,3.0,59.0,64.0,2.0,19.0,6.0,,,73.0,10.0,13.0,,,2.0,1.0,1.0,181.0,,,,,,,3.0,1.0,,,6.0,,18.0,18.0,5.0,4.0,137.0,85.0,56.0,3.0,1.0,8.0,10.0,6.0,500.0,1.0,4.0,,48.0,91.0,43.0,,,,,154.0,154.0,6.0,23.0,40.0,52.6,,,,1.0,18.0,0.0,140.0,3.0,,3.0,,,,9.0,,3.0,138.0,412.0,7.0,18.0,178.0,30.0,19.0,25.0,5.0,16.0,11.0,,191.0,3.0,365.0,,1.0,21.0,7.0,52.0,1.0,527.0,,0.0,22.0,26.0,3.0,18.0,2.0,744.0,24.0,12.0,15.0,6.0,14.0,0.0
919149,26,2018-02-04 16:30:00,6,Spurs,Away,242.0,21.0,1.0,2.0,1.0,4.0,1.0,233.0,6.0,2.0,8.0,3.0,9.0,41.0,473.0,,1.0,16.0,14.0,16.0,4.0,3.0,,,,,,,,,,,6.0,1.0,1.0,,,,2.0,5.0,6.0,3.0,8.0,5.0,85.0,73.0,2.0,3.0,1.0,1.0,23.0,5.0,13.0,,,7.0,13.0,4.0,,14.0,1.0,52.0,57.0,1.0,18.0,5.0,1.0,,81.0,9.0,15.0,1.0,,4.0,4.0,,201.0,,,,,,,8.0,1.0,1.0,,5.0,,6.0,6.0,2.0,8.0,141.0,82.0,46.0,3.0,,1.0,6.0,6.0,567.0,2.0,,,60.0,69.0,45.0,,,,2.0,178.0,178.0,2.0,33.0,28.0,65.9,,,1.0,1.0,23.0,0.0,163.0,1.0,,1.0,,1.0,,2.0,,3.0,113.0,454.0,3.0,7.0,269.0,48.0,18.0,13.0,6.0,27.0,21.0,,175.0,6.0,348.0,1.0,2.0,18.0,9.0,79.0,2.0,590.0,,0.0,13.0,16.0,3.0,20.0,1.0,777.0,22.0,13.0,10.0,7.0,8.0,0.0
919161,27,2018-02-10 12:30:00,6,Spurs,Home,152.0,21.0,4.0,10.0,6.0,,1.0,269.0,4.0,2.0,3.0,1.0,9.0,40.0,411.0,,1.0,16.0,13.0,16.0,10.0,4.0,1.0,,,1.0,1.0,,,,,1.0,10.0,,,,,,1.0,10.0,2.0,4.0,13.0,5.0,77.0,64.0,6.0,5.0,1.0,1.0,28.0,1.0,8.0,,,10.0,18.0,6.0,,5.0,1.0,46.0,54.0,1.0,23.0,11.0,,,96.0,13.0,8.0,1.0,,3.0,2.0,1.0,184.0,1.0,,1.0,1.0,,,6.0,1.0,,,11.0,,7.0,7.0,,3.0,116.0,69.0,40.0,2.0,,10.0,5.0,6.0,473.0,2.0,1.0,,103.0,51.0,45.0,,,,,136.0,136.0,3.0,26.0,29.0,49.9,,,,,28.0,0.0,117.0,,1.0,1.0,,,1.0,11.0,,2.0,115.0,396.0,11.0,15.0,161.0,47.0,23.0,23.0,8.0,34.0,26.0,1.0,167.0,6.0,367.0,,2.0,8.0,11.0,68.0,1.0,494.0,,0.0,18.0,14.0,1.0,21.0,2.0,689.0,37.0,10.0,16.0,10.0,8.0,0.0
919167,28,2018-02-25 12:00:00,6,Spurs,Away,217.0,11.0,2.0,3.0,1.0,,,352.0,4.0,,5.0,3.0,11.0,37.0,566.0,,,30.0,24.0,14.0,5.0,,,,,,1.0,,1.0,,,,10.0,,,,,,,5.0,4.0,1.0,9.0,5.0,95.0,67.0,2.0,3.0,,1.0,27.0,4.0,5.0,,3.0,13.0,12.0,4.0,,18.0,,62.0,45.0,1.0,17.0,11.0,,1.0,78.0,5.0,10.0,1.0,3.0,3.0,1.0,1.0,225.0,1.0,1.0,1.0,,1.0,,4.0,,,,11.0,,6.0,6.0,1.0,5.0,165.0,72.0,60.0,3.0,,3.0,3.0,4.0,644.0,1.0,3.0,,94.0,94.0,55.0,,,,,171.0,171.0,6.0,21.0,33.0,76.2,,,,,27.0,0.0,177.0,2.0,1.0,3.0,,1.0,,6.0,1.0,2.0,176.0,550.0,5.0,7.0,232.0,28.0,17.0,17.0,11.0,28.0,17.0,,245.0,1.0,458.0,,,9.0,12.0,56.0,1.0,662.0,,0.0,14.0,14.0,1.0,31.0,1.0,869.0,34.0,14.0,7.0,13.0,9.0,0.0
919181,29,2018-03-03 15:00:00,6,Spurs,Home,327.0,21.0,3.0,8.0,5.0,2.0,,382.0,3.0,,5.0,3.0,24.0,40.0,701.0,,1.0,27.0,16.0,13.0,10.0,1.0,1.0,,,,1.0,,,,,,13.0,,,,,,,3.0,1.0,2.0,8.0,7.0,118.0,81.0,2.0,,2.0,1.0,24.0,5.0,7.0,,1.0,8.0,10.0,2.0,,19.0,2.0,58.0,49.0,1.0,18.0,11.0,,,77.0,6.0,8.0,,,3.0,,1.0,252.0,2.0,,2.0,2.0,,1.0,3.0,2.0,1.0,,11.0,1.0,18.0,18.0,3.0,5.0,201.0,91.0,74.0,1.0,2.0,2.0,11.0,7.0,793.0,,2.0,,71.0,89.0,35.0,,,,,174.0,174.0,4.0,37.0,33.0,74.5,,,,,24.0,0.0,235.0,1.0,2.0,3.0,,,1.0,3.0,,3.0,115.0,690.0,6.0,13.0,353.0,45.0,18.0,28.0,8.0,20.0,12.0,2.0,176.0,6.0,473.0,1.0,,13.0,27.0,66.0,4.0,806.0,,0.0,15.0,10.0,6.0,29.0,1.0,1031.0,27.0,20.0,18.0,8.0,8.0,0.0
919183,30,2018-03-11 16:00:00,6,Spurs,Away,221.0,18.0,2.0,4.0,2.0,1.0,,248.0,7.0,,1.0,2.0,8.0,36.0,465.0,,1.0,12.0,13.0,14.0,5.0,1.0,2.0,,,,,,,,,1.0,11.0,,,,,,,3.0,7.0,7.0,10.0,2.0,82.0,63.0,3.0,1.0,4.0,1.0,26.0,3.0,17.0,,1.0,5.0,13.0,7.0,1.0,9.0,2.0,59.0,63.0,1.0,19.0,6.0,,,71.0,7.0,10.0,,2.0,1.0,1.0,,189.0,3.0,,3.0,3.0,,1.0,9.0,4.0,,,6.0,,13.0,13.0,,1.0,132.0,80.0,44.0,4.0,3.0,,9.0,8.0,538.0,4.0,,,71.0,56.0,33.0,,,,,167.0,167.0,3.0,32.0,24.0,63.0,,,3.0,,26.0,0.0,156.0,,2.0,2.0,,,2.0,1.0,,3.0,119.0,448.0,13.0,9.0,247.0,34.0,19.0,30.0,3.0,24.0,21.0,3.0,158.0,2.0,336.0,,,18.0,9.0,70.0,3.0,559.0,,0.0,12.0,22.0,1.0,20.0,1.0,775.0,35.0,18.0,17.0,5.0,14.0,0.0
919201,31,2018-05-09 20:00:00,6,Spurs,Home,179.0,28.0,1.0,3.0,2.0,5.0,,283.0,8.0,1.0,5.0,3.0,1.0,42.0,459.0,,,28.0,24.0,18.0,7.0,1.0,,,,1.0,1.0,,,,,1.0,7.0,,,,,,1.0,6.0,10.0,4.0,8.0,3.0,75.0,61.0,1.0,1.0,,,18.0,1.0,7.0,,1.0,6.0,10.0,3.0,,15.0,2.0,62.0,49.0,,33.0,21.0,,1.0,83.0,10.0,8.0,1.0,,3.0,,1.0,178.0,1.0,,1.0,1.0,,,10.0,1.0,,,21.0,,8.0,8.0,,5.0,139.0,83.0,51.0,4.0,,2.0,7.0,7.0,530.0,2.0,,,81.0,80.0,34.0,,,,,148.0,148.0,5.0,22.0,26.0,62.9,,,,,18.0,0.0,159.0,3.0,,3.0,,,,3.0,,3.0,125.0,441.0,5.0,9.0,196.0,48.0,33.0,17.0,5.0,18.0,13.0,,177.0,12.0,373.0,,1.0,17.0,1.0,77.0,4.0,551.0,,0.0,11.0,12.0,2.0,32.0,2.0,749.0,25.0,12.0,11.0,6.0,7.0,0.0
919205,32,2018-04-01 16:00:00,6,Spurs,Away,206.0,15.0,,2.0,2.0,,,231.0,4.0,,6.0,4.0,4.0,33.0,435.0,,1.0,21.0,13.0,13.0,6.0,,,,,,,,,,,1.0,10.0,,,,,,,7.0,8.0,6.0,6.0,6.0,70.0,73.0,1.0,,2.0,5.0,14.0,3.0,10.0,,1.0,5.0,5.0,3.0,,21.0,3.0,61.0,47.0,5.0,28.0,12.0,1.0,,62.0,11.0,4.0,,,1.0,1.0,,152.0,2.0,,1.0,2.0,,,6.0,3.0,,,12.0,,20.0,20.0,5.0,6.0,149.0,64.0,37.0,5.0,3.0,1.0,7.0,6.0,512.0,3.0,1.0,,47.0,67.0,21.0,,,,,157.0,157.0,4.0,32.0,27.0,51.3,,,3.0,1.0,14.0,0.0,157.0,2.0,1.0,3.0,,,,3.0,1.0,3.0,123.0,425.0,12.0,8.0,234.0,30.0,28.0,16.0,5.0,14.0,9.0,,164.0,2.0,308.0,,,19.0,5.0,64.0,3.0,528.0,,0.0,12.0,20.0,1.0,25.0,1.0,756.0,14.0,17.0,10.0,5.0,16.0,0.0
