matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987701,11.0,2018-11-03 19:45:00,6,Spurs,Away,229.0,11.0,,4.0,4.0,2.0,,192.0,4.0,1.0,3.0,5.0,4.0,18.0,417.0,,,19.0,11.0,7.0,6.0,,,,,,,,,,,,,,,10.0,,,,,,7.0,8.0,8.0,7.0,3.0,,78.0,61.0,1.0,1.0,2.0,1.0,13.0,1.0,15.0,,,1.0,5.0,2.0,,12.0,4.0,56.0,48.0,1.0,23.0,11.0,,1.0,48.0,8.0,9.0,1.0,,,,,140.0,2.0,,2.0,2.0,,,9.0,,,3.0,1.0,,,,,11.0,,7.0,7.0,1.0,3.0,142.0,69.0,40.0,5.0,2.0,1.0,7.0,8.0,472.0,,,5.0,1.0,,70.0,52.0,13.0,2.0,2.0,2.0,,,132.0,132.0,3.0,30.0,20.0,51.4,,,,2.0,13.0,0.0,,,,145.0,3.0,2.0,5.0,,1.0,,1.0,,3.0,67.0,395.0,6.0,8.0,259.0,33.0,23.0,21.0,,7.0,7.0,,104.0,2.0,253.0,1.0,1.0,16.0,5.0,50.0,3.0,505.0,1.0,0.0,10.0,21.0,1.0,23.0,2.0,688.0,19.0,11.0,11.0,1.0,12.0,0.0
987705,12.0,2018-11-10 17:30:00,6,Spurs,Away,234.0,16.0,1.0,6.0,5.0,1.0,1.0,256.0,5.0,1.0,3.0,4.0,5.0,33.0,484.0,,,20.0,19.0,10.0,5.0,2.0,,1.0,,,,,,,,,,,,6.0,,,,,1.0,5.0,8.0,3.0,8.0,3.0,,105.0,57.0,1.0,1.0,1.0,4.0,18.0,3.0,7.0,,,6.0,10.0,5.0,1.0,9.0,3.0,54.0,47.0,4.0,32.0,13.0,,,58.0,9.0,11.0,,,3.0,3.0,,175.0,,,,,,,6.0,,,,,,,,1.0,13.0,,11.0,11.0,,3.0,153.0,87.0,56.0,10.0,,5.0,2.0,2.0,558.0,,,1.0,3.0,,110.0,85.0,31.0,,,,,,162.0,162.0,4.0,21.0,27.0,64.6,,,,1.0,18.0,0.0,,,,148.0,4.0,1.0,5.0,,,1.0,6.0,2.0,3.0,90.0,466.0,8.0,7.0,260.0,35.0,32.0,19.0,5.0,23.0,18.0,1.0,125.0,3.0,344.0,,1.0,21.0,7.0,64.0,1.0,581.0,,0.0,11.0,18.0,3.0,25.0,1.0,801.0,16.0,19.0,8.0,6.0,10.0,0.0
987718,13.0,2018-11-24 17:30:00,6,Spurs,Home,113.0,23.0,1.0,5.0,4.0,1.0,1.0,171.0,5.0,,3.0,6.0,1.0,33.0,279.0,,1.0,13.0,13.0,19.0,11.0,2.0,,1.0,,,,,,,,,,,,12.0,,,,,3.0,13.0,8.0,5.0,12.0,6.0,,62.0,68.0,5.0,3.0,2.0,1.0,18.0,3.0,15.0,,,4.0,5.0,2.0,,10.0,1.0,62.0,54.0,1.0,22.0,9.0,,,47.0,19.0,12.0,2.0,,4.0,1.0,,155.0,3.0,1.0,1.0,2.0,1.0,,11.0,,,2.0,1.0,,,,,9.0,,10.0,10.0,,3.0,78.0,70.0,37.0,4.0,1.0,4.0,12.0,9.0,333.0,,,6.0,2.0,,69.0,63.0,18.0,,,,,,133.0,133.0,10.0,28.0,23.0,39.9,,,,,18.0,0.0,,,,74.0,,1.0,1.0,,,1.0,6.0,,2.0,83.0,255.0,9.0,16.0,134.0,34.0,22.0,17.0,1.0,9.0,8.0,1.0,120.0,6.0,244.0,1.0,,19.0,2.0,66.0,3.0,369.0,,0.0,18.0,12.0,1.0,15.0,0.0,556.0,23.0,17.0,12.0,4.0,7.0,0.0
987722,14.0,2018-12-02 14:05:00,6,Spurs,Away,143.0,7.0,1.0,2.0,1.0,4.0,1.0,96.0,8.0,2.0,3.0,1.0,3.0,17.0,237.0,,,18.0,12.0,16.0,4.0,1.0,,,,,,1.0,1.0,,1.0,,,,,7.0,1.0,,,,1.0,10.0,13.0,9.0,6.0,5.0,,47.0,65.0,,,1.0,3.0,20.0,2.0,4.0,1.0,,5.0,2.0,2.0,,12.0,2.0,59.0,56.0,3.0,17.0,8.0,1.0,1.0,32.0,17.0,13.0,1.0,,4.0,2.0,1.0,143.0,1.0,1.0,1.0,,1.0,,13.0,,,,,,,,1.0,8.0,,10.0,10.0,2.0,3.0,65.0,70.0,27.0,8.0,1.0,1.0,5.0,6.0,298.0,,,5.0,2.0,,69.0,36.0,17.0,1.0,1.0,1.0,,1.0,153.0,153.0,7.0,21.0,34.0,40.7,,3.0,,1.0,20.0,0.0,,,,76.0,3.0,,2.0,1.0,,,3.0,,3.0,39.0,213.0,5.0,6.0,169.0,25.0,17.0,22.0,5.0,11.0,6.0,,71.0,8.0,173.0,,2.0,22.0,3.0,55.0,2.0,331.0,,1.0,11.0,21.0,1.0,24.0,3.0,530.0,11.0,13.0,7.0,5.0,9.0,0.0
987741,15.0,2018-12-05 20:00:00,6,Spurs,Home,252.0,19.0,1.0,5.0,4.0,1.0,,188.0,5.0,1.0,3.0,1.0,9.0,29.0,435.0,,,17.0,10.0,23.0,6.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,7.0,,,,1.0,,5.0,13.0,5.0,10.0,3.0,,73.0,53.0,2.0,,2.0,4.0,22.0,2.0,7.0,,,8.0,9.0,2.0,,9.0,4.0,39.0,41.0,4.0,29.0,12.0,,1.0,54.0,7.0,5.0,1.0,,1.0,,1.0,170.0,2.0,,2.0,1.0,1.0,,5.0,,,1.0,,,,,,12.0,1.0,7.0,7.0,2.0,3.0,145.0,64.0,42.0,6.0,2.0,2.0,7.0,8.0,509.0,,,4.0,3.0,,44.0,73.0,21.0,,,,,,140.0,140.0,4.0,31.0,14.0,52.1,1.0,,,,22.0,0.0,,,,139.0,2.0,2.0,4.0,,,1.0,3.0,,3.0,87.0,418.0,12.0,9.0,290.0,36.0,29.0,10.0,4.0,15.0,11.0,1.0,120.0,5.0,252.0,,1.0,16.0,9.0,55.0,4.0,527.0,,0.0,13.0,9.0,1.0,18.0,0.0,705.0,19.0,15.0,4.0,8.0,6.0,0.0
987748,16.0,2018-12-08 19:45:00,6,Spurs,Away,252.0,23.0,1.0,4.0,3.0,4.0,1.0,218.0,8.0,1.0,5.0,6.0,7.0,30.0,466.0,,1.0,14.0,9.0,17.0,2.0,1.0,,1.0,,1.0,,,1.0,,,,,,,5.0,,,,,,5.0,3.0,8.0,4.0,3.0,,89.0,73.0,1.0,,1.0,,24.0,1.0,11.0,,,5.0,6.0,1.0,,14.0,1.0,46.0,63.0,,29.0,14.0,,1.0,47.0,7.0,11.0,,,4.0,3.0,1.0,174.0,2.0,,1.0,2.0,,1.0,10.0,,,2.0,,,,,,14.0,,15.0,15.0,1.0,6.0,149.0,69.0,44.0,6.0,2.0,2.0,3.0,2.0,555.0,,,3.0,1.0,,54.0,77.0,24.0,,,,,,163.0,163.0,4.0,30.0,32.0,57.8,,,,1.0,24.0,0.0,,,,166.0,1.0,2.0,3.0,,,1.0,4.0,,3.0,72.0,446.0,6.0,5.0,292.0,44.0,29.0,18.0,4.0,14.0,10.0,2.0,120.0,7.0,300.0,,1.0,18.0,7.0,54.0,1.0,578.0,,0.0,7.0,23.0,1.0,15.0,1.0,768.0,25.0,17.0,12.0,5.0,13.0,0.0
987759,17.0,2018-12-15 15:00:00,6,Spurs,Home,229.0,20.0,,5.0,5.0,1.0,,306.0,4.0,,4.0,3.0,8.0,39.0,530.0,1.0,1.0,22.0,27.0,20.0,10.0,1.0,,,,,,,,,,,,,,9.0,,,,,,3.0,3.0,1.0,10.0,5.0,,80.0,66.0,3.0,2.0,1.0,2.0,23.0,6.0,2.0,,1.0,8.0,14.0,4.0,,9.0,,58.0,40.0,2.0,10.0,7.0,,1.0,82.0,7.0,8.0,,,1.0,1.0,,195.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,1.0,7.0,,6.0,6.0,,4.0,168.0,59.0,37.0,3.0,,4.0,8.0,3.0,608.0,,,2.0,5.0,,86.0,105.0,44.0,,,,,,157.0,157.0,4.0,27.0,30.0,70.3,,,,1.0,23.0,0.0,,,,180.0,,,,,,,6.0,,3.0,141.0,516.0,10.0,12.0,258.0,48.0,10.0,19.0,7.0,26.0,19.0,,193.0,5.0,391.0,,,18.0,8.0,75.0,2.0,623.0,1.0,0.0,15.0,7.0,2.0,23.0,0.0,802.0,34.0,12.0,5.0,8.0,3.0,0.0
987766,18.0,2018-12-23 16:00:00,6,Spurs,Away,338.0,31.0,,2.0,2.0,4.0,,167.0,7.0,,6.0,3.0,5.0,34.0,503.0,2.0,2.0,17.0,13.0,22.0,8.0,,,,,2.0,1.0,,3.0,,,,,,2.0,13.0,,,,1.0,1.0,9.0,6.0,4.0,11.0,6.0,,105.0,61.0,3.0,1.0,4.0,3.0,30.0,2.0,4.0,,,1.0,1.0,2.0,,8.0,1.0,37.0,56.0,3.0,29.0,20.0,,,45.0,9.0,13.0,4.0,,3.0,,3.0,213.0,2.0,,2.0,2.0,,,11.0,,,5.0,,,,,,20.0,1.0,10.0,10.0,,6.0,145.0,84.0,51.0,2.0,2.0,4.0,6.0,8.0,575.0,,,2.0,2.0,,51.0,50.0,14.0,,,,,,137.0,137.0,1.0,32.0,20.0,58.5,1.0,,3.0,,30.0,0.0,,,,142.0,1.0,,1.0,,,,7.0,,3.0,69.0,481.0,16.0,10.0,378.0,55.0,29.0,11.0,,3.0,3.0,,98.0,10.0,230.0,,,24.0,6.0,75.0,2.0,605.0,2.0,0.0,17.0,14.0,5.0,21.0,2.0,791.0,22.0,15.0,8.0,1.0,6.0,0.0
987780,19.0,2018-12-26 15:00:00,6,Spurs,Home,334.0,25.0,,1.0,1.0,2.0,,188.0,5.0,1.0,9.0,3.0,16.0,31.0,521.0,1.0,1.0,11.0,15.0,8.0,4.0,,,,,,,1.0,1.0,,,,,,,9.0,,,,,,3.0,11.0,3.0,5.0,5.0,,118.0,61.0,2.0,1.0,2.0,,18.0,1.0,2.0,,,3.0,6.0,2.0,,8.0,2.0,38.0,40.0,,16.0,10.0,,,44.0,5.0,8.0,1.0,,1.0,,1.0,174.0,4.0,,2.0,4.0,,,8.0,,,5.0,1.0,,,,,10.0,,12.0,12.0,1.0,9.0,163.0,70.0,44.0,4.0,4.0,2.0,6.0,7.0,579.0,,,3.0,2.0,,65.0,56.0,21.0,,,,,,122.0,122.0,3.0,27.0,21.0,56.7,,,,,18.0,0.0,,,,144.0,4.0,,4.0,,1.0,,2.0,,3.0,58.0,504.0,10.0,8.0,357.0,48.0,16.0,20.0,2.0,10.0,8.0,,92.0,4.0,252.0,1.0,1.0,14.0,16.0,61.0,1.0,599.0,1.0,0.0,10.0,12.0,3.0,14.0,2.0,768.0,16.0,13.0,12.0,3.0,8.0,0.0
987790,20.0,2018-12-29 15:00:00,6,Spurs,Home,281.0,15.0,,1.0,1.0,1.0,,307.0,2.0,2.0,5.0,5.0,3.0,20.0,587.0,,1.0,16.0,15.0,13.0,7.0,,,,,,,1.0,1.0,,,,,,,7.0,,,,,,3.0,9.0,2.0,1.0,9.0,,115.0,62.0,,,,5.0,16.0,3.0,16.0,,,6.0,9.0,1.0,,10.0,,55.0,45.0,5.0,18.0,13.0,,,56.0,7.0,6.0,1.0,,1.0,,1.0,156.0,1.0,,,1.0,,,3.0,,,1.0,,,,,,13.0,1.0,4.0,4.0,,6.0,191.0,75.0,47.0,7.0,,4.0,4.0,3.0,644.0,,,3.0,3.0,,78.0,63.0,28.0,,,,,,134.0,134.0,5.0,19.0,31.0,60.8,,3.0,,,16.0,0.0,,,,202.0,1.0,,1.0,,,,4.0,,1.0,113.0,569.0,9.0,8.0,301.0,35.0,18.0,17.0,4.0,14.0,10.0,,149.0,3.0,377.0,,2.0,20.0,5.0,53.0,,664.0,,0.0,10.0,18.0,3.0,20.0,3.0,840.0,11.0,18.0,9.0,6.0,7.0,0.0
987794,21.0,2019-01-01 17:30:00,6,Spurs,Away,493.0,12.0,,2.0,2.0,,,256.0,3.0,,7.0,1.0,15.0,29.0,747.0,,1.0,18.0,14.0,14.0,7.0,,,1.0,,,,,,,,,,,,11.0,,,,,,3.0,3.0,2.0,9.0,4.0,,154.0,57.0,1.0,1.0,,2.0,18.0,3.0,6.0,,,3.0,5.0,1.0,,7.0,1.0,40.0,37.0,2.0,24.0,13.0,,,51.0,6.0,6.0,2.0,,1.0,,,229.0,2.0,,2.0,2.0,,,3.0,,,3.0,1.0,,,,,13.0,,4.0,4.0,,7.0,223.0,91.0,67.0,5.0,1.0,4.0,5.0,4.0,806.0,,,,1.0,,61.0,75.0,15.0,,,,,,117.0,117.0,2.0,20.0,27.0,73.1,,,,,18.0,0.0,,,,217.0,2.0,1.0,3.0,,,1.0,6.0,,2.0,90.0,730.0,7.0,9.0,519.0,32.0,24.0,16.0,2.0,8.0,6.0,1.0,121.0,1.0,312.0,1.0,,8.0,15.0,49.0,2.0,823.0,,0.0,13.0,9.0,2.0,18.0,0.0,984.0,25.0,18.0,9.0,3.0,4.0,0.0
987810,22.0,2019-01-13 16:30:00,6,Spurs,Home,245.0,30.0,3.0,10.0,7.0,2.0,,240.0,4.0,,7.0,5.0,9.0,25.0,475.0,,1.0,26.0,14.0,10.0,14.0,2.0,,1.0,,1.0,,1.0,2.0,,,,,,,15.0,,,,,,7.0,9.0,4.0,12.0,9.0,,75.0,68.0,2.0,2.0,,1.0,16.0,4.0,14.0,,,7.0,11.0,5.0,,8.0,4.0,50.0,45.0,1.0,18.0,10.0,,,60.0,8.0,8.0,,,2.0,,2.0,183.0,,,,,,,4.0,,,,,,,,,10.0,,6.0,6.0,,7.0,148.0,71.0,45.0,4.0,,4.0,12.0,11.0,550.0,,,2.0,1.0,,51.0,65.0,48.0,,,,,,140.0,140.0,3.0,30.0,26.0,61.2,,,,2.0,16.0,0.0,,,,161.0,6.0,1.0,7.0,,,1.0,6.0,,2.0,121.0,459.0,5.0,16.0,268.0,55.0,18.0,15.0,5.0,21.0,16.0,1.0,171.0,7.0,320.0,,,24.0,9.0,60.0,4.0,567.0,1.0,0.0,21.0,19.0,6.0,27.0,1.0,768.0,40.0,16.0,8.0,7.0,11.0,0.0
987814,23.0,2019-01-20 16:00:00,6,Spurs,Away,237.0,19.0,1.0,10.0,9.0,4.0,1.0,348.0,2.0,1.0,5.0,12.0,7.0,48.0,575.0,,1.0,28.0,20.0,27.0,9.0,1.0,,,,,,,,1.0,,,,,,10.0,,,,,1.0,4.0,8.0,5.0,11.0,3.0,,81.0,57.0,3.0,1.0,2.0,1.0,20.0,3.0,8.0,,,10.0,13.0,7.0,,8.0,2.0,48.0,55.0,1.0,17.0,11.0,,1.0,70.0,8.0,10.0,1.0,,4.0,4.0,,190.0,2.0,,2.0,2.0,,,3.0,,,2.0,,,,,,11.0,1.0,8.0,8.0,1.0,5.0,205.0,74.0,52.0,7.0,1.0,5.0,7.0,5.0,661.0,,,3.0,2.0,1.0,140.0,84.0,48.0,,,,,,166.0,166.0,1.0,22.0,28.0,73.2,,,3.0,2.0,20.0,0.0,,,,206.0,4.0,,4.0,,,,6.0,,2.0,164.0,557.0,10.0,12.0,264.0,42.0,17.0,11.0,8.0,32.0,24.0,,221.0,16.0,450.0,1.0,1.0,22.0,9.0,76.0,1.0,682.0,2.0,0.0,14.0,13.0,1.0,31.0,3.0,885.0,24.0,18.0,6.0,10.0,10.0,0.0
987831,24.0,2019-01-30 20:00:00,6,Spurs,Home,198.0,30.0,3.0,6.0,3.0,1.0,1.0,311.0,6.0,,1.0,5.0,7.0,47.0,503.0,,,18.0,19.0,17.0,8.0,2.0,,,,,,,1.0,,,,,,,12.0,,,,,1.0,,6.0,3.0,10.0,7.0,,80.0,67.0,,1.0,,4.0,24.0,8.0,4.0,,1.0,9.0,20.0,13.0,,10.0,,46.0,57.0,4.0,18.0,14.0,,,73.0,6.0,9.0,2.0,,4.0,2.0,1.0,168.0,2.0,,1.0,2.0,,,7.0,,,2.0,1.0,,,,,14.0,,5.0,5.0,,2.0,166.0,66.0,43.0,5.0,,5.0,7.0,3.0,563.0,,,3.0,4.0,,109.0,99.0,55.0,,,,,,161.0,161.0,7.0,23.0,30.0,68.5,,,3.0,,24.0,0.0,,,,174.0,,,,,2.0,,6.0,,3.0,146.0,480.0,6.0,12.0,211.0,49.0,18.0,23.0,7.0,42.0,35.0,,191.0,7.0,419.0,1.0,,14.0,7.0,72.0,1.0,588.0,,0.0,17.0,16.0,1.0,22.0,0.0,803.0,35.0,12.0,15.0,9.0,10.0,0.0
987840,25.0,2019-02-02 12:30:00,6,Spurs,Home,211.0,25.0,5.0,10.0,5.0,1.0,,448.0,4.0,1.0,3.0,3.0,12.0,38.0,649.0,,2.0,21.0,18.0,20.0,12.0,5.0,,,,,,,,,,,,,,12.0,,,,1.0,2.0,2.0,3.0,5.0,16.0,5.0,,98.0,75.0,5.0,6.0,,2.0,29.0,9.0,8.0,,,6.0,20.0,10.0,,8.0,2.0,49.0,44.0,2.0,14.0,7.0,,,78.0,6.0,5.0,,,3.0,3.0,,183.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,,7.0,1.0,7.0,7.0,,3.0,213.0,69.0,49.0,3.0,1.0,7.0,11.0,4.0,732.0,,,3.0,3.0,,142.0,112.0,53.0,,,,,,163.0,163.0,10.0,19.0,42.0,71.6,1.0,,,,29.0,0.0,,,,250.0,,2.0,2.0,,,,8.0,3.0,3.0,226.0,638.0,13.0,18.0,234.0,50.0,14.0,18.0,5.0,38.0,33.0,,279.0,2.0,548.0,,1.0,9.0,13.0,58.0,2.0,744.0,1.0,0.0,21.0,10.0,3.0,23.0,0.0,955.0,46.0,16.0,9.0,6.0,5.0,0.0
987849,26.0,2019-02-10 13:30:00,6,Spurs,Home,199.0,19.0,,3.0,3.0,3.0,,224.0,7.0,1.0,5.0,3.0,12.0,27.0,420.0,,,12.0,22.0,15.0,6.0,,,1.0,,,,,,,,,,,1.0,10.0,,,,,,7.0,17.0,3.0,5.0,7.0,,86.0,59.0,2.0,,2.0,5.0,15.0,5.0,10.0,,,2.0,10.0,4.0,1.0,9.0,5.0,53.0,41.0,5.0,9.0,5.0,,,47.0,11.0,4.0,1.0,,1.0,1.0,,155.0,3.0,,2.0,2.0,1.0,1.0,13.0,,,2.0,,,,,1.0,5.0,,12.0,12.0,1.0,5.0,128.0,63.0,37.0,9.0,1.0,2.0,7.0,5.0,475.0,,,2.0,1.0,,44.0,58.0,30.0,,1.0,1.0,1.0,,133.0,133.0,5.0,31.0,15.0,53.1,,,,,15.0,0.0,,,,130.0,6.0,2.0,9.0,,,1.0,2.0,,3.0,68.0,403.0,7.0,9.0,223.0,42.0,9.0,11.0,1.0,16.0,15.0,2.0,100.0,5.0,292.0,1.0,1.0,12.0,13.0,57.0,7.0,499.0,,0.0,12.0,14.0,,18.0,3.0,667.0,14.0,15.0,8.0,2.0,8.0,0.0
987854,27.0,2019-02-23 12:30:00,6,Spurs,Away,176.0,16.0,1.0,6.0,6.0,1.0,1.0,230.0,6.0,,10.0,7.0,6.0,31.0,400.0,,1.0,24.0,26.0,22.0,11.0,2.0,,,,,,,,,,,,,1.0,11.0,,,,,1.0,5.0,8.0,2.0,7.0,10.0,,65.0,57.0,1.0,,1.0,5.0,18.0,6.0,6.0,,1.0,6.0,15.0,9.0,,7.0,,55.0,62.0,5.0,22.0,12.0,,,48.0,12.0,9.0,1.0,,1.0,1.0,,163.0,1.0,1.0,1.0,,1.0,,9.0,,,,,,,,1.0,12.0,,5.0,5.0,,11.0,131.0,80.0,42.0,7.0,,3.0,11.0,6.0,475.0,,,3.0,5.0,,78.0,65.0,33.0,,,,,,162.0,162.0,1.0,22.0,21.0,69.5,,,,,18.0,0.0,,,,145.0,2.0,,2.0,,1.0,,5.0,,3.0,113.0,375.0,4.0,14.0,211.0,39.0,22.0,20.0,2.0,26.0,25.0,,150.0,4.0,319.0,,,30.0,7.0,74.0,,504.0,,0.0,17.0,16.0,3.0,25.0,3.0,721.0,30.0,19.0,15.0,6.0,10.0,0.0
987867,28.0,2019-02-27 20:00:00,6,Spurs,Away,224.0,19.0,1.0,3.0,2.0,,,252.0,5.0,1.0,7.0,1.0,5.0,32.0,473.0,1.0,,22.0,13.0,10.0,7.0,1.0,,,,,,,,,,1.0,,,,7.0,,1.0,,,1.0,8.0,4.0,8.0,4.0,5.0,,85.0,71.0,1.0,1.0,,1.0,21.0,4.0,7.0,,,2.0,7.0,8.0,,11.0,,60.0,50.0,1.0,23.0,7.0,1.0,1.0,72.0,14.0,7.0,,,3.0,1.0,,156.0,,,,,,,8.0,,,,,,,,1.0,7.0,1.0,11.0,11.0,,7.0,146.0,73.0,47.0,2.0,,4.0,4.0,,527.0,,,2.0,3.0,1.0,52.0,87.0,23.0,,,,,,139.0,139.0,11.0,28.0,25.0,53.5,1.0,,,,21.0,0.0,,,,159.0,,,,,1.0,,5.0,,3.0,112.0,457.0,10.0,8.0,234.0,37.0,23.0,26.0,1.0,17.0,16.0,,153.0,2.0,329.0,,1.0,13.0,5.0,59.0,1.0,546.0,1.0,0.0,9.0,23.0,,24.0,1.0,766.0,19.0,19.0,10.0,2.0,13.0,0.0
987878,29.0,2019-03-02 12:30:00,6,Spurs,Home,209.0,19.0,1.0,6.0,5.0,2.0,1.0,191.0,4.0,,6.0,12.0,3.0,38.0,394.0,,,22.0,12.0,18.0,3.0,2.0,,,,,,,,,,,,,,7.0,1.0,,,,2.0,7.0,7.0,2.0,7.0,4.0,,67.0,74.0,1.0,3.0,1.0,3.0,22.0,1.0,9.0,1.0,1.0,3.0,9.0,1.0,,7.0,2.0,59.0,58.0,3.0,12.0,5.0,1.0,,70.0,15.0,14.0,1.0,,4.0,2.0,,185.0,,,,,,,6.0,,,,,,,,,5.0,,8.0,8.0,2.0,6.0,135.0,73.0,34.0,4.0,,4.0,1.0,3.0,488.0,,,4.0,2.0,,45.0,97.0,29.0,,1.0,1.0,1.0,1.0,179.0,179.0,5.0,28.0,31.0,60.2,,,1.0,,22.0,0.0,,,,121.0,3.0,,2.0,,1.0,,7.0,,2.0,90.0,380.0,8.0,6.0,232.0,51.0,12.0,28.0,3.0,15.0,12.0,,145.0,9.0,291.0,,,38.0,6.0,88.0,5.0,508.0,,0.0,11.0,14.0,1.0,27.0,3.0,711.0,30.0,21.0,12.0,3.0,12.0,0.0
987891,30.0,2019-03-09 15:00:00,6,Spurs,Away,190.0,22.0,2.0,5.0,3.0,4.0,,205.0,4.0,1.0,5.0,6.0,5.0,24.0,390.0,,1.0,22.0,15.0,17.0,11.0,1.0,,1.0,,,1.0,,1.0,,,,,1.0,,12.0,,1.0,,,,9.0,7.0,5.0,7.0,9.0,,64.0,60.0,2.0,1.0,1.0,4.0,17.0,2.0,8.0,,,10.0,5.0,4.0,,6.0,,47.0,63.0,4.0,13.0,6.0,1.0,,60.0,9.0,14.0,1.0,,2.0,1.0,1.0,177.0,1.0,,1.0,1.0,,1.0,5.0,,,1.0,,,,,,6.0,2.0,6.0,6.0,2.0,5.0,138.0,73.0,39.0,1.0,,6.0,7.0,5.0,484.0,,,4.0,2.0,,67.0,49.0,36.0,,,,,,170.0,170.0,3.0,28.0,23.0,63.2,1.0,3.0,,,17.0,0.0,,,,132.0,,2.0,2.0,,,1.0,9.0,,3.0,83.0,366.0,6.0,13.0,223.0,58.0,13.0,25.0,7.0,17.0,10.0,2.0,139.0,8.0,305.0,,1.0,19.0,5.0,60.0,1.0,511.0,,0.0,16.0,17.0,3.0,23.0,2.0,708.0,29.0,18.0,16.0,10.0,9.0,0.0
987898,31.0,2019-04-03 19:45:00,6,Spurs,Home,301.0,22.0,3.0,7.0,4.0,2.0,,301.0,7.0,,2.0,3.0,4.0,40.0,595.0,,2.0,24.0,12.0,22.0,15.0,1.0,,4.0,,,,,1.0,,,,,,,20.0,,,,,,7.0,3.0,2.0,15.0,11.0,,95.0,70.0,3.0,3.0,,,21.0,7.0,9.0,,,8.0,8.0,7.0,,11.0,1.0,46.0,59.0,,9.0,5.0,,,65.0,8.0,5.0,,,2.0,1.0,1.0,176.0,1.0,,,1.0,,,7.0,,,2.0,1.0,,,,,5.0,,7.0,7.0,,2.0,213.0,63.0,49.0,2.0,2.0,7.0,10.0,10.0,672.0,,,,3.0,,117.0,65.0,42.0,,,,,,148.0,148.0,12.0,17.0,39.0,65.3,,,,,21.0,0.0,,,,203.0,1.0,,1.0,,,4.0,9.0,,3.0,141.0,580.0,11.0,17.0,318.0,40.0,9.0,23.0,8.0,24.0,16.0,4.0,197.0,6.0,393.0,1.0,,9.0,4.0,55.0,,687.0,1.0,0.0,26.0,16.0,7.0,24.0,1.0,894.0,36.0,19.0,17.0,8.0,11.0,0.0
