matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360573,11,2011-11-06 16:00:00,6,Spurs,Away,191.0,15.0,,2.0,2.0,2.0,,160.0,4.0,2.0,5.0,3.0,13.0,33.0,349.0,1.0,,16.0,11.0,13.0,2.0,1.0,1.0,,,,,1.0,1.0,,,6.0,,,,,,,18.0,14.0,81.0,60.0,,,,2.0,3.0,4.0,2.0,1.0,4.0,1.0,,14.0,4.0,45.0,44.0,2.0,25.0,18.0,,,77.0,13.0,6.0,1.0,,1.0,,1.0,168.0,2.0,,1.0,1.0,1.0,,14.0,1.0,,2.0,32.0,,22.0,16.0,2.0,6.0,109.0,91.0,42.0,11.0,1.0,,5.0,4.0,13.0,,1.0,51.0,53.0,6.0,,,,,174.0,147.0,2.0,19.0,28.0,46.1,,,0.0,93.0,11.0,2.0,,1.0,1.0,2.0,,2.0,69.0,5.0,217.0,29.0,52.0,11.0,1.0,6.0,5.0,1.0,116.0,11.0,240.0,,3.0,25.0,15.0,63.0,1.0,451.0,1.0,0.0,9.0,19.0,1.0,20.0,1.0,673.0,6.0,6.0,1.0,13.0,0.0
360586,12,2011-11-21 20:00:00,6,Spurs,Home,223.0,31.0,,3.0,3.0,2.0,,329.0,1.0,,9.0,4.0,11.0,53.0,549.0,,4.0,22.0,20.0,19.0,13.0,1.0,2.0,,,,,1.0,,,2.0,15.0,,,,,,,3.0,,125.0,55.0,3.0,2.0,2.0,1.0,5.0,5.0,,11.0,16.0,5.0,,9.0,1.0,45.0,49.0,1.0,11.0,6.0,,,86.0,4.0,5.0,2.0,,3.0,1.0,1.0,214.0,1.0,,1.0,,1.0,,7.0,1.0,,,10.0,,13.0,11.0,,9.0,148.0,98.0,66.0,3.0,,10.0,5.0,6.0,,1.0,,135.0,104.0,16.0,,,,,144.0,137.0,4.0,25.0,14.0,70.3,,,0.0,131.0,1.0,,,,2.0,11.0,,2.0,157.0,15.0,236.0,40.0,18.0,19.0,5.0,27.0,22.0,2.0,195.0,5.0,409.0,,,10.0,11.0,69.0,2.0,618.0,1.0,0.0,22.0,13.0,6.0,25.0,0.0,813.0,16.0,12.0,11.0,12.0,0.0
360598,13,2011-11-26 15:00:00,6,Spurs,Away,190.0,23.0,4.0,6.0,2.0,6.0,1.0,237.0,3.0,,7.0,5.0,10.0,60.0,421.0,,4.0,18.0,9.0,7.0,12.0,4.0,2.0,,,,,,,,,18.0,,1.0,,,,1.0,7.0,4.0,79.0,63.0,2.0,2.0,2.0,1.0,6.0,5.0,,10.0,11.0,2.0,,16.0,1.0,51.0,47.0,1.0,14.0,5.0,,,82.0,13.0,10.0,3.0,,2.0,1.0,,151.0,2.0,,1.0,2.0,,1.0,10.0,3.0,,,10.0,,14.0,11.0,1.0,7.0,130.0,83.0,53.0,1.0,,6.0,12.0,11.0,2.0,2.0,,86.0,74.0,11.0,,,,1.0,146.0,132.0,2.0,32.0,19.0,56.2,,,0.0,123.0,3.0,1.0,,1.0,2.0,9.0,,1.0,116.0,18.0,204.0,40.0,28.0,17.0,9.0,23.0,14.0,3.0,149.0,6.0,302.0,,,13.0,10.0,78.0,4.0,483.0,,0.0,26.0,21.0,5.0,23.0,1.0,708.0,11.0,9.0,10.0,14.0,0.0
360606,14,2011-12-03 15:00:00,6,Spurs,Home,247.0,17.0,3.0,4.0,1.0,2.0,,241.0,5.0,,10.0,2.0,16.0,57.0,484.0,1.0,5.0,13.0,10.0,11.0,20.0,1.0,1.0,,,,,1.0,,,,20.0,,,,,1.0,,6.0,10.0,73.0,67.0,6.0,6.0,1.0,2.0,4.0,6.0,,7.0,12.0,3.0,,15.0,,45.0,37.0,2.0,10.0,3.0,,1.0,57.0,10.0,5.0,1.0,,2.0,1.0,1.0,181.0,3.0,1.0,2.0,1.0,2.0,1.0,9.0,1.0,,1.0,7.0,1.0,17.0,16.0,1.0,11.0,139.0,82.0,58.0,6.0,2.0,10.0,14.0,12.0,6.0,2.0,,66.0,45.0,24.0,,,,,122.0,117.0,6.0,28.0,21.0,58.9,1.0,,0.0,149.0,1.0,3.0,,1.0,1.0,11.0,1.0,2.0,124.0,24.0,257.0,26.0,15.0,12.0,6.0,22.0,16.0,2.0,150.0,2.0,307.0,,,9.0,18.0,67.0,4.0,542.0,1.0,0.0,27.0,14.0,6.0,14.0,0.0,734.0,9.0,7.0,7.0,11.0,0.0
360615,15,2011-12-11 16:00:00,6,Spurs,Away,164.0,18.0,2.0,4.0,2.0,1.0,,240.0,6.0,,2.0,2.0,9.0,45.0,400.0,2.0,,24.0,14.0,14.0,12.0,4.0,,,,,,,,,,,1.0,,,,,1.0,10.0,3.0,48.0,47.0,,,1.0,5.0,6.0,7.0,,12.0,20.0,4.0,,6.0,1.0,41.0,45.0,5.0,26.0,14.0,,1.0,62.0,8.0,9.0,1.0,1.0,,,,159.0,,,,,,,10.0,,,1.0,25.0,1.0,5.0,5.0,,2.0,130.0,56.0,35.0,7.0,,4.0,12.0,9.0,3.0,5.0,,110.0,47.0,16.0,,,,1.0,158.0,144.0,3.0,33.0,9.0,64.1,,1.0,0.0,134.0,3.0,1.0,1.0,1.0,,4.0,1.0,3.0,140.0,16.0,186.0,30.0,40.0,17.0,9.0,32.0,24.0,,173.0,7.0,317.0,,,14.0,9.0,62.0,3.0,471.0,2.0,1.0,19.0,12.0,2.0,27.0,1.0,691.0,16.0,10.0,12.0,11.0,0.0
360626,16,2011-12-18 15:00:00,6,Spurs,Home,231.0,22.0,1.0,7.0,6.0,1.0,,256.0,5.0,,10.0,5.0,14.0,49.0,480.0,,2.0,28.0,9.0,10.0,13.0,1.0,,,,,,2.0,,,,16.0,,,,,,,2.0,6.0,73.0,75.0,2.0,2.0,1.0,2.0,8.0,3.0,,6.0,12.0,8.0,,26.0,3.0,50.0,46.0,2.0,10.0,9.0,,,88.0,9.0,8.0,1.0,,3.0,,2.0,207.0,1.0,,1.0,1.0,,,10.0,1.0,2.0,4.0,22.0,,13.0,9.0,1.0,10.0,160.0,92.0,72.0,,,5.0,10.0,4.0,1.0,4.0,,101.0,59.0,25.0,,,,,185.0,168.0,1.0,37.0,26.0,60.3,,,0.0,122.0,1.0,3.0,,4.0,,7.0,,3.0,150.0,15.0,253.0,39.0,27.0,13.0,5.0,25.0,20.0,,195.0,4.0,334.0,2.0,,15.0,16.0,64.0,6.0,562.0,1.0,0.0,19.0,22.0,4.0,30.0,1.0,800.0,18.0,6.0,6.0,17.0,0.0
360630,17,2011-12-22 20:00:00,6,Spurs,Home,220.0,21.0,1.0,7.0,6.0,1.0,,179.0,10.0,,8.0,8.0,21.0,47.0,392.0,,1.0,24.0,3.0,6.0,11.0,2.0,,,,,,1.0,,,,11.0,,,,,,,10.0,12.0,72.0,48.0,3.0,2.0,1.0,3.0,7.0,2.0,,7.0,15.0,5.0,,20.0,3.0,46.0,42.0,3.0,16.0,9.0,,,66.0,15.0,8.0,1.0,,1.0,1.0,1.0,142.0,1.0,,1.0,1.0,,,13.0,1.0,,1.0,16.0,,15.0,8.0,1.0,9.0,135.0,85.0,53.0,4.0,,5.0,9.0,4.0,4.0,4.0,,74.0,45.0,14.0,,,,,152.0,143.0,2.0,20.0,16.0,54.8,,,0.0,108.0,2.0,4.0,,2.0,,5.0,,1.0,75.0,14.0,234.0,32.0,25.0,22.0,6.0,27.0,21.0,,108.0,6.0,250.0,,,27.0,23.0,64.0,3.0,457.0,,0.0,16.0,13.0,1.0,29.0,2.0,692.0,15.0,15.0,7.0,12.0,0.0
360644,18,2011-12-27 19:30:00,6,Spurs,Away,220.0,18.0,1.0,2.0,2.0,2.0,1.0,300.0,2.0,,10.0,5.0,16.0,44.0,518.0,,,19.0,9.0,9.0,14.0,2.0,1.0,,1.0,,,1.0,,,,17.0,,,,,,,4.0,5.0,99.0,59.0,1.0,1.0,1.0,3.0,3.0,3.0,,10.0,17.0,7.0,,15.0,,38.0,41.0,3.0,15.0,8.0,,,65.0,6.0,7.0,,,2.0,2.0,1.0,182.0,2.0,,1.0,2.0,,,7.0,2.0,1.0,,14.0,,21.0,17.0,,10.0,165.0,76.0,43.0,3.0,2.0,10.0,8.0,6.0,3.0,4.0,,81.0,103.0,20.0,,,,,178.0,168.0,1.0,26.0,19.0,59.6,,1.0,0.0,153.0,,2.0,,,1.0,11.0,,3.0,166.0,18.0,246.0,34.0,25.0,9.0,6.0,31.0,26.0,1.0,193.0,5.0,384.0,2.0,,29.0,19.0,70.0,3.0,599.0,,0.0,20.0,21.0,3.0,26.0,1.0,836.0,19.0,4.0,10.0,17.0,0.0
360657,19,2011-12-31 15:00:00,6,Spurs,Away,163.0,13.0,2.0,5.0,3.0,1.0,,233.0,1.0,,4.0,7.0,22.0,31.0,391.0,,3.0,12.0,6.0,9.0,6.0,,1.0,,,,1.0,1.0,,,,8.0,,,,,,,8.0,5.0,82.0,65.0,1.0,1.0,1.0,4.0,,5.0,1.0,5.0,12.0,1.0,,16.0,1.0,41.0,49.0,4.0,21.0,12.0,1.0,1.0,67.0,5.0,8.0,,,3.0,,1.0,167.0,,,,,,,7.0,1.0,,,16.0,,33.0,31.0,7.0,4.0,97.0,77.0,56.0,10.0,1.0,4.0,2.0,5.0,3.0,4.0,,60.0,44.0,9.0,,,,,141.0,131.0,2.0,33.0,23.0,44.2,,,0.0,107.0,1.0,2.0,,2.0,1.0,5.0,,2.0,111.0,6.0,179.0,18.0,31.0,20.0,5.0,18.0,13.0,1.0,141.0,7.0,292.0,,,16.0,24.0,43.0,4.0,453.0,,0.0,10.0,22.0,7.0,17.0,2.0,677.0,11.0,10.0,5.0,18.0,0.0
360666,20,2012-01-03 19:45:00,6,Spurs,Home,252.0,26.0,4.0,9.0,5.0,2.0,,310.0,9.0,,5.0,1.0,36.0,59.0,553.0,,,18.0,7.0,9.0,16.0,1.0,,,1.0,,,2.0,,,,,,,,,,,4.0,4.0,85.0,69.0,,,,,10.0,5.0,,14.0,16.0,6.0,,19.0,1.0,35.0,47.0,,15.0,8.0,,,71.0,4.0,14.0,1.0,,,,2.0,187.0,1.0,,1.0,1.0,,,9.0,,1.0,1.0,10.0,,26.0,19.0,1.0,5.0,189.0,69.0,51.0,7.0,,4.0,14.0,5.0,3.0,1.0,,97.0,70.0,26.0,,,,,147.0,140.0,4.0,38.0,22.0,68.2,,,0.0,171.0,,1.0,,3.0,,5.0,1.0,3.0,161.0,18.0,268.0,45.0,22.0,11.0,10.0,35.0,25.0,,213.0,7.0,399.0,1.0,,11.0,36.0,80.0,6.0,632.0,,0.0,20.0,14.0,3.0,19.0,0.0,850.0,7.0,10.0,14.0,11.0,0.0
360676,21,2012-01-14 15:00:00,6,Spurs,Home,189.0,20.0,3.0,10.0,7.0,3.0,,304.0,4.0,1.0,8.0,4.0,35.0,48.0,483.0,2.0,1.0,43.0,9.0,19.0,17.0,1.0,,,2.0,,,2.0,,,,23.0,,,,,,1.0,5.0,,90.0,69.0,1.0,2.0,,1.0,8.0,4.0,,8.0,19.0,5.0,,15.0,2.0,47.0,51.0,1.0,6.0,4.0,,,89.0,6.0,13.0,,,4.0,2.0,2.0,197.0,1.0,,1.0,1.0,,,4.0,1.0,1.0,,15.0,,24.0,19.0,2.0,8.0,149.0,83.0,57.0,1.0,1.0,10.0,9.0,7.0,,3.0,,100.0,107.0,20.0,,,,,183.0,169.0,3.0,30.0,27.0,68.4,,,0.0,139.0,2.0,,,2.0,,13.0,,2.0,151.0,19.0,212.0,34.0,20.0,22.0,7.0,33.0,26.0,,201.0,10.0,396.0,1.0,1.0,17.0,36.0,65.0,3.0,575.0,2.0,0.0,28.0,10.0,2.0,51.0,1.0,824.0,12.0,9.0,8.0,9.0,0.0
