season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a
2018-19,987685,10,2018-10-27 15:00:00,"Craven Cottage, London",25071,Fulham,Bournemouth,0,3,3,0,L,W,0,1,1,0,1,0,0,1,,3.0,11.0,12.0,1.0,5.0,9.0,6.0,1.0,1.0,,,,,,3.0,,3.0,,1.0,,,,,,2.0,10.0,10.0,2.0,5.0,26.0,41.0,65.0,61.0,547.0,495.0,453.0,421.0,52.0,48.0,11.0,29.0,10.0,7.0,8.0,4.0,13.0,10.0,34.0,24.0,34.0,24.0,17.0,18.0,1.0,1.0,,1.0,,,7.0,5.0,5.0,5.0,126.0,122.0,2.0,1.0,3.0,,,,,1.0,,,45.0,37.0,37.0,45.0,27.0,9.0,9.0,27.0,5.0,5.0,5.0,5.0,,,16.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,1.0
2018-19,987686,10,2018-10-27 17:30:00,"King Power Stadium, Leicester",31848,Leicester,West Ham,1,1,1,1,D,D,0,1,1,0,0,1,1,0,1.0,1.0,21.0,11.0,7.0,3.0,11.0,6.0,3.0,2.0,,,,,3.0,1.0,,1.0,3.0,1.0,1.0,1.0,,,1.0,,15.0,5.0,6.0,1.0,55.0,13.0,82.0,31.0,552.0,327.0,457.0,227.0,64.2,35.8,31.0,15.0,16.0,21.0,10.0,8.0,14.0,15.0,6.0,47.0,6.0,47.0,24.0,19.0,2.0,3.0,,,,,10.0,14.0,14.0,9.0,180.0,143.0,2.0,7.0,1.0,1.0,,,,,,,57.0,56.0,56.0,57.0,23.0,9.0,9.0,23.0,8.0,,8.0,,1.0,3.0,17.0,5.0,4.0,16.0,0.0,0.0,0.0,0.0,,,,,7.0,1.0
2018-19,987687,10,2018-10-27 15:00:00,"Anfield, Liverpool",53373,Liverpool,Cardiff,4,1,1,4,W,L,1,0,0,1,0,0,0,0,4.0,1.0,19.0,2.0,7.0,1.0,6.0,1.0,6.0,,,,,,2.0,,3.0,1.0,1.0,,1.0,,,,2.0,,14.0,1.0,8.0,,48.0,21.0,68.0,43.0,818.0,207.0,727.0,122.0,79.6,20.4,39.0,2.0,12.0,14.0,7.0,8.0,6.0,20.0,11.0,41.0,11.0,41.0,22.0,18.0,,6.0,,,,1.0,8.0,9.0,8.0,6.0,147.0,132.0,,2.0,1.0,4.0,,,,,,,42.0,42.0,42.0,42.0,18.0,14.0,14.0,18.0,8.0,,8.0,,,,6.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,,,,,,4.0
2018-19,987688,10,2018-10-28 16:00:00,"Old Trafford, Manchester",74525,Man Utd,Everton,2,1,1,2,W,L,1,0,0,1,0,0,0,0,2.0,1.0,14.0,14.0,10.0,6.0,3.0,7.0,1.0,1.0,,,,,2.0,1.0,1.0,1.0,3.0,1.0,,,,,1.0,,12.0,10.0,9.0,5.0,28.0,28.0,58.0,51.0,486.0,413.0,391.0,332.0,53.7,46.3,29.0,20.0,15.0,16.0,9.0,7.0,7.0,8.0,10.0,24.0,10.0,24.0,20.0,21.0,1.0,1.0,,,,,11.0,4.0,12.0,8.0,147.0,135.0,5.0,8.0,1.0,2.0,,,,,,,46.0,50.0,50.0,46.0,15.0,8.0,8.0,15.0,8.0,4.0,8.0,4.0,2.0,,15.0,12.0,12.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,7.0,
2018-19,987689,10,2018-10-27 15:00:00,"St. Mary's Stadium, Southampton",30736,Southampton,Newcastle,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,22.0,6.0,4.0,,13.0,4.0,5.0,2.0,,,,,1.0,,,,1.0,,1.0,,,,,,20.0,5.0,9.0,2.0,45.0,23.0,65.0,53.0,405.0,414.0,302.0,297.0,50.2,49.8,28.0,11.0,13.0,16.0,4.0,6.0,19.0,13.0,23.0,48.0,23.0,48.0,21.0,19.0,2.0,4.0,,,,,3.0,9.0,8.0,5.0,159.0,162.0,,4.0,,,,,1.0,1.0,,,61.0,48.0,48.0,61.0,29.0,21.0,21.0,29.0,7.0,2.0,7.0,2.0,,1.0,9.0,12.0,11.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0
2018-19,987690,10,2018-10-29 20:00:00,"Wembley Stadium, London",56854,Spurs,Man City,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,4.0,13.0,1.0,6.0,3.0,2.0,,5.0,,,,,1.0,2.0,,1.0,1.0,1.0,,1.0,,,,1.0,4.0,9.0,1.0,8.0,29.0,33.0,50.0,62.0,476.0,514.0,382.0,429.0,48.0,52.0,12.0,37.0,17.0,12.0,7.0,6.0,7.0,14.0,20.0,22.0,20.0,22.0,14.0,13.0,6.0,,,2.0,1.0,,13.0,7.0,9.0,7.0,142.0,140.0,4.0,1.0,1.0,,,,,1.0,,,48.0,47.0,47.0,48.0,12.0,11.0,11.0,12.0,3.0,6.0,3.0,6.0,,1.0,13.0,13.0,12.0,11.0,0.0,0.0,0.0,0.0,,,,,4.0,4.0
2018-19,987691,10,2018-10-27 15:00:00,"Vicarage Road, Watford",20457,Watford,Huddersfield,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,12.0,13.0,6.0,7.0,6.0,4.0,,2.0,,,,,3.0,,2.0,,1.0,,,1.0,,,3.0,,12.0,12.0,6.0,8.0,15.0,23.0,42.0,58.0,467.0,498.0,366.0,399.0,48.1,51.9,22.0,19.0,19.0,26.0,11.0,18.0,9.0,27.0,23.0,13.0,23.0,13.0,19.0,20.0,2.0,,,,,,10.0,10.0,13.0,14.0,162.0,153.0,7.0,3.0,,3.0,,,1.0,,,,52.0,61.0,61.0,52.0,12.0,16.0,16.0,12.0,3.0,3.0,3.0,3.0,1.0,,9.0,13.0,12.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0
2018-19,987692,11,2018-11-03 12:30:00,"Vitality Stadium, Bournemouth",10792,Bournemouth,Man Utd,1,2,2,1,L,W,1,1,1,1,0,0,0,0,1.0,2.0,18.0,18.0,7.0,8.0,3.0,6.0,8.0,4.0,,,,,2.0,3.0,1.0,2.0,1.0,4.0,,1.0,,,1.0,1.0,12.0,14.0,11.0,9.0,39.0,29.0,62.0,53.0,412.0,447.0,317.0,356.0,48.7,51.3,33.0,31.0,20.0,17.0,10.0,9.0,7.0,5.0,34.0,29.0,34.0,29.0,17.0,15.0,5.0,8.0,1.0,1.0,,,6.0,4.0,6.0,8.0,151.0,146.0,4.0,6.0,2.0,1.0,,,,,,,49.0,57.0,57.0,49.0,15.0,23.0,23.0,15.0,9.0,5.0,9.0,5.0,1.0,3.0,12.0,12.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,,,5.0
2018-19,987693,11,2018-11-03 17:30:00,"Emirates Stadium, London",59993,Arsenal,Liverpool,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,12.0,13.0,4.0,4.0,5.0,5.0,3.0,4.0,,,,,2.0,2.0,,,2.0,2.0,,2.0,,,1.0,,12.0,11.0,7.0,6.0,39.0,33.0,54.0,36.0,586.0,356.0,501.0,276.0,61.8,38.2,28.0,28.0,20.0,13.0,11.0,10.0,12.0,8.0,28.0,29.0,28.0,29.0,19.0,18.0,4.0,3.0,,1.0,1.0,,13.0,5.0,7.0,13.0,135.0,142.0,3.0,3.0,1.0,1.0,,,,,,,47.0,44.0,44.0,47.0,15.0,12.0,12.0,15.0,5.0,8.0,5.0,8.0,,1.0,7.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,,,,,7.0,1.0
2018-19,987694,11,2018-11-03 15:00:00,"Cardiff City Stadium, Cardiff",30877,Cardiff,Leicester,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,11.0,13.0,2.0,5.0,8.0,4.0,1.0,4.0,,,,,,3.0,,1.0,1.0,4.0,1.0,1.0,,,,1.0,8.0,8.0,3.0,4.0,34.0,33.0,52.0,49.0,271.0,403.0,166.0,305.0,40.1,59.9,29.0,29.0,13.0,11.0,7.0,6.0,16.0,10.0,27.0,38.0,27.0,38.0,13.0,14.0,5.0,1.0,1.0,,,,5.0,4.0,5.0,5.0,163.0,153.0,3.0,2.0,1.0,,,,,1.0,,,60.0,63.0,63.0,60.0,32.0,35.0,35.0,32.0,6.0,12.0,6.0,12.0,1.0,,13.0,12.0,11.0,12.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0
2018-19,987695,11,2018-11-04 16:00:00,"Stamford Bridge, London",40407,Chelsea,Crystal Palace,3,1,1,3,W,L,1,0,0,1,0,0,0,0,3.0,1.0,15.0,7.0,6.0,2.0,5.0,2.0,4.0,3.0,,,,,3.0,,1.0,,2.0,,,,,,3.0,1.0,15.0,5.0,10.0,3.0,32.0,16.0,74.0,38.0,883.0,313.0,799.0,242.0,73.7,26.3,26.0,14.0,21.0,21.0,12.0,8.0,2.0,19.0,11.0,16.0,11.0,16.0,15.0,14.0,3.0,4.0,,,,,12.0,13.0,14.0,14.0,136.0,116.0,1.0,3.0,1.0,3.0,,,,,,,58.0,50.0,50.0,58.0,13.0,12.0,12.0,13.0,4.0,2.0,4.0,2.0,3.0,1.0,6.0,13.0,13.0,5.0,0.0,0.0,0.0,0.0,,,,,6.0,1.0
2018-19,987696,11,2018-11-03 15:00:00,"Goodison Park, Liverpool",38966,Everton,Brighton,3,1,1,3,W,L,1,1,1,1,0,0,0,0,3.0,1.0,14.0,5.0,3.0,3.0,9.0,,2.0,2.0,,,,,4.0,1.0,1.0,1.0,4.0,,1.0,,,,1.0,1.0,12.0,5.0,2.0,5.0,42.0,18.0,64.0,40.0,491.0,315.0,408.0,215.0,61.5,38.5,37.0,7.0,18.0,16.0,12.0,8.0,12.0,10.0,15.0,30.0,15.0,30.0,21.0,17.0,1.0,2.0,,,,1.0,6.0,10.0,12.0,12.0,161.0,150.0,2.0,,1.0,3.0,,,,,,,66.0,48.0,48.0,66.0,24.0,17.0,17.0,24.0,6.0,4.0,6.0,4.0,2.0,1.0,9.0,17.0,15.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0
2018-19,987697,11,2018-11-05 20:00:00,"Accu Stadium, Huddersfield",17082,Huddersfield,Fulham,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,10.0,8.0,2.0,1.0,6.0,3.0,2.0,4.0,,,,,,,,,,,1.0,,,,,,7.0,7.0,2.0,5.0,32.0,12.0,73.0,48.0,387.0,490.0,261.0,350.0,45.1,54.9,14.0,12.0,25.0,17.0,20.0,11.0,25.0,7.0,10.0,17.0,10.0,17.0,37.0,34.0,4.0,2.0,1.0,,,,13.0,5.0,13.0,11.0,191.0,205.0,1.0,2.0,,1.0,,,1.0,,,1.0,64.0,67.0,67.0,64.0,27.0,27.0,27.0,27.0,5.0,4.0,5.0,4.0,1.0,,11.0,8.0,8.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,6.0
2018-19,987698,11,2018-11-04 15:00:00,"Etihad Stadium, Manchester",53916,Man City,Southampton,6,1,1,6,W,L,4,1,1,4,0,0,0,0,6.0,1.0,18.0,13.0,8.0,6.0,5.0,5.0,5.0,2.0,,,,,3.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,5.0,,17.0,8.0,12.0,4.0,32.0,24.0,58.0,51.0,729.0,341.0,664.0,269.0,67.3,32.7,64.0,19.0,12.0,19.0,7.0,6.0,11.0,14.0,17.0,19.0,17.0,19.0,19.0,19.0,2.0,5.0,2.0,,,1.0,6.0,15.0,12.0,5.0,109.0,110.0,5.0,3.0,1.0,6.0,,,,,,1.0,52.0,48.0,48.0,52.0,16.0,11.0,11.0,16.0,4.0,4.0,4.0,4.0,,2.0,14.0,9.0,9.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,1.0
2018-19,987699,11,2018-11-03 15:00:00,"St. James' Park, Newcastle",49157,Newcastle,Watford,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,10.0,16.0,2.0,1.0,4.0,10.0,4.0,5.0,,,,,1.0,5.0,1.0,,,5.0,,1.0,,,1.0,,4.0,12.0,2.0,4.0,33.0,32.0,41.0,67.0,326.0,452.0,221.0,359.0,41.9,58.1,20.0,35.0,20.0,8.0,14.0,3.0,14.0,11.0,29.0,35.0,29.0,35.0,15.0,17.0,5.0,3.0,,1.0,,,3.0,8.0,8.0,12.0,162.0,155.0,1.0,1.0,,1.0,,,1.0,,,,62.0,56.0,56.0,62.0,25.0,34.0,34.0,25.0,8.0,9.0,8.0,9.0,1.0,1.0,12.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0
2018-19,987700,11,2018-11-03 15:00:00,"London Stadium, London",56862,West Ham,Burnley,4,2,2,4,W,L,1,1,1,1,0,0,0,0,4.0,2.0,22.0,6.0,10.0,3.0,6.0,1.0,6.0,2.0,,,,,4.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,,,2.0,2.0,17.0,5.0,13.0,4.0,39.0,17.0,69.0,54.0,527.0,312.0,426.0,197.0,62.8,37.2,34.0,6.0,14.0,19.0,7.0,14.0,7.0,7.0,25.0,34.0,25.0,34.0,17.0,16.0,2.0,7.0,,1.0,,1.0,5.0,13.0,5.0,11.0,157.0,152.0,1.0,5.0,2.0,4.0,,,,,,,50.0,60.0,60.0,50.0,14.0,29.0,29.0,14.0,10.0,4.0,10.0,4.0,1.0,,7.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0
2018-19,987701,11,2018-11-03 19:45:00,"Molineux Stadium, Wolverhampton",31185,Wolves,Spurs,2,3,3,2,L,W,0,2,2,0,0,0,0,0,2.0,3.0,16.0,10.0,7.0,8.0,4.0,1.0,5.0,1.0,,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,2.0,10.0,8.0,6.0,7.0,33.0,13.0,77.0,48.0,458.0,505.0,374.0,417.0,48.6,51.4,25.0,19.0,22.0,21.0,12.0,12.0,9.0,7.0,7.0,23.0,7.0,23.0,13.0,13.0,1.0,5.0,,1.0,,,11.0,15.0,11.0,12.0,148.0,132.0,5.0,5.0,3.0,2.0,,,,,,,56.0,48.0,48.0,56.0,11.0,7.0,7.0,11.0,5.0,1.0,5.0,1.0,,,11.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,2.0,,2.0,,5.0,3.0
2018-19,987702,12,2018-11-11 16:30:00,"Emirates Stadium, London",60030,Arsenal,Wolves,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,10.0,13.0,3.0,5.0,3.0,6.0,4.0,2.0,,,,,1.0,3.0,,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,5.0,12.0,4.0,7.0,44.0,20.0,87.0,34.0,734.0,292.0,635.0,208.0,71.7,28.3,24.0,20.0,12.0,19.0,10.0,9.0,8.0,28.0,4.0,26.0,4.0,26.0,28.0,23.0,2.0,4.0,2.0,,1.0,,7.0,9.0,8.0,9.0,161.0,122.0,4.0,2.0,1.0,1.0,,,,,,,43.0,52.0,52.0,43.0,8.0,18.0,18.0,8.0,11.0,2.0,11.0,2.0,,,9.0,16.0,15.0,8.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0
2018-19,987703,12,2018-11-10 12:30:00,"Cardiff City Stadium, Cardiff",29402,Cardiff,Brighton,2,1,1,2,W,L,1,1,1,1,0,1,1,0,2.0,1.0,20.0,7.0,6.0,3.0,9.0,2.0,5.0,2.0,,,,,,1.0,2.0,1.0,,,3.0,,,,,1.0,12.0,6.0,6.0,5.0,37.0,11.0,93.0,42.0,472.0,315.0,362.0,202.0,60.6,39.4,28.0,7.0,12.0,14.0,7.0,9.0,9.0,9.0,7.0,36.0,7.0,36.0,10.0,10.0,1.0,6.0,,,1.0,,10.0,7.0,9.0,8.0,167.0,148.0,2.0,3.0,1.0,2.0,,,,,,,68.0,69.0,69.0,68.0,30.0,39.0,39.0,30.0,4.0,1.0,4.0,1.0,,2.0,7.0,21.0,19.0,7.0,0.0,0.0,0.0,0.0,,,,,,
2018-19,987704,12,2018-11-11 14:15:00,"Stamford Bridge, London",40345,Chelsea,Everton,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,15.0,6.0,4.0,1.0,7.0,3.0,4.0,2.0,,,,,3.0,1.0,,,3.0,1.0,1.0,,,,,,14.0,6.0,7.0,3.0,31.0,12.0,71.0,33.0,688.0,309.0,615.0,233.0,68.7,31.3,18.0,7.0,19.0,21.0,11.0,11.0,4.0,14.0,13.0,21.0,13.0,21.0,7.0,8.0,2.0,4.0,,,,,8.0,8.0,16.0,10.0,128.0,127.0,1.0,4.0,,,,,1.0,1.0,,,50.0,54.0,54.0,50.0,12.0,18.0,18.0,12.0,5.0,5.0,5.0,5.0,2.0,1.0,7.0,11.0,11.0,7.0,0.0,0.0,0.0,0.0,,,,,5.0,7.0
2018-19,987705,12,2018-11-10 17:30:00,"Selhurst Park, London",25685,Crystal Palace,Spurs,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,11.0,11.0,5.0,2.0,5.0,6.0,1.0,3.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,5.0,7.0,1.0,2.0,31.0,31.0,47.0,58.0,306.0,581.0,203.0,484.0,35.4,64.6,20.0,16.0,20.0,18.0,12.0,10.0,18.0,11.0,25.0,32.0,25.0,32.0,19.0,18.0,3.0,1.0,1.0,,,,8.0,7.0,7.0,9.0,169.0,162.0,1.0,5.0,1.0,,,,,1.0,,,54.0,47.0,47.0,54.0,19.0,10.0,10.0,19.0,10.0,6.0,10.0,6.0,1.0,1.0,12.0,9.0,8.0,11.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0
2018-19,987706,12,2018-11-10 15:00:00,"Accu Stadium, Huddersfield",24069,Huddersfield,West Ham,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,15.0,12.0,7.0,5.0,7.0,4.0,1.0,3.0,,,,,2.0,2.0,,,2.0,3.0,2.0,,,,1.0,,10.0,7.0,5.0,5.0,28.0,30.0,63.0,43.0,354.0,448.0,257.0,345.0,43.9,56.1,18.0,22.0,18.0,18.0,12.0,12.0,10.0,10.0,26.0,22.0,26.0,22.0,24.0,24.0,5.0,1.0,,1.0,,,11.0,5.0,12.0,14.0,156.0,163.0,2.0,6.0,1.0,1.0,,,,,,,62.0,52.0,52.0,62.0,31.0,14.0,14.0,31.0,5.0,6.0,5.0,6.0,,,9.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,,,,,7.0,3.0
2018-19,987707,12,2018-11-10 15:00:00,"King Power Stadium, Leicester",32184,Leicester,Burnley,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,22.0,6.0,5.0,1.0,9.0,3.0,8.0,2.0,,,,,2.0,,,,2.0,,1.0,,,,,,16.0,3.0,10.0,2.0,45.0,25.0,54.0,62.0,479.0,298.0,377.0,189.0,63.0,37.0,31.0,9.0,13.0,9.0,7.0,5.0,7.0,7.0,17.0,36.0,17.0,36.0,19.0,14.0,2.0,9.0,1.0,1.0,,,4.0,9.0,3.0,9.0,165.0,143.0,1.0,4.0,,,,,1.0,1.0,,,61.0,51.0,51.0,61.0,30.0,26.0,26.0,30.0,12.0,1.0,12.0,1.0,,,13.0,10.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0
2018-19,987708,12,2018-11-11 12:00:00,"Anfield, Liverpool",53128,Liverpool,Fulham,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,21.0,8.0,7.0,3.0,7.0,4.0,7.0,1.0,,,,,4.0,,2.0,,2.0,1.0,,,,,2.0,,15.0,5.0,9.0,3.0,44.0,15.0,74.0,42.0,725.0,263.0,631.0,186.0,73.0,27.0,33.0,6.0,18.0,15.0,11.0,8.0,8.0,14.0,13.0,32.0,13.0,32.0,17.0,18.0,1.0,7.0,,,,,7.0,9.0,10.0,13.0,149.0,136.0,3.0,5.0,,2.0,,,1.0,,,,44.0,42.0,42.0,44.0,11.0,10.0,10.0,11.0,6.0,3.0,6.0,3.0,1.0,,11.0,9.0,7.0,11.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0
2018-19,987709,12,2018-11-11 16:30:00,"Etihad Stadium, Manchester",54316,Man City,Man Utd,3,1,1,3,W,L,1,0,0,1,0,0,0,0,3.0,1.0,17.0,6.0,5.0,1.0,6.0,1.0,6.0,4.0,,,,,2.0,,2.0,1.0,,,,,,,3.0,,16.0,4.0,10.0,3.0,35.0,22.0,64.0,34.0,700.0,380.0,642.0,319.0,64.9,35.1,36.0,17.0,13.0,18.0,12.0,9.0,8.0,6.0,14.0,29.0,14.0,29.0,26.0,26.0,4.0,6.0,,1.0,,,4.0,11.0,11.0,6.0,109.0,103.0,,2.0,1.0,3.0,,,,,,,44.0,46.0,46.0,44.0,9.0,12.0,12.0,9.0,5.0,1.0,6.0,1.0,,3.0,12.0,12.0,11.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,,
2018-19,987710,12,2018-11-10 15:00:00,"St. James' Park, Newcastle",49266,Newcastle,Bournemouth,2,1,1,2,W,L,2,1,1,2,0,0,0,0,2.0,1.0,18.0,14.0,6.0,4.0,8.0,5.0,4.0,5.0,,,,,4.0,3.0,2.0,,3.0,3.0,,,,,1.0,1.0,11.0,9.0,7.0,4.0,33.0,31.0,60.0,51.0,323.0,505.0,222.0,401.0,39.3,60.7,25.0,33.0,18.0,18.0,14.0,10.0,15.0,10.0,33.0,40.0,33.0,40.0,25.0,26.0,5.0,4.0,,,,,5.0,8.0,9.0,11.0,167.0,165.0,3.0,5.0,1.0,2.0,,,,,,,62.0,54.0,54.0,62.0,25.0,22.0,22.0,25.0,7.0,10.0,7.0,10.0,,1.0,9.0,11.0,11.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0
2018-19,987711,12,2018-11-10 15:00:00,"St. Mary's Stadium, Southampton",28153,Southampton,Watford,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,14.0,12.0,4.0,6.0,6.0,3.0,4.0,3.0,,,,,2.0,1.0,1.0,,1.0,2.0,,,,,1.0,1.0,10.0,9.0,6.0,6.0,19.0,34.0,53.0,50.0,305.0,420.0,210.0,302.0,42.3,57.7,19.0,26.0,17.0,11.0,11.0,7.0,19.0,8.0,37.0,16.0,37.0,16.0,21.0,20.0,3.0,4.0,,,,1.0,5.0,9.0,6.0,15.0,138.0,173.0,5.0,3.0,1.0,1.0,,,,,,,62.0,48.0,48.0,62.0,24.0,20.0,20.0,24.0,7.0,6.0,7.0,6.0,3.0,,13.0,13.0,13.0,12.0,0.0,0.0,0.0,0.0,,,,,4.0,4.0
2018-19,987712,13,2018-11-25 13:30:00,"Vitality Stadium, Bournemouth",10792,Bournemouth,Arsenal,1,2,2,1,L,W,1,1,1,1,0,0,0,0,1.0,2.0,11.0,20.0,5.0,4.0,2.0,11.0,4.0,5.0,,,,,,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,10.0,11.0,9.0,5.0,29.0,38.0,49.0,59.0,394.0,574.0,295.0,464.0,41.3,58.7,21.0,41.0,14.0,20.0,7.0,15.0,13.0,8.0,30.0,20.0,30.0,20.0,21.0,22.0,5.0,4.0,1.0,,,,3.0,7.0,16.0,9.0,162.0,161.0,3.0,5.0,2.0,1.0,,,,,1.0,,53.0,47.0,47.0,53.0,23.0,18.0,18.0,23.0,5.0,8.0,5.0,8.0,,,6.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0
2018-19,987713,13,2018-11-24 15:00:00,"American Express Stadium, Falmer",30553,Brighton,Leicester,1,1,1,1,D,D,1,0,0,1,0,1,1,0,1.0,1.0,14.0,8.0,3.0,3.0,8.0,3.0,3.0,2.0,,,,,,,,1.0,,,,,,,1.0,,12.0,5.0,4.0,2.0,26.0,24.0,43.0,50.0,431.0,369.0,336.0,274.0,54.6,45.4,20.0,20.0,19.0,17.0,13.0,12.0,12.0,15.0,11.0,20.0,11.0,20.0,26.0,24.0,2.0,3.0,,1.0,,,6.0,8.0,10.0,8.0,163.0,152.0,2.0,2.0,1.0,1.0,,,,,,,43.0,55.0,55.0,43.0,10.0,23.0,23.0,10.0,6.0,1.0,6.0,1.0,2.0,2.0,10.0,7.0,6.0,9.0,0.0,0.0,0.0,0.0,,1.0,,1.0,5.0,1.0
2018-19,987714,13,2018-11-26 20:30:00,"Turf Moor, Burnley",20628,Burnley,Newcastle,1,2,2,1,L,W,1,2,2,1,0,0,0,0,1.0,2.0,14.0,17.0,4.0,3.0,8.0,8.0,2.0,6.0,,,,,2.0,1.0,,,2.0,3.0,,1.0,,,1.0,1.0,11.0,14.0,6.0,8.0,42.0,24.0,81.0,50.0,585.0,450.0,487.0,365.0,56.5,43.5,20.0,17.0,15.0,12.0,8.0,8.0,8.0,13.0,21.0,45.0,21.0,45.0,11.0,10.0,7.0,2.0,1.0,,,,7.0,15.0,9.0,10.0,146.0,133.0,1.0,3.0,2.0,1.0,,,,,1.0,,67.0,52.0,52.0,67.0,26.0,28.0,28.0,26.0,5.0,5.0,5.0,5.0,2.0,,6.0,11.0,11.0,6.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
