season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,expectedAssists_h,expectedAssists_a,touchesInOppBox_h,touchesInOppBox_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a
2015-16,803172,2,2015-08-16 13:30:00,"Selhurst Park, London",24732,Crystal Palace,Arsenal,1,2,2,1,L,W,1,1,1,1,0,0,0,0,1.0,2.0,11.0,20.0,4.0,7.0,4.0,6.0,3.0,7.0,1.0,1.0,,,1.0,2.0,1.0,,1.0,1.0,7.0,17.0,5.0,11.0,35.0,35.0,61.0,73.0,376.0,564.0,302.0,478.0,40.8,59.2,18.0,27.0,13.0,23.0,19.0,12.0,35.0,36.0,23.0,31.0,18.0,18.0,8.0,3.0,2.0,1.0,,,7.0,9.0,15.0,13.0,155.0,139.0,5.0,3.0,2.0,1.0,,,1.0,,54.0,66.0,66.0,54.0,15.0,19.0,19.0,15.0,6.0,6.0,6.0,6.0,1.0,1.0,14.0,12.0,12.0,14.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,,,,,,,,,
2015-16,803173,2,2015-08-17 20:00:00,"Anfield, Liverpool",44102,Liverpool,Bournemouth,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,18.0,13.0,2.0,2.0,11.0,6.0,5.0,5.0,2.0,,1.0,,2.0,,2.0,1.0,1.0,,11.0,13.0,4.0,7.0,31.0,32.0,57.0,51.0,492.0,387.0,403.0,293.0,54.9,45.1,24.0,22.0,19.0,19.0,16.0,14.0,36.0,23.0,28.0,20.0,25.0,23.0,5.0,5.0,,1.0,,,12.0,12.0,15.0,14.0,151.0,164.0,2.0,1.0,,1.0,1.0,,,,72.0,62.0,62.0,72.0,23.0,17.0,17.0,23.0,6.0,8.0,6.0,8.0,2.0,,11.0,18.0,17.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,
2015-16,803174,2,2015-08-16 16:00:00,"Etihad Stadium, Manchester",54331,Man City,Chelsea,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,18.0,10.0,8.0,3.0,6.0,4.0,4.0,3.0,3.0,,,,3.0,,,1.0,3.0,,17.0,7.0,12.0,5.0,30.0,24.0,51.0,74.0,423.0,443.0,345.0,367.0,49.2,50.8,17.0,20.0,13.0,13.0,5.0,15.0,23.0,25.0,18.0,19.0,24.0,24.0,3.0,4.0,,1.0,,1.0,12.0,14.0,16.0,7.0,130.0,131.0,3.0,5.0,,3.0,1.0,,,,59.0,68.0,68.0,59.0,15.0,18.0,18.0,15.0,5.0,1.0,5.0,1.0,1.0,2.0,19.0,13.0,13.0,19.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,,,,,,,,,
2015-16,803175,2,2015-08-15 12:45:00,"St. Mary's Stadium, Southampton",30966,Southampton,Everton,0,3,3,0,L,W,0,2,2,0,0,0,0,0,,3.0,17.0,10.0,4.0,4.0,9.0,2.0,4.0,4.0,,2.0,,1.0,,2.0,,,,3.0,13.0,7.0,5.0,6.0,49.0,23.0,78.0,73.0,458.0,393.0,391.0,314.0,54.4,45.6,18.0,14.0,15.0,8.0,13.0,16.0,19.0,32.0,15.0,28.0,13.0,13.0,4.0,4.0,,2.0,1.0,,6.0,5.0,7.0,12.0,138.0,138.0,1.0,4.0,3.0,,,1.0,,,46.0,48.0,48.0,46.0,15.0,17.0,17.0,15.0,9.0,9.0,9.0,9.0,,,11.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,,,,,,,,,
2015-16,803176,2,2015-08-15 15:00:00,"Boleyn Ground, London",34857,West Ham,Leicester,1,2,2,1,L,W,0,2,2,0,1,0,0,1,1.0,2.0,10.0,10.0,3.0,5.0,3.0,3.0,4.0,2.0,,2.0,,1.0,,2.0,1.0,,1.0,1.0,8.0,7.0,5.0,5.0,46.0,25.0,80.0,77.0,553.0,242.0,468.0,157.0,69.8,30.2,15.0,25.0,12.0,20.0,4.0,16.0,22.0,36.0,17.0,27.0,9.0,9.0,2.0,3.0,,,,,6.0,9.0,12.0,11.0,163.0,134.0,3.0,2.0,2.0,1.0,,,,,61.0,62.0,62.0,61.0,25.0,20.0,20.0,25.0,8.0,4.0,8.0,4.0,1.0,,11.0,12.0,12.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,,,
2015-16,803177,2,2015-08-14 19:45:00,"Villa Park, Birmingham",42200,Aston Villa,Man Utd,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,5.0,9.0,1.0,2.0,3.0,4.0,1.0,3.0,,1.0,,,,1.0,,,,1.0,4.0,8.0,2.0,5.0,29.0,22.0,57.0,62.0,441.0,534.0,356.0,458.0,45.6,54.4,22.0,24.0,18.0,15.0,19.0,21.0,13.0,37.0,7.0,31.0,13.0,12.0,3.0,1.0,,1.0,,,5.0,12.0,4.0,15.0,151.0,134.0,1.0,1.0,1.0,,,1.0,,,55.0,54.0,54.0,55.0,12.0,12.0,12.0,12.0,3.0,5.0,3.0,5.0,,1.0,14.0,10.0,10.0,13.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,,,,,,,,,
2015-16,803178,2,2015-08-15 15:00:00,"Swansea.com Stadium, Swansea",20678,Swansea,Newcastle,2,0,0,2,W,L,1,0,0,1,0,1,1,0,2.0,,19.0,4.0,6.0,2.0,6.0,2.0,7.0,,2.0,,1.0,,1.0,,2.0,,2.0,,18.0,2.0,13.0,2.0,24.0,15.0,91.0,36.0,635.0,333.0,586.0,261.0,65.8,34.2,19.0,19.0,17.0,16.0,16.0,13.0,18.0,18.0,11.0,13.0,12.0,13.0,,7.0,,,,,7.0,7.0,3.0,11.0,111.0,127.0,2.0,4.0,,2.0,1.0,,,,42.0,43.0,43.0,42.0,8.0,6.0,6.0,8.0,4.0,4.0,4.0,4.0,1.0,,11.0,8.0,8.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,,,,,,,,,
2015-16,803179,2,2015-08-15 15:00:00,"Stadium of Light, Sunderland",41379,Sunderland,Norwich,1,3,3,1,L,W,0,2,2,0,0,0,0,0,1.0,3.0,6.0,18.0,2.0,6.0,3.0,4.0,1.0,8.0,,,,1.0,,,,,,2.0,4.0,12.0,1.0,10.0,21.0,28.0,59.0,89.0,386.0,490.0,267.0,388.0,43.9,56.1,31.0,15.0,24.0,11.0,17.0,11.0,20.0,34.0,15.0,33.0,30.0,30.0,8.0,1.0,1.0,,,,15.0,6.0,11.0,19.0,168.0,175.0,3.0,1.0,3.0,1.0,,,,,52.0,55.0,55.0,52.0,9.0,18.0,18.0,9.0,6.0,6.0,6.0,6.0,1.0,,7.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,,,,
2015-16,803180,2,2015-08-15 15:00:00,"White Hart Lane, London",36004,Spurs,Stoke,2,2,2,2,D,D,2,0,0,2,0,0,0,0,2.0,2.0,13.0,15.0,7.0,7.0,2.0,6.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,,,2.0,1.0,9.0,11.0,6.0,6.0,26.0,24.0,61.0,62.0,500.0,430.0,407.0,351.0,53.2,46.8,16.0,19.0,11.0,13.0,16.0,16.0,17.0,15.0,11.0,12.0,12.0,11.0,2.0,4.0,1.0,2.0,,,9.0,9.0,8.0,12.0,148.0,134.0,5.0,5.0,2.0,2.0,,,,,53.0,56.0,56.0,53.0,17.0,13.0,13.0,17.0,4.0,3.0,4.0,3.0,,,15.0,11.0,11.0,15.0,0.0,0.0,0.0,0.0,,1.0,,1.0,3.0,3.0,,,,,,,,,,
2015-16,803181,2,2015-08-15 15:00:00,"Vicarage Road, Watford",20011,Watford,West Brom,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,16.0,6.0,5.0,,8.0,5.0,3.0,1.0,,1.0,,,,1.0,,,,,15.0,5.0,8.0,1.0,34.0,22.0,83.0,54.0,498.0,285.0,418.0,194.0,63.9,36.1,15.0,24.0,9.0,19.0,20.0,20.0,20.0,39.0,18.0,31.0,20.0,19.0,1.0,2.0,,,,,4.0,9.0,17.0,12.0,151.0,144.0,,5.0,,,1.0,1.0,,,52.0,64.0,64.0,52.0,18.0,26.0,26.0,18.0,2.0,4.0,2.0,4.0,,,13.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2015-16,803182,3,2015-08-22 15:00:00,"Selhurst Park, London",25295,Crystal Palace,Aston Villa,2,1,1,2,W,L,0,0,0,0,0,0,0,0,2.0,1.0,16.0,11.0,6.0,2.0,7.0,6.0,3.0,3.0,2.0,1.0,,,2.0,1.0,,,2.0,,14.0,9.0,7.0,5.0,37.0,29.0,58.0,42.0,357.0,363.0,283.0,283.0,49.9,50.1,15.0,13.0,12.0,10.0,11.0,18.0,21.0,24.0,15.0,22.0,7.0,7.0,3.0,3.0,1.0,1.0,,1.0,9.0,6.0,12.0,5.0,140.0,129.0,2.0,4.0,1.0,2.0,,,1.0,,59.0,61.0,61.0,59.0,24.0,27.0,27.0,24.0,6.0,4.0,6.0,4.0,2.0,2.0,12.0,15.0,14.0,12.0,0.0,0.0,0.0,0.0,,,,,4.0,,,,,,,,,,,
2015-16,803183,3,2015-08-22 15:00:00,"Boleyn Ground, London",34977,West Ham,Bournemouth,3,4,4,3,L,W,0,2,2,0,1,0,0,1,3.0,4.0,10.0,15.0,4.0,7.0,3.0,6.0,3.0,2.0,,2.0,2.0,2.0,,2.0,,,1.0,2.0,7.0,11.0,5.0,5.0,33.0,26.0,83.0,78.0,373.0,452.0,254.0,332.0,45.8,54.2,20.0,17.0,15.0,15.0,27.0,10.0,15.0,37.0,11.0,29.0,21.0,21.0,2.0,3.0,2.0,,3.0,,12.0,7.0,8.0,9.0,175.0,178.0,3.0,1.0,4.0,3.0,,,,,59.0,64.0,64.0,59.0,21.0,27.0,27.0,21.0,5.0,4.0,5.0,4.0,,,8.0,11.0,11.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,
2015-16,803184,3,2015-08-23 13:30:00,"The Hawthorns, West Bromwich",23256,West Brom,Chelsea,2,3,3,2,L,W,1,3,3,1,0,1,1,0,2.0,3.0,15.0,15.0,6.0,5.0,6.0,7.0,3.0,3.0,,1.0,,1.0,1.0,1.0,,,2.0,2.0,12.0,13.0,6.0,6.0,33.0,27.0,60.0,80.0,373.0,496.0,284.0,404.0,43.9,56.1,13.0,9.0,9.0,9.0,15.0,9.0,15.0,24.0,10.0,19.0,15.0,16.0,3.0,3.0,,1.0,,,7.0,6.0,9.0,8.0,140.0,134.0,2.0,4.0,3.0,2.0,,,,,45.0,43.0,43.0,45.0,16.0,19.0,19.0,16.0,8.0,7.0,8.0,7.0,1.0,1.0,9.0,12.0,11.0,8.0,0.0,0.0,0.0,0.0,1.0,,,,2.0,1.0,,,,,,,,,,
2015-16,803185,3,2015-08-24 20:00:00,"Emirates Stadium, London",60080,Arsenal,Liverpool,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,19.0,15.0,5.0,8.0,9.0,4.0,5.0,3.0,2.0,1.0,,,2.0,1.0,1.0,2.0,,,15.0,12.0,9.0,9.0,48.0,31.0,70.0,58.0,667.0,351.0,564.0,250.0,65.7,34.3,23.0,25.0,21.0,19.0,27.0,22.0,26.0,36.0,22.0,27.0,25.0,23.0,3.0,5.0,3.0,1.0,,,9.0,14.0,17.0,13.0,174.0,166.0,8.0,5.0,,,1.0,1.0,,,69.0,65.0,65.0,69.0,20.0,29.0,29.0,20.0,7.0,8.0,7.0,8.0,1.0,,2.0,13.0,12.0,2.0,0.0,0.0,0.0,0.0,,,,,5.0,4.0,,,,,,,,,,
2015-16,803186,3,2015-08-23 16:00:00,"Goodison Park, Liverpool",38523,Everton,Man City,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,10.0,16.0,1.0,9.0,5.0,3.0,4.0,4.0,,2.0,,1.0,,2.0,1.0,1.0,,2.0,8.0,13.0,5.0,9.0,21.0,33.0,58.0,66.0,408.0,487.0,334.0,414.0,45.7,54.3,21.0,17.0,14.0,14.0,11.0,17.0,24.0,21.0,16.0,17.0,16.0,16.0,4.0,4.0,1.0,,,,10.0,16.0,11.0,10.0,130.0,136.0,7.0,1.0,2.0,,,1.0,,,54.0,47.0,47.0,54.0,11.0,16.0,16.0,11.0,8.0,7.0,8.0,7.0,,,5.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,,,,,,,,,
2015-16,803187,3,2015-08-22 12:45:00,"Old Trafford, Manchester",75354,Man Utd,Newcastle,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,20.0,7.0,8.0,,3.0,4.0,9.0,3.0,,,,,1.0,,1.0,1.0,,,15.0,6.0,12.0,3.0,53.0,20.0,84.0,48.0,637.0,280.0,567.0,201.0,69.3,30.7,17.0,20.0,11.0,15.0,15.0,20.0,22.0,35.0,19.0,32.0,17.0,17.0,3.0,9.0,,2.0,,,10.0,14.0,13.0,10.0,137.0,134.0,,8.0,,,1.0,1.0,,,54.0,58.0,58.0,54.0,13.0,14.0,14.0,13.0,11.0,5.0,11.0,5.0,,1.0,15.0,11.0,11.0,15.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,,,,,,,,,,
2015-16,803188,3,2015-08-23 16:00:00,"Vicarage Road, Watford",20166,Watford,Southampton,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,13.0,14.0,,4.0,6.0,10.0,7.0,,1.0,,,,2.0,,,,,,10.0,13.0,5.0,4.0,36.0,31.0,80.0,76.0,431.0,412.0,316.0,308.0,52.0,48.0,15.0,14.0,12.0,11.0,14.0,28.0,15.0,28.0,14.0,24.0,18.0,18.0,,6.0,,1.0,,,5.0,11.0,8.0,10.0,185.0,159.0,4.0,,,,1.0,1.0,,,62.0,51.0,51.0,62.0,25.0,23.0,23.0,25.0,5.0,2.0,5.0,2.0,1.0,2.0,10.0,11.0,11.0,10.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,,,,,,,,,,
2015-16,803189,3,2015-08-22 15:00:00,"Carrow Road, Norwich",26771,Norwich,Stoke,1,1,1,1,D,D,1,1,1,1,0,0,0,0,1.0,1.0,20.0,6.0,7.0,1.0,8.0,4.0,5.0,1.0,4.0,2.0,,1.0,6.0,1.0,1.0,,1.0,1.0,14.0,5.0,8.0,2.0,32.0,20.0,48.0,54.0,326.0,467.0,256.0,392.0,42.6,57.4,22.0,15.0,16.0,9.0,10.0,15.0,22.0,18.0,19.0,12.0,9.0,9.0,1.0,5.0,,,,,5.0,6.0,12.0,18.0,123.0,128.0,,6.0,1.0,1.0,,,,,44.0,44.0,44.0,44.0,11.0,10.0,10.0,11.0,9.0,,9.0,,3.0,2.0,16.0,5.0,5.0,14.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,,,,,,,,,
