season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,backwardPass,bigChanceCreated,bigChanceMissed,fwdPass,leftsidePass,overrun,rightsidePass,unsuccessfulTouch,penaltySave,attOneOnOne,contentiousDecision,saves,attemptedTackleFoul,blockedPass,putThrough,subsGoals,successfulPutThrough,ptsDroppedWinningPos,ptsGainedLosingPos,attLgRight,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,keeperGoals,totalDistance,winningGoal
2013-14,695198,30.0,2014-03-15 15:00:00,56,Sunderland,Home,135.0,16.0,1.0,8.0,7.0,2.0,1.0,196.0,3.0,2.0,5.0,10.0,10.0,32.0,323.0,,,16.0,21.0,17.0,9.0,2.0,,1.0,,,,,,,,,,,9.0,,,1.0,,,6.0,4.0,8.0,,,,66.0,,,5.0,5.0,,6.0,12.0,11.0,,8.0,1.0,52.0,56.0,,12.0,5.0,,1.0,83.0,16.0,14.0,,,6.0,5.0,,,,,,,,8.0,,,,2.0,,,,,5.0,1.0,8.0,8.0,1.0,5.0,80.0,33.0,2.0,,7.0,4.0,2.0,422.0,,,1.0,,48.0,85.0,31.0,,,,,169.0,169.0,1.0,26.0,30.0,64.5,1.0,,0.0,,,,1.0,4.0,,,1.0,12.0,,3.0,95.0,312.0,11.0,168.0,40.0,12.0,10.0,4.0,32.0,28.0,1.0,150.0,13.0,301.0,2.0,2.0,35.0,11.0,65.0,3.0,437.0,,0.0,19.0,18.0,,19.0,4.0,624.0,,7.0,6.0,16.0,0.0,65.0,,,161.0,104.0,1.0,107.0,8.0,,,1.0,5.0,7.0,14.0,14.0,,6.0,,,,,,,,,,,
2013-14,695208,31.0,2014-03-22 15:00:00,56,Sunderland,Away,140.0,21.0,1.0,5.0,5.0,8.0,2.0,145.0,2.0,1.0,4.0,15.0,10.0,37.0,280.0,,,16.0,9.0,27.0,6.0,2.0,,,,,,,,,,,,,5.0,,,,,,2.0,5.0,10.0,,,,56.0,,4.0,3.0,6.0,,5.0,8.0,5.0,,7.0,3.0,45.0,68.0,4.0,24.0,14.0,1.0,,73.0,20.0,15.0,,,3.0,3.0,,,,,,,,7.0,,,,3.0,,,,2.0,14.0,,13.0,13.0,2.0,4.0,90.0,47.0,8.0,,4.0,4.0,2.0,345.0,,,1.0,,39.0,55.0,17.0,,,,,136.0,136.0,1.0,29.0,16.0,45.9,,,0.0,,,,2.0,4.0,1.0,,,4.0,,3.0,70.0,265.0,8.0,157.0,38.0,24.0,13.0,4.0,19.0,16.0,,117.0,13.0,230.0,3.0,1.0,38.0,12.0,66.0,,368.0,,1.0,9.0,18.0,2.0,17.0,4.0,561.0,,8.0,5.0,13.0,0.0,54.0,,,154.0,76.0,1.0,84.0,15.0,,,1.0,6.0,10.0,13.0,13.0,,7.0,,,,,,,,,,,
2013-14,695218,32.0,2014-03-31 20:00:00,56,Sunderland,Home,124.0,27.0,1.0,3.0,2.0,4.0,,235.0,4.0,2.0,7.0,4.0,18.0,29.0,356.0,,2.0,22.0,14.0,9.0,18.0,,,,,,,,,,,,,,23.0,,,,,,,6.0,5.0,,,,62.0,,,5.0,11.0,,8.0,21.0,7.0,,9.0,1.0,48.0,52.0,,24.0,18.0,,,65.0,11.0,13.0,,,1.0,1.0,,1.0,,1.0,1.0,,,6.0,,,1.0,3.0,,,,1.0,18.0,,5.0,5.0,1.0,8.0,74.0,42.0,3.0,1.0,10.0,9.0,7.0,422.0,,,1.0,,45.0,76.0,32.0,,,,,151.0,151.0,3.0,26.0,23.0,60.6,,1.0,0.0,,,,1.0,3.0,,,,14.0,,3.0,121.0,337.0,19.0,138.0,51.0,24.0,10.0,5.0,34.0,29.0,,171.0,9.0,339.0,3.0,2.0,23.0,19.0,50.0,1.0,443.0,,0.0,26.0,25.0,3.0,27.0,2.0,671.0,,6.0,8.0,23.0,0.0,57.0,1.0,2.0,151.0,109.0,,126.0,11.0,,1.0,1.0,4.0,4.0,16.0,16.0,,11.0,,,,,,,,,,,
2013-14,695229,33.0,2014-04-07 20:00:00,56,Sunderland,Away,125.0,12.0,,2.0,2.0,,1.0,108.0,2.0,1.0,9.0,4.0,8.0,24.0,231.0,,,22.0,11.0,12.0,3.0,1.0,,,,,,,1.0,,,,,,6.0,,,,,,1.0,13.0,16.0,,,,49.0,,6.0,1.0,9.0,,2.0,1.0,1.0,,15.0,4.0,45.0,44.0,6.0,25.0,8.0,1.0,,46.0,8.0,12.0,,,4.0,3.0,1.0,,,,,,,9.0,,,1.0,4.0,,,,1.0,8.0,,21.0,21.0,2.0,9.0,85.0,42.0,8.0,1.0,2.0,2.0,4.0,301.0,,,11.0,,50.0,39.0,10.0,,,,,134.0,134.0,1.0,16.0,21.0,39.1,,,0.0,,,,5.0,1.0,,,,3.0,,2.0,38.0,215.0,4.0,150.0,35.0,25.0,7.0,2.0,7.0,5.0,,70.0,4.0,176.0,4.0,1.0,25.0,9.0,48.0,4.0,319.0,,0.0,8.0,17.0,,24.0,2.0,523.0,,4.0,2.0,15.0,0.0,58.0,,,125.0,66.0,1.0,70.0,9.0,,,1.0,6.0,6.0,14.0,14.0,,7.0,,,,,,,,,,,
2013-14,695237,34.0,2014-04-12 15:07:00,56,Sunderland,Home,96.0,24.0,3.0,6.0,3.0,2.0,2.0,159.0,4.0,2.0,4.0,13.0,7.0,41.0,249.0,,,11.0,16.0,16.0,15.0,4.0,,,,,,1.0,1.0,1.0,,,,,14.0,,,,,,3.0,14.0,7.0,,,,60.0,,3.0,11.0,13.0,,6.0,10.0,3.0,,11.0,1.0,59.0,55.0,3.0,26.0,15.0,,1.0,64.0,17.0,15.0,,,4.0,3.0,1.0,,,,,,,10.0,,,,,,,,1.0,15.0,,18.0,18.0,,4.0,77.0,43.0,6.0,,6.0,13.0,6.0,318.0,,,7.0,1.0,49.0,57.0,18.0,,,,,136.0,136.0,1.0,31.0,19.0,46.6,,2.0,0.0,,,,2.0,1.0,,,,7.0,2.0,1.0,88.0,236.0,19.0,113.0,43.0,26.0,14.0,5.0,20.0,16.0,,132.0,8.0,243.0,,2.0,33.0,12.0,69.0,3.0,336.0,,0.0,24.0,14.0,,14.0,3.0,554.0,,11.0,6.0,14.0,0.0,53.0,,,131.0,66.0,,86.0,9.0,,,,3.0,8.0,22.0,22.0,,11.0,,,,,,,,,,,
2013-14,695243,35.0,2014-04-19 17:30:00,56,Sunderland,Away,113.0,18.0,2.0,2.0,1.0,3.0,,91.0,6.0,2.0,6.0,7.0,10.0,22.0,202.0,,,13.0,20.0,20.0,4.0,1.0,,,,,,,,,,,,,4.0,1.0,,,,,,16.0,15.0,,,,60.0,2.0,8.0,,19.0,,4.0,7.0,1.0,,9.0,3.0,69.0,50.0,8.0,46.0,27.0,,,54.0,14.0,11.0,2.0,,2.0,1.0,,,,,,,,11.0,,,,,,,,1.0,27.0,,9.0,9.0,2.0,6.0,80.0,33.0,10.0,,4.0,1.0,3.0,267.0,,,8.0,,41.0,40.0,7.0,,,,1.0,139.0,139.0,3.0,26.0,16.0,38.2,,4.0,0.0,,,,8.0,6.0,,,,4.0,,3.0,43.0,193.0,5.0,134.0,39.0,46.0,11.0,4.0,12.0,9.0,,78.0,10.0,167.0,,2.0,31.0,11.0,56.0,1.0,289.0,,0.0,7.0,16.0,,21.0,2.0,507.0,,3.0,4.0,13.0,0.0,46.0,,,138.0,42.0,,63.0,11.0,,,1.0,14.0,2.0,15.0,15.0,,9.0,,,,,,,,,,,
2013-14,695258,36.0,2014-04-27 12:00:00,56,Sunderland,Home,166.0,32.0,2.0,7.0,5.0,1.0,1.0,234.0,1.0,2.0,3.0,4.0,10.0,55.0,393.0,,1.0,17.0,12.0,11.0,12.0,,,,,,,,,,,,,,15.0,1.0,,,,,1.0,5.0,1.0,,,,51.0,2.0,5.0,8.0,6.0,,11.0,5.0,5.0,,9.0,1.0,45.0,42.0,5.0,18.0,10.0,,,68.0,10.0,11.0,3.0,,2.0,1.0,,3.0,2.0,3.0,1.0,2.0,,6.0,,,1.0,,,,,,10.0,,8.0,8.0,,3.0,70.0,46.0,5.0,1.0,5.0,10.0,7.0,434.0,,,1.0,,86.0,74.0,22.0,,,,1.0,106.0,106.0,1.0,33.0,11.0,59.6,,1.0,0.0,,,,,1.0,,1.0,,6.0,,3.0,132.0,381.0,15.0,177.0,49.0,18.0,14.0,9.0,20.0,11.0,1.0,165.0,4.0,291.0,,2.0,14.0,10.0,74.0,,448.0,1.0,0.0,21.0,14.0,2.0,18.0,5.0,624.0,,6.0,11.0,11.0,0.0,80.0,2.0,1.0,135.0,106.0,3.0,127.0,12.0,,,1.0,1.0,6.0,9.0,9.0,,5.0,,,,,,,,,,,
2013-14,695266,37.0,2014-05-03 15:00:00,56,Sunderland,Away,128.0,24.0,,2.0,2.0,2.0,,132.0,5.0,,4.0,2.0,8.0,19.0,258.0,,,14.0,18.0,12.0,4.0,,,,,,,,,,,,,,7.0,,,1.0,1.0,,1.0,11.0,6.0,,,,59.0,,7.0,1.0,11.0,,,3.0,3.0,,10.0,2.0,55.0,37.0,7.0,33.0,16.0,,,49.0,12.0,10.0,,,2.0,1.0,,1.0,,1.0,1.0,,,16.0,,,1.0,1.0,,,,,16.0,2.0,22.0,22.0,7.0,4.0,89.0,42.0,8.0,1.0,3.0,2.0,1.0,322.0,,,2.0,,57.0,62.0,17.0,,,,,137.0,137.0,5.0,23.0,20.0,37.0,2.0,,0.0,,,,1.0,1.0,,,,6.0,,3.0,46.0,249.0,5.0,145.0,48.0,33.0,5.0,,7.0,7.0,,81.0,11.0,201.0,2.0,1.0,20.0,9.0,50.0,3.0,339.0,,0.0,8.0,15.0,,19.0,1.0,533.0,,1.0,,11.0,0.0,61.0,,,136.0,70.0,2.0,72.0,16.0,,,,2.0,3.0,17.0,17.0,,8.0,,,,,,,,,,,
2013-14,695278,38.0,2014-05-11 15:00:00,56,Sunderland,Home,154.0,11.0,3.0,6.0,3.0,1.0,1.0,196.0,3.0,,1.0,2.0,3.0,22.0,344.0,,,26.0,8.0,11.0,11.0,3.0,,,,1.0,,,1.0,,,,1.0,,13.0,,,,,,2.0,5.0,3.0,,,,46.0,,1.0,5.0,6.0,,6.0,13.0,5.0,,16.0,,51.0,50.0,1.0,25.0,18.0,,,59.0,14.0,15.0,1.0,,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,,5.0,,,,1.0,,,,,18.0,,8.0,8.0,,1.0,54.0,35.0,3.0,,9.0,6.0,4.0,381.0,,,2.0,,52.0,51.0,19.0,,,,,110.0,110.0,4.0,15.0,24.0,53.3,,,0.0,,,,,1.0,,,,11.0,,3.0,90.0,330.0,15.0,161.0,28.0,25.0,16.0,4.0,24.0,20.0,,127.0,2.0,264.0,1.0,,10.0,3.0,38.0,,401.0,,0.0,20.0,16.0,,28.0,2.0,598.0,,9.0,6.0,12.0,0.0,60.0,,,106.0,117.0,2.0,118.0,6.0,,,,1.0,7.0,10.0,10.0,,6.0,,,,,,,,,,,
2014-15,755311,1.0,2014-08-16 15:00:00,56,Sunderland,Away,138.0,19.0,1.0,5.0,4.0,2.0,2.0,109.0,1.0,,2.0,3.0,12.0,20.0,242.0,,,12.0,16.0,15.0,1.0,2.0,,,,,,,1.0,,,,,,3.0,,,,,,2.0,4.0,6.0,,,,57.0,1.0,4.0,3.0,5.0,,3.0,5.0,3.0,,10.0,1.0,48.0,68.0,4.0,42.0,19.0,,,40.0,9.0,17.0,,1.0,6.0,7.0,1.0,1.0,,1.0,1.0,,,8.0,,,1.0,1.0,,,,,19.0,,22.0,22.0,1.0,2.0,55.0,31.0,6.0,2.0,2.0,2.0,2.0,298.0,,,,,41.0,25.0,20.0,1.0,1.0,1.0,,131.0,131.0,,33.0,19.0,42.2,,1.0,0.0,,,,,3.0,,1.0,,2.0,,3.0,44.0,231.0,4.0,173.0,36.0,42.0,16.0,2.0,17.0,15.0,,70.0,13.0,167.0,1.0,,13.0,14.0,49.0,3.0,323.0,,0.0,7.0,29.0,1.0,19.0,1.0,543.0,,8.0,3.0,21.0,0.0,50.0,2.0,1.0,134.0,71.0,1.0,68.0,8.0,,,1.0,3.0,6.0,15.0,15.0,,6.0,,,,,,,,,,,
2014-15,755320,2.0,2014-08-24 16:00:00,56,Sunderland,Home,239.0,27.0,2.0,4.0,2.0,3.0,,128.0,5.0,1.0,11.0,5.0,17.0,31.0,363.0,,,15.0,12.0,10.0,6.0,3.0,,1.0,,1.0,,,1.0,,,,,,6.0,,,,,,1.0,3.0,7.0,,,,65.0,,1.0,2.0,13.0,,4.0,6.0,2.0,,15.0,1.0,58.0,53.0,1.0,22.0,16.0,,1.0,32.0,10.0,14.0,,,4.0,2.0,1.0,1.0,1.0,1.0,,1.0,,7.0,,,,2.0,,,,,16.0,,9.0,9.0,1.0,11.0,77.0,42.0,4.0,1.0,5.0,5.0,3.0,409.0,,,3.0,,53.0,46.0,11.0,,,,,116.0,116.0,1.0,24.0,25.0,44.7,,1.0,0.0,,,,1.0,1.0,,1.0,1.0,6.0,,3.0,57.0,344.0,10.0,252.0,48.0,22.0,20.0,4.0,14.0,10.0,2.0,84.0,7.0,193.0,2.0,1.0,12.0,19.0,56.0,1.0,431.0,,0.0,11.0,17.0,4.0,18.0,0.0,618.0,,12.0,4.0,13.0,0.0,70.0,,,151.0,110.0,,100.0,11.0,,,,2.0,7.0,15.0,15.0,,10.0,,,,,,,,,,,
2014-15,755329,3.0,2014-08-30 15:00:00,56,Sunderland,Away,241.0,18.0,1.0,3.0,2.0,5.0,,204.0,8.0,2.0,7.0,1.0,22.0,24.0,442.0,,2.0,19.0,13.0,17.0,11.0,1.0,,1.0,,,,,,,,,,,13.0,,,,,,,7.0,11.0,,,,56.0,,5.0,5.0,10.0,1.0,6.0,8.0,6.0,,11.0,,54.0,55.0,5.0,25.0,14.0,,1.0,63.0,9.0,8.0,,,1.0,,,,,,,,,12.0,,,,,,,,,14.0,,9.0,9.0,2.0,7.0,77.0,52.0,4.0,,4.0,8.0,6.0,486.0,,,7.0,,69.0,49.0,23.0,,,,,127.0,127.0,1.0,30.0,14.0,60.3,,,0.0,,,,3.0,1.0,,2.0,1.0,5.0,,3.0,98.0,424.0,12.0,255.0,37.0,25.0,21.0,6.0,20.0,14.0,1.0,136.0,10.0,275.0,,2.0,11.0,24.0,54.0,,510.0,1.0,0.0,16.0,21.0,3.0,23.0,2.0,720.0,,9.0,6.0,13.0,0.0,75.0,1.0,1.0,160.0,126.0,5.0,149.0,10.0,,,,3.0,5.0,20.0,20.0,,10.0,,,,,,,,,,,
2014-15,755341,4.0,2014-09-13 15:00:00,56,Sunderland,Home,132.0,17.0,2.0,4.0,2.0,1.0,,157.0,2.0,4.0,1.0,6.0,8.0,22.0,285.0,1.0,,16.0,7.0,12.0,6.0,,,,,,,,,,,,,,7.0,,,,,,,9.0,7.0,,,,66.0,,3.0,3.0,17.0,,6.0,11.0,5.0,,22.0,3.0,70.0,63.0,3.0,22.0,5.0,1.0,,48.0,16.0,13.0,,,1.0,2.0,,1.0,,,1.0,,,3.0,,,1.0,,,,,,5.0,,13.0,13.0,3.0,1.0,64.0,39.0,5.0,1.0,3.0,4.0,1.0,329.0,,,6.0,,80.0,59.0,10.0,,,,,129.0,129.0,4.0,33.0,22.0,38.0,,,0.0,,,,3.0,1.0,,,,3.0,,3.0,76.0,267.0,7.0,150.0,35.0,22.0,19.0,5.0,23.0,18.0,,100.0,5.0,223.0,,4.0,24.0,8.0,52.0,1.0,350.0,1.0,0.0,7.0,29.0,,19.0,5.0,562.0,,11.0,6.0,25.0,0.0,60.0,,,140.0,74.0,1.0,76.0,10.0,,,,4.0,9.0,14.0,14.0,,12.0,,,,,,,,,,,
2014-15,755344,5.0,2014-09-20 15:00:00,56,Sunderland,Away,216.0,23.0,,3.0,3.0,1.0,1.0,185.0,5.0,4.0,4.0,4.0,19.0,36.0,398.0,,,11.0,22.0,19.0,11.0,,,2.0,,,,,,,,,,,11.0,,,,,,2.0,7.0,9.0,,,,68.0,,3.0,2.0,7.0,,1.0,3.0,7.0,,9.0,2.0,61.0,53.0,3.0,37.0,13.0,,,39.0,14.0,12.0,,1.0,1.0,2.0,,,,,,,,8.0,,,,3.0,,,,,13.0,1.0,15.0,15.0,4.0,4.0,88.0,50.0,5.0,,4.0,7.0,6.0,453.0,,,2.0,,59.0,87.0,19.0,,,,,130.0,130.0,1.0,30.0,23.0,55.7,,1.0,0.0,,,,4.0,2.0,,,2.0,6.0,,3.0,71.0,378.0,11.0,232.0,43.0,37.0,21.0,1.0,13.0,12.0,3.0,99.0,12.0,263.0,3.0,4.0,26.0,19.0,75.0,1.0,482.0,,0.0,14.0,11.0,,12.0,2.0,680.0,,11.0,1.0,9.0,0.0,91.0,,,165.0,116.0,1.0,110.0,13.0,,,,6.0,7.0,11.0,11.0,,7.0,,,,,,,,,,,
2014-15,755361,6.0,2014-09-27 15:00:00,56,Sunderland,Home,148.0,13.0,,4.0,4.0,9.0,,160.0,7.0,,1.0,7.0,19.0,30.0,304.0,,,17.0,12.0,9.0,9.0,2.0,,,,,,,,,,,,1.0,10.0,,,,,,1.0,,7.0,,,,52.0,,1.0,6.0,9.0,,10.0,10.0,4.0,,10.0,1.0,52.0,50.0,1.0,13.0,8.0,,,48.0,13.0,15.0,,,4.0,3.0,,,,,,,,11.0,,,,1.0,,,,,8.0,,14.0,14.0,2.0,1.0,68.0,41.0,1.0,,4.0,7.0,3.0,348.0,,,,,65.0,37.0,16.0,,,,,129.0,129.0,3.0,24.0,22.0,49.5,,,0.0,,,,,1.0,,1.0,,6.0,,3.0,72.0,283.0,11.0,161.0,24.0,13.0,18.0,9.0,26.0,17.0,,107.0,14.0,242.0,1.0,1.0,20.0,21.0,56.0,2.0,377.0,1.0,0.0,15.0,16.0,1.0,23.0,2.0,552.0,,10.0,10.0,11.0,0.0,72.0,2.0,2.0,134.0,83.0,3.0,88.0,5.0,,,1.0,1.0,6.0,9.0,9.0,,2.0,,,,,,,,,,,
2014-15,755369,7.0,2014-10-04 15:00:00,56,Sunderland,Home,81.0,7.0,,4.0,4.0,2.0,1.0,121.0,1.0,,3.0,3.0,9.0,14.0,198.0,,,15.0,22.0,18.0,2.0,1.0,,1.0,,,,,,,,,,,4.0,,,,,,1.0,5.0,6.0,,,,59.0,2.0,4.0,5.0,10.0,,7.0,9.0,3.0,,15.0,2.0,61.0,73.0,4.0,18.0,13.0,,1.0,51.0,10.0,17.0,3.0,,3.0,3.0,,3.0,,3.0,1.0,2.0,1.0,8.0,,,1.0,1.0,,,,1.0,13.0,,19.0,19.0,4.0,3.0,64.0,24.0,4.0,,,6.0,3.0,254.0,,,1.0,,49.0,64.0,9.0,,,,,141.0,141.0,1.0,26.0,23.0,39.5,,,0.0,,,,2.0,2.0,,,1.0,,,3.0,64.0,183.0,7.0,100.0,25.0,18.0,16.0,5.0,20.0,15.0,2.0,103.0,8.0,205.0,1.0,,20.0,10.0,53.0,3.0,285.0,,0.0,8.0,28.0,1.0,19.0,3.0,482.0,,11.0,7.0,19.0,0.0,55.0,3.0,1.0,130.0,49.0,,51.0,11.0,,,,4.0,7.0,10.0,10.0,,6.0,,,,,,,,,,,
2014-15,755380,8.0,2014-10-18 15:00:00,56,Sunderland,Away,178.0,22.0,1.0,6.0,5.0,7.0,2.0,167.0,8.0,2.0,2.0,7.0,14.0,43.0,339.0,,1.0,16.0,9.0,21.0,6.0,3.0,,,,,,1.0,1.0,3.0,,,,,5.0,,,,,,6.0,17.0,7.0,,,,64.0,,3.0,3.0,6.0,1.0,6.0,11.0,4.0,,13.0,2.0,41.0,44.0,3.0,25.0,17.0,2.0,,60.0,8.0,10.0,,,6.0,2.0,1.0,,,,,,,9.0,,,,2.0,,,,1.0,17.0,,11.0,11.0,2.0,2.0,96.0,60.0,5.0,,7.0,2.0,1.0,388.0,,,3.0,3.0,61.0,50.0,15.0,,,,,142.0,142.0,4.0,28.0,19.0,47.4,,,0.0,,,,2.0,3.0,,,,9.0,,3.0,58.0,306.0,9.0,199.0,42.0,25.0,11.0,4.0,21.0,17.0,,94.0,20.0,250.0,2.0,3.0,21.0,14.0,73.0,,428.0,,0.0,13.0,10.0,1.0,19.0,3.0,614.0,,4.0,6.0,7.0,0.0,82.0,1.0,1.0,170.0,89.0,2.0,87.0,13.0,,1.0,1.0,4.0,3.0,22.0,22.0,,12.0,,,,,,,,,,,
2014-15,755388,9.0,2014-10-25 15:00:00,56,Sunderland,Home,128.0,22.0,,6.0,6.0,5.0,,174.0,5.0,,3.0,16.0,14.0,38.0,296.0,,,20.0,16.0,15.0,10.0,,,,,,,,,,,,,,9.0,,,,,,1.0,7.0,8.0,,,,60.0,,1.0,3.0,12.0,,3.0,10.0,5.0,,20.0,2.0,68.0,57.0,1.0,19.0,11.0,2.0,,66.0,11.0,7.0,,,1.0,1.0,,,,,,,,10.0,,,,2.0,,,,1.0,11.0,,14.0,14.0,3.0,3.0,85.0,48.0,3.0,,4.0,6.0,3.0,374.0,,,2.0,,58.0,61.0,18.0,,,,,173.0,173.0,2.0,32.0,19.0,42.9,,1.0,0.0,,,,2.0,1.0,,,,5.0,1.0,3.0,83.0,278.0,10.0,152.0,36.0,19.0,25.0,1.0,17.0,16.0,,137.0,24.0,266.0,3.0,,36.0,19.0,71.0,2.0,401.0,,0.0,11.0,21.0,,26.0,3.0,608.0,,14.0,3.0,16.0,0.0,80.0,,,167.0,75.0,3.0,79.0,15.0,,,,3.0,6.0,15.0,15.0,,6.0,,,,,,,,,,,
2014-15,755396,10.0,2014-11-03 20:00:00,56,Sunderland,Away,133.0,18.0,1.0,4.0,3.0,4.0,,134.0,4.0,,3.0,6.0,10.0,25.0,263.0,,,18.0,28.0,27.0,4.0,,,,,,,,1.0,1.0,,,,,5.0,,,,,,,7.0,3.0,,,,80.0,1.0,2.0,1.0,13.0,,2.0,8.0,,,7.0,2.0,72.0,80.0,2.0,48.0,26.0,,,53.0,19.0,11.0,2.0,,1.0,,1.0,3.0,,3.0,3.0,,,9.0,,,3.0,4.0,,,,1.0,26.0,,18.0,18.0,1.0,3.0,91.0,38.0,11.0,1.0,,7.0,7.0,348.0,,,5.0,1.0,55.0,57.0,7.0,,,,,165.0,165.0,5.0,40.0,25.0,46.5,,,0.0,,,,1.0,,,1.0,,,,3.0,60.0,250.0,7.0,161.0,32.0,48.0,10.0,2.0,10.0,8.0,,97.0,19.0,225.0,4.0,,35.0,12.0,73.0,,376.0,,0.0,8.0,40.0,,23.0,3.0,615.0,,2.0,2.0,30.0,0.0,53.0,1.0,,168.0,76.0,2.0,79.0,24.0,,,,1.0,7.0,11.0,11.0,,8.0,,,,,,,,,,,
2014-15,755408,11.0,2014-11-09 13:30:00,56,Sunderland,Home,131.0,19.0,3.0,4.0,1.0,6.0,,153.0,5.0,1.0,1.0,14.0,8.0,26.0,280.0,,,15.0,28.0,17.0,4.0,2.0,,,1.0,,,,1.0,,,,,,5.0,,,,,,,7.0,9.0,,,,64.0,,5.0,3.0,17.0,,5.0,14.0,5.0,,4.0,1.0,66.0,54.0,5.0,13.0,6.0,,,48.0,12.0,11.0,,,3.0,2.0,1.0,,,,,,,9.0,,,,1.0,,,,,6.0,,15.0,15.0,3.0,3.0,78.0,47.0,4.0,1.0,2.0,4.0,3.0,348.0,,,3.0,,89.0,25.0,21.0,1.0,1.0,1.0,,144.0,144.0,2.0,32.0,20.0,41.8,,,0.0,,,,4.0,2.0,,,,4.0,,2.0,53.0,270.0,6.0,154.0,36.0,13.0,14.0,5.0,26.0,21.0,1.0,91.0,12.0,245.0,1.0,1.0,37.0,10.0,67.0,2.0,373.0,1.0,0.0,10.0,18.0,,18.0,1.0,551.0,,8.0,5.0,8.0,0.0,55.0,,,161.0,85.0,2.0,72.0,10.0,,,,6.0,8.0,15.0,15.0,,5.0,,,,,,,,,,,
2014-15,755419,12.0,2014-11-22 15:00:00,56,Sunderland,Away,129.0,26.0,4.0,4.0,1.0,10.0,1.0,180.0,6.0,,2.0,11.0,9.0,38.0,305.0,,1.0,22.0,24.0,21.0,5.0,4.0,,1.0,,,,1.0,1.0,,,,,,6.0,,,,,,1.0,7.0,6.0,,,,54.0,,4.0,3.0,8.0,,9.0,11.0,4.0,,12.0,3.0,58.0,61.0,4.0,20.0,11.0,,,60.0,11.0,18.0,,,3.0,4.0,1.0,,,,,,,15.0,,,,2.0,,,,2.0,11.0,,8.0,8.0,1.0,2.0,91.0,57.0,6.0,,3.0,6.0,5.0,361.0,,,2.0,,92.0,44.0,24.0,,,,,153.0,153.0,3.0,23.0,19.0,60.1,,,0.0,,,,3.0,1.0,,,1.0,3.0,,2.0,79.0,281.0,9.0,155.0,41.0,20.0,13.0,7.0,25.0,19.0,2.0,117.0,20.0,266.0,2.0,,29.0,11.0,77.0,5.0,396.0,,0.0,11.0,17.0,1.0,24.0,3.0,591.0,,7.0,9.0,11.0,0.0,67.0,1.0,1.0,167.0,72.0,1.0,90.0,15.0,,1.0,,4.0,5.0,9.0,9.0,,7.0,,,,,,,,,,,
