season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,ownGoals_h,ownGoals_a
2017-18,918903,2,2017-08-19 15:00:00,"Vitality Stadium, Bournemouth",10501,Bournemouth,Watford,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,6.0,19.0,2.0,7.0,1.0,7.0,3.0,5.0,,1.0,,1.0,1.0,2.0,,,,,3.0,12.0,2.0,7.0,35.0,33.0,86.0,51.0,438.0,338.0,338.0,265.0,55.8,44.2,22.0,34.0,11.0,20.0,7.0,13.0,8.0,18.0,31.0,28.0,31.0,28.0,15.0,17.0,5.0,3.0,,,,,9.0,6.0,17.0,6.0,148.0,136.0,5.0,2.0,2.0,,,1.0,45.0,51.0,51.0,45.0,16.0,17.0,17.0,16.0,8.0,5.0,8.0,5.0,,,6.0,14.0,13.0,6.0,0.0,0.0,0.0,0.0,,,,,1.0,7.0,,
2017-18,918904,2,2017-08-19 15:00:00,"Turf Moor, Burnley",19619,Burnley,West Brom,0,1,1,0,L,W,0,0,0,0,0,1,1,0,,1.0,20.0,8.0,,1.0,15.0,5.0,5.0,2.0,2.0,,,,2.0,,,,,1.0,12.0,5.0,1.0,2.0,43.0,20.0,87.0,65.0,471.0,228.0,374.0,127.0,67.8,32.2,20.0,9.0,9.0,9.0,8.0,3.0,7.0,8.0,33.0,36.0,33.0,36.0,9.0,8.0,2.0,5.0,1.0,,,,6.0,9.0,9.0,7.0,151.0,157.0,,,1.0,,,1.0,52.0,44.0,44.0,52.0,24.0,20.0,20.0,24.0,5.0,5.0,6.0,5.0,2.0,2.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2017-18,918905,2,2017-08-20 13:30:00,"John Smith's Stadium, Huddersfield",24128,Huddersfield,Newcastle,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,7.0,13.0,3.0,5.0,3.0,3.0,1.0,5.0,,1.0,,,,1.0,,,1.0,,3.0,9.0,2.0,7.0,25.0,23.0,46.0,75.0,456.0,415.0,353.0,296.0,52.7,47.3,11.0,19.0,24.0,18.0,13.0,13.0,18.0,7.0,29.0,27.0,29.0,27.0,30.0,30.0,5.0,1.0,,1.0,,,9.0,5.0,7.0,17.0,164.0,171.0,5.0,2.0,,1.0,1.0,,62.0,50.0,50.0,62.0,24.0,12.0,12.0,24.0,7.0,3.0,7.0,3.0,,,13.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,,,,,4.0,5.0,,
2017-18,918906,2,2017-08-19 15:00:00,"King Power Stadium, Leicester",31902,Leicester,Brighton,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,14.0,5.0,4.0,2.0,4.0,,6.0,3.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,8.0,3.0,5.0,2.0,26.0,23.0,49.0,67.0,427.0,526.0,332.0,435.0,45.2,54.8,21.0,9.0,11.0,11.0,9.0,6.0,6.0,9.0,16.0,20.0,16.0,20.0,9.0,10.0,3.0,6.0,,1.0,,1.0,5.0,8.0,5.0,7.0,141.0,142.0,2.0,2.0,,2.0,1.0,,46.0,39.0,39.0,46.0,17.0,16.0,16.0,17.0,6.0,2.0,6.0,2.0,3.0,,8.0,10.0,10.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2017-18,918907,2,2017-08-19 15:00:00,"Anfield, Liverpool",53138,Liverpool,Crystal Palace,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,23.0,4.0,13.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,,2.0,1.0,,,,,14.0,3.0,11.0,1.0,43.0,20.0,95.0,64.0,712.0,273.0,603.0,181.0,72.4,27.6,39.0,9.0,24.0,21.0,16.0,11.0,6.0,29.0,11.0,26.0,11.0,26.0,17.0,15.0,1.0,5.0,,,,1.0,10.0,13.0,17.0,18.0,165.0,143.0,1.0,12.0,,1.0,1.0,,67.0,56.0,56.0,67.0,20.0,13.0,13.0,20.0,4.0,2.0,4.0,2.0,1.0,1.0,12.0,13.0,13.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,
2017-18,918908,2,2017-08-21 20:00:00,"Etihad Stadium, Manchester",54009,Man City,Everton,1,1,1,1,D,D,0,1,1,0,1,1,1,1,1.0,1.0,19.0,7.0,6.0,2.0,9.0,5.0,4.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,15.0,7.0,7.0,2.0,40.0,15.0,63.0,54.0,560.0,301.0,461.0,198.0,65.4,34.6,37.0,9.0,12.0,19.0,8.0,12.0,10.0,16.0,6.0,30.0,6.0,30.0,18.0,17.0,,4.0,,,1.0,1.0,3.0,13.0,12.0,7.0,162.0,147.0,1.0,5.0,1.0,1.0,,,55.0,41.0,41.0,55.0,22.0,12.0,12.0,22.0,7.0,1.0,7.0,1.0,2.0,2.0,7.0,9.0,8.0,7.0,0.0,0.0,0.0,0.0,,,,,,3.0,,
2017-18,918909,2,2017-08-19 17:30:00,"bet365 Stadium, Stoke",29459,Stoke,Arsenal,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,11.0,18.0,4.0,6.0,5.0,6.0,2.0,6.0,,2.0,,,,2.0,,,1.0,,8.0,13.0,5.0,8.0,19.0,58.0,47.0,79.0,213.0,731.0,137.0,639.0,22.9,77.1,11.0,37.0,19.0,15.0,11.0,11.0,8.0,7.0,35.0,9.0,35.0,9.0,11.0,13.0,6.0,2.0,1.0,,,,16.0,7.0,10.0,15.0,121.0,145.0,6.0,3.0,,1.0,1.0,,54.0,45.0,45.0,54.0,18.0,9.0,9.0,18.0,2.0,9.0,2.0,9.0,2.0,2.0,6.0,11.0,11.0,5.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,
2017-18,918910,2,2017-08-19 12:30:00,"Liberty Stadium, Swansea",20862,Swansea,Man Utd,0,4,4,0,L,W,0,1,1,0,0,0,0,0,,4.0,5.0,17.0,,8.0,5.0,6.0,,3.0,1.0,4.0,,3.0,1.0,3.0,1.0,2.0,,3.0,2.0,12.0,,9.0,23.0,35.0,46.0,54.0,406.0,601.0,315.0,523.0,41.0,59.0,12.0,22.0,21.0,16.0,14.0,11.0,10.0,17.0,28.0,26.0,28.0,26.0,18.0,13.0,3.0,,2.0,,1.0,,13.0,5.0,13.0,9.0,147.0,131.0,4.0,,4.0,,,1.0,56.0,52.0,52.0,56.0,19.0,11.0,11.0,19.0,3.0,5.0,3.0,5.0,,1.0,12.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2017-18,918911,2,2017-08-20 16:00:00,"Wembley Stadium, London",73587,Spurs,Chelsea,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,18.0,9.0,6.0,2.0,6.0,4.0,6.0,3.0,,1.0,,,,1.0,1.0,1.0,,1.0,14.0,8.0,9.0,4.0,50.0,24.0,98.0,38.0,592.0,280.0,501.0,195.0,67.7,32.3,30.0,13.0,14.0,31.0,9.0,22.0,4.0,10.0,14.0,40.0,14.0,40.0,25.0,22.0,3.0,6.0,,1.0,1.0,,9.0,16.0,20.0,8.0,166.0,129.0,,6.0,2.0,1.0,,,59.0,68.0,68.0,59.0,12.0,16.0,16.0,12.0,14.0,3.0,14.0,4.0,,,14.0,21.0,20.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,1.0
2017-18,919210,2,2017-08-19 15:00:00,"St. Mary's Stadium, Southampton",31424,Southampton,West Ham,3,2,2,3,W,L,2,1,1,2,0,1,1,0,3.0,2.0,14.0,16.0,5.0,8.0,6.0,6.0,3.0,2.0,,,2.0,2.0,,,2.0,1.0,1.0,,11.0,12.0,6.0,7.0,49.0,26.0,55.0,64.0,569.0,287.0,487.0,192.0,66.1,33.9,26.0,14.0,10.0,12.0,7.0,9.0,8.0,12.0,19.0,38.0,19.0,38.0,12.0,13.0,2.0,3.0,1.0,,,,6.0,3.0,9.0,8.0,129.0,120.0,6.0,2.0,2.0,3.0,,,39.0,61.0,61.0,39.0,16.0,25.0,25.0,16.0,7.0,2.0,7.0,2.0,,5.0,18.0,10.0,10.0,18.0,0.0,0.0,0.0,0.0,2.0,,2.0,,1.0,,,
2017-18,918913,3,2017-08-26 12:30:00,"Vitality Stadium, Bournemouth",10419,Bournemouth,Man City,1,2,2,1,L,W,1,1,1,1,0,1,1,0,1.0,2.0,9.0,19.0,3.0,8.0,3.0,7.0,3.0,4.0,,2.0,,1.0,,1.0,1.0,1.0,,2.0,3.0,13.0,2.0,9.0,22.0,42.0,48.0,73.0,258.0,604.0,152.0,524.0,29.8,70.2,14.0,40.0,20.0,13.0,13.0,8.0,12.0,12.0,31.0,35.0,31.0,35.0,20.0,24.0,4.0,3.0,1.0,,,,13.0,10.0,9.0,15.0,144.0,145.0,6.0,2.0,2.0,1.0,,,57.0,62.0,62.0,57.0,13.0,23.0,23.0,13.0,2.0,5.0,2.0,5.0,1.0,,13.0,14.0,14.0,13.0,0.0,0.0,0.0,0.0,,,,,,3.0,,
2017-18,918914,3,2017-08-27 13:30:00,"Stamford Bridge, London",41382,Chelsea,Everton,2,0,0,2,W,L,2,0,0,2,0,0,0,0,2.0,,18.0,7.0,7.0,,4.0,5.0,7.0,2.0,1.0,,1.0,,,,,,2.0,,13.0,6.0,10.0,2.0,36.0,23.0,68.0,58.0,583.0,437.0,500.0,355.0,56.7,43.3,24.0,6.0,14.0,17.0,9.0,12.0,7.0,16.0,23.0,28.0,23.0,28.0,13.0,14.0,2.0,7.0,,1.0,,,7.0,11.0,13.0,11.0,138.0,127.0,,5.0,,2.0,1.0,,47.0,45.0,45.0,47.0,16.0,10.0,10.0,16.0,6.0,3.0,6.0,3.0,,1.0,12.0,7.0,7.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,
2017-18,918915,3,2017-08-26 15:00:00,"Selhurst Park, London",23477,Crystal Palace,Swansea,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,16.0,7.0,3.0,3.0,12.0,2.0,1.0,2.0,,2.0,,,,2.0,,,,2.0,13.0,5.0,4.0,3.0,40.0,14.0,77.0,57.0,504.0,464.0,416.0,369.0,53.1,46.9,20.0,8.0,16.0,20.0,11.0,15.0,14.0,5.0,9.0,28.0,9.0,28.0,10.0,6.0,2.0,1.0,1.0,1.0,1.0,,4.0,7.0,17.0,11.0,138.0,133.0,1.0,3.0,2.0,,,1.0,50.0,51.0,51.0,50.0,21.0,18.0,18.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,6.0,9.0,0.0,0.0,0.0,0.0,,,,,,3.0,,
2017-18,918916,3,2017-08-26 15:00:00,"John Smith's Stadium, Huddersfield",23548,Huddersfield,Southampton,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,16.0,6.0,6.0,3.0,4.0,3.0,6.0,,1.0,2.0,,,2.0,2.0,,,,,14.0,6.0,10.0,3.0,35.0,19.0,78.0,59.0,378.0,502.0,265.0,382.0,44.7,55.3,20.0,7.0,17.0,16.0,14.0,11.0,11.0,10.0,19.0,29.0,19.0,29.0,18.0,16.0,1.0,6.0,,2.0,,,9.0,8.0,12.0,13.0,173.0,171.0,2.0,6.0,,,1.0,1.0,59.0,52.0,52.0,59.0,25.0,18.0,18.0,25.0,5.0,4.0,5.0,4.0,1.0,,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,,3.0,,
2017-18,918917,3,2017-08-27 16:00:00,"Anfield, Liverpool",53206,Liverpool,Arsenal,4,0,0,4,W,L,2,0,0,2,0,0,0,0,4.0,,18.0,8.0,10.0,,5.0,6.0,3.0,2.0,4.0,,3.0,,3.0,,,,3.0,,13.0,6.0,10.0,1.0,29.0,25.0,63.0,39.0,507.0,539.0,411.0,438.0,48.6,51.4,26.0,24.0,19.0,13.0,16.0,11.0,12.0,15.0,19.0,21.0,19.0,21.0,17.0,16.0,2.0,3.0,,2.0,,1.0,9.0,15.0,12.0,12.0,136.0,146.0,,7.0,,4.0,1.0,,53.0,42.0,42.0,53.0,11.0,14.0,14.0,11.0,4.0,3.0,4.0,3.0,,1.0,6.0,9.0,8.0,6.0,0.0,0.0,0.0,0.0,,,,,3.0,5.0,,
2017-18,918918,3,2017-08-26 17:30:00,"Old Trafford, Manchester",75021,Man Utd,Leicester,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,22.0,11.0,7.0,4.0,7.0,5.0,8.0,2.0,2.0,1.0,1.0,,2.0,1.0,,,2.0,,18.0,10.0,11.0,6.0,52.0,19.0,65.0,54.0,662.0,300.0,576.0,208.0,69.1,30.9,44.0,13.0,9.0,22.0,8.0,14.0,8.0,13.0,17.0,41.0,17.0,41.0,18.0,13.0,2.0,7.0,,,,,10.0,17.0,18.0,5.0,154.0,132.0,4.0,5.0,,2.0,1.0,,54.0,63.0,63.0,54.0,22.0,24.0,24.0,22.0,9.0,3.0,9.0,3.0,,1.0,8.0,7.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0,,,,2.0,3.0,,
2017-18,918919,3,2017-08-26 15:00:00,"St. James' Park, Newcastle",52093,Newcastle,West Ham,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,17.0,8.0,8.0,3.0,6.0,5.0,3.0,,4.0,,3.0,,1.0,1.0,,,3.0,,15.0,4.0,11.0,2.0,29.0,17.0,59.0,64.0,271.0,473.0,169.0,358.0,37.5,62.5,32.0,10.0,14.0,17.0,12.0,13.0,15.0,7.0,21.0,22.0,21.0,22.0,18.0,17.0,,3.0,,,,,8.0,8.0,9.0,6.0,149.0,160.0,3.0,5.0,,3.0,1.0,,56.0,57.0,57.0,56.0,25.0,16.0,16.0,25.0,7.0,5.0,7.0,5.0,,,17.0,11.0,10.0,16.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2017-18,918920,3,2017-08-27 16:00:00,"Wembley Stadium, London",67862,Spurs,Burnley,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,28.0,13.0,5.0,3.0,6.0,8.0,17.0,2.0,,,1.0,,1.0,,,,,1.0,19.0,11.0,15.0,4.0,45.0,30.0,72.0,64.0,588.0,272.0,503.0,193.0,67.3,32.7,33.0,19.0,9.0,16.0,7.0,9.0,6.0,15.0,19.0,36.0,19.0,36.0,19.0,15.0,2.0,17.0,1.0,1.0,,,6.0,10.0,8.0,5.0,133.0,117.0,2.0,4.0,1.0,1.0,,,42.0,58.0,58.0,42.0,15.0,27.0,27.0,15.0,10.0,7.0,10.0,7.0,1.0,,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,6.0,,
2017-18,918921,3,2017-08-26 15:00:00,"Vicarage Road, Watford",20181,Watford,Brighton,0,0,0,0,D,D,0,0,0,0,1,0,0,1,,,8.0,16.0,,2.0,5.0,8.0,3.0,6.0,,,,,,,,2.0,,,7.0,13.0,3.0,6.0,26.0,41.0,58.0,59.0,334.0,433.0,244.0,359.0,42.2,57.8,13.0,25.0,10.0,12.0,4.0,9.0,8.0,7.0,36.0,22.0,36.0,22.0,15.0,17.0,6.0,3.0,,,,,5.0,8.0,9.0,4.0,124.0,125.0,2.0,,,,1.0,1.0,55.0,43.0,43.0,55.0,20.0,20.0,20.0,20.0,3.0,11.0,3.0,11.0,2.0,1.0,7.0,18.0,18.0,6.0,0.0,0.0,0.0,0.0,,,,,,5.0,,
