season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,ownGoals_h,ownGoals_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,expectedAssists_h,expectedAssists_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a
2019-20,1059712,2,2019-08-17 12:30:00,"Emirates Stadium, London",60214.0,Arsenal,Burnley,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,15.0,18.0,9.0,5.0,3.0,9.0,3.0,4.0,2.0,1.0,,1.0,2.0,1.0,,,2.0,,15.0,12.0,11.0,6.0,31.0,41.0,41.0,45.0,529.0,234.0,443.0,151.0,67.5,32.5,28.0,37.0,12.0,16.0,7.0,11.0,9.0,6.0,28.0,25.0,28.0,25.0,12.0,13.0,4.0,3.0,,,,,4.0,14.0,10.0,6.0,141.0,129.0,3.0,7.0,1.0,2.0,,,55.0,51.0,51.0,55.0,21.0,20.0,20.0,21.0,10.0,7.0,10.0,7.0,1.0,3.0,13.0,11.0,9.0,11.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,,,,,,,,,,
2019-20,1059713,2,2019-08-17 15:00:00,"Villa Park, Birmingham",40996.0,Aston Villa,Bournemouth,1,2,2,1,L,W,0,2,2,0,0,0,0,0,1.0,2.0,21.0,12.0,7.0,4.0,9.0,4.0,5.0,4.0,2.0,1.0,,1.0,2.0,1.0,,,1.0,,17.0,10.0,10.0,6.0,46.0,20.0,63.0,55.0,490.0,295.0,402.0,208.0,62.6,37.4,30.0,20.0,7.0,15.0,6.0,9.0,9.0,11.0,15.0,25.0,15.0,25.0,19.0,19.0,4.0,5.0,,1.0,1.0,,3.0,9.0,14.0,5.0,147.0,125.0,2.0,6.0,2.0,1.0,,,57.0,49.0,49.0,57.0,28.0,22.0,22.0,28.0,10.0,5.0,11.0,5.0,2.0,,10.0,13.0,13.0,10.0,0.0,0.0,0.0,0.0,,1.0,,1.0,5.0,2.0,,,,,,,,,,
2019-20,1059714,2,2019-08-17 15:00:00,"American Express Stadium, Falmer",30459.0,Brighton,West Ham,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,16.0,8.0,4.0,3.0,9.0,4.0,3.0,1.0,5.0,2.0,,1.0,5.0,1.0,,,,1.0,13.0,7.0,4.0,4.0,31.0,18.0,61.0,47.0,497.0,377.0,395.0,276.0,57.3,42.7,26.0,16.0,20.0,22.0,9.0,15.0,12.0,15.0,16.0,14.0,16.0,14.0,18.0,19.0,1.0,3.0,,,,,19.0,6.0,12.0,16.0,160.0,167.0,2.0,3.0,1.0,1.0,,,67.0,66.0,66.0,67.0,31.0,14.0,14.0,31.0,8.0,6.0,8.0,6.0,1.0,,11.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,,,,,,,,,
2019-20,1059715,2,2019-08-18 16:30:00,"Stamford Bridge, London",40629.0,Chelsea,Leicester,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,14.0,12.0,5.0,3.0,7.0,7.0,2.0,2.0,1.0,1.0,,1.0,1.0,2.0,,,,1.0,11.0,7.0,6.0,4.0,32.0,29.0,47.0,50.0,454.0,455.0,359.0,352.0,50.2,49.8,19.0,21.0,25.0,29.0,14.0,16.0,10.0,15.0,23.0,20.0,23.0,20.0,31.0,31.0,1.0,2.0,,,,1.0,13.0,10.0,20.0,15.0,167.0,168.0,2.0,4.0,1.0,1.0,,,72.0,64.0,64.0,72.0,23.0,13.0,13.0,23.0,4.0,5.0,4.0,5.0,1.0,,9.0,14.0,14.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,,,,,,,,,
2019-20,1059716,2,2019-08-17 15:00:00,"Goodison Park, Liverpool",39066.0,Everton,Watford,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,12.0,8.0,2.0,2.0,6.0,4.0,4.0,2.0,1.0,2.0,,,1.0,3.0,,1.0,1.0,,9.0,6.0,4.0,4.0,14.0,43.0,37.0,62.0,303.0,388.0,204.0,280.0,44.1,55.9,16.0,29.0,20.0,34.0,16.0,19.0,6.0,9.0,35.0,13.0,35.0,13.0,17.0,17.0,2.0,4.0,,,,,8.0,19.0,24.0,11.0,171.0,168.0,2.0,1.0,,1.0,1.0,,76.0,79.0,79.0,76.0,28.0,27.0,27.0,28.0,4.0,7.0,4.0,7.0,2.0,,11.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,,,,,,,,,
2019-20,1059717,2,2019-08-17 17:30:00,"Etihad Stadium, Manchester",54503.0,Man City,Spurs,2,2,2,2,D,D,2,1,1,2,0,0,0,0,2.0,2.0,30.0,3.0,10.0,2.0,8.0,1.0,12.0,,3.0,,2.0,,2.0,,1.0,,2.0,2.0,22.0,3.0,17.0,2.0,46.0,8.0,67.0,24.0,610.0,506.0,551.0,425.0,55.4,44.6,52.0,5.0,15.0,17.0,7.0,10.0,10.0,6.0,10.0,23.0,10.0,23.0,26.0,22.0,,12.0,,1.0,,,15.0,9.0,9.0,10.0,113.0,121.0,,8.0,2.0,2.0,,,43.0,53.0,53.0,43.0,15.0,10.0,10.0,15.0,13.0,2.0,13.0,2.0,1.0,,14.0,4.0,4.0,13.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,,,,,,,,,
2019-20,1059718,2,2019-08-17 15:00:00,"Carrow Road, Norwich",27059.0,Norwich,Newcastle,3,1,1,3,W,L,1,0,0,1,0,0,0,0,3.0,1.0,15.0,12.0,8.0,4.0,3.0,7.0,4.0,1.0,3.0,2.0,1.0,,2.0,2.0,,,2.0,1.0,14.0,9.0,11.0,5.0,29.0,26.0,49.0,47.0,603.0,336.0,529.0,271.0,63.3,36.7,28.0,19.0,14.0,14.0,11.0,10.0,5.0,11.0,23.0,13.0,23.0,13.0,18.0,18.0,1.0,4.0,,,,,7.0,11.0,10.0,8.0,119.0,116.0,3.0,5.0,1.0,3.0,,,49.0,38.0,38.0,49.0,14.0,9.0,9.0,14.0,7.0,5.0,7.0,5.0,,1.0,9.0,11.0,11.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,,,,
2019-20,1059719,2,2019-08-18 14:00:00,"Bramall Lane, Sheffield",30197.0,Sheff Utd,Crystal Palace,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,15.0,6.0,3.0,4.0,6.0,,6.0,2.0,1.0,,1.0,,1.0,,,,,,10.0,4.0,4.0,4.0,23.0,32.0,57.0,72.0,354.0,498.0,274.0,392.0,42.5,57.5,22.0,12.0,20.0,21.0,11.0,15.0,14.0,13.0,38.0,25.0,38.0,25.0,20.0,20.0,2.0,5.0,,1.0,,,10.0,9.0,10.0,10.0,145.0,156.0,4.0,2.0,,1.0,1.0,,62.0,74.0,74.0,62.0,23.0,27.0,27.0,23.0,8.0,4.0,8.0,4.0,1.0,,16.0,11.0,10.0,16.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,
2019-20,1059720,2,2019-08-17 15:00:00,"St. Mary's Stadium, Southampton",31712.0,Southampton,Liverpool,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,14.0,15.0,3.0,6.0,7.0,6.0,4.0,3.0,4.0,3.0,,,4.0,3.0,,,,2.0,8.0,12.0,3.0,7.0,24.0,39.0,58.0,56.0,296.0,530.0,192.0,414.0,36.2,63.8,23.0,20.0,15.0,7.0,8.0,2.0,10.0,10.0,27.0,30.0,27.0,30.0,19.0,21.0,2.0,4.0,,1.0,1.0,1.0,10.0,10.0,6.0,7.0,150.0,172.0,4.0,3.0,2.0,1.0,,,44.0,45.0,45.0,44.0,15.0,19.0,19.0,15.0,5.0,9.0,5.0,9.0,1.0,1.0,10.0,6.0,4.0,9.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,,,,,,,,,,
2019-20,1059721,2,2019-08-19 20:00:00,"Molineux Stadium, Wolverhampton",31314.0,Wolves,Man Utd,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,6.0,9.0,2.0,2.0,3.0,4.0,1.0,3.0,,,,,,1.0,1.0,,1.0,1.0,5.0,5.0,2.0,2.0,20.0,33.0,35.0,64.0,350.0,668.0,263.0,579.0,34.4,65.6,20.0,21.0,17.0,23.0,9.0,15.0,14.0,5.0,14.0,15.0,14.0,15.0,13.0,15.0,3.0,1.0,,,,,7.0,9.0,11.0,9.0,146.0,142.0,1.0,1.0,1.0,1.0,,,42.0,67.0,67.0,42.0,10.0,20.0,20.0,10.0,4.0,6.0,4.0,6.0,1.0,,17.0,8.0,6.0,17.0,0.0,0.0,0.0,0.0,,1.0,,,1.0,1.0,,,,,,,,,,
2019-20,1059722,3,2019-08-25 14:00:00,"Vitality Stadium, Bournemouth",10486.0,Bournemouth,Man City,1,3,3,1,L,W,1,2,2,1,0,0,0,0,1.0,3.0,10.0,18.0,7.0,5.0,2.0,4.0,1.0,9.0,1.0,4.0,,3.0,3.0,2.0,,,,3.0,6.0,17.0,4.0,13.0,24.0,25.0,51.0,62.0,249.0,728.0,179.0,647.0,26.2,73.8,16.0,37.0,8.0,16.0,5.0,12.0,16.0,8.0,22.0,16.0,22.0,16.0,13.0,11.0,9.0,1.0,,2.0,,,7.0,6.0,9.0,6.0,122.0,118.0,2.0,6.0,3.0,1.0,,,42.0,46.0,46.0,42.0,15.0,16.0,16.0,15.0,4.0,5.0,4.0,5.0,2.0,1.0,7.0,13.0,13.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,,,,,,,,,
2019-20,1059723,3,2019-08-23 20:00:00,"Villa Park, Birmingham",41922.0,Aston Villa,Everton,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,7.0,12.0,3.0,1.0,2.0,7.0,2.0,4.0,2.0,2.0,2.0,,,2.0,,1.0,2.0,,7.0,10.0,5.0,5.0,19.0,37.0,48.0,62.0,301.0,539.0,219.0,435.0,35.2,64.8,17.0,28.0,12.0,16.0,6.0,11.0,13.0,5.0,25.0,7.0,25.0,7.0,14.0,16.0,4.0,2.0,,1.0,,,13.0,11.0,10.0,10.0,141.0,160.0,1.0,1.0,,2.0,1.0,,56.0,66.0,66.0,56.0,16.0,28.0,28.0,16.0,,6.0,,6.0,,,10.0,18.0,17.0,10.0,0.0,0.0,0.0,0.0,,,,,8.0,1.0,,,,,,,,,,
2019-20,1059724,3,2019-08-24 15:00:00,"American Express Stadium, Falmer",30019.0,Brighton,Southampton,0,2,2,0,L,W,0,0,0,0,1,0,0,1,,2.0,12.0,12.0,3.0,4.0,6.0,5.0,3.0,3.0,1.0,3.0,,1.0,1.0,2.0,2.0,,,2.0,12.0,10.0,6.0,7.0,29.0,21.0,47.0,50.0,394.0,395.0,296.0,297.0,50.7,49.3,33.0,22.0,16.0,19.0,10.0,12.0,15.0,4.0,10.0,22.0,10.0,22.0,18.0,16.0,3.0,3.0,,,,,11.0,11.0,10.0,11.0,160.0,145.0,2.0,3.0,2.0,,,1.0,61.0,53.0,53.0,61.0,24.0,15.0,15.0,24.0,8.0,5.0,8.0,5.0,1.0,,9.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,
2019-20,1059725,3,2019-08-24 17:30:00,"Anfield, Liverpool",53298.0,Liverpool,Arsenal,3,1,1,3,W,L,1,0,0,1,0,0,0,0,3.0,1.0,25.0,9.0,5.0,3.0,6.0,4.0,14.0,2.0,3.0,1.0,2.0,,2.0,2.0,,,2.0,,19.0,5.0,13.0,3.0,39.0,19.0,61.0,39.0,553.0,516.0,474.0,447.0,52.0,48.0,49.0,11.0,25.0,16.0,17.0,7.0,9.0,7.0,11.0,27.0,11.0,27.0,14.0,16.0,2.0,13.0,2.0,2.0,,,14.0,9.0,10.0,18.0,136.0,129.0,2.0,2.0,1.0,3.0,,,45.0,48.0,48.0,45.0,7.0,11.0,11.0,7.0,6.0,4.0,6.0,4.0,,,8.0,5.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,4.0,,,,,,,,,,
2019-20,1059726,3,2019-08-24 15:00:00,"Old Trafford, Manchester",73454.0,Man Utd,Crystal Palace,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,22.0,5.0,3.0,3.0,13.0,1.0,6.0,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,,1.0,1.0,15.0,2.0,7.0,1.0,41.0,10.0,73.0,35.0,562.0,231.0,481.0,141.0,71.3,28.7,37.0,16.0,9.0,25.0,4.0,13.0,6.0,16.0,6.0,26.0,6.0,26.0,14.0,15.0,1.0,6.0,,,,,9.0,7.0,16.0,6.0,139.0,122.0,1.0,2.0,2.0,1.0,,,57.0,56.0,56.0,57.0,23.0,15.0,15.0,23.0,8.0,1.0,8.0,1.0,3.0,1.0,8.0,18.0,18.0,7.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
2019-20,1059727,3,2019-08-24 12:30:00,"Carrow Road, Norwich",27032.0,Norwich,Chelsea,2,3,3,2,L,W,2,2,2,2,0,0,0,0,2.0,3.0,6.0,23.0,5.0,8.0,1.0,5.0,,10.0,1.0,2.0,1.0,1.0,,1.0,1.0,,2.0,3.0,5.0,20.0,4.0,15.0,14.0,37.0,43.0,51.0,481.0,543.0,391.0,457.0,46.6,53.4,14.0,32.0,16.0,26.0,7.0,18.0,11.0,11.0,29.0,9.0,29.0,9.0,22.0,23.0,10.0,,,,,,21.0,5.0,11.0,13.0,140.0,142.0,5.0,3.0,3.0,2.0,,,39.0,72.0,72.0,39.0,12.0,17.0,17.0,12.0,1.0,8.0,1.0,8.0,2.0,,9.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2019-20,1059728,3,2019-08-24 15:00:00,"Bramall Lane, Sheffield",30079.0,Sheff Utd,Leicester,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,7.0,10.0,2.0,2.0,3.0,4.0,2.0,4.0,,1.0,,1.0,,,,,1.0,2.0,4.0,8.0,2.0,5.0,43.0,23.0,61.0,39.0,421.0,452.0,316.0,358.0,49.1,50.9,21.0,19.0,16.0,13.0,13.0,7.0,15.0,11.0,15.0,38.0,15.0,38.0,17.0,15.0,4.0,2.0,,,1.0,,9.0,11.0,10.0,10.0,169.0,144.0,,1.0,2.0,1.0,,,58.0,54.0,54.0,58.0,25.0,21.0,21.0,25.0,7.0,4.0,7.0,4.0,,,11.0,6.0,6.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,5.0,,,,,,,,,,
