season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,ownGoals_h,ownGoals_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,expectedAssists_h,expectedAssists_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a
2019-20,1059892,20,2019-12-29 14:00:00,"Emirates Stadium, London",60309.0,Arsenal,Chelsea,1,2,2,1,L,W,1,0,0,1,0,0,0,0,1.0,2.0,7.0,13.0,2.0,4.0,5.0,6.0,,3.0,1.0,2.0,1.0,1.0,,1.0,,,1.0,2.0,6.0,10.0,1.0,7.0,21.0,32.0,41.0,54.0,427.0,577.0,337.0,482.0,42.1,57.9,17.0,26.0,16.0,17.0,11.0,10.0,12.0,16.0,20.0,10.0,20.0,10.0,20.0,20.0,3.0,,,,1.0,,15.0,10.0,9.0,11.0,132.0,143.0,2.0,1.0,2.0,1.0,,,60.0,60.0,60.0,60.0,17.0,15.0,15.0,17.0,2.0,3.0,2.0,3.0,,3.0,13.0,19.0,18.0,13.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,,,,
2019-20,1059893,20,2019-12-28 12:30:00,"American Express Stadium, Falmer",30441.0,Brighton,Bournemouth,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,16.0,10.0,6.0,2.0,6.0,3.0,4.0,5.0,,,,,,,1.0,,2.0,,14.0,7.0,9.0,4.0,34.0,12.0,47.0,38.0,496.0,413.0,411.0,317.0,55.1,44.9,25.0,14.0,23.0,18.0,15.0,9.0,15.0,13.0,12.0,30.0,12.0,30.0,14.0,14.0,5.0,4.0,,,,,6.0,11.0,12.0,16.0,147.0,140.0,2.0,4.0,,2.0,1.0,,67.0,54.0,54.0,67.0,24.0,22.0,22.0,24.0,9.0,2.0,9.0,2.0,,1.0,9.0,11.0,10.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,,,,,,,
2019-20,1059894,20,2019-12-28 19:45:00,"Turf Moor, Burnley",21924.0,Burnley,Man Utd,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,8.0,14.0,1.0,5.0,5.0,3.0,2.0,6.0,,2.0,,2.0,,1.0,,1.0,,2.0,6.0,8.0,2.0,7.0,27.0,21.0,51.0,57.0,295.0,501.0,200.0,407.0,38.6,61.4,17.0,25.0,13.0,6.0,9.0,3.0,6.0,2.0,12.0,20.0,12.0,20.0,17.0,13.0,7.0,2.0,,,1.0,,14.0,7.0,5.0,8.0,139.0,138.0,2.0,1.0,2.0,,,1.0,49.0,55.0,55.0,49.0,21.0,20.0,20.0,21.0,5.0,4.0,5.0,4.0,1.0,,17.0,10.0,8.0,17.0,0.0,0.0,0.0,0.0,,,,,5.0,2.0,,,,,,,,,,
2019-20,1059895,20,2019-12-29 16:30:00,"Anfield, Liverpool",53326.0,Liverpool,Wolves,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,10.0,10.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,,1.0,,1.0,,,,1.0,,9.0,6.0,6.0,1.0,29.0,20.0,59.0,34.0,607.0,352.0,522.0,258.0,62.9,37.1,29.0,10.0,19.0,23.0,7.0,12.0,12.0,10.0,15.0,20.0,15.0,20.0,13.0,15.0,3.0,3.0,1.0,,,,22.0,7.0,15.0,11.0,152.0,153.0,2.0,2.0,,1.0,1.0,,46.0,76.0,76.0,46.0,18.0,26.0,26.0,18.0,5.0,6.0,5.0,6.0,,,7.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0,,,,,,,,,,
2019-20,1059896,20,2019-12-29 18:00:00,"Etihad Stadium, Manchester",54512.0,Man City,Sheff Utd,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,16.0,8.0,4.0,,6.0,6.0,6.0,2.0,1.0,3.0,1.0,,,3.0,,1.0,2.0,,13.0,7.0,9.0,1.0,29.0,24.0,65.0,55.0,871.0,314.0,789.0,233.0,72.9,27.1,26.0,13.0,10.0,16.0,8.0,10.0,3.0,12.0,12.0,23.0,12.0,23.0,19.0,16.0,2.0,6.0,,,,,9.0,6.0,9.0,6.0,125.0,118.0,,2.0,,2.0,1.0,,34.0,45.0,45.0,34.0,12.0,17.0,17.0,12.0,8.0,5.0,8.0,5.0,,,5.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,,,,,1.0,5.0,,,,,,,,,,
2019-20,1059897,20,2019-12-28 15:00:00,"St. James' Park, Newcastle",52211.0,Newcastle,Everton,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,20.0,22.0,5.0,9.0,9.0,7.0,6.0,6.0,1.0,2.0,,2.0,1.0,1.0,1.0,,1.0,1.0,15.0,16.0,10.0,11.0,35.0,25.0,58.0,56.0,317.0,435.0,233.0,341.0,42.7,57.3,35.0,32.0,14.0,15.0,7.0,10.0,9.0,6.0,25.0,32.0,25.0,32.0,9.0,11.0,6.0,6.0,,1.0,1.0,,9.0,14.0,5.0,7.0,141.0,146.0,7.0,4.0,2.0,1.0,,,89.0,60.0,60.0,89.0,49.0,24.0,24.0,49.0,5.0,8.0,5.0,8.0,1.0,3.0,13.0,13.0,12.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,,,,,,,,,
2019-20,1059898,20,2019-12-28 17:30:00,"Carrow Road, Norwich",27072.0,Norwich,Spurs,2,2,2,2,D,D,1,0,0,1,0,0,0,0,2.0,2.0,5.0,15.0,2.0,7.0,3.0,1.0,,7.0,,1.0,,1.0,,1.0,,,1.0,,4.0,13.0,1.0,12.0,17.0,31.0,52.0,75.0,394.0,554.0,279.0,450.0,41.1,58.9,16.0,26.0,22.0,22.0,13.0,12.0,17.0,9.0,26.0,11.0,26.0,11.0,18.0,23.0,6.0,,,,,1.0,14.0,8.0,9.0,11.0,171.0,175.0,5.0,1.0,2.0,2.0,,,56.0,66.0,66.0,56.0,18.0,19.0,19.0,18.0,4.0,6.0,4.0,6.0,,,12.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,,1.0,,1.0,3.0,3.0,,1.0,,,,,,,,
2019-20,1059899,20,2019-12-28 15:00:00,"St. Mary's Stadium, Southampton",31108.0,Southampton,Crystal Palace,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,14.0,5.0,5.0,2.0,4.0,3.0,5.0,,1.0,,1.0,,1.0,,,,,1.0,8.0,3.0,4.0,2.0,42.0,16.0,64.0,49.0,471.0,334.0,380.0,243.0,59.9,40.1,27.0,11.0,20.0,16.0,10.0,10.0,14.0,12.0,11.0,32.0,11.0,32.0,18.0,14.0,,5.0,,,,1.0,16.0,18.0,6.0,10.0,156.0,147.0,1.0,4.0,1.0,1.0,,,69.0,73.0,73.0,69.0,24.0,28.0,28.0,24.0,12.0,4.0,12.0,4.0,1.0,1.0,13.0,7.0,7.0,13.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,,,,
2019-20,1059900,20,2019-12-28 15:00:00,"Vicarage Road, Watford",21348.0,Watford,Aston Villa,3,0,0,3,W,L,1,0,0,1,1,0,0,1,3.0,,20.0,11.0,6.0,2.0,5.0,3.0,9.0,6.0,2.0,1.0,3.0,,2.0,1.0,,,1.0,,14.0,9.0,11.0,7.0,31.0,32.0,57.0,55.0,417.0,433.0,331.0,352.0,48.8,51.2,35.0,20.0,14.0,11.0,10.0,6.0,9.0,11.0,23.0,23.0,23.0,23.0,11.0,11.0,6.0,9.0,,,,2.0,10.0,7.0,8.0,5.0,129.0,131.0,2.0,3.0,,3.0,1.0,,44.0,57.0,57.0,44.0,14.0,22.0,22.0,14.0,6.0,3.0,6.0,3.0,2.0,2.0,16.0,9.0,9.0,15.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,3.0,,,,,,,,,,
2019-20,1059901,20,2019-12-28 17:30:00,"London Stadium, London",59519.0,West Ham,Leicester,1,2,2,1,L,W,1,1,1,1,0,0,0,0,1.0,2.0,14.0,13.0,4.0,8.0,5.0,2.0,5.0,3.0,,3.0,,2.0,,2.0,,,1.0,2.0,12.0,9.0,9.0,7.0,25.0,23.0,53.0,51.0,383.0,523.0,271.0,424.0,42.7,57.3,24.0,24.0,24.0,11.0,14.0,6.0,10.0,16.0,17.0,10.0,17.0,10.0,12.0,12.0,3.0,5.0,,,,,11.0,20.0,4.0,15.0,159.0,167.0,6.0,3.0,2.0,1.0,,,73.0,52.0,52.0,73.0,25.0,14.0,14.0,25.0,5.0,5.0,5.0,6.0,,,16.0,4.0,4.0,16.0,0.0,0.0,0.0,0.0,,1.0,,,2.0,3.0,,,,,,,,,,
2019-20,1059902,21,2020-01-01 20:00:00,"Emirates Stadium, London",60328.0,Arsenal,Man Utd,2,0,0,2,W,L,2,0,0,2,0,0,0,0,2.0,,10.0,10.0,4.0,4.0,5.0,3.0,1.0,3.0,,1.0,2.0,,,1.0,1.0,,,,8.0,8.0,3.0,6.0,19.0,23.0,45.0,50.0,513.0,542.0,435.0,462.0,48.8,51.2,29.0,24.0,19.0,12.0,10.0,5.0,15.0,10.0,18.0,7.0,18.0,7.0,21.0,20.0,3.0,1.0,,1.0,,,19.0,13.0,6.0,10.0,118.0,135.0,4.0,2.0,,2.0,1.0,,54.0,51.0,51.0,54.0,7.0,9.0,9.0,7.0,1.0,4.0,1.0,4.0,,1.0,11.0,15.0,15.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2019-20,1059903,21,2020-01-01 12:30:00,"American Express Stadium, Falmer",30559.0,Brighton,Chelsea,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,16.0,16.0,5.0,5.0,4.0,4.0,7.0,7.0,2.0,,,1.0,2.0,,,,1.0,,11.0,11.0,9.0,7.0,33.0,16.0,50.0,49.0,484.0,537.0,377.0,436.0,47.7,52.3,31.0,36.0,20.0,25.0,15.0,14.0,8.0,19.0,13.0,26.0,13.0,26.0,19.0,18.0,8.0,7.0,1.0,,,,11.0,6.0,14.0,13.0,180.0,157.0,3.0,4.0,1.0,1.0,,,64.0,62.0,62.0,64.0,26.0,19.0,19.0,26.0,5.0,3.0,5.0,3.0,4.0,,8.0,15.0,15.0,8.0,0.0,0.0,0.0,0.0,,,,,,3.0,,,,,,,,,,
2019-20,1059904,21,2020-01-01 12:30:00,"Turf Moor, Burnley",19561.0,Burnley,Aston Villa,1,2,2,1,L,W,0,2,2,0,0,0,0,0,1.0,2.0,20.0,11.0,1.0,6.0,13.0,3.0,6.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,,,1.0,1.0,16.0,9.0,4.0,6.0,44.0,20.0,77.0,46.0,506.0,327.0,405.0,223.0,61.9,38.1,30.0,14.0,7.0,13.0,2.0,9.0,5.0,3.0,12.0,31.0,12.0,31.0,14.0,9.0,2.0,6.0,2.0,1.0,,,5.0,3.0,8.0,2.0,163.0,141.0,4.0,,2.0,1.0,,,53.0,60.0,60.0,53.0,34.0,32.0,32.0,34.0,8.0,4.0,8.0,4.0,,1.0,12.0,10.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,,,,
2019-20,1059905,21,2020-01-02 20:00:00,"Anfield, Liverpool",53321.0,Liverpool,Sheff Utd,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,19.0,3.0,7.0,2.0,5.0,1.0,7.0,,3.0,1.0,2.0,,2.0,1.0,1.0,,1.0,,16.0,2.0,11.0,2.0,43.0,14.0,68.0,51.0,969.0,327.0,876.0,239.0,74.8,25.2,38.0,9.0,6.0,14.0,4.0,9.0,9.0,12.0,9.0,29.0,9.0,29.0,8.0,5.0,,6.0,1.0,1.0,,1.0,6.0,8.0,9.0,5.0,137.0,118.0,2.0,5.0,,2.0,1.0,,37.0,35.0,35.0,37.0,18.0,10.0,10.0,18.0,8.0,4.0,8.0,4.0,1.0,,5.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,,,,,,,,,
2019-20,1059906,21,2020-01-01 17:30:00,"Etihad Stadium, Manchester",54407.0,Man City,Everton,2,1,1,2,W,L,0,0,0,0,0,0,0,0,2.0,1.0,16.0,7.0,7.0,2.0,7.0,3.0,2.0,2.0,3.0,,1.0,1.0,2.0,,1.0,,2.0,,15.0,5.0,8.0,2.0,23.0,14.0,53.0,39.0,777.0,401.0,700.0,310.0,65.4,34.6,25.0,14.0,10.0,14.0,8.0,10.0,16.0,14.0,13.0,11.0,13.0,11.0,14.0,15.0,2.0,2.0,1.0,,,,10.0,10.0,9.0,5.0,115.0,124.0,1.0,5.0,1.0,2.0,,,47.0,64.0,64.0,47.0,16.0,29.0,29.0,16.0,3.0,6.0,3.0,6.0,2.0,,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,,,,,,,,,
2019-20,1059907,21,2020-01-01 15:00:00,"St. James' Park, Newcastle",52178.0,Newcastle,Leicester,0,3,3,0,L,W,0,2,2,0,0,0,0,0,,3.0,5.0,17.0,2.0,10.0,2.0,5.0,1.0,2.0,1.0,2.0,,1.0,2.0,3.0,,,,2.0,4.0,12.0,3.0,9.0,14.0,26.0,31.0,87.0,244.0,833.0,170.0,755.0,23.4,76.6,9.0,31.0,15.0,17.0,9.0,9.0,10.0,11.0,20.0,14.0,20.0,14.0,18.0,18.0,2.0,1.0,,,2.0,,5.0,8.0,5.0,9.0,138.0,126.0,7.0,2.0,3.0,,,1.0,45.0,52.0,52.0,45.0,11.0,22.0,22.0,11.0,4.0,5.0,4.0,5.0,,1.0,8.0,12.0,12.0,8.0,0.0,0.0,0.0,0.0,,,,,,3.0,,,,,,,,,,
2019-20,1059908,21,2020-01-01 17:30:00,"Carrow Road, Norwich",27021.0,Norwich,Crystal Palace,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,15.0,12.0,4.0,3.0,8.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,11.0,9.0,5.0,6.0,18.0,31.0,41.0,61.0,362.0,521.0,292.0,422.0,40.6,59.4,24.0,38.0,30.0,16.0,17.0,3.0,17.0,11.0,32.0,8.0,32.0,8.0,11.0,2.0,5.0,3.0,,,,,9.0,9.0,8.0,22.0,124.0,174.0,2.0,3.0,1.0,1.0,,,63.0,54.0,54.0,63.0,15.0,17.0,17.0,15.0,2.0,5.0,2.0,5.0,1.0,2.0,12.0,9.0,9.0,12.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,1.0,0.0,0.0,1.51587,1.3923,1.45371,1.14098,0.519393,0.731869,1.14098,1.45371
2019-20,1059909,21,2020-01-01 15:00:00,"St. Mary's Stadium, Southampton",30976.0,Southampton,Spurs,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,12.0,11.0,3.0,5.0,4.0,2.0,5.0,4.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,,10.0,6.0,7.0,5.0,25.0,37.0,56.0,62.0,343.0,499.0,217.0,369.0,40.9,59.1,18.0,21.0,22.0,23.0,14.0,15.0,13.0,8.0,37.0,24.0,37.0,24.0,15.0,14.0,4.0,5.0,,,,,17.0,8.0,15.0,11.0,202.0,200.0,5.0,2.0,,1.0,1.0,,60.0,80.0,80.0,60.0,21.0,20.0,20.0,21.0,6.0,9.0,6.0,9.0,,2.0,21.0,8.0,8.0,20.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,,,,,,,,,
2019-20,1059910,21,2020-01-01 15:00:00,"Vicarage Road, Watford",20584.0,Watford,Wolves,2,1,1,2,W,L,1,0,0,1,1,0,0,1,2.0,1.0,9.0,16.0,3.0,4.0,4.0,7.0,2.0,5.0,2.0,2.0,1.0,,1.0,2.0,,,2.0,1.0,8.0,12.0,5.0,7.0,14.0,39.0,51.0,68.0,343.0,578.0,250.0,491.0,36.4,63.6,20.0,24.0,13.0,23.0,7.0,14.0,12.0,9.0,34.0,7.0,34.0,7.0,12.0,13.0,5.0,2.0,,,,1.0,19.0,10.0,10.0,7.0,143.0,147.0,3.0,1.0,1.0,2.0,,,50.0,71.0,71.0,50.0,24.0,18.0,18.0,24.0,4.0,7.0,4.0,7.0,,,12.0,6.0,4.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,
2019-20,1059911,21,2020-01-01 17:30:00,"London Stadium, London",59917.0,West Ham,Bournemouth,4,0,0,4,W,L,3,0,0,3,0,0,0,0,4.0,,14.0,3.0,7.0,2.0,5.0,1.0,2.0,,2.0,1.0,2.0,,1.0,1.0,,1.0,3.0,,10.0,3.0,6.0,2.0,28.0,25.0,52.0,57.0,444.0,618.0,352.0,539.0,42.6,57.4,28.0,14.0,23.0,20.0,16.0,10.0,9.0,6.0,14.0,21.0,14.0,21.0,19.0,17.0,,2.0,,,,,13.0,10.0,7.0,16.0,152.0,148.0,2.0,3.0,,4.0,1.0,,62.0,58.0,58.0,62.0,18.0,22.0,22.0,18.0,9.0,2.0,9.0,2.0,,,3.0,12.0,11.0,3.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,3.0,,,,,,,,,,
2019-20,1059912,22,2020-01-12 14:00:00,"Vitality Stadium, Bournemouth",10384.0,Bournemouth,Watford,0,3,3,0,L,W,0,1,1,0,0,0,0,0,,3.0,10.0,18.0,1.0,6.0,7.0,6.0,2.0,6.0,,2.0,,2.0,,1.0,,,,2.0,6.0,14.0,2.0,10.0,33.0,22.0,61.0,45.0,536.0,411.0,420.0,296.0,56.7,43.3,18.0,27.0,8.0,27.0,6.0,15.0,11.0,7.0,15.0,36.0,15.0,36.0,22.0,21.0,7.0,2.0,,,1.0,,10.0,9.0,14.0,5.0,188.0,154.0,2.0,1.0,3.0,,,1.0,59.0,81.0,81.0,59.0,30.0,42.0,42.0,30.0,5.0,5.0,5.0,5.0,1.0,,3.0,13.0,13.0,3.0,0.0,0.0,0.0,0.0,,,,,,5.0,,,,,,,,,,
2019-20,1059913,22,2020-01-12 16:30:00,"Villa Park, Birmingham",41823.0,Aston Villa,Man City,1,6,6,1,L,W,0,4,4,0,0,0,0,0,1.0,6.0,7.0,22.0,1.0,12.0,4.0,8.0,2.0,2.0,,4.0,1.0,4.0,,2.0,,,,6.0,5.0,18.0,2.0,13.0,16.0,30.0,24.0,56.0,362.0,877.0,291.0,809.0,29.4,70.6,20.0,49.0,15.0,16.0,9.0,8.0,9.0,8.0,20.0,5.0,20.0,5.0,17.0,17.0,3.0,2.0,,,2.0,,19.0,17.0,7.0,9.0,111.0,111.0,5.0,,6.0,1.0,,,54.0,49.0,49.0,54.0,12.0,11.0,11.0,12.0,2.0,4.0,2.0,4.0,,,5.0,12.0,11.0,3.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,,,,,,,,,,,
2019-20,1059914,22,2020-01-11 15:00:00,"Stamford Bridge, London",40396.0,Chelsea,Burnley,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,18.0,7.0,8.0,3.0,4.0,2.0,6.0,2.0,2.0,1.0,2.0,,1.0,1.0,,,2.0,,14.0,2.0,10.0,1.0,42.0,14.0,62.0,36.0,568.0,300.0,478.0,206.0,65.5,34.5,38.0,7.0,13.0,13.0,8.0,6.0,9.0,9.0,9.0,22.0,9.0,22.0,15.0,14.0,4.0,6.0,,,,1.0,10.0,6.0,6.0,12.0,149.0,135.0,1.0,5.0,,3.0,1.0,,37.0,49.0,49.0,37.0,14.0,20.0,20.0,14.0,10.0,3.0,10.0,3.0,,,7.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,,1.0,,6.0,6.0,,,,,,,,,,
2019-20,1059915,22,2020-01-11 12:30:00,"Selhurst Park, London",25468.0,Crystal Palace,Arsenal,1,1,1,1,D,D,0,1,1,0,0,1,1,0,1.0,1.0,6.0,7.0,3.0,4.0,2.0,2.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,3.0,3.0,2.0,2.0,25.0,16.0,55.0,51.0,362.0,487.0,258.0,381.0,42.7,57.3,19.0,18.0,25.0,17.0,16.0,10.0,14.0,9.0,11.0,19.0,11.0,19.0,18.0,19.0,1.0,2.0,,,,,7.0,8.0,8.0,12.0,162.0,175.0,3.0,1.0,1.0,1.0,,,68.0,49.0,49.0,68.0,13.0,11.0,11.0,13.0,1.0,4.0,1.0,4.0,4.0,,14.0,22.0,22.0,14.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,,,,,,,,,
2019-20,1059916,22,2020-01-11 15:00:00,"Goodison Park, Liverpool",38772.0,Everton,Brighton,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,14.0,9.0,6.0,2.0,4.0,6.0,4.0,1.0,2.0,1.0,,,3.0,3.0,2.0,1.0,1.0,,11.0,5.0,8.0,2.0,42.0,27.0,60.0,46.0,491.0,426.0,390.0,315.0,53.8,46.2,34.0,19.0,21.0,13.0,13.0,6.0,12.0,10.0,22.0,27.0,22.0,27.0,25.0,26.0,1.0,4.0,,,,,11.0,9.0,6.0,9.0,156.0,169.0,2.0,5.0,,1.0,1.0,,51.0,47.0,47.0,51.0,17.0,17.0,17.0,17.0,4.0,3.0,4.0,3.0,,1.0,7.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,,,,
2019-20,1059917,22,2020-01-11 15:00:00,"King Power Stadium, Leicester",32115.0,Leicester,Southampton,1,2,2,1,L,W,1,1,1,1,0,0,0,0,1.0,2.0,5.0,16.0,5.0,10.0,,5.0,,1.0,1.0,3.0,1.0,1.0,,3.0,,2.0,1.0,2.0,5.0,12.0,5.0,8.0,23.0,22.0,58.0,65.0,455.0,318.0,331.0,181.0,58.2,41.8,12.0,20.0,20.0,23.0,13.0,16.0,10.0,13.0,21.0,10.0,21.0,10.0,15.0,16.0,2.0,,2.0,,,,9.0,9.0,14.0,11.0,192.0,199.0,7.0,4.0,2.0,1.0,,,66.0,67.0,67.0,66.0,21.0,28.0,28.0,21.0,2.0,4.0,2.0,4.0,1.0,1.0,9.0,17.0,17.0,8.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,,,,,,,,,
2019-20,1059918,22,2020-01-11 15:00:00,"Old Trafford, Manchester",73271.0,Man Utd,Norwich,4,0,0,4,W,L,1,0,0,1,0,0,0,0,4.0,,13.0,8.0,6.0,3.0,4.0,2.0,3.0,3.0,3.0,,3.0,,1.0,,,,2.0,,9.0,4.0,5.0,4.0,35.0,15.0,70.0,30.0,646.0,440.0,554.0,347.0,59.6,40.4,42.0,10.0,21.0,22.0,12.0,11.0,14.0,13.0,8.0,20.0,8.0,20.0,24.0,23.0,3.0,3.0,,1.0,,,19.0,17.0,12.0,14.0,152.0,146.0,3.0,2.0,,4.0,1.0,,55.0,64.0,64.0,55.0,10.0,6.0,6.0,10.0,4.0,2.0,4.0,2.0,,,18.0,7.0,7.0,17.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,,,,,,,,,,,
2019-20,1059919,22,2020-01-10 20:00:00,"Bramall Lane, Sheffield",30124.0,Sheff Utd,West Ham,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,13.0,7.0,3.0,2.0,6.0,5.0,4.0,,4.0,1.0,1.0,,3.0,2.0,,,1.0,,10.0,4.0,5.0,,32.0,21.0,72.0,59.0,437.0,504.0,306.0,369.0,46.9,53.1,16.0,12.0,19.0,16.0,14.0,12.0,8.0,14.0,11.0,18.0,11.0,18.0,9.0,11.0,,4.0,2.0,,,2.0,18.0,9.0,10.0,9.0,180.0,189.0,2.0,2.0,,1.0,1.0,,73.0,82.0,82.0,73.0,40.0,37.0,37.0,40.0,7.0,3.0,7.0,3.0,1.0,1.0,11.0,6.0,5.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,,,,,,,,,
2019-20,1059920,22,2020-01-11 17:30:00,"Tottenham Hotspur Stadium, London",61023.0,Spurs,Liverpool,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,14.0,13.0,4.0,7.0,8.0,5.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,,1.0,,1.0,11.0,11.0,6.0,7.0,17.0,44.0,39.0,81.0,381.0,786.0,298.0,683.0,33.2,66.8,17.0,54.0,13.0,20.0,10.0,12.0,13.0,6.0,38.0,9.0,38.0,9.0,12.0,13.0,2.0,2.0,2.0,2.0,,,20.0,15.0,11.0,9.0,129.0,151.0,5.0,4.0,1.0,,,1.0,45.0,59.0,59.0,45.0,9.0,15.0,15.0,9.0,4.0,3.0,4.0,3.0,,,4.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,,,,
2019-20,1059921,22,2020-01-11 15:00:00,"Molineux Stadium, Wolverhampton",31570.0,Wolves,Newcastle,1,1,1,1,D,D,1,1,1,1,0,0,0,0,1.0,1.0,9.0,5.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,,1.0,,3.0,,,,,1.0,5.0,5.0,3.0,3.0,22.0,13.0,69.0,51.0,593.0,311.0,505.0,233.0,65.7,34.3,19.0,4.0,16.0,15.0,9.0,11.0,14.0,7.0,8.0,37.0,8.0,37.0,15.0,13.0,2.0,3.0,,,,,11.0,13.0,5.0,5.0,148.0,131.0,,2.0,1.0,1.0,,,58.0,52.0,52.0,58.0,18.0,15.0,15.0,18.0,5.0,2.0,5.0,2.0,1.0,,13.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,
