season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,blockedPass,penaltySave,putThrough,saves,attCorner,attFreekickPost,attOneOnOne,attemptsIbox,attemptsObox,contentiousDecision,openPlayPass,ptsGainedLosingPos,successfulOpenPlayPass,touchesInOppBox,attLgLeft,attLgRight,attemptedTackleFoul,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,ptsDroppedWinningPos,subsGoals,successfulPutThrough,attOboxOwnGoal,fiftyFifty,keeperGoals,successfulFiftyFifty,winningGoal
2014-15,755502,20.0,2015-01-01 15:00:00,35,West Brom,Away,160.0,8.0,,1.0,1.0,1.0,,223.0,2.0,1.0,4.0,14.0,15.0,26.0,382.0,1.0,1.0,9.0,10.0,13.0,11.0,,1.0,,1.0,,1.0,,,,,13.0,,,,,,,,6.0,2.0,,85.0,80.0,1.0,,1.0,2.0,3.0,11.0,,1.0,9.0,3.0,,14.0,1.0,50.0,40.0,2.0,27.0,12.0,,,68.0,13.0,6.0,1.0,,2.0,1.0,1.0,201.0,1.0,,1.0,1.0,,1.0,6.0,,,1.0,3.0,,,,,12.0,,16.0,16.0,3.0,4.0,99.0,107.0,52.0,,,7.0,5.0,3.0,,,2.0,2.0,,58.0,68.0,18.0,,,,,153.0,153.0,2.0,46.0,20.0,54.2,,,0.0,,,,102.0,2.0,,,,1.0,8.0,,3.0,99.0,12.0,175.0,11.0,27.0,8.0,1.0,14.0,13.0,3.0,146.0,3.0,326.0,3.0,1.0,58.0,16.0,77.0,,487.0,3.0,0.0,14.0,17.0,1.0,13.0,0.0,660.0,11.0,4.0,1.0,16.0,0.0,17.0,,17.0,2.0,,,,,,,468.0,,374.0,,,,6.0,,,,,,,10.0,,,,,
2014-15,755512,21.0,2015-01-10 15:00:00,35,West Brom,Home,188.0,12.0,,4.0,4.0,1.0,2.0,198.0,4.0,,2.0,18.0,8.0,41.0,382.0,,,20.0,28.0,17.0,7.0,1.0,,,,,,,,,,7.0,,,,,,,2.0,5.0,7.0,,86.0,59.0,1.0,1.0,,2.0,1.0,5.0,,5.0,7.0,4.0,,9.0,1.0,53.0,50.0,2.0,20.0,14.0,,1.0,73.0,5.0,12.0,1.0,,2.0,2.0,,193.0,1.0,1.0,1.0,,1.0,,9.0,,,,4.0,,,,,14.0,,13.0,13.0,,2.0,104.0,98.0,46.0,2.0,,5.0,4.0,3.0,,,3.0,1.0,,60.0,82.0,20.0,,,,,158.0,158.0,5.0,31.0,17.0,51.5,,1.0,0.0,,,,111.0,2.0,,,,,5.0,,2.0,103.0,9.0,207.0,18.0,20.0,12.0,3.0,16.0,13.0,,162.0,5.0,303.0,4.0,,55.0,8.0,87.0,2.0,494.0,,0.0,9.0,16.0,4.0,25.0,1.0,665.0,11.0,6.0,5.0,12.0,0.0,21.0,,21.0,2.0,,,1.0,,,,467.0,,366.0,,,,1.0,,,,,,,8.0,,,,,
2014-15,755515,22.0,2015-01-19 20:00:00,35,West Brom,Away,119.0,9.0,,2.0,2.0,4.0,,101.0,3.0,,3.0,18.0,11.0,30.0,218.0,,,7.0,12.0,17.0,4.0,,,,,,,,,,,4.0,,,,,,,1.0,6.0,11.0,,46.0,64.0,,,,3.0,3.0,13.0,,1.0,4.0,2.0,,10.0,,48.0,59.0,3.0,53.0,28.0,,,66.0,12.0,11.0,,,2.0,2.0,,141.0,,,,,,,8.0,,,,3.0,,,,1.0,28.0,,12.0,12.0,3.0,3.0,46.0,77.0,39.0,8.0,,2.0,2.0,,,,9.0,1.0,,31.0,24.0,13.0,,1.0,1.0,,125.0,125.0,,42.0,10.0,31.2,,,0.0,,,,68.0,,4.0,,,,2.0,,3.0,51.0,4.0,138.0,11.0,53.0,9.0,1.0,9.0,8.0,,101.0,12.0,172.0,3.0,,49.0,14.0,73.0,3.0,301.0,,0.0,5.0,25.0,,10.0,2.0,500.0,16.0,7.0,1.0,16.0,0.0,17.0,,17.0,4.0,,,,,,,275.0,,204.0,,,,5.0,,,,,,,9.0,,,,,
2014-15,755532,23.0,2015-01-31 15:00:00,35,West Brom,Home,136.0,6.0,2.0,5.0,3.0,2.0,1.0,135.0,6.0,,3.0,15.0,8.0,35.0,266.0,,1.0,17.0,8.0,15.0,9.0,3.0,1.0,,,,,,,,,7.0,,,,1.0,,,4.0,6.0,8.0,,48.0,55.0,,,,2.0,4.0,16.0,,6.0,13.0,2.0,,14.0,,48.0,58.0,2.0,12.0,7.0,,,63.0,8.0,12.0,,,4.0,2.0,,142.0,,,,,,,10.0,,,,,,,,1.0,7.0,1.0,14.0,14.0,,4.0,77.0,70.0,30.0,3.0,,5.0,7.0,4.0,,,3.0,4.0,,58.0,40.0,15.0,1.0,1.0,1.0,,130.0,130.0,1.0,28.0,22.0,37.2,1.0,,0.0,,,,79.0,,1.0,,,1.0,5.0,1.0,3.0,65.0,12.0,153.0,12.0,12.0,8.0,6.0,23.0,17.0,1.0,108.0,7.0,216.0,,,45.0,9.0,73.0,2.0,346.0,,0.0,13.0,27.0,1.0,21.0,2.0,531.0,4.0,5.0,6.0,13.0,0.0,19.0,,19.0,1.0,,,,,,,320.0,,247.0,,,,4.0,,,,,,,14.0,,,,,
2014-15,755534,24.0,2015-02-08 12:00:00,35,West Brom,Away,117.0,18.0,4.0,6.0,2.0,2.0,1.0,129.0,2.0,,6.0,8.0,11.0,24.0,240.0,,,23.0,21.0,32.0,4.0,3.0,1.0,,,,,,,,,6.0,,,,,,,1.0,7.0,5.0,,60.0,64.0,2.0,1.0,2.0,2.0,4.0,8.0,1.0,6.0,10.0,6.0,,9.0,1.0,57.0,59.0,2.0,41.0,25.0,,1.0,78.0,15.0,10.0,,,2.0,1.0,,172.0,2.0,2.0,2.0,,2.0,,9.0,,,,3.0,,,,2.0,25.0,,3.0,3.0,,6.0,61.0,105.0,44.0,5.0,1.0,3.0,6.0,5.0,,,6.0,,,50.0,55.0,17.0,,,,,179.0,179.0,4.0,17.0,28.0,44.0,,,0.0,,,,67.0,2.0,1.0,,,1.0,3.0,1.0,3.0,58.0,9.0,139.0,42.0,41.0,14.0,6.0,23.0,17.0,1.0,112.0,8.0,244.0,4.0,,43.0,11.0,90.0,2.0,360.0,,0.0,12.0,12.0,,35.0,4.0,567.0,12.0,7.0,6.0,6.0,0.0,20.0,,20.0,2.0,,,,,,,329.0,,225.0,,,,8.0,,,,,,,10.0,,,,,
2014-15,755549,25.0,2015-02-11 20:00:00,35,West Brom,Home,92.0,8.0,3.0,3.0,,2.0,,134.0,5.0,,2.0,10.0,5.0,26.0,223.0,,,13.0,13.0,21.0,6.0,2.0,,,,,1.0,,,,,9.0,,,,,,,,5.0,5.0,,37.0,69.0,,,,3.0,4.0,11.0,,5.0,11.0,1.0,,7.0,,46.0,62.0,3.0,28.0,13.0,,,62.0,11.0,12.0,1.0,,3.0,2.0,1.0,127.0,1.0,,1.0,1.0,,,7.0,,,2.0,3.0,,,,,13.0,,13.0,13.0,2.0,2.0,73.0,70.0,34.0,4.0,1.0,4.0,5.0,4.0,,,1.0,4.0,,50.0,51.0,11.0,,,,,123.0,123.0,3.0,32.0,23.0,35.6,,1.0,0.0,,,,62.0,1.0,2.0,,,,4.0,,2.0,78.0,9.0,105.0,30.0,28.0,15.0,5.0,19.0,14.0,,124.0,12.0,213.0,3.0,,23.0,5.0,60.0,,299.0,,0.0,12.0,21.0,1.0,17.0,2.0,484.0,11.0,10.0,5.0,12.0,0.0,7.0,,7.0,3.0,,,,,,,277.0,,210.0,,,,6.0,,,,,,,6.0,,,,,
2014-15,755560,26.0,2015-02-21 15:00:00,35,West Brom,Away,59.0,3.0,,6.0,6.0,3.0,,125.0,4.0,,1.0,13.0,4.0,23.0,178.0,,,12.0,9.0,14.0,2.0,,,,,,,,,,,5.0,,,,,,,,5.0,8.0,,33.0,62.0,,,,8.0,1.0,10.0,,2.0,12.0,10.0,,11.0,1.0,46.0,49.0,8.0,40.0,26.0,,,76.0,12.0,10.0,,,2.0,1.0,,140.0,,,,,,,10.0,,,,2.0,,,,,26.0,,10.0,10.0,3.0,2.0,56.0,71.0,25.0,11.0,,,2.0,1.0,,,5.0,2.0,,44.0,64.0,18.0,,,,,164.0,164.0,5.0,25.0,25.0,38.1,,,0.0,,,,49.0,1.0,1.0,,,,3.0,,2.0,69.0,2.0,75.0,6.0,40.0,10.0,2.0,25.0,23.0,,124.0,12.0,228.0,2.0,,48.0,4.0,72.0,2.0,278.0,,0.0,5.0,21.0,,23.0,2.0,491.0,14.0,6.0,2.0,15.0,0.0,15.0,,15.0,2.0,,,,,,,254.0,,165.0,,,,3.0,,,,,,,10.0,,,,,
2014-15,755571,27.0,2015-02-28 15:00:00,35,West Brom,Home,82.0,9.0,1.0,6.0,5.0,2.0,2.0,126.0,3.0,1.0,1.0,10.0,2.0,27.0,202.0,,,7.0,18.0,18.0,3.0,2.0,,,,,,,,,,3.0,,,,,,,4.0,7.0,5.0,,48.0,56.0,1.0,1.0,,1.0,2.0,7.0,,2.0,7.0,5.0,,16.0,1.0,50.0,50.0,1.0,28.0,16.0,,,74.0,10.0,17.0,1.0,,2.0,2.0,,148.0,,,,,,,12.0,,,,2.0,,,,3.0,16.0,,20.0,20.0,2.0,1.0,59.0,86.0,28.0,3.0,,1.0,4.0,3.0,,,,,,41.0,52.0,17.0,,,,,156.0,156.0,2.0,22.0,23.0,35.7,,,0.0,,,,47.0,1.0,1.0,,1.0,,2.0,,3.0,55.0,5.0,97.0,30.0,28.0,9.0,2.0,16.0,14.0,,112.0,6.0,221.0,2.0,1.0,36.0,2.0,80.0,2.0,302.0,,0.0,7.0,13.0,,17.0,2.0,487.0,14.0,5.0,2.0,11.0,0.0,16.0,,16.0,2.0,,,,,,,269.0,,190.0,,,,3.0,,,,,,,11.0,,,,,
2014-15,755573,28.0,2015-03-03 19:45:00,35,West Brom,Away,108.0,5.0,2.0,4.0,2.0,1.0,2.0,128.0,2.0,,9.0,11.0,5.0,30.0,232.0,,1.0,15.0,32.0,29.0,,1.0,,,,,,,,,,,,,,,,,1.0,6.0,10.0,,49.0,56.0,2.0,1.0,1.0,,1.0,9.0,1.0,3.0,11.0,3.0,,10.0,1.0,66.0,59.0,,28.0,17.0,1.0,,69.0,13.0,15.0,,,3.0,2.0,,161.0,1.0,,1.0,,1.0,,6.0,,,,2.0,,,,,17.0,,13.0,13.0,1.0,9.0,73.0,99.0,38.0,,1.0,1.0,1.0,1.0,,,3.0,2.0,,36.0,77.0,25.0,1.0,1.0,1.0,,166.0,166.0,1.0,26.0,14.0,41.8,,,0.0,,,,65.0,4.0,2.0,,,,1.0,,1.0,55.0,2.0,129.0,13.0,28.0,6.0,3.0,19.0,16.0,,110.0,4.0,238.0,3.0,,57.0,6.0,93.0,2.0,348.0,,0.0,3.0,15.0,2.0,22.0,4.0,534.0,10.0,2.0,3.0,10.0,0.0,21.0,,21.0,5.0,2.0,,,2.0,1.0,1.0,320.0,,221.0,14.0,,,7.0,,,,,,,12.0,,,,,
2014-15,755592,29.0,2015-03-14 15:00:00,35,West Brom,Home,93.0,8.0,,6.0,6.0,3.0,1.0,129.0,5.0,,1.0,10.0,8.0,23.0,216.0,,1.0,14.0,20.0,18.0,11.0,,,,,,,,,,,13.0,,,,,,,,3.0,6.0,,47.0,57.0,,,,1.0,4.0,3.0,,7.0,7.0,2.0,,23.0,,57.0,58.0,1.0,33.0,19.0,,,59.0,7.0,16.0,1.0,,6.0,4.0,,124.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,1.0,19.0,,18.0,18.0,1.0,1.0,56.0,61.0,28.0,5.0,,4.0,8.0,5.0,,,4.0,,,37.0,55.0,12.0,,,,,142.0,142.0,5.0,23.0,21.0,43.2,,1.0,0.0,,,,60.0,2.0,,,,,5.0,,3.0,78.0,12.0,107.0,13.0,33.0,13.0,6.0,19.0,13.0,,123.0,6.0,199.0,,1.0,33.0,10.0,55.0,1.0,287.0,,0.0,14.0,17.0,2.0,28.0,1.0,507.0,15.0,8.0,7.0,12.0,0.0,11.0,,11.0,2.0,,,,,,1.0,261.0,,203.0,,,,2.0,,,,,,,6.0,,,,,
2014-15,755596,30.0,2015-03-21 12:45:00,35,West Brom,Away,70.0,8.0,1.0,1.0,,4.0,,78.0,7.0,1.0,1.0,7.0,1.0,19.0,147.0,,,9.0,11.0,7.0,2.0,1.0,,,,,,,,,,,,,,1.0,,,,23.0,20.0,,40.0,45.0,1.0,1.0,,2.0,,14.0,,2.0,3.0,,,12.0,9.0,43.0,34.0,2.0,32.0,12.0,1.0,,38.0,5.0,6.0,,,,1.0,,110.0,,,,,,,17.0,,,,,,,,,12.0,1.0,18.0,18.0,8.0,1.0,39.0,60.0,27.0,9.0,,3.0,,,,,10.0,,,8.0,70.0,4.0,,,,,113.0,113.0,2.0,27.0,7.0,22.4,1.0,,0.0,,,,32.0,8.0,5.0,,1.0,,3.0,,2.0,31.0,3.0,89.0,10.0,32.0,3.0,2.0,6.0,4.0,,58.0,10.0,138.0,,1.0,29.0,1.0,55.0,3.0,221.0,,1.0,3.0,19.0,1.0,14.0,0.0,386.0,13.0,2.0,2.0,12.0,0.0,12.0,,12.0,13.0,,,,,,1.0,190.0,,132.0,,,,2.0,,,,,,,6.0,,,,,
2014-15,755612,31.0,2015-04-04 15:00:00,35,West Brom,Home,147.0,18.0,1.0,12.0,11.0,3.0,,200.0,2.0,,4.0,23.0,8.0,46.0,335.0,,,27.0,17.0,28.0,14.0,1.0,,,1.0,,1.0,,,,,17.0,,,,,,,2.0,6.0,6.0,,62.0,67.0,2.0,2.0,,2.0,4.0,8.0,,2.0,19.0,9.0,,12.0,,46.0,62.0,2.0,12.0,9.0,,,94.0,6.0,15.0,,,6.0,,1.0,196.0,1.0,,1.0,1.0,,,3.0,,,1.0,1.0,,,,1.0,9.0,,15.0,15.0,2.0,4.0,89.0,110.0,56.0,4.0,,7.0,9.0,6.0,,,3.0,2.0,,59.0,61.0,29.0,,,,,176.0,176.0,4.0,30.0,23.0,55.0,,,0.0,,,,108.0,2.0,1.0,,,,11.0,,3.0,120.0,16.0,164.0,24.0,12.0,12.0,2.0,30.0,28.0,,195.0,10.0,321.0,1.0,,67.0,10.0,98.0,3.0,455.0,1.0,1.0,21.0,13.0,,31.0,2.0,665.0,13.0,8.0,2.0,6.0,0.0,17.0,,17.0,3.0,,,,,,,427.0,,314.0,,,,2.0,,,,,,,11.0,,,,,
2014-15,755621,32.0,2015-04-11 15:00:00,35,West Brom,Home,88.0,6.0,2.0,6.0,4.0,4.0,2.0,112.0,3.0,3.0,1.0,13.0,1.0,27.0,194.0,,,13.0,31.0,26.0,2.0,3.0,,,,1.0,1.0,,,,,3.0,,,,,,,2.0,9.0,3.0,,46.0,58.0,1.0,1.0,,8.0,1.0,12.0,,4.0,5.0,8.0,,20.0,,79.0,56.0,8.0,33.0,19.0,1.0,,75.0,15.0,14.0,,1.0,5.0,3.0,1.0,168.0,2.0,1.0,1.0,1.0,1.0,,9.0,,,1.0,3.0,,,,,19.0,,13.0,13.0,2.0,1.0,37.0,99.0,35.0,6.0,2.0,2.0,5.0,5.0,,,2.0,2.0,,47.0,56.0,16.0,,,,,177.0,177.0,2.0,26.0,18.0,45.9,,1.0,0.0,,,,65.0,1.0,,,1.0,,2.0,1.0,3.0,56.0,7.0,113.0,10.0,33.0,6.0,4.0,20.0,16.0,1.0,122.0,15.0,223.0,3.0,3.0,67.0,1.0,94.0,,316.0,,0.0,8.0,16.0,,20.0,2.0,511.0,8.0,3.0,4.0,12.0,0.0,16.0,,16.0,1.0,,,,,,1.0,288.0,,180.0,,,,6.0,,,,,,,10.0,,,,,
2014-15,755626,33.0,2015-04-18 15:00:00,35,West Brom,Away,56.0,1.0,2.0,2.0,,4.0,,79.0,4.0,,,14.0,4.0,21.0,133.0,,,12.0,16.0,22.0,4.0,1.0,,,,,,,,,,5.0,,,,,,,,13.0,6.0,,31.0,49.0,1.0,,1.0,11.0,1.0,13.0,,6.0,10.0,,,18.0,3.0,67.0,66.0,11.0,49.0,27.0,,1.0,55.0,17.0,16.0,,,,,,123.0,2.0,2.0,1.0,,2.0,,17.0,,,,5.0,,,,,27.0,,23.0,23.0,6.0,,41.0,75.0,30.0,7.0,2.0,3.0,4.0,4.0,,,5.0,1.0,,46.0,32.0,8.0,,,,,143.0,143.0,3.0,25.0,12.0,31.9,,1.0,0.0,,,,26.0,3.0,1.0,,,,3.0,,3.0,37.0,7.0,76.0,3.0,49.0,9.0,4.0,14.0,10.0,,77.0,10.0,159.0,5.0,,46.0,5.0,71.0,2.0,221.0,1.0,0.0,8.0,24.0,,21.0,3.0,453.0,10.0,6.0,6.0,20.0,0.0,6.0,,6.0,4.0,,,,,,1.0,178.0,,116.0,,,,10.0,,,,,,,5.0,,,,,
2014-15,755642,34.0,2015-04-25 15:00:00,35,West Brom,Home,62.0,6.0,,4.0,4.0,2.0,1.0,70.0,8.0,1.0,3.0,10.0,4.0,24.0,128.0,,,11.0,19.0,17.0,6.0,1.0,,,1.0,,1.0,,1.0,,,6.0,,,,,,,3.0,7.0,15.0,,23.0,65.0,,,,1.0,,10.0,,2.0,7.0,6.0,,9.0,1.0,51.0,63.0,1.0,38.0,13.0,,,58.0,12.0,10.0,,,1.0,1.0,1.0,140.0,,,,,,,14.0,,,,3.0,,,,,13.0,,22.0,22.0,6.0,4.0,36.0,72.0,26.0,4.0,,4.0,3.0,4.0,,,9.0,,,19.0,54.0,16.0,,,,,143.0,143.0,1.0,29.0,22.0,26.8,,,0.0,,,,37.0,2.0,2.0,,,,6.0,,3.0,34.0,7.0,85.0,11.0,38.0,4.0,2.0,16.0,14.0,,93.0,16.0,167.0,3.0,1.0,41.0,4.0,71.0,1.0,236.0,,0.0,10.0,33.0,,13.0,1.0,441.0,9.0,3.0,2.0,22.0,0.0,20.0,,20.0,4.0,,,,,,,206.0,,112.0,,,,9.0,,,,,,,12.0,,,,,
2014-15,755648,35.0,2015-05-02 17:30:00,35,West Brom,Away,49.0,4.0,2.0,2.0,,,,53.0,9.0,,2.0,10.0,,19.0,100.0,,,9.0,18.0,12.0,1.0,1.0,,,,,1.0,,,,,2.0,,,,,,,2.0,13.0,13.0,,18.0,48.0,,,,6.0,1.0,6.0,,3.0,5.0,1.0,1.0,12.0,5.0,47.0,39.0,6.0,39.0,25.0,,,45.0,11.0,10.0,,,1.0,,1.0,121.0,1.0,,,,1.0,,15.0,,,,1.0,,,,2.0,25.0,,10.0,10.0,2.0,2.0,23.0,75.0,29.0,9.0,,,3.0,3.0,,,10.0,,,21.0,51.0,9.0,,1.0,1.0,,124.0,124.0,,23.0,14.0,20.3,,,0.0,,,,23.0,3.0,6.0,,,,2.0,,3.0,20.0,3.0,65.0,18.0,39.0,7.0,3.0,9.0,6.0,,64.0,2.0,129.0,1.0,,36.0,,67.0,,185.0,,0.0,6.0,13.0,1.0,16.0,0.0,360.0,10.0,4.0,3.0,9.0,0.0,9.0,1.0,9.0,9.0,,,,,,,154.0,,84.0,,,,4.0,,,,,,,5.0,,,,,
2014-15,755661,36.0,2015-05-09 15:00:00,35,West Brom,Away,119.0,15.0,1.0,4.0,3.0,4.0,1.0,98.0,4.0,,4.0,17.0,4.0,33.0,213.0,,2.0,12.0,13.0,26.0,4.0,1.0,1.0,,,,,,,,,3.0,,,,1.0,,1.0,3.0,8.0,7.0,,29.0,63.0,,1.0,,6.0,2.0,19.0,1.0,2.0,8.0,5.0,,19.0,1.0,73.0,71.0,6.0,42.0,26.0,,,45.0,17.0,11.0,1.0,,2.0,1.0,,138.0,1.0,1.0,1.0,,1.0,,11.0,,,,4.0,,,,,26.0,2.0,17.0,17.0,2.0,4.0,60.0,79.0,43.0,7.0,,2.0,4.0,3.0,,,4.0,2.0,,37.0,38.0,15.0,,,,,141.0,141.0,1.0,40.0,13.0,39.3,2.0,1.0,0.0,,,,65.0,3.0,1.0,,,1.0,3.0,1.0,3.0,41.0,6.0,147.0,21.0,42.0,12.0,1.0,15.0,14.0,1.0,67.0,8.0,160.0,4.0,,37.0,5.0,67.0,2.0,292.0,,0.0,8.0,28.0,2.0,22.0,3.0,523.0,13.0,7.0,2.0,27.0,0.0,15.0,,15.0,3.0,,,,,,,265.0,,198.0,,,,10.0,,,,,,,9.0,,,,,
2014-15,755671,37.0,2015-05-18 20:00:00,35,West Brom,Home,149.0,9.0,,2.0,2.0,1.0,,222.0,2.0,,6.0,4.0,8.0,20.0,369.0,,1.0,8.0,5.0,3.0,6.0,,,,,,,,,,,7.0,1.0,,,,,,,5.0,7.0,,64.0,56.0,,,1.0,3.0,1.0,12.0,,3.0,5.0,2.0,,12.0,1.0,44.0,39.0,3.0,23.0,8.0,,,55.0,12.0,11.0,3.0,,4.0,1.0,,127.0,2.0,,,1.0,1.0,,4.0,,,1.0,3.0,,,,1.0,8.0,,12.0,12.0,2.0,6.0,120.0,52.0,36.0,4.0,,3.0,5.0,5.0,,,5.0,2.0,,57.0,51.0,10.0,,,,1.0,87.0,87.0,2.0,31.0,13.0,40.5,,,0.0,,,,111.0,2.0,1.0,,,,3.0,,3.0,98.0,8.0,161.0,15.0,23.0,10.0,2.0,10.0,8.0,,125.0,2.0,271.0,3.0,,22.0,9.0,44.0,1.0,422.0,,0.0,9.0,19.0,3.0,9.0,3.0,580.0,6.0,6.0,3.0,13.0,0.0,16.0,,16.0,3.0,,,,,,,405.0,,358.0,,,,7.0,,,,,,,12.0,,,,,
2014-15,755673,38.0,2015-05-24 15:00:00,35,West Brom,Away,137.0,11.0,1.0,4.0,3.0,2.0,1.0,152.0,6.0,1.0,5.0,7.0,9.0,28.0,285.0,,,10.0,9.0,14.0,11.0,,,,,,,,,,,10.0,,,,,,,1.0,18.0,6.0,,52.0,60.0,,,,2.0,3.0,7.0,,3.0,4.0,4.0,1.0,13.0,7.0,36.0,49.0,2.0,14.0,11.0,,,47.0,7.0,6.0,,,4.0,2.0,,131.0,1.0,1.0,1.0,,1.0,,14.0,,,,,,,,2.0,11.0,1.0,14.0,14.0,4.0,5.0,87.0,58.0,37.0,7.0,,5.0,7.0,5.0,,,7.0,,,36.0,60.0,18.0,,,,,110.0,110.0,,34.0,16.0,36.3,,,0.0,,,,89.0,7.0,2.0,,,,6.0,,3.0,62.0,12.0,150.0,16.0,14.0,12.0,1.0,11.0,10.0,,104.0,6.0,220.0,,1.0,20.0,9.0,55.0,3.0,359.0,,0.0,14.0,20.0,,13.0,0.0,526.0,8.0,10.0,3.0,17.0,0.0,23.0,,23.0,9.0,,,,,,,331.0,,267.0,,,,2.0,,,,,,,11.0,,,,,
2015-16,803165,1.0,2015-08-10 20:00:00,35,West Brom,Home,121.0,9.0,1.0,4.0,3.0,1.0,,150.0,2.0,1.0,2.0,15.0,4.0,22.0,267.0,,,13.0,12.0,6.0,5.0,1.0,,,2.0,,2.0,,,,,6.0,,,,,,,,11.0,9.0,,47.0,56.0,,,,3.0,1.0,7.0,,6.0,9.0,4.0,,8.0,4.0,40.0,39.0,3.0,15.0,8.0,,,47.0,12.0,9.0,,,6.0,3.0,2.0,114.0,,,,,,,2.0,,,,2.0,,,,,9.0,,16.0,16.0,2.0,2.0,87.0,60.0,42.0,6.0,,3.0,3.0,2.0,,,10.0,,,29.0,43.0,26.0,,,,,110.0,104.0,1.0,31.0,18.0,30.9,,,0.0,,,,80.0,3.0,1.0,,,,6.0,1.0,3.0,71.0,6.0,136.0,15.0,21.0,9.0,6.0,22.0,16.0,,98.0,7.0,214.0,2.0,1.0,32.0,4.0,45.0,2.0,328.0,,0.0,9.0,17.0,,16.0,4.0,502.0,10.0,7.0,6.0,11.0,0.0,11.0,,11.0,4.0,,,,,,,318.0,,258.0,,,,9.0,,,,,,,10.0,,,,,
2015-16,803181,2.0,2015-08-15 15:00:00,35,West Brom,Away,78.0,9.0,1.0,4.0,3.0,5.0,,120.0,7.0,,2.0,16.0,8.0,33.0,194.0,,1.0,9.0,18.0,26.0,4.0,1.0,1.0,,1.0,,1.0,,,,,2.0,,,,,,,,7.0,9.0,,35.0,46.0,1.0,1.0,,6.0,1.0,9.0,,4.0,11.0,2.0,,12.0,1.0,52.0,64.0,6.0,31.0,16.0,,,54.0,10.0,11.0,,1.0,2.0,,1.0,130.0,,,,,,,16.0,,,,1.0,,,,,17.0,,20.0,20.0,1.0,2.0,57.0,79.0,41.0,2.0,,4.0,1.0,,,,2.0,3.0,,33.0,65.0,22.0,,,,,144.0,136.0,1.0,23.0,14.0,36.1,,1.0,0.0,,,,63.0,1.0,4.0,,1.0,1.0,5.0,,3.0,53.0,5.0,93.0,13.0,39.0,7.0,3.0,16.0,13.0,1.0,94.0,14.0,208.0,1.0,,44.0,8.0,74.0,,285.0,,0.0,6.0,24.0,1.0,13.0,2.0,479.0,10.0,4.0,4.0,19.0,0.0,19.0,,19.0,5.0,,,,,,,254.0,,174.0,,,,6.0,,,,,,,8.0,,,,,
