season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,leftsidePass,overrun,penaltySave,rightsidePass,unsuccessfulTouch,attLgRight,ptsDroppedWinningPos,attFreekickPost,attOneOnOne,contentiousDecision
2010-11,321943,29.0,2011-03-05 17:30:00,111,Wigan,Away,195.0,20.0,3.0,7.0,4.0,5.0,,172.0,6.0,1.0,3.0,6.0,14.0,34.0,360.0,,2.0,20.0,19.0,3.0,7.0,3.0,,1.0,,,,,,,1.0,,,,,,,,1.0,2.0,5.0,3.0,,,,66.0,3.0,3.0,16.0,,6.0,12.0,5.0,,14.0,1.0,65.0,66.0,3.0,10.0,3.0,1.0,,72.0,9.0,16.0,,,,,,,,,,,,8.0,,,,1.0,,,,1.0,8.0,1.0,20.0,14.0,1.0,4.0,80.0,47.0,4.0,,7.0,3.0,2.0,,,,3.0,,59.0,64.0,16.0,,,,,166.0,155.0,,34.0,26.0,49.6,1.0,,,0.0,,,,,1.0,,,,1.0,8.0,,3.0,72.0,,10.0,224.0,36.0,21.0,21.0,4.0,23.0,19.0,,114.0,10.0,252.0,1.0,1.0,30.0,15.0,55.0,3.0,453.0,1.0,0.0,13.0,34.0,3.0,23.0,1.0,677.0,,13.0,6.0,31.0,0.0,64.0,,,,169.0,123.0,2.0,,97.0,13.0,,,,,
2010-11,321956,30.0,2011-03-19 15:00:00,111,Wigan,Home,120.0,16.0,3.0,6.0,3.0,5.0,,208.0,4.0,2.0,8.0,3.0,10.0,34.0,322.0,1.0,1.0,28.0,23.0,22.0,14.0,1.0,,1.0,,,1.0,1.0,,,,,,18.0,,,,,,,6.0,6.0,,,,49.0,2.0,8.0,4.0,,9.0,10.0,7.0,1.0,13.0,2.0,62.0,65.0,2.0,17.0,10.0,,1.0,73.0,13.0,13.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,,,6.0,,,2.0,3.0,,,,,16.0,,11.0,10.0,,8.0,95.0,52.0,4.0,1.0,3.0,13.0,10.0,,,,2.0,,63.0,72.0,23.0,,,,,188.0,176.0,1.0,21.0,16.0,60.7,,,,0.0,,,,2.0,2.0,,,,1.0,4.0,,3.0,103.0,,16.0,158.0,28.0,29.0,18.0,6.0,24.0,18.0,1.0,154.0,11.0,309.0,3.0,2.0,25.0,13.0,64.0,1.0,443.0,2.0,0.0,22.0,21.0,3.0,29.0,3.0,659.0,,9.0,9.0,14.0,0.0,60.0,2.0,4.0,1.0,196.0,100.0,1.0,,87.0,9.0,,,,,
2010-11,321966,31.0,2011-04-02 15:00:00,111,Wigan,Home,85.0,10.0,3.0,4.0,1.0,3.0,,185.0,4.0,,5.0,8.0,13.0,25.0,266.0,,,20.0,14.0,4.0,9.0,4.0,,1.0,,2.0,,2.0,,,,,,11.0,,,,,,1.0,4.0,7.0,,,,80.0,2.0,4.0,5.0,,8.0,10.0,9.0,,11.0,2.0,50.0,42.0,2.0,13.0,9.0,,,86.0,12.0,13.0,,,4.0,2.0,2.0,,,,,,,6.0,,,,1.0,,,,3.0,10.0,,32.0,22.0,3.0,5.0,80.0,45.0,2.0,,8.0,5.0,3.0,,,,3.0,,44.0,75.0,16.0,,,,,159.0,157.0,3.0,33.0,33.0,45.7,,,,0.0,,,,2.0,2.0,,,,1.0,10.0,1.0,3.0,109.0,,13.0,109.0,28.0,15.0,19.0,8.0,29.0,21.0,1.0,159.0,5.0,277.0,1.0,,26.0,16.0,50.0,2.0,357.0,1.0,0.0,17.0,17.0,1.0,22.0,1.0,572.0,,8.0,8.0,13.0,0.0,48.0,1.0,2.0,,157.0,77.0,4.0,,75.0,9.0,,,,,
2010-11,321971,32.0,2011-04-09 15:00:00,111,Wigan,Away,131.0,15.0,3.0,4.0,1.0,4.0,1.0,187.0,6.0,,11.0,10.0,12.0,31.0,314.0,,1.0,15.0,7.0,9.0,7.0,1.0,,1.0,,,,,,,,,,10.0,,,,,,,11.0,9.0,,,,70.0,7.0,7.0,15.0,,5.0,6.0,2.0,,16.0,4.0,66.0,49.0,7.0,15.0,7.0,1.0,,95.0,14.0,11.0,,,1.0,1.0,,,,,,,,11.0,,,,2.0,,,,,18.0,1.0,25.0,23.0,5.0,11.0,90.0,50.0,10.0,,2.0,6.0,3.0,,,,2.0,,74.0,67.0,12.0,,,,,165.0,148.0,3.0,40.0,13.0,47.5,,,,0.0,,,,6.0,3.0,,,,1.0,4.0,1.0,3.0,89.0,,8.0,150.0,34.0,32.0,19.0,5.0,14.0,9.0,1.0,140.0,10.0,264.0,2.0,,23.0,13.0,57.0,2.0,400.0,,0.0,14.0,23.0,3.0,21.0,2.0,629.0,,5.0,5.0,16.0,0.0,66.0,,,,165.0,84.0,2.0,,85.0,7.0,,,,,
2010-11,321986,33.0,2011-04-16 15:00:00,111,Wigan,Away,124.0,15.0,1.0,1.0,,1.0,,210.0,2.0,,2.0,11.0,11.0,36.0,333.0,,1.0,24.0,13.0,7.0,7.0,,,2.0,,,,,,,,,,9.0,,,,,,,5.0,8.0,,,,64.0,1.0,2.0,10.0,,3.0,3.0,2.0,,17.0,2.0,61.0,59.0,1.0,19.0,13.0,,,92.0,12.0,13.0,1.0,,6.0,2.0,,2.0,,1.0,2.0,,1.0,12.0,,,2.0,,,,,,20.0,,15.0,13.0,2.0,2.0,103.0,50.0,5.0,1.0,3.0,6.0,4.0,,,,3.0,,123.0,51.0,16.0,,,,,188.0,175.0,4.0,22.0,26.0,50.7,,,2.0,0.0,,,,4.0,1.0,,,,2.0,3.0,,2.0,111.0,,9.0,155.0,21.0,32.0,18.0,3.0,10.0,7.0,3.0,166.0,10.0,298.0,,,40.0,14.0,69.0,2.0,443.0,1.0,0.0,9.0,30.0,4.0,27.0,2.0,662.0,,9.0,3.0,21.0,0.0,101.0,1.0,,1.0,190.0,73.0,2.0,,79.0,13.0,,,,,
2010-11,321994,34.0,2011-04-23 15:00:00,111,Wigan,Away,150.0,17.0,,2.0,2.0,10.0,1.0,146.0,3.0,,6.0,10.0,23.0,28.0,294.0,,,14.0,15.0,13.0,4.0,,,,,,2.0,2.0,,,,,,6.0,,,,,,1.0,12.0,3.0,,,,69.0,1.0,1.0,6.0,,3.0,8.0,3.0,,16.0,1.0,52.0,68.0,1.0,23.0,8.0,,,86.0,10.0,11.0,1.0,,7.0,3.0,2.0,2.0,,1.0,1.0,1.0,,8.0,,,1.0,2.0,,,,1.0,14.0,,14.0,8.0,1.0,6.0,83.0,45.0,7.0,1.0,2.0,4.0,5.0,,,,4.0,,73.0,41.0,14.0,1.0,1.0,1.0,,164.0,155.0,4.0,26.0,29.0,55.9,,,2.0,0.0,,,,2.0,,,,2.0,,3.0,,3.0,71.0,,6.0,176.0,28.0,32.0,16.0,2.0,16.0,14.0,,125.0,15.0,234.0,2.0,,25.0,28.0,56.0,,394.0,,0.0,9.0,34.0,,19.0,2.0,599.0,,10.0,3.0,24.0,0.0,73.0,1.0,,1.0,177.0,81.0,1.0,,63.0,8.0,,,,,
2010-11,322006,35.0,2011-04-30 15:00:00,111,Wigan,Home,146.0,12.0,1.0,8.0,7.0,2.0,,157.0,3.0,,3.0,6.0,11.0,20.0,295.0,,2.0,14.0,12.0,11.0,8.0,1.0,,2.0,,,,,,,,,,,,,,,,1.0,6.0,2.0,,,,42.0,2.0,3.0,6.0,,3.0,7.0,5.0,,9.0,2.0,46.0,52.0,2.0,19.0,9.0,,,72.0,14.0,12.0,,,,,,1.0,,1.0,1.0,,,4.0,,,,1.0,,,,2.0,20.0,,18.0,15.0,1.0,3.0,78.0,34.0,8.0,1.0,3.0,7.0,8.0,,,,1.0,,38.0,62.0,13.0,1.0,2.0,2.0,,148.0,133.0,2.0,20.0,11.0,50.3,,,,0.0,,,,3.0,2.0,,,,2.0,4.0,,3.0,75.0,,10.0,167.0,20.0,34.0,17.0,3.0,17.0,14.0,,122.0,4.0,237.0,1.0,,38.0,12.0,57.0,1.0,387.0,,0.0,15.0,19.0,5.0,21.0,2.0,576.0,,10.0,3.0,11.0,0.0,62.0,,,,159.0,81.0,,1.0,85.0,7.0,,,,,
2010-11,322007,36.0,2011-05-07 15:00:00,111,Wigan,Away,128.0,8.0,1.0,3.0,3.0,5.0,,195.0,2.0,,6.0,6.0,16.0,23.0,320.0,,,23.0,16.0,12.0,6.0,,,,,,,,,,,,,5.0,,,,,,1.0,5.0,6.0,,,,56.0,2.0,2.0,5.0,,5.0,3.0,2.0,,18.0,3.0,65.0,43.0,2.0,11.0,8.0,,,83.0,12.0,6.0,,,1.0,1.0,,1.0,,1.0,1.0,,,11.0,,,1.0,5.0,,,,,10.0,,18.0,13.0,2.0,6.0,84.0,40.0,2.0,1.0,3.0,4.0,2.0,,,,2.0,,61.0,83.0,8.0,,,,,166.0,157.0,,27.0,19.0,51.7,,,,0.0,,,,2.0,2.0,,,,,4.0,,2.0,84.0,,7.0,150.0,22.0,20.0,19.0,4.0,9.0,6.0,,127.0,11.0,262.0,5.0,,24.0,19.0,51.0,,403.0,,0.0,8.0,20.0,,34.0,0.0,607.0,,5.0,5.0,17.0,0.0,75.0,2.0,1.0,1.0,165.0,78.0,4.0,,85.0,12.0,,,,,
2010-11,322026,37.0,2011-05-15 16:00:00,111,Wigan,Home,132.0,20.0,3.0,6.0,3.0,3.0,,237.0,5.0,,11.0,5.0,20.0,22.0,363.0,,4.0,29.0,8.0,6.0,19.0,2.0,,1.0,1.0,1.0,,3.0,,,,,,24.0,,,,1.0,,,13.0,6.0,,,,62.0,,8.0,7.0,2.0,9.0,10.0,5.0,,11.0,1.0,45.0,48.0,,10.0,2.0,,,90.0,7.0,10.0,1.0,1.0,4.0,1.0,3.0,1.0,,1.0,1.0,,,9.0,,,2.0,1.0,,,,,7.0,1.0,18.0,13.0,3.0,11.0,74.0,45.0,5.0,2.0,7.0,15.0,12.0,,,,9.0,,54.0,68.0,34.0,,,,,153.0,145.0,4.0,17.0,27.0,58.7,1.0,,1.0,0.0,,,,6.0,1.0,,,3.0,1.0,9.0,,3.0,139.0,,22.0,146.0,35.0,18.0,27.0,9.0,25.0,16.0,1.0,194.0,7.0,322.0,1.0,,20.0,20.0,49.0,,443.0,3.0,0.0,29.0,17.0,9.0,33.0,1.0,679.0,,15.0,10.0,11.0,0.0,70.0,3.0,3.0,1.0,166.0,104.0,3.0,,103.0,11.0,,,,,
2010-11,322033,38.0,2011-05-22 16:00:00,111,Wigan,Away,101.0,5.0,,2.0,2.0,4.0,,143.0,3.0,1.0,2.0,9.0,16.0,22.0,242.0,,1.0,15.0,21.0,17.0,12.0,,,,,,,,,1.0,,1.0,,13.0,,,,,,,9.0,5.0,,,,62.0,1.0,8.0,6.0,1.0,3.0,3.0,3.0,,18.0,2.0,67.0,65.0,1.0,22.0,12.0,,,87.0,10.0,10.0,1.0,,1.0,,,1.0,,1.0,1.0,,,12.0,,,1.0,1.0,,,,1.0,27.0,,18.0,12.0,1.0,2.0,108.0,40.0,5.0,,2.0,11.0,4.0,,,,2.0,,48.0,47.0,14.0,,,,,209.0,191.0,2.0,25.0,28.0,49.2,,,3.0,0.0,,,,4.0,2.0,,,1.0,,2.0,,3.0,59.0,,13.0,136.0,12.0,40.0,22.0,1.0,7.0,6.0,,112.0,10.0,231.0,2.0,1.0,54.0,16.0,62.0,3.0,360.0,,0.0,14.0,29.0,1.0,27.0,4.0,591.0,,9.0,3.0,23.0,0.0,55.0,2.0,1.0,1.0,181.0,64.0,3.0,,60.0,10.0,,,,,
2011-12,360478,1.0,2011-08-13 15:00:00,111,Wigan,Home,115.0,13.0,2.0,7.0,5.0,1.0,,186.0,11.0,,4.0,10.0,13.0,41.0,294.0,,1.0,27.0,12.0,13.0,14.0,1.0,,1.0,,,,,,,,,,17.0,1.0,,,1.0,,,8.0,5.0,,,,41.0,,5.0,2.0,,7.0,12.0,4.0,,14.0,,49.0,52.0,,23.0,15.0,1.0,1.0,74.0,12.0,8.0,,,3.0,1.0,,,,,,,,13.0,,,,,,,,,30.0,1.0,13.0,11.0,3.0,4.0,71.0,44.0,3.0,1.0,7.0,8.0,7.0,,,,2.0,,60.0,44.0,13.0,,,,1.0,151.0,126.0,5.0,18.0,11.0,49.5,1.0,,,0.0,,,,,1.0,,,,1.0,8.0,2.0,3.0,96.0,,15.0,136.0,27.0,48.0,25.0,6.0,23.0,17.0,1.0,135.0,6.0,250.0,1.0,,28.0,13.0,68.0,,363.0,,0.0,20.0,16.0,2.0,28.0,2.0,595.0,,15.0,7.0,14.0,0.0,50.0,3.0,3.0,1.0,126.0,94.0,2.0,,93.0,12.0,1.0,,,,
2011-12,360487,2.0,2011-08-20 15:00:00,111,Wigan,Away,100.0,7.0,2.0,3.0,1.0,,,141.0,8.0,,1.0,1.0,20.0,16.0,238.0,,1.0,9.0,4.0,7.0,7.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,6.0,7.0,,,,41.0,3.0,1.0,9.0,,7.0,4.0,4.0,,6.0,1.0,41.0,40.0,3.0,19.0,8.0,,,60.0,19.0,8.0,,,,,,,,,,,,10.0,,,,,,,,,11.0,2.0,28.0,20.0,6.0,1.0,59.0,32.0,7.0,,6.0,3.0,3.0,,,,1.0,,53.0,27.0,10.0,,,,1.0,118.0,100.0,,13.0,23.0,36.0,2.0,,1.0,0.0,,,,1.0,3.0,,,1.0,,6.0,,3.0,79.0,,9.0,116.0,14.0,37.0,8.0,5.0,13.0,8.0,,115.0,3.0,202.0,,,11.0,20.0,32.0,1.0,305.0,,0.0,10.0,20.0,2.0,11.0,3.0,473.0,,5.0,7.0,13.0,0.0,44.0,,1.0,,123.0,76.0,3.0,,62.0,6.0,,,,,
2011-12,360498,3.0,2011-08-27 12:30:00,111,Wigan,Home,167.0,13.0,,2.0,2.0,,,182.0,7.0,,3.0,4.0,20.0,36.0,347.0,,,16.0,10.0,10.0,4.0,,,2.0,,1.0,,2.0,,,,,,,,,,,,,6.0,13.0,,,,49.0,1.0,5.0,5.0,,8.0,7.0,8.0,,13.0,3.0,46.0,50.0,1.0,16.0,5.0,,1.0,61.0,14.0,8.0,2.0,,,,2.0,1.0,,,1.0,,,9.0,,,,1.0,,,,,11.0,,17.0,13.0,1.0,3.0,72.0,44.0,7.0,,,5.0,5.0,,,,5.0,,51.0,54.0,20.0,,,,,140.0,131.0,1.0,21.0,21.0,55.2,,,,0.0,,,,1.0,3.0,,,,2.0,2.0,,3.0,92.0,,5.0,187.0,28.0,25.0,15.0,4.0,19.0,15.0,,139.0,,260.0,1.0,,15.0,20.0,62.0,1.0,428.0,,0.0,12.0,20.0,2.0,19.0,2.0,619.0,,11.0,8.0,17.0,0.0,70.0,,,,132.0,113.0,1.0,,113.0,9.0,,,,,
2011-12,360503,4.0,2011-09-10 15:00:00,111,Wigan,Away,166.0,11.0,,5.0,5.0,2.0,1.0,168.0,8.0,1.0,5.0,1.0,9.0,31.0,329.0,,2.0,17.0,5.0,3.0,7.0,1.0,,,,,,,,,,,,10.0,,,,,,1.0,18.0,8.0,,,,45.0,2.0,4.0,16.0,,3.0,6.0,5.0,,6.0,4.0,49.0,33.0,2.0,3.0,,,,61.0,9.0,6.0,,,2.0,1.0,,,,,,,,13.0,,,,1.0,,,,,1.0,,13.0,11.0,4.0,6.0,81.0,52.0,8.0,,3.0,5.0,3.0,,,,4.0,,45.0,53.0,12.0,,1.0,1.0,,122.0,116.0,2.0,14.0,17.0,42.1,,,,0.0,,,,3.0,1.0,,,1.0,,4.0,,3.0,62.0,,8.0,179.0,26.0,9.0,19.0,1.0,13.0,12.0,,96.0,6.0,232.0,1.0,1.0,9.0,10.0,50.0,,398.0,,0.0,11.0,18.0,3.0,18.0,0.0,557.0,,6.0,3.0,17.0,0.0,59.0,2.0,3.0,,137.0,96.0,4.0,1.0,106.0,9.0,,,,,
2011-12,360512,5.0,2011-09-17 15:00:00,111,Wigan,Away,183.0,16.0,3.0,3.0,1.0,2.0,,168.0,4.0,,6.0,6.0,14.0,46.0,348.0,,1.0,16.0,14.0,9.0,4.0,1.0,,2.0,,1.0,,1.0,,,,,,7.0,,,1.0,,,,12.0,7.0,,,,39.0,,3.0,4.0,,9.0,3.0,5.0,,10.0,1.0,43.0,54.0,,9.0,2.0,,,79.0,8.0,13.0,1.0,,3.0,,1.0,,,,,,,9.0,,,,2.0,,,,,4.0,1.0,9.0,8.0,2.0,6.0,81.0,41.0,4.0,,3.0,2.0,1.0,,,,5.0,,71.0,42.0,19.0,,,,,154.0,140.0,,19.0,11.0,52.8,1.0,,,0.0,,,,1.0,1.0,,,,2.0,6.0,1.0,2.0,84.0,,5.0,205.0,42.0,23.0,17.0,7.0,14.0,8.0,2.0,131.0,8.0,247.0,2.0,,15.0,14.0,81.0,2.0,438.0,,0.0,10.0,22.0,3.0,18.0,1.0,612.0,,10.0,9.0,16.0,0.0,68.0,,1.0,,153.0,107.0,2.0,,110.0,11.0,,,,,
2011-12,360528,6.0,2011-09-24 15:00:00,111,Wigan,Home,141.0,12.0,1.0,1.0,,2.0,,119.0,3.0,1.0,9.0,5.0,9.0,34.0,259.0,,,16.0,10.0,5.0,4.0,,,1.0,,,,,,1.0,,,,4.0,,,,,,1.0,13.0,3.0,,,,44.0,3.0,1.0,10.0,,1.0,3.0,5.0,,10.0,4.0,50.0,46.0,3.0,11.0,2.0,2.0,,67.0,13.0,6.0,,1.0,3.0,1.0,,1.0,,,1.0,,,6.0,,,1.0,,,,,,2.0,,16.0,11.0,1.0,9.0,72.0,33.0,9.0,1.0,1.0,4.0,3.0,,,,4.0,,42.0,36.0,21.0,,,,,129.0,123.0,1.0,21.0,15.0,36.1,,,,0.0,,,,2.0,2.0,,1.0,,1.0,1.0,,3.0,49.0,,5.0,164.0,39.0,17.0,17.0,1.0,10.0,9.0,1.0,92.0,3.0,188.0,,1.0,11.0,10.0,60.0,1.0,342.0,,1.0,5.0,25.0,,17.0,2.0,499.0,,10.0,1.0,16.0,0.0,52.0,,,,133.0,76.0,2.0,,81.0,6.0,,,,,
2011-12,360529,7.0,2011-10-01 15:00:00,111,Wigan,Away,163.0,23.0,1.0,3.0,2.0,2.0,,208.0,7.0,,4.0,1.0,12.0,42.0,368.0,,,24.0,10.0,12.0,12.0,2.0,,1.0,,,,,,,,,,12.0,,,,,,1.0,7.0,9.0,,,,37.0,,5.0,4.0,,10.0,9.0,9.0,,7.0,,50.0,46.0,,8.0,2.0,,,64.0,7.0,11.0,,,1.0,1.0,,,,,,,,10.0,,,,,,,,1.0,4.0,,3.0,3.0,1.0,4.0,77.0,51.0,5.0,,6.0,8.0,4.0,,,,4.0,,99.0,47.0,17.0,,,,,152.0,139.0,1.0,18.0,10.0,61.2,,,,0.0,,,,2.0,2.0,,,1.0,1.0,6.0,,3.0,89.0,,14.0,185.0,41.0,21.0,35.0,6.0,25.0,19.0,1.0,118.0,4.0,276.0,,,3.0,12.0,60.0,1.0,436.0,,0.0,15.0,11.0,,30.0,1.0,627.0,,12.0,10.0,9.0,0.0,69.0,,,,133.0,129.0,1.0,,105.0,8.0,,,,,
2011-12,360548,8.0,2011-10-15 15:00:00,111,Wigan,Home,161.0,25.0,2.0,3.0,1.0,2.0,,197.0,4.0,,3.0,3.0,15.0,47.0,355.0,,1.0,31.0,15.0,13.0,8.0,1.0,,,,1.0,,2.0,1.0,,,,,11.0,,,,,,,10.0,7.0,,,,54.0,3.0,7.0,11.0,,5.0,5.0,2.0,,16.0,2.0,75.0,63.0,3.0,6.0,,2.0,,77.0,17.0,15.0,,,7.0,2.0,2.0,,,,,,,6.0,,,1.0,,,,,1.0,3.0,,10.0,9.0,1.0,3.0,94.0,58.0,4.0,1.0,3.0,6.0,2.0,,,,4.0,1.0,66.0,55.0,19.0,,1.0,1.0,,173.0,165.0,1.0,25.0,18.0,54.1,,,,0.0,,,,3.0,4.0,,,2.0,,7.0,1.0,3.0,90.0,,9.0,179.0,50.0,14.0,30.0,5.0,14.0,9.0,,139.0,8.0,281.0,,,13.0,16.0,75.0,5.0,446.0,,0.0,16.0,22.0,1.0,35.0,4.0,669.0,,13.0,5.0,16.0,0.0,65.0,,,,168.0,97.0,3.0,1.0,116.0,16.0,,,,,
2011-12,360556,9.0,2011-10-22 15:00:00,111,Wigan,Away,129.0,16.0,,4.0,4.0,4.0,1.0,167.0,7.0,,3.0,5.0,10.0,29.0,292.0,,1.0,15.0,10.0,18.0,10.0,1.0,,2.0,,,,,,1.0,,,,12.0,,,,,,2.0,7.0,5.0,,,,46.0,4.0,3.0,9.0,,3.0,13.0,6.0,,8.0,2.0,54.0,60.0,4.0,10.0,6.0,,,71.0,22.0,7.0,,,2.0,2.0,,,,,,,,11.0,,,,3.0,,,,,13.0,,13.0,12.0,,3.0,88.0,49.0,7.0,,7.0,4.0,2.0,,,,5.0,,33.0,72.0,20.0,,,,,159.0,146.0,1.0,22.0,18.0,46.2,,,,0.0,,,,3.0,,,,,2.0,9.0,,2.0,79.0,,11.0,153.0,35.0,23.0,12.0,3.0,24.0,21.0,2.0,117.0,6.0,244.0,3.0,,14.0,12.0,54.0,3.0,373.0,,0.0,14.0,28.0,2.0,19.0,2.0,571.0,,7.0,3.0,22.0,0.0,59.0,,,,165.0,82.0,4.0,,67.0,17.0,,,,,
2011-12,360568,10.0,2011-10-29 15:00:00,111,Wigan,Home,179.0,18.0,3.0,11.0,8.0,4.0,,235.0,4.0,1.0,3.0,3.0,12.0,43.0,403.0,,,14.0,8.0,6.0,12.0,3.0,,,,1.0,1.0,3.0,,,,,,12.0,,,,1.0,1.0,1.0,4.0,2.0,,,,58.0,2.0,3.0,6.0,,9.0,19.0,10.0,,8.0,,50.0,41.0,2.0,4.0,,,,74.0,18.0,13.0,,,5.0,1.0,3.0,,,,,,,4.0,,,,1.0,,,,1.0,1.0,2.0,9.0,8.0,1.0,3.0,76.0,49.0,,,10.0,5.0,6.0,,,,1.0,,80.0,69.0,17.0,,,,,158.0,151.0,3.0,23.0,26.0,54.1,2.0,,,0.0,,,,1.0,,,,1.0,,11.0,,3.0,90.0,,15.0,201.0,42.0,11.0,20.0,7.0,37.0,30.0,,136.0,8.0,327.0,1.0,1.0,9.0,13.0,64.0,3.0,491.0,,0.0,20.0,13.0,1.0,16.0,2.0,668.0,,9.0,9.0,11.0,0.0,59.0,1.0,1.0,,165.0,132.0,5.0,,135.0,8.0,,,,,
2011-12,360578,11.0,2011-11-06 13:30:00,111,Wigan,Away,129.0,20.0,3.0,6.0,3.0,2.0,,189.0,2.0,,3.0,3.0,6.0,29.0,312.0,,1.0,37.0,9.0,9.0,11.0,1.0,,,,,,,,,,,,14.0,,1.0,,,,1.0,9.0,4.0,,,,62.0,2.0,3.0,6.0,,6.0,21.0,6.0,,20.0,6.0,59.0,56.0,1.0,13.0,8.0,,,84.0,14.0,11.0,,,3.0,2.0,,,,,,,,4.0,,,,,,,,1.0,16.0,,19.0,12.0,,3.0,83.0,45.0,5.0,1.0,6.0,6.0,7.0,,,,2.0,,62.0,71.0,16.0,,,,1.0,202.0,186.0,2.0,25.0,28.0,51.6,,,1.0,0.0,,,,4.0,3.0,,,2.0,,7.0,1.0,3.0,87.0,,12.0,147.0,33.0,28.0,21.0,6.0,35.0,29.0,,137.0,9.0,289.0,,1.0,20.0,10.0,54.0,7.0,401.0,,0.0,17.0,26.0,2.0,47.0,1.0,672.0,,10.0,6.0,19.0,0.0,54.0,2.0,4.0,1.0,170.0,87.0,2.0,,90.0,16.0,,,,,
2011-12,360588,12.0,2011-11-19 15:00:00,111,Wigan,Home,114.0,15.0,2.0,5.0,3.0,1.0,1.0,232.0,4.0,1.0,2.0,6.0,13.0,46.0,341.0,,,16.0,2.0,5.0,18.0,2.0,,,,,,,,,,,,21.0,,,,,,2.0,4.0,5.0,,,,33.0,,7.0,4.0,,7.0,16.0,7.0,1.0,7.0,,38.0,47.0,,9.0,3.0,2.0,,71.0,14.0,14.0,,,2.0,2.0,,2.0,1.0,2.0,,2.0,,6.0,,,1.0,2.0,,,,,6.0,,3.0,3.0,,2.0,67.0,42.0,3.0,2.0,10.0,12.0,6.0,,,,1.0,,84.0,65.0,19.0,1.0,1.0,1.0,,143.0,138.0,2.0,5.0,23.0,58.5,,,1.0,0.0,,,,,,,,,,13.0,,3.0,106.0,,22.0,131.0,31.0,14.0,17.0,4.0,29.0,25.0,,145.0,6.0,308.0,2.0,1.0,13.0,13.0,67.0,2.0,410.0,,0.0,26.0,22.0,,18.0,2.0,587.0,,6.0,7.0,18.0,0.0,67.0,1.0,1.0,,143.0,105.0,8.0,,95.0,13.0,,,,,
