season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attCorner,attFreekickTarget,attObxdRight,ptsGainedLosingPos,attPenMiss,goalFastbreak,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,successfulFiftyFifty
2015-16,803271,11,2015-10-31 15:00:00,57,Watford,Home,124.0,23.0,4.0,8.0,5.0,6.0,2.0,187.0,4.0,1.0,7.0,7.0,10.0,38.0,303.0,,,18.0,24.0,12.0,10.0,3.0,,,,,,,,,,13.0,,,,,,1.0,7.0,5.0,3.0,,,59.0,62.0,1.0,1.0,1.0,2.0,18.0,9.0,6.0,,,7.0,9.0,4.0,,9.0,1.0,58.0,49.0,2.0,19.0,9.0,,1.0,80.0,16.0,11.0,2.0,,4.0,3.0,,159.0,,,,,,6.0,2.0,2.0,2.0,11.0,,8.0,8.0,,7.0,77.0,74.0,42.0,2.0,,5.0,8.0,5.0,378.0,,1.0,,61.0,51.0,28.0,,,,,,149.0,143.0,4.0,19.0,29.0,50.6,,,3.0,18.0,0.0,105.0,2.0,1.0,3.0,,1.0,,6.0,3.0,3.0,96.0,288.0,8.0,13.0,134.0,38.0,25.0,15.0,7.0,22.0,16.0,,159.0,11.0,288.0,2.0,2.0,30.0,11.0,74.0,3.0,400.0,1.0,0.0,20.0,17.0,,22.0,3.0,594.0,,9.0,9.0,7.0,13.0,0.0,,,,,,,,,,,,,
2015-16,803280,12,2015-11-07 15:00:00,57,Watford,Away,212.0,21.0,1.0,1.0,,6.0,,199.0,6.0,,5.0,11.0,5.0,39.0,410.0,,,24.0,11.0,13.0,5.0,,,,,,,,,,,6.0,1.0,,,,1.0,,6.0,7.0,5.0,,,69.0,73.0,,,1.0,3.0,29.0,,10.0,,,2.0,5.0,5.0,,8.0,4.0,45.0,42.0,3.0,25.0,15.0,1.0,1.0,99.0,10.0,11.0,1.0,,1.0,,,232.0,,,,,,8.0,,3.0,1.0,15.0,1.0,16.0,16.0,1.0,5.0,109.0,111.0,52.0,4.0,,4.0,1.0,4.0,527.0,2.0,3.0,,86.0,74.0,23.0,1.0,1.0,1.0,,1.0,192.0,191.0,4.0,29.0,30.0,58.7,1.0,,,29.0,0.0,146.0,1.0,3.0,4.0,,,,4.0,,2.0,93.0,392.0,10.0,5.0,249.0,50.0,26.0,13.0,2.0,12.0,10.0,,167.0,14.0,319.0,3.0,,44.0,6.0,96.0,1.0,556.0,,0.0,8.0,13.0,,30.0,1.0,740.0,,9.0,6.0,2.0,7.0,0.0,,,,,,,,,,,,,
2015-16,803287,13,2015-11-21 12:45:00,57,Watford,Home,122.0,19.0,1.0,3.0,2.0,7.0,,127.0,5.0,,4.0,9.0,9.0,24.0,246.0,,,27.0,13.0,12.0,7.0,,1.0,,,,,1.0,,,,8.0,1.0,,,,,,4.0,9.0,5.0,,,70.0,78.0,,,1.0,1.0,25.0,3.0,4.0,,,4.0,6.0,5.0,,14.0,4.0,41.0,60.0,1.0,24.0,14.0,,1.0,61.0,6.0,12.0,1.0,1.0,1.0,,,172.0,,,,,,9.0,,2.0,,17.0,,24.0,24.0,1.0,4.0,75.0,86.0,23.0,10.0,,1.0,6.0,5.0,355.0,2.0,2.0,1.0,57.0,56.0,22.0,,,,,1.0,199.0,191.0,5.0,31.0,35.0,43.6,,,,25.0,0.0,68.0,3.0,2.0,5.0,,2.0,1.0,2.0,1.0,2.0,60.0,226.0,13.0,7.0,151.0,43.0,32.0,12.0,4.0,15.0,11.0,1.0,119.0,17.0,249.0,2.0,,46.0,13.0,76.0,1.0,385.0,,0.0,10.0,28.0,1.0,33.0,1.0,623.0,,12.0,8.0,4.0,16.0,0.0,,,,,,,,,,,,,
2015-16,803300,14,2015-11-28 15:00:00,57,Watford,Away,60.0,10.0,4.0,5.0,1.0,3.0,,102.0,,1.0,3.0,11.0,13.0,17.0,157.0,,1.0,12.0,21.0,10.0,7.0,1.0,,,,,,,,,2.0,12.0,,,,,,,8.0,6.0,6.0,,,36.0,53.0,1.0,1.0,1.0,4.0,16.0,6.0,16.0,,1.0,10.0,7.0,5.0,,5.0,2.0,59.0,42.0,4.0,27.0,6.0,,,58.0,13.0,6.0,2.0,,1.0,1.0,,134.0,,,,,,7.0,2.0,1.0,,6.0,,21.0,21.0,5.0,3.0,40.0,73.0,22.0,10.0,,2.0,6.0,6.0,240.0,2.0,2.0,,34.0,42.0,30.0,,,,,,164.0,156.0,3.0,24.0,18.0,34.9,,,5.0,16.0,0.0,53.0,1.0,3.0,4.0,,1.0,,2.0,1.0,3.0,66.0,150.0,8.0,8.0,78.0,19.0,35.0,9.0,8.0,21.0,13.0,,120.0,9.0,206.0,4.0,1.0,44.0,13.0,67.0,,263.0,,0.0,14.0,21.0,3.0,23.0,3.0,464.0,,12.0,5.0,10.0,17.0,0.0,,,,,,,,,,,,,
2015-16,803308,15,2015-12-05 15:00:00,57,Watford,Home,107.0,21.0,1.0,3.0,2.0,2.0,,154.0,1.0,,2.0,7.0,3.0,25.0,258.0,,,30.0,19.0,15.0,7.0,2.0,,,,,,,1.0,,2.0,11.0,1.0,,,,,1.0,4.0,4.0,3.0,,,49.0,52.0,2.0,1.0,2.0,4.0,15.0,3.0,8.0,,1.0,4.0,7.0,2.0,,2.0,1.0,45.0,46.0,4.0,31.0,13.0,,,72.0,11.0,9.0,2.0,,1.0,,,172.0,1.0,,1.0,1.0,,7.0,1.0,3.0,1.0,15.0,,15.0,15.0,,3.0,75.0,87.0,30.0,1.0,,2.0,8.0,7.0,363.0,2.0,4.0,,59.0,67.0,30.0,,,,,1.0,182.0,176.0,3.0,24.0,15.0,50.4,,,3.0,15.0,0.0,89.0,,1.0,1.0,,1.0,,4.0,,3.0,82.0,248.0,6.0,10.0,138.0,39.0,37.0,18.0,4.0,13.0,9.0,,140.0,11.0,260.0,3.0,,44.0,4.0,82.0,4.0,385.0,,0.0,14.0,11.0,1.0,38.0,3.0,594.0,,13.0,11.0,4.0,8.0,0.0,,,,,,,,,,,,,
2015-16,803320,16,2015-12-12 15:00:00,57,Watford,Away,125.0,12.0,,2.0,2.0,13.0,,217.0,8.0,,5.0,20.0,23.0,39.0,340.0,,,16.0,12.0,26.0,10.0,,2.0,,,,,,,,1.0,13.0,,,,1.0,,,3.0,8.0,6.0,,,78.0,75.0,4.0,4.0,1.0,3.0,21.0,3.0,11.0,,,3.0,4.0,4.0,,5.0,3.0,40.0,61.0,3.0,23.0,12.0,,,77.0,9.0,6.0,1.0,,,,,192.0,1.0,,1.0,1.0,,21.0,1.0,,,13.0,1.0,18.0,18.0,4.0,6.0,91.0,105.0,52.0,8.0,,1.0,10.0,8.0,431.0,1.0,5.0,,93.0,46.0,21.0,,,,,,181.0,176.0,6.0,33.0,26.0,51.4,1.0,,3.0,21.0,0.0,104.0,1.0,1.0,3.0,,,2.0,2.0,1.0,2.0,81.0,322.0,9.0,11.0,159.0,22.0,28.0,14.0,2.0,10.0,8.0,2.0,130.0,28.0,316.0,,,58.0,25.0,97.0,2.0,465.0,,0.0,13.0,19.0,,20.0,0.0,660.0,,23.0,11.0,3.0,16.0,0.0,,,,,,,,,,,,,
2015-16,803326,17,2015-12-20 13:30:00,57,Watford,Home,54.0,14.0,1.0,3.0,2.0,3.0,,93.0,5.0,1.0,1.0,14.0,4.0,27.0,144.0,,1.0,15.0,14.0,14.0,3.0,,,,,,,,,,1.0,5.0,,,,,,,2.0,7.0,5.0,,,30.0,61.0,2.0,1.0,2.0,2.0,20.0,1.0,8.0,,,7.0,9.0,,1.0,13.0,3.0,47.0,56.0,2.0,16.0,7.0,,2.0,82.0,6.0,9.0,2.0,,1.0,1.0,,157.0,1.0,,1.0,1.0,,10.0,2.0,4.0,,9.0,,18.0,18.0,1.0,1.0,39.0,90.0,27.0,9.0,,,4.0,5.0,234.0,4.0,2.0,,47.0,34.0,26.0,,,,,,196.0,189.0,4.0,20.0,29.0,35.1,,,,20.0,0.0,42.0,2.0,2.0,4.0,,,,,,3.0,58.0,131.0,11.0,4.0,72.0,25.0,23.0,12.0,7.0,17.0,10.0,,130.0,16.0,213.0,4.0,1.0,56.0,8.0,86.0,1.0,268.0,,0.0,6.0,28.0,2.0,30.0,1.0,474.0,,14.0,6.0,7.0,22.0,0.0,,,,,,,,,,,,,
2015-16,803339,18,2015-12-26 15:00:00,57,Watford,Away,122.0,10.0,1.0,2.0,1.0,6.0,,123.0,7.0,3.0,4.0,8.0,19.0,25.0,243.0,1.0,,10.0,17.0,13.0,5.0,1.0,,,,,1.0,,,,1.0,8.0,1.0,,,,,,11.0,10.0,7.0,,,47.0,55.0,1.0,1.0,1.0,6.0,12.0,5.0,6.0,,2.0,4.0,7.0,3.0,,13.0,,57.0,54.0,6.0,18.0,6.0,,,41.0,15.0,6.0,1.0,,2.0,,1.0,143.0,,,,,,14.0,,,2.0,9.0,,15.0,15.0,3.0,4.0,72.0,79.0,37.0,9.0,,5.0,1.0,2.0,296.0,6.0,3.0,,48.0,33.0,18.0,,1.0,1.0,,1.0,142.0,138.0,4.0,23.0,17.0,37.6,,,1.0,12.0,0.0,65.0,,,,,1.0,,5.0,1.0,3.0,48.0,225.0,8.0,6.0,142.0,15.0,22.0,15.0,4.0,14.0,10.0,,77.0,14.0,199.0,,3.0,33.0,19.0,63.0,1.0,327.0,1.0,0.0,12.0,29.0,,16.0,4.0,517.0,,11.0,7.0,4.0,24.0,0.0,,,,,,,,,,,,,
2015-16,803351,19,2015-12-28 15:00:00,57,Watford,Home,87.0,16.0,1.0,3.0,2.0,5.0,,104.0,4.0,1.0,4.0,18.0,10.0,33.0,188.0,,,20.0,16.0,21.0,4.0,1.0,,,,,,,,,1.0,5.0,,,,,,,4.0,5.0,5.0,,,41.0,59.0,1.0,,1.0,4.0,20.0,4.0,10.0,,1.0,5.0,8.0,2.0,,7.0,,48.0,53.0,4.0,15.0,6.0,1.0,,60.0,11.0,13.0,1.0,,1.0,,,140.0,1.0,,1.0,1.0,,12.0,1.0,,,6.0,,40.0,40.0,4.0,4.0,65.0,72.0,27.0,3.0,,3.0,3.0,1.0,281.0,,7.0,,62.0,40.0,38.0,,,,,,182.0,175.0,4.0,25.0,24.0,37.5,,,3.0,20.0,0.0,66.0,1.0,,1.0,,2.0,,4.0,1.0,3.0,51.0,177.0,14.0,6.0,112.0,30.0,22.0,10.0,5.0,15.0,10.0,,118.0,23.0,215.0,,1.0,63.0,13.0,95.0,2.0,312.0,,1.0,9.0,15.0,,25.0,4.0,521.0,,13.0,5.0,5.0,12.0,0.0,,,,,,,,,,,,,
2015-16,803356,20,2016-01-02 17:30:00,57,Watford,Home,109.0,26.0,,,,4.0,,187.0,5.0,,2.0,20.0,21.0,40.0,296.0,,,34.0,13.0,18.0,5.0,1.0,,,1.0,,1.0,,,1.0,,8.0,,,,,,1.0,2.0,8.0,8.0,,,56.0,63.0,1.0,2.0,,2.0,19.0,2.0,10.0,,,4.0,5.0,7.0,,16.0,3.0,56.0,61.0,2.0,15.0,7.0,,,75.0,6.0,9.0,,,3.0,2.0,1.0,180.0,,,,,,12.0,,,,9.0,,26.0,26.0,3.0,2.0,80.0,96.0,46.0,5.0,1.0,2.0,4.0,4.0,385.0,3.0,3.0,,74.0,63.0,22.0,,,,,,191.0,187.0,4.0,25.0,31.0,48.5,,,1.0,19.0,0.0,94.0,1.0,2.0,3.0,,1.0,,6.0,,1.0,89.0,283.0,11.0,6.0,127.0,44.0,19.0,29.0,3.0,17.0,14.0,,144.0,19.0,300.0,,,51.0,22.0,84.0,,410.0,,0.0,12.0,18.0,,37.0,1.0,649.0,,22.0,17.0,4.0,12.0,0.0,,,,,,,,,,,,,
2015-16,803370,21,2016-01-13 19:45:00,57,Watford,Away,218.0,11.0,,,,3.0,,124.0,5.0,,5.0,12.0,30.0,31.0,342.0,,,13.0,20.0,15.0,3.0,,,,,,,,,,,4.0,,,,,,,4.0,10.0,5.0,,,87.0,68.0,,,,4.0,21.0,3.0,6.0,1.0,,1.0,2.0,10.0,,14.0,2.0,57.0,40.0,4.0,25.0,4.0,,2.0,63.0,11.0,9.0,,,1.0,2.0,,189.0,,,,,,12.0,,1.0,1.0,5.0,,26.0,26.0,7.0,5.0,92.0,87.0,40.0,9.0,,,3.0,1.0,435.0,2.0,3.0,,54.0,34.0,20.0,,,,,,184.0,180.0,1.0,32.0,27.0,49.4,,,8.0,21.0,0.0,97.0,3.0,2.0,4.0,,1.0,,,,3.0,41.0,326.0,10.0,3.0,264.0,28.0,29.0,14.0,1.0,15.0,14.0,,87.0,16.0,216.0,1.0,,43.0,34.0,78.0,3.0,465.0,,0.0,4.0,11.0,,20.0,2.0,654.0,,7.0,6.0,1.0,5.0,0.0,,,,,,,,,,,,,
2015-16,803379,22,2016-01-18 20:00:00,57,Watford,Away,117.0,16.0,2.0,4.0,2.0,7.0,1.0,158.0,7.0,,3.0,18.0,17.0,44.0,271.0,,,24.0,13.0,23.0,6.0,1.0,,,,,1.0,,,,,7.0,,,,,,3.0,5.0,4.0,6.0,,,57.0,58.0,,,,5.0,23.0,3.0,14.0,,2.0,3.0,9.0,7.0,,11.0,1.0,53.0,66.0,5.0,25.0,11.0,,,59.0,11.0,6.0,,,4.0,4.0,1.0,165.0,,,,,,8.0,,,1.0,13.0,,21.0,21.0,2.0,3.0,78.0,77.0,38.0,6.0,,4.0,3.0,2.0,359.0,4.0,3.0,,60.0,43.0,29.0,,,,,,172.0,168.0,4.0,22.0,28.0,43.3,,,1.0,23.0,0.0,78.0,,1.0,1.0,,2.0,,7.0,,2.0,74.0,256.0,12.0,7.0,148.0,31.0,29.0,11.0,3.0,23.0,20.0,,124.0,21.0,253.0,,,52.0,19.0,88.0,,378.0,,0.0,12.0,32.0,,31.0,2.0,607.0,,15.0,5.0,3.0,23.0,0.0,,,,,,,,,,,,,
2015-16,803387,23,2016-01-23 15:00:00,57,Watford,Home,179.0,17.0,1.0,4.0,3.0,10.0,,181.0,4.0,,,16.0,23.0,32.0,356.0,,1.0,21.0,17.0,28.0,7.0,1.0,,,,,,,,,1.0,11.0,,,,,,1.0,4.0,10.0,1.0,,,81.0,63.0,3.0,3.0,2.0,2.0,16.0,1.0,9.0,,1.0,2.0,8.0,5.0,1.0,10.0,1.0,52.0,83.0,2.0,12.0,6.0,,,71.0,10.0,12.0,1.0,,1.0,1.0,,205.0,2.0,,2.0,1.0,1.0,15.0,1.0,3.0,1.0,8.0,,32.0,32.0,2.0,,88.0,97.0,39.0,7.0,,5.0,5.0,5.0,441.0,1.0,5.0,,62.0,57.0,32.0,,,,,,179.0,174.0,8.0,24.0,26.0,51.3,,,2.0,16.0,0.0,99.0,,1.0,1.0,,,,7.0,,3.0,84.0,338.0,7.0,10.0,197.0,32.0,17.0,20.0,2.0,16.0,14.0,,140.0,17.0,292.0,3.0,,53.0,27.0,88.0,1.0,473.0,,0.0,13.0,31.0,1.0,26.0,2.0,695.0,,16.0,12.0,2.0,22.0,0.0,,,,,,,,,,,,,
2015-16,803394,24,2016-02-03 19:45:00,57,Watford,Home,184.0,11.0,2.0,3.0,1.0,3.0,,167.0,1.0,1.0,5.0,12.0,34.0,18.0,348.0,,,21.0,11.0,19.0,7.0,3.0,,,,,1.0,,,,,8.0,,,,,,,5.0,9.0,3.0,,,81.0,77.0,,,,1.0,17.0,7.0,12.0,,,7.0,10.0,1.0,,13.0,3.0,54.0,62.0,1.0,21.0,8.0,,,67.0,10.0,13.0,,,4.0,2.0,1.0,183.0,,,,,,5.0,,4.0,1.0,8.0,,28.0,28.0,3.0,7.0,98.0,83.0,46.0,7.0,,1.0,9.0,3.0,425.0,5.0,4.0,,59.0,50.0,23.0,,,,,,160.0,160.0,4.0,31.0,29.0,45.0,,,2.0,17.0,0.0,87.0,2.0,2.0,4.0,,5.0,,2.0,,3.0,82.0,335.0,8.0,10.0,211.0,22.0,21.0,21.0,6.0,19.0,13.0,,130.0,11.0,257.0,4.0,1.0,49.0,38.0,66.0,,449.0,2.0,0.0,12.0,20.0,,27.0,2.0,673.0,,9.0,12.0,7.0,17.0,0.0,,,,,,,,,,,,,
2015-16,803409,25,2016-02-06 15:00:00,57,Watford,Away,91.0,7.0,,3.0,3.0,5.0,,103.0,4.0,2.0,2.0,11.0,17.0,26.0,191.0,,,23.0,11.0,14.0,2.0,,1.0,,,,,,,,,3.0,,,,,,,8.0,19.0,6.0,,,43.0,49.0,,,,8.0,17.0,1.0,17.0,,,1.0,3.0,2.0,,10.0,5.0,51.0,56.0,8.0,32.0,11.0,,1.0,58.0,9.0,11.0,,,1.0,3.0,,139.0,,,,,,11.0,,3.0,,14.0,,27.0,27.0,7.0,2.0,60.0,82.0,33.0,15.0,,1.0,1.0,,267.0,8.0,2.0,,43.0,47.0,19.0,,,,,,164.0,161.0,1.0,30.0,10.0,34.1,,,5.0,17.0,0.0,55.0,7.0,,8.0,,1.0,1.0,2.0,,3.0,44.0,180.0,10.0,2.0,116.0,15.0,35.0,12.0,1.0,9.0,8.0,1.0,86.0,19.0,190.0,4.0,2.0,48.0,19.0,78.0,3.0,297.0,,0.0,3.0,23.0,,32.0,1.0,535.0,,21.0,8.0,1.0,15.0,0.0,,,,,,,,,,,,,
2015-16,803419,26,2016-02-13 15:00:00,57,Watford,Away,87.0,13.0,1.0,1.0,,3.0,,141.0,6.0,,3.0,9.0,15.0,22.0,227.0,,,19.0,31.0,17.0,7.0,,,,,,,,,,,8.0,1.0,,,,,1.0,3.0,5.0,10.0,,,45.0,57.0,1.0,1.0,2.0,5.0,13.0,4.0,13.0,,,3.0,7.0,4.0,,14.0,3.0,72.0,70.0,5.0,26.0,15.0,,,70.0,14.0,16.0,2.0,,3.0,,,170.0,,,,,,12.0,1.0,3.0,3.0,19.0,,22.0,22.0,1.0,4.0,63.0,80.0,32.0,8.0,,2.0,5.0,4.0,307.0,2.0,,,32.0,63.0,30.0,,,,,1.0,176.0,168.0,4.0,18.0,26.0,46.1,,,2.0,13.0,0.0,66.0,1.0,3.0,4.0,,,,2.0,,2.0,79.0,209.0,9.0,7.0,115.0,30.0,34.0,11.0,3.0,14.0,11.0,,136.0,13.0,243.0,4.0,,47.0,17.0,77.0,,344.0,,0.0,10.0,30.0,2.0,26.0,1.0,576.0,,12.0,7.0,3.0,22.0,0.0,,,,,,,,,,,,,
2015-16,803424,27,2016-02-27 15:00:00,57,Watford,Home,99.0,17.0,2.0,8.0,6.0,10.0,1.0,116.0,4.0,,2.0,14.0,18.0,28.0,207.0,,,13.0,22.0,14.0,5.0,3.0,,,1.0,,1.0,,,,,9.0,,,,,,4.0,9.0,6.0,5.0,,,37.0,64.0,2.0,2.0,,2.0,22.0,4.0,13.0,,,4.0,9.0,5.0,,16.0,2.0,67.0,52.0,2.0,21.0,11.0,,,70.0,14.0,16.0,,1.0,4.0,2.0,1.0,164.0,,,,,,13.0,,3.0,,11.0,,16.0,16.0,3.0,2.0,45.0,72.0,29.0,5.0,,5.0,3.0,1.0,278.0,4.0,1.0,,41.0,30.0,34.0,,,,,,169.0,164.0,3.0,36.0,19.0,46.9,,,,22.0,0.0,67.0,2.0,1.0,3.0,,2.0,,9.0,,2.0,67.0,194.0,9.0,8.0,128.0,34.0,26.0,13.0,4.0,20.0,16.0,,124.0,19.0,205.0,3.0,,53.0,18.0,88.0,3.0,313.0,,0.0,14.0,14.0,,21.0,3.0,521.0,,13.0,9.0,4.0,10.0,0.0,,,,,,,,,,,,,
2015-16,803439,28,2016-03-02 20:00:00,57,Watford,Away,91.0,10.0,4.0,7.0,3.0,8.0,,125.0,4.0,,,17.0,6.0,36.0,209.0,,,11.0,4.0,18.0,6.0,3.0,,,,,,,,,2.0,9.0,,,,,,2.0,15.0,6.0,8.0,,,51.0,64.0,1.0,4.0,,2.0,11.0,3.0,17.0,,3.0,7.0,11.0,2.0,,16.0,1.0,58.0,60.0,2.0,19.0,8.0,,,73.0,17.0,7.0,,,3.0,2.0,,156.0,,,,,,10.0,,1.0,1.0,10.0,,16.0,16.0,3.0,2.0,50.0,82.0,43.0,9.0,,6.0,3.0,4.0,284.0,5.0,4.0,,56.0,22.0,23.0,,,,,,160.0,155.0,9.0,24.0,22.0,38.7,,,,11.0,0.0,50.0,1.0,1.0,2.0,,1.0,,6.0,1.0,3.0,51.0,199.0,8.0,9.0,107.0,25.0,24.0,14.0,7.0,22.0,15.0,,107.0,20.0,222.0,1.0,,37.0,7.0,76.0,,307.0,,0.0,13.0,26.0,,15.0,2.0,505.0,,11.0,9.0,7.0,23.0,0.0,,,,,,,,,,,,,
2015-16,803445,29,2016-03-05 17:30:00,57,Watford,Home,163.0,14.0,1.0,6.0,5.0,7.0,2.0,144.0,5.0,,3.0,18.0,18.0,38.0,301.0,,,19.0,22.0,28.0,7.0,1.0,,,,,,,,,,10.0,,,1.0,,,1.0,5.0,10.0,4.0,,,59.0,84.0,1.0,1.0,,4.0,23.0,3.0,12.0,1.0,,3.0,7.0,8.0,,15.0,3.0,69.0,79.0,4.0,21.0,13.0,,1.0,75.0,10.0,11.0,,,7.0,7.0,,170.0,,,,,,12.0,,,,13.0,1.0,23.0,23.0,3.0,3.0,83.0,80.0,41.0,8.0,,2.0,6.0,4.0,393.0,1.0,1.0,,65.0,44.0,36.0,,,,,,172.0,172.0,5.0,36.0,37.0,50.2,1.0,,,23.0,0.0,101.0,4.0,2.0,5.0,,1.0,,4.0,,3.0,68.0,290.0,12.0,8.0,196.0,24.0,21.0,24.0,3.0,25.0,22.0,,114.0,19.0,242.0,,,61.0,18.0,96.0,2.0,413.0,,0.0,11.0,27.0,,23.0,2.0,637.0,,8.0,13.0,3.0,23.0,0.0,,,,,,,,,,,,,
2015-16,803460,30,2016-04-20 19:45:00,57,Watford,Away,169.0,13.0,1.0,3.0,2.0,3.0,1.0,178.0,5.0,,6.0,6.0,33.0,23.0,344.0,1.0,,19.0,15.0,12.0,4.0,,,,,,,,,,,4.0,,1.0,,,,2.0,8.0,13.0,5.0,,,75.0,59.0,1.0,2.0,,2.0,16.0,1.0,19.0,,,2.0,7.0,2.0,1.0,12.0,3.0,67.0,58.0,2.0,11.0,7.0,,2.0,58.0,17.0,11.0,,,5.0,4.0,,178.0,1.0,1.0,1.0,,1.0,9.0,,,,8.0,,15.0,15.0,3.0,6.0,90.0,66.0,36.0,4.0,,2.0,3.0,4.0,417.0,5.0,3.0,,75.0,56.0,17.0,2.0,2.0,2.0,,1.0,151.0,146.0,5.0,29.0,19.0,53.8,,,1.0,16.0,0.0,95.0,3.0,1.0,4.0,1.0,,,2.0,,3.0,72.0,330.0,6.0,5.0,201.0,23.0,16.0,16.0,2.0,15.0,13.0,,107.0,10.0,252.0,,,28.0,34.0,54.0,2.0,438.0,1.0,1.0,7.0,25.0,,22.0,2.0,634.0,,14.0,10.0,2.0,17.0,0.0,,,,,,,,,,,,,
2015-16,803469,31,2016-03-19 15:00:00,57,Watford,Home,149.0,15.0,1.0,4.0,3.0,3.0,1.0,182.0,3.0,,7.0,13.0,11.0,26.0,327.0,,2.0,23.0,23.0,24.0,4.0,1.0,,,,,,,,,,7.0,,,,,,1.0,4.0,3.0,6.0,,,68.0,79.0,1.0,,1.0,4.0,21.0,1.0,8.0,,,9.0,14.0,7.0,,9.0,2.0,59.0,71.0,4.0,9.0,4.0,1.0,2.0,79.0,10.0,14.0,1.0,,1.0,4.0,,195.0,1.0,,1.0,1.0,,5.0,1.0,1.0,,7.0,,18.0,18.0,2.0,7.0,89.0,94.0,48.0,2.0,,2.0,4.0,4.0,427.0,1.0,1.0,,68.0,60.0,47.0,,,,,,202.0,195.0,5.0,35.0,29.0,52.1,,,,21.0,0.0,102.0,2.0,2.0,4.0,,1.0,,4.0,,3.0,88.0,309.0,8.0,6.0,171.0,41.0,16.0,23.0,7.0,32.0,25.0,,159.0,17.0,315.0,1.0,,40.0,13.0,67.0,2.0,454.0,1.0,0.0,9.0,19.0,7.0,29.0,3.0,672.0,,13.0,14.0,9.0,15.0,0.0,,,,,,,,,,,,,
2015-16,803480,32,2016-04-02 15:00:00,57,Watford,Away,100.0,8.0,,4.0,4.0,2.0,1.0,137.0,3.0,1.0,8.0,2.0,5.0,19.0,233.0,,,10.0,13.0,19.0,5.0,1.0,,,,,,,,,,3.0,,,,,,3.0,6.0,14.0,5.0,,,39.0,67.0,,,,2.0,14.0,1.0,8.0,,,3.0,10.0,7.0,,7.0,5.0,44.0,49.0,2.0,19.0,10.0,,1.0,46.0,10.0,7.0,,,3.0,2.0,,137.0,,,,,,7.0,,,,11.0,,18.0,18.0,3.0,8.0,77.0,59.0,31.0,8.0,,3.0,3.0,3.0,308.0,3.0,1.0,,62.0,44.0,27.0,,,,,,154.0,150.0,5.0,29.0,22.0,31.0,,,2.0,14.0,0.0,75.0,5.0,3.0,8.0,,,,3.0,,3.0,57.0,221.0,10.0,6.0,122.0,31.0,23.0,8.0,3.0,22.0,19.0,,99.0,13.0,228.0,,2.0,14.0,6.0,54.0,3.0,328.0,,0.0,7.0,20.0,2.0,16.0,1.0,514.0,,14.0,2.0,3.0,15.0,0.0,,,,,,,,,,,,,
