season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,totalDistance_h,totalDistance_a
2024-25,2444480,2,2024-08-25 14:00:00,"Vitality Stadium, Bournemouth",11161.0,Bournemouth,Newcastle,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,16.0,14.0,4.0,5.0,7.0,4.0,5.0,5.0,,,,,2.0,4.0,1.0,1.0,1.0,3.0,1.0,,,,1.0,1.0,14.0,14.0,8.0,10.0,27.0,36.0,60.0,58.0,321.0,495.0,245.0,393.0,39.3,60.7,27.0,32.0,21.0,21.0,16.0,12.0,6.0,4.0,34.0,17.0,34.0,17.0,19.0,6.0,5.0,4.0,,,,1.0,6.0,2.0,9.0,14.0,131.0,165.0,4.0,3.0,1.0,1.0,,,,,,,44.0,56.0,56.0,44.0,13.0,10.0,10.0,13.0,8.0,9.0,8.0,9.0,,1.0,20.0,8.0,8.0,19.0,0.0,0.0,0.0,0.0,,,,,,,,
2024-25,2444481,2,2024-08-24 17:30:00,"Villa Park, Birmingham",41587.0,Aston Villa,Arsenal,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,11.0,9.0,3.0,4.0,3.0,4.0,5.0,1.0,,,,,1.0,2.0,,,2.0,2.0,1.0,,,,,1.0,9.0,7.0,6.0,3.0,17.0,30.0,28.0,48.0,329.0,514.0,271.0,469.0,39.3,60.7,17.0,35.0,22.0,17.0,10.0,9.0,4.0,8.0,16.0,15.0,16.0,15.0,3.0,6.0,1.0,4.0,1.0,1.0,,,6.0,11.0,10.0,13.0,100.0,93.0,2.0,3.0,2.0,,,,,1.0,,,58.0,38.0,38.0,58.0,10.0,7.0,7.0,10.0,4.0,1.0,4.0,1.0,,,8.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2024-25,2444482,2,2024-08-24 12:30:00,"American Express Stadium, Falmer",31537.0,Brighton,Man Utd,2,1,1,2,W,L,1,0,0,1,0,0,0,0,2.0,1.0,14.0,11.0,5.0,4.0,6.0,5.0,3.0,2.0,,,,,2.0,2.0,2.0,,,2.0,1.0,,,,2.0,1.0,12.0,11.0,6.0,6.0,28.0,20.0,52.0,44.0,477.0,511.0,407.0,446.0,48.2,51.8,33.0,28.0,17.0,19.0,12.0,11.0,7.0,12.0,10.0,10.0,10.0,10.0,11.0,8.0,2.0,4.0,,,,,10.0,10.0,5.0,8.0,111.0,107.0,2.0,2.0,1.0,2.0,,,,,,,48.0,43.0,43.0,48.0,9.0,6.0,6.0,9.0,4.0,4.0,4.0,4.0,3.0,1.0,9.0,13.0,13.0,8.0,0.0,0.0,0.0,0.0,,,,,,6.0,,
2024-25,2444483,2,2024-08-24 15:00:00,"Selhurst Park, London",25099.0,Crystal Palace,West Ham,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,14.0,18.0,2.0,3.0,8.0,10.0,4.0,5.0,,,,,2.0,,,,2.0,1.0,2.0,,,,,1.0,13.0,8.0,6.0,3.0,27.0,15.0,77.0,57.0,552.0,393.0,454.0,302.0,58.4,41.6,23.0,21.0,23.0,20.0,11.0,12.0,9.0,15.0,9.0,25.0,9.0,25.0,6.0,6.0,5.0,4.0,,,,,14.0,3.0,9.0,14.0,154.0,144.0,1.0,2.0,2.0,,,,,1.0,,,55.0,66.0,66.0,55.0,13.0,23.0,23.0,13.0,3.0,3.0,3.0,3.0,2.0,1.0,9.0,17.0,16.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2024-25,2444484,2,2024-08-24 15:00:00,"Craven Cottage, London",25401.0,Fulham,Leicester,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,18.0,10.0,6.0,4.0,7.0,4.0,5.0,2.0,,,,,3.0,1.0,2.0,1.0,1.0,,,,,,2.0,1.0,17.0,6.0,11.0,4.0,38.0,16.0,66.0,37.0,538.0,454.0,459.0,381.0,54.2,45.8,31.0,10.0,14.0,21.0,10.0,14.0,8.0,7.0,7.0,30.0,7.0,30.0,5.0,15.0,2.0,5.0,,1.0,,,7.0,4.0,12.0,7.0,137.0,114.0,3.0,4.0,1.0,2.0,,,,,,,46.0,55.0,55.0,46.0,17.0,13.0,13.0,17.0,7.0,5.0,7.0,5.0,,1.0,14.0,13.0,12.0,14.0,0.0,0.0,0.0,0.0,,,,,,5.0,,
2024-25,2444485,2,2024-08-25 16:30:00,"Anfield, Liverpool",60107.0,Liverpool,Brentford,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,19.0,8.0,8.0,2.0,4.0,3.0,7.0,3.0,,,,,4.0,2.0,2.0,,2.0,2.0,2.0,,,,2.0,,17.0,5.0,14.0,4.0,38.0,17.0,62.0,36.0,602.0,364.0,550.0,298.0,62.1,37.9,42.0,10.0,17.0,10.0,10.0,6.0,7.0,5.0,11.0,16.0,11.0,16.0,11.0,4.0,3.0,7.0,,,,,6.0,8.0,5.0,4.0,100.0,111.0,2.0,6.0,,2.0,,,1.0,,,,38.0,34.0,34.0,38.0,6.0,8.0,8.0,6.0,9.0,4.0,9.0,4.0,,2.0,10.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2024-25,2444486,2,2024-08-24 15:00:00,"Etihad Stadium, Manchester",53147.0,Man City,Ipswich,4,1,1,4,W,L,3,1,1,3,0,0,0,0,4.0,1.0,14.0,1.0,5.0,1.0,6.0,,3.0,,,,,,4.0,1.0,3.0,1.0,2.0,,2.0,,,,2.0,1.0,11.0,1.0,5.0,1.0,43.0,7.0,72.0,21.0,755.0,245.0,700.0,200.0,75.2,24.8,49.0,6.0,14.0,17.0,6.0,8.0,6.0,10.0,8.0,40.0,8.0,40.0,8.0,13.0,,3.0,,,,2.0,2.0,11.0,10.0,8.0,105.0,84.0,,1.0,1.0,4.0,,,,,,,45.0,29.0,29.0,45.0,5.0,7.0,7.0,5.0,10.0,1.0,10.0,1.0,,,4.0,15.0,15.0,3.0,0.0,0.0,0.0,0.0,1.0,,1.0,,3.0,1.0,,
2024-25,2444487,2,2024-08-24 15:00:00,"St. Mary's Stadium, Southampton",31150.0,Southampton,Nott'm Forest,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,5.0,23.0,1.0,8.0,1.0,8.0,3.0,7.0,,,,,,5.0,,1.0,,5.0,,,,,,,4.0,17.0,4.0,12.0,26.0,27.0,45.0,40.0,656.0,352.0,596.0,294.0,64.6,35.4,21.0,33.0,18.0,24.0,12.0,15.0,2.0,11.0,17.0,23.0,17.0,23.0,9.0,5.0,6.0,3.0,2.0,,,,7.0,7.0,12.0,7.0,114.0,105.0,7.0,1.0,1.0,,,,,1.0,,,42.0,56.0,56.0,42.0,4.0,11.0,11.0,4.0,4.0,10.0,4.0,10.0,,,14.0,14.0,13.0,14.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2024-25,2444488,2,2024-08-24 15:00:00,"Tottenham Hotspur Stadium, London",61357.0,Spurs,Everton,4,0,0,4,W,L,2,0,0,2,0,0,0,0,4.0,,13.0,10.0,7.0,1.0,5.0,3.0,1.0,6.0,,,,,5.0,,3.0,,3.0,,,,,,3.0,,11.0,8.0,7.0,5.0,34.0,18.0,51.0,44.0,609.0,251.0,540.0,188.0,70.5,29.5,33.0,24.0,22.0,29.0,16.0,19.0,4.0,15.0,11.0,15.0,11.0,15.0,5.0,7.0,5.0,1.0,1.0,,,1.0,5.0,7.0,16.0,6.0,128.0,108.0,1.0,3.0,,4.0,,,1.0,,,,55.0,59.0,59.0,55.0,11.0,14.0,14.0,11.0,12.0,5.0,12.0,5.0,,,11.0,15.0,15.0,11.0,0.0,0.0,0.0,0.0,,,,,,4.0,,
2024-25,2444489,2,2024-08-25 14:00:00,"Molineux Stadium, Wolverhampton",31235.0,Wolves,Chelsea,2,6,6,2,L,W,2,2,2,2,0,0,0,0,2.0,6.0,12.0,14.0,4.0,8.0,6.0,3.0,2.0,3.0,,,,,4.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,,,2.0,5.0,8.0,12.0,4.0,9.0,23.0,18.0,34.0,41.0,320.0,495.0,253.0,426.0,39.6,60.4,25.0,21.0,19.0,14.0,10.0,11.0,9.0,9.0,19.0,18.0,19.0,18.0,10.0,9.0,3.0,2.0,,2.0,,,9.0,8.0,6.0,10.0,111.0,112.0,2.0,2.0,6.0,2.0,,,,,,,48.0,41.0,41.0,48.0,8.0,5.0,5.0,8.0,5.0,5.0,5.0,5.0,2.0,,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2024-25,2444490,3,2024-08-31 12:30:00,"Emirates Stadium, London",60326.0,Arsenal,Brighton,1,1,1,1,D,D,1,0,0,1,1,0,0,1,1.0,1.0,11.0,22.0,7.0,4.0,2.0,10.0,2.0,8.0,,,,,5.0,1.0,1.0,1.0,4.0,2.0,,,,,1.0,,8.0,13.0,7.0,6.0,14.0,27.0,37.0,48.0,270.0,471.0,200.0,404.0,35.8,64.2,31.0,33.0,17.0,18.0,11.0,7.0,12.0,5.0,20.0,11.0,20.0,11.0,8.0,4.0,8.0,2.0,1.0,,,,10.0,8.0,11.0,5.0,107.0,118.0,3.0,6.0,1.0,1.0,,,,,,,46.0,58.0,58.0,46.0,14.0,19.0,19.0,14.0,3.0,7.0,3.0,7.0,1.0,2.0,12.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,100688.91,104433.0
2024-25,2444491,3,2024-08-31 15:00:00,"Gtech Community Stadium, Brentford",16955.0,Brentford,Southampton,3,1,1,3,W,L,1,0,0,1,0,0,0,0,3.0,1.0,20.0,18.0,7.0,6.0,7.0,7.0,6.0,5.0,,,,,3.0,2.0,3.0,,3.0,2.0,1.0,1.0,,,1.0,1.0,16.0,14.0,10.0,9.0,25.0,25.0,43.0,57.0,358.0,621.0,310.0,548.0,36.6,63.4,42.0,31.0,17.0,15.0,13.0,10.0,11.0,9.0,19.0,17.0,19.0,17.0,11.0,3.0,5.0,5.0,,,,3.0,7.0,6.0,10.0,12.0,96.0,116.0,5.0,4.0,1.0,3.0,,,,,,,39.0,35.0,35.0,39.0,9.0,3.0,3.0,9.0,2.0,8.0,2.0,8.0,1.0,,10.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,109808.82,109783.52
2024-25,2444492,3,2024-09-01 13:30:00,"Stamford Bridge, London",39298.0,Chelsea,Crystal Palace,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,13.0,9.0,7.0,3.0,5.0,1.0,1.0,5.0,,,,,4.0,,1.0,,4.0,,1.0,,,,1.0,,10.0,7.0,5.0,7.0,32.0,18.0,76.0,41.0,590.0,350.0,532.0,276.0,62.8,37.2,20.0,22.0,13.0,19.0,7.0,11.0,8.0,6.0,17.0,28.0,17.0,28.0,8.0,4.0,5.0,1.0,,,,,6.0,11.0,6.0,6.0,116.0,106.0,2.0,6.0,1.0,1.0,,,,,,,47.0,41.0,41.0,47.0,10.0,7.0,7.0,10.0,4.0,4.0,4.0,5.0,1.0,2.0,9.0,13.0,13.0,9.0,0.0,0.0,0.0,0.0,,,,,,1.0,101508.2,103922.91
2024-25,2444493,3,2024-08-31 15:00:00,"Goodison Park, Liverpool",38805.0,Everton,Bournemouth,2,3,3,2,L,W,0,0,0,0,0,0,0,0,2.0,3.0,18.0,17.0,8.0,7.0,8.0,5.0,2.0,5.0,,,,,5.0,4.0,2.0,3.0,3.0,2.0,1.0,,,,2.0,3.0,16.0,14.0,9.0,9.0,33.0,32.0,70.0,53.0,349.0,392.0,257.0,300.0,46.9,53.1,37.0,28.0,17.0,26.0,11.0,10.0,12.0,7.0,21.0,23.0,21.0,23.0,7.0,8.0,5.0,2.0,,,,,5.0,10.0,17.0,6.0,157.0,152.0,4.0,6.0,3.0,2.0,,,,,,,60.0,54.0,54.0,60.0,23.0,17.0,17.0,23.0,8.0,4.0,8.0,4.0,1.0,1.0,6.0,11.0,11.0,6.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,108077.97,108059.67
2024-25,2444494,3,2024-08-31 15:00:00,"Portman Road, Ipswich",29517.0,Ipswich,Fulham,1,1,1,1,D,D,1,1,1,1,0,0,0,0,1.0,1.0,11.0,9.0,4.0,4.0,3.0,2.0,4.0,3.0,,,,,1.0,2.0,,1.0,1.0,1.0,,,,,1.0,1.0,9.0,8.0,6.0,6.0,18.0,29.0,50.0,40.0,401.0,418.0,345.0,359.0,48.7,51.3,13.0,19.0,13.0,11.0,9.0,7.0,4.0,6.0,30.0,11.0,30.0,11.0,8.0,6.0,3.0,3.0,,,,,14.0,10.0,9.0,7.0,99.0,110.0,3.0,3.0,1.0,1.0,,,,,,,49.0,52.0,52.0,49.0,11.0,12.0,12.0,11.0,8.0,6.0,8.0,6.0,,,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,,,,,4.0,,106573.7,101691.57
2024-25,2444495,3,2024-08-31 15:00:00,"King Power Stadium, Leicester",31725.0,Leicester,Aston Villa,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,9.0,10.0,3.0,5.0,5.0,3.0,1.0,2.0,,,,,1.0,4.0,1.0,2.0,,2.0,,,,,1.0,2.0,5.0,7.0,3.0,5.0,23.0,21.0,60.0,33.0,513.0,383.0,457.0,318.0,57.6,42.4,16.0,22.0,22.0,17.0,11.0,10.0,11.0,7.0,18.0,25.0,18.0,25.0,8.0,6.0,2.0,1.0,,1.0,,,13.0,6.0,10.0,15.0,110.0,119.0,3.0,2.0,2.0,1.0,,,,,,,58.0,53.0,53.0,58.0,9.0,10.0,10.0,9.0,1.0,4.0,1.0,4.0,2.0,2.0,13.0,21.0,21.0,13.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,105379.25,102785.05
2024-25,2444496,3,2024-09-01 16:00:00,"Old Trafford, Manchester",73738.0,Man Utd,Liverpool,0,3,3,0,L,W,0,2,2,0,0,0,0,0,,3.0,8.0,11.0,3.0,3.0,5.0,7.0,,1.0,,,,,3.0,4.0,,3.0,3.0,3.0,,,,,,3.0,7.0,9.0,2.0,4.0,23.0,21.0,44.0,40.0,507.0,464.0,421.0,391.0,52.8,47.2,31.0,30.0,32.0,24.0,20.0,17.0,7.0,10.0,10.0,28.0,10.0,28.0,5.0,13.0,1.0,,1.0,,3.0,,5.0,8.0,11.0,18.0,147.0,125.0,,3.0,3.0,,,,,1.0,,,52.0,49.0,49.0,52.0,5.0,13.0,13.0,5.0,5.0,2.0,5.0,2.0,,,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,,,,,,2.0,108475.29,112041.0
