season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,totalDistance_h,totalDistance_a
2024-25,2444668,20,2025-01-04 12:30:00,"Tottenham Hotspur Stadium, London",61293.0,Spurs,Newcastle,1,2,2,1,L,W,1,2,2,1,0,0,0,0,1.0,2.0,13.0,14.0,4.0,4.0,6.0,3.0,3.0,7.0,0.945,2.5257,1.2321,2.2034,1.0,3.0,1.0,2.0,,2.0,1.0,,0.964356,0.955761,1.0,2.0,9.0,12.0,4.0,10.0,42.0,30.0,52.0,39.0,466.0,359.0,377.0,284.0,56.8,43.2,25.0,28.0,25.0,17.0,20.0,10.0,9.0,9.0,17.0,30.0,17.0,30.0,10.0,6.0,7.0,3.0,2.0,,1.0,,7.0,5.0,11.0,15.0,138.0,125.0,2.0,3.0,2.0,1.0,2.2034,1.2321,,,,,64.0,54.0,54.0,64.0,22.0,20.0,20.0,22.0,9.0,10.0,9.0,10.0,,,11.0,15.0,14.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2024-25,2444669,20,2025-01-06 20:00:00,"Molineux Stadium, Wolverhampton",29940.0,Wolves,Nott'm Forest,0,3,3,0,L,W,0,2,2,0,0,0,0,0,,3.0,13.0,11.0,6.0,3.0,2.0,6.0,5.0,2.0,,,,,1.0,3.0,,2.0,2.0,2.0,,,,,,3.0,9.0,8.0,8.0,5.0,47.0,26.0,73.0,51.0,549.0,361.0,466.0,286.0,60.8,39.2,35.0,23.0,13.0,18.0,6.0,12.0,10.0,10.0,24.0,35.0,24.0,35.0,6.0,4.0,2.0,6.0,1.0,2.0,,,4.0,4.0,9.0,6.0,140.0,123.0,,5.0,3.0,,,,,1.0,,,37.0,48.0,48.0,37.0,12.0,16.0,16.0,12.0,5.0,3.0,5.0,3.0,1.0,,10.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,4.0,,
2024-25,2444670,21,2025-01-15 20:00:00,"Emirates Stadium, London",60287.0,Arsenal,Spurs,2,1,1,2,W,L,2,1,1,2,0,0,0,0,2.0,1.0,14.0,10.0,4.0,2.0,4.0,4.0,6.0,4.0,,,,,4.0,1.0,,,4.0,1.0,,1.0,,,1.0,,9.0,8.0,7.0,5.0,40.0,21.0,63.0,37.0,426.0,375.0,357.0,314.0,53.2,46.8,48.0,21.0,21.0,21.0,13.0,13.0,9.0,4.0,14.0,31.0,14.0,31.0,8.0,6.0,3.0,6.0,1.0,2.0,,1.0,6.0,9.0,11.0,15.0,128.0,120.0,1.0,3.0,1.0,2.0,,,,,,1.0,53.0,50.0,50.0,53.0,14.0,8.0,8.0,14.0,10.0,4.0,10.0,4.0,,,16.0,9.0,9.0,15.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2024-25,2444671,21,2025-01-14 19:30:00,"Gtech Community Stadium, Brentford",17048.0,Brentford,Man City,2,2,2,2,D,D,0,0,0,0,0,0,0,0,2.0,2.0,18.0,21.0,6.0,8.0,9.0,11.0,3.0,2.0,,,,,4.0,4.0,1.0,2.0,3.0,3.0,,1.0,,,2.0,1.0,17.0,20.0,8.0,9.0,27.0,35.0,53.0,37.0,415.0,519.0,335.0,449.0,44.7,55.3,41.0,45.0,10.0,12.0,6.0,6.0,9.0,9.0,20.0,30.0,20.0,30.0,6.0,7.0,2.0,4.0,1.0,,,,6.0,4.0,7.0,5.0,125.0,107.0,6.0,3.0,2.0,2.0,,,,,,,34.0,39.0,39.0,34.0,16.0,17.0,17.0,16.0,4.0,5.0,4.0,5.0,1.0,,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,4.0,,,
2024-25,2444672,21,2025-01-15 19:30:00,"Goodison Park, Liverpool",39085.0,Everton,Aston Villa,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,10.0,11.0,3.0,3.0,6.0,4.0,1.0,4.0,,,,,3.0,2.0,,1.0,3.0,3.0,,,,,,1.0,6.0,7.0,3.0,5.0,28.0,29.0,69.0,48.0,417.0,436.0,336.0,360.0,49.7,50.3,15.0,20.0,19.0,22.0,9.0,16.0,10.0,9.0,23.0,34.0,23.0,34.0,7.0,9.0,4.0,2.0,2.0,1.0,1.0,,6.0,1.0,15.0,11.0,147.0,131.0,2.0,2.0,1.0,,,,,1.0,,,46.0,64.0,64.0,46.0,16.0,19.0,19.0,16.0,8.0,5.0,8.0,5.0,1.0,,17.0,10.0,10.0,17.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,105376.88,104699.83
2024-25,2444673,21,2025-01-16 19:30:00,"Portman Road, Ipswich",29403.0,Ipswich,Brighton,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,5.0,11.0,3.0,5.0,2.0,,,6.0,,,,,,,,,,,,,,,,1.0,4.0,10.0,3.0,10.0,11.0,32.0,40.0,63.0,410.0,468.0,341.0,396.0,46.3,53.7,8.0,25.0,13.0,14.0,8.0,13.0,10.0,7.0,27.0,12.0,27.0,12.0,7.0,10.0,6.0,,1.0,,1.0,,10.0,5.0,6.0,11.0,107.0,117.0,3.0,3.0,2.0,,,,,1.0,,,43.0,53.0,53.0,43.0,13.0,16.0,16.0,13.0,1.0,9.0,1.0,9.0,,1.0,13.0,14.0,14.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2024-25,2444674,21,2025-01-15 19:30:00,"King Power Stadium, Leicester",29766.0,Leicester,Crystal Palace,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,21.0,9.0,4.0,4.0,11.0,3.0,6.0,2.0,,,,,3.0,4.0,,2.0,3.0,2.0,1.0,,,,,2.0,17.0,7.0,7.0,5.0,29.0,26.0,62.0,50.0,609.0,456.0,523.0,358.0,57.2,42.8,29.0,20.0,18.0,17.0,11.0,12.0,9.0,9.0,16.0,25.0,16.0,25.0,3.0,4.0,1.0,6.0,1.0,2.0,,,12.0,10.0,10.0,10.0,139.0,143.0,2.0,4.0,2.0,,,,,1.0,,,47.0,50.0,50.0,47.0,14.0,15.0,15.0,14.0,4.0,3.0,4.0,3.0,,1.0,7.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2024-25,2444675,21,2025-01-14 20:00:00,"The City Ground, Nottingham",30249.0,Nott'm Forest,Liverpool,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,6.0,23.0,3.0,7.0,1.0,10.0,2.0,6.0,,,,,1.0,3.0,1.0,1.0,,3.0,,,,,1.0,1.0,3.0,17.0,3.0,11.0,21.0,61.0,42.0,77.0,235.0,566.0,159.0,482.0,29.0,71.0,17.0,52.0,20.0,10.0,15.0,4.0,9.0,2.0,58.0,29.0,58.0,29.0,11.0,3.0,7.0,2.0,,,,,4.0,6.0,3.0,7.0,127.0,149.0,5.0,2.0,1.0,1.0,,,,,,,46.0,39.0,39.0,46.0,10.0,18.0,18.0,10.0,,9.0,,9.0,,,7.0,10.0,10.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2024-25,2444676,21,2025-01-14 19:30:00,"London Stadium, London",62456.0,West Ham,Fulham,3,2,2,3,W,L,2,0,0,2,0,0,0,0,3.0,2.0,4.0,21.0,3.0,5.0,1.0,11.0,,5.0,,,,,2.0,2.0,2.0,,,3.0,,2.0,,,2.0,2.0,2.0,17.0,2.0,9.0,6.0,36.0,49.0,71.0,423.0,522.0,349.0,445.0,43.9,56.1,6.0,27.0,13.0,13.0,9.0,7.0,7.0,10.0,27.0,10.0,27.0,10.0,8.0,6.0,6.0,,,,1.0,2.0,4.0,10.0,10.0,9.0,111.0,119.0,2.0,,2.0,3.0,,,,,,,56.0,41.0,41.0,56.0,15.0,16.0,16.0,15.0,,3.0,,3.0,,1.0,9.0,18.0,18.0,9.0,0.0,0.0,0.0,0.0,,,,,5.0,,,
2024-25,2444677,21,2025-01-14 19:30:00,"Stamford Bridge, London",39092.0,Chelsea,Bournemouth,2,2,2,2,D,D,1,0,0,1,0,0,0,0,2.0,2.0,26.0,7.0,10.0,3.0,7.0,3.0,9.0,1.0,,,,,4.0,,1.0,1.0,4.0,,1.0,1.0,,,1.0,1.0,20.0,6.0,15.0,3.0,23.0,20.0,49.0,47.0,426.0,320.0,355.0,248.0,56.9,43.1,33.0,21.0,11.0,16.0,7.0,9.0,5.0,10.0,8.0,27.0,8.0,27.0,5.0,2.0,1.0,9.0,1.0,2.0,,,5.0,14.0,2.0,4.0,121.0,110.0,1.0,8.0,2.0,2.0,,,,,,,56.0,47.0,47.0,56.0,15.0,12.0,12.0,15.0,9.0,3.0,9.0,3.0,1.0,1.0,15.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,1.0,106012.25,111833.01
2024-25,2444678,21,2025-01-16 20:00:00,"Old Trafford, Manchester",73722.0,Man Utd,Southampton,3,1,1,3,W,L,0,1,1,0,0,0,0,0,3.0,1.0,23.0,13.0,9.0,5.0,2.0,3.0,12.0,5.0,,,,,4.0,,3.0,,3.0,1.0,,,,,1.0,,18.0,10.0,16.0,7.0,20.0,16.0,34.0,57.0,594.0,406.0,504.0,323.0,59.5,40.5,49.0,18.0,17.0,25.0,10.0,16.0,12.0,9.0,22.0,29.0,22.0,29.0,6.0,12.0,4.0,11.0,,,,1.0,13.0,8.0,17.0,14.0,143.0,128.0,5.0,6.0,1.0,3.0,,,,,1.0,,44.0,65.0,65.0,44.0,9.0,20.0,20.0,9.0,4.0,4.0,5.0,4.0,1.0,,7.0,10.0,10.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,,113780.71,112397.65
2024-25,2444679,21,2025-01-15 19:30:00,"St. James' Park, Newcastle",51975.0,Newcastle,Wolves,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,17.0,13.0,5.0,7.0,5.0,4.0,7.0,2.0,,,,,3.0,5.0,2.0,,1.0,5.0,1.0,2.0,,,2.0,,13.0,13.0,8.0,9.0,28.0,21.0,55.0,50.0,584.0,380.0,507.0,294.0,60.7,39.3,34.0,24.0,14.0,25.0,11.0,8.0,12.0,10.0,16.0,11.0,16.0,11.0,9.0,12.0,2.0,6.0,,,,,9.0,16.0,19.0,6.0,135.0,130.0,7.0,2.0,,3.0,,,1.0,,,,59.0,49.0,49.0,59.0,18.0,6.0,6.0,18.0,4.0,2.0,4.0,2.0,1.0,2.0,10.0,13.0,11.0,10.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2024-25,2444680,22,2025-01-18 17:30:00,"Emirates Stadium, London",60067.0,Arsenal,Aston Villa,2,2,2,2,D,D,1,0,0,1,0,0,0,0,2.0,2.0,18.0,8.0,6.0,4.0,7.0,3.0,5.0,1.0,,,,,2.0,2.0,2.0,2.0,,,1.0,1.0,,,2.0,2.0,11.0,5.0,6.0,4.0,51.0,9.0,82.0,26.0,483.0,262.0,429.0,193.0,66.0,34.0,37.0,14.0,12.0,17.0,7.0,8.0,8.0,3.0,10.0,40.0,10.0,40.0,3.0,2.0,1.0,4.0,1.0,1.0,,,6.0,7.0,7.0,8.0,125.0,108.0,2.0,4.0,2.0,2.0,,,,,,,51.0,45.0,45.0,51.0,16.0,13.0,13.0,16.0,10.0,1.0,10.0,1.0,1.0,1.0,10.0,18.0,17.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2024-25,2444681,22,2025-01-18 15:00:00,"Gtech Community Stadium, Brentford",17215.0,Brentford,Liverpool,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,11.0,37.0,6.0,8.0,4.0,14.0,1.0,15.0,,,,,1.0,4.0,,2.0,2.0,2.0,,1.0,,,,2.0,9.0,33.0,6.0,21.0,19.0,58.0,30.0,53.0,319.0,484.0,252.0,423.0,38.9,61.1,24.0,61.0,12.0,10.0,6.0,5.0,10.0,4.0,35.0,19.0,35.0,19.0,13.0,4.0,14.0,1.0,,,,,7.0,8.0,9.0,3.0,110.0,103.0,6.0,7.0,2.0,,,,,1.0,,,46.0,35.0,35.0,46.0,13.0,12.0,12.0,13.0,2.0,15.0,2.0,15.0,2.0,2.0,6.0,14.0,13.0,6.0,0.0,0.0,0.0,0.0,,,,,6.0,,109053.86,109599.33
2024-25,2444682,22,2025-01-20 20:00:00,"Stamford Bridge, London",39221.0,Chelsea,Wolves,3,1,1,3,W,L,1,1,1,1,0,0,0,0,3.0,1.0,19.0,9.0,7.0,4.0,6.0,2.0,6.0,3.0,,,,,3.0,,3.0,1.0,1.0,,,,,,2.0,,12.0,8.0,7.0,6.0,24.0,34.0,60.0,37.0,567.0,333.0,504.0,261.0,62.8,37.2,52.0,18.0,9.0,21.0,8.0,11.0,7.0,9.0,19.0,34.0,19.0,34.0,5.0,4.0,3.0,6.0,,,1.0,,5.0,7.0,11.0,7.0,128.0,112.0,3.0,3.0,1.0,3.0,,,,,,,42.0,42.0,42.0,42.0,12.0,9.0,9.0,12.0,3.0,6.0,3.0,6.0,3.0,1.0,8.0,14.0,14.0,7.0,0.0,0.0,0.0,0.0,,,,,5.0,2.0,,
2024-25,2444683,22,2025-01-19 14:00:00,"Goodison Park, Liverpool",39326.0,Everton,Spurs,3,2,2,3,W,L,3,0,0,3,0,0,0,0,3.0,2.0,12.0,11.0,6.0,6.0,4.0,2.0,2.0,3.0,,,,,5.0,2.0,2.0,1.0,3.0,1.0,1.0,,,,2.0,1.0,11.0,6.0,7.0,5.0,26.0,32.0,51.0,59.0,326.0,612.0,269.0,528.0,35.4,64.6,25.0,23.0,23.0,20.0,19.0,15.0,12.0,4.0,34.0,21.0,34.0,21.0,18.0,7.0,4.0,2.0,,1.0,,,13.0,12.0,8.0,12.0,110.0,141.0,3.0,4.0,2.0,3.0,,,,,,1.0,65.0,61.0,61.0,65.0,18.0,15.0,15.0,18.0,3.0,8.0,3.0,8.0,1.0,,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2024-25,2444684,22,2025-01-19 16:30:00,"Portman Road, Ipswich",29841.0,Ipswich,Man City,0,6,6,0,L,W,0,3,3,0,0,0,0,0,,6.0,8.0,17.0,4.0,9.0,1.0,3.0,3.0,5.0,,,,,1.0,5.0,,4.0,1.0,2.0,,,,,,5.0,7.0,13.0,7.0,11.0,16.0,26.0,38.0,63.0,353.0,747.0,308.0,686.0,32.7,67.3,14.0,42.0,13.0,14.0,9.0,8.0,8.0,7.0,21.0,11.0,21.0,11.0,7.0,2.0,4.0,3.0,3.0,,1.0,,9.0,7.0,7.0,8.0,84.0,102.0,3.0,4.0,6.0,,,,,1.0,,,37.0,33.0,33.0,37.0,10.0,6.0,6.0,10.0,4.0,7.0,4.0,7.0,2.0,,4.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2024-25,2444685,22,2025-01-18 15:00:00,"King Power Stadium, Leicester",31500.0,Leicester,Fulham,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,8.0,17.0,4.0,2.0,3.0,9.0,1.0,6.0,,,,,,4.0,,2.0,1.0,2.0,,1.0,,,,2.0,5.0,13.0,3.0,6.0,28.0,26.0,45.0,74.0,380.0,590.0,294.0,505.0,39.3,60.7,29.0,33.0,11.0,21.0,8.0,13.0,8.0,7.0,18.0,25.0,18.0,25.0,11.0,5.0,6.0,1.0,,2.0,,,7.0,6.0,14.0,7.0,135.0,125.0,,5.0,2.0,,,,,1.0,,,45.0,56.0,56.0,45.0,21.0,21.0,21.0,21.0,5.0,2.0,5.0,2.0,,,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2024-25,2444686,22,2025-01-19 14:00:00,"Old Trafford, Manchester",73758.0,Man Utd,Brighton,1,3,3,1,L,W,1,1,1,1,0,0,0,0,1.0,3.0,10.0,6.0,1.0,3.0,3.0,1.0,6.0,2.0,,,,,,3.0,1.0,3.0,,1.0,,,,,,2.0,9.0,5.0,6.0,4.0,22.0,16.0,44.0,42.0,463.0,437.0,382.0,355.0,51.5,48.5,29.0,26.0,18.0,22.0,10.0,11.0,11.0,6.0,12.0,17.0,12.0,17.0,4.0,13.0,1.0,6.0,1.0,,1.0,,11.0,4.0,15.0,6.0,128.0,136.0,,,3.0,1.0,,,,,,,47.0,57.0,57.0,47.0,14.0,12.0,12.0,14.0,4.0,2.0,4.0,2.0,,,13.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,,1.0,,3.0,3.0,,
2024-25,2444687,22,2025-01-18 12:30:00,"St. James' Park, Newcastle",52227.0,Newcastle,Bournemouth,1,4,4,1,L,W,1,2,2,1,0,0,0,0,1.0,4.0,13.0,19.0,5.0,10.0,3.0,6.0,5.0,3.0,,,,,1.0,4.0,,2.0,1.0,2.0,,1.0,,,1.0,4.0,7.0,15.0,5.0,10.0,34.0,30.0,46.0,59.0,395.0,321.0,310.0,243.0,55.2,44.8,34.0,36.0,17.0,21.0,8.0,14.0,3.0,13.0,32.0,34.0,32.0,34.0,7.0,14.0,3.0,6.0,1.0,,2.0,,16.0,8.0,13.0,11.0,153.0,137.0,6.0,3.0,4.0,1.0,,,,,,,59.0,59.0,59.0,59.0,16.0,15.0,15.0,16.0,7.0,6.0,7.0,6.0,3.0,1.0,7.0,18.0,18.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2024-25,2444688,22,2025-01-19 14:00:00,"The City Ground, Nottingham",30180.0,Nott'm Forest,Southampton,3,2,2,3,W,L,3,0,0,3,0,0,0,0,3.0,2.0,14.0,10.0,5.0,4.0,7.0,2.0,2.0,4.0,,,,,3.0,2.0,,1.0,4.0,1.0,,,,,3.0,2.0,9.0,9.0,5.0,8.0,26.0,28.0,52.0,51.0,386.0,475.0,318.0,414.0,44.5,55.5,26.0,24.0,19.0,11.0,11.0,10.0,8.0,6.0,21.0,32.0,21.0,32.0,4.0,6.0,5.0,3.0,,,,1.0,12.0,7.0,6.0,12.0,116.0,113.0,1.0,1.0,2.0,3.0,,,,,,,63.0,49.0,49.0,63.0,19.0,22.0,22.0,19.0,2.0,8.0,2.0,8.0,3.0,3.0,4.0,18.0,18.0,4.0,0.0,0.0,0.0,0.0,,,,,3.0,,,
2024-25,2444689,22,2025-01-18 15:00:00,"London Stadium, London",62469.0,West Ham,Crystal Palace,0,2,2,0,L,W,0,0,0,0,1,0,0,1,,2.0,7.0,12.0,,7.0,4.0,4.0,3.0,1.0,,,,,,1.0,,1.0,,1.0,,,,,,1.0,5.0,10.0,2.0,7.0,15.0,28.0,46.0,53.0,547.0,474.0,449.0,386.0,53.5,46.5,16.0,17.0,11.0,19.0,6.0,10.0,11.0,16.0,24.0,17.0,24.0,17.0,8.0,9.0,1.0,3.0,1.0,,,,4.0,11.0,10.0,7.0,142.0,128.0,5.0,,2.0,,,,,1.0,,,49.0,46.0,46.0,49.0,18.0,10.0,10.0,18.0,2.0,4.0,2.0,4.0,,3.0,13.0,10.0,10.0,13.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,,,
2024-25,2444690,23,2025-01-25 15:00:00,"Vitality Stadium, Bournemouth",11228.0,Bournemouth,Nott'm Forest,5,0,0,5,W,L,1,0,0,1,0,0,0,0,5.0,,16.0,18.0,10.0,4.0,3.0,9.0,3.0,5.0,,,,,2.0,1.0,3.0,,,1.0,,1.0,,,4.0,,9.0,12.0,8.0,7.0,23.0,36.0,53.0,56.0,358.0,338.0,288.0,253.0,51.0,49.0,31.0,34.0,22.0,11.0,12.0,6.0,9.0,5.0,34.0,24.0,34.0,24.0,9.0,10.0,5.0,3.0,,,,2.0,8.0,11.0,8.0,16.0,122.0,146.0,4.0,5.0,,5.0,,,1.0,,,,54.0,48.0,48.0,54.0,9.0,20.0,20.0,9.0,3.0,9.0,3.0,9.0,1.0,3.0,9.0,12.0,12.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,106993.76,101257.46
2024-25,2444691,23,2025-01-26 16:30:00,"Villa Park, Birmingham",41628.0,Aston Villa,West Ham,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,14.0,14.0,4.0,4.0,6.0,6.0,4.0,4.0,,,,,,3.0,,1.0,,3.0,,,,,1.0,1.0,11.0,8.0,7.0,5.0,27.0,30.0,35.0,57.0,378.0,443.0,309.0,374.0,45.8,54.2,26.0,39.0,27.0,31.0,15.0,17.0,9.0,14.0,22.0,24.0,22.0,24.0,9.0,13.0,5.0,4.0,1.0,,,,15.0,8.0,14.0,10.0,134.0,137.0,2.0,3.0,1.0,1.0,,,,,,,69.0,75.0,75.0,69.0,20.0,18.0,18.0,20.0,4.0,3.0,4.0,3.0,1.0,3.0,13.0,16.0,14.0,11.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,114295.45,115684.92
2024-25,2444692,23,2025-01-25 15:00:00,"American Express Stadium, Falmer",31567.0,Brighton,Everton,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,16.0,3.0,1.0,1.0,11.0,2.0,4.0,,,,,,,,,1.0,,,,,,,,,9.0,1.0,2.0,,50.0,8.0,84.0,38.0,641.0,298.0,560.0,224.0,68.9,31.1,32.0,7.0,23.0,26.0,10.0,15.0,7.0,11.0,18.0,55.0,18.0,55.0,6.0,4.0,,4.0,,,,,5.0,8.0,15.0,13.0,151.0,126.0,,1.0,1.0,,,,,1.0,,,62.0,61.0,61.0,62.0,20.0,25.0,25.0,20.0,9.0,1.0,9.0,1.0,1.0,,8.0,11.0,11.0,7.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,1.0,113242.99,111858.74
2024-25,2444693,23,2025-01-26 14:00:00,"Selhurst Park, London",25066.0,Crystal Palace,Brentford,1,2,2,1,L,W,0,0,0,0,0,0,0,0,1.0,2.0,16.0,12.0,5.0,6.0,7.0,5.0,4.0,1.0,1.0781,1.2604,1.2957,1.733,1.0,,1.0,1.0,,,1.0,,1.13865,0.75396,1.0,1.0,10.0,9.0,7.0,5.0,36.0,32.0,52.0,51.0,315.0,352.0,223.0,251.0,47.3,52.7,22.0,33.0,15.0,16.0,13.0,9.0,2.0,2.0,36.0,45.0,36.0,45.0,18.0,4.0,1.0,4.0,,2.0,,1.0,10.0,4.0,8.0,5.0,140.0,150.0,4.0,4.0,2.0,1.0,1.733,1.2957,,,,,48.0,53.0,53.0,48.0,18.0,19.0,19.0,18.0,4.0,7.0,4.0,7.0,3.0,,8.0,11.0,11.0,8.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,,100417.51,102877.67
2024-25,2444694,23,2025-01-26 19:00:00,"Craven Cottage, London",27288.0,Fulham,Man Utd,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,9.0,4.0,3.0,1.0,6.0,2.0,,1.0,0.6709,0.2547,0.1864,0.1616,,,,,,,,,0.413222,0.34492,,,7.0,1.0,3.0,,23.0,11.0,51.0,48.0,496.0,491.0,413.0,412.0,50.9,49.1,22.0,10.0,16.0,18.0,10.0,9.0,7.0,7.0,10.0,22.0,10.0,22.0,10.0,9.0,1.0,1.0,,,,,3.0,4.0,8.0,9.0,126.0,125.0,,2.0,1.0,,0.1616,0.1864,,1.0,,,42.0,44.0,44.0,42.0,14.0,16.0,16.0,14.0,3.0,,3.0,,,1.0,7.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,112601.68,111212.16
2024-25,2444695,23,2025-01-25 15:00:00,"Anfield, Liverpool",60420.0,Liverpool,Ipswich,4,1,1,4,W,L,3,0,0,3,0,0,0,0,4.0,1.0,16.0,3.0,6.0,3.0,7.0,,3.0,,,,,,2.0,2.0,3.0,1.0,,1.0,1.0,,,,3.0,1.0,12.0,2.0,7.0,2.0,47.0,11.0,92.0,29.0,746.0,312.0,673.0,241.0,70.4,29.6,43.0,7.0,16.0,22.0,9.0,12.0,3.0,13.0,7.0,34.0,7.0,34.0,10.0,7.0,,3.0,,,,,8.0,16.0,15.0,8.0,128.0,114.0,2.0,2.0,1.0,4.0,,,,,,,54.0,45.0,45.0,54.0,11.0,5.0,5.0,11.0,3.0,4.0,3.0,4.0,,,10.0,11.0,11.0,10.0,0.0,0.0,0.0,0.0,,,,,,1.0,105520.85,112136.25
2024-25,2444696,23,2025-01-25 17:30:00,"Etihad Stadium, Manchester",52793.0,Man City,Chelsea,3,1,1,3,W,L,1,1,1,1,0,0,0,0,3.0,1.0,15.0,10.0,6.0,4.0,6.0,3.0,3.0,3.0,2.5014,1.8002,2.3483,1.8173,7.0,2.0,3.0,1.0,4.0,2.0,1.0,,0.505053,1.17784,3.0,1.0,11.0,8.0,5.0,6.0,12.0,12.0,41.0,37.0,567.0,425.0,489.0,352.0,57.0,43.0,26.0,23.0,13.0,12.0,9.0,8.0,6.0,4.0,15.0,12.0,15.0,12.0,7.0,7.0,3.0,3.0,,1.0,1.0,1.0,11.0,9.0,5.0,5.0,109.0,119.0,3.0,3.0,1.0,3.0,1.8173,2.3483,,,,,37.0,37.0,37.0,37.0,7.0,8.0,8.0,7.0,2.0,3.0,2.0,4.0,2.0,1.0,6.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,,,,,5.0,2.0,115018.53,109643.25
