season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,blockedPass_h,blockedPass_a
2011-12,360479,2,2011-08-20 12:45:00,"Emirates Stadium, London",60090,Arsenal,Liverpool,0,2,2,0,L,W,0,0,0,0,1,0,0,1,,2.0,12.0,14.0,3.0,6.0,5.0,6.0,4.0,2.0,1.0,2.0,,1.0,1.0,1.0,,1.0,,1.0,8.0,13.0,5.0,8.0,16.0,30.0,60.0,74.0,469.0,477.0,383.0,386.0,49.8,50.2,,,18.0,31.0,14.0,24.0,21.0,16.0,35.0,22.0,22.0,16.0,2.0,4.0,,,1.0,,8.0,8.0,23.0,12.0,168.0,160.0,,,2.0,,,1.0,1.0,,43.0,61.0,61.0,43.0,10.0,12.0,12.0,10.0,9.0,5.0,9.0,5.0,1.0,,10.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,,,,,,6.0,,
2011-12,360480,2,2011-08-20 15:00:00,"Villa Park, Birmingham",32319,Aston Villa,Blackburn,3,1,1,3,W,L,2,0,0,2,0,0,0,0,3.0,1.0,10.0,12.0,5.0,2.0,4.0,6.0,1.0,4.0,,,1.0,1.0,,,,,2.0,1.0,8.0,7.0,5.0,3.0,16.0,23.0,66.0,85.0,407.0,382.0,313.0,292.0,51.6,48.4,,,19.0,17.0,11.0,13.0,19.0,13.0,26.0,30.0,13.0,21.0,4.0,1.0,,,,,10.0,8.0,5.0,9.0,160.0,162.0,,,1.0,3.0,,,,,56.0,44.0,44.0,56.0,16.0,8.0,8.0,16.0,5.0,4.0,5.0,4.0,,1.0,9.0,13.0,13.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,4.0,,
2011-12,360481,2,2011-08-21 16:00:00,"University of Bolton Stadium, Bolton",24273,Bolton,Man City,2,3,3,2,L,W,1,2,2,1,0,0,0,0,2.0,3.0,7.0,18.0,3.0,7.0,2.0,8.0,2.0,3.0,,3.0,,1.0,,2.0,,,2.0,3.0,4.0,17.0,3.0,9.0,26.0,22.0,83.0,70.0,349.0,480.0,249.0,396.0,43.5,56.5,,,19.0,10.0,16.0,9.0,17.0,21.0,29.0,40.0,16.0,24.0,3.0,2.0,,,2.0,,11.0,4.0,10.0,12.0,163.0,163.0,,,3.0,2.0,,,,,46.0,50.0,50.0,46.0,9.0,10.0,10.0,9.0,7.0,8.0,7.0,8.0,2.0,,19.0,17.0,14.0,19.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,
2011-12,360482,2,2011-08-20 17:30:00,"Stamford Bridge, London",41091,Chelsea,West Brom,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,24.0,6.0,8.0,4.0,8.0,2.0,8.0,,2.0,1.0,,1.0,2.0,1.0,,,2.0,,19.0,5.0,12.0,3.0,25.0,20.0,81.0,57.0,582.0,300.0,513.0,222.0,65.7,34.3,,,27.0,21.0,16.0,18.0,11.0,21.0,15.0,25.0,6.0,12.0,,7.0,,,1.0,,4.0,16.0,11.0,17.0,140.0,155.0,,,1.0,2.0,,,,,65.0,51.0,51.0,65.0,13.0,12.0,12.0,13.0,7.0,4.0,7.0,4.0,1.0,,15.0,9.0,9.0,14.0,0.0,0.0,0.0,0.0,,,,,1.0,6.0,,
2011-12,360483,2,2011-08-20 15:00:00,"Goodison Park, Liverpool",35008,Everton,QPR,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,14.0,4.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,,,,1.0,,1.0,,,1.0,10.0,4.0,4.0,3.0,38.0,19.0,73.0,93.0,439.0,436.0,328.0,312.0,51.8,48.2,21.0,6.0,21.0,25.0,16.0,19.0,15.0,12.0,14.0,38.0,5.0,18.0,2.0,2.0,,,,,4.0,2.0,18.0,14.0,191.0,190.0,,4.0,1.0,,,1.0,,,59.0,53.0,53.0,59.0,29.0,12.0,12.0,29.0,2.0,1.0,2.0,1.0,,,12.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,,
2011-12,360484,2,2011-08-22 20:00:00,"Old Trafford, Manchester",75498,Man Utd,Spurs,3,0,0,3,W,L,0,0,0,0,0,0,0,0,3.0,,28.0,21.0,14.0,9.0,5.0,7.0,9.0,5.0,4.0,,3.0,,1.0,,,1.0,3.0,,21.0,14.0,16.0,8.0,21.0,10.0,58.0,68.0,442.0,412.0,369.0,321.0,53.0,47.0,,,16.0,22.0,11.0,18.0,23.0,21.0,27.0,26.0,16.0,11.0,5.0,8.0,,,,,13.0,8.0,18.0,14.0,160.0,158.0,,,,3.0,1.0,,,,45.0,56.0,56.0,45.0,11.0,9.0,9.0,11.0,11.0,3.0,11.0,3.0,,1.0,13.0,9.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2011-12,360485,2,2011-08-21 13:30:00,"Carrow Road, Norwich",26272,Norwich,Stoke,1,1,1,1,D,D,1,0,0,1,1,0,0,1,1.0,1.0,10.0,18.0,3.0,5.0,2.0,9.0,5.0,4.0,,1.0,,,,2.0,,,1.0,1.0,6.0,14.0,5.0,7.0,29.0,44.0,80.0,104.0,326.0,381.0,243.0,301.0,46.9,53.1,,,17.0,8.0,14.0,6.0,4.0,6.0,32.0,44.0,17.0,27.0,4.0,4.0,,1.0,,,6.0,2.0,5.0,9.0,166.0,152.0,,,1.0,1.0,,,,,44.0,41.0,41.0,44.0,13.0,14.0,14.0,13.0,3.0,6.0,3.0,6.0,2.0,,13.0,12.0,12.0,13.0,0.0,0.0,0.0,0.0,,1.0,,,3.0,,,
2011-12,360486,2,2011-08-20 12:00:00,"Stadium of Light, Sunderland",47751,Sunderland,Newcastle,0,1,1,0,L,W,0,0,0,0,1,0,0,1,,1.0,15.0,13.0,3.0,6.0,9.0,5.0,3.0,2.0,,2.0,,,,3.0,1.0,,,,12.0,9.0,6.0,6.0,19.0,20.0,85.0,53.0,269.0,275.0,186.0,176.0,50.0,50.0,,,24.0,22.0,20.0,15.0,7.0,15.0,25.0,38.0,9.0,14.0,2.0,3.0,1.0,1.0,,,4.0,8.0,12.0,20.0,174.0,186.0,,,1.0,,,1.0,,,55.0,55.0,55.0,55.0,16.0,12.0,12.0,16.0,8.0,6.0,7.0,6.0,,2.0,17.0,9.0,7.0,17.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2011-12,360487,2,2011-08-20 15:00:00,"Liberty Stadium, Swansea",19028,Swansea,Wigan,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,13.0,10.0,4.0,3.0,8.0,6.0,1.0,1.0,,,,,,1.0,,2.0,,,7.0,9.0,2.0,3.0,24.0,10.0,54.0,60.0,545.0,305.0,470.0,238.0,64.0,36.0,,,9.0,20.0,8.0,13.0,10.0,28.0,13.0,37.0,9.0,19.0,1.0,1.0,,,,,5.0,9.0,11.0,6.0,144.0,118.0,,,,,1.0,1.0,,,41.0,40.0,40.0,41.0,4.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,,,9.0,19.0,19.0,8.0,0.0,0.0,0.0,0.0,,1.0,,,2.0,1.0,,
2011-12,360488,2,2011-08-21 14:00:00,"Molineux Stadium, Wolverhampton",22657,Wolves,Fulham,2,0,0,2,W,L,2,0,0,2,0,0,0,0,2.0,,20.0,12.0,6.0,4.0,11.0,5.0,3.0,3.0,2.0,2.0,1.0,,2.0,2.0,1.0,,,,14.0,11.0,5.0,6.0,18.0,13.0,96.0,57.0,472.0,394.0,367.0,296.0,53.5,46.5,,,10.0,11.0,8.0,8.0,23.0,17.0,20.0,34.0,11.0,19.0,3.0,3.0,,2.0,,1.0,3.0,8.0,11.0,6.0,164.0,166.0,,,,2.0,1.0,,,,39.0,38.0,38.0,39.0,11.0,17.0,17.0,11.0,7.0,8.0,7.0,8.0,,,7.0,11.0,10.0,7.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2011-12,360489,3,2011-08-27 12:05:00,"Villa Park, Birmingham",30776,Aston Villa,Wolves,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,18.0,7.0,3.0,2.0,11.0,2.0,4.0,3.0,,,,,,,,,,,14.0,6.0,4.0,4.0,29.0,15.0,64.0,82.0,346.0,412.0,250.0,314.0,45.9,54.1,,,17.0,13.0,12.0,8.0,16.0,9.0,23.0,39.0,13.0,24.0,3.0,4.0,,,,,6.0,4.0,6.0,11.0,168.0,176.0,,,,,1.0,1.0,,,42.0,38.0,38.0,42.0,12.0,9.0,9.0,12.0,11.0,8.0,11.0,8.0,1.0,1.0,11.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2011-12,360490,3,2011-08-27 15:00:00,"Ewood Park, Blackburn",22826,Blackburn,Everton,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,21.0,11.0,7.0,3.0,7.0,5.0,7.0,3.0,1.0,1.0,,1.0,2.0,1.0,3.0,,,,13.0,8.0,8.0,3.0,30.0,24.0,77.0,61.0,252.0,372.0,160.0,266.0,41.2,58.8,,,16.0,13.0,11.0,11.0,17.0,13.0,40.0,43.0,28.0,27.0,3.0,7.0,,1.0,,,6.0,10.0,8.0,11.0,158.0,175.0,,,1.0,,,1.0,,,52.0,58.0,58.0,52.0,13.0,21.0,21.0,13.0,5.0,4.0,5.0,4.0,1.0,,17.0,15.0,13.0,17.0,0.0,0.0,0.0,0.0,2.0,1.0,,1.0,3.0,4.0,,
2011-12,360491,3,2011-08-27 15:00:00,"Stamford Bridge, London",41765,Chelsea,Norwich,3,1,1,3,W,L,1,0,0,1,0,1,1,0,3.0,1.0,18.0,11.0,7.0,6.0,8.0,4.0,3.0,1.0,1.0,2.0,2.0,,1.0,2.0,,1.0,1.0,,12.0,8.0,8.0,5.0,17.0,17.0,79.0,83.0,522.0,216.0,446.0,147.0,69.6,30.4,,,10.0,22.0,8.0,15.0,14.0,19.0,22.0,30.0,11.0,15.0,1.0,3.0,,,1.0,1.0,1.0,7.0,12.0,6.0,157.0,140.0,,,1.0,3.0,,,,,45.0,47.0,47.0,45.0,13.0,7.0,7.0,13.0,8.0,6.0,8.0,6.0,,1.0,17.0,15.0,15.0,17.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,6.0,,
2011-12,360492,3,2011-08-27 17:30:00,"Anfield, Liverpool",44725,Liverpool,Bolton,3,1,1,3,W,L,1,0,0,1,0,0,0,0,3.0,1.0,20.0,10.0,6.0,3.0,8.0,4.0,6.0,3.0,3.0,,1.0,1.0,2.0,,,,2.0,,16.0,7.0,8.0,3.0,16.0,17.0,68.0,67.0,492.0,335.0,403.0,257.0,58.8,41.2,,,25.0,18.0,19.0,13.0,9.0,17.0,25.0,44.0,14.0,29.0,3.0,6.0,,,1.0,,9.0,9.0,12.0,21.0,165.0,157.0,,,1.0,3.0,,,,,50.0,37.0,37.0,50.0,9.0,6.0,6.0,9.0,12.0,6.0,12.0,6.0,,,5.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,,,,,3.0,,,
2011-12,360493,3,2011-08-28 16:00:00,"Old Trafford, Manchester",75448,Man Utd,Arsenal,8,2,2,8,W,L,3,1,1,3,0,1,1,0,8.0,2.0,25.0,20.0,14.0,8.0,10.0,6.0,1.0,6.0,5.0,3.0,2.0,1.0,4.0,3.0,1.0,,6.0,2.0,22.0,17.0,13.0,11.0,32.0,26.0,62.0,63.0,533.0,408.0,461.0,327.0,56.3,43.7,35.0,21.0,31.0,15.0,21.0,8.0,20.0,19.0,21.0,23.0,12.0,16.0,6.0,1.0,,,,1.0,5.0,9.0,12.0,22.0,129.0,141.0,6.0,6.0,2.0,8.0,,,,,51.0,35.0,35.0,51.0,4.0,6.0,6.0,4.0,3.0,5.0,3.0,5.0,,,9.0,8.0,7.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,7.0,,,
2011-12,360494,3,2011-08-28 13:00:00,"St. James' Park, Newcastle",42684,Newcastle,Fulham,2,1,1,2,W,L,0,0,0,0,0,0,0,0,2.0,1.0,12.0,18.0,6.0,6.0,3.0,7.0,3.0,5.0,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,8.0,16.0,6.0,10.0,17.0,18.0,70.0,81.0,385.0,442.0,305.0,351.0,46.4,53.6,,,35.0,18.0,26.0,16.0,19.0,16.0,36.0,28.0,22.0,15.0,5.0,3.0,,,,1.0,11.0,8.0,11.0,21.0,162.0,174.0,,,1.0,2.0,,,,,66.0,65.0,65.0,66.0,14.0,17.0,17.0,14.0,6.0,6.0,6.0,6.0,1.0,3.0,19.0,9.0,9.0,19.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,
2011-12,360495,3,2011-08-27 15:00:00,"Liberty Stadium, Swansea",19938,Swansea,Sunderland,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,18.0,12.0,3.0,2.0,10.0,4.0,5.0,6.0,3.0,2.0,,,3.0,2.0,1.0,1.0,,,15.0,11.0,6.0,7.0,17.0,21.0,63.0,74.0,506.0,295.0,396.0,204.0,62.0,38.0,,,15.0,26.0,11.0,25.0,23.0,27.0,23.0,41.0,19.0,23.0,6.0,4.0,,,,,6.0,6.0,17.0,10.0,178.0,173.0,,,,,1.0,1.0,,,40.0,57.0,57.0,40.0,9.0,18.0,18.0,9.0,7.0,4.0,7.0,4.0,,,7.0,10.0,10.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2011-12,360496,3,2011-08-28 13:30:00,"White Hart Lane, London",36150,Spurs,Man City,1,5,5,1,L,W,0,2,2,0,0,0,0,0,1.0,5.0,21.0,22.0,5.0,9.0,6.0,10.0,10.0,3.0,2.0,4.0,,2.0,2.0,3.0,,,1.0,5.0,18.0,21.0,12.0,12.0,20.0,20.0,61.0,61.0,400.0,594.0,321.0,525.0,41.5,58.5,,,18.0,12.0,14.0,8.0,22.0,13.0,27.0,24.0,13.0,18.0,3.0,10.0,,,,,7.0,11.0,5.0,12.0,134.0,131.0,,,5.0,1.0,,,,,58.0,38.0,38.0,58.0,20.0,8.0,8.0,20.0,9.0,5.0,10.0,5.0,,1.0,14.0,11.0,9.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2011-12,360497,3,2011-08-28 15:00:00,"The Hawthorns, West Bromwich",22909,West Brom,Stoke,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,16.0,5.0,4.0,1.0,9.0,4.0,3.0,,1.0,,,,1.0,,,,,1.0,10.0,4.0,4.0,1.0,13.0,23.0,69.0,95.0,423.0,289.0,322.0,203.0,58.9,41.1,,,22.0,18.0,16.0,15.0,14.0,19.0,17.0,45.0,8.0,28.0,,3.0,,,,,4.0,9.0,9.0,18.0,178.0,167.0,,,1.0,,,1.0,,,53.0,49.0,49.0,53.0,11.0,18.0,18.0,11.0,5.0,1.0,5.0,1.0,1.0,1.0,10.0,11.0,11.0,9.0,0.0,0.0,0.0,0.0,,,,,4.0,,,
2011-12,360498,3,2011-08-27 12:30:00,"DW Stadium, Wigan",17225,Wigan,QPR,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,12.0,19.0,5.0,4.0,2.0,10.0,5.0,5.0,,,,,,,,2.0,1.0,,5.0,13.0,5.0,4.0,20.0,7.0,61.0,64.0,428.0,349.0,347.0,270.0,55.2,44.8,,,20.0,17.0,17.0,13.0,17.0,12.0,25.0,25.0,16.0,15.0,5.0,5.0,1.0,1.0,,,5.0,11.0,13.0,15.0,140.0,147.0,,,,2.0,1.0,,,,50.0,46.0,46.0,50.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0,7.0,,3.0,14.0,8.0,8.0,14.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
