season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickGoal,attLgLeft,attPenTarget,penaltySave,secondYellow,attCorner,attFreekickPost,attOneOnOne,attPenMiss,contentiousDecision,attLgRight,attObxdRight,attemptedTackleFoul,blockedPass,putThrough,successfulPutThrough,ptsDroppedWinningPos,ptsGainedLosingPos,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,keeperGoals,subsGoals,successfulFiftyFifty,winningGoal,totalDistance
2013-14,694931,4.0,2013-09-14 15:00:00,4,Newcastle,Away,149.0,17.0,1.0,3.0,2.0,5.0,,162.0,1.0,,3.0,9.0,16.0,19.0,308.0,2.0,1.0,30.0,26.0,22.0,11.0,1.0,,,,,,,,16.0,,,,,,6.0,4.0,,,,72.0,62.0,1.0,,2.0,2.0,1.0,11.0,,2.0,6.0,4.0,,15.0,,70.0,59.0,2.0,32.0,13.0,1.0,1.0,62.0,12.0,9.0,1.0,1.0,1.0,,,156.0,1.0,,,1.0,,,8.0,,,2.0,1.0,,,,1.0,13.0,,17.0,17.0,1.0,3.0,79.0,78.0,39.0,4.0,1.0,7.0,6.0,8.0,379.0,,,4.0,2.0,,42.0,61.0,18.0,,,,,140.0,140.0,2.0,22.0,31.0,45.3,,,0.0,,,,85.0,,,,1.0,,8.0,,3.0,79.0,298.0,13.0,167.0,31.0,32.0,23.0,2.0,12.0,10.0,,122.0,18.0,237.0,2.0,,23.0,17.0,35.0,3.0,392.0,2.0,0.0,17.0,14.0,4.0,32.0,4.0,613.0,,8.0,14.0,2.0,11.0,0.0,,,,,,,,,,1.0,,,3.0,17.0,17.0,9.0,,,,,,,,,,,,,
2013-14,694946,5.0,2013-09-21 15:00:00,4,Newcastle,Home,219.0,15.0,,4.0,4.0,4.0,,246.0,3.0,,4.0,3.0,29.0,30.0,461.0,,,20.0,16.0,21.0,12.0,1.0,,,,1.0,,,,14.0,,,,,,9.0,3.0,,,,76.0,64.0,2.0,1.0,1.0,,6.0,5.0,,3.0,8.0,9.0,,13.0,1.0,60.0,56.0,,23.0,8.0,,1.0,75.0,11.0,8.0,2.0,,2.0,1.0,1.0,176.0,1.0,,,1.0,,,5.0,,,2.0,,,,,,8.0,,11.0,11.0,,4.0,150.0,83.0,50.0,3.0,,7.0,7.0,2.0,532.0,,,5.0,1.0,,53.0,67.0,27.0,,,,,152.0,152.0,2.0,24.0,29.0,61.3,,1.0,0.0,,,,150.0,1.0,1.0,2.0,1.0,,7.0,,3.0,99.0,447.0,14.0,232.0,43.0,23.0,25.0,2.0,20.0,18.0,,149.0,7.0,340.0,,,18.0,32.0,59.0,,552.0,1.0,0.0,15.0,17.0,1.0,21.0,1.0,755.0,,13.0,10.0,3.0,15.0,0.0,,,,,,,,,,,,,4.0,14.0,14.0,8.0,,,,,,,,,,,,,
2013-14,694952,6.0,2013-09-30 20:00:00,4,Newcastle,Away,224.0,20.0,,2.0,2.0,1.0,,214.0,6.0,,4.0,8.0,24.0,36.0,436.0,,2.0,16.0,15.0,16.0,9.0,1.0,,,,3.0,,,,12.0,,,1.0,,,9.0,10.0,,,,79.0,64.0,2.0,1.0,1.0,2.0,4.0,22.0,,1.0,8.0,8.0,,12.0,2.0,72.0,50.0,2.0,18.0,10.0,,2.0,67.0,16.0,5.0,1.0,,3.0,,3.0,158.0,2.0,,1.0,2.0,,,9.0,,,2.0,,,,,1.0,10.0,1.0,20.0,20.0,1.0,4.0,138.0,84.0,58.0,1.0,1.0,5.0,7.0,6.0,496.0,,,3.0,1.0,,47.0,72.0,22.0,,,,,129.0,129.0,1.0,29.0,29.0,50.1,1.0,,0.0,,,,133.0,2.0,3.0,5.0,1.0,,5.0,,3.0,87.0,426.0,12.0,235.0,38.0,18.0,17.0,1.0,17.0,16.0,1.0,129.0,6.0,290.0,,1.0,16.0,26.0,51.0,4.0,508.0,,0.0,15.0,21.0,6.0,18.0,1.0,706.0,,12.0,9.0,1.0,14.0,0.0,,,,,,,,1.0,,,,,5.0,12.0,12.0,9.0,,,,,,,,,,,,,
2013-14,694961,7.0,2013-10-05 15:00:00,4,Newcastle,Away,142.0,21.0,1.0,2.0,1.0,9.0,,136.0,3.0,2.0,2.0,7.0,9.0,25.0,276.0,,3.0,12.0,14.0,27.0,9.0,,2.0,,,1.0,,,,16.0,,,,1.0,2.0,5.0,3.0,,,,57.0,66.0,4.0,5.0,,5.0,5.0,11.0,,3.0,5.0,3.0,,9.0,,53.0,64.0,5.0,39.0,23.0,,,58.0,8.0,10.0,2.0,,3.0,2.0,1.0,151.0,1.0,,,1.0,,1.0,14.0,,,2.0,2.0,,,,,23.0,1.0,23.0,23.0,2.0,2.0,75.0,98.0,52.0,3.0,,3.0,7.0,10.0,348.0,,,,1.0,,42.0,45.0,24.0,,,,,142.0,142.0,2.0,30.0,28.0,42.7,1.0,,0.0,,,,77.0,1.0,,1.0,1.0,2.0,5.0,1.0,2.0,64.0,267.0,10.0,163.0,41.0,39.0,19.0,3.0,13.0,10.0,4.0,104.0,13.0,210.0,3.0,2.0,28.0,12.0,52.0,1.0,360.0,1.0,0.0,20.0,19.0,3.0,14.0,0.0,589.0,,12.0,8.0,3.0,12.0,0.0,,,,,,,1.0,,,,,,2.0,18.0,18.0,10.0,,,,,,,,,,,,,
2013-14,694976,8.0,2013-10-19 12:45:00,4,Newcastle,Home,124.0,10.0,,2.0,2.0,6.0,,128.0,10.0,2.0,6.0,7.0,10.0,13.0,250.0,,,10.0,19.0,15.0,8.0,,1.0,,,,,2.0,,13.0,,,,,1.0,13.0,10.0,,,,39.0,60.0,,,1.0,4.0,3.0,13.0,,3.0,8.0,2.0,1.0,8.0,5.0,57.0,45.0,4.0,38.0,15.0,,,57.0,8.0,10.0,,1.0,1.0,2.0,,132.0,1.0,,,1.0,,,16.0,,,1.0,,,,,,15.0,,16.0,16.0,,6.0,76.0,83.0,42.0,13.0,1.0,3.0,6.0,4.0,310.0,,,2.0,5.0,,60.0,34.0,15.0,1.0,1.0,1.0,,126.0,126.0,2.0,19.0,27.0,37.7,,1.0,0.0,,,,80.0,3.0,2.0,5.0,,1.0,7.0,,3.0,52.0,242.0,9.0,134.0,33.0,38.0,9.0,2.0,14.0,12.0,1.0,90.0,16.0,207.0,,2.0,21.0,11.0,42.0,,327.0,,1.0,14.0,21.0,3.0,12.0,2.0,536.0,,6.0,,3.0,18.0,0.0,,,,,,,,,,,,,3.0,13.0,13.0,10.0,,,,,,,,,,,,,
2013-14,694988,9.0,2013-10-27 13:30:00,4,Newcastle,Away,121.0,17.0,2.0,2.0,1.0,4.0,,162.0,4.0,1.0,2.0,8.0,6.0,21.0,281.0,,,29.0,24.0,30.0,11.0,2.0,,1.0,1.0,2.0,,,,12.0,,,,,,3.0,5.0,,,,51.0,33.0,1.0,,1.0,3.0,3.0,5.0,,3.0,9.0,1.0,1.0,10.0,2.0,59.0,57.0,3.0,34.0,21.0,,,58.0,14.0,12.0,,,4.0,1.0,2.0,145.0,1.0,,1.0,1.0,,,12.0,,,1.0,,,,,,21.0,,12.0,12.0,,2.0,97.0,86.0,40.0,5.0,,8.0,6.0,4.0,357.0,,,1.0,1.0,,61.0,46.0,15.0,,,,,153.0,153.0,,15.0,13.0,51.7,,,0.0,,,,82.0,1.0,1.0,2.0,1.0,,9.0,,3.0,70.0,267.0,14.0,143.0,33.0,34.0,14.0,3.0,13.0,11.0,,109.0,13.0,245.0,,2.0,26.0,8.0,41.0,2.0,375.0,,0.0,16.0,8.0,4.0,31.0,1.0,591.0,,19.0,8.0,3.0,6.0,0.0,,,,,,,,,,,,,4.0,18.0,18.0,14.0,,,,,,,,,,,,,
2013-14,694996,10.0,2013-11-02 12:45:00,4,Newcastle,Home,136.0,14.0,,4.0,4.0,5.0,1.0,145.0,1.0,2.0,1.0,7.0,11.0,14.0,277.0,,1.0,17.0,24.0,16.0,11.0,,,,,,,,,12.0,,,,,2.0,9.0,4.0,,,,63.0,49.0,1.0,,1.0,6.0,4.0,9.0,1.0,3.0,4.0,6.0,,11.0,,64.0,43.0,6.0,48.0,26.0,,,53.0,13.0,11.0,2.0,,,2.0,,149.0,2.0,1.0,2.0,1.0,1.0,,11.0,,,1.0,2.0,,,,,26.0,,19.0,19.0,1.0,1.0,66.0,78.0,38.0,8.0,,1.0,12.0,8.0,330.0,,,6.0,2.0,,28.0,39.0,20.0,,,,,130.0,130.0,1.0,26.0,17.0,39.1,,,0.0,,,,66.0,2.0,,1.0,2.0,,3.0,,3.0,73.0,267.0,13.0,151.0,26.0,48.0,14.0,3.0,15.0,12.0,,106.0,11.0,208.0,2.0,2.0,21.0,11.0,30.0,3.0,344.0,,0.0,15.0,10.0,4.0,20.0,2.0,563.0,,16.0,7.0,3.0,4.0,0.0,,,,,,,,,,,,,5.0,8.0,8.0,3.0,,,,,,,,,,,,,
2013-14,695010,11.0,2013-11-10 12:00:00,4,Newcastle,Away,92.0,9.0,1.0,1.0,,1.0,,73.0,4.0,2.0,,3.0,8.0,4.0,164.0,,1.0,19.0,14.0,12.0,2.0,1.0,,,,,,,,4.0,,,,,1.0,14.0,17.0,,,,45.0,65.0,1.0,,1.0,7.0,1.0,10.0,,4.0,2.0,,,12.0,7.0,58.0,56.0,7.0,47.0,18.0,,1.0,48.0,15.0,5.0,1.0,,2.0,2.0,,109.0,1.0,,1.0,1.0,,,12.0,,,1.0,2.0,,,,,18.0,,14.0,14.0,,,59.0,69.0,23.0,11.0,,2.0,2.0,4.0,241.0,,,7.0,6.0,,38.0,28.0,9.0,,,,,157.0,157.0,1.0,26.0,27.0,34.7,,2.0,0.0,,,,43.0,8.0,6.0,14.0,2.0,,3.0,,3.0,31.0,160.0,4.0,115.0,21.0,47.0,18.0,4.0,8.0,4.0,,74.0,12.0,149.0,2.0,2.0,19.0,9.0,30.0,8.0,256.0,,0.0,8.0,29.0,6.0,21.0,2.0,509.0,,14.0,10.0,4.0,24.0,0.0,,,,,,,,1.0,,,,,,11.0,11.0,7.0,,,,,,,,,,,,,
2013-14,695016,12.0,2013-11-23 15:00:00,4,Newcastle,Home,223.0,20.0,2.0,3.0,2.0,6.0,,165.0,2.0,,,7.0,12.0,28.0,385.0,1.0,1.0,16.0,19.0,18.0,15.0,1.0,2.0,,,1.0,,,,17.0,,,,,,8.0,2.0,,,,85.0,57.0,2.0,1.0,2.0,2.0,6.0,6.0,,6.0,8.0,5.0,,11.0,1.0,51.0,56.0,2.0,38.0,20.0,,,51.0,8.0,7.0,2.0,,2.0,,1.0,154.0,1.0,1.0,1.0,,1.0,,8.0,,,1.0,,,,,,20.0,,21.0,21.0,3.0,,108.0,86.0,49.0,5.0,,9.0,8.0,5.0,445.0,,,2.0,4.0,,47.0,50.0,13.0,,,,,129.0,129.0,5.0,26.0,24.0,48.8,,1.0,0.0,,,,110.0,1.0,,1.0,,2.0,10.0,,3.0,69.0,378.0,17.0,240.0,34.0,38.0,23.0,5.0,17.0,13.0,3.0,99.0,11.0,234.0,,,25.0,16.0,53.0,2.0,457.0,1.0,0.0,21.0,18.0,3.0,18.0,0.0,677.0,,10.0,15.0,6.0,10.0,0.0,,,,,,,,,,1.0,,,4.0,13.0,13.0,11.0,,,,,,,,,,,,,
2013-14,695027,13.0,2013-11-30 17:30:00,4,Newcastle,Home,186.0,22.0,,4.0,4.0,9.0,,173.0,2.0,2.0,2.0,8.0,12.0,31.0,355.0,,1.0,16.0,33.0,31.0,9.0,,1.0,,,,,,,12.0,,,,,1.0,8.0,6.0,,,,67.0,62.0,,,,,3.0,6.0,,3.0,14.0,5.0,,8.0,1.0,72.0,71.0,,22.0,13.0,,1.0,64.0,15.0,15.0,1.0,,,,,148.0,1.0,,,1.0,,,10.0,,,1.0,3.0,,,,,13.0,,15.0,15.0,,2.0,118.0,86.0,43.0,3.0,1.0,4.0,6.0,6.0,425.0,,,4.0,,,53.0,57.0,18.0,,,,,148.0,148.0,2.0,29.0,23.0,53.1,,,0.0,,,,114.0,,,,1.0,1.0,5.0,1.0,2.0,74.0,341.0,10.0,200.0,42.0,22.0,16.0,2.0,21.0,19.0,1.0,124.0,20.0,268.0,4.0,2.0,27.0,12.0,62.0,4.0,447.0,1.0,0.0,14.0,23.0,2.0,21.0,1.0,644.0,,3.0,5.0,3.0,19.0,0.0,,,,,,,,,,2.0,,,5.0,14.0,14.0,5.0,,,,,,,,,,,,,
2013-14,695038,14.0,2013-12-04 19:45:00,4,Newcastle,Away,149.0,17.0,1.0,4.0,3.0,8.0,,162.0,4.0,,4.0,9.0,9.0,36.0,307.0,,,21.0,10.0,12.0,7.0,1.0,,1.0,,1.0,1.0,,,12.0,,,,,,8.0,6.0,,,,58.0,65.0,,,,2.0,6.0,11.0,,1.0,10.0,4.0,,13.0,1.0,46.0,57.0,2.0,22.0,12.0,1.0,,57.0,8.0,3.0,,,1.0,,1.0,140.0,,,,,,,6.0,,,,3.0,,,,,12.0,,24.0,24.0,3.0,4.0,89.0,60.0,42.0,5.0,,2.0,6.0,3.0,374.0,,,2.0,4.0,1.0,38.0,51.0,11.0,,,,,135.0,135.0,4.0,37.0,15.0,34.6,,,0.0,,,,97.0,1.0,2.0,3.0,1.0,,5.0,1.0,3.0,66.0,300.0,8.0,176.0,27.0,22.0,19.0,1.0,15.0,14.0,1.0,102.0,14.0,223.0,3.0,,25.0,9.0,57.0,,384.0,,0.0,14.0,27.0,,22.0,2.0,600.0,,23.0,15.0,1.0,18.0,0.0,,,,,,,,,,3.0,1.0,,4.0,13.0,13.0,2.0,,,,,,,,,,,,,
2013-14,695045,15.0,2013-12-07 12:45:00,4,Newcastle,Away,149.0,21.0,,5.0,5.0,5.0,,212.0,2.0,3.0,2.0,5.0,16.0,27.0,356.0,,1.0,28.0,13.0,20.0,8.0,,,,,,,,,9.0,,,,,,6.0,2.0,,,,63.0,66.0,,,,1.0,1.0,8.0,1.0,4.0,6.0,8.0,,15.0,3.0,62.0,74.0,1.0,22.0,13.0,,,63.0,18.0,11.0,,,1.0,,,151.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,,13.0,,20.0,20.0,2.0,2.0,113.0,73.0,40.0,4.0,1.0,5.0,4.0,3.0,416.0,,,4.0,5.0,,57.0,79.0,20.0,,,,,148.0,148.0,4.0,28.0,22.0,52.9,,,0.0,,,,111.0,3.0,1.0,3.0,2.0,,5.0,,3.0,87.0,343.0,9.0,167.0,34.0,22.0,23.0,1.0,15.0,14.0,,125.0,12.0,286.0,1.0,3.0,21.0,17.0,52.0,2.0,438.0,,0.0,9.0,29.0,4.0,35.0,2.0,678.0,,15.0,15.0,4.0,19.0,0.0,,,,,,,,,,,,,4.0,15.0,15.0,9.0,,,,,,,,,,,,,
2013-14,695057,16.0,2013-12-14 15:00:00,4,Newcastle,Home,83.0,15.0,3.0,5.0,3.0,4.0,1.0,141.0,2.0,3.0,4.0,12.0,11.0,20.0,219.0,1.0,,30.0,12.0,19.0,6.0,4.0,,1.0,,1.0,,,,9.0,,,,,3.0,3.0,5.0,,,,45.0,60.0,1.0,2.0,1.0,2.0,3.0,4.0,,11.0,12.0,5.0,,13.0,1.0,48.0,64.0,2.0,28.0,14.0,,,61.0,10.0,15.0,1.0,,3.0,2.0,1.0,147.0,,,,,,,3.0,,,,2.0,,,,,14.0,,15.0,15.0,2.0,4.0,53.0,81.0,39.0,3.0,,6.0,4.0,5.0,286.0,,,3.0,3.0,,41.0,66.0,17.0,,,,,172.0,172.0,2.0,24.0,17.0,39.8,,1.0,0.0,,,,74.0,1.0,1.0,2.0,,,8.0,,3.0,70.0,200.0,10.0,101.0,27.0,28.0,19.0,9.0,27.0,19.0,,114.0,14.0,245.0,2.0,3.0,30.0,11.0,46.0,7.0,319.0,1.0,0.0,16.0,21.0,,34.0,1.0,569.0,,13.0,10.0,11.0,13.0,0.0,,,,,,,,1.0,,,,,1.0,17.0,17.0,11.0,,,,,,,,,,,,,
2013-14,695062,17.0,2013-12-21 15:00:00,4,Newcastle,Away,300.0,18.0,3.0,3.0,1.0,,,192.0,4.0,1.0,11.0,6.0,18.0,30.0,489.0,1.0,2.0,15.0,17.0,20.0,7.0,1.0,,,1.0,1.0,,,,8.0,1.0,,1.0,,1.0,6.0,3.0,,,,83.0,80.0,2.0,2.0,1.0,2.0,2.0,5.0,,7.0,10.0,5.0,,18.0,1.0,58.0,64.0,2.0,24.0,18.0,,,62.0,14.0,10.0,,,3.0,1.0,1.0,194.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,1.0,18.0,1.0,20.0,20.0,1.0,11.0,144.0,100.0,51.0,3.0,2.0,3.0,6.0,6.0,568.0,,,1.0,3.0,,54.0,55.0,26.0,,,,1.0,155.0,155.0,4.0,34.0,30.0,66.9,1.0,1.0,0.0,,,,162.0,2.0,2.0,4.0,3.0,,5.0,,2.0,73.0,477.0,9.0,327.0,46.0,24.0,18.0,6.0,21.0,16.0,,118.0,5.0,277.0,,1.0,28.0,19.0,67.0,4.0,583.0,1.0,0.0,13.0,26.0,3.0,15.0,2.0,813.0,,6.0,10.0,7.0,18.0,0.0,,,,,,,,,,,,,4.0,12.0,12.0,8.0,,,,,,,,,,,,,
2013-14,695077,18.0,2013-12-26 15:00:00,4,Newcastle,Home,157.0,14.0,1.0,5.0,5.0,,,276.0,7.0,1.0,3.0,,11.0,27.0,428.0,,,23.0,15.0,11.0,15.0,1.0,,1.0,,1.0,,,,21.0,1.0,1.0,1.0,,,5.0,6.0,,,,55.0,48.0,3.0,3.0,2.0,,6.0,5.0,,8.0,23.0,8.0,,8.0,,44.0,51.0,,10.0,7.0,,,53.0,10.0,8.0,4.0,,3.0,,1.0,137.0,3.0,,1.0,3.0,,,10.0,,,4.0,,,,,,7.0,2.0,7.0,7.0,1.0,3.0,138.0,57.0,44.0,2.0,1.0,11.0,8.0,8.0,464.0,,,2.0,4.0,,66.0,70.0,26.0,,,,2.0,111.0,111.0,3.0,18.0,23.0,57.8,2.0,,0.0,,,,147.0,1.0,,1.0,,,13.0,,3.0,134.0,417.0,19.0,163.0,28.0,10.0,24.0,3.0,33.0,31.0,,168.0,1.0,347.0,,1.0,6.0,11.0,38.0,,477.0,1.0,0.0,27.0,16.0,1.0,24.0,1.0,680.0,,11.0,17.0,8.0,10.0,0.0,,,1.0,,,,,,,,,,1.0,9.0,9.0,8.0,,,,,,,,,,,,,
2013-14,695087,19.0,2013-12-29 13:30:00,4,Newcastle,Home,219.0,24.0,2.0,6.0,4.0,3.0,,156.0,3.0,3.0,2.0,10.0,18.0,31.0,369.0,,1.0,23.0,18.0,27.0,4.0,2.0,,,,,,,,6.0,,,,,2.0,4.0,7.0,4.0,7.0,,67.0,64.0,,1.0,,2.0,2.0,8.0,1.0,4.0,12.0,7.0,,14.0,,55.0,67.0,2.0,27.0,17.0,,1.0,62.0,10.0,8.0,,,,1.0,,186.0,,,,,,,8.0,,,,1.0,,,,,17.0,1.0,14.0,14.0,,2.0,111.0,91.0,51.0,1.0,,3.0,3.0,3.0,455.0,,,2.0,2.0,,31.0,74.0,40.0,,,,,159.0,159.0,3.0,29.0,27.0,47.3,,1.0,0.0,,,,111.0,2.0,2.0,3.0,1.0,,6.0,,3.0,69.0,357.0,6.0,242.0,42.0,27.0,15.0,4.0,24.0,20.0,,115.0,17.0,257.0,1.0,3.0,20.0,20.0,54.0,1.0,475.0,,0.0,11.0,23.0,4.0,23.0,0.0,682.0,22.0,12.0,9.0,4.0,13.0,0.0,,,,,,3.0,,,,,,,1.0,11.0,21.0,11.0,,,,,,,,,,,,,
2013-14,695100,20.0,2014-01-01 15:00:00,4,Newcastle,Away,244.0,18.0,1.0,5.0,4.0,4.0,,156.0,5.0,2.0,4.0,11.0,9.0,27.0,395.0,,,17.0,7.0,23.0,5.0,,,,,1.0,,,,6.0,,,,,1.0,9.0,4.0,,,,64.0,62.0,1.0,1.0,,3.0,3.0,3.0,,4.0,12.0,7.0,,9.0,2.0,39.0,59.0,3.0,24.0,9.0,,1.0,63.0,15.0,7.0,,,2.0,1.0,1.0,155.0,,,,,,,10.0,,,,5.0,,,,1.0,9.0,,18.0,18.0,,6.0,128.0,88.0,53.0,3.0,,3.0,2.0,3.0,466.0,,,1.0,2.0,,52.0,44.0,18.0,1.0,1.0,1.0,,137.0,137.0,1.0,27.0,21.0,53.8,,1.0,0.0,,,,132.0,1.0,2.0,3.0,,,3.0,,3.0,59.0,384.0,5.0,260.0,37.0,24.0,16.0,4.0,24.0,20.0,,108.0,15.0,243.0,5.0,4.0,27.0,10.0,54.0,2.0,479.0,,1.0,9.0,19.0,1.0,18.0,0.0,684.0,,7.0,10.0,4.0,14.0,0.0,,,,,,,,,,,,,4.0,17.0,17.0,8.0,,,,,,,,,,,,,
2013-14,695107,21.0,2014-01-12 14:05:00,4,Newcastle,Home,171.0,19.0,1.0,3.0,2.0,5.0,,184.0,5.0,4.0,4.0,7.0,11.0,27.0,352.0,,,19.0,18.0,17.0,8.0,1.0,,,,,,,,10.0,,,,,2.0,13.0,1.0,,,,51.0,68.0,1.0,1.0,,2.0,2.0,4.0,,5.0,6.0,10.0,,13.0,1.0,59.0,53.0,2.0,29.0,17.0,,1.0,62.0,18.0,14.0,,1.0,4.0,5.0,,158.0,,,,,,,8.0,,,,1.0,,,,1.0,17.0,,14.0,14.0,,4.0,105.0,84.0,45.0,6.0,,4.0,5.0,5.0,421.0,,,2.0,2.0,,50.0,68.0,29.0,,,,,158.0,158.0,4.0,19.0,39.0,54.4,,,0.0,,,,125.0,4.0,,4.0,1.0,,6.0,,3.0,77.0,343.0,9.0,188.0,44.0,29.0,18.0,5.0,26.0,21.0,,119.0,14.0,277.0,1.0,5.0,23.0,11.0,50.0,3.0,439.0,,0.0,13.0,16.0,1.0,22.0,4.0,664.0,,13.0,8.0,5.0,13.0,0.0,,,,,,,,1.0,,1.0,,,8.0,17.0,17.0,12.0,,,,,,,,,,,,,
2013-14,695120,22.0,2014-01-18 15:00:00,4,Newcastle,Away,155.0,19.0,1.0,5.0,4.0,2.0,,178.0,,1.0,2.0,6.0,15.0,24.0,328.0,,2.0,23.0,24.0,22.0,13.0,,,,,1.0,,,,18.0,,,,,,9.0,3.0,,,,67.0,72.0,2.0,1.0,1.0,4.0,2.0,2.0,,3.0,8.0,4.0,,12.0,1.0,55.0,57.0,4.0,72.0,45.0,,,61.0,6.0,7.0,1.0,,2.0,1.0,1.0,166.0,2.0,,1.0,2.0,,,7.0,,,2.0,2.0,,,,,45.0,,9.0,9.0,,2.0,93.0,89.0,42.0,4.0,2.0,7.0,8.0,8.0,393.0,,,3.0,3.0,,42.0,58.0,19.0,,,,,152.0,152.0,4.0,32.0,25.0,51.7,,,0.0,,,,87.0,2.0,,2.0,1.0,,9.0,,3.0,81.0,320.0,15.0,172.0,28.0,72.0,21.0,3.0,16.0,13.0,,121.0,11.0,257.0,2.0,1.0,28.0,16.0,49.0,3.0,413.0,,0.0,19.0,20.0,6.0,26.0,0.0,685.0,,17.0,10.0,3.0,15.0,0.0,1.0,,,,,,,1.0,,,,,2.0,18.0,18.0,11.0,,,,,,,,,,,,,
2013-14,695125,23.0,2014-01-28 19:45:00,4,Newcastle,Away,148.0,13.0,2.0,3.0,1.0,5.0,,136.0,3.0,1.0,1.0,5.0,8.0,14.0,281.0,2.0,1.0,24.0,18.0,20.0,13.0,1.0,2.0,1.0,,4.0,,1.0,,14.0,,1.0,,1.0,1.0,5.0,4.0,,,,52.0,55.0,1.0,1.0,,1.0,9.0,4.0,,7.0,16.0,5.0,,11.0,2.0,42.0,62.0,1.0,26.0,16.0,,,54.0,7.0,12.0,,,4.0,,4.0,163.0,,,,,,,8.0,,,,1.0,,,,,16.0,2.0,20.0,20.0,,1.0,72.0,76.0,31.0,7.0,,5.0,9.0,3.0,357.0,,,4.0,1.0,,56.0,47.0,20.0,,,,,156.0,156.0,2.0,16.0,33.0,53.8,2.0,1.0,0.0,,,,85.0,1.0,1.0,2.0,2.0,2.0,9.0,,2.0,64.0,275.0,14.0,164.0,31.0,26.0,19.0,6.0,27.0,21.0,2.0,110.0,9.0,235.0,1.0,1.0,23.0,8.0,41.0,3.0,372.0,3.0,1.0,21.0,16.0,5.0,27.0,2.0,621.0,,14.0,15.0,7.0,10.0,0.0,,,,,,,1.0,,,,,,,19.0,19.0,14.0,,,,,,,,,,,,,
