season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickGoal,attLgLeft,attPenTarget,penaltySave,secondYellow,attCorner,attFreekickPost,attOneOnOne,attPenMiss,contentiousDecision,attLgRight,attObxdRight,attemptedTackleFoul,blockedPass,putThrough,successfulPutThrough,ptsDroppedWinningPos,ptsGainedLosingPos,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,keeperGoals,subsGoals,successfulFiftyFifty,winningGoal,totalDistance
2013-14,695137,24.0,2014-02-01 12:45:00,4,Newcastle,Home,74.0,14.0,4.0,8.0,4.0,4.0,1.0,178.0,5.0,2.0,3.0,5.0,13.0,12.0,244.0,,1.0,17.0,18.0,26.0,17.0,6.0,,,1.0,1.0,,,,19.0,,,,,4.0,10.0,6.0,,,,32.0,52.0,2.0,2.0,,2.0,9.0,9.0,,7.0,10.0,11.0,,8.0,1.0,59.0,66.0,2.0,18.0,11.0,,,54.0,18.0,12.0,,,4.0,3.0,1.0,122.0,,,,,,,12.0,,,,,,,,,11.0,,16.0,16.0,,3.0,85.0,68.0,34.0,3.0,,8.0,15.0,10.0,300.0,,,2.0,3.0,,47.0,24.0,33.0,1.0,1.0,1.0,,131.0,131.0,6.0,21.0,19.0,51.0,,,0.0,,,,77.0,2.0,,2.0,,,9.0,,3.0,95.0,230.0,23.0,88.0,30.0,18.0,13.0,5.0,29.0,24.0,,132.0,9.0,257.0,,2.0,22.0,14.0,34.0,2.0,316.0,2.0,0.0,28.0,23.0,1.0,19.0,2.0,541.0,,8.0,5.0,7.0,17.0,0.0,,,,,,,,,,,,,5.0,16.0,16.0,10.0,,,,,,,,,,,,,
2013-14,695142,25.0,2014-02-08 15:00:00,4,Newcastle,Away,135.0,14.0,,1.0,1.0,6.0,,144.0,8.0,2.0,3.0,5.0,10.0,15.0,278.0,1.0,2.0,15.0,10.0,11.0,10.0,,,,,,,1.0,,10.0,,,,,,10.0,8.0,,,,51.0,55.0,2.0,2.0,,5.0,1.0,9.0,,5.0,9.0,3.0,,22.0,4.0,62.0,52.0,5.0,26.0,8.0,,,53.0,10.0,7.0,,,,,,142.0,,,,,,,13.0,,,,1.0,,,,,8.0,,19.0,19.0,1.0,3.0,73.0,69.0,40.0,6.0,,5.0,5.0,6.0,330.0,,,1.0,4.0,,32.0,62.0,14.0,1.0,1.0,1.0,,138.0,138.0,1.0,23.0,21.0,41.0,,,0.0,,,,86.0,3.0,2.0,5.0,1.0,,5.0,,3.0,64.0,263.0,10.0,153.0,25.0,26.0,25.0,1.0,13.0,12.0,,101.0,18.0,212.0,1.0,3.0,15.0,14.0,31.0,,352.0,1.0,0.0,12.0,20.0,5.0,18.0,3.0,570.0,,7.0,14.0,5.0,15.0,0.0,,,,,,,,2.0,,,,,6.0,13.0,13.0,9.0,,,,,,,,,,,,,
2013-14,695160,26.0,2014-02-12 19:45:00,4,Newcastle,Home,147.0,11.0,2.0,3.0,1.0,7.0,,179.0,6.0,1.0,3.0,10.0,24.0,22.0,323.0,,2.0,25.0,16.0,29.0,8.0,1.0,,,,,,,,8.0,,,,,2.0,10.0,5.0,,,,67.0,69.0,3.0,3.0,,1.0,3.0,11.0,,8.0,7.0,8.0,,11.0,2.0,53.0,62.0,1.0,13.0,8.0,1.0,,72.0,6.0,11.0,,,2.0,2.0,,180.0,,,,,,,7.0,,,,1.0,,,,,8.0,,22.0,22.0,1.0,3.0,105.0,94.0,55.0,6.0,,3.0,6.0,5.0,424.0,,,4.0,1.0,,54.0,58.0,24.0,,,,,175.0,175.0,4.0,28.0,29.0,49.3,,,0.0,,,,87.0,2.0,2.0,4.0,,,5.0,,3.0,59.0,314.0,9.0,164.0,29.0,13.0,15.0,7.0,24.0,17.0,1.0,121.0,13.0,299.0,1.0,1.0,34.0,24.0,51.0,3.0,439.0,,0.0,13.0,19.0,9.0,25.0,0.0,651.0,,12.0,5.0,8.0,13.0,0.0,,,,,,,,1.0,,,,,2.0,17.0,17.0,11.0,,,,,,,,,,,,,
2013-14,695166,27.0,2014-02-23 13:30:00,4,Newcastle,Home,134.0,23.0,1.0,6.0,5.0,1.0,,183.0,5.0,2.0,5.0,13.0,12.0,32.0,311.0,1.0,,23.0,27.0,27.0,14.0,,,2.0,,3.0,,,,15.0,,,,1.0,2.0,3.0,7.0,,,,59.0,76.0,2.0,2.0,,1.0,7.0,3.0,,10.0,17.0,10.0,,9.0,,62.0,68.0,1.0,30.0,15.0,,,69.0,12.0,10.0,1.0,,3.0,,3.0,178.0,,,,,,,6.0,,,1.0,1.0,,,,,15.0,1.0,24.0,24.0,3.0,5.0,92.0,86.0,46.0,1.0,,6.0,8.0,5.0,398.0,,,3.0,5.0,,57.0,59.0,30.0,,,,,180.0,180.0,4.0,35.0,27.0,54.7,1.0,,0.0,,,,85.0,1.0,1.0,2.0,1.0,,11.0,,2.0,103.0,300.0,14.0,155.0,43.0,30.0,21.0,8.0,35.0,27.0,,159.0,12.0,294.0,1.0,2.0,30.0,15.0,51.0,5.0,414.0,2.0,0.0,23.0,22.0,9.0,27.0,2.0,672.0,,13.0,10.0,10.0,19.0,0.0,,,,,,,,,,1.0,,,8.0,15.0,15.0,6.0,,,,,,,,,,,,,
2013-14,695174,28.0,2014-03-01 15:00:00,4,Newcastle,Away,138.0,11.0,2.0,2.0,,9.0,,177.0,7.0,1.0,5.0,10.0,9.0,25.0,313.0,1.0,,24.0,27.0,37.0,7.0,1.0,4.0,,,1.0,,,,13.0,,,,,,10.0,3.0,,,,74.0,51.0,,,3.0,4.0,4.0,3.0,,3.0,6.0,2.0,,10.0,1.0,61.0,67.0,4.0,54.0,36.0,1.0,,82.0,10.0,10.0,1.0,,4.0,2.0,1.0,165.0,1.0,,1.0,1.0,,2.0,11.0,,,4.0,1.0,,,,,36.0,,8.0,8.0,,5.0,87.0,88.0,42.0,6.0,3.0,3.0,6.0,7.0,394.0,,,2.0,2.0,,44.0,62.0,14.0,,,,,150.0,150.0,4.0,19.0,18.0,51.6,,1.0,0.0,,,,85.0,2.0,,2.0,,4.0,6.0,1.0,1.0,87.0,301.0,9.0,158.0,27.0,54.0,20.0,2.0,12.0,10.0,5.0,135.0,18.0,265.0,1.0,1.0,37.0,9.0,49.0,3.0,411.0,1.0,0.0,17.0,12.0,,25.0,2.0,636.0,,11.0,9.0,3.0,12.0,0.0,,,,,,,,1.0,,,,,4.0,10.0,10.0,4.0,,,,,,,,,,,,,
2013-14,695186,29.0,2014-03-25 19:45:00,4,Newcastle,Home,195.0,24.0,2.0,6.0,4.0,3.0,,229.0,2.0,2.0,3.0,5.0,4.0,38.0,418.0,,1.0,24.0,14.0,13.0,9.0,2.0,,,,,,,,13.0,,,,,,7.0,1.0,,,,74.0,64.0,1.0,2.0,,2.0,7.0,15.0,,9.0,16.0,4.0,,15.0,1.0,63.0,58.0,2.0,23.0,11.0,,,67.0,8.0,8.0,,,1.0,,,169.0,,,,,,,2.0,,,,1.0,,,,,11.0,,14.0,14.0,1.0,3.0,116.0,77.0,53.0,8.0,,6.0,5.0,2.0,475.0,,,1.0,2.0,,56.0,80.0,20.0,,,,,141.0,141.0,4.0,32.0,23.0,54.7,,1.0,0.0,,,,133.0,3.0,,3.0,,,7.0,2.0,3.0,115.0,404.0,11.0,206.0,39.0,23.0,26.0,7.0,27.0,20.0,,158.0,8.0,313.0,1.0,2.0,19.0,4.0,51.0,2.0,492.0,,0.0,16.0,23.0,3.0,25.0,0.0,709.0,,14.0,14.0,9.0,18.0,0.0,,,,,,,,,,,,,2.0,13.0,13.0,5.0,,,,,,,,,,,,,
2013-14,695193,30.0,2014-03-15 15:00:00,4,Newcastle,Away,160.0,16.0,,9.0,9.0,6.0,1.0,188.0,7.0,3.0,12.0,8.0,18.0,29.0,339.0,,,25.0,20.0,26.0,10.0,,,1.0,,1.0,,,,11.0,,,,,,4.0,8.0,,,,64.0,62.0,3.0,3.0,,4.0,4.0,7.0,,7.0,11.0,12.0,,15.0,1.0,54.0,71.0,4.0,30.0,17.0,,1.0,73.0,6.0,11.0,,,5.0,3.0,1.0,156.0,,,,,,,11.0,,,,1.0,,,,,17.0,,9.0,9.0,1.0,12.0,108.0,97.0,54.0,9.0,,4.0,6.0,3.0,424.0,,,3.0,3.0,,48.0,79.0,28.0,,,,,175.0,175.0,5.0,19.0,24.0,61.1,,1.0,0.0,,,,112.0,1.0,1.0,2.0,2.0,,5.0,,3.0,82.0,330.0,10.0,180.0,36.0,30.0,19.0,7.0,33.0,26.0,,139.0,12.0,293.0,3.0,3.0,30.0,20.0,63.0,1.0,440.0,,0.0,12.0,22.0,2.0,29.0,0.0,694.0,,15.0,11.0,7.0,20.0,0.0,,,,,,,,1.0,,1.0,,,1.0,17.0,17.0,9.0,,,,,,,,,,,,,
2013-14,695207,31.0,2014-03-22 15:00:00,4,Newcastle,Home,273.0,24.0,1.0,6.0,5.0,1.0,,358.0,10.0,,8.0,4.0,25.0,40.0,625.0,,4.0,26.0,24.0,21.0,14.0,,1.0,1.0,,2.0,,,,18.0,,,,,,5.0,3.0,,,,96.0,64.0,3.0,3.0,1.0,2.0,5.0,6.0,,9.0,16.0,2.0,,17.0,1.0,64.0,54.0,2.0,25.0,13.0,,,70.0,4.0,8.0,1.0,,3.0,,2.0,212.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,,13.0,1.0,11.0,11.0,1.0,8.0,203.0,94.0,72.0,5.0,,6.0,9.0,8.0,699.0,,,2.0,2.0,,63.0,91.0,19.0,,,,,151.0,151.0,3.0,31.0,22.0,72.7,,,0.0,,,,201.0,1.0,,1.0,1.0,1.0,8.0,,3.0,143.0,613.0,15.0,291.0,45.0,25.0,23.0,8.0,26.0,18.0,1.0,189.0,6.0,447.0,1.0,,12.0,27.0,56.0,1.0,712.0,,0.0,21.0,17.0,6.0,26.0,0.0,942.0,,10.0,9.0,9.0,12.0,0.0,,,,,,,,1.0,,1.0,,,2.0,24.0,24.0,11.0,,,,,,,,,,,,,
2013-14,695216,32.0,2014-03-29 15:00:00,4,Newcastle,Away,176.0,20.0,2.0,5.0,3.0,4.0,,183.0,3.0,1.0,1.0,7.0,18.0,26.0,354.0,,,21.0,13.0,9.0,3.0,1.0,,,,1.0,,,,2.0,,,,,,17.0,6.0,,,,97.0,58.0,,,,3.0,2.0,8.0,,5.0,10.0,5.0,,17.0,6.0,52.0,41.0,3.0,17.0,9.0,,1.0,55.0,6.0,5.0,,,1.0,,1.0,146.0,,,,,,,11.0,,,,2.0,,,,,9.0,,12.0,12.0,,1.0,91.0,80.0,46.0,7.0,,1.0,3.0,2.0,427.0,,,2.0,2.0,,66.0,56.0,17.0,,,,,149.0,149.0,2.0,19.0,33.0,47.5,,,0.0,,,,109.0,6.0,1.0,7.0,1.0,,1.0,,3.0,64.0,342.0,4.0,202.0,37.0,17.0,21.0,3.0,18.0,15.0,,102.0,9.0,259.0,2.0,1.0,22.0,22.0,50.0,,443.0,,0.0,5.0,14.0,5.0,22.0,1.0,631.0,,11.0,13.0,5.0,12.0,0.0,,,,,,,,1.0,,,,,1.0,21.0,21.0,11.0,,,,,,,,,,,,,
2013-14,695227,33.0,2014-04-05 15:00:00,4,Newcastle,Home,151.0,15.0,,5.0,5.0,5.0,1.0,157.0,5.0,2.0,2.0,5.0,13.0,17.0,303.0,,,18.0,12.0,17.0,9.0,1.0,,,,,,,,12.0,,,,,2.0,6.0,2.0,,,,63.0,55.0,,1.0,,4.0,2.0,7.0,,4.0,14.0,6.0,,9.0,,46.0,45.0,4.0,25.0,15.0,,,48.0,16.0,5.0,,,,1.0,,143.0,,,,,,,9.0,,,,,,,,,15.0,,18.0,18.0,,2.0,93.0,78.0,43.0,5.0,,5.0,5.0,4.0,359.0,,,,4.0,,35.0,62.0,16.0,,,,,129.0,129.0,1.0,18.0,28.0,43.6,,2.0,0.0,,,,79.0,,,,1.0,,8.0,,2.0,62.0,290.0,10.0,164.0,29.0,25.0,9.0,2.0,23.0,21.0,,99.0,14.0,237.0,,2.0,24.0,17.0,38.0,,378.0,1.0,0.0,14.0,18.0,1.0,21.0,1.0,569.0,,12.0,5.0,4.0,10.0,0.0,,,,,,,,,,,,,6.0,13.0,13.0,9.0,,,,,,,,,,,,,
2013-14,695236,34.0,2014-04-12 15:07:00,4,Newcastle,Away,211.0,18.0,2.0,4.0,2.0,6.0,,179.0,7.0,,3.0,13.0,21.0,26.0,386.0,,,27.0,27.0,19.0,9.0,,1.0,,,,,,,10.0,,,,,2.0,6.0,4.0,,,,76.0,58.0,2.0,2.0,,5.0,5.0,5.0,,5.0,8.0,5.0,,14.0,1.0,56.0,64.0,5.0,25.0,14.0,,,65.0,11.0,12.0,,,,2.0,,183.0,,,,,,,8.0,,,,1.0,,,,,14.0,,11.0,11.0,,3.0,101.0,78.0,48.0,4.0,,5.0,4.0,1.0,458.0,,,2.0,2.0,,44.0,47.0,29.0,,,,,144.0,144.0,3.0,35.0,15.0,51.1,,1.0,0.0,,,,112.0,1.0,1.0,2.0,2.0,1.0,7.0,1.0,3.0,72.0,375.0,9.0,231.0,47.0,25.0,17.0,5.0,20.0,15.0,1.0,116.0,13.0,261.0,1.0,,30.0,22.0,56.0,1.0,472.0,1.0,0.0,13.0,19.0,5.0,30.0,1.0,698.0,,18.0,14.0,5.0,13.0,0.0,,,,,,,,,,,,,3.0,18.0,18.0,10.0,,,,,,,,,,,,,
2013-14,695247,35.0,2014-04-19 15:00:00,4,Newcastle,Home,141.0,17.0,1.0,6.0,5.0,10.0,,193.0,6.0,4.0,3.0,13.0,13.0,22.0,328.0,1.0,,15.0,23.0,30.0,10.0,1.0,,,,,,,,11.0,,,,,2.0,4.0,6.0,,,,78.0,71.0,,,,4.0,1.0,7.0,,2.0,8.0,7.0,,9.0,,52.0,66.0,4.0,32.0,11.0,,1.0,81.0,6.0,9.0,1.0,,1.0,1.0,,185.0,1.0,,1.0,,1.0,,6.0,,,,2.0,,,,,11.0,,25.0,25.0,2.0,3.0,93.0,98.0,52.0,8.0,,7.0,5.0,4.0,420.0,,,4.0,1.0,,60.0,44.0,27.0,1.0,1.0,1.0,,161.0,161.0,4.0,29.0,28.0,47.2,,1.0,0.0,,,,84.0,,,,,,9.0,,3.0,91.0,314.0,12.0,154.0,38.0,32.0,13.0,2.0,18.0,16.0,,160.0,29.0,304.0,2.0,4.0,37.0,16.0,49.0,1.0,440.0,1.0,0.0,14.0,24.0,5.0,16.0,2.0,664.0,,17.0,5.0,2.0,14.0,0.0,,,,,,,,,,,,,2.0,18.0,18.0,13.0,,,,,,,,,,,,,
2013-14,695251,36.0,2014-04-28 20:00:00,4,Newcastle,Away,178.0,13.0,,3.0,3.0,1.0,,141.0,2.0,,3.0,5.0,13.0,27.0,316.0,,1.0,23.0,15.0,18.0,8.0,,,,,,,,,8.0,,,,,,17.0,3.0,3.0,5.0,,62.0,55.0,1.0,1.0,,5.0,1.0,6.0,,,7.0,6.0,,7.0,2.0,49.0,56.0,5.0,38.0,23.0,,,36.0,8.0,8.0,,,3.0,3.0,,151.0,,,,,,,7.0,,,,2.0,,,,,23.0,,12.0,12.0,2.0,3.0,90.0,69.0,38.0,14.0,,4.0,4.0,3.0,373.0,,,3.0,1.0,,44.0,56.0,22.0,,,,,127.0,127.0,4.0,26.0,20.0,38.5,,1.0,0.0,,,,91.0,5.0,,5.0,,,4.0,,3.0,39.0,307.0,8.0,195.0,22.0,38.0,27.0,,16.0,16.0,1.0,71.0,6.0,215.0,2.0,1.0,27.0,15.0,54.0,2.0,394.0,,0.0,8.0,18.0,4.0,25.0,2.0,601.0,6.0,10.0,13.0,,14.0,0.0,,,,,,,,,,1.0,,,3.0,7.0,14.0,7.0,,,,,,,,,,,,,
2013-14,695267,37.0,2014-05-03 15:00:00,4,Newcastle,Home,143.0,19.0,3.0,7.0,4.0,6.0,,194.0,7.0,1.0,1.0,6.0,15.0,23.0,330.0,,1.0,17.0,29.0,29.0,11.0,4.0,1.0,,,2.0,,,,12.0,,,,,1.0,12.0,4.0,,,,58.0,57.0,2.0,,3.0,,11.0,12.0,1.0,10.0,12.0,5.0,1.0,9.0,2.0,65.0,69.0,,37.0,18.0,,1.0,55.0,9.0,6.0,2.0,,3.0,1.0,2.0,142.0,2.0,,2.0,1.0,1.0,,14.0,,,2.0,1.0,,,,1.0,18.0,2.0,15.0,15.0,,1.0,106.0,93.0,53.0,6.0,,4.0,13.0,6.0,396.0,,,6.0,4.0,,61.0,48.0,17.0,,,,,135.0,135.0,2.0,30.0,20.0,53.8,,2.0,0.0,,,,103.0,3.0,,2.0,,1.0,5.0,1.0,3.0,81.0,320.0,17.0,155.0,32.0,37.0,19.0,6.0,24.0,18.0,1.0,120.0,15.0,278.0,1.0,1.0,23.0,18.0,45.0,,409.0,,0.0,22.0,22.0,2.0,22.0,1.0,641.0,,7.0,12.0,10.0,17.0,0.0,,,,,,,,1.0,,,,,2.0,10.0,10.0,9.0,,,,,,,,,,,,,
2013-14,695274,38.0,2014-05-11 15:00:00,4,Newcastle,Away,154.0,11.0,2.0,3.0,1.0,,,110.0,4.0,,3.0,6.0,9.0,23.0,261.0,,2.0,11.0,13.0,10.0,3.0,2.0,,,,1.0,,,,6.0,,,,,,6.0,7.0,,,,53.0,59.0,1.0,1.0,,2.0,3.0,10.0,,2.0,6.0,4.0,,8.0,2.0,50.0,45.0,2.0,26.0,17.0,,,50.0,16.0,8.0,,,1.0,,1.0,112.0,,,,,,,10.0,,,,2.0,,,,1.0,17.0,,15.0,15.0,3.0,3.0,81.0,83.0,40.0,6.0,,2.0,3.0,2.0,311.0,,,3.0,1.0,,35.0,46.0,15.0,,,,,126.0,126.0,,32.0,13.0,33.8,,1.0,0.0,,,,87.0,2.0,1.0,3.0,1.0,,3.0,,3.0,34.0,252.0,5.0,172.0,23.0,26.0,16.0,2.0,12.0,10.0,,64.0,9.0,173.0,2.0,1.0,27.0,9.0,52.0,2.0,333.0,,2.0,8.0,19.0,2.0,18.0,3.0,515.0,,14.0,9.0,2.0,18.0,0.0,,,,,1.0,,,1.0,,,,,9.0,9.0,9.0,7.0,,,,,,,,,,,,,
2014-15,755308,1.0,2014-08-17 16:00:00,4,Newcastle,Home,199.0,25.0,1.0,3.0,2.0,1.0,1.0,186.0,5.0,3.0,3.0,5.0,10.0,29.0,382.0,1.0,,22.0,16.0,14.0,6.0,3.0,,,,1.0,,,,7.0,,,,,2.0,9.0,4.0,,,,88.0,64.0,1.0,1.0,,2.0,3.0,6.0,,3.0,8.0,8.0,,19.0,2.0,58.0,62.0,2.0,21.0,10.0,,1.0,41.0,8.0,11.0,,,4.0,3.0,1.0,176.0,,,,,,,8.0,,,,2.0,,,,1.0,10.0,,14.0,14.0,,3.0,93.0,75.0,47.0,3.0,,8.0,1.0,,441.0,,,3.0,1.0,,64.0,63.0,22.0,,,,,136.0,136.0,4.0,27.0,27.0,44.2,,,0.0,,,,103.0,2.0,1.0,3.0,,,9.0,1.0,3.0,78.0,368.0,9.0,220.0,38.0,21.0,24.0,2.0,21.0,19.0,,113.0,6.0,261.0,2.0,3.0,23.0,13.0,57.0,,460.0,2.0,0.0,12.0,23.0,3.0,22.0,1.0,669.0,,10.0,14.0,3.0,18.0,0.0,,,,,,,,,,,,,4.0,13.0,13.0,6.0,,,,,,,,,,,,,
2014-15,755313,2.0,2014-08-23 12:45:00,4,Newcastle,Away,244.0,26.0,1.0,4.0,3.0,1.0,1.0,205.0,6.0,,3.0,2.0,15.0,27.0,445.0,,2.0,24.0,17.0,17.0,9.0,,,1.0,,1.0,,,,8.0,,,,,1.0,4.0,6.0,,,,61.0,43.0,2.0,2.0,,5.0,2.0,8.0,,7.0,7.0,5.0,,7.0,,49.0,45.0,5.0,23.0,13.0,,1.0,63.0,8.0,10.0,,,2.0,3.0,1.0,171.0,,,,,,,8.0,,,,1.0,,,,,13.0,,10.0,10.0,2.0,3.0,151.0,91.0,45.0,7.0,,3.0,6.0,4.0,513.0,,,4.0,2.0,,50.0,63.0,30.0,,,,,136.0,136.0,1.0,19.0,19.0,59.6,,1.0,0.0,,,,152.0,,,,,,5.0,,3.0,78.0,430.0,11.0,254.0,45.0,23.0,16.0,6.0,21.0,15.0,,130.0,8.0,302.0,1.0,,21.0,15.0,63.0,,535.0,,1.0,11.0,12.0,6.0,24.0,0.0,708.0,,10.0,6.0,7.0,8.0,0.0,,,,,1.0,,,,,,,,4.0,6.0,6.0,3.0,,,,,,,,,,,,,
2014-15,755328,3.0,2014-08-30 15:00:00,4,Newcastle,Home,161.0,21.0,1.0,5.0,5.0,2.0,2.0,245.0,4.0,2.0,5.0,5.0,16.0,26.0,401.0,,2.0,21.0,28.0,25.0,9.0,1.0,1.0,,,,,,,13.0,,,,1.0,2.0,8.0,4.0,,,,63.0,62.0,,,1.0,2.0,4.0,12.0,,11.0,16.0,8.0,2.0,13.0,3.0,70.0,72.0,2.0,15.0,11.0,,,52.0,12.0,19.0,,,6.0,6.0,,170.0,1.0,,,1.0,,,6.0,,,2.0,,,,,2.0,11.0,1.0,11.0,11.0,1.0,5.0,108.0,67.0,51.0,4.0,1.0,7.0,4.0,4.0,450.0,,,1.0,4.0,,45.0,88.0,32.0,,,,,143.0,143.0,5.0,26.0,26.0,64.3,1.0,,0.0,,,,136.0,3.0,1.0,4.0,2.0,1.0,10.0,1.0,3.0,123.0,378.0,11.0,179.0,34.0,15.0,18.0,10.0,39.0,30.0,1.0,162.0,7.0,337.0,1.0,2.0,14.0,19.0,41.0,,477.0,1.0,0.0,18.0,18.0,2.0,21.0,1.0,693.0,,9.0,11.0,11.0,12.0,0.0,,,,,,,,,,,,,2.0,15.0,15.0,11.0,,,,,,,,,,,,,
2014-15,755339,4.0,2014-09-13 15:00:00,4,Newcastle,Away,277.0,28.0,1.0,3.0,2.0,1.0,,185.0,3.0,1.0,6.0,8.0,9.0,33.0,459.0,,,32.0,13.0,9.0,6.0,,,,,,,,,6.0,,,,,1.0,6.0,4.0,,,,87.0,59.0,1.0,3.0,,4.0,2.0,3.0,,5.0,11.0,4.0,,15.0,1.0,52.0,44.0,4.0,16.0,9.0,2.0,1.0,50.0,7.0,13.0,,,1.0,,,183.0,,,,,,,5.0,,,,2.0,,,,,9.0,,16.0,16.0,2.0,6.0,142.0,75.0,49.0,5.0,,3.0,3.0,4.0,515.0,,,,2.0,,57.0,74.0,13.0,,,,,148.0,148.0,7.0,31.0,14.0,49.7,,1.0,0.0,,,,132.0,1.0,2.0,3.0,1.0,,3.0,,3.0,73.0,435.0,6.0,302.0,48.0,16.0,22.0,5.0,20.0,15.0,,107.0,7.0,262.0,2.0,2.0,21.0,10.0,58.0,,544.0,1.0,0.0,9.0,14.0,1.0,33.0,2.0,756.0,,14.0,8.0,5.0,10.0,0.0,,,,,,,,,,,,,5.0,20.0,20.0,10.0,,,,,,,,,,,,,
2014-15,755348,5.0,2014-09-20 15:00:00,4,Newcastle,Home,207.0,23.0,2.0,8.0,7.0,2.0,1.0,287.0,5.0,,4.0,2.0,14.0,27.0,486.0,,1.0,20.0,25.0,28.0,17.0,1.0,,,,,,,,22.0,,,,,,4.0,6.0,,,,72.0,63.0,1.0,,1.0,3.0,10.0,3.0,,4.0,12.0,11.0,,10.0,,54.0,59.0,3.0,19.0,14.0,1.0,1.0,76.0,11.0,11.0,2.0,,3.0,3.0,,184.0,2.0,,1.0,1.0,1.0,,7.0,,,2.0,1.0,,,,,14.0,,12.0,12.0,1.0,4.0,156.0,72.0,43.0,2.0,,7.0,13.0,7.0,552.0,,,2.0,3.0,,74.0,117.0,35.0,,,,,145.0,145.0,5.0,23.0,31.0,63.0,,,0.0,,,,165.0,1.0,,1.0,,,8.0,,3.0,150.0,467.0,20.0,215.0,47.0,19.0,15.0,3.0,28.0,26.0,,214.0,15.0,390.0,1.0,,14.0,17.0,54.0,1.0,577.0,,0.0,25.0,14.0,3.0,24.0,4.0,779.0,,10.0,9.0,4.0,13.0,0.0,,,,,,,,,,,,,7.0,24.0,24.0,12.0,,,,,,,,,,,,,
