season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2023-24,2367642,11.0,2023-11-05 16:30:00,102,Luton,Home,79.0,6.0,,3.0,3.0,1.0,1.0,59.0,5.0,,1.0,5.0,5.0,16.0,135.0,,,11.0,21.0,13.0,2.0,1.0,,2.0,,,,,,,,8.0,,,,,,2.0,15.0,9.0,5.0,3.0,,39.0,57.0,1.0,1.0,1.0,2.0,10.0,1.0,6.0,,,4.0,9.0,2.0,,6.0,5.0,44.0,61.0,2.0,43.0,25.0,,,,,,,43.0,7.0,13.0,,2.0,3.0,,122.0,1.0,,1.0,1.0,,1.0,16.0,,,1.0,1.0,,,,2.0,25.0,,8.0,8.0,1.0,1.0,37.0,61.0,20.0,7.0,,,4.0,5.0,200.0,,,5.0,2.0,,54.0,27.0,21.0,,,,,145.0,145.0,8.0,31.0,15.0,26.2,,2.0,,,16.0,0.0,,,,31.0,2.0,3.0,5.0,,2.0,2.0,,1.0,3.0,30.0,124.0,10.0,4.0,106.0,16.0,43.0,21.0,4.0,18.0,14.0,3.0,66.0,5.0,141.0,1.0,,33.0,5.0,63.0,1.0,229.0,,0.0,8.0,20.0,,16.0,1.0,446.0,13.0,16.0,15.0,4.0,10.0,0.0
2023-24,2367655,12.0,2023-11-11 15:00:00,102,Luton,Away,137.0,14.0,,2.0,2.0,,,119.0,7.0,,3.0,,2.0,16.0,254.0,,,10.0,13.0,9.0,8.0,,,,,,,1.0,,,,8.0,,,,,1.0,5.0,11.0,4.0,4.0,6.0,,53.0,48.0,,,,4.0,8.0,4.0,5.0,,,3.0,6.0,5.0,,8.0,3.0,43.0,38.0,4.0,34.0,10.0,,,,,,,37.0,11.0,9.0,,1.0,,1.0,110.0,,,,,,,13.0,,,,1.0,,,,2.0,10.0,,15.0,15.0,5.0,3.0,81.0,54.0,27.0,11.0,,2.0,6.0,4.0,298.0,,,3.0,1.0,,35.0,37.0,17.0,,,,,112.0,112.0,1.0,23.0,21.0,35.5,,,,2.0,15.0,0.0,,,,77.0,3.0,,3.0,,,2.0,,,5.0,52.0,239.0,8.0,8.0,162.0,33.0,34.0,16.0,3.0,14.0,11.0,,75.0,3.0,173.0,1.0,,11.0,3.0,51.0,1.0,321.0,1.0,0.0,10.0,14.0,,16.0,2.0,512.0,20.0,8.0,7.0,3.0,11.0,0.0
2023-24,2367662,13.0,2023-11-25 15:00:00,102,Luton,Home,133.0,14.0,2.0,5.0,3.0,2.0,,121.0,4.0,,3.0,5.0,4.0,26.0,249.0,,1.0,15.0,18.0,18.0,3.0,1.0,3.0,,,,,,,,,4.0,,,,,1.0,6.0,11.0,5.0,6.0,2.0,,66.0,67.0,1.0,,1.0,1.0,10.0,2.0,8.0,,,4.0,11.0,5.0,1.0,8.0,3.0,56.0,56.0,1.0,39.0,22.0,,,,,,,56.0,15.0,11.0,,2.0,2.0,,146.0,2.0,,1.0,1.0,1.0,,8.0,,,1.0,,,,,1.0,22.0,,12.0,12.0,,3.0,59.0,66.0,27.0,5.0,,2.0,4.0,3.0,309.0,,,5.0,,,50.0,67.0,27.0,,,,,146.0,146.0,3.0,32.0,23.0,39.0,,,,,19.0,0.0,,,,64.0,5.0,2.0,7.0,,,3.0,,1.0,4.0,71.0,239.0,10.0,6.0,153.0,33.0,39.0,18.0,4.0,22.0,18.0,,108.0,6.0,204.0,,,24.0,5.0,68.0,1.0,335.0,1.0,0.0,8.0,18.0,2.0,20.0,6.0,562.0,15.0,20.0,9.0,4.0,7.0,0.0
2023-24,2367670,14.0,2023-12-02 15:00:00,102,Luton,Away,119.0,3.0,,1.0,1.0,,,73.0,7.0,,7.0,6.0,,12.0,191.0,,,7.0,10.0,23.0,3.0,,,,,,,,,,,6.0,,,,,1.0,5.0,19.0,8.0,2.0,5.0,,38.0,55.0,,,,2.0,9.0,5.0,8.0,,,5.0,6.0,3.0,,11.0,1.0,44.0,57.0,2.0,39.0,21.0,,,,,,,22.0,8.0,10.0,,1.0,1.0,,132.0,,,,,,,13.0,,,1.0,1.0,,,,,21.0,,8.0,8.0,2.0,7.0,54.0,56.0,22.0,7.0,,,3.0,1.0,250.0,,,11.0,2.0,,37.0,35.0,15.0,,,,,149.0,149.0,2.0,34.0,11.0,31.4,,,,,21.0,0.0,,,,53.0,2.0,1.0,3.0,2.0,,1.0,,1.0,5.0,30.0,174.0,9.0,3.0,150.0,14.0,39.0,14.0,5.0,15.0,10.0,,51.0,4.0,142.0,1.0,,23.0,,48.0,2.0,277.0,,0.0,7.0,17.0,,13.0,2.0,498.0,11.0,21.0,7.0,5.0,8.0,0.0
2023-24,2367683,15.0,2023-12-05 20:15:00,102,Luton,Home,118.0,12.0,2.0,3.0,1.0,2.0,,80.0,2.0,1.0,1.0,14.0,7.0,27.0,195.0,,,8.0,20.0,20.0,2.0,,2.0,,,,,,,,,4.0,,,,,,13.0,16.0,7.0,3.0,3.0,,57.0,57.0,1.0,,1.0,2.0,6.0,1.0,8.0,,,3.0,8.0,1.0,1.0,5.0,4.0,54.0,62.0,2.0,35.0,18.0,,,,,,,53.0,14.0,7.0,1.0,,,,137.0,3.0,2.0,2.0,1.0,2.0,,8.0,,,1.0,,,,,,18.0,,8.0,8.0,,1.0,49.0,72.0,28.0,8.0,1.0,1.0,4.0,4.0,268.0,,,8.0,5.0,,45.0,30.0,16.0,,,,,148.0,148.0,3.0,31.0,17.0,33.4,,3.0,,,14.0,0.0,,,,53.0,4.0,1.0,5.0,1.0,,1.0,,,5.0,30.0,185.0,6.0,5.0,147.0,28.0,35.0,24.0,3.0,12.0,9.0,,73.0,7.0,161.0,,1.0,39.0,8.0,75.0,1.0,296.0,1.0,0.0,6.0,20.0,2.0,13.0,2.0,488.0,7.0,14.0,16.0,3.0,12.0,0.0
2023-24,2367693,16.0,2023-12-10 14:00:00,102,Luton,Home,138.0,14.0,,1.0,1.0,2.0,,87.0,8.0,,3.0,5.0,2.0,24.0,224.0,,1.0,17.0,15.0,10.0,2.0,,1.0,,,,,,,,,3.0,,,,,,15.0,9.0,9.0,2.0,2.0,,57.0,51.0,1.0,,1.0,,12.0,,12.0,,,6.0,5.0,4.0,,10.0,4.0,63.0,44.0,,12.0,4.0,,,,,,,52.0,16.0,5.0,1.0,2.0,2.0,,123.0,1.0,,1.0,1.0,,,11.0,,,1.0,,,,,1.0,4.0,,14.0,14.0,3.0,3.0,59.0,50.0,19.0,3.0,,1.0,2.0,2.0,282.0,,,5.0,4.0,,43.0,37.0,26.0,,,,,138.0,138.0,6.0,22.0,17.0,34.7,,3.0,,,23.0,0.0,,,,63.0,2.0,2.0,4.0,,,2.0,,,4.0,54.0,210.0,12.0,3.0,161.0,25.0,12.0,20.0,6.0,17.0,11.0,,91.0,5.0,158.0,,,29.0,2.0,64.0,1.0,302.0,,0.0,4.0,20.0,1.0,20.0,2.0,484.0,11.0,15.0,9.0,6.0,8.0,0.0
2023-24,2367698,17.0,2024-03-13 19:30:00,102,Luton,Away,124.0,11.0,1.0,5.0,4.0,4.0,2.0,91.0,4.0,2.0,3.0,6.0,2.0,18.0,210.0,,2.0,16.0,25.0,26.0,2.0,3.0,1.0,1.0,,,,,,,,4.0,,,,,3.0,10.0,18.0,6.0,8.0,,,39.0,47.0,5.0,2.0,3.0,3.0,11.0,1.0,20.0,1.0,,3.0,6.0,1.0,,5.0,4.0,71.0,62.0,3.0,35.0,17.0,,1.0,,,,,43.0,11.0,16.0,2.0,5.0,6.0,,140.0,3.0,,3.0,3.0,,1.0,12.0,,,3.0,,,,,1.0,17.0,,5.0,5.0,2.0,3.0,66.0,71.0,31.0,11.0,1.0,3.0,5.0,4.0,279.0,,,9.0,2.0,,30.0,59.0,21.0,,,,,145.0,145.0,,27.0,12.0,40.9,,3.0,,,24.0,0.0,,,,65.0,4.0,2.0,5.0,1.0,1.0,3.0,1.0,,4.0,41.0,195.0,11.0,8.0,152.0,23.0,35.0,15.0,3.0,16.0,13.0,2.0,80.0,8.0,174.0,,2.0,34.0,2.0,68.0,1.0,310.0,,0.0,8.0,17.0,2.0,21.0,2.0,505.0,15.0,9.0,3.0,3.0,10.0,0.0
2023-24,2367712,18.0,2023-12-23 15:00:00,102,Luton,Home,85.0,10.0,1.0,4.0,3.0,1.0,,142.0,5.0,,,7.0,2.0,27.0,223.0,,1.0,13.0,16.0,10.0,11.0,1.0,2.0,,,,,,,,,14.0,,2.0,,,,9.0,13.0,2.0,9.0,7.0,,41.0,62.0,2.0,1.0,1.0,2.0,7.0,2.0,8.0,,,6.0,7.0,6.0,,16.0,1.0,64.0,42.0,2.0,29.0,8.0,,1.0,,,,,52.0,11.0,6.0,1.0,,,,120.0,1.0,,1.0,,1.0,,11.0,,,,,,,,,8.0,2.0,9.0,9.0,,,63.0,58.0,19.0,7.0,,6.0,7.0,5.0,272.0,,,6.0,2.0,,67.0,38.0,19.0,,,,,144.0,144.0,12.0,21.0,22.0,34.8,2.0,,,,17.0,0.0,,,,77.0,2.0,,2.0,,,9.0,,,5.0,86.0,212.0,7.0,13.0,98.0,19.0,29.0,26.0,4.0,17.0,13.0,,123.0,5.0,220.0,,,22.0,2.0,62.0,,301.0,,0.0,16.0,13.0,1.0,16.0,2.0,521.0,24.0,19.0,13.0,6.0,7.0,0.0
2023-24,2367727,19.0,2023-12-26 15:00:00,102,Luton,Away,145.0,9.0,1.0,3.0,2.0,1.0,1.0,124.0,5.0,,4.0,5.0,2.0,24.0,266.0,,1.0,17.0,27.0,26.0,7.0,1.0,1.0,1.0,,,,1.0,,,,8.0,,,,,2.0,9.0,12.0,9.0,6.0,6.0,,58.0,46.0,,,,3.0,5.0,5.0,5.0,2.0,,4.0,7.0,6.0,,7.0,1.0,64.0,64.0,3.0,34.0,21.0,,,,,,,39.0,13.0,12.0,,3.0,3.0,1.0,128.0,1.0,,,1.0,,,9.0,,,1.0,3.0,,,,,21.0,,17.0,17.0,3.0,4.0,76.0,55.0,26.0,9.0,1.0,2.0,7.0,4.0,323.0,,,8.0,3.0,,48.0,47.0,27.0,,,,,136.0,136.0,1.0,24.0,15.0,49.1,,,3.0,,15.0,0.0,,,,84.0,3.0,1.0,2.0,,1.0,3.0,,,4.0,60.0,252.0,5.0,9.0,175.0,24.0,34.0,24.0,4.0,20.0,16.0,1.0,86.0,5.0,191.0,3.0,,23.0,3.0,57.0,,346.0,,0.0,12.0,15.0,1.0,23.0,0.0,571.0,26.0,10.0,11.0,4.0,9.0,0.0
2023-24,2367732,20.0,2023-12-30 12:30:00,102,Luton,Home,186.0,15.0,1.0,11.0,10.0,3.0,1.0,164.0,4.0,2.0,5.0,6.0,5.0,22.0,339.0,,,23.0,15.0,14.0,9.0,1.0,2.0,1.0,,1.0,,1.0,,,,10.0,,1.0,,,2.0,13.0,7.0,5.0,12.0,3.0,,66.0,57.0,3.0,2.0,2.0,1.0,7.0,5.0,14.0,,1.0,7.0,22.0,3.0,,13.0,1.0,69.0,64.0,1.0,4.0,2.0,1.0,,,,,,53.0,14.0,20.0,1.0,6.0,4.0,1.0,154.0,1.0,1.0,1.0,,1.0,,4.0,,,1.0,,,,,,2.0,2.0,10.0,10.0,,5.0,92.0,57.0,28.0,2.0,1.0,1.0,10.0,6.0,381.0,,,2.0,,,64.0,54.0,41.0,,,,,145.0,145.0,9.0,18.0,24.0,51.4,1.0,,,,20.0,0.0,,,,94.0,3.0,2.0,5.0,,1.0,4.0,1.0,,4.0,96.0,315.0,7.0,11.0,203.0,31.0,4.0,22.0,7.0,36.0,29.0,1.0,129.0,4.0,239.0,,2.0,14.0,5.0,46.0,5.0,406.0,1.0,0.0,15.0,21.0,,26.0,2.0,636.0,37.0,19.0,9.0,7.0,13.0,0.0
2023-24,2367742,21.0,2024-01-12 19:45:00,102,Luton,Away,236.0,31.0,,3.0,3.0,2.0,,206.0,9.0,,5.0,5.0,5.0,28.0,439.0,,,15.0,21.0,27.0,13.0,,1.0,,,,,,,,,13.0,,,,,,10.0,7.0,6.0,8.0,6.0,,75.0,62.0,1.0,,1.0,,9.0,6.0,12.0,,,8.0,9.0,9.0,,12.0,3.0,60.0,70.0,,13.0,3.0,,,,,,,52.0,12.0,7.0,,,,,191.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,,3.0,,7.0,7.0,1.0,5.0,149.0,72.0,37.0,2.0,,3.0,11.0,5.0,521.0,,,,1.0,,77.0,66.0,32.0,,,,,173.0,173.0,3.0,18.0,34.0,61.5,,,1.0,,21.0,0.0,,,,127.0,3.0,3.0,7.0,1.0,,3.0,1.0,1.0,3.0,105.0,420.0,9.0,14.0,266.0,49.0,13.0,18.0,8.0,26.0,18.0,,145.0,5.0,302.0,,,28.0,5.0,66.0,4.0,542.0,,0.0,14.0,23.0,2.0,18.0,0.0,747.0,28.0,22.0,13.0,8.0,14.0,0.0
2023-24,2367751,22.0,2024-01-30 19:45:00,102,Luton,Home,133.0,10.0,1.0,4.0,3.0,1.0,1.0,124.0,4.0,4.0,8.0,5.0,2.0,18.0,253.0,,2.0,19.0,13.0,14.0,7.0,1.0,4.0,,,,,1.0,,,,13.0,,,,,,13.0,7.0,2.0,13.0,5.0,,59.0,86.0,4.0,1.0,4.0,2.0,15.0,8.0,8.0,,,7.0,7.0,1.0,,9.0,1.0,60.0,61.0,2.0,15.0,4.0,,,,,,,60.0,13.0,13.0,3.0,2.0,1.0,1.0,166.0,3.0,,2.0,3.0,,,6.0,,,3.0,,,,,,4.0,,6.0,6.0,,8.0,67.0,74.0,31.0,4.0,1.0,2.0,9.0,8.0,336.0,,,3.0,3.0,,63.0,39.0,25.0,,,,,172.0,172.0,12.0,28.0,36.0,40.9,,,,,25.0,0.0,,,,65.0,2.0,,2.0,1.0,,2.0,,,5.0,67.0,244.0,15.0,11.0,157.0,26.0,15.0,35.0,7.0,16.0,9.0,,117.0,3.0,216.0,,5.0,37.0,2.0,71.0,4.0,357.0,,0.0,18.0,17.0,3.0,23.0,2.0,584.0,25.0,19.0,18.0,7.0,11.0,0.0
2023-24,2367766,23.0,2024-02-03 15:00:00,102,Luton,Away,147.0,15.0,1.0,3.0,2.0,1.0,2.0,162.0,8.0,1.0,5.0,4.0,1.0,18.0,306.0,,,10.0,10.0,16.0,4.0,2.0,1.0,1.0,,,,,,,,7.0,1.0,,,,2.0,15.0,14.0,5.0,10.0,1.0,,64.0,58.0,2.0,,4.0,2.0,12.0,3.0,9.0,,1.0,2.0,5.0,2.0,1.0,15.0,1.0,61.0,58.0,2.0,34.0,19.0,,,,,,,45.0,16.0,13.0,2.0,2.0,2.0,,126.0,2.0,,2.0,1.0,1.0,1.0,10.0,,,2.0,1.0,,,,,19.0,,15.0,15.0,1.0,5.0,104.0,49.0,25.0,8.0,1.0,,8.0,8.0,352.0,,,7.0,1.0,,43.0,54.0,20.0,,,,1.0,130.0,130.0,3.0,28.0,20.0,45.8,,2.0,1.0,1.0,23.0,0.0,,,,85.0,2.0,,2.0,1.0,1.0,,,,4.0,76.0,285.0,12.0,8.0,175.0,23.0,34.0,26.0,2.0,11.0,9.0,2.0,105.0,1.0,215.0,1.0,1.0,28.0,2.0,51.0,,379.0,,0.0,11.0,14.0,1.0,15.0,2.0,609.0,24.0,17.0,15.0,2.0,6.0,0.0
2023-24,2367772,24.0,2024-02-10 15:00:00,102,Luton,Home,199.0,14.0,7.0,11.0,4.0,2.0,2.0,291.0,7.0,1.0,1.0,3.0,6.0,24.0,479.0,,1.0,24.0,20.0,20.0,9.0,8.0,6.0,,,,,,,,,10.0,1.0,,,,3.0,6.0,6.0,1.0,13.0,7.0,,75.0,47.0,,,1.0,,5.0,7.0,4.0,,1.0,13.0,14.0,13.0,,19.0,,53.0,55.0,,22.0,11.0,,,,,,,85.0,7.0,10.0,1.0,3.0,3.0,,194.0,,,,,,,7.0,,,,1.0,,,,2.0,11.0,,7.0,7.0,2.0,2.0,142.0,70.0,49.0,1.0,,8.0,9.0,5.0,544.0,,,,2.0,,101.0,96.0,58.0,1.0,1.0,1.0,1.0,165.0,165.0,4.0,24.0,17.0,75.0,,,,,17.0,0.0,,,,152.0,,,,1.0,,8.0,,,4.0,150.0,460.0,5.0,17.0,214.0,32.0,22.0,15.0,13.0,43.0,30.0,,203.0,5.0,392.0,1.0,1.0,15.0,7.0,54.0,2.0,563.0,,0.0,20.0,17.0,1.0,25.0,1.0,782.0,37.0,17.0,8.0,13.0,11.0,0.0
2023-24,2367782,25.0,2024-02-18 16:30:00,102,Luton,Home,188.0,12.0,2.0,8.0,6.0,3.0,2.0,261.0,4.0,1.0,7.0,5.0,7.0,20.0,441.0,1.0,1.0,10.0,8.0,13.0,15.0,3.0,3.0,,,,,1.0,,,,15.0,,1.0,,,3.0,4.0,13.0,8.0,13.0,9.0,,82.0,68.0,,,1.0,1.0,9.0,8.0,11.0,1.0,,8.0,18.0,5.0,,6.0,2.0,40.0,65.0,1.0,12.0,7.0,1.0,1.0,,,,,48.0,7.0,20.0,1.0,5.0,4.0,1.0,175.0,,,,,,,4.0,,,1.0,,,,,,7.0,1.0,8.0,8.0,,7.0,131.0,68.0,44.0,6.0,,9.0,9.0,4.0,504.0,,,7.0,1.0,,71.0,78.0,48.0,,,,,149.0,149.0,4.0,35.0,21.0,58.5,1.0,,,,25.0,0.0,,,,140.0,3.0,4.0,6.0,1.0,,10.0,1.0,,3.0,146.0,419.0,9.0,18.0,217.0,27.0,12.0,26.0,8.0,35.0,27.0,,186.0,3.0,346.0,,3.0,19.0,7.0,41.0,4.0,528.0,3.0,0.0,22.0,14.0,2.0,12.0,3.0,753.0,41.0,14.0,18.0,8.0,4.0,0.0
2023-24,2367794,26.0,2024-02-21 19:30:00,102,Luton,Away,148.0,10.0,,2.0,2.0,1.0,,96.0,7.0,,2.0,9.0,7.0,23.0,242.0,,,12.0,21.0,12.0,8.0,1.0,,1.0,,,,1.0,,,,10.0,,,,,1.0,12.0,20.0,9.0,6.0,6.0,,63.0,47.0,,,1.0,2.0,8.0,6.0,14.0,,,4.0,5.0,3.0,,13.0,6.0,70.0,65.0,2.0,34.0,19.0,,1.0,,,,,36.0,14.0,14.0,,3.0,1.0,1.0,134.0,,,,,,,9.0,,,1.0,,,,,,19.0,,5.0,5.0,2.0,2.0,64.0,60.0,22.0,13.0,1.0,3.0,6.0,3.0,299.0,,,8.0,2.0,,39.0,37.0,18.0,,,,,136.0,136.0,1.0,25.0,16.0,39.2,,3.0,,1.0,23.0,0.0,,,,68.0,8.0,1.0,9.0,,1.0,3.0,,,4.0,44.0,219.0,8.0,9.0,184.0,20.0,34.0,26.0,4.0,13.0,9.0,1.0,70.0,4.0,158.0,,,36.0,7.0,61.0,3.0,329.0,,0.0,12.0,22.0,1.0,15.0,4.0,546.0,15.0,9.0,18.0,4.0,12.0,0.0
2023-24,2367802,27.0,2024-03-02 17:30:00,102,Luton,Home,184.0,9.0,1.0,5.0,4.0,,3.0,128.0,4.0,,5.0,2.0,2.0,14.0,307.0,,,10.0,13.0,15.0,5.0,3.0,4.0,,,,,1.0,,,,6.0,,,,,3.0,7.0,12.0,,11.0,3.0,,54.0,55.0,3.0,2.0,2.0,2.0,3.0,5.0,9.0,,,8.0,12.0,6.0,,6.0,4.0,44.0,50.0,2.0,17.0,12.0,,1.0,,,,,44.0,8.0,18.0,2.0,7.0,5.0,1.0,122.0,2.0,1.0,1.0,1.0,1.0,,5.0,,,,1.0,,,,,12.0,,8.0,8.0,1.0,5.0,93.0,55.0,28.0,6.0,,4.0,6.0,5.0,343.0,,,,3.0,,35.0,55.0,33.0,,,,,112.0,112.0,7.0,25.0,18.0,46.5,,,,,7.0,0.0,,,,96.0,5.0,,5.0,1.0,,4.0,,,3.0,64.0,287.0,3.0,10.0,199.0,25.0,17.0,15.0,8.0,31.0,23.0,,92.0,,197.0,1.0,,16.0,2.0,46.0,3.0,365.0,,0.0,14.0,12.0,,12.0,1.0,542.0,25.0,5.0,6.0,8.0,7.0,0.0
2023-24,2367813,28.0,2024-03-09 15:00:00,102,Luton,Away,189.0,21.0,2.0,8.0,6.0,3.0,1.0,158.0,10.0,,6.0,5.0,6.0,28.0,339.0,,,21.0,18.0,15.0,2.0,1.0,3.0,,,,,,,,,4.0,,,,,1.0,8.0,13.0,8.0,8.0,,,63.0,46.0,,1.0,,2.0,1.0,1.0,6.0,,,6.0,21.0,4.0,,11.0,3.0,54.0,60.0,2.0,19.0,7.0,1.0,1.0,,,,,42.0,11.0,20.0,,1.0,1.0,,169.0,1.0,,1.0,1.0,,,12.0,,,1.0,,,,,,7.0,1.0,7.0,7.0,1.0,6.0,105.0,70.0,39.0,8.0,,2.0,2.0,2.0,397.0,,,8.0,1.0,,57.0,83.0,26.0,,,,,166.0,166.0,1.0,19.0,15.0,50.5,,,1.0,,22.0,0.0,,,,94.0,1.0,2.0,3.0,,,5.0,,1.0,5.0,63.0,311.0,1.0,4.0,219.0,36.0,19.0,19.0,6.0,32.0,26.0,,96.0,7.0,244.0,,,23.0,6.0,63.0,1.0,431.0,,0.0,8.0,14.0,,23.0,3.0,645.0,20.0,27.0,11.0,6.0,7.0,0.0
2023-24,2367824,29.0,2024-03-16 15:00:00,102,Luton,Home,185.0,11.0,1.0,5.0,4.0,,1.0,177.0,6.0,,3.0,6.0,8.0,28.0,357.0,,,18.0,20.0,13.0,3.0,,2.0,,,,,,,,,6.0,,,,1.0,2.0,7.0,9.0,7.0,5.0,5.0,,79.0,47.0,1.0,,1.0,1.0,8.0,4.0,7.0,3.0,,6.0,11.0,5.0,,12.0,,60.0,51.0,1.0,13.0,8.0,,,,,,,46.0,10.0,16.0,,2.0,4.0,,150.0,1.0,,1.0,,1.0,,8.0,,,,,,,,2.0,8.0,1.0,5.0,5.0,,3.0,107.0,69.0,41.0,7.0,,,4.0,4.0,415.0,,,7.0,1.0,,42.0,87.0,31.0,,,,,142.0,142.0,3.0,23.0,17.0,59.7,1.0,,1.0,,21.0,0.0,,,,104.0,4.0,1.0,2.0,,,2.0,1.0,1.0,3.0,84.0,337.0,8.0,4.0,210.0,21.0,13.0,27.0,6.0,26.0,20.0,,120.0,3.0,256.0,,,31.0,9.0,63.0,1.0,440.0,,0.0,10.0,8.0,,20.0,1.0,631.0,22.0,9.0,14.0,6.0,5.0,0.0
2023-24,2367837,30.0,2024-03-30 15:00:00,102,Luton,Away,113.0,13.0,1.0,7.0,6.0,2.0,2.0,71.0,6.0,,3.0,6.0,3.0,22.0,177.0,,,9.0,15.0,10.0,4.0,1.0,2.0,,,,,,1.0,,,5.0,,,,,,14.0,15.0,3.0,4.0,3.0,,47.0,50.0,,,,4.0,10.0,3.0,8.0,2.0,,6.0,6.0,1.0,,9.0,,53.0,43.0,4.0,22.0,7.0,,,,,,,32.0,14.0,16.0,1.0,3.0,3.0,,101.0,1.0,,1.0,1.0,,,10.0,,,1.0,,,,,,7.0,,6.0,6.0,2.0,3.0,44.0,52.0,18.0,3.0,,1.0,5.0,3.0,227.0,,,8.0,,1.0,34.0,29.0,16.0,,,,,122.0,122.0,,23.0,18.0,30.4,,3.0,,,21.0,0.0,,,,63.0,3.0,,2.0,,,1.0,1.0,,4.0,34.0,160.0,10.0,6.0,136.0,22.0,22.0,13.0,6.0,16.0,10.0,,62.0,4.0,135.0,,,29.0,3.0,59.0,1.0,255.0,1.0,0.0,7.0,12.0,,14.0,4.0,435.0,11.0,13.0,6.0,6.0,8.0,0.0
2023-24,2367839,31.0,2024-04-03 19:30:00,102,Luton,Away,203.0,15.0,,5.0,5.0,,,155.0,3.0,,2.0,8.0,5.0,27.0,353.0,,,13.0,12.0,21.0,3.0,,,,,,1.0,1.0,1.0,,,4.0,,,,,,8.0,10.0,4.0,3.0,2.0,,81.0,52.0,,,,,4.0,1.0,7.0,,,1.0,17.0,4.0,,9.0,4.0,37.0,52.0,,12.0,4.0,1.0,,,,,,47.0,8.0,11.0,,2.0,,1.0,141.0,,,,,,,7.0,,,,,,,,,4.0,,9.0,9.0,2.0,2.0,98.0,69.0,35.0,3.0,,3.0,,1.0,407.0,,,8.0,,1.0,48.0,69.0,25.0,,,,,122.0,122.0,1.0,27.0,18.0,42.0,,,,,13.0,0.0,,,,110.0,2.0,1.0,4.0,2.0,,3.0,,,3.0,66.0,337.0,4.0,3.0,228.0,33.0,12.0,4.0,1.0,22.0,21.0,,94.0,1.0,224.0,,,22.0,5.0,61.0,1.0,430.0,,0.0,5.0,17.0,,18.0,1.0,584.0,14.0,12.0,3.0,1.0,13.0,0.0
