season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attLgCentre,attObxdLeft,attPenTarget,attPostRight,penaltySave,ptsDroppedWinningPos,ptsGainedLosingPos
2013-14,695064,17,2013-12-21 12:45:00,97,Cardiff,Away,90.0,13.0,4.0,8.0,4.0,1.0,3.0,105.0,2.0,,2.0,3.0,4.0,19.0,187.0,,,15.0,22.0,17.0,3.0,4.0,1.0,,,,1.0,,5.0,,,,2.0,4.0,15.0,12.0,,,42.0,44.0,1.0,,1.0,1.0,11.0,1.0,16.0,,1.0,5.0,6.0,2.0,,14.0,4.0,72.0,64.0,1.0,28.0,5.0,,,63.0,13.0,11.0,,,5.0,5.0,,122.0,1.0,1.0,1.0,,1.0,16.0,,,,5.0,,14.0,14.0,3.0,2.0,41.0,80.0,28.0,9.0,1.0,4.0,4.0,3.0,252.0,6.0,4.0,47.0,43.0,13.0,,,,,147.0,147.0,2.0,20.0,16.0,31.1,,,11.0,0.0,61.0,4.0,,4.0,,1.0,6.0,,3.0,47.0,179.0,6.0,8.0,106.0,33.0,28.0,17.0,5.0,18.0,13.0,1.0,88.0,6.0,178.0,,,17.0,4.0,46.0,1.0,266.0,,0.0,10.0,28.0,,21.0,0.0,484.0,,12.0,10.0,5.0,20.0,0.0,,,,,,,,
2013-14,695072,18,2013-12-26 15:00:00,97,Cardiff,Home,114.0,9.0,2.0,4.0,2.0,3.0,1.0,112.0,4.0,1.0,6.0,11.0,5.0,38.0,222.0,,,18.0,34.0,21.0,4.0,3.0,,,,,,,6.0,,,,1.0,3.0,6.0,5.0,,,59.0,61.0,1.0,1.0,,1.0,10.0,1.0,8.0,,,6.0,7.0,8.0,,16.0,1.0,79.0,49.0,1.0,23.0,16.0,,,80.0,11.0,13.0,,,5.0,5.0,,156.0,,,,,,7.0,,2.0,,16.0,,10.0,10.0,2.0,6.0,43.0,93.0,42.0,3.0,,7.0,,,313.0,,1.0,61.0,53.0,22.0,,,,,187.0,187.0,3.0,19.0,25.0,39.6,,,10.0,0.0,72.0,1.0,2.0,3.0,,,8.0,,3.0,44.0,212.0,3.0,7.0,135.0,31.0,23.0,13.0,6.0,26.0,20.0,,101.0,9.0,221.0,2.0,2.0,39.0,7.0,74.0,2.0,330.0,,0.0,9.0,13.0,,28.0,1.0,527.0,,15.0,3.0,6.0,12.0,0.0,,,,,,,,
2013-14,695082,19,2013-12-28 17:30:00,97,Cardiff,Home,146.0,12.0,2.0,11.0,9.0,4.0,2.0,141.0,3.0,,2.0,4.0,7.0,30.0,276.0,,,15.0,9.0,12.0,8.0,2.0,,,1.0,1.0,1.0,,13.0,,,,1.0,,13.0,8.0,,,60.0,54.0,2.0,1.0,1.0,4.0,11.0,2.0,4.0,,,6.0,12.0,4.0,,9.0,5.0,37.0,40.0,4.0,30.0,15.0,,,63.0,14.0,10.0,1.0,,4.0,3.0,1.0,155.0,2.0,,1.0,2.0,,10.0,2.0,1.0,,15.0,,17.0,17.0,2.0,2.0,65.0,79.0,37.0,6.0,1.0,6.0,6.0,7.0,351.0,4.0,2.0,54.0,45.0,13.0,,,,,144.0,144.0,3.0,25.0,18.0,44.1,,,11.0,0.0,87.0,4.0,3.0,7.0,,,7.0,,3.0,61.0,268.0,2.0,12.0,169.0,22.0,30.0,10.0,6.0,25.0,19.0,,103.0,11.0,223.0,1.0,,24.0,7.0,58.0,,367.0,,0.0,16.0,12.0,,19.0,3.0,563.0,,13.0,6.0,7.0,11.0,0.0,,,,,,,,
2013-14,695091,20,2014-01-01 15:00:00,97,Cardiff,Away,130.0,12.0,,2.0,2.0,,,92.0,2.0,,1.0,5.0,5.0,28.0,220.0,,,14.0,19.0,8.0,4.0,,,,,,,1.0,7.0,,,,1.0,4.0,18.0,10.0,3.0,5.0,47.0,40.0,,,,6.0,12.0,3.0,15.0,,,2.0,4.0,3.0,,3.0,2.0,51.0,30.0,6.0,32.0,14.0,,1.0,58.0,11.0,6.0,,,,,,122.0,,,,,,17.0,,,,14.0,,16.0,16.0,3.0,1.0,58.0,72.0,27.0,12.0,,2.0,2.0,2.0,272.0,7.0,,27.0,53.0,18.0,,,,,114.0,114.0,3.0,14.0,14.0,31.9,,,16.0,0.0,78.0,2.0,2.0,4.0,2.0,,3.0,,3.0,41.0,209.0,12.0,4.0,145.0,19.0,32.0,10.0,2.0,9.0,7.0,,85.0,4.0,169.0,,,27.0,6.0,72.0,3.0,305.0,,0.0,8.0,13.0,,18.0,2.0,466.0,9.0,6.0,4.0,2.0,9.0,0.0,,,,,,,,
2013-14,695102,21,2014-01-11 15:00:00,97,Cardiff,Home,160.0,14.0,3.0,11.0,8.0,2.0,,261.0,7.0,,3.0,3.0,9.0,28.0,410.0,,,21.0,27.0,29.0,12.0,4.0,,1.0,,1.0,,,14.0,,,,2.0,1.0,6.0,4.0,,,69.0,34.0,1.0,1.0,,3.0,8.0,4.0,8.0,,3.0,8.0,17.0,12.0,,11.0,1.0,54.0,60.0,3.0,41.0,30.0,,,62.0,7.0,15.0,,,5.0,2.0,1.0,153.0,,,,,,11.0,,2.0,,30.0,1.0,10.0,10.0,1.0,3.0,126.0,64.0,36.0,7.0,,7.0,9.0,7.0,463.0,,2.0,49.0,83.0,25.0,,,,,135.0,135.0,2.0,11.0,16.0,63.0,,,8.0,0.0,136.0,1.0,,1.0,,,8.0,,3.0,140.0,392.0,4.0,16.0,182.0,30.0,41.0,14.0,6.0,37.0,31.0,,178.0,5.0,339.0,2.0,,13.0,10.0,50.0,1.0,484.0,,0.0,19.0,7.0,,22.0,1.0,705.0,,13.0,11.0,8.0,6.0,0.0,,,,,,,,
2013-14,695115,22,2014-01-18 15:00:00,97,Cardiff,Away,168.0,16.0,2.0,3.0,1.0,1.0,1.0,111.0,7.0,,5.0,2.0,7.0,28.0,276.0,,,10.0,18.0,7.0,3.0,,,,,,,,5.0,,,,,2.0,19.0,5.0,,,68.0,45.0,2.0,,2.0,6.0,12.0,1.0,12.0,,2.0,7.0,9.0,3.0,,15.0,5.0,50.0,43.0,6.0,34.0,15.0,,,38.0,5.0,6.0,1.0,,1.0,1.0,,126.0,2.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,,15.0,,11.0,11.0,5.0,5.0,67.0,66.0,28.0,10.0,1.0,,5.0,6.0,327.0,4.0,1.0,27.0,58.0,4.0,,,,,121.0,121.0,,28.0,10.0,37.8,,,12.0,0.0,79.0,5.0,,6.0,,,,,3.0,35.0,264.0,7.0,5.0,190.0,36.0,34.0,14.0,7.0,20.0,13.0,,60.0,4.0,170.0,1.0,,14.0,7.0,52.0,3.0,340.0,,0.0,7.0,17.0,1.0,14.0,0.0,542.0,,10.0,13.0,7.0,12.0,0.0,,,,,,,,
2013-14,695124,23,2014-01-28 19:45:00,97,Cardiff,Away,302.0,19.0,2.0,7.0,5.0,1.0,,175.0,7.0,,8.0,5.0,8.0,40.0,470.0,,,10.0,9.0,11.0,4.0,1.0,,,,,,,6.0,,,,,3.0,10.0,7.0,,,89.0,55.0,,,,3.0,5.0,3.0,9.0,,,5.0,10.0,5.0,,13.0,3.0,48.0,37.0,3.0,21.0,11.0,,,48.0,9.0,8.0,,,,1.0,,170.0,,,,,,11.0,,3.0,1.0,11.0,,14.0,14.0,,8.0,128.0,73.0,45.0,5.0,,3.0,2.0,1.0,517.0,4.0,2.0,55.0,62.0,14.0,,,,,118.0,118.0,1.0,24.0,21.0,53.8,,,5.0,0.0,145.0,3.0,,3.0,1.0,,3.0,1.0,3.0,67.0,459.0,1.0,5.0,315.0,33.0,21.0,18.0,5.0,21.0,16.0,,104.0,3.0,238.0,3.0,,14.0,9.0,58.0,2.0,532.0,1.0,0.0,7.0,10.0,,12.0,1.0,710.0,,9.0,8.0,5.0,6.0,0.0,,,,,,,,
2013-14,695132,24,2014-02-01 15:00:00,97,Cardiff,Home,129.0,16.0,1.0,6.0,5.0,5.0,1.0,170.0,5.0,,3.0,4.0,6.0,33.0,293.0,,3.0,19.0,20.0,22.0,8.0,1.0,,1.0,,1.0,,1.0,9.0,,,1.0,1.0,5.0,16.0,11.0,,,65.0,52.0,3.0,2.0,2.0,5.0,11.0,1.0,12.0,1.0,,7.0,17.0,4.0,,15.0,3.0,58.0,62.0,5.0,52.0,37.0,,1.0,52.0,8.0,8.0,2.0,,2.0,1.0,1.0,161.0,1.0,,1.0,1.0,,10.0,1.0,2.0,,37.0,1.0,9.0,9.0,1.0,3.0,80.0,72.0,39.0,14.0,,7.0,3.0,4.0,365.0,13.0,4.0,48.0,86.0,18.0,,,,,160.0,160.0,6.0,22.0,14.0,49.2,1.0,2.0,11.0,0.0,77.0,3.0,2.0,4.0,1.0,,8.0,,3.0,96.0,280.0,5.0,10.0,156.0,29.0,52.0,12.0,4.0,26.0,22.0,,132.0,11.0,253.0,2.0,,16.0,8.0,48.0,2.0,383.0,1.0,0.0,13.0,23.0,5.0,27.0,1.0,640.0,,13.0,9.0,7.0,20.0,0.0,,,,,,,,
2013-14,695149,25,2014-02-08 17:30:00,97,Cardiff,Away,132.0,8.0,,1.0,1.0,4.0,,140.0,8.0,1.0,3.0,6.0,4.0,24.0,271.0,,,17.0,13.0,18.0,3.0,1.0,,,,,,,5.0,,1.0,,2.0,5.0,8.0,9.0,,,55.0,58.0,,,,5.0,13.0,1.0,6.0,,,1.0,4.0,1.0,,23.0,,54.0,53.0,5.0,20.0,7.0,,,68.0,7.0,7.0,,,3.0,2.0,,145.0,,,,,,12.0,,3.0,,7.0,1.0,16.0,16.0,2.0,3.0,76.0,81.0,37.0,5.0,,3.0,1.0,1.0,344.0,4.0,2.0,42.0,60.0,15.0,,,,,147.0,147.0,2.0,22.0,20.0,38.0,1.0,,13.0,0.0,83.0,2.0,1.0,3.0,,,5.0,,3.0,67.0,261.0,6.0,4.0,152.0,33.0,20.0,14.0,1.0,8.0,7.0,,114.0,7.0,215.0,3.0,1.0,23.0,4.0,58.0,2.0,359.0,,0.0,7.0,18.0,,23.0,1.0,557.0,,10.0,9.0,1.0,17.0,0.0,,,,,,,,
2013-14,695152,26,2014-02-11 19:45:00,97,Cardiff,Home,92.0,15.0,4.0,7.0,3.0,9.0,,133.0,8.0,1.0,6.0,12.0,3.0,23.0,218.0,,1.0,20.0,38.0,28.0,10.0,2.0,,,,,,1.0,9.0,,,,1.0,2.0,9.0,9.0,,,41.0,58.0,1.0,1.0,,4.0,10.0,3.0,9.0,,1.0,7.0,16.0,2.0,,19.0,2.0,75.0,61.0,4.0,49.0,26.0,,,68.0,5.0,9.0,,,2.0,1.0,,170.0,,,,,,14.0,,4.0,,26.0,2.0,15.0,15.0,1.0,6.0,54.0,93.0,38.0,9.0,,6.0,6.0,3.0,310.0,4.0,3.0,46.0,66.0,16.0,,,,,185.0,185.0,3.0,20.0,19.0,45.4,,,10.0,0.0,60.0,4.0,2.0,6.0,,,6.0,,2.0,70.0,211.0,3.0,12.0,108.0,37.0,49.0,14.0,7.0,26.0,19.0,,123.0,17.0,243.0,4.0,1.0,23.0,3.0,46.0,4.0,325.0,,0.0,12.0,16.0,2.0,24.0,0.0,591.0,,18.0,9.0,7.0,11.0,0.0,,,,,,,,
2013-14,695161,27,2014-02-22 15:00:00,97,Cardiff,Home,147.0,27.0,5.0,13.0,8.0,7.0,2.0,233.0,5.0,,4.0,5.0,9.0,39.0,367.0,,,28.0,14.0,27.0,12.0,5.0,,,,1.0,,,15.0,,,,2.0,,6.0,5.0,,,52.0,54.0,,,,3.0,19.0,9.0,8.0,,,9.0,24.0,11.0,,15.0,1.0,52.0,60.0,3.0,19.0,15.0,1.0,,81.0,4.0,11.0,,,1.0,3.0,1.0,164.0,,,,,,9.0,,,,15.0,,13.0,13.0,,4.0,111.0,75.0,49.0,2.0,,5.0,12.0,5.0,427.0,,1.0,56.0,76.0,30.0,,,,,161.0,161.0,7.0,19.0,23.0,56.2,,,19.0,0.0,117.0,1.0,1.0,2.0,1.0,,9.0,,3.0,136.0,352.0,10.0,17.0,162.0,49.0,19.0,22.0,8.0,46.0,38.0,,180.0,11.0,328.0,,,10.0,10.0,54.0,2.0,444.0,1.0,0.0,23.0,11.0,1.0,32.0,1.0,688.0,,14.0,11.0,9.0,8.0,0.0,,,,,,,,
2013-14,695180,28,2014-03-02 16:30:00,97,Cardiff,Away,138.0,22.0,1.0,2.0,1.0,,,116.0,2.0,1.0,7.0,3.0,4.0,27.0,252.0,1.0,,18.0,26.0,21.0,4.0,1.0,1.0,1.0,,2.0,,,4.0,,1.0,,,6.0,6.0,9.0,,,52.0,53.0,1.0,1.0,,,18.0,4.0,13.0,,,7.0,7.0,2.0,,11.0,1.0,69.0,54.0,,32.0,18.0,,,59.0,12.0,11.0,,,2.0,,2.0,139.0,,,,,,7.0,,,,18.0,1.0,14.0,14.0,3.0,7.0,72.0,61.0,22.0,4.0,,1.0,4.0,2.0,331.0,3.0,3.0,15.0,67.0,14.0,,,,,154.0,154.0,2.0,27.0,16.0,39.6,1.0,,18.0,0.0,82.0,3.0,2.0,5.0,,1.0,2.0,,3.0,59.0,245.0,11.0,5.0,162.0,40.0,32.0,12.0,7.0,16.0,9.0,1.0,104.0,8.0,199.0,,1.0,16.0,4.0,51.0,5.0,345.0,1.0,0.0,8.0,19.0,,21.0,3.0,546.0,,12.0,4.0,7.0,14.0,0.0,,,,,,,,
2013-14,695181,29,2014-03-08 15:00:00,97,Cardiff,Home,139.0,13.0,2.0,6.0,4.0,5.0,,174.0,1.0,,5.0,12.0,6.0,32.0,307.0,,,24.0,22.0,22.0,13.0,2.0,1.0,,,,,,13.0,,,,1.0,4.0,10.0,4.0,,,55.0,61.0,3.0,3.0,1.0,,16.0,4.0,12.0,,,7.0,12.0,5.0,2.0,15.0,1.0,66.0,55.0,,43.0,28.0,,,65.0,9.0,12.0,,,3.0,2.0,,164.0,1.0,1.0,1.0,,1.0,6.0,,2.0,,28.0,,13.0,13.0,,5.0,74.0,88.0,50.0,6.0,,6.0,10.0,9.0,370.0,2.0,8.0,54.0,58.0,20.0,,,,,151.0,151.0,2.0,22.0,24.0,46.4,,,16.0,0.0,98.0,3.0,2.0,5.0,,1.0,6.0,1.0,3.0,76.0,294.0,7.0,16.0,153.0,31.0,43.0,17.0,5.0,24.0,19.0,2.0,123.0,16.0,262.0,2.0,,26.0,6.0,60.0,,391.0,,0.0,19.0,13.0,2.0,27.0,1.0,625.0,,10.0,9.0,7.0,8.0,0.0,,,,,,,,
2013-14,695192,30,2014-03-15 15:00:00,97,Cardiff,Away,86.0,4.0,3.0,7.0,4.0,,1.0,90.0,3.0,,3.0,5.0,3.0,14.0,169.0,,,16.0,7.0,14.0,4.0,2.0,,,,,,,6.0,,,,1.0,2.0,12.0,7.0,,,40.0,53.0,,,,3.0,12.0,3.0,13.0,,1.0,5.0,11.0,3.0,1.0,15.0,4.0,53.0,53.0,3.0,34.0,18.0,,1.0,45.0,10.0,10.0,,,3.0,3.0,,125.0,1.0,1.0,1.0,,1.0,7.0,,2.0,1.0,18.0,,16.0,16.0,7.0,3.0,38.0,72.0,30.0,10.0,,3.0,4.0,3.0,238.0,8.0,2.0,37.0,42.0,15.0,,,,,143.0,143.0,1.0,25.0,19.0,32.3,,1.0,12.0,0.0,47.0,2.0,2.0,5.0,1.0,,4.0,1.0,3.0,43.0,163.0,8.0,7.0,106.0,17.0,34.0,15.0,5.0,22.0,17.0,,78.0,4.0,166.0,2.0,,28.0,4.0,46.0,3.0,250.0,,0.0,10.0,25.0,1.0,25.0,3.0,482.0,,5.0,6.0,5.0,19.0,0.0,,,,,,,,
2013-14,695202,31,2014-03-22 15:00:00,97,Cardiff,Home,97.0,12.0,1.0,5.0,4.0,4.0,,140.0,5.0,,2.0,5.0,3.0,25.0,232.0,,,11.0,18.0,11.0,5.0,1.0,,,,,,,7.0,,,,,4.0,13.0,6.0,,,53.0,57.0,1.0,,1.0,,11.0,2.0,12.0,,,4.0,11.0,6.0,,13.0,1.0,63.0,56.0,,15.0,8.0,,,51.0,14.0,11.0,1.0,,4.0,4.0,,132.0,3.0,,1.0,3.0,,11.0,3.0,,1.0,8.0,,19.0,19.0,2.0,2.0,60.0,67.0,33.0,6.0,2.0,4.0,5.0,3.0,286.0,4.0,,40.0,61.0,16.0,,,,,133.0,133.0,5.0,23.0,26.0,33.4,,,11.0,0.0,56.0,2.0,1.0,3.0,,,4.0,,3.0,71.0,222.0,9.0,9.0,115.0,30.0,15.0,22.0,4.0,25.0,21.0,,108.0,5.0,211.0,,,14.0,4.0,45.0,,301.0,1.0,0.0,9.0,21.0,,18.0,2.0,497.0,,9.0,13.0,4.0,15.0,0.0,,,,,,,,
2013-14,695220,32,2014-03-29 15:00:00,97,Cardiff,Away,191.0,17.0,,4.0,4.0,4.0,1.0,162.0,3.0,,7.0,5.0,1.0,36.0,349.0,,,20.0,15.0,14.0,6.0,1.0,,,,1.0,,,9.0,,,,1.0,2.0,9.0,7.0,,,57.0,59.0,,,,4.0,11.0,5.0,7.0,,,1.0,11.0,,1.0,13.0,2.0,54.0,50.0,4.0,26.0,14.0,1.0,,70.0,13.0,11.0,1.0,,3.0,1.0,1.0,169.0,3.0,1.0,2.0,2.0,1.0,9.0,2.0,1.0,2.0,14.0,,12.0,12.0,2.0,7.0,114.0,77.0,38.0,4.0,1.0,1.0,9.0,5.0,440.0,3.0,,57.0,73.0,14.0,,,,,170.0,170.0,2.0,26.0,24.0,58.3,,,11.0,0.0,117.0,2.0,1.0,3.0,,,1.0,,3.0,66.0,335.0,4.0,10.0,221.0,40.0,26.0,18.0,1.0,13.0,12.0,,115.0,5.0,249.0,1.0,,17.0,1.0,65.0,2.0,457.0,,0.0,11.0,16.0,2.0,30.0,1.0,669.0,,14.0,10.0,1.0,11.0,0.0,,,,,,,,
2013-14,695222,33,2014-04-05 15:00:00,97,Cardiff,Home,209.0,18.0,2.0,9.0,7.0,1.0,,204.0,5.0,2.0,9.0,,6.0,37.0,404.0,,,25.0,19.0,26.0,7.0,1.0,,1.0,,1.0,,,8.0,,,,1.0,1.0,8.0,5.0,,,54.0,59.0,1.0,1.0,,1.0,13.0,5.0,9.0,,,10.0,15.0,10.0,,15.0,1.0,52.0,57.0,1.0,24.0,14.0,,,74.0,5.0,13.0,,,2.0,1.0,1.0,182.0,,,,,,6.0,,,1.0,14.0,,12.0,12.0,2.0,9.0,135.0,87.0,52.0,3.0,,4.0,4.0,3.0,489.0,3.0,1.0,55.0,98.0,30.0,,,,,164.0,164.0,1.0,18.0,30.0,63.1,,,13.0,0.0,135.0,3.0,2.0,5.0,,,5.0,,3.0,84.0,394.0,8.0,8.0,224.0,50.0,24.0,12.0,9.0,35.0,26.0,,145.0,9.0,317.0,,2.0,6.0,8.0,62.0,,506.0,,0.0,13.0,12.0,1.0,28.0,2.0,722.0,,10.0,6.0,10.0,7.0,0.0,,,,,,,,
2013-14,695235,34,2014-04-12 15:07:00,97,Cardiff,Away,162.0,13.0,1.0,2.0,1.0,,1.0,66.0,6.0,,3.0,6.0,2.0,21.0,226.0,,,8.0,16.0,19.0,4.0,,,,1.0,1.0,1.0,1.0,4.0,,,,1.0,3.0,9.0,10.0,,,54.0,80.0,1.0,1.0,,4.0,16.0,,12.0,,,5.0,3.0,,1.0,9.0,4.0,48.0,57.0,4.0,40.0,22.0,,,46.0,7.0,9.0,,,1.0,1.0,1.0,138.0,,,,,,11.0,,4.0,,22.0,,14.0,14.0,7.0,3.0,70.0,69.0,24.0,5.0,,2.0,2.0,4.0,306.0,4.0,5.0,28.0,52.0,11.0,,,,,142.0,142.0,2.0,43.0,14.0,32.5,,,16.0,0.0,63.0,3.0,4.0,7.0,1.0,,2.0,,3.0,26.0,218.0,8.0,4.0,197.0,38.0,40.0,12.0,4.0,8.0,4.0,,62.0,5.0,136.0,5.0,1.0,19.0,2.0,55.0,2.0,325.0,,0.0,6.0,22.0,,12.0,0.0,518.0,,8.0,8.0,5.0,16.0,0.0,,,,,,,,
2013-14,695242,35,2014-04-19 15:00:00,97,Cardiff,Home,160.0,11.0,2.0,2.0,,1.0,,152.0,5.0,1.0,5.0,5.0,6.0,14.0,310.0,,1.0,15.0,17.0,11.0,6.0,1.0,,,1.0,1.0,,,9.0,1.0,,1.0,1.0,3.0,7.0,8.0,,,61.0,52.0,1.0,2.0,1.0,4.0,16.0,6.0,11.0,,,12.0,8.0,1.0,,12.0,3.0,53.0,49.0,4.0,25.0,17.0,,,42.0,6.0,12.0,,1.0,3.0,1.0,1.0,132.0,,,,,,10.0,,1.0,,17.0,2.0,16.0,16.0,,5.0,94.0,62.0,25.0,7.0,1.0,2.0,5.0,4.0,375.0,4.0,2.0,51.0,68.0,14.0,1.0,1.0,1.0,1.0,139.0,139.0,3.0,26.0,18.0,43.3,1.0,1.0,16.0,0.0,101.0,2.0,2.0,4.0,1.0,,3.0,1.0,3.0,78.0,303.0,7.0,7.0,177.0,35.0,25.0,21.0,10.0,20.0,10.0,,117.0,7.0,231.0,1.0,1.0,22.0,6.0,40.0,3.0,388.0,,0.0,13.0,14.0,2.0,20.0,2.0,599.0,,8.0,14.0,12.0,9.0,0.0,,,,,,,,
2013-14,695258,36,2014-04-27 12:00:00,97,Cardiff,Away,86.0,4.0,2.0,5.0,3.0,3.0,,147.0,8.0,,3.0,3.0,6.0,9.0,228.0,,,15.0,11.0,12.0,2.0,1.0,,,1.0,1.0,,,2.0,,,,1.0,3.0,13.0,8.0,,,48.0,46.0,,,,3.0,10.0,1.0,6.0,,2.0,5.0,10.0,6.0,,13.0,1.0,42.0,45.0,3.0,31.0,16.0,1.0,1.0,47.0,11.0,10.0,,,3.0,3.0,1.0,107.0,,,,,,11.0,,1.0,,16.0,,7.0,7.0,,3.0,64.0,57.0,32.0,11.0,,2.0,1.0,1.0,271.0,8.0,,36.0,60.0,17.0,1.0,1.0,1.0,,112.0,112.0,,24.0,14.0,40.4,,1.0,10.0,0.0,67.0,2.0,1.0,3.0,,,4.0,,3.0,69.0,221.0,5.0,3.0,100.0,14.0,31.0,7.0,5.0,24.0,19.0,,98.0,11.0,210.0,1.0,,12.0,8.0,25.0,,286.0,,1.0,6.0,17.0,,23.0,3.0,471.0,,10.0,6.0,5.0,15.0,0.0,,,,,,,,
2013-14,695267,37,2014-05-03 15:00:00,97,Cardiff,Away,122.0,13.0,3.0,8.0,5.0,2.0,2.0,140.0,8.0,,2.0,2.0,2.0,29.0,254.0,,,23.0,29.0,29.0,6.0,3.0,,,,,,,10.0,,,,2.0,2.0,13.0,9.0,,,45.0,54.0,1.0,3.0,,5.0,9.0,5.0,12.0,,,6.0,8.0,3.0,,13.0,2.0,69.0,65.0,5.0,29.0,23.0,,,68.0,6.0,8.0,,,2.0,4.0,,141.0,,,,,,10.0,,2.0,,23.0,,12.0,12.0,1.0,2.0,75.0,69.0,34.0,10.0,,4.0,5.0,3.0,340.0,10.0,1.0,58.0,45.0,22.0,,,,,147.0,147.0,3.0,16.0,27.0,46.2,,,9.0,0.0,90.0,3.0,,3.0,,,8.0,,3.0,52.0,246.0,1.0,9.0,144.0,43.0,29.0,21.0,6.0,21.0,15.0,,100.0,6.0,228.0,2.0,,10.0,4.0,57.0,2.0,351.0,,0.0,16.0,16.0,1.0,28.0,0.0,566.0,,5.0,12.0,6.0,14.0,0.0,,,,,,,,
2013-14,695271,38,2014-05-11 15:00:00,97,Cardiff,Home,136.0,10.0,,1.0,1.0,3.0,1.0,112.0,3.0,2.0,5.0,4.0,3.0,20.0,247.0,,,17.0,12.0,7.0,6.0,2.0,,,,,,,8.0,,,,1.0,2.0,20.0,8.0,,,58.0,61.0,,,,2.0,13.0,3.0,18.0,1.0,,3.0,12.0,,,15.0,2.0,58.0,51.0,2.0,30.0,13.0,,1.0,50.0,7.0,9.0,,,2.0,3.0,,117.0,,,,,,15.0,,1.0,,13.0,,8.0,8.0,,5.0,71.0,71.0,27.0,8.0,,3.0,5.0,3.0,302.0,9.0,3.0,48.0,53.0,7.0,,,,,142.0,142.0,3.0,30.0,19.0,36.8,,1.0,13.0,0.0,71.0,3.0,2.0,4.0,1.0,,4.0,,3.0,66.0,236.0,4.0,8.0,154.0,23.0,30.0,21.0,3.0,18.0,15.0,1.0,98.0,4.0,181.0,1.0,2.0,20.0,3.0,48.0,1.0,317.0,,0.0,10.0,20.0,1.0,19.0,1.0,536.0,,16.0,15.0,3.0,12.0,0.0,,,,,,,,
