season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,totalDistance_h,totalDistance_a
2025-26,2561905,2,2025-08-23 15:00:00,"Vitality Stadium, Bournemouth",11070.0,Bournemouth,Wolves,1,0,0,1,W,L,1,0,0,1,0,1,1,0,1.0,0.0,14.0,6.0,4.0,1.0,5.0,3.0,5.0,2.0,1.2912,0.4647,0.9297,0.2372,2.0,,1.0,,2.0,,1.0,,1.13469,0.37244,1.0,,13.0,4.0,8.0,2.0,36.0,26.0,70.0,61.0,447.0,307.0,387.0,225.0,58.8,41.2,30.0,14.0,12.0,21.0,9.0,14.0,6.0,9.0,32.0,30.0,32.0,30.0,7.0,7.0,2.0,5.0,,,,1.0,5.0,10.0,9.0,9.0,120.0,126.0,1.0,3.0,0.0,1.0,0.2372,0.9297,1.0,,0.0,0.0,45.0,64.0,64.0,45.0,8.0,25.0,25.0,8.0,8.0,3.0,8.0,3.0,1.0,,13.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,106280.67,100768.82
2025-26,2561906,2,2025-08-23 17:30:00,"Emirates Stadium, London",60110.0,Arsenal,Leeds,5,0,0,5,W,L,2,0,0,2,0,0,0,0,5.0,0.0,18.0,3.0,5.0,1.0,9.0,,4.0,2.0,2.8787,0.1666,2.7748,0.1446,1.0,,2.0,,1.0,,,,0.90332,0.127854,4.0,,12.0,3.0,7.0,3.0,24.0,6.0,52.0,17.0,599.0,290.0,549.0,219.0,67.5,32.5,34.0,6.0,12.0,18.0,8.0,12.0,5.0,6.0,7.0,20.0,7.0,20.0,13.0,3.0,2.0,3.0,,1.0,,,4.0,12.0,6.0,5.0,96.0,99.0,1.0,,0.0,5.0,0.1446,2.7748,1.0,,0.0,0.0,47.0,34.0,34.0,47.0,13.0,4.0,4.0,13.0,2.0,2.0,2.0,2.0,2.0,,8.0,11.0,11.0,8.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,,,112876.65,108252.64
2025-26,2561907,2,2025-08-23 15:00:00,"Gtech Community Stadium, Brentford",16838.0,Brentford,Aston Villa,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,0.0,9.0,17.0,2.0,2.0,4.0,7.0,3.0,8.0,1.2127,1.1903,1.3602,0.1324,1.0,1.0,1.0,,1.0,1.0,,,0.353912,1.5296,,,5.0,12.0,3.0,7.0,19.0,42.0,38.0,69.0,178.0,587.0,128.0,514.0,23.6,76.4,25.0,43.0,28.0,14.0,15.0,12.0,11.0,6.0,45.0,12.0,45.0,12.0,12.0,,8.0,3.0,,,,,8.0,8.0,7.0,12.0,98.0,145.0,2.0,1.0,0.0,1.0,0.1324,1.3602,1.0,,0.0,0.0,62.0,52.0,52.0,62.0,17.0,21.0,21.0,17.0,2.0,9.0,2.0,9.0,,,11.0,9.0,9.0,11.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,,109490.39,107279.22
2025-26,2561908,2,2025-08-23 15:00:00,"Turf Moor, Burnley",21285.0,Burnley,Sunderland,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,0.0,7.0,9.0,2.0,1.0,4.0,3.0,1.0,5.0,0.9958,0.7732,1.5816,0.6952,2.0,2.0,1.0,,1.0,2.0,1.0,,0.485027,0.609293,2.0,,6.0,7.0,3.0,4.0,24.0,35.0,58.0,68.0,442.0,616.0,356.0,530.0,41.9,58.1,17.0,17.0,22.0,18.0,11.0,8.0,7.0,7.0,29.0,27.0,29.0,27.0,13.0,9.0,5.0,1.0,,,,,2.0,3.0,10.0,15.0,133.0,144.0,1.0,,0.0,2.0,0.6952,1.5816,1.0,,0.0,0.0,45.0,48.0,48.0,45.0,15.0,19.0,19.0,15.0,4.0,3.0,4.0,3.0,1.0,1.0,9.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,2.0,115305.22,111840.71
2025-26,2561909,2,2025-08-24 14:00:00,"Selhurst Park, London",24876.0,Crystal Palace,Nott'm Forest,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,8.0,9.0,4.0,1.0,4.0,7.0,,1.0,1.1023,0.9296,0.8252,0.2584,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.904364,0.816631,1.0,1.0,7.0,6.0,4.0,2.0,26.0,28.0,51.0,70.0,377.0,514.0,287.0,442.0,42.1,57.9,21.0,20.0,20.0,12.0,11.0,7.0,7.0,10.0,21.0,15.0,21.0,15.0,7.0,8.0,1.0,,,,,1.0,6.0,3.0,8.0,8.0,128.0,136.0,,3.0,1.0,1.0,0.2584,0.8252,,,0.0,0.0,49.0,45.0,45.0,49.0,16.0,17.0,17.0,16.0,1.0,3.0,1.0,3.0,1.0,,11.0,11.0,11.0,10.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,104795.25,100770.36
2025-26,2561910,2,2025-08-24 14:00:00,"Hill Dickinson Stadium, Liverpool",51759.0,Everton,Brighton,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,0.0,11.0,13.0,3.0,4.0,7.0,5.0,1.0,4.0,1.596,2.4331,1.2097,1.5401,2.0,1.0,1.0,,1.0,3.0,,2.0,0.993035,0.869141,2.0,,10.0,10.0,3.0,6.0,22.0,16.0,73.0,58.0,362.0,490.0,272.0,411.0,42.4,57.6,18.0,29.0,15.0,17.0,8.0,8.0,8.0,5.0,35.0,24.0,35.0,24.0,3.0,7.0,3.0,1.0,2.0,,,,8.0,9.0,10.0,10.0,127.0,127.0,4.0,1.0,0.0,2.0,1.5401,1.2097,1.0,,0.0,0.0,70.0,47.0,47.0,70.0,31.0,16.0,16.0,31.0,2.0,2.0,2.0,2.0,1.0,,7.0,15.0,15.0,6.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,6.0,108850.34,109124.16
2025-26,2561911,2,2025-08-24 16:30:00,"Craven Cottage, London",27512.0,Fulham,Man Utd,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,13.0,10.0,4.0,3.0,4.0,6.0,5.0,1.0,1.7567,1.7648,1.374,0.5612,3.0,1.0,1.0,1.0,2.0,2.0,,1.0,2.08083,0.740445,1.0,1.0,9.0,9.0,7.0,4.0,40.0,25.0,47.0,50.0,419.0,397.0,353.0,328.0,52.4,47.6,38.0,25.0,10.0,17.0,8.0,11.0,8.0,5.0,24.0,27.0,24.0,27.0,4.0,10.0,1.0,5.0,,,,1.0,2.0,2.0,6.0,5.0,125.0,112.0,3.0,2.0,1.0,1.0,0.5612,1.374,,,1.0,0.0,41.0,53.0,53.0,41.0,20.0,23.0,23.0,20.0,9.0,6.0,9.0,6.0,,1.0,12.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,2.0,1.0,106068.29,103693.56
2025-26,2561912,2,2025-08-23 12:30:00,"Etihad Stadium, Manchester",52491.0,Man City,Spurs,0,2,2,0,L,W,0,2,2,0,0,0,0,0,0.0,2.0,10.0,12.0,4.0,5.0,3.0,5.0,3.0,2.0,1.5525,1.1081,0.6394,2.0815,2.0,1.0,,2.0,2.0,1.0,,,1.55615,0.445881,,1.0,8.0,7.0,7.0,3.0,29.0,18.0,47.0,50.0,525.0,331.0,456.0,259.0,61.4,38.6,34.0,26.0,20.0,24.0,10.0,16.0,6.0,7.0,23.0,25.0,23.0,25.0,6.0,6.0,2.0,3.0,1.0,1.0,1.0,,8.0,7.0,16.0,5.0,130.0,136.0,3.0,4.0,2.0,0.0,2.0815,0.6394,,1.0,0.0,0.0,51.0,47.0,47.0,51.0,12.0,8.0,8.0,12.0,7.0,2.0,7.0,2.0,,2.0,7.0,12.0,12.0,7.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,114392.16,112004.01
2025-26,2561913,2,2025-08-25 20:00:00,"St. James' Park, Newcastle",52230.0,Newcastle,Liverpool,2,3,3,2,L,W,0,1,1,0,1,0,0,1,2.0,3.0,10.0,5.0,3.0,4.0,4.0,,3.0,1.0,0.9815,0.6928,1.8662,2.2552,2.0,2.0,2.0,1.0,2.0,1.0,,,0.876877,0.514608,1.0,3.0,7.0,6.0,4.0,5.0,40.0,25.0,51.0,49.0,247.0,445.0,170.0,370.0,37.6,62.4,27.0,17.0,12.0,13.0,5.0,8.0,8.0,2.0,21.0,43.0,21.0,43.0,6.0,7.0,1.0,3.0,1.0,1.0,,1.0,5.0,8.0,4.0,9.0,126.0,113.0,1.0,1.0,3.0,2.0,2.2552,1.8662,,,0.0,0.0,51.0,51.0,51.0,51.0,16.0,18.0,18.0,16.0,7.0,1.0,7.0,1.0,1.0,,17.0,15.0,15.0,16.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,105959.0,104796.23
2025-26,2561914,2,2025-08-22 20:00:00,"London Stadium, London",62462.0,West Ham,Chelsea,1,5,5,1,L,W,1,3,3,1,0,0,0,0,1.0,5.0,12.0,12.0,4.0,7.0,5.0,4.0,3.0,1.0,0.7264,2.7427,0.3267,5.1386,1.0,6.0,,5.0,1.0,2.0,,,0.667523,1.47202,1.0,4.0,10.0,7.0,5.0,6.0,23.0,18.0,43.0,63.0,392.0,577.0,339.0,505.0,40.8,59.2,19.0,26.0,11.0,19.0,6.0,13.0,7.0,4.0,29.0,17.0,29.0,17.0,6.0,4.0,1.0,3.0,1.0,,1.0,,4.0,5.0,9.0,7.0,100.0,103.0,2.0,3.0,5.0,1.0,5.1386,0.3267,,,0.0,0.0,39.0,45.0,45.0,39.0,14.0,15.0,15.0,14.0,7.0,5.0,7.0,5.0,1.0,,7.0,10.0,9.0,7.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.0,2.0,110847.01,105029.72
2025-26,2561915,3,2025-08-31 19:00:00,"Villa Park, Birmingham",41036.0,Aston Villa,Crystal Palace,0,3,3,0,L,W,0,1,1,0,0,0,0,0,0.0,3.0,13.0,6.0,4.0,4.0,8.0,1.0,1.0,1.0,1.1405,2.6496,1.0148,2.4469,1.0,3.0,,2.0,2.0,2.0,,,0.673415,1.1862,,1.0,10.0,4.0,5.0,3.0,42.0,17.0,79.0,51.0,531.0,386.0,475.0,328.0,58.4,41.6,20.0,14.0,11.0,26.0,5.0,16.0,6.0,10.0,17.0,37.0,17.0,37.0,8.0,4.0,1.0,1.0,,1.0,,,6.0,7.0,18.0,9.0,118.0,95.0,1.0,4.0,3.0,0.0,2.4469,1.0148,,1.0,0.0,0.0,37.0,48.0,48.0,37.0,6.0,9.0,9.0,6.0,10.0,1.0,10.0,1.0,1.0,,7.0,14.0,13.0,7.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,2.0,112322.01,115843.16
2025-26,2561916,3,2025-08-31 14:00:00,"American Express Stadium, Falmer",31485.0,Brighton,Man City,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,12.0,12.0,7.0,3.0,2.0,8.0,3.0,1.0,2.2975,1.8202,3.0718,1.0956,1.0,2.0,2.0,1.0,1.0,2.0,,,0.70066,1.46205,1.0,1.0,9.0,8.0,8.0,4.0,20.0,13.0,46.0,38.0,315.0,565.0,235.0,493.0,36.3,63.7,22.0,24.0,17.0,15.0,13.0,7.0,8.0,9.0,10.0,15.0,10.0,15.0,14.0,9.0,1.0,2.0,1.0,,,,14.0,8.0,9.0,8.0,114.0,108.0,2.0,5.0,1.0,2.0,1.0956,3.0718,,,0.0,0.0,47.0,58.0,58.0,47.0,9.0,14.0,14.0,9.0,3.0,2.0,3.0,2.0,1.0,,16.0,14.0,13.0,15.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,,110350.19,109499.03
2025-26,2561917,3,2025-08-30 12:30:00,"Stamford Bridge, London",39745.0,Chelsea,Fulham,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,0.0,13.0,11.0,6.0,3.0,1.0,6.0,6.0,2.0,2.3502,1.023,3.1877,0.1025,1.0,1.0,2.0,,1.0,1.0,,,0.832111,0.468234,1.0,1.0,11.0,9.0,10.0,5.0,26.0,25.0,64.0,49.0,494.0,415.0,429.0,337.0,53.8,46.2,27.0,20.0,19.0,29.0,9.0,12.0,18.0,6.0,20.0,20.0,20.0,20.0,3.0,4.0,3.0,6.0,1.0,1.0,,,3.0,8.0,18.0,7.0,127.0,127.0,1.0,4.0,0.0,2.0,0.1025,3.1877,1.0,,0.0,0.0,60.0,56.0,56.0,60.0,17.0,13.0,13.0,17.0,6.0,4.0,6.0,4.0,,,11.0,17.0,16.0,11.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,3.0,1.0,107608.29,112319.18
2025-26,2561918,3,2025-08-30 17:30:00,"Elland Road, Leeds",36727.0,Leeds,Newcastle,0,0,0,0,D,D,0,0,0,0,0,0,0,0,0.0,0.0,10.0,8.0,1.0,2.0,6.0,3.0,3.0,3.0,0.6877,0.4602,0.0926,0.1351,1.0,,,,1.0,,,,0.342263,0.320653,,,9.0,7.0,4.0,4.0,23.0,25.0,49.0,65.0,414.0,547.0,328.0,463.0,43.0,57.0,19.0,13.0,18.0,10.0,14.0,4.0,13.0,8.0,18.0,6.0,18.0,6.0,8.0,10.0,3.0,3.0,,1.0,,,5.0,7.0,5.0,10.0,128.0,143.0,2.0,1.0,0.0,0.0,0.1351,0.0926,1.0,1.0,0.0,0.0,47.0,37.0,37.0,47.0,8.0,12.0,12.0,8.0,5.0,5.0,5.0,5.0,,,10.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,,118041.74,120060.09
