season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attLgRight,attOboxOwnGoal,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2010-11,321760,11.0,2010-11-06 15:00:00,92,Blackpool,Home,165.0,15.0,1.0,1.0,,2.0,,132.0,4.0,,4.0,8.0,21.0,31.0,296.0,,,15.0,22.0,17.0,6.0,2.0,1.0,1.0,,,,2.0,,,,,,,,11.0,,,,,,14.0,7.0,,65.0,63.0,,,,4.0,7.0,10.0,,3.0,3.0,2.0,1.0,22.0,1.0,77.0,62.0,4.0,32.0,18.0,1.0,,71.0,14.0,12.0,,,2.0,,2.0,170.0,,,,,,,9.0,,,1.0,1.0,,,,,31.0,,18.0,14.0,,5.0,87.0,94.0,41.0,7.0,1.0,4.0,4.0,4.0,,,7.0,,,38.0,43.0,18.0,,,,,183.0,160.0,1.0,30.0,24.0,48.2,,,0.0,,,,73.0,3.0,1.0,,,1.0,4.0,,3.0,59.0,8.0,184.0,33.0,55.0,17.0,3.0,8.0,5.0,1.0,110.0,9.0,219.0,2.0,,34.0,22.0,66.0,3.0,395.0,,0.0,15.0,25.0,1.0,16.0,2.0,631.0,13.0,8.0,3.0,20.0,0.0
2010-11,321772,12.0,2010-11-10 19:45:00,92,Blackpool,Away,241.0,18.0,2.0,7.0,5.0,5.0,,163.0,4.0,,4.0,3.0,23.0,41.0,397.0,1.0,2.0,25.0,18.0,11.0,8.0,2.0,1.0,,1.0,,,2.0,,,,,,,,10.0,,,,,,15.0,6.0,,98.0,55.0,3.0,2.0,1.0,4.0,4.0,4.0,1.0,8.0,12.0,6.0,,10.0,2.0,49.0,39.0,4.0,19.0,9.0,,1.0,72.0,10.0,9.0,2.0,,2.0,,2.0,185.0,2.0,,1.0,2.0,,,10.0,,,2.0,1.0,,,,,18.0,,13.0,10.0,,4.0,114.0,100.0,45.0,10.0,,6.0,6.0,3.0,,,5.0,1.0,,59.0,59.0,19.0,,,,,189.0,173.0,2.0,26.0,18.0,59.4,,,0.0,,,,114.0,3.0,2.0,,2.0,1.0,7.0,,3.0,55.0,12.0,261.0,45.0,35.0,14.0,8.0,26.0,18.0,1.0,109.0,14.0,276.0,1.0,,26.0,24.0,84.0,4.0,511.0,1.0,0.0,14.0,12.0,3.0,28.0,3.0,720.0,9.0,7.0,8.0,10.0,0.0
2010-11,321784,13.0,2010-11-13 15:00:00,92,Blackpool,Away,125.0,27.0,3.0,5.0,2.0,3.0,,171.0,12.0,1.0,6.0,11.0,21.0,47.0,291.0,1.0,,17.0,27.0,13.0,14.0,1.0,1.0,,,,,1.0,,1.0,,,,,,18.0,,,,,1.0,17.0,8.0,,65.0,56.0,2.0,3.0,,3.0,9.0,9.0,1.0,7.0,12.0,5.0,,12.0,1.0,61.0,41.0,3.0,25.0,9.0,,1.0,78.0,8.0,7.0,,,4.0,3.0,1.0,141.0,,,,,,,16.0,,,,1.0,,,,1.0,19.0,,10.0,8.0,,6.0,86.0,83.0,55.0,9.0,,8.0,7.0,3.0,,,13.0,1.0,,43.0,45.0,22.0,,,,,162.0,140.0,1.0,28.0,18.0,51.5,,,0.0,,,,76.0,1.0,1.0,,2.0,1.0,11.0,,3.0,100.0,15.0,139.0,40.0,47.0,12.0,7.0,27.0,20.0,1.0,145.0,14.0,256.0,1.0,1.0,23.0,23.0,70.0,2.0,368.0,2.0,0.0,23.0,15.0,3.0,20.0,1.0,605.0,13.0,6.0,7.0,10.0,0.0
2010-11,321790,14.0,2010-11-20 15:00:00,92,Blackpool,Home,130.0,18.0,1.0,1.0,,7.0,,144.0,7.0,,6.0,8.0,13.0,37.0,273.0,,2.0,19.0,17.0,16.0,8.0,,2.0,,1.0,,,1.0,,2.0,,,,,,10.0,,,,,,13.0,11.0,,82.0,66.0,1.0,,1.0,5.0,4.0,3.0,,4.0,11.0,1.0,,15.0,4.0,53.0,54.0,5.0,37.0,18.0,,,65.0,7.0,8.0,2.0,,6.0,1.0,1.0,152.0,2.0,,1.0,1.0,1.0,,12.0,,,1.0,,,,,,34.0,,8.0,6.0,1.0,6.0,70.0,102.0,54.0,11.0,,2.0,8.0,4.0,,,5.0,1.0,,67.0,47.0,14.0,,,,,190.0,166.0,,27.0,23.0,44.2,,2.0,0.0,,,,63.0,2.0,6.0,,1.0,2.0,5.0,,3.0,79.0,10.0,153.0,40.0,61.0,16.0,2.0,15.0,13.0,2.0,119.0,11.0,229.0,,,29.0,16.0,74.0,4.0,367.0,1.0,0.0,13.0,25.0,3.0,21.0,0.0,624.0,20.0,5.0,4.0,17.0,0.0
2010-11,321798,15.0,2010-11-27 15:00:00,92,Blackpool,Away,128.0,23.0,2.0,7.0,5.0,7.0,,163.0,3.0,,3.0,6.0,14.0,32.0,284.0,,1.0,23.0,22.0,23.0,13.0,,1.0,,,,,,,2.0,,,,,,14.0,,,,,,20.0,12.0,,72.0,55.0,1.0,1.0,,2.0,4.0,11.0,1.0,4.0,10.0,8.0,1.0,21.0,5.0,76.0,55.0,2.0,24.0,11.0,,,71.0,16.0,8.0,1.0,,2.0,,,151.0,2.0,2.0,2.0,,2.0,,15.0,,,,1.0,,,,2.0,27.0,,9.0,7.0,,3.0,84.0,109.0,55.0,4.0,,6.0,9.0,6.0,,,8.0,1.0,,50.0,44.0,26.0,,,,,212.0,175.0,1.0,23.0,22.0,51.3,,1.0,0.0,,,,72.0,5.0,3.0,,,1.0,7.0,,3.0,74.0,15.0,148.0,46.0,61.0,16.0,4.0,22.0,18.0,1.0,123.0,12.0,253.0,1.0,,20.0,17.0,67.0,3.0,379.0,,0.0,17.0,16.0,3.0,29.0,2.0,639.0,14.0,8.0,4.0,15.0,0.0
2010-11,321810,16.0,2011-01-25 19:30:00,92,Blackpool,Home,114.0,16.0,1.0,4.0,3.0,5.0,,149.0,3.0,,4.0,10.0,9.0,28.0,259.0,,,17.0,22.0,14.0,4.0,,2.0,,1.0,,,1.0,,,,1.0,,,,4.0,,,,,,13.0,10.0,,63.0,64.0,2.0,1.0,2.0,4.0,1.0,11.0,,6.0,10.0,5.0,1.0,8.0,2.0,65.0,37.0,4.0,24.0,12.0,,,85.0,13.0,10.0,1.0,,1.0,1.0,1.0,177.0,1.0,1.0,1.0,,1.0,,7.0,,,,2.0,,,,1.0,22.0,,8.0,8.0,,5.0,75.0,92.0,35.0,8.0,,2.0,3.0,3.0,,,7.0,5.0,,67.0,43.0,22.0,,,,,197.0,178.0,,25.0,27.0,42.4,,,0.0,,,,61.0,3.0,4.0,,,2.0,3.0,,2.0,80.0,5.0,133.0,37.0,43.0,15.0,5.0,21.0,16.0,2.0,150.0,13.0,264.0,2.0,,46.0,10.0,73.0,,376.0,1.0,0.0,7.0,10.0,2.0,20.0,1.0,575.0,11.0,3.0,6.0,8.0,0.0
2010-11,321823,17.0,2010-12-11 15:00:00,92,Blackpool,Away,146.0,12.0,,3.0,3.0,5.0,,149.0,7.0,,1.0,14.0,10.0,34.0,292.0,1.0,,20.0,19.0,18.0,7.0,3.0,,,,,,,,,,,,,1.0,10.0,,,1.0,,2.0,16.0,6.0,,65.0,53.0,2.0,1.0,1.0,6.0,2.0,5.0,1.0,4.0,9.0,1.0,,10.0,,52.0,51.0,6.0,38.0,24.0,,,57.0,11.0,12.0,1.0,,1.0,,,149.0,1.0,,,1.0,,,19.0,,,1.0,,,,,1.0,46.0,1.0,7.0,5.0,1.0,1.0,87.0,98.0,43.0,10.0,,6.0,5.0,3.0,,,4.0,2.0,,56.0,32.0,18.0,,,,,196.0,163.0,,16.0,30.0,57.5,1.0,3.0,0.0,,,,85.0,4.0,,,,,7.0,1.0,1.0,68.0,11.0,166.0,29.0,71.0,14.0,3.0,13.0,10.0,,113.0,12.0,233.0,,,44.0,11.0,69.0,2.0,386.0,1.0,0.0,12.0,15.0,2.0,24.0,2.0,626.0,21.0,6.0,4.0,14.0,0.0
2010-11,321830,18.0,2011-02-22 20:00:00,92,Blackpool,Home,116.0,17.0,,3.0,3.0,2.0,,116.0,7.0,,3.0,7.0,15.0,25.0,229.0,,,14.0,20.0,5.0,3.0,2.0,,,1.0,,,1.0,,1.0,,,1.0,,,6.0,1.0,,,,1.0,13.0,14.0,,68.0,56.0,1.0,,3.0,5.0,2.0,17.0,3.0,1.0,7.0,3.0,,6.0,2.0,59.0,46.0,5.0,28.0,9.0,,,55.0,12.0,8.0,2.0,,1.0,,1.0,130.0,1.0,,1.0,1.0,,,22.0,,,2.0,3.0,,,,1.0,18.0,,13.0,11.0,3.0,3.0,66.0,96.0,41.0,7.0,1.0,3.0,3.0,4.0,,,8.0,4.0,1.0,40.0,46.0,3.0,,,,1.0,145.0,131.0,1.0,29.0,15.0,38.5,,2.0,0.0,,,,46.0,5.0,,,2.0,,4.0,,3.0,45.0,6.0,129.0,33.0,42.0,13.0,,10.0,10.0,,81.0,9.0,191.0,3.0,,24.0,15.0,55.0,,310.0,,0.0,10.0,25.0,,17.0,2.0,517.0,10.0,8.0,1.0,19.0,0.0
2010-11,321840,19.0,2011-01-12 20:00:00,92,Blackpool,Home,152.0,28.0,,4.0,4.0,1.0,,144.0,4.0,,5.0,8.0,11.0,43.0,292.0,,,21.0,17.0,10.0,6.0,,,,,,,,,1.0,,,,,,11.0,,,,,1.0,7.0,5.0,,66.0,79.0,3.0,1.0,2.0,2.0,2.0,2.0,,3.0,12.0,2.0,,23.0,1.0,58.0,58.0,2.0,22.0,12.0,,1.0,65.0,11.0,13.0,2.0,,3.0,1.0,,144.0,2.0,,2.0,2.0,,,11.0,,,2.0,,,,,4.0,18.0,,17.0,16.0,1.0,5.0,88.0,97.0,40.0,3.0,,1.0,7.0,6.0,,,3.0,1.0,,67.0,43.0,14.0,,,,,177.0,169.0,3.0,35.0,26.0,46.4,,,0.0,,,,91.0,3.0,1.0,,2.0,,4.0,,3.0,73.0,8.0,174.0,44.0,30.0,22.0,2.0,17.0,15.0,,118.0,4.0,232.0,,,38.0,16.0,86.0,3.0,389.0,1.0,0.0,12.0,22.0,,25.0,1.0,626.0,12.0,13.0,3.0,15.0,0.0
2010-11,321852,20.0,2010-12-28 15:00:00,92,Blackpool,Away,189.0,9.0,1.0,4.0,3.0,4.0,1.0,152.0,9.0,,4.0,12.0,12.0,31.0,337.0,1.0,,13.0,21.0,16.0,5.0,1.0,1.0,,,,,,,,,,,,,6.0,,,,,1.0,19.0,12.0,,78.0,67.0,4.0,2.0,2.0,2.0,,6.0,2.0,2.0,6.0,4.0,,12.0,1.0,51.0,57.0,2.0,34.0,14.0,,1.0,61.0,5.0,6.0,2.0,,,1.0,,170.0,2.0,,2.0,1.0,1.0,,18.0,,,1.0,1.0,,,,,31.0,,12.0,10.0,1.0,4.0,103.0,114.0,57.0,9.0,,4.0,4.0,4.0,,,5.0,2.0,,56.0,42.0,10.0,,,,,187.0,159.0,2.0,26.0,26.0,47.0,,1.0,0.0,,,,87.0,6.0,5.0,,,1.0,5.0,,3.0,48.0,8.0,206.0,26.0,62.0,15.0,1.0,12.0,11.0,1.0,99.0,13.0,244.0,1.0,,32.0,12.0,69.0,1.0,438.0,1.0,0.0,9.0,27.0,1.0,16.0,0.0,676.0,16.0,8.0,2.0,17.0,0.0
