season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a
2016-17,855266,10,2016-10-30 16:00:00,"St. Mary's Stadium, Southampton",31827,Southampton,Chelsea,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,10.0,13.0,1.0,7.0,6.0,4.0,3.0,2.0,,1.0,,,,1.0,1.0,,,2.0,8.0,13.0,2.0,9.0,42.0,22.0,72.0,43.0,486.0,409.0,408.0,325.0,54.8,45.2,19.0,23.0,23.0,27.0,17.0,21.0,16.0,16.0,13.0,33.0,13.0,33.0,22.0,22.0,2.0,3.0,,,,,13.0,8.0,18.0,15.0,138.0,131.0,5.0,1.0,2.0,,,1.0,,,64.0,69.0,69.0,64.0,18.0,16.0,16.0,18.0,7.0,3.0,7.0,3.0,2.0,1.0,13.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,,,,,2.0,
2016-17,855267,10,2016-10-31 20:00:00,"bet365 Stadium, Stoke",26602,Stoke,Swansea,3,1,1,3,W,L,1,1,1,1,0,0,0,0,3.0,1.0,17.0,14.0,4.0,6.0,8.0,4.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,,3.0,1.0,2.0,1.0,11.0,12.0,5.0,9.0,32.0,23.0,57.0,55.0,364.0,435.0,267.0,347.0,45.6,54.4,22.0,21.0,21.0,14.0,18.0,11.0,8.0,14.0,14.0,33.0,14.0,33.0,21.0,21.0,3.0,5.0,,2.0,,,5.0,8.0,10.0,16.0,151.0,140.0,5.0,2.0,1.0,3.0,,,,1.0,59.0,52.0,52.0,59.0,16.0,27.0,27.0,16.0,6.0,4.0,6.0,4.0,1.0,,7.0,14.0,14.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0
2016-17,855268,10,2016-10-29 12:30:00,"Stadium of Light, Sunderland",44322,Sunderland,Arsenal,1,4,4,1,L,W,0,1,1,0,0,0,0,0,1.0,4.0,3.0,21.0,1.0,7.0,1.0,12.0,1.0,2.0,,3.0,1.0,1.0,,2.0,,1.0,,4.0,1.0,15.0,1.0,7.0,18.0,33.0,65.0,73.0,302.0,589.0,219.0,507.0,34.5,65.5,6.0,27.0,16.0,19.0,15.0,17.0,9.0,15.0,23.0,23.0,23.0,23.0,9.0,9.0,2.0,1.0,,,,,13.0,8.0,13.0,10.0,138.0,120.0,3.0,,4.0,1.0,,,,,48.0,57.0,57.0,48.0,14.0,17.0,17.0,14.0,,8.0,,8.0,,,9.0,13.0,12.0,8.0,0.0,0.0,0.0,0.0,1.0,,1.0,,6.0,1.0
2016-17,855269,10,2016-10-29 15:00:00,"White Hart Lane, London",31868,Spurs,Leicester,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,22.0,6.0,5.0,1.0,11.0,4.0,6.0,1.0,,1.0,1.0,1.0,,,2.0,,,1.0,16.0,5.0,9.0,2.0,44.0,28.0,73.0,64.0,493.0,275.0,405.0,181.0,64.1,35.9,31.0,13.0,11.0,19.0,7.0,16.0,9.0,26.0,38.0,23.0,38.0,23.0,7.0,7.0,1.0,6.0,,,1.0,,5.0,14.0,15.0,5.0,146.0,142.0,,5.0,1.0,1.0,,,,,72.0,46.0,46.0,72.0,30.0,12.0,12.0,30.0,8.0,1.0,8.0,1.0,,1.0,11.0,20.0,20.0,10.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,1.0
2016-17,855270,10,2016-10-29 15:00:00,"Vicarage Road, Watford",20022,Watford,Hull,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,23.0,8.0,,2.0,16.0,4.0,7.0,2.0,1.0,,,,1.0,,2.0,,,,19.0,7.0,4.0,3.0,38.0,24.0,67.0,61.0,476.0,399.0,374.0,290.0,54.4,45.6,32.0,15.0,13.0,12.0,8.0,6.0,19.0,7.0,21.0,37.0,21.0,37.0,14.0,14.0,2.0,7.0,,,,,3.0,7.0,9.0,8.0,149.0,160.0,2.0,,,1.0,1.0,,,1.0,51.0,41.0,41.0,51.0,24.0,15.0,15.0,24.0,7.0,2.0,7.0,2.0,,1.0,13.0,8.0,8.0,12.0,0.0,0.0,0.0,0.0,,,,,,2.0
2016-17,855271,10,2016-10-29 15:00:00,"The Hawthorns, West Bromwich",22470,West Brom,Man City,0,4,4,0,L,W,0,2,2,0,0,0,0,0,,4.0,9.0,21.0,1.0,8.0,7.0,4.0,1.0,9.0,,2.0,,1.0,,2.0,1.0,,,2.0,7.0,15.0,1.0,12.0,21.0,30.0,40.0,74.0,281.0,675.0,220.0,603.0,30.1,69.9,19.0,36.0,12.0,10.0,8.0,6.0,9.0,9.0,17.0,19.0,17.0,19.0,13.0,13.0,8.0,1.0,,,1.0,,12.0,9.0,5.0,7.0,103.0,105.0,3.0,1.0,4.0,,,1.0,,,38.0,48.0,48.0,38.0,8.0,10.0,10.0,8.0,1.0,7.0,1.0,7.0,1.0,,17.0,10.0,9.0,16.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0
2016-17,855272,11,2016-11-05 15:00:00,"Vitality Stadium, Bournemouth",11084,Bournemouth,Sunderland,1,2,2,1,L,W,1,1,1,1,0,1,1,0,1.0,2.0,22.0,9.0,7.0,4.0,10.0,,5.0,5.0,3.0,,1.0,1.0,2.0,,1.0,,1.0,1.0,18.0,8.0,11.0,8.0,46.0,25.0,56.0,65.0,537.0,235.0,464.0,163.0,69.8,30.2,52.0,21.0,15.0,18.0,11.0,16.0,4.0,16.0,21.0,28.0,21.0,28.0,14.0,14.0,5.0,4.0,,,,,10.0,17.0,13.0,11.0,134.0,126.0,2.0,6.0,2.0,1.0,,,,,56.0,55.0,55.0,56.0,7.0,14.0,14.0,7.0,12.0,2.0,12.0,2.0,1.0,,14.0,17.0,17.0,14.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,2.0
2016-17,855273,11,2016-11-06 12:00:00,"Emirates Stadium, London",60039,Arsenal,Spurs,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,15.0,10.0,2.0,3.0,9.0,7.0,4.0,,,,,1.0,,,1.0,1.0,,,12.0,7.0,6.0,1.0,45.0,22.0,58.0,71.0,423.0,522.0,298.0,395.0,45.7,54.3,29.0,16.0,23.0,15.0,17.0,10.0,36.0,15.0,17.0,35.0,17.0,35.0,29.0,29.0,,4.0,1.0,,,,13.0,4.0,11.0,16.0,184.0,174.0,2.0,2.0,1.0,1.0,,,,1.0,61.0,55.0,55.0,61.0,19.0,17.0,17.0,19.0,7.0,2.0,7.0,2.0,,1.0,11.0,17.0,16.0,11.0,0.0,0.0,0.0,0.0,,1.0,,1.0,7.0,1.0
2016-17,855274,11,2016-11-05 15:00:00,"Turf Moor, Burnley",19196,Burnley,Crystal Palace,3,2,2,3,W,L,2,0,0,2,0,0,0,0,3.0,2.0,14.0,16.0,7.0,5.0,6.0,7.0,1.0,4.0,1.0,2.0,2.0,2.0,,1.0,,1.0,2.0,1.0,9.0,11.0,6.0,7.0,25.0,52.0,56.0,79.0,328.0,508.0,214.0,400.0,38.2,61.8,13.0,31.0,23.0,8.0,19.0,5.0,8.0,13.0,44.0,13.0,44.0,13.0,18.0,18.0,4.0,2.0,,,,1.0,14.0,4.0,7.0,14.0,148.0,182.0,3.0,3.0,2.0,3.0,,,,,57.0,59.0,59.0,57.0,20.0,27.0,27.0,20.0,4.0,7.0,4.0,7.0,,1.0,11.0,12.0,12.0,10.0,0.0,0.0,0.0,0.0,,1.0,,1.0,3.0,3.0
2016-17,855275,11,2016-11-05 17:30:00,"Stamford Bridge, London",41429,Chelsea,Everton,5,0,0,5,W,L,3,0,0,3,0,0,0,0,5.0,,21.0,1.0,9.0,,5.0,1.0,7.0,,,,1.0,,,,1.0,,4.0,,18.0,1.0,13.0,,41.0,12.0,71.0,56.0,685.0,463.0,616.0,380.0,60.1,39.9,38.0,4.0,26.0,23.0,15.0,20.0,11.0,9.0,14.0,25.0,14.0,25.0,13.0,13.0,,7.0,,,,,4.0,17.0,13.0,17.0,119.0,128.0,,4.0,,5.0,1.0,,,,67.0,49.0,49.0,67.0,8.0,18.0,18.0,8.0,4.0,2.0,4.0,2.0,,,5.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0
2016-17,855276,11,2016-11-06 14:15:00,"The MKM Stadium, Hull",17768,Hull,Southampton,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,6.0,19.0,2.0,7.0,4.0,5.0,,7.0,1.0,,,1.0,1.0,,,1.0,2.0,,5.0,15.0,2.0,11.0,15.0,48.0,38.0,77.0,313.0,625.0,226.0,537.0,33.4,66.6,8.0,43.0,13.0,8.0,9.0,6.0,15.0,7.0,41.0,13.0,41.0,13.0,12.0,12.0,7.0,,1.0,,,,8.0,5.0,6.0,8.0,119.0,137.0,6.0,,1.0,2.0,,,,,49.0,52.0,52.0,49.0,17.0,25.0,25.0,17.0,1.0,10.0,1.0,10.0,3.0,,13.0,15.0,15.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,1.0
2016-17,855277,11,2016-11-06 16:30:00,"King Power Stadium, Leicester",31879,Leicester,West Brom,1,2,2,1,L,W,0,0,0,0,0,0,0,0,1.0,2.0,5.0,11.0,2.0,5.0,3.0,3.0,,3.0,1.0,,1.0,1.0,,,,,1.0,1.0,4.0,8.0,2.0,5.0,40.0,30.0,86.0,62.0,520.0,358.0,381.0,246.0,59.1,40.9,26.0,13.0,14.0,17.0,10.0,10.0,8.0,18.0,26.0,35.0,26.0,35.0,26.0,26.0,3.0,,,,1.0,,10.0,14.0,10.0,13.0,196.0,163.0,3.0,2.0,2.0,1.0,,,,,58.0,68.0,68.0,58.0,23.0,36.0,36.0,23.0,5.0,6.0,5.0,6.0,,,8.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,,,,,4.0,
2016-17,855278,11,2016-11-06 14:15:00,"Anfield, Liverpool",53163,Liverpool,Watford,6,1,1,6,W,L,3,0,0,3,0,0,0,0,6.0,1.0,28.0,11.0,17.0,8.0,9.0,2.0,2.0,1.0,4.0,1.0,4.0,,1.0,1.0,2.0,,5.0,1.0,23.0,7.0,15.0,7.0,36.0,25.0,71.0,57.0,563.0,378.0,446.0,262.0,59.6,40.4,48.0,13.0,19.0,9.0,13.0,5.0,10.0,17.0,16.0,19.0,16.0,19.0,23.0,23.0,1.0,2.0,,1.0,,,15.0,6.0,5.0,14.0,172.0,173.0,7.0,11.0,1.0,6.0,,,,,48.0,55.0,55.0,48.0,14.0,19.0,19.0,14.0,6.0,3.0,6.0,3.0,2.0,1.0,14.0,10.0,10.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0
2016-17,855279,11,2016-11-05 15:00:00,"Etihad Stadium, Manchester",54294,Man City,Boro,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,25.0,5.0,7.0,3.0,11.0,1.0,7.0,1.0,2.0,,1.0,,2.0,,1.0,,1.0,1.0,20.0,4.0,10.0,3.0,55.0,5.0,96.0,38.0,632.0,266.0,554.0,181.0,71.0,29.0,44.0,6.0,15.0,17.0,11.0,12.0,15.0,13.0,14.0,41.0,14.0,41.0,7.0,7.0,1.0,7.0,1.0,1.0,,,16.0,17.0,10.0,10.0,139.0,124.0,2.0,6.0,1.0,1.0,,,,,62.0,54.0,54.0,62.0,16.0,14.0,14.0,16.0,8.0,2.0,8.0,2.0,,,7.0,15.0,14.0,7.0,0.0,0.0,0.0,0.0,,,,,5.0,2.0
2016-17,855280,11,2016-11-06 15:00:00,"Swansea.com Stadium, Swansea",20938,Swansea,Man Utd,1,3,3,1,L,W,0,3,3,0,0,0,0,0,1.0,3.0,7.0,9.0,1.0,3.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,5.0,7.0,3.0,3.0,12.0,19.0,58.0,57.0,447.0,764.0,364.0,696.0,37.1,62.9,6.0,24.0,17.0,19.0,12.0,16.0,8.0,17.0,15.0,33.0,15.0,33.0,20.0,20.0,1.0,3.0,1.0,,,,11.0,9.0,10.0,10.0,121.0,117.0,,,3.0,1.0,,,,,50.0,57.0,57.0,50.0,9.0,18.0,18.0,9.0,2.0,,2.0,,2.0,,9.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,,,,,,1.0
2016-17,855281,11,2016-11-05 15:00:00,"London Stadium, London",56970,West Ham,Stoke,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,9.0,12.0,2.0,4.0,6.0,7.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,7.0,6.0,3.0,2.0,27.0,33.0,63.0,71.0,498.0,361.0,410.0,267.0,58.1,41.9,9.0,15.0,14.0,16.0,11.0,13.0,7.0,15.0,26.0,17.0,26.0,17.0,10.0,10.0,1.0,1.0,,,1.0,,2.0,13.0,8.0,8.0,139.0,142.0,3.0,2.0,1.0,1.0,,,,1.0,56.0,50.0,50.0,56.0,21.0,21.0,21.0,21.0,6.0,4.0,6.0,4.0,,1.0,11.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0
2016-17,855282,12,2016-11-19 15:00:00,"Selhurst Park, London",25529,Crystal Palace,Man City,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,8.0,10.0,2.0,4.0,4.0,5.0,2.0,1.0,,2.0,,1.0,,1.0,,,1.0,2.0,4.0,8.0,2.0,5.0,23.0,30.0,77.0,57.0,276.0,447.0,164.0,337.0,38.3,61.7,16.0,25.0,26.0,15.0,19.0,15.0,14.0,9.0,26.0,39.0,26.0,39.0,25.0,25.0,2.0,2.0,1.0,,,,13.0,11.0,10.0,17.0,157.0,167.0,1.0,1.0,2.0,1.0,,,,,70.0,59.0,59.0,70.0,20.0,19.0,19.0,20.0,2.0,7.0,2.0,7.0,1.0,1.0,12.0,15.0,14.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
2016-17,855283,12,2016-11-19 15:00:00,"Goodison Park, Liverpool",38773,Everton,Swansea,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,14.0,6.0,6.0,3.0,6.0,3.0,2.0,,2.0,,,1.0,2.0,,,,,,8.0,4.0,4.0,1.0,52.0,23.0,88.0,50.0,500.0,308.0,386.0,204.0,62.7,37.3,24.0,10.0,17.0,15.0,11.0,11.0,10.0,20.0,16.0,50.0,16.0,50.0,15.0,15.0,,2.0,,,,,3.0,9.0,10.0,14.0,177.0,149.0,2.0,5.0,1.0,1.0,,,,,60.0,40.0,40.0,60.0,23.0,9.0,9.0,23.0,10.0,3.0,10.0,3.0,,,13.0,12.0,12.0,13.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,4.0
2016-17,855284,12,2016-11-19 12:30:00,"Old Trafford, Manchester",75264,Man Utd,Arsenal,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,12.0,5.0,5.0,1.0,5.0,3.0,2.0,1.0,,1.0,,1.0,,,,,1.0,1.0,9.0,3.0,6.0,1.0,33.0,23.0,68.0,69.0,444.0,552.0,352.0,434.0,45.5,54.5,21.0,11.0,23.0,23.0,15.0,17.0,24.0,15.0,32.0,31.0,32.0,31.0,21.0,21.0,1.0,2.0,,,,,11.0,10.0,12.0,16.0,160.0,171.0,,4.0,1.0,1.0,,,,,54.0,71.0,71.0,54.0,12.0,24.0,24.0,12.0,10.0,4.0,10.0,4.0,1.0,,14.0,11.0,9.0,13.0,0.0,0.0,0.0,0.0,,,,,3.0,
2016-17,855285,12,2016-11-20 16:00:00,"Riverside Stadium, Middlesbrough",32704,Boro,Chelsea,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,12.0,13.0,1.0,3.0,7.0,6.0,4.0,4.0,,2.0,,,,2.0,,1.0,,,7.0,10.0,3.0,6.0,23.0,34.0,42.0,83.0,451.0,620.0,365.0,527.0,42.4,57.6,10.0,33.0,16.0,9.0,14.0,6.0,14.0,11.0,22.0,20.0,22.0,20.0,18.0,18.0,4.0,4.0,,,,,14.0,15.0,5.0,10.0,126.0,139.0,2.0,1.0,1.0,,,1.0,,,54.0,46.0,46.0,54.0,13.0,12.0,12.0,13.0,2.0,3.0,2.0,3.0,,,13.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,,,,,,1.0
2016-17,855286,12,2016-11-19 15:00:00,"St. Mary's Stadium, Southampton",31848,Southampton,Liverpool,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,3.0,15.0,,2.0,2.0,8.0,1.0,5.0,,2.0,,,,2.0,,,,,2.0,13.0,1.0,6.0,16.0,32.0,56.0,81.0,368.0,661.0,243.0,537.0,35.4,64.6,4.0,28.0,25.0,22.0,21.0,19.0,18.0,15.0,20.0,10.0,20.0,10.0,40.0,40.0,5.0,1.0,1.0,1.0,,,13.0,13.0,9.0,16.0,177.0,198.0,2.0,,,,1.0,1.0,,,71.0,60.0,60.0,71.0,23.0,18.0,18.0,23.0,1.0,8.0,1.0,8.0,,,8.0,11.0,10.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0
2016-17,855287,12,2016-11-19 15:00:00,"bet365 Stadium, Stoke",27815,Stoke,Bournemouth,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,14.0,8.0,6.0,2.0,5.0,5.0,3.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,,1.0,11.0,7.0,8.0,2.0,37.0,23.0,61.0,57.0,363.0,353.0,258.0,266.0,51.1,48.9,32.0,12.0,26.0,21.0,21.0,15.0,19.0,7.0,11.0,42.0,11.0,42.0,8.0,8.0,1.0,4.0,,,,,7.0,14.0,13.0,13.0,159.0,148.0,1.0,5.0,1.0,,,1.0,,,76.0,61.0,61.0,76.0,27.0,18.0,18.0,27.0,3.0,4.0,3.0,4.0,,1.0,17.0,10.0,10.0,17.0,0.0,0.0,0.0,0.0,1.0,,,,2.0,3.0
2016-17,855288,12,2016-11-19 15:00:00,"Stadium of Light, Sunderland",41271,Sunderland,Hull,3,0,0,3,W,L,1,0,0,1,1,0,0,1,3.0,,11.0,17.0,4.0,7.0,3.0,6.0,4.0,4.0,,,,,,1.0,,,3.0,,9.0,12.0,6.0,7.0,25.0,44.0,66.0,75.0,374.0,515.0,295.0,456.0,41.3,58.7,22.0,26.0,12.0,13.0,8.0,9.0,13.0,20.0,37.0,35.0,37.0,35.0,13.0,13.0,6.0,4.0,2.0,,,,6.0,5.0,9.0,11.0,117.0,119.0,5.0,1.0,,3.0,1.0,,,,47.0,37.0,37.0,47.0,23.0,9.0,9.0,23.0,2.0,8.0,3.0,8.0,,,9.0,8.0,7.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
2016-17,855289,12,2016-11-19 17:30:00,"White Hart Lane, London",31212,Spurs,West Ham,3,2,2,3,W,L,0,1,1,0,0,1,1,0,3.0,2.0,14.0,11.0,6.0,3.0,4.0,3.0,4.0,5.0,1.0,1.0,3.0,2.0,1.0,,,1.0,,1.0,5.0,8.0,4.0,6.0,39.0,17.0,77.0,44.0,595.0,294.0,511.0,212.0,66.9,33.1,29.0,19.0,15.0,22.0,12.0,19.0,5.0,23.0,20.0,39.0,20.0,39.0,13.0,13.0,4.0,2.0,,,,1.0,20.0,14.0,11.0,8.0,149.0,132.0,1.0,3.0,2.0,3.0,,,,,56.0,68.0,68.0,56.0,12.0,13.0,13.0,12.0,4.0,5.0,4.0,5.0,2.0,,13.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,6.0
2016-17,855290,12,2016-11-19 15:00:00,"Vicarage Road, Watford",20640,Watford,Leicester,2,1,1,2,W,L,2,1,1,2,0,0,0,0,2.0,1.0,10.0,11.0,3.0,2.0,7.0,3.0,,6.0,1.0,,,1.0,1.0,,,,2.0,,10.0,8.0,3.0,5.0,23.0,37.0,61.0,80.0,353.0,410.0,222.0,269.0,45.8,54.2,22.0,24.0,15.0,17.0,10.0,13.0,19.0,14.0,34.0,27.0,34.0,27.0,18.0,18.0,6.0,,1.0,,,,10.0,12.0,11.0,8.0,198.0,209.0,1.0,1.0,1.0,2.0,,,,,72.0,57.0,57.0,72.0,28.0,20.0,20.0,28.0,4.0,6.0,4.0,6.0,1.0,1.0,12.0,18.0,18.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,
2016-17,855291,12,2016-11-21 20:00:00,"The Hawthorns, West Bromwich",23016,West Brom,Burnley,4,0,0,4,W,L,3,0,0,3,0,0,0,0,4.0,,16.0,5.0,6.0,2.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,3.0,,11.0,4.0,6.0,2.0,35.0,33.0,66.0,75.0,401.0,482.0,313.0,389.0,45.5,54.5,14.0,13.0,10.0,10.0,7.0,8.0,7.0,9.0,28.0,38.0,28.0,38.0,14.0,14.0,1.0,2.0,,3.0,,,2.0,8.0,8.0,6.0,139.0,134.0,2.0,2.0,,4.0,1.0,,,,56.0,52.0,52.0,56.0,26.0,28.0,28.0,26.0,4.0,3.0,4.0,3.0,,1.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0
2016-17,855292,13,2016-11-27 14:15:00,"Emirates Stadium, London",59978,Arsenal,Bournemouth,3,1,1,3,W,L,1,1,1,1,0,0,0,0,3.0,1.0,16.0,9.0,3.0,3.0,7.0,5.0,6.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,,2.0,,14.0,7.0,8.0,3.0,38.0,33.0,62.0,59.0,466.0,432.0,382.0,337.0,51.5,48.5,47.0,21.0,24.0,17.0,19.0,13.0,20.0,19.0,20.0,33.0,20.0,33.0,25.0,25.0,1.0,6.0,,1.0,,1.0,13.0,11.0,13.0,7.0,140.0,162.0,2.0,,1.0,3.0,,,,,62.0,56.0,56.0,62.0,14.0,14.0,14.0,14.0,3.0,10.0,3.0,10.0,1.0,1.0,12.0,13.0,13.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,4.0
2016-17,855293,13,2016-11-26 12:30:00,"Turf Moor, Burnley",21794,Burnley,Man City,1,2,2,1,L,W,1,1,1,1,0,0,0,0,1.0,2.0,10.0,21.0,5.0,5.0,,8.0,5.0,8.0,,2.0,,2.0,,,,1.0,,2.0,7.0,18.0,7.0,12.0,34.0,21.0,74.0,54.0,266.0,545.0,146.0,443.0,33.3,66.7,20.0,38.0,12.0,13.0,11.0,10.0,19.0,8.0,21.0,53.0,21.0,53.0,8.0,8.0,8.0,4.0,,,1.0,,2.0,5.0,11.0,10.0,166.0,150.0,3.0,4.0,2.0,1.0,,,,,52.0,52.0,53.0,53.0,23.0,30.0,30.0,23.0,5.0,8.0,5.0,8.0,6.0,1.0,8.0,15.0,14.0,7.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0
2016-17,855294,13,2016-11-26 17:30:00,"Stamford Bridge, London",41513,Chelsea,Spurs,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,9.0,12.0,5.0,6.0,3.0,5.0,1.0,1.0,2.0,,1.0,,1.0,,,,2.0,1.0,7.0,10.0,4.0,7.0,24.0,25.0,54.0,80.0,386.0,459.0,296.0,371.0,45.9,54.1,20.0,13.0,23.0,22.0,12.0,14.0,17.0,10.0,34.0,22.0,34.0,22.0,16.0,20.0,1.0,1.0,,1.0,,,18.0,7.0,15.0,16.0,140.0,159.0,5.0,3.0,1.0,2.0,,,,,58.0,72.0,72.0,58.0,12.0,21.0,21.0,12.0,3.0,8.0,3.0,8.0,,,13.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0
2016-17,855295,13,2016-11-26 15:00:00,"The MKM Stadium, Hull",18086,Hull,West Brom,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,10.0,11.0,4.0,2.0,4.0,7.0,2.0,2.0,,3.0,,1.0,,2.0,,,1.0,1.0,7.0,9.0,4.0,3.0,25.0,40.0,62.0,64.0,480.0,405.0,388.0,314.0,53.3,46.7,10.0,16.0,10.0,12.0,8.0,9.0,12.0,12.0,31.0,24.0,31.0,24.0,14.0,14.0,2.0,2.0,,1.0,,,11.0,2.0,8.0,8.0,132.0,141.0,1.0,3.0,1.0,1.0,,,,,38.0,53.0,53.0,38.0,17.0,23.0,23.0,17.0,2.0,6.0,2.0,6.0,2.0,,7.0,10.0,10.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,
2016-17,855296,13,2016-11-26 15:00:00,"King Power Stadium, Leicester",32058,Leicester,Boro,2,2,2,2,D,D,1,1,1,1,0,0,0,0,2.0,2.0,11.0,6.0,3.0,2.0,6.0,2.0,2.0,2.0,,,2.0,,,,1.0,,,2.0,7.0,6.0,3.0,4.0,32.0,24.0,68.0,50.0,330.0,487.0,210.0,378.0,40.7,59.3,26.0,14.0,13.0,6.0,8.0,5.0,11.0,18.0,22.0,37.0,22.0,37.0,20.0,20.0,2.0,2.0,,,,,14.0,9.0,4.0,7.0,163.0,157.0,,1.0,2.0,2.0,,,,,54.0,65.0,65.0,54.0,22.0,31.0,31.0,22.0,2.0,3.0,2.0,3.0,1.0,,15.0,12.0,11.0,15.0,0.0,0.0,0.0,0.0,2.0,,2.0,,3.0,1.0
