season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a
2022-23,2292820,2,2022-08-13 15:00:00,"Emirates Stadium, London",60033.0,Arsenal,Leicester,4,2,2,4,W,L,2,0,0,2,0,0,0,0,4.0,2.0,19.0,6.0,7.0,2.0,8.0,3.0,4.0,1.0,,,,,3.0,1.0,2.0,,3.0,1.0,2.0,,,,3.0,1.0,14.0,5.0,9.0,3.0,30.0,14.0,52.0,60.0,462.0,472.0,386.0,383.0,49.9,50.1,35.0,12.0,8.0,12.0,6.0,7.0,8.0,8.0,11.0,16.0,11.0,16.0,8.0,7.0,1.0,4.0,,,,1.0,3.0,11.0,7.0,3.0,117.0,119.0,1.0,4.0,2.0,4.0,,,,,1.0,,47.0,44.0,44.0,47.0,19.0,14.0,14.0,19.0,6.0,2.0,6.0,2.0,2.0,,15.0,9.0,9.0,15.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0
2022-23,2292821,2,2022-08-13 12:30:00,"Villa Park, Birmingham",41883.0,Aston Villa,Everton,2,1,1,2,W,L,1,0,0,1,0,0,0,0,2.0,1.0,12.0,15.0,4.0,4.0,4.0,2.0,4.0,9.0,,,,,3.0,,1.0,,2.0,1.0,,,,,2.0,,9.0,10.0,6.0,9.0,36.0,20.0,77.0,44.0,517.0,378.0,435.0,291.0,57.5,42.5,28.0,26.0,15.0,16.0,9.0,11.0,14.0,8.0,16.0,17.0,16.0,17.0,11.0,5.0,8.0,5.0,,1.0,,,7.0,7.0,7.0,5.0,128.0,139.0,4.0,1.0,1.0,2.0,,,,,1.0,,43.0,43.0,43.0,43.0,14.0,12.0,12.0,14.0,5.0,8.0,5.0,8.0,1.0,2.0,9.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0
2022-23,2292822,2,2022-08-13 17:30:00,"Gtech Community Stadium, Brentford",17051.0,Brentford,Man Utd,4,0,0,4,W,L,4,0,0,4,0,0,0,0,4.0,,13.0,15.0,7.0,4.0,3.0,7.0,3.0,4.0,,,,,2.0,,2.0,,,1.0,,,,,3.0,,6.0,13.0,6.0,8.0,27.0,32.0,47.0,52.0,255.0,525.0,167.0,444.0,33.3,66.7,22.0,24.0,6.0,12.0,4.0,7.0,8.0,12.0,13.0,22.0,13.0,22.0,19.0,21.0,4.0,3.0,,,,2.0,10.0,8.0,9.0,5.0,135.0,123.0,4.0,3.0,,4.0,,,1.0,,,,38.0,42.0,42.0,38.0,10.0,14.0,14.0,10.0,8.0,2.0,8.0,2.0,,,6.0,15.0,14.0,6.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0
2022-23,2292823,2,2022-08-13 15:00:00,"American Express Stadium, Falmer",31552.0,Brighton,Newcastle,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,13.0,4.0,7.0,1.0,3.0,2.0,3.0,1.0,,,,,3.0,,,,3.0,,,,,,,,10.0,4.0,7.0,2.0,39.0,24.0,59.0,50.0,374.0,314.0,286.0,230.0,54.5,45.5,31.0,11.0,18.0,12.0,14.0,7.0,8.0,14.0,19.0,32.0,19.0,32.0,12.0,10.0,1.0,5.0,1.0,,,,12.0,3.0,7.0,10.0,141.0,136.0,1.0,5.0,,,,,1.0,1.0,,,43.0,47.0,47.0,43.0,18.0,16.0,16.0,18.0,7.0,3.0,7.0,3.0,,,8.0,6.0,4.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,4.0
2022-23,2292824,2,2022-08-14 16:30:00,"Stamford Bridge, London",39946.0,Chelsea,Spurs,2,2,2,2,D,D,1,0,0,1,0,0,0,0,2.0,2.0,16.0,10.0,3.0,5.0,6.0,2.0,7.0,3.0,,,,,2.0,4.0,1.0,1.0,1.0,3.0,,,,,2.0,2.0,13.0,8.0,8.0,7.0,43.0,16.0,67.0,28.0,597.0,340.0,512.0,269.0,63.7,36.3,43.0,12.0,28.0,25.0,18.0,12.0,4.0,15.0,5.0,32.0,5.0,32.0,28.0,29.0,3.0,7.0,,,,,7.0,11.0,17.0,14.0,155.0,132.0,3.0,1.0,2.0,2.0,,,,,,,62.0,56.0,56.0,62.0,14.0,16.0,16.0,14.0,8.0,5.0,8.0,5.0,,2.0,9.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0
2022-23,2292825,2,2022-08-15 20:00:00,"Anfield, Liverpool",52970.0,Liverpool,Crystal Palace,1,1,1,1,D,D,0,1,1,0,1,0,0,1,1.0,1.0,24.0,7.0,4.0,3.0,10.0,4.0,10.0,,,,,,3.0,4.0,,1.0,3.0,3.0,1.0,1.0,,,1.0,1.0,20.0,7.0,12.0,3.0,60.0,15.0,97.0,37.0,741.0,274.0,645.0,189.0,72.6,27.4,45.0,12.0,20.0,23.0,15.0,14.0,13.0,18.0,8.0,38.0,8.0,38.0,14.0,15.0,,10.0,,,,,13.0,10.0,12.0,13.0,160.0,143.0,2.0,3.0,1.0,1.0,,,,,,,46.0,59.0,59.0,46.0,9.0,16.0,16.0,9.0,4.0,2.0,4.0,2.0,1.0,,7.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0
2022-23,2292826,2,2022-08-13 15:00:00,"Etihad Stadium, Manchester",53453.0,Man City,Bournemouth,4,0,0,4,W,L,3,0,0,3,0,0,0,0,4.0,,19.0,3.0,7.0,1.0,6.0,1.0,6.0,1.0,,,,,2.0,,1.0,,1.0,,,,,,3.0,,17.0,2.0,12.0,1.0,47.0,10.0,90.0,21.0,696.0,353.0,649.0,288.0,66.7,33.3,34.0,5.0,8.0,10.0,4.0,5.0,5.0,6.0,4.0,20.0,4.0,20.0,10.0,1.0,1.0,4.0,,,,1.0,6.0,10.0,6.0,4.0,87.0,88.0,1.0,4.0,,4.0,,,1.0,,,1.0,36.0,33.0,33.0,36.0,9.0,8.0,8.0,9.0,11.0,1.0,11.0,1.0,,,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0
2022-23,2292827,2,2022-08-14 14:00:00,"The City Ground, Nottingham",29281.0,Nott'm Forest,West Ham,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,13.0,19.0,6.0,5.0,4.0,8.0,3.0,6.0,,,,,2.0,,1.0,,2.0,2.0,1.0,2.0,,,,,7.0,12.0,5.0,8.0,28.0,39.0,52.0,59.0,288.0,381.0,190.0,284.0,43.2,56.8,20.0,31.0,16.0,16.0,8.0,6.0,5.0,7.0,29.0,17.0,29.0,17.0,24.0,22.0,6.0,3.0,,,,,8.0,7.0,12.0,11.0,153.0,155.0,4.0,5.0,,1.0,,,1.0,,,,51.0,53.0,53.0,51.0,18.0,20.0,20.0,18.0,6.0,7.0,6.0,7.0,1.0,,10.0,11.0,10.0,9.0,0.0,0.0,0.0,0.0,,1.0,,,3.0,2.0
2022-23,2292828,2,2022-08-13 15:00:00,"St. Mary's Stadium, Southampton",30815.0,Southampton,Leeds,2,2,2,2,D,D,0,0,0,0,0,0,0,0,2.0,2.0,14.0,13.0,4.0,5.0,7.0,4.0,3.0,4.0,,,,,2.0,3.0,2.0,2.0,,1.0,,,,,2.0,2.0,8.0,12.0,5.0,8.0,31.0,22.0,66.0,58.0,332.0,454.0,232.0,336.0,42.6,57.4,16.0,20.0,17.0,27.0,9.0,20.0,14.0,10.0,17.0,20.0,17.0,20.0,22.0,21.0,3.0,3.0,,,,,6.0,17.0,19.0,10.0,165.0,168.0,3.0,2.0,2.0,2.0,,,,,,,62.0,65.0,65.0,62.0,17.0,23.0,23.0,17.0,2.0,5.0,2.0,5.0,,,10.0,12.0,11.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
2022-23,2292829,2,2022-08-13 15:00:00,"Molineux Stadium, Wolverhampton",31178.0,Wolves,Fulham,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,7.0,9.0,1.0,3.0,5.0,5.0,1.0,1.0,,,,,2.0,1.0,,,2.0,2.0,,,,,,,3.0,6.0,1.0,3.0,21.0,25.0,66.0,48.0,496.0,328.0,392.0,235.0,59.6,40.4,17.0,14.0,17.0,19.0,11.0,8.0,8.0,9.0,14.0,22.0,14.0,22.0,7.0,16.0,1.0,1.0,,1.0,,,9.0,5.0,8.0,11.0,158.0,151.0,3.0,1.0,,,,,1.0,1.0,,,50.0,48.0,48.0,50.0,15.0,13.0,13.0,15.0,5.0,3.0,5.0,3.0,,,7.0,14.0,14.0,7.0,0.0,0.0,0.0,0.0,,1.0,,,1.0,
2022-23,2292830,3,2022-08-20 17:30:00,"Vitality Stadium, Bournemouth",10423.0,Bournemouth,Arsenal,0,3,3,0,L,W,0,2,2,0,0,0,0,0,,3.0,6.0,14.0,1.0,6.0,5.0,4.0,,4.0,,,,,,2.0,,1.0,,2.0,,,,,,2.0,5.0,9.0,1.0,5.0,24.0,23.0,41.0,52.0,411.0,580.0,324.0,517.0,41.8,58.2,12.0,18.0,22.0,14.0,8.0,8.0,7.0,10.0,11.0,20.0,11.0,20.0,7.0,11.0,4.0,,,1.0,,,12.0,7.0,9.0,9.0,131.0,118.0,3.0,1.0,3.0,,,,,1.0,,,51.0,52.0,52.0,51.0,12.0,15.0,15.0,12.0,3.0,4.0,3.0,4.0,,1.0,12.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0
2022-23,2292831,3,2022-08-20 15:00:00,"Selhurst Park, London",22012.0,Crystal Palace,Aston Villa,3,1,1,3,W,L,1,1,1,1,0,0,0,0,3.0,1.0,17.0,13.0,9.0,5.0,5.0,6.0,3.0,2.0,,,,,3.0,1.0,2.0,1.0,3.0,,,1.0,,,2.0,1.0,13.0,10.0,8.0,5.0,19.0,21.0,56.0,53.0,448.0,428.0,378.0,348.0,50.8,49.2,36.0,21.0,14.0,26.0,9.0,12.0,3.0,7.0,11.0,8.0,11.0,8.0,24.0,25.0,2.0,2.0,,,,,5.0,14.0,18.0,12.0,121.0,128.0,4.0,6.0,1.0,3.0,,,,,,,50.0,60.0,60.0,52.0,9.0,13.0,13.0,9.0,4.0,2.0,4.0,2.0,1.0,2.0,16.0,14.0,13.0,16.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,1.0
2022-23,2292832,3,2022-08-20 15:00:00,"Goodison Park, Liverpool",39271.0,Everton,Nott'm Forest,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,19.0,14.0,8.0,5.0,6.0,6.0,5.0,3.0,,,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,15.0,8.0,9.0,6.0,28.0,22.0,70.0,64.0,412.0,444.0,319.0,326.0,48.3,51.7,27.0,17.0,13.0,22.0,8.0,17.0,11.0,2.0,15.0,20.0,15.0,20.0,5.0,4.0,3.0,5.0,1.0,1.0,,,5.0,9.0,8.0,6.0,153.0,164.0,4.0,7.0,1.0,1.0,,,,,,,41.0,46.0,46.0,41.0,10.0,15.0,15.0,10.0,6.0,2.0,6.0,2.0,,,6.0,9.0,9.0,4.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0
2022-23,2292833,3,2022-08-20 15:00:00,"Craven Cottage, London",21798.0,Fulham,Brentford,3,2,2,3,W,L,2,1,1,2,0,0,0,0,3.0,2.0,18.0,13.0,9.0,5.0,4.0,4.0,5.0,4.0,,,,,3.0,3.0,1.0,2.0,4.0,1.0,1.0,,,,2.0,2.0,12.0,9.0,9.0,5.0,26.0,29.0,51.0,60.0,311.0,417.0,219.0,315.0,43.7,56.3,30.0,25.0,12.0,12.0,8.0,5.0,11.0,6.0,22.0,9.0,22.0,9.0,11.0,10.0,4.0,5.0,,1.0,,,8.0,4.0,11.0,7.0,146.0,151.0,3.0,6.0,2.0,3.0,,,,,,,43.0,54.0,54.0,43.0,20.0,23.0,23.0,20.0,6.0,3.0,6.0,3.0,1.0,,13.0,7.0,7.0,11.0,0.0,0.0,0.0,0.0,,,,,5.0,7.0
2022-23,2292834,3,2022-08-21 14:00:00,"Elland Road, Leeds",36372.0,Leeds,Chelsea,3,0,0,3,W,L,2,0,0,2,0,1,1,0,3.0,,12.0,14.0,6.0,3.0,4.0,4.0,2.0,7.0,,,,,2.0,,2.0,,1.0,,,,,,2.0,,9.0,12.0,6.0,8.0,18.0,29.0,44.0,52.0,318.0,494.0,227.0,405.0,39.1,60.9,15.0,31.0,26.0,22.0,14.0,10.0,16.0,17.0,14.0,12.0,14.0,12.0,16.0,9.0,5.0,2.0,,,,1.0,13.0,8.0,10.0,12.0,133.0,154.0,3.0,3.0,,3.0,,,1.0,,,,58.0,72.0,72.0,58.0,10.0,21.0,21.0,10.0,4.0,6.0,4.0,6.0,1.0,,16.0,15.0,15.0,16.0,0.0,0.0,0.0,0.0,,,,,1.0,7.0
2022-23,2292835,3,2022-08-20 15:00:00,"King Power Stadium, Leicester",30850.0,Leicester,Southampton,1,2,2,1,L,W,0,0,0,0,0,0,0,0,1.0,2.0,6.0,9.0,1.0,3.0,3.0,5.0,2.0,1.0,,,,,,3.0,,2.0,,1.0,,1.0,,,,2.0,3.0,8.0,1.0,3.0,21.0,29.0,67.0,61.0,556.0,335.0,454.0,240.0,62.0,38.0,20.0,21.0,15.0,19.0,11.0,12.0,6.0,10.0,20.0,22.0,20.0,22.0,17.0,20.0,1.0,2.0,,,,,13.0,9.0,14.0,8.0,155.0,147.0,1.0,,2.0,1.0,,,,,,,55.0,63.0,63.0,55.0,17.0,20.0,20.0,17.0,2.0,5.0,2.0,5.0,,1.0,11.0,15.0,14.0,11.0,0.0,0.0,0.0,0.0,,,,,,1.0
2022-23,2292836,3,2022-08-22 20:00:00,"Old Trafford, Manchester",,Man Utd,Liverpool,2,1,1,2,W,L,1,0,0,1,0,0,0,0,2.0,1.0,13.0,17.0,5.0,5.0,4.0,7.0,4.0,5.0,,,,,4.0,1.0,2.0,,2.0,1.0,1.0,,,,2.0,,9.0,13.0,6.0,7.0,18.0,43.0,45.0,66.0,273.0,645.0,180.0,540.0,29.5,70.5,24.0,47.0,24.0,13.0,17.0,11.0,12.0,6.0,34.0,7.0,34.0,7.0,21.0,22.0,5.0,3.0,,,,,10.0,11.0,6.0,21.0,138.0,165.0,5.0,3.0,1.0,2.0,,,,,,,56.0,53.0,53.0,56.0,14.0,20.0,20.0,14.0,6.0,8.0,6.0,8.0,,,11.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0
