season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,goalFastbreak,leftsidePass,overrun,rightsidePass,totalFastbreak,unsuccessfulTouch,attOneOnOne,contentiousDecision,ptsDroppedWinningPos,attemptedTackleFoul,blockedPass,putThrough,successfulPutThrough,attFreekickPost,attPenMiss,attPenPost,fiftyFifty,successfulFiftyFifty,totalDistance
2009-10,284109,11,2009-10-31 15:00:00,21,West Ham,Away,120.0,11.0,1.0,2.0,1.0,5.0,,105.0,5.0,1.0,9.0,12.0,11.0,24.0,223.0,,,13.0,17.0,17.0,11.0,3.0,,,,,,,,,,,,,,,,,,2.0,15.0,6.0,,,62.0,5.0,2.0,12.0,,3.0,1.0,2.0,,20.0,2.0,80.0,56.0,4.0,38.0,23.0,,,,,,,,65.0,17.0,13.0,2.0,,,,,2.0,,2.0,2.0,,14.0,,2.0,,33.0,,27.0,26.0,2.0,,9.0,92.0,41.0,7.0,,6.0,10.0,8.0,,3.0,,31.0,30.0,17.0,,,,,,167.0,145.0,4.0,22.0,18.0,43.1,,,,0.0,5.0,,,1.0,2.0,,7.0,,,2.0,50.0,,16.0,143.0,21.0,59.0,19.0,2.0,10.0,8.0,89.0,12.0,179.0,2.0,1.0,31.0,12.0,53.0,,312.0,,1.0,17.0,21.0,2.0,18.0,2.0,605.0,,,5.0,3.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284117,12,2009-11-08 15:00:00,21,West Ham,Home,160.0,32.0,,5.0,5.0,3.0,,208.0,3.0,,7.0,4.0,25.0,36.0,363.0,,3.0,22.0,18.0,13.0,13.0,2.0,,1.0,,1.0,1.0,3.0,,,,,1.0,,,,,,,,6.0,5.0,,,73.0,,4.0,2.0,,5.0,13.0,11.0,,13.0,,63.0,72.0,,22.0,8.0,,,,,,,,87.0,13.0,18.0,,,,,3.0,1.0,,1.0,1.0,,10.0,,2.0,1.0,18.0,,27.0,26.0,,,8.0,96.0,58.0,4.0,1.0,10.0,6.0,4.0,,2.0,,65.0,62.0,33.0,,,,,,186.0,167.0,4.0,21.0,37.0,59.3,,,,0.0,3.0,,,,,1.0,12.0,,,2.0,103.0,,16.0,171.0,58.0,41.0,29.0,2.0,32.0,30.0,165.0,8.0,322.0,2.0,,16.0,27.0,57.0,2.0,461.0,,0.0,20.0,30.0,5.0,23.0,0.0,782.0,,,11.0,5.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284124,13,2009-11-21 15:00:00,21,West Ham,Away,118.0,24.0,2.0,4.0,2.0,1.0,,130.0,7.0,,4.0,7.0,7.0,29.0,244.0,,1.0,21.0,10.0,14.0,9.0,,,,,1.0,,1.0,,,,,,,,,,,,,6.0,6.0,,,37.0,1.0,1.0,2.0,,3.0,8.0,7.0,1.0,22.0,,57.0,48.0,1.0,36.0,15.0,,,,,,,,68.0,21.0,9.0,1.0,,,,1.0,3.0,1.0,2.0,2.0,1.0,12.0,,1.0,1.0,32.0,,13.0,12.0,,,4.0,76.0,46.0,5.0,1.0,4.0,8.0,9.0,,4.0,,38.0,33.0,24.0,1.0,1.0,1.0,,,141.0,114.0,2.0,12.0,16.0,45.6,,,3.0,0.0,,,,,,,6.0,,,2.0,55.0,,12.0,125.0,38.0,63.0,7.0,3.0,19.0,16.0,102.0,14.0,205.0,3.0,,17.0,7.0,50.0,,311.0,,0.0,16.0,22.0,9.0,22.0,4.0,578.0,,,3.0,3.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284137,14,2009-11-28 15:00:00,21,West Ham,Home,111.0,7.0,1.0,4.0,3.0,,1.0,92.0,4.0,1.0,5.0,6.0,17.0,19.0,199.0,,3.0,18.0,23.0,13.0,5.0,,,,,,,1.0,,,,,,4.0,2.0,,1.0,,,3.0,12.0,4.0,8.0,4.0,58.0,6.0,1.0,8.0,1.0,1.0,3.0,3.0,,13.0,,58.0,72.0,6.0,27.0,14.0,,,,,,,,69.0,9.0,16.0,2.0,,4.0,2.0,1.0,2.0,2.0,2.0,,2.0,14.0,1.0,,,26.0,1.0,22.0,22.0,,,5.0,86.0,27.0,7.0,2.0,3.0,4.0,7.0,277.0,4.0,,38.0,43.0,23.0,,,,,2.0,159.0,144.0,2.0,28.0,16.0,41.6,1.0,,,0.0,2.0,1.0,2.0,,,,4.0,,,3.0,44.0,190.0,7.0,133.0,18.0,42.0,11.0,1.0,9.0,8.0,103.0,7.0,183.0,,1.0,39.0,20.0,70.0,6.0,307.0,,0.0,12.0,37.0,6.0,25.0,2.0,536.0,20.0,,6.0,1.0,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284147,15,2009-12-05 15:00:00,21,West Ham,Home,181.0,17.0,,2.0,2.0,4.0,,136.0,4.0,1.0,6.0,2.0,28.0,19.0,315.0,1.0,3.0,20.0,11.0,10.0,5.0,1.0,,,,1.0,1.0,3.0,,1.0,,,,,,,,,,1.0,8.0,8.0,,,56.0,7.0,4.0,11.0,,2.0,5.0,2.0,,9.0,,47.0,45.0,7.0,26.0,14.0,,,,,,,,59.0,9.0,16.0,,,,,3.0,,,,,,9.0,,3.0,1.0,20.0,,16.0,16.0,5.0,,6.0,78.0,38.0,8.0,,2.0,4.0,3.0,,3.0,,51.0,36.0,22.0,,,,,,132.0,117.0,2.0,16.0,27.0,42.2,,,,0.0,1.0,,,,,,4.0,,,3.0,54.0,,6.0,190.0,31.0,41.0,13.0,2.0,11.0,9.0,101.0,8.0,216.0,3.0,1.0,19.0,29.0,44.0,3.0,395.0,1.0,0.0,11.0,14.0,8.0,23.0,0.0,629.0,,,5.0,2.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284150,16,2009-12-12 15:00:00,21,West Ham,Away,141.0,18.0,2.0,3.0,1.0,4.0,,143.0,5.0,,5.0,10.0,22.0,28.0,281.0,,2.0,19.0,23.0,18.0,6.0,4.0,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,13.0,3.0,,,54.0,2.0,4.0,8.0,,7.0,8.0,5.0,,7.0,3.0,65.0,44.0,2.0,29.0,20.0,,,,,,,,60.0,15.0,12.0,,,,,1.0,,,,,,10.0,,,1.0,31.0,1.0,26.0,26.0,,,5.0,79.0,45.0,11.0,,5.0,5.0,3.0,,3.0,,48.0,28.0,23.0,,,,,,146.0,128.0,,26.0,17.0,52.7,1.0,,1.0,0.0,7.0,1.0,,1.0,,,8.0,2.0,,3.0,71.0,,10.0,157.0,29.0,47.0,18.0,6.0,21.0,15.0,114.0,10.0,226.0,,1.0,31.0,25.0,55.0,3.0,362.0,,1.0,15.0,9.0,5.0,20.0,2.0,626.0,,,5.0,7.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284161,17,2009-12-15 20:00:00,21,West Ham,Away,214.0,21.0,,2.0,2.0,2.0,,146.0,3.0,,3.0,7.0,41.0,22.0,358.0,,4.0,29.0,29.0,15.0,10.0,,,1.0,,,,,,1.0,,,,,,,,,,,13.0,15.0,,,60.0,3.0,4.0,4.0,1.0,4.0,3.0,2.0,,7.0,1.0,62.0,42.0,3.0,25.0,11.0,1.0,,,,,,,59.0,11.0,10.0,1.0,1.0,,,,1.0,,1.0,1.0,,17.0,,,1.0,33.0,,21.0,20.0,4.0,,3.0,111.0,55.0,8.0,,3.0,8.0,5.0,,8.0,,64.0,29.0,21.0,,,,,,189.0,154.0,2.0,26.0,22.0,55.5,,,2.0,0.0,1.0,3.0,,,,1.0,4.0,,,2.0,45.0,,11.0,244.0,46.0,60.0,17.0,3.0,8.0,5.0,92.0,6.0,234.0,,,35.0,45.0,61.0,,470.0,,0.0,13.0,12.0,7.0,31.0,1.0,760.0,,,5.0,4.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284177,18,2009-12-20 16:00:00,21,West Ham,Home,138.0,22.0,,2.0,2.0,2.0,,111.0,11.0,,8.0,10.0,18.0,22.0,247.0,1.0,2.0,19.0,15.0,10.0,5.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,10.0,14.0,,,69.0,1.0,2.0,9.0,1.0,5.0,5.0,4.0,,15.0,2.0,63.0,57.0,1.0,20.0,5.0,,,,,,,,55.0,19.0,15.0,1.0,,,,,,,,,,19.0,,2.0,2.0,11.0,,28.0,28.0,4.0,,8.0,94.0,49.0,5.0,,,6.0,5.0,,5.0,,54.0,24.0,21.0,1.0,1.0,1.0,,1.0,160.0,144.0,4.0,29.0,26.0,41.9,,,1.0,0.0,2.0,2.0,,,1.0,,1.0,,,1.0,46.0,,6.0,161.0,36.0,36.0,16.0,5.0,17.0,12.0,87.0,11.0,197.0,2.0,,33.0,19.0,49.0,4.0,341.0,1.0,0.0,8.0,23.0,4.0,20.0,4.0,631.0,,,9.0,5.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284188,19,2009-12-26 13:00:00,21,West Ham,Home,134.0,19.0,2.0,3.0,1.0,4.0,,139.0,,,5.0,4.0,10.0,23.0,270.0,,2.0,12.0,22.0,15.0,8.0,3.0,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,2.0,5.0,9.0,,,73.0,4.0,3.0,9.0,,6.0,7.0,7.0,,8.0,1.0,60.0,72.0,4.0,24.0,14.0,,,,,,,,75.0,9.0,20.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,7.0,,4.0,,28.0,,30.0,30.0,2.0,,5.0,82.0,32.0,4.0,1.0,6.0,6.0,6.0,,5.0,,59.0,44.0,26.0,,,,,1.0,164.0,143.0,4.0,25.0,26.0,50.0,,,1.0,0.0,2.0,1.0,,,,,8.0,,,3.0,68.0,,12.0,149.0,40.0,45.0,23.0,4.0,20.0,16.0,123.0,9.0,237.0,4.0,1.0,21.0,10.0,58.0,2.0,366.0,1.0,0.0,17.0,26.0,3.0,13.0,0.0,667.0,,,11.0,6.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284198,20,2009-12-28 12:45:00,21,West Ham,Away,175.0,13.0,1.0,1.0,,5.0,,160.0,3.0,,2.0,7.0,21.0,22.0,334.0,,,16.0,17.0,16.0,3.0,1.0,,,,,,,,,,,,,,,,,,,12.0,12.0,,,64.0,4.0,1.0,5.0,,3.0,3.0,6.0,,11.0,,54.0,53.0,4.0,19.0,11.0,1.0,,,,,,,66.0,15.0,9.0,,,,,,,,,,,15.0,,2.0,1.0,20.0,,25.0,25.0,1.0,,2.0,95.0,50.0,9.0,,1.0,3.0,2.0,,6.0,,39.0,72.0,16.0,,,,,,159.0,145.0,,32.0,28.0,46.0,,,,0.0,1.0,1.0,,,,,2.0,,,3.0,51.0,,4.0,200.0,29.0,33.0,12.0,3.0,12.0,9.0,102.0,14.0,248.0,2.0,,26.0,23.0,49.0,1.0,436.0,,0.0,5.0,23.0,1.0,17.0,3.0,698.0,,,5.0,3.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
