season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOboxOwnGoal,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,attPenTarget,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,goalFastbreak,leftsidePass,overrun,rightsidePass,unsuccessfulTouch,attLgLeft
2010-11,321951,30,2011-03-19 15:00:00,30,Bolton,Away,94.0,14.0,3.0,5.0,2.0,12.0,,125.0,5.0,,5.0,11.0,13.0,24.0,214.0,,,19.0,11.0,27.0,4.0,1.0,,,,1.0,,1.0,2.0,,1.0,,,,9.0,,,,,,8.0,8.0,,,63.0,3.0,4.0,7.0,,5.0,10.0,7.0,,9.0,2.0,46.0,72.0,3.0,24.0,17.0,1.0,,66.0,11.0,9.0,,,3.0,1.0,2.0,,,,,,8.0,,1.0,,29.0,,21.0,16.0,6.0,5.0,90.0,41.0,12.0,,4.0,1.0,2.0,,3.0,,52.0,45.0,15.0,,,,,,195.0,173.0,1.0,27.0,20.0,42.5,,,1.0,0.0,1.0,4.0,,,1.0,,7.0,,3.0,71.0,,5.0,119.0,30.0,46.0,9.0,5.0,23.0,18.0,,131.0,23.0,235.0,1.0,,42.0,15.0,65.0,,331.0,,0.0,13.0,35.0,2.0,20.0,0.0,576.0,,1.0,5.0,27.0,0.0,,37.0,1.0,1.0,,146.0,,78.0,1.0,70.0,16.0,
2010-11,321958,31,2011-04-02 15:00:00,30,Bolton,Away,86.0,16.0,4.0,10.0,6.0,8.0,,126.0,3.0,3.0,5.0,15.0,13.0,36.0,202.0,,1.0,23.0,17.0,32.0,11.0,4.0,,,,,,,,,,,,,11.0,,,,,,9.0,3.0,,,73.0,,5.0,9.0,,8.0,11.0,8.0,,5.0,1.0,50.0,69.0,,23.0,17.0,,,94.0,16.0,11.0,1.0,,,,,1.0,,,1.0,,5.0,1.0,1.0,1.0,33.0,,13.0,11.0,2.0,5.0,100.0,45.0,8.0,,4.0,12.0,9.0,,2.0,,50.0,53.0,35.0,,,,,,206.0,184.0,3.0,41.0,18.0,47.7,,,1.0,0.0,3.0,,,,,,6.0,1.0,3.0,68.0,,16.0,112.0,44.0,45.0,9.0,8.0,27.0,19.0,,144.0,28.0,249.0,1.0,4.0,47.0,15.0,85.0,2.0,334.0,,0.0,20.0,21.0,5.0,33.0,2.0,564.0,,5.0,9.0,16.0,0.0,,38.0,,,,176.0,,65.0,1.0,55.0,11.0,
2010-11,321970,32,2011-04-09 15:00:00,30,Bolton,Home,72.0,9.0,1.0,11.0,10.0,5.0,,132.0,7.0,2.0,6.0,11.0,10.0,24.0,193.0,,2.0,12.0,15.0,16.0,16.0,3.0,,,,1.0,,,1.0,,,,,,18.0,,,,,3.0,8.0,6.0,,,69.0,4.0,6.0,6.0,2.0,4.0,13.0,5.0,,5.0,2.0,43.0,54.0,3.0,28.0,18.0,,,66.0,6.0,10.0,2.0,,2.0,1.0,1.0,3.0,,1.0,2.0,1.0,10.0,2.0,1.0,,22.0,,17.0,14.0,2.0,6.0,86.0,43.0,10.0,1.0,10.0,12.0,7.0,,3.0,,61.0,37.0,20.0,,,,,,150.0,142.0,2.0,26.0,27.0,41.7,,,1.0,0.0,4.0,2.0,,,1.0,,12.0,1.0,3.0,61.0,,22.0,90.0,23.0,35.0,21.0,4.0,23.0,19.0,,109.0,16.0,212.0,1.0,2.0,32.0,11.0,56.0,1.0,279.0,,0.0,25.0,18.0,5.0,22.0,1.0,505.0,,10.0,5.0,11.0,0.0,,36.0,7.0,6.0,1.0,138.0,,54.0,2.0,51.0,12.0,
2010-11,321980,33,2011-04-27 20:00:00,30,Bolton,Away,93.0,25.0,2.0,4.0,2.0,7.0,,167.0,5.0,,2.0,10.0,11.0,33.0,256.0,,,21.0,19.0,25.0,5.0,3.0,,,,1.0,,,2.0,,,,,,9.0,,,,,1.0,13.0,6.0,,,77.0,2.0,3.0,14.0,,7.0,7.0,4.0,,6.0,2.0,56.0,69.0,2.0,13.0,9.0,,,82.0,10.0,12.0,,,4.0,,2.0,,,,,,14.0,,,,27.0,,15.0,14.0,1.0,2.0,107.0,56.0,10.0,,3.0,5.0,4.0,,3.0,,55.0,44.0,36.0,,,,,,212.0,189.0,4.0,34.0,33.0,48.1,,,,0.0,2.0,1.0,,,,,7.0,,3.0,91.0,,8.0,114.0,54.0,36.0,11.0,7.0,18.0,11.0,,160.0,25.0,282.0,,,24.0,13.0,64.0,,378.0,,0.0,14.0,28.0,2.0,28.0,1.0,607.0,,4.0,7.0,24.0,0.0,,41.0,1.0,1.0,,163.0,,88.0,4.0,86.0,20.0,
2010-11,321990,34,2011-04-24 16:00:00,30,Bolton,Home,73.0,14.0,2.0,4.0,2.0,7.0,,86.0,7.0,1.0,4.0,12.0,1.0,26.0,155.0,,2.0,13.0,13.0,18.0,3.0,3.0,,1.0,,,,,,,,,,,6.0,,,,,2.0,10.0,9.0,,,71.0,8.0,2.0,13.0,1.0,3.0,3.0,3.0,,8.0,2.0,54.0,62.0,8.0,31.0,13.0,,,62.0,14.0,14.0,1.0,,2.0,,,1.0,1.0,1.0,,1.0,12.0,,2.0,,18.0,,19.0,15.0,4.0,4.0,72.0,38.0,9.0,1.0,3.0,4.0,7.0,,7.0,,25.0,35.0,22.0,,,,,1.0,172.0,155.0,1.0,39.0,20.0,32.9,,,2.0,0.0,4.0,1.0,,,1.0,1.0,3.0,,3.0,50.0,,7.0,102.0,39.0,48.0,10.0,3.0,9.0,6.0,1.0,100.0,25.0,166.0,2.0,1.0,26.0,2.0,50.0,2.0,259.0,,0.0,12.0,26.0,4.0,19.0,4.0,489.0,,4.0,3.0,21.0,0.0,1.0,26.0,,1.0,1.0,130.0,,48.0,2.0,55.0,17.0,
2010-11,321999,35,2011-04-30 15:00:00,30,Bolton,Away,64.0,15.0,2.0,5.0,3.0,14.0,,141.0,10.0,4.0,6.0,10.0,14.0,28.0,200.0,,,19.0,16.0,15.0,7.0,2.0,,,,,,,1.0,,1.0,,1.0,,9.0,,,,1.0,1.0,9.0,12.0,,,54.0,1.0,4.0,8.0,1.0,10.0,6.0,4.0,,11.0,3.0,49.0,44.0,1.0,22.0,12.0,,1.0,88.0,10.0,7.0,,1.0,1.0,1.0,1.0,,,,,,18.0,,4.0,1.0,29.0,1.0,11.0,9.0,1.0,6.0,91.0,43.0,3.0,,7.0,2.0,,,6.0,,56.0,34.0,22.0,,,,,,226.0,203.0,1.0,17.0,17.0,57.9,1.0,,,0.0,3.0,2.0,,,2.0,,9.0,,3.0,73.0,,9.0,101.0,42.0,45.0,9.0,10.0,21.0,11.0,,144.0,33.0,255.0,4.0,5.0,34.0,16.0,64.0,3.0,335.0,,0.0,13.0,18.0,1.0,26.0,1.0,572.0,,4.0,10.0,12.0,0.0,,36.0,,,,154.0,,78.0,,67.0,17.0,
2010-11,322008,36,2011-05-07 15:00:00,30,Bolton,Home,99.0,26.0,4.0,8.0,4.0,6.0,,139.0,9.0,2.0,6.0,11.0,10.0,32.0,230.0,,,23.0,26.0,18.0,15.0,1.0,,,,1.0,,,1.0,,,,,,13.0,,,,,1.0,5.0,5.0,,,47.0,2.0,5.0,10.0,,5.0,7.0,8.0,,5.0,2.0,61.0,62.0,2.0,20.0,10.0,,,76.0,15.0,11.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,,12.0,1.0,,1.0,24.0,1.0,13.0,9.0,2.0,6.0,81.0,40.0,5.0,,7.0,10.0,5.0,,2.0,,61.0,35.0,36.0,,,,,,174.0,156.0,1.0,19.0,17.0,52.4,,,1.0,0.0,1.0,1.0,,,3.0,,10.0,2.0,3.0,83.0,,17.0,112.0,50.0,38.0,9.0,5.0,21.0,16.0,,154.0,24.0,244.0,,2.0,27.0,11.0,61.0,1.0,335.0,,0.0,20.0,30.0,1.0,34.0,1.0,562.0,,3.0,5.0,16.0,0.0,,46.0,5.0,5.0,1.0,140.0,,78.0,,71.0,12.0,
2010-11,322020,37,2011-05-14 12:45:00,30,Bolton,Away,82.0,15.0,1.0,6.0,5.0,10.0,,142.0,2.0,2.0,3.0,12.0,12.0,33.0,218.0,1.0,2.0,20.0,20.0,15.0,9.0,1.0,,1.0,,2.0,,1.0,4.0,,,,,,10.0,,1.0,,,3.0,6.0,5.0,,,56.0,5.0,5.0,4.0,,6.0,10.0,5.0,,15.0,,56.0,59.0,5.0,12.0,7.0,,,86.0,13.0,16.0,2.0,,5.0,1.0,4.0,2.0,,2.0,2.0,,7.0,2.0,,1.0,17.0,2.0,14.0,13.0,1.0,3.0,99.0,50.0,5.0,1.0,4.0,8.0,6.0,,3.0,,61.0,45.0,28.0,,,,,,194.0,179.0,2.0,29.0,16.0,49.1,1.0,,,0.0,1.0,,,,,1.0,8.0,1.0,3.0,86.0,,12.0,104.0,36.0,27.0,13.0,6.0,22.0,16.0,2.0,159.0,22.0,259.0,,2.0,41.0,14.0,75.0,3.0,341.0,1.0,0.0,19.0,20.0,5.0,29.0,4.0,548.0,,8.0,6.0,13.0,0.0,,36.0,3.0,2.0,1.0,169.0,1.0,71.0,1.0,65.0,2.0,
2010-11,322028,38,2011-05-22 16:00:00,30,Bolton,Home,99.0,13.0,3.0,6.0,3.0,5.0,1.0,128.0,2.0,,2.0,15.0,10.0,33.0,221.0,,1.0,23.0,10.0,11.0,6.0,3.0,,,,,,,1.0,,,,,,8.0,,,,,2.0,13.0,4.0,,,53.0,3.0,5.0,9.0,,6.0,9.0,9.0,,18.0,4.0,55.0,52.0,3.0,11.0,4.0,,1.0,65.0,13.0,11.0,,,3.0,3.0,1.0,,,,,,8.0,,,1.0,11.0,,17.0,13.0,2.0,2.0,77.0,38.0,5.0,,5.0,4.0,2.0,,2.0,,55.0,52.0,26.0,,,,,,169.0,158.0,2.0,18.0,28.0,40.5,,,1.0,0.0,4.0,1.0,,,,,8.0,,3.0,74.0,,9.0,110.0,23.0,22.0,14.0,6.0,27.0,21.0,,132.0,19.0,226.0,,,36.0,11.0,60.0,,309.0,,1.0,15.0,22.0,2.0,30.0,1.0,520.0,,8.0,6.0,17.0,0.0,,55.0,,,,123.0,,65.0,1.0,66.0,11.0,
2011-12,360474,1,2011-08-13 15:00:00,30,Bolton,Away,112.0,18.0,2.0,4.0,2.0,4.0,,176.0,3.0,1.0,3.0,9.0,35.0,29.0,284.0,,3.0,18.0,14.0,18.0,10.0,3.0,,,,,,,1.0,,,,,,10.0,,,,,2.0,5.0,12.0,,,76.0,,7.0,5.0,1.0,2.0,6.0,2.0,1.0,10.0,2.0,51.0,59.0,,26.0,18.0,,1.0,97.0,16.0,9.0,1.0,,4.0,,1.0,3.0,,2.0,1.0,2.0,7.0,1.0,2.0,,19.0,,13.0,13.0,,3.0,103.0,52.0,3.0,1.0,5.0,11.0,5.0,,7.0,,64.0,76.0,24.0,,,,,,199.0,187.0,3.0,35.0,26.0,54.8,,,1.0,0.0,1.0,1.0,,,1.0,,6.0,,3.0,102.0,,16.0,143.0,37.0,38.0,15.0,2.0,10.0,8.0,,179.0,18.0,285.0,2.0,2.0,33.0,39.0,72.0,1.0,418.0,,0.0,18.0,23.0,5.0,26.0,2.0,633.0,,9.0,2.0,16.0,0.0,,69.0,2.0,2.0,,179.0,,95.0,,75.0,18.0,
2011-12,360481,2,2011-08-21 16:00:00,30,Bolton,Home,93.0,11.0,1.0,4.0,3.0,5.0,,160.0,8.0,1.0,4.0,11.0,10.0,25.0,249.0,,2.0,14.0,10.0,9.0,2.0,,,,,,,1.0,1.0,,,,,,3.0,,,,,2.0,11.0,7.0,,,43.0,2.0,2.0,11.0,,7.0,11.0,4.0,,10.0,1.0,50.0,46.0,2.0,16.0,9.0,2.0,,83.0,19.0,14.0,2.0,,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,14.0,1.0,1.0,,15.0,,17.0,12.0,6.0,4.0,89.0,45.0,8.0,,1.0,3.0,3.0,,3.0,,70.0,36.0,26.0,,,,,,163.0,150.0,3.0,19.0,12.0,43.5,,,,0.0,2.0,2.0,,,1.0,,2.0,1.0,2.0,84.0,,4.0,112.0,22.0,29.0,4.0,7.0,25.0,18.0,,146.0,18.0,262.0,1.0,1.0,30.0,10.0,53.0,2.0,349.0,,0.0,7.0,19.0,4.0,18.0,2.0,527.0,,4.0,7.0,16.0,0.0,,36.0,,,,158.0,,81.0,,74.0,7.0,
2011-12,360492,3,2011-08-27 17:30:00,30,Bolton,Away,106.0,13.0,3.0,5.0,2.0,2.0,,156.0,7.0,1.0,4.0,5.0,18.0,31.0,257.0,,,13.0,9.0,6.0,4.0,3.0,,,,,,,,,,,,,7.0,,,,,,12.0,8.0,,,61.0,,3.0,9.0,,6.0,9.0,5.0,,21.0,1.0,50.0,37.0,,29.0,13.0,,,67.0,8.0,4.0,1.0,,1.0,1.0,,,,,,,15.0,1.0,2.0,1.0,17.0,,17.0,14.0,,4.0,85.0,51.0,12.0,,4.0,3.0,3.0,,6.0,,49.0,55.0,17.0,,,,,,157.0,142.0,3.0,26.0,22.0,41.2,,,1.0,0.0,3.0,,,,1.0,,4.0,,3.0,60.0,,7.0,121.0,30.0,44.0,13.0,5.0,20.0,15.0,,105.0,13.0,234.0,3.0,1.0,16.0,20.0,58.0,,335.0,,0.0,10.0,18.0,,16.0,2.0,561.0,,9.0,6.0,13.0,0.0,,41.0,,,1.0,125.0,,79.0,,90.0,13.0,
2011-12,360500,4,2011-09-10 17:30:00,30,Bolton,Home,106.0,11.0,,8.0,8.0,8.0,,206.0,9.0,1.0,1.0,5.0,21.0,25.0,304.0,,,20.0,10.0,6.0,17.0,,,,,,,,,,,,,,21.0,,1.0,,,,9.0,5.0,,,60.0,1.0,6.0,9.0,1.0,5.0,15.0,9.0,,6.0,2.0,49.0,29.0,1.0,10.0,3.0,,,63.0,15.0,1.0,,,,,,,,,,,12.0,,,,6.0,1.0,21.0,14.0,3.0,1.0,78.0,58.0,7.0,,9.0,8.0,6.0,,3.0,,55.0,63.0,14.0,,,,,,136.0,132.0,3.0,19.0,33.0,42.2,1.0,,,0.0,2.0,1.0,,,3.0,,10.0,1.0,3.0,93.0,,17.0,123.0,19.0,14.0,15.0,4.0,28.0,24.0,,132.0,14.0,287.0,1.0,1.0,14.0,23.0,40.0,,382.0,1.0,0.0,22.0,16.0,1.0,24.0,2.0,575.0,,6.0,5.0,11.0,0.0,,49.0,,,,131.0,,110.0,1.0,92.0,11.0,
2011-12,360511,5,2011-09-17 15:00:00,30,Bolton,Home,147.0,22.0,3.0,6.0,3.0,5.0,,191.0,3.0,4.0,6.0,7.0,28.0,33.0,332.0,,1.0,21.0,15.0,21.0,3.0,1.0,,,,,,1.0,2.0,,,,,,,1.0,,,,1.0,9.0,5.0,,,55.0,5.0,4.0,3.0,,6.0,8.0,4.0,,13.0,1.0,45.0,53.0,5.0,24.0,16.0,,,83.0,9.0,9.0,,,,,2.0,,,,,,12.0,,2.0,,26.0,,19.0,14.0,1.0,6.0,100.0,47.0,9.0,1.0,1.0,3.0,4.0,,1.0,,69.0,60.0,27.0,,,,,1.0,185.0,172.0,,28.0,17.0,59.3,,,,0.0,2.0,2.0,,,2.0,,1.0,1.0,3.0,68.0,,4.0,168.0,51.0,37.0,14.0,6.0,18.0,12.0,,129.0,18.0,296.0,2.0,4.0,26.0,29.0,76.0,,446.0,,1.0,9.0,14.0,9.0,25.0,3.0,664.0,,9.0,6.0,14.0,0.0,,62.0,,,1.0,174.0,,103.0,1.0,107.0,14.0,
2011-12,360519,6,2011-09-24 15:00:00,30,Bolton,Away,153.0,12.0,,2.0,2.0,1.0,,102.0,10.0,2.0,4.0,15.0,36.0,27.0,253.0,,3.0,13.0,7.0,9.0,3.0,,,1.0,,,,,,,,,,,2.0,,,,,1.0,15.0,13.0,,,56.0,3.0,1.0,10.0,,2.0,6.0,4.0,,5.0,8.0,39.0,40.0,3.0,10.0,4.0,,,67.0,9.0,7.0,,,,,,,,,,,12.0,,1.0,,11.0,,18.0,12.0,3.0,4.0,80.0,50.0,9.0,,,3.0,2.0,,8.0,,30.0,47.0,11.0,,,,,,139.0,129.0,,28.0,16.0,37.1,,,1.0,0.0,4.0,4.0,,,,1.0,,,3.0,43.0,,3.0,170.0,25.0,20.0,12.0,2.0,12.0,10.0,1.0,98.0,16.0,186.0,1.0,2.0,29.0,39.0,49.0,3.0,344.0,,1.0,3.0,20.0,6.0,14.0,1.0,532.0,,4.0,2.0,14.0,0.0,,59.0,,,,130.0,,76.0,1.0,79.0,8.0,
2011-12,360531,7,2011-10-02 13:30:00,30,Bolton,Home,178.0,18.0,1.0,2.0,1.0,5.0,1.0,169.0,7.0,1.0,4.0,15.0,43.0,38.0,345.0,,2.0,23.0,8.0,6.0,9.0,1.0,,1.0,,,,,2.0,,,,,,9.0,,,,,3.0,14.0,5.0,,,59.0,1.0,7.0,3.0,,4.0,3.0,4.0,1.0,8.0,1.0,34.0,41.0,1.0,13.0,10.0,2.0,,69.0,10.0,11.0,,,4.0,1.0,2.0,1.0,1.0,1.0,,1.0,11.0,,,1.0,12.0,1.0,20.0,19.0,3.0,4.0,81.0,55.0,5.0,,3.0,8.0,4.0,,3.0,,50.0,51.0,18.0,,,,,,125.0,121.0,2.0,22.0,26.0,40.9,,,,0.0,3.0,1.0,,,2.0,1.0,4.0,,3.0,83.0,,11.0,192.0,31.0,17.0,14.0,4.0,12.0,8.0,1.0,132.0,11.0,242.0,1.0,1.0,26.0,47.0,59.0,2.0,422.0,,0.0,15.0,16.0,7.0,25.0,1.0,607.0,,8.0,4.0,12.0,0.0,,73.0,1.0,1.0,,151.0,,105.0,2.0,93.0,10.0,
2011-12,360548,8,2011-10-15 15:00:00,30,Bolton,Away,101.0,16.0,2.0,2.0,,7.0,,164.0,6.0,2.0,4.0,14.0,33.0,27.0,263.0,,1.0,15.0,13.0,15.0,10.0,,,,,,,1.0,1.0,,,,,,11.0,,,,,3.0,8.0,8.0,,,67.0,2.0,4.0,13.0,,4.0,6.0,1.0,,9.0,1.0,63.0,75.0,2.0,19.0,6.0,,,72.0,17.0,16.0,1.0,,7.0,3.0,1.0,2.0,,1.0,2.0,,8.0,2.0,,2.0,10.0,,24.0,20.0,,4.0,95.0,60.0,5.0,1.0,2.0,10.0,9.0,,7.0,,48.0,80.0,18.0,,,,,1.0,172.0,164.0,5.0,28.0,23.0,45.9,,,,0.0,1.0,,,,1.0,,3.0,,3.0,83.0,,12.0,125.0,36.0,27.0,24.0,4.0,14.0,10.0,,135.0,18.0,261.0,,2.0,21.0,37.0,46.0,,372.0,,0.0,16.0,33.0,4.0,22.0,4.0,606.0,,11.0,4.0,23.0,0.0,1.0,47.0,3.0,3.0,1.0,157.0,,84.0,3.0,84.0,9.0,
2011-12,360552,9,2011-10-22 15:00:00,30,Bolton,Home,96.0,17.0,,3.0,3.0,8.0,,152.0,8.0,2.0,3.0,10.0,20.0,28.0,245.0,,3.0,20.0,16.0,16.0,10.0,2.0,,,,,,,1.0,,,,,,,,,,,2.0,12.0,7.0,,,65.0,4.0,3.0,7.0,,2.0,8.0,4.0,,10.0,1.0,54.0,60.0,4.0,24.0,14.0,,,76.0,17.0,16.0,,,,,1.0,,,,,,10.0,,1.0,2.0,28.0,,19.0,14.0,1.0,3.0,84.0,45.0,11.0,,5.0,7.0,6.0,,7.0,,50.0,45.0,24.0,,,,,,191.0,165.0,3.0,29.0,26.0,51.9,,,1.0,0.0,1.0,1.0,,,,,5.0,,3.0,88.0,,12.0,125.0,41.0,50.0,9.0,1.0,13.0,12.0,,152.0,23.0,246.0,1.0,2.0,27.0,24.0,54.0,1.0,358.0,1.0,0.0,14.0,25.0,8.0,25.0,0.0,599.0,,3.0,2.0,22.0,0.0,,36.0,,,,167.0,,73.0,3.0,82.0,15.0,
2011-12,360565,10,2011-10-29 15:00:00,30,Bolton,Away,122.0,10.0,,1.0,1.0,4.0,,109.0,7.0,1.0,1.0,5.0,30.0,16.0,230.0,,,13.0,5.0,12.0,4.0,,,,,1.0,,,1.0,,,,,,5.0,,,,,1.0,13.0,10.0,,,45.0,5.0,1.0,8.0,1.0,2.0,7.0,1.0,,6.0,2.0,38.0,39.0,5.0,8.0,4.0,,,51.0,14.0,9.0,,,1.0,,1.0,,,,,,9.0,,,1.0,6.0,,24.0,20.0,3.0,1.0,59.0,36.0,10.0,,2.0,2.0,3.0,,9.0,,17.0,50.0,9.0,1.0,1.0,1.0,,,105.0,99.0,2.0,24.0,14.0,30.5,,,1.0,0.0,2.0,3.0,,1.0,,,4.0,,3.0,33.0,,4.0,136.0,24.0,14.0,12.0,2.0,10.0,8.0,,67.0,12.0,163.0,,1.0,21.0,31.0,36.0,1.0,289.0,,1.0,8.0,12.0,1.0,16.0,3.0,446.0,,6.0,2.0,7.0,0.0,,43.0,1.0,1.0,,99.0,,71.0,1.0,76.0,12.0,
2011-12,360572,11,2011-11-06 15:00:00,30,Bolton,Home,129.0,18.0,5.0,6.0,1.0,4.0,1.0,175.0,5.0,1.0,2.0,8.0,37.0,31.0,298.0,,2.0,15.0,25.0,21.0,8.0,3.0,,,,,,,,,,,,,12.0,,,,,4.0,9.0,2.0,,,64.0,2.0,9.0,3.0,1.0,12.0,5.0,4.0,,8.0,,53.0,65.0,2.0,16.0,10.0,,,90.0,11.0,10.0,3.0,,5.0,2.0,,4.0,1.0,3.0,2.0,2.0,9.0,3.0,,1.0,21.0,,20.0,16.0,,2.0,96.0,44.0,4.0,2.0,3.0,12.0,9.0,,4.0,,55.0,73.0,21.0,,,,,,204.0,183.0,10.0,23.0,24.0,61.5,,,,0.0,3.0,,,,1.0,,4.0,1.0,3.0,91.0,,15.0,157.0,45.0,37.0,15.0,11.0,22.0,11.0,,164.0,19.0,295.0,,1.0,35.0,42.0,74.0,,430.0,,0.0,22.0,26.0,5.0,17.0,0.0,660.0,,8.0,12.0,16.0,0.0,,70.0,3.0,1.0,2.0,161.0,,91.0,2.0,108.0,12.0,
2011-12,360587,12,2011-11-19 15:00:00,30,Bolton,Away,142.0,25.0,3.0,3.0,,5.0,,160.0,7.0,3.0,9.0,15.0,29.0,36.0,299.0,,,14.0,20.0,17.0,4.0,4.0,,,,,,,,,,,,,4.0,1.0,,,,1.0,12.0,4.0,,,71.0,2.0,3.0,6.0,,5.0,5.0,1.0,,12.0,,59.0,59.0,2.0,12.0,6.0,,,90.0,14.0,12.0,1.0,,4.0,1.0,,,,,,,12.0,,,1.0,13.0,,31.0,25.0,3.0,9.0,99.0,59.0,7.0,,2.0,6.0,4.0,,3.0,,67.0,52.0,11.0,,,,,1.0,186.0,177.0,1.0,30.0,22.0,46.2,,,,0.0,4.0,,,,1.0,,3.0,,3.0,83.0,,8.0,176.0,49.0,21.0,19.0,5.0,12.0,7.0,,146.0,20.0,257.0,,4.0,41.0,31.0,69.0,,421.0,,0.0,10.0,19.0,1.0,19.0,0.0,638.0,,11.0,5.0,15.0,0.0,,72.0,,,1.0,173.0,,82.0,1.0,94.0,15.0,
2011-12,360590,13,2011-11-26 15:00:00,30,Bolton,Home,143.0,20.0,,,,2.0,,115.0,7.0,,11.0,17.0,12.0,37.0,258.0,,,13.0,16.0,14.0,6.0,,,,,,,,1.0,,,,,,6.0,,,,,1.0,12.0,7.0,,,53.0,2.0,5.0,3.0,,2.0,4.0,7.0,,9.0,3.0,43.0,52.0,2.0,22.0,12.0,,,70.0,11.0,10.0,,,1.0,1.0,1.0,,,,,,11.0,,1.0,1.0,27.0,,10.0,6.0,2.0,12.0,94.0,51.0,4.0,,,6.0,3.0,,6.0,,34.0,42.0,32.0,,,,,,171.0,146.0,2.0,23.0,8.0,45.4,,,1.0,0.0,5.0,2.0,,,1.0,,,,3.0,57.0,,6.0,159.0,25.0,47.0,5.0,2.0,14.0,12.0,,107.0,7.0,210.0,1.0,,53.0,13.0,77.0,4.0,355.0,,1.0,8.0,28.0,1.0,16.0,1.0,565.0,,,2.0,16.0,0.0,,71.0,,,,142.0,,75.0,2.0,67.0,7.0,
2011-12,360606,14,2011-12-03 15:00:00,30,Bolton,Away,134.0,11.0,3.0,4.0,1.0,4.0,,162.0,9.0,1.0,,8.0,22.0,32.0,292.0,,,15.0,11.0,10.0,10.0,5.0,,,,,,,1.0,,,,,,9.0,,,,,3.0,19.0,8.0,,,63.0,1.0,6.0,7.0,,6.0,4.0,3.0,,9.0,5.0,37.0,45.0,1.0,14.0,7.0,,2.0,61.0,5.0,9.0,,,4.0,,1.0,,,,,,16.0,,,,13.0,,19.0,18.0,2.0,,82.0,42.0,7.0,,6.0,9.0,4.0,,4.0,,27.0,76.0,21.0,,,,,,137.0,125.0,5.0,37.0,19.0,41.1,,,,0.0,7.0,2.0,,,1.0,,6.0,1.0,3.0,67.0,,15.0,149.0,22.0,26.0,11.0,5.0,12.0,7.0,,113.0,15.0,242.0,,1.0,29.0,22.0,59.0,2.0,379.0,,1.0,16.0,20.0,2.0,17.0,2.0,556.0,,6.0,6.0,16.0,0.0,,64.0,,,,127.0,,97.0,1.0,91.0,4.0,
