season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard
2009-10,284236,24,2010-01-31 13:30:00,47,Portsmouth,Away,121.0,6.0,1.0,1.0,,3.0,,186.0,5.0,,5.0,1.0,14.0,19.0,306.0,1.0,,16.0,6.0,7.0,5.0,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,,8.0,5.0,,,52.0,2.0,1.0,9.0,,7.0,7.0,5.0,,13.0,1.0,50.0,33.0,2.0,20.0,10.0,,,71.0,16.0,9.0,,,,,2.0,,,,,,,11.0,,1.0,,13.0,1.0,20.0,19.0,4.0,5.0,73.0,41.0,10.0,,3.0,3.0,4.0,,2.0,,53.0,57.0,20.0,,,,,,150.0,141.0,3.0,18.0,25.0,44.3,,,0.0,2.0,1.0,,,2.0,,8.0,,3.0,82.0,,6.0,138.0,17.0,29.0,9.0,5.0,19.0,14.0,,132.0,5.0,274.0,1.0,,13.0,15.0,39.0,5.0,393.0,1.0,0.0,13.0,14.0,3.0,22.0,3.0,623.0,,3.0,7.0,11.0,0.0
2009-10,284246,25,2010-02-06 15:00:00,47,Portsmouth,Away,177.0,12.0,,1.0,1.0,4.0,,131.0,7.0,,3.0,7.0,19.0,17.0,307.0,,1.0,17.0,11.0,8.0,6.0,,,,,,,,2.0,,,,,7.0,,,,,,14.0,9.0,,,55.0,5.0,3.0,11.0,,1.0,2.0,1.0,,12.0,2.0,54.0,36.0,5.0,18.0,7.0,,,56.0,11.0,9.0,,,,1.0,,,,,,,,18.0,,3.0,,19.0,,17.0,16.0,3.0,3.0,90.0,47.0,12.0,,1.0,5.0,3.0,,4.0,2.0,35.0,48.0,10.0,,,,,,139.0,117.0,,30.0,15.0,41.2,,,0.0,1.0,1.0,,,1.0,,2.0,,3.0,50.0,,6.0,193.0,24.0,40.0,14.0,1.0,5.0,4.0,,86.0,11.0,198.0,3.0,,19.0,22.0,44.0,,386.0,,0.0,8.0,14.0,2.0,19.0,4.0,577.0,,5.0,1.0,13.0,0.0
2009-10,284252,26,2010-02-09 19:45:00,47,Portsmouth,Home,133.0,24.0,,6.0,6.0,5.0,,180.0,6.0,,1.0,12.0,15.0,43.0,307.0,,1.0,25.0,18.0,16.0,11.0,,,,,,,1.0,,,,,,,,,,,3.0,7.0,4.0,,,49.0,4.0,6.0,8.0,,8.0,19.0,9.0,,9.0,1.0,59.0,56.0,4.0,22.0,9.0,,,80.0,10.0,15.0,1.0,,,,1.0,1.0,,1.0,1.0,,,13.0,,2.0,,11.0,,14.0,14.0,2.0,1.0,83.0,51.0,4.0,,4.0,8.0,5.0,,3.0,,74.0,42.0,38.0,1.0,1.0,1.0,,,157.0,147.0,1.0,28.0,16.0,55.2,,1.0,0.0,1.0,,,,3.0,,6.0,1.0,3.0,105.0,,12.0,144.0,41.0,32.0,24.0,7.0,38.0,31.0,,157.0,9.0,281.0,2.0,,28.0,18.0,68.0,1.0,387.0,,1.0,17.0,15.0,3.0,29.0,3.0,657.0,,10.0,8.0,9.0,0.0
2009-10,284266,27,2010-02-20 17:30:00,47,Portsmouth,Home,108.0,11.0,1.0,2.0,1.0,3.0,,156.0,4.0,,5.0,5.0,11.0,22.0,262.0,,,21.0,31.0,20.0,7.0,1.0,,1.0,,,,3.0,,,,1.0,,,,,,,,8.0,6.0,,,57.0,,10.0,3.0,,7.0,12.0,10.0,,9.0,1.0,63.0,55.0,,20.0,14.0,,,74.0,12.0,10.0,1.0,,,,3.0,,,,,,,12.0,,2.0,1.0,25.0,,18.0,16.0,2.0,5.0,83.0,33.0,7.0,,1.0,7.0,3.0,,3.0,,58.0,67.0,19.0,,,,,,178.0,158.0,3.0,19.0,24.0,57.2,,1.0,0.0,1.0,1.0,,,3.0,1.0,3.0,,3.0,103.0,,8.0,125.0,28.0,40.0,16.0,5.0,30.0,25.0,,161.0,11.0,268.0,2.0,,26.0,11.0,48.0,2.0,363.0,,0.0,16.0,18.0,,22.0,2.0,633.0,,7.0,7.0,15.0,0.0
2009-10,284272,28,2010-02-27 15:00:00,47,Portsmouth,Away,110.0,8.0,1.0,3.0,2.0,7.0,,179.0,7.0,,5.0,11.0,16.0,26.0,286.0,,1.0,31.0,19.0,19.0,8.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,7.0,9.0,,,54.0,,2.0,8.0,,3.0,12.0,4.0,,7.0,1.0,60.0,49.0,,20.0,10.0,,,73.0,13.0,13.0,1.0,,,,,1.0,,1.0,1.0,,,11.0,,1.0,,17.0,1.0,22.0,21.0,2.0,5.0,103.0,54.0,4.0,1.0,5.0,5.0,6.0,,4.0,,54.0,63.0,21.0,,,,,2.0,174.0,158.0,1.0,23.0,19.0,52.4,1.0,1.0,0.0,2.0,3.0,,1.0,,,7.0,1.0,3.0,91.0,,10.0,134.0,21.0,36.0,16.0,2.0,18.0,16.0,,133.0,21.0,278.0,1.0,,33.0,21.0,55.0,5.0,394.0,,1.0,15.0,14.0,4.0,37.0,1.0,669.0,,3.0,3.0,8.0,0.0
2009-10,284286,29,2010-03-24 19:45:00,47,Portsmouth,Home,105.0,13.0,,1.0,1.0,2.0,,144.0,7.0,,2.0,12.0,10.0,29.0,248.0,,,20.0,11.0,10.0,5.0,,,,,,,2.0,,,,,1.0,,,,,,1.0,12.0,6.0,,,50.0,,5.0,3.0,,1.0,8.0,7.0,,12.0,4.0,41.0,38.0,,20.0,7.0,1.0,,73.0,11.0,12.0,,,,,2.0,,,,,,,14.0,,1.0,,12.0,,16.0,16.0,,2.0,93.0,50.0,7.0,,4.0,1.0,,,1.0,,46.0,50.0,14.0,,,,,,128.0,119.0,3.0,29.0,14.0,40.2,,,0.0,2.0,2.0,,,1.0,,4.0,,3.0,81.0,,5.0,116.0,24.0,29.0,6.0,,16.0,16.0,,126.0,11.0,226.0,1.0,,31.0,12.0,54.0,1.0,326.0,,0.0,9.0,14.0,1.0,22.0,3.0,542.0,,2.0,1.0,8.0,0.0
2009-10,284295,30,2010-03-15 20:00:00,47,Portsmouth,Away,109.0,11.0,1.0,3.0,2.0,7.0,,133.0,13.0,1.0,,14.0,15.0,31.0,239.0,1.0,2.0,14.0,3.0,11.0,5.0,,,1.0,,,,,,,,,,,,,,,1.0,14.0,11.0,,,50.0,2.0,,8.0,,4.0,4.0,2.0,1.0,8.0,4.0,47.0,49.0,1.0,13.0,4.0,1.0,,58.0,16.0,10.0,,,,,,1.0,,,1.0,,,15.0,,3.0,1.0,13.0,,24.0,24.0,3.0,,75.0,49.0,8.0,,3.0,3.0,3.0,,6.0,,32.0,57.0,16.0,,,,,,134.0,120.0,,25.0,14.0,35.1,,1.0,0.0,2.0,3.0,,,,1.0,6.0,,3.0,52.0,,6.0,128.0,19.0,26.0,24.0,4.0,12.0,8.0,,99.0,22.0,205.0,4.0,1.0,28.0,15.0,55.0,1.0,321.0,1.0,0.0,9.0,17.0,2.0,19.0,2.0,565.0,,11.0,4.0,14.0,0.0
2009-10,284306,31,2010-03-20 15:00:00,47,Portsmouth,Home,162.0,23.0,,3.0,3.0,13.0,,214.0,6.0,1.0,4.0,9.0,21.0,36.0,373.0,1.0,,29.0,28.0,16.0,7.0,1.0,,,1.0,1.0,,5.0,,,,,1.0,,,,,,,3.0,6.0,,,54.0,1.0,9.0,3.0,,11.0,23.0,6.0,,12.0,,53.0,37.0,1.0,11.0,5.0,,,69.0,7.0,8.0,2.0,,,,5.0,2.0,,2.0,2.0,,,13.0,,1.0,1.0,13.0,,18.0,18.0,2.0,4.0,95.0,56.0,1.0,1.0,4.0,6.0,3.0,,2.0,,69.0,65.0,21.0,,,,,,144.0,135.0,1.0,26.0,19.0,59.0,,,0.0,,,,,2.0,,7.0,,3.0,125.0,,10.0,185.0,34.0,20.0,7.0,,29.0,29.0,,161.0,22.0,299.0,1.0,1.0,30.0,25.0,64.0,2.0,455.0,1.0,0.0,19.0,10.0,2.0,31.0,1.0,703.0,,3.0,11.0,7.0,0.0
2009-10,284317,32,2010-03-27 15:00:00,47,Portsmouth,Away,122.0,12.0,,2.0,2.0,4.0,,160.0,7.0,1.0,,10.0,18.0,18.0,280.0,,1.0,18.0,16.0,19.0,7.0,,,,,,,,,,,,,,,,,,,14.0,6.0,,,56.0,1.0,,10.0,,2.0,5.0,2.0,,23.0,1.0,71.0,53.0,1.0,12.0,7.0,1.0,,64.0,10.0,6.0,,,,,,,,,,,,14.0,,2.0,,13.0,,13.0,13.0,2.0,,98.0,46.0,11.0,,4.0,3.0,3.0,,4.0,,40.0,50.0,24.0,,,,,,170.0,158.0,1.0,24.0,19.0,47.8,,,0.0,2.0,1.0,,,3.0,,6.0,,3.0,66.0,,7.0,143.0,17.0,24.0,18.0,2.0,9.0,7.0,,118.0,22.0,252.0,3.0,1.0,34.0,18.0,53.0,1.0,386.0,,0.0,9.0,22.0,4.0,20.0,1.0,626.0,,6.0,2.0,19.0,0.0
2009-10,284327,33,2010-04-03 15:00:00,47,Portsmouth,Home,158.0,4.0,,1.0,1.0,1.0,,121.0,3.0,1.0,5.0,6.0,16.0,27.0,278.0,2.0,,21.0,12.0,11.0,6.0,,,1.0,,,,,,,,,,,,,,,1.0,12.0,4.0,,,55.0,6.0,3.0,9.0,,1.0,4.0,5.0,,12.0,2.0,50.0,51.0,6.0,29.0,14.0,,,45.0,13.0,9.0,,,,,,,,,,,,16.0,,5.0,2.0,26.0,,13.0,13.0,,5.0,78.0,37.0,9.0,,2.0,4.0,2.0,,3.0,,44.0,40.0,13.0,,,,,,153.0,138.0,1.0,33.0,7.0,50.6,,3.0,0.0,5.0,,,1.0,2.0,1.0,3.0,1.0,2.0,48.0,,6.0,191.0,14.0,44.0,17.0,1.0,13.0,12.0,,75.0,9.0,188.0,5.0,1.0,22.0,16.0,52.0,2.0,366.0,2.0,1.0,8.0,20.0,2.0,26.0,1.0,638.0,,11.0,1.0,16.0,0.0
2009-10,284338,34,2010-04-14 19:45:00,47,Portsmouth,Away,101.0,8.0,1.0,4.0,3.0,3.0,,101.0,11.0,,2.0,4.0,11.0,14.0,198.0,,,15.0,11.0,20.0,4.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,12.0,12.0,,,45.0,4.0,1.0,16.0,,3.0,4.0,1.0,,17.0,3.0,57.0,64.0,4.0,14.0,6.0,,1.0,45.0,9.0,16.0,,,,,1.0,,,,,,,20.0,,2.0,,19.0,,18.0,18.0,3.0,2.0,94.0,44.0,9.0,,3.0,2.0,1.0,,7.0,,41.0,34.0,8.0,,,,,,163.0,137.0,,22.0,18.0,38.5,,1.0,0.0,4.0,4.0,,,1.0,,4.0,,2.0,31.0,,5.0,131.0,19.0,40.0,7.0,2.0,8.0,6.0,,66.0,13.0,174.0,2.0,,28.0,14.0,45.0,2.0,297.0,,0.0,6.0,25.0,1.0,17.0,1.0,536.0,,3.0,3.0,20.0,0.0
2009-10,284345,35,2010-04-18 16:00:00,47,Portsmouth,Home,109.0,8.0,2.0,5.0,3.0,6.0,,156.0,7.0,,6.0,8.0,15.0,20.0,260.0,,3.0,16.0,11.0,8.0,13.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,10.0,3.0,,,67.0,6.0,9.0,11.0,,7.0,6.0,3.0,,14.0,6.0,52.0,54.0,6.0,16.0,9.0,,,59.0,5.0,11.0,,,,,1.0,1.0,,1.0,1.0,,,12.0,,4.0,,13.0,1.0,18.0,18.0,3.0,8.0,73.0,33.0,6.0,1.0,2.0,13.0,6.0,,,,38.0,49.0,18.0,,1.0,1.0,1.0,,152.0,138.0,2.0,28.0,22.0,42.7,,1.0,0.0,4.0,3.0,,,,,4.0,1.0,3.0,74.0,,15.0,124.0,23.0,30.0,21.0,6.0,16.0,10.0,,127.0,13.0,238.0,4.0,,25.0,15.0,47.0,3.0,346.0,,0.0,19.0,25.0,9.0,22.0,0.0,630.0,,10.0,7.0,19.0,0.0
2009-10,284352,36,2010-04-24 15:00:00,47,Portsmouth,Away,89.0,13.0,1.0,3.0,2.0,3.0,,143.0,6.0,,6.0,9.0,12.0,22.0,229.0,2.0,2.0,20.0,19.0,10.0,9.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,12.0,4.0,,,60.0,3.0,3.0,7.0,1.0,5.0,8.0,2.0,,13.0,3.0,68.0,57.0,3.0,18.0,9.0,,,66.0,14.0,17.0,2.0,,,,1.0,2.0,,2.0,2.0,,1.0,11.0,,4.0,,20.0,1.0,22.0,22.0,1.0,8.0,83.0,41.0,12.0,,5.0,7.0,5.0,,2.0,,44.0,49.0,17.0,,,,,,152.0,140.0,2.0,20.0,20.0,45.8,1.0,,0.0,5.0,3.0,,,,1.0,8.0,,1.0,71.0,,12.0,106.0,26.0,30.0,24.0,5.0,17.0,12.0,,107.0,15.0,225.0,4.0,,26.0,13.0,52.0,1.0,314.0,2.0,0.0,16.0,21.0,4.0,25.0,1.0,593.0,,9.0,5.0,16.0,0.0
2009-10,284365,37,2010-05-01 15:00:00,47,Portsmouth,Home,70.0,11.0,,1.0,1.0,3.0,,127.0,3.0,,4.0,6.0,8.0,21.0,196.0,1.0,1.0,19.0,10.0,5.0,7.0,1.0,,2.0,,,,1.0,,1.0,,,,9.0,,,,,1.0,14.0,6.0,6.0,7.0,48.0,4.0,3.0,1.0,,7.0,12.0,2.0,,8.0,4.0,34.0,33.0,4.0,20.0,10.0,,2.0,68.0,11.0,13.0,1.0,,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,,12.0,1.0,2.0,1.0,18.0,,12.0,11.0,2.0,5.0,63.0,28.0,9.0,2.0,3.0,8.0,6.0,257.0,3.0,,35.0,63.0,37.0,,,,,,150.0,129.0,2.0,15.0,22.0,44.3,,3.0,0.0,6.0,2.0,8.0,,,2.0,4.0,,3.0,69.0,186.0,11.0,93.0,22.0,41.0,9.0,5.0,21.0,16.0,2.0,116.0,8.0,212.0,2.0,,22.0,11.0,60.0,5.0,284.0,1.0,0.0,13.0,11.0,4.0,21.0,0.0,483.0,18.0,4.0,7.0,8.0,0.0
2009-10,284375,38,2010-05-09 16:00:00,47,Portsmouth,Away,135.0,8.0,,2.0,2.0,4.0,,120.0,6.0,,1.0,3.0,21.0,9.0,253.0,1.0,2.0,11.0,10.0,17.0,10.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,12.0,10.0,,,39.0,6.0,1.0,8.0,1.0,1.0,3.0,1.0,,9.0,4.0,43.0,51.0,6.0,21.0,13.0,,,57.0,12.0,11.0,,,,,1.0,,,,,,,16.0,,,,19.0,,24.0,24.0,2.0,1.0,66.0,35.0,14.0,,5.0,5.0,4.0,,7.0,,19.0,44.0,5.0,,,,,,111.0,102.0,,19.0,11.0,36.7,,,0.0,4.0,3.0,,,1.0,1.0,6.0,,3.0,41.0,,10.0,158.0,16.0,30.0,9.0,,6.0,6.0,,74.0,11.0,168.0,,,16.0,22.0,33.0,5.0,320.0,1.0,0.0,11.0,18.0,3.0,14.0,0.0,547.0,,5.0,1.0,12.0,0.0
