season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickMiss,foulThrowIn,goalFastbreak,secondYellow,attCorner,attFreekickGoal,attFreekickPost,attLgRight,attObxdLeft,attPenPost,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,keeperGoals,subsGoals,successfulFiftyFifty,winningGoal,totalDistance,attLgLeft
2021-22,2210406,14,2021-12-01 19:30:00,36,Brighton,Away,236.0,18.0,2.0,4.0,2.0,1.0,,230.0,6.0,,10.0,,6.0,26.0,462.0,1.0,1.0,16.0,11.0,16.0,4.0,2.0,,,1.0,,,,,5.0,,,,,,,,4.0,8.0,6.0,6.0,3.0,85.0,54.0,2.0,2.0,,,21.0,2.0,11.0,1.0,,5.0,11.0,,,5.0,3.0,42.0,53.0,,28.0,14.0,,,47.0,8.0,10.0,1.0,3.0,2.0,1.0,170.0,1.0,,1.0,1.0,,7.0,1.0,1.0,1.0,14.0,,5.0,5.0,,10.0,143.0,59.0,42.0,9.0,,3.0,4.0,3.0,524.0,3.0,,,75.0,85.0,29.0,,,,,,130.0,130.0,8.0,15.0,18.0,65.7,,,1.0,2.0,21.0,0.0,142.0,3.0,2.0,4.0,,,4.0,,3.0,104.0,447.0,8.0,7.0,255.0,35.0,28.0,16.0,5.0,18.0,13.0,,142.0,6.0,303.0,1.0,,4.0,6.0,40.0,,540.0,2.0,0.0,9.0,19.0,1.0,18.0,1.0,736.0,28.0,23.0,8.0,5.0,12.0,0.0,,,,,3.0,,,,,,,,,,,23.0,,,11.0,,,
2021-22,2210416,15,2021-12-04 15:00:00,36,Brighton,Away,163.0,11.0,2.0,3.0,1.0,1.0,,125.0,3.0,,2.0,6.0,1.0,35.0,285.0,,,31.0,19.0,17.0,7.0,,,,1.0,,,,,9.0,,,,,,,2.0,7.0,10.0,4.0,7.0,7.0,59.0,61.0,2.0,1.0,1.0,2.0,20.0,6.0,12.0,,,2.0,5.0,3.0,,10.0,,55.0,59.0,2.0,22.0,13.0,,,48.0,12.0,15.0,1.0,3.0,2.0,1.0,169.0,1.0,,,,1.0,10.0,,,,13.0,,6.0,6.0,,2.0,90.0,74.0,32.0,6.0,,,8.0,4.0,384.0,4.0,2.0,,83.0,45.0,24.0,,,,,,168.0,168.0,6.0,28.0,23.0,55.6,,,1.0,,20.0,0.0,92.0,3.0,,3.0,,,4.0,1.0,3.0,59.0,275.0,8.0,8.0,202.0,30.0,22.0,8.0,2.0,12.0,10.0,,111.0,8.0,220.0,,,30.0,2.0,83.0,,410.0,,0.0,14.0,21.0,,37.0,2.0,604.0,13.0,14.0,6.0,2.0,11.0,0.0,,,,,2.0,,,,,,,,,,,20.0,,,13.0,,,
2021-22,2210423,16,2022-03-16 19:30:00,36,Brighton,Home,192.0,13.0,3.0,5.0,2.0,1.0,,237.0,2.0,,5.0,1.0,4.0,14.0,424.0,,,13.0,11.0,10.0,7.0,3.0,2.0,,,,,,,12.0,,,,,,,,6.0,10.0,7.0,9.0,6.0,93.0,58.0,1.0,1.0,,,11.0,8.0,4.0,,,6.0,7.0,8.0,,10.0,3.0,37.0,41.0,,12.0,6.0,,2.0,51.0,11.0,9.0,,3.0,2.0,,143.0,,,,,,7.0,,,,6.0,,11.0,11.0,1.0,5.0,124.0,55.0,32.0,3.0,,5.0,5.0,,479.0,5.0,1.0,,75.0,87.0,32.0,,,,,,126.0,126.0,8.0,15.0,30.0,48.2,,,,,11.0,0.0,136.0,3.0,2.0,5.0,,2.0,7.0,1.0,3.0,114.0,414.0,3.0,10.0,205.0,29.0,12.0,7.0,6.0,23.0,17.0,2.0,152.0,2.0,314.0,,,11.0,4.0,42.0,3.0,496.0,,0.0,15.0,16.0,,16.0,2.0,676.0,29.0,18.0,6.0,6.0,10.0,0.0,,,,,3.0,,,,,,,,,,,26.0,,,10.0,,,
2021-22,2210433,17,2021-12-15 19:30:00,36,Brighton,Home,203.0,14.0,,3.0,3.0,2.0,2.0,241.0,2.0,,7.0,2.0,4.0,15.0,441.0,,,21.0,11.0,9.0,6.0,2.0,,,2.0,,,1.0,,4.0,,,,,,,5.0,7.0,5.0,3.0,7.0,5.0,79.0,71.0,2.0,2.0,,,18.0,3.0,17.0,,,7.0,11.0,3.0,,10.0,1.0,56.0,48.0,,10.0,5.0,,,74.0,11.0,15.0,,7.0,5.0,2.0,183.0,,,,,,3.0,,1.0,,5.0,,10.0,10.0,2.0,7.0,121.0,52.0,31.0,4.0,,6.0,2.0,2.0,509.0,1.0,,,76.0,92.0,30.0,,,,,,145.0,145.0,8.0,18.0,38.0,59.3,,,,,18.0,0.0,141.0,3.0,1.0,4.0,,,7.0,1.0,3.0,144.0,428.0,4.0,8.0,219.0,32.0,10.0,15.0,6.0,25.0,19.0,,193.0,6.0,330.0,1.0,,9.0,4.0,37.0,1.0,524.0,,0.0,12.0,16.0,,23.0,2.0,724.0,16.0,20.0,8.0,7.0,8.0,0.0,,,,,1.0,,,,,,,,,,,26.0,,,15.0,,,
2021-22,2210444,18,2022-02-15 20:15:00,36,Brighton,Away,248.0,23.0,,4.0,4.0,1.0,,191.0,3.0,,5.0,2.0,1.0,27.0,435.0,,1.0,17.0,14.0,6.0,8.0,,,,,,,,,9.0,,,,1.0,,,,3.0,7.0,12.0,5.0,5.0,96.0,72.0,3.0,3.0,,2.0,22.0,1.0,18.0,,1.0,2.0,13.0,2.0,,9.0,4.0,59.0,36.0,2.0,17.0,12.0,,2.0,54.0,10.0,8.0,,,,,163.0,,,,,,5.0,,,1.0,12.0,1.0,22.0,22.0,6.0,5.0,128.0,58.0,39.0,10.0,,4.0,4.0,3.0,497.0,8.0,1.0,,78.0,56.0,32.0,,,,,,136.0,136.0,8.0,27.0,30.0,50.0,1.0,,,,22.0,0.0,129.0,4.0,1.0,5.0,2.0,,6.0,,3.0,98.0,421.0,13.0,8.0,278.0,49.0,17.0,14.0,1.0,16.0,15.0,,133.0,4.0,254.0,,,11.0,3.0,54.0,1.0,516.0,,1.0,10.0,17.0,2.0,21.0,1.0,728.0,15.0,19.0,5.0,2.0,7.0,0.0,,,,,1.0,,,,,,,,,,,21.0,,,12.0,,,
2021-22,2210452,19,2021-12-26 20:00:00,36,Brighton,Home,184.0,14.0,1.0,4.0,3.0,1.0,,195.0,2.0,,6.0,3.0,4.0,21.0,375.0,,1.0,11.0,15.0,20.0,6.0,1.0,,1.0,3.0,,,,1.0,11.0,,,,,,,,4.0,12.0,4.0,4.0,11.0,84.0,74.0,1.0,,1.0,3.0,21.0,3.0,15.0,1.0,,6.0,10.0,1.0,,9.0,1.0,53.0,51.0,3.0,23.0,16.0,,1.0,72.0,8.0,9.0,2.0,3.0,,3.0,173.0,2.0,,1.0,2.0,,4.0,2.0,1.0,,16.0,,11.0,11.0,1.0,6.0,102.0,54.0,28.0,9.0,,3.0,6.0,5.0,451.0,5.0,3.0,,104.0,40.0,30.0,,,,,,152.0,152.0,7.0,25.0,34.0,50.4,,,,1.0,21.0,0.0,108.0,4.0,2.0,5.0,,,7.0,,3.0,114.0,366.0,11.0,9.0,204.0,28.0,23.0,16.0,5.0,16.0,11.0,,165.0,4.0,279.0,1.0,,17.0,4.0,55.0,2.0,467.0,1.0,0.0,15.0,13.0,5.0,15.0,1.0,685.0,24.0,23.0,9.0,6.0,7.0,0.0,1.0,,,,1.0,,,,,,,,,,,17.0,,,9.0,,,
2021-22,2210463,20,2021-12-29 19:30:00,36,Brighton,Away,199.0,11.0,1.0,6.0,5.0,1.0,,186.0,4.0,,6.0,3.0,4.0,18.0,379.0,1.0,1.0,18.0,20.0,14.0,12.0,,,1.0,1.0,,,,,13.0,,,,1.0,,,,4.0,9.0,2.0,10.0,8.0,67.0,73.0,,,,,21.0,4.0,7.0,,,8.0,12.0,4.0,,16.0,,57.0,63.0,,19.0,6.0,,1.0,50.0,7.0,12.0,,5.0,2.0,1.0,161.0,1.0,,1.0,1.0,,4.0,1.0,,,6.0,1.0,9.0,9.0,1.0,6.0,136.0,58.0,33.0,10.0,,6.0,7.0,6.0,452.0,3.0,,,84.0,40.0,38.0,,,,,,152.0,152.0,7.0,31.0,28.0,52.3,1.0,,1.0,,21.0,0.0,109.0,4.0,,4.0,,,8.0,,3.0,103.0,358.0,14.0,13.0,226.0,33.0,19.0,21.0,5.0,23.0,18.0,,155.0,4.0,270.0,1.0,,14.0,4.0,47.0,,473.0,1.0,0.0,18.0,23.0,3.0,25.0,1.0,708.0,28.0,11.0,14.0,8.0,14.0,0.0,,,,,4.0,,,,1.0,,,,,,,24.0,,,9.0,,,
2021-22,2210475,21,2022-01-02 14:00:00,36,Brighton,Away,168.0,11.0,3.0,6.0,3.0,5.0,,145.0,2.0,,,6.0,8.0,18.0,307.0,,,14.0,24.0,19.0,3.0,1.0,,,,,,,1.0,9.0,,,,,,,,7.0,12.0,5.0,4.0,8.0,70.0,70.0,2.0,,2.0,,17.0,4.0,16.0,,1.0,5.0,3.0,2.0,1.0,8.0,2.0,69.0,58.0,,33.0,17.0,,,63.0,12.0,4.0,,,,,180.0,3.0,,3.0,2.0,1.0,13.0,2.0,2.0,,17.0,,6.0,6.0,1.0,,86.0,84.0,28.0,8.0,2.0,1.0,6.0,5.0,398.0,4.0,1.0,,61.0,51.0,29.0,,1.0,1.0,,,162.0,162.0,7.0,30.0,28.0,50.1,,,,,17.0,0.0,89.0,3.0,1.0,4.0,1.0,,3.0,,3.0,75.0,301.0,11.0,7.0,189.0,33.0,33.0,19.0,5.0,10.0,5.0,,137.0,8.0,246.0,2.0,,23.0,10.0,68.0,1.0,425.0,,0.0,12.0,25.0,,20.0,1.0,620.0,19.0,14.0,10.0,5.0,15.0,0.0,,1.0,,,3.0,,,,,,,,,,,29.0,,,17.0,,,
2021-22,2210482,22,2022-01-14 20:00:00,36,Brighton,Home,231.0,19.0,3.0,8.0,5.0,,,247.0,5.0,,1.0,,8.0,24.0,470.0,,1.0,21.0,10.0,19.0,8.0,3.0,,,,,,,1.0,12.0,,,1.0,1.0,,,,3.0,1.0,2.0,13.0,6.0,91.0,58.0,2.0,3.0,,,20.0,5.0,9.0,,2.0,9.0,16.0,7.0,,7.0,,46.0,55.0,,10.0,,,,83.0,11.0,7.0,,2.0,2.0,,164.0,,,,,,5.0,,,1.0,,1.0,9.0,9.0,,1.0,147.0,67.0,37.0,,,7.0,4.0,4.0,555.0,1.0,,,59.0,110.0,47.0,,,,,1.0,158.0,158.0,7.0,20.0,30.0,63.3,1.0,,1.0,,20.0,0.0,167.0,,,1.0,,,10.0,,3.0,135.0,456.0,9.0,11.0,247.0,40.0,10.0,18.0,8.0,33.0,25.0,,190.0,4.0,355.0,,,15.0,8.0,55.0,1.0,569.0,3.0,0.0,19.0,21.0,3.0,24.0,0.0,763.0,29.0,13.0,8.0,9.0,12.0,0.0,,,,,6.0,,,,,,,,,,,24.0,,,12.0,,,
2021-22,2210497,23,2022-01-23 14:00:00,36,Brighton,Away,221.0,24.0,1.0,3.0,2.0,2.0,,256.0,2.0,1.0,8.0,3.0,1.0,37.0,474.0,,,18.0,9.0,9.0,9.0,1.0,,,,,,,,12.0,,,,,,,,7.0,9.0,6.0,7.0,7.0,76.0,88.0,3.0,2.0,1.0,1.0,26.0,5.0,10.0,,,5.0,13.0,8.0,,11.0,1.0,45.0,46.0,1.0,13.0,5.0,,,64.0,8.0,6.0,,,,,155.0,1.0,,1.0,1.0,,2.0,1.0,,,5.0,,7.0,7.0,1.0,8.0,177.0,61.0,39.0,4.0,,2.0,9.0,5.0,562.0,7.0,,,57.0,103.0,30.0,,,,,,170.0,170.0,13.0,33.0,32.0,56.2,,,1.0,1.0,26.0,0.0,169.0,3.0,1.0,4.0,,,4.0,,3.0,142.0,462.0,11.0,11.0,241.0,42.0,13.0,16.0,5.0,26.0,21.0,,201.0,3.0,362.0,,1.0,16.0,1.0,61.0,3.0,577.0,,0.0,14.0,22.0,,21.0,1.0,787.0,31.0,20.0,9.0,5.0,15.0,0.0,,,,,2.0,,,,,,,,,,,32.0,,,15.0,,,
2021-22,2210502,24,2022-01-18 20:00:00,36,Brighton,Home,158.0,17.0,2.0,6.0,4.0,1.0,,208.0,6.0,1.0,5.0,4.0,5.0,26.0,360.0,,1.0,17.0,15.0,8.0,7.0,,,,,,,,,9.0,,,,,,,,4.0,7.0,8.0,7.0,3.0,71.0,66.0,1.0,1.0,,2.0,15.0,5.0,4.0,,,5.0,14.0,,1.0,7.0,,39.0,36.0,2.0,19.0,10.0,,,57.0,8.0,5.0,,2.0,2.0,,163.0,1.0,1.0,1.0,,1.0,7.0,,1.0,2.0,10.0,,17.0,17.0,1.0,5.0,95.0,52.0,32.0,7.0,,3.0,5.0,2.0,426.0,6.0,1.0,,70.0,60.0,41.0,,,,,,141.0,141.0,4.0,28.0,29.0,43.2,,,1.0,1.0,15.0,0.0,109.0,2.0,,2.0,,,3.0,,3.0,116.0,350.0,7.0,8.0,181.0,35.0,19.0,14.0,5.0,21.0,16.0,,159.0,5.0,278.0,1.0,1.0,16.0,6.0,51.0,1.0,438.0,1.0,0.0,10.0,16.0,4.0,25.0,1.0,636.0,27.0,24.0,7.0,5.0,11.0,0.0,,,,,1.0,,,,,,,,,,,27.0,,,19.0,,,
2021-22,2210520,25,2022-02-12 15:00:00,36,Brighton,Away,229.0,10.0,3.0,7.0,4.0,2.0,,247.0,3.0,,5.0,6.0,2.0,24.0,469.0,,,18.0,8.0,29.0,4.0,2.0,,,,,,,,5.0,,,,,,,2.0,4.0,6.0,3.0,10.0,1.0,106.0,80.0,2.0,2.0,,,24.0,3.0,12.0,,,5.0,6.0,7.0,1.0,8.0,,45.0,74.0,,17.0,10.0,,,72.0,9.0,16.0,1.0,1.0,2.0,,201.0,1.0,,1.0,1.0,,6.0,1.0,2.0,2.0,10.0,,10.0,10.0,2.0,6.0,143.0,83.0,39.0,4.0,,2.0,5.0,6.0,568.0,2.0,,,84.0,113.0,31.0,,,,,,176.0,176.0,4.0,29.0,39.0,64.8,,,,,24.0,0.0,142.0,1.0,,1.0,,,2.0,1.0,3.0,112.0,454.0,6.0,7.0,260.0,37.0,17.0,19.0,5.0,20.0,15.0,,165.0,6.0,352.0,3.0,,21.0,3.0,61.0,1.0,592.0,,0.0,11.0,21.0,,22.0,2.0,794.0,28.0,16.0,9.0,5.0,11.0,0.0,,,,,3.0,,,,,,,,,,,32.0,,,17.0,,,
2021-22,2210523,26,2022-02-19 15:00:00,36,Brighton,Home,242.0,16.0,,6.0,6.0,1.0,2.0,256.0,3.0,,4.0,5.0,4.0,30.0,492.0,,,20.0,13.0,12.0,6.0,2.0,,,,,,,,9.0,,,,,,,2.0,9.0,6.0,4.0,6.0,5.0,95.0,62.0,,,,,21.0,4.0,6.0,,,4.0,16.0,11.0,,12.0,,47.0,40.0,,23.0,14.0,,,61.0,12.0,12.0,,3.0,4.0,,153.0,,,,,,4.0,,2.0,,14.0,,5.0,5.0,,4.0,166.0,58.0,34.0,4.0,,4.0,4.0,1.0,559.0,4.0,1.0,,99.0,75.0,37.0,,,,,,149.0,149.0,4.0,24.0,29.0,68.9,,,,,21.0,0.0,165.0,1.0,,1.0,1.0,,6.0,,3.0,114.0,474.0,8.0,8.0,269.0,33.0,23.0,8.0,3.0,34.0,31.0,,154.0,3.0,344.0,2.0,,18.0,5.0,60.0,1.0,579.0,,0.0,11.0,13.0,1.0,22.0,1.0,769.0,19.0,13.0,3.0,4.0,8.0,0.0,,,,,,,,,,,,,,,,25.0,,,14.0,,,
2021-22,2210533,27,2022-02-26 15:30:00,36,Brighton,Home,267.0,11.0,1.0,5.0,4.0,1.0,,237.0,4.0,,2.0,2.0,2.0,34.0,499.0,,,21.0,11.0,12.0,6.0,1.0,,,,,,,,9.0,,,,1.0,,,,9.0,4.0,5.0,6.0,6.0,89.0,52.0,1.0,1.0,,,13.0,5.0,6.0,,,7.0,14.0,5.0,,11.0,1.0,55.0,47.0,,12.0,5.0,,,68.0,17.0,11.0,,,,,164.0,,,,,,6.0,,,1.0,5.0,1.0,4.0,4.0,,2.0,161.0,74.0,51.0,2.0,,3.0,4.0,1.0,548.0,3.0,1.0,,106.0,75.0,33.0,,,,,,127.0,127.0,3.0,23.0,24.0,66.5,1.0,,,,13.0,0.0,155.0,1.0,1.0,2.0,1.0,,6.0,,1.0,105.0,480.0,2.0,7.0,278.0,33.0,12.0,18.0,6.0,25.0,19.0,,147.0,3.0,316.0,,,6.0,2.0,62.0,,569.0,,0.0,12.0,17.0,2.0,23.0,4.0,739.0,23.0,12.0,7.0,7.0,11.0,0.0,,,,,3.0,,,,,,,,,,,19.0,,,12.0,,,
2021-22,2210546,28,2022-03-05 15:00:00,36,Brighton,Away,186.0,26.0,3.0,8.0,5.0,2.0,2.0,346.0,4.0,,5.0,4.0,5.0,42.0,524.0,1.0,2.0,17.0,22.0,33.0,7.0,4.0,1.0,,,,,,,8.0,,,,,,,2.0,5.0,10.0,,11.0,4.0,108.0,76.0,2.0,1.0,1.0,,21.0,8.0,2.0,,,7.0,11.0,6.0,1.0,5.0,,45.0,64.0,,8.0,7.0,,1.0,92.0,10.0,8.0,,3.0,4.0,,209.0,1.0,1.0,1.0,,1.0,4.0,,2.0,1.0,7.0,,12.0,12.0,,5.0,146.0,87.0,57.0,4.0,,1.0,11.0,4.0,620.0,2.0,1.0,,141.0,95.0,49.0,,,,,,170.0,170.0,5.0,28.0,35.0,67.6,,,,,21.0,0.0,171.0,2.0,,2.0,,1.0,3.0,2.0,3.0,182.0,512.0,10.0,12.0,210.0,49.0,8.0,19.0,7.0,28.0,21.0,1.0,239.0,9.0,452.0,2.0,,12.0,6.0,73.0,4.0,634.0,1.0,0.0,15.0,11.0,2.0,23.0,1.0,836.0,32.0,17.0,12.0,7.0,6.0,0.0,,,,,5.0,,,,,,,,,,,26.0,,,14.0,,,
2021-22,2210553,29,2022-03-12 12:30:00,36,Brighton,Home,222.0,18.0,1.0,4.0,3.0,,,118.0,,,7.0,1.0,4.0,21.0,336.0,,,26.0,7.0,6.0,8.0,,,,,,,,,8.0,,,,,,,,10.0,15.0,3.0,4.0,4.0,78.0,56.0,1.0,1.0,,,24.0,1.0,7.0,,1.0,7.0,8.0,3.0,,11.0,2.0,40.0,42.0,,19.0,11.0,,,47.0,12.0,13.0,,2.0,,,140.0,,,,,,7.0,,1.0,1.0,11.0,,6.0,6.0,2.0,7.0,107.0,67.0,33.0,6.0,,4.0,4.0,3.0,402.0,2.0,1.0,,46.0,50.0,26.0,1.0,1.0,1.0,,,145.0,145.0,2.0,28.0,18.0,51.8,,,,,24.0,0.0,105.0,5.0,2.0,7.0,,,4.0,,3.0,66.0,320.0,12.0,8.0,251.0,59.0,19.0,14.0,6.0,17.0,11.0,,109.0,3.0,196.0,1.0,,9.0,4.0,66.0,1.0,430.0,,0.0,8.0,13.0,1.0,27.0,3.0,627.0,15.0,20.0,10.0,7.0,5.0,0.0,,,,,,,,,,,,,,,,25.0,,,13.0,,,
2021-22,2210565,30,2022-04-20 20:00:00,36,Brighton,Away,166.0,21.0,1.0,1.0,,,,95.0,6.0,,5.0,1.0,4.0,23.0,260.0,,,10.0,14.0,11.0,,1.0,,,1.0,,,,,,,,,,,,,2.0,9.0,8.0,1.0,1.0,49.0,59.0,,,,2.0,18.0,,4.0,,,4.0,7.0,,,6.0,,41.0,50.0,2.0,15.0,6.0,,1.0,47.0,7.0,12.0,,3.0,,1.0,129.0,,,,,,9.0,,1.0,,6.0,,5.0,5.0,1.0,5.0,89.0,47.0,19.0,7.0,,,1.0,1.0,328.0,8.0,1.0,,36.0,43.0,19.0,,,,,,141.0,141.0,5.0,33.0,15.0,34.9,,,,1.0,18.0,0.0,86.0,1.0,1.0,2.0,,,1.0,,3.0,44.0,243.0,10.0,1.0,201.0,50.0,15.0,17.0,4.0,11.0,7.0,,82.0,3.0,163.0,1.0,,10.0,6.0,56.0,2.0,353.0,1.0,0.0,2.0,20.0,1.0,14.0,3.0,521.0,7.0,15.0,7.0,4.0,10.0,0.0,1.0,,,,1.0,,,,,,,,,,,19.0,,,10.0,,,
2021-22,2210571,31,2022-04-02 15:00:00,36,Brighton,Home,103.0,17.0,3.0,8.0,5.0,3.0,,294.0,1.0,,5.0,2.0,6.0,27.0,389.0,1.0,,26.0,18.0,15.0,17.0,4.0,,,1.0,,,,,19.0,,1.0,,,,,1.0,6.0,4.0,2.0,17.0,14.0,76.0,61.0,1.0,2.0,,,17.0,9.0,3.0,,,11.0,14.0,10.0,,9.0,,49.0,47.0,,12.0,3.0,,,75.0,12.0,9.0,,5.0,2.0,1.0,174.0,,,,,,6.0,,1.0,1.0,3.0,,10.0,10.0,,5.0,112.0,64.0,35.0,2.0,,13.0,8.0,4.0,463.0,3.0,,,108.0,77.0,55.0,,,,,1.0,158.0,158.0,2.0,16.0,38.0,63.0,,,,,17.0,0.0,116.0,,,,,,18.0,2.0,3.0,187.0,380.0,4.0,21.0,116.0,29.0,12.0,18.0,11.0,37.0,26.0,,240.0,5.0,399.0,2.0,,13.0,6.0,53.0,1.0,478.0,2.0,0.0,31.0,14.0,,30.0,1.0,695.0,43.0,18.0,10.0,11.0,11.0,0.0,,,,,9.0,,,,,,,,,,,24.0,,,10.0,,,
2021-22,2210581,32,2022-04-09 15:00:00,36,Brighton,Away,116.0,13.0,1.0,1.0,,2.0,,87.0,,,2.0,1.0,3.0,13.0,202.0,1.0,,12.0,9.0,16.0,3.0,1.0,,,,,,,,7.0,,,,,,,,14.0,13.0,7.0,2.0,6.0,55.0,53.0,1.0,,1.0,2.0,17.0,1.0,6.0,,,2.0,6.0,2.0,,6.0,2.0,41.0,52.0,2.0,28.0,18.0,,,40.0,19.0,10.0,,,,,114.0,2.0,,2.0,2.0,,4.0,2.0,2.0,2.0,18.0,,16.0,16.0,,2.0,56.0,56.0,16.0,11.0,2.0,3.0,3.0,3.0,258.0,10.0,1.0,,60.0,24.0,17.0,,,,,,127.0,127.0,3.0,23.0,20.0,35.4,,,,,17.0,0.0,58.0,2.0,1.0,3.0,,,4.0,,3.0,43.0,195.0,7.0,6.0,138.0,32.0,28.0,8.0,2.0,10.0,8.0,,77.0,4.0,155.0,2.0,,24.0,3.0,60.0,2.0,283.0,1.0,0.0,8.0,21.0,,19.0,4.0,473.0,9.0,18.0,5.0,2.0,13.0,0.0,,,,,1.0,,,,,,,,,,,27.0,,,14.0,,,
2021-22,2210597,33,2022-04-16 12:30:00,36,Brighton,Away,197.0,17.0,3.0,3.0,,,,225.0,1.0,1.0,4.0,,5.0,21.0,419.0,2.0,,14.0,17.0,15.0,6.0,3.0,,,,,,,,7.0,,,,,,,1.0,8.0,3.0,2.0,8.0,4.0,90.0,64.0,,,1.0,2.0,25.0,2.0,9.0,,,4.0,7.0,5.0,,12.0,1.0,51.0,51.0,2.0,12.0,5.0,,,70.0,10.0,13.0,,,,,147.0,,,,,,3.0,1.0,,,5.0,,9.0,9.0,1.0,4.0,124.0,71.0,34.0,4.0,1.0,4.0,5.0,5.0,476.0,2.0,,,94.0,76.0,24.0,,,,,,123.0,123.0,5.0,22.0,26.0,51.4,,,,1.0,25.0,0.0,138.0,,,,,,5.0,1.0,3.0,103.0,410.0,14.0,9.0,209.0,48.0,12.0,9.0,4.0,16.0,12.0,,143.0,1.0,306.0,1.0,1.0,13.0,5.0,60.0,3.0,499.0,2.0,0.0,12.0,17.0,,17.0,3.0,668.0,22.0,9.0,6.0,4.0,10.0,0.0,,,,,4.0,,,,,,,,,,,16.0,,,5.0,,,
2021-22,2210603,34,2022-04-24 14:00:00,36,Brighton,Home,95.0,16.0,4.0,9.0,5.0,1.0,1.0,143.0,2.0,,6.0,3.0,4.0,18.0,229.0,,,13.0,21.0,24.0,3.0,1.0,,,,,,,,6.0,,,,,,,,10.0,9.0,9.0,7.0,1.0,43.0,58.0,1.0,2.0,1.0,3.0,21.0,3.0,6.0,,1.0,6.0,11.0,2.0,,10.0,1.0,52.0,50.0,3.0,29.0,19.0,,,75.0,12.0,6.0,1.0,1.0,1.0,,154.0,,,,,,9.0,1.0,2.0,,19.0,,6.0,6.0,1.0,6.0,79.0,61.0,20.0,6.0,,,4.0,5.0,329.0,7.0,2.0,,72.0,43.0,30.0,,,,,,178.0,178.0,9.0,20.0,20.0,48.8,,2.0,,,21.0,0.0,76.0,2.0,1.0,3.0,,,,,3.0,84.0,219.0,12.0,4.0,122.0,34.0,29.0,7.0,6.0,20.0,14.0,,153.0,3.0,250.0,2.0,,20.0,5.0,56.0,2.0,352.0,,0.0,8.0,17.0,1.0,20.0,1.0,562.0,29.0,20.0,4.0,6.0,8.0,0.0,,,,,2.0,,,,,,,,,,,37.0,,,18.0,,,
